Date,ATKR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.482998284432323,-1.0897813750934764,-0.06382791536532793,-0.8982976289974927,-0.8640302643733779,0.0
2018-09-25,1.0,-0.4826123458972206,-1.0987141531527551,-0.05859219654456276,-0.9057929388891344,-0.8730060536432327,0.0
2018-09-26,1.0,-0.48265653307410183,-1.098846714683399,-0.05872475807520657,-0.9057929388891344,-0.8726967434050639,0.0
2018-09-27,1.0,-0.49072885781298403,-1.0869141921494003,-0.06323848298446696,-0.9093242465814045,-0.8751604195247156,0.0
2018-09-28,1.0,-0.49141364964149775,-1.0863946180401878,-0.06373373461981056,-0.9092679472426308,-0.8751438434982738,0.0
2018-10-01,1.0,-0.49109989373007434,-1.0877612469004605,-0.06433758413035777,-0.9091392136025505,-0.8755756287637265,0.0
2018-10-02,1.0,-0.4920007110479069,-1.1105679495155987,-0.05932805972802418,-0.9081859390276421,-0.8739667585103547,0.0
2018-10-03,1.0,-0.4918659436394346,-1.0980976086763268,-0.05747177526891279,-0.913947906480576,-0.8834563072273091,0.0
2018-10-04,1.0,-0.49924357034795763,-1.0894811782504228,-0.05869004182611017,-0.9236895968674913,-0.8784373053306044,0.0
2018-10-05,1.0,-0.48285334514842704,-1.0812583074878157,-0.04080638015064244,-0.9345148427115639,-0.8911829862649535,0.0
2018-10-08,1.0,-0.48524575593280594,-1.086703404141854,-0.04177406452759755,-0.9361390098657897,-0.894187183361479,0.0
2018-10-09,1.0,-0.4824353881176628,-1.0943177253046465,-0.02696067490961032,-0.9494710529839754,-0.9105030576262108,0.0
2018-10-10,1.0,-0.4839127136418403,-1.0926859743852915,-0.028604578517559907,-0.9503770806372439,-0.9069570261948324,0.0
2018-10-11,1.0,-0.38733157142238206,-1.0856115419609205,-0.0,-0.9279927212859062,-0.9316320783328279,0.0
2018-10-12,1.0,-0.3829678081313326,-1.073532555256295,-0.0,-0.9085118207857723,-0.910136377239109,0.0
2018-10-15,1.0,-0.3383027031658313,-1.1244912821830957,-0.0,-0.9045966670950606,-0.9165488583301203,0.0
2018-10-16,1.0,-0.3314609150551005,-1.1378585823935508,-0.0,-0.9033489129968697,-0.9153123794005403,0.0
2018-10-17,1.0,-0.30097209948238857,-1.0843327862643606,-0.0,-0.8964356352312418,-0.9265244287337457,0.0
2018-10-18,1.0,-0.3055014811680068,-1.0971223021582732,-0.0,-0.8974608548455353,-0.9318662716885315,0.0
2018-10-19,1.0,-0.28208892617449666,-1.0814177852348992,-0.0,-0.8996224832214765,-0.9315436241610738,0.0
2018-10-22,1.0,-0.28495731527818663,-1.091341099289289,-0.0,-0.8984397998233735,-0.9306110433575844,0.0
2018-10-23,1.0,-0.28694555392053817,-1.091191927685516,-0.0,-0.8966155139793988,-0.9295354214841287,0.0
2018-10-24,1.0,-0.28518487324180913,-1.096521519413796,-0.0,-0.8987197843847384,-0.9307672871220416,0.0
2018-10-25,1.0,-0.2636195182211241,-1.061231212682726,-0.0,-0.8879967057854643,-0.9049207329627342,0.0
2018-10-26,1.0,-0.23746992373883608,-1.0454712287427101,-0.0,-0.9004526732188736,-0.8947432812691163,0.0
2018-10-29,1.0,-0.23169439008480103,-1.0477005870841487,-0.0,-0.9018264840182649,-0.8957517938682322,0.0
2018-10-30,1.0,-0.23567086851874516,-1.0483009015624363,-0.0,-0.9022559458246645,-0.8932403214620813,0.0
2018-10-31,1.0,-0.23811452174617315,-1.0284279582084719,-0.0,-0.8970195189114766,-0.8860451931643314,0.0
2018-11-01,1.0,-0.20711331008192066,-1.0579933490145186,-0.0,-0.899870224673534,-0.8905020682942656,0.0
2018-11-02,1.0,-0.20772103596655028,-1.06052610213526,-0.0,-0.8997726719168629,-0.8914102460014615,0.0
2018-11-05,1.0,-0.20379012295580895,-1.0712169784522987,-0.0,-0.9004179685914864,-0.8825224201598831,0.0
2018-11-06,1.0,-0.20721268914039997,-1.0732627479615433,-0.0,-0.8976106445985964,-0.8785444809541195,0.0
2018-11-07,1.0,-0.20794734275962945,-1.0748009101251421,-0.0,-0.900130017877458,-0.8801803998049731,0.0
2018-11-08,1.0,-0.17736547671751116,-1.074375176077595,-0.0,-0.8883969895762064,-0.884533344065682,0.0
2018-11-09,1.0,-0.18238866396761133,-1.0817004048582994,-0.0,-0.8927935222672064,-0.8917004048582996,0.0
2018-11-12,1.0,-0.18084247901872175,-1.0716187863137507,-0.0,-0.8939234990316333,-0.8884764364105875,0.0
2018-11-13,1.0,-0.1519392243102759,-1.0672930827668934,-0.0,-0.8948420631747301,-0.8842862854858057,0.0
2018-11-14,1.0,-0.15543356307100495,-1.0679596089116845,-0.0,-0.8981407276807181,-0.885558583106267,0.0
2018-11-15,1.0,-0.15394463114098256,-1.0687710033605378,-0.0,-0.900864138262122,-0.8770603296527445,0.0
2018-11-16,1.0,-0.14815406744446222,-1.0563369026690108,-0.0,-0.9021895477065687,-0.8888444941665334,0.0
2018-11-19,1.0,-0.14799424644398274,-1.0563768579191306,-0.0,-0.9022694582068084,-0.8888844494166533,0.0
2018-11-20,1.0,-0.11028185788011115,-1.0484319174275505,-0.0,-0.9052004763795156,-0.9059150456530368,0.0
2018-11-21,1.0,-0.10305420305017907,-1.0660335600177056,-0.0,-0.9211701742384613,-0.9336847611766125,0.0
2018-11-23,1.0,-0.10328581292392673,-1.0954063604240283,-0.0,-0.9228301043824377,-0.9400917915600503,0.0
2018-11-26,1.0,-0.10320877335499593,-1.0954102355808286,-0.0,-0.9229082047116166,-0.9402112103980503,0.0
2018-11-27,1.0,-0.08969951874469204,-1.1018724471225785,-0.0,-0.9178630646661544,-0.9346867796335989,0.0
