Date,CCNE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.18571307132130005,-0.8174605423479074,-0.008755773426652687,-0.41704683913745716,-0.4046074069876172,0.0
2018-09-25,1.0,-0.18498028200981642,-0.8194739977870457,-0.006780718926433456,-0.4188725281584248,-0.40704173404828775,0.0
2018-09-26,1.0,-0.1845743321883782,-0.8193715048116501,-0.005109716978454026,-0.4198200244130922,-0.40988446362165376,0.0
2018-09-27,1.0,-0.18564012368443447,-0.8159201157413974,-0.006070749765964086,-0.4195909335905365,-0.4095770332756518,0.0
2018-09-28,1.0,-0.1824128320345828,-0.8219384562880382,-0.0067971105170354365,-0.42133553267732216,-0.41149536431374784,0.0
2018-10-01,1.0,-0.18220351036895854,-0.8224618098028618,-0.007111768554604159,-0.4212158279520951,-0.41171450516314395,0.0
2018-10-02,1.0,-0.18269368159346155,-0.8438259080387506,-0.0014574343440116595,-0.4200268625153602,-0.4097390906752779,0.0
2018-10-03,1.0,-0.18273516973368387,-0.8427534575380045,-0.0015716081837924335,-0.42021945365184593,-0.41018973596982516,0.0
2018-10-04,1.0,-0.18163317951216715,-0.8493221359167645,-0.001519103442345725,-0.4187852904927054,-0.4149732007222907,0.0
2018-10-05,1.0,-0.16011477761836443,-0.8443041606886658,-0.0,-0.432596843615495,-0.43242467718794836,0.0
2018-10-08,1.0,-0.15799576004125365,-0.8422334269180083,-0.0,-0.4332492981149373,-0.4313585057010257,0.0
2018-10-09,1.0,-0.15270526134603246,-0.8429915657811693,-0.0,-0.43648516839749846,-0.4366286074932584,0.0
2018-10-10,1.0,-0.15297255441796437,-0.8426969514468439,-0.0,-0.43666293842668275,-0.4355157876623935,0.0
2018-10-11,1.0,-0.08767268862911796,-0.843895072431344,-0.0,-0.4176967391912299,-0.4473404552827339,0.0
2018-10-12,1.0,-0.08044115594024849,-0.8491693424542789,-0.0,-0.41641770208013396,-0.44607008236772305,0.0
2018-10-15,1.0,-0.04175910584402819,-0.8978067342525765,-0.0,-0.4149793591507765,-0.45373360667247037,0.0
2018-10-16,1.0,-0.037645736760781014,-0.9050428430959404,-0.0,-0.41401882286838043,-0.4527040314650934,0.0
2018-10-17,1.0,-0.02623688155922039,-0.8853906380143263,-0.0,-0.4097673385529457,-0.4549947248597923,0.0
2018-10-18,1.0,-0.027364498456575542,-0.8890681053421952,-0.0,-0.40868767207096973,-0.4558246892294001,0.0
2018-10-19,1.0,-0.009781977949100556,-0.882726795435077,-0.0,-0.4128326286993286,-0.45790157230097545,0.0
2018-10-22,1.0,-0.012717276614649857,-0.8957072249680679,-0.0,-0.41145110234908644,-0.4567945798856,0.0
2018-10-23,1.0,-0.016943503138714518,-0.8963668685073051,-0.0,-0.40875506916282434,-0.4555580245541914,0.0
2018-10-24,1.0,-0.01960010152570574,-0.920076708311007,-0.0,-0.4187371330268761,-0.4617163484587834,0.0
2018-10-25,1.0,-0.0,-0.8929475189789856,-0.0,-0.4179227637803939,-0.4396798327648806,0.0
2018-10-26,1.0,-0.0,-0.8854500177872644,-0.0,-0.4164135402128999,-0.43463864488410914,0.0
2018-10-29,1.0,-0.0,-0.9062405456695729,-0.0,-0.3982507769740642,-0.44583184356005384,0.0
2018-10-30,1.0,-0.0,-0.9154886718858061,-0.0,-0.409803867326897,-0.4410357132977399,0.0
2018-10-31,1.0,-0.0,-0.8973183462675024,-0.0,-0.4199508409511447,-0.44450274793559613,0.0
2018-11-01,1.0,-0.0,-0.901900742089437,-0.0,-0.41515628017324624,-0.4416397693729483,0.0
2018-11-02,1.0,-0.0,-0.8790273889895164,-0.0,-0.42581919973653876,-0.43954113837202924,0.0
2018-11-05,1.0,-0.0,-0.878348704435661,-0.0,-0.4260265700483092,-0.4404644268774704,0.0
2018-11-06,1.0,-0.0,-0.8805773557982548,-0.0,-0.4251962021842928,-0.43831293562373086,0.0
2018-11-07,1.0,-0.0,-0.8805429864253393,-0.0,-0.4239407651172358,-0.4378719319895791,0.0
2018-11-08,1.0,-0.0,-0.8774898498596692,-0.0,-0.41227281397313276,-0.4351344723289463,0.0
2018-11-09,1.0,-0.0,-0.8780574264445232,-0.0,-0.4126469064434325,-0.4360974013579472,0.0
2018-11-12,1.0,-0.0,-0.861537614880854,-0.0,-0.4444169280722029,-0.4456826811953112,0.0
2018-11-13,1.0,-0.0,-0.8571038624266412,-0.0,-0.4361130066875938,-0.43644056230380784,0.0
2018-11-14,1.0,-0.0,-0.8586408936589639,-0.0,-0.44066914905267773,-0.4386157047420874,0.0
2018-11-15,1.0,-0.0,-0.8609455264675988,-0.0,-0.4410625497898525,-0.44499079746174763,0.0
2018-11-16,1.0,-0.0,-0.8587308557940385,-0.0,-0.44046769501015537,-0.44549047592907726,0.0
2018-11-19,1.0,-0.0,-0.859045474516696,-0.0,-0.4406854130052725,-0.4463422671353251,0.0
2018-11-20,1.0,-0.0,-0.8459941544428965,-0.0,-0.4302493922259554,-0.4553251932584883,0.0
2018-11-21,1.0,-0.0,-0.8448533608763013,-0.0,-0.4272784104808241,-0.44592427495854964,0.0
2018-11-23,1.0,-0.0,-0.8458631284156719,-0.0,-0.4270643573778515,-0.4460425786454227,0.0
2018-11-26,1.0,-0.0,-0.8471637085156696,-0.0,-0.4259465630181294,-0.444945774781876,0.0
2018-11-27,1.0,-0.0,-0.8490540503965138,-0.0,-0.4187078788534928,-0.43881776598911953,0.0
2018-11-28,1.0,-0.0,-0.8470116933737548,-0.0,-0.4200952793417064,-0.43969250757903855,0.0
2018-11-29,1.0,-0.0,-0.8516755521706016,-0.0,-0.4257425742574257,-0.44263409857469266,0.0
2018-11-30,1.0,-0.0,-0.8544118851899392,-0.0,-0.42690553568014855,-0.44968184176748505,0.0
2018-12-03,1.0,-0.0,-0.8547302836530579,-0.0,-0.42763841066841557,-0.45031972454500735,0.0
2018-12-04,1.0,-0.0,-0.8559862610402356,-0.0,-0.42252753243921054,-0.44747028677352524,0.0
2018-12-06,1.0,-0.0,-0.8367385292775257,-0.0,-0.41490589846162107,-0.4331355545413053,0.0
2018-12-07,1.0,-0.0,-0.8369932885906041,-0.0,-0.4147114093959732,-0.4328322147651007,0.0
2018-12-10,1.0,-0.0,-0.8469015465040296,-0.0,-0.42673164887824006,-0.4490851666303638,0.0
2018-12-11,1.0,-0.0,-0.8464261402314499,-0.0,-0.4300068073519401,-0.446507828454731,0.0
2018-12-12,1.0,-0.0,-0.8468706574752731,-0.0,-0.4323315440996158,-0.4455464428762159,0.0
2018-12-13,1.0,-0.0,-0.8501802096985582,-0.0,-0.43209370904325034,-0.44814875491480993,0.0
2018-12-14,1.0,-0.0,-0.8469223420226559,-0.0,-0.4342841544970656,-0.4484236385969701,0.0
2018-12-17,1.0,-0.0,-0.845263702453236,-0.0,-0.41459961336346557,-0.46290195224221964,0.0
2018-12-18,1.0,-0.0,-0.8388992714173507,-0.0,-0.40814170797107335,-0.4614176214078709,0.0
2018-12-19,1.0,-0.0,-0.8388407367280607,-0.0,-0.40826110509209107,-0.4614572047670639,0.0
2018-12-20,1.0,-0.0,-0.8377244049714331,-0.0,-0.4086539763342449,-0.4613468359914435,0.0
2018-12-21,1.0,-0.0,-0.8382039450605792,-0.0,-0.4067837772201085,-0.45338514261043206,0.0
2018-12-24,1.0,-0.0,-0.8289060191775671,-0.0,-0.3994520695119658,-0.4575756761838254,0.0
2018-12-26,1.0,-0.0,-0.8346265632082768,-0.0,-0.38343599178732374,-0.4484174599365384,0.0
2018-12-27,1.0,-0.0,-0.8040509079621295,-0.0,-0.3271250452687671,-0.45561074033835175,0.0
2018-12-28,1.0,-0.0,-0.809543525514957,-0.0,-0.3255874133112514,-0.4525928992857882,0.0
2018-12-31,1.0,-0.0,-0.8230083884749648,-0.0,-0.32821862137237534,-0.45391549002240406,0.0
2019-01-02,1.0,-0.0,-0.8223795517842735,-0.0,-0.326322913141935,-0.4541763190088238,0.0
2019-01-03,1.0,-0.0,-0.8229041838170167,-0.0,-0.3237899234095764,-0.45842234147866406,0.0
2019-01-04,1.0,-0.0,-0.8273537951057652,-0.0,-0.3034788469514724,-0.461452716715056,0.0
2019-01-07,1.0,-0.0,-0.8210651070517611,-0.0,-0.2994099914976941,-0.4559554788344112,0.0
2019-01-08,1.0,-0.0,-0.8081296629791613,-0.0,-0.31016207872395163,-0.45438641625932596,0.0
2019-01-09,1.0,-0.0,-0.7997687564234327,-0.0,-0.31004624871531344,-0.4595580678314491,0.0
2019-01-10,1.0,-0.0,-0.7974524255887414,-0.0,-0.31220627134749224,-0.4584606692519068,0.0
2019-01-11,1.0,-0.0,-0.788893173929811,-0.0,-0.31523332047821057,-0.46692376912199507,0.0
2019-01-14,1.0,-0.0,-0.789553543874087,-0.0,-0.3206717415903713,-0.4615265919144121,0.0
2019-01-15,1.0,-0.0,-0.7848537891268534,-0.0,-0.3213550247116969,-0.46792627677100496,0.0
2019-01-16,1.0,-0.0,-0.7789554728602592,-0.0,-0.322391890157834,-0.46505838573078406,0.0
2019-01-17,1.0,-0.0,-0.7783794882324256,-0.0,-0.3224341041500911,-0.46572389189744123,0.0
2019-01-18,1.0,-0.0,-0.7703550677856681,-0.0,-0.3312072304712718,-0.4807746933505488,0.0
2019-01-22,1.0,-0.0,-0.8855702194438012,-0.0,-0.22062720279900183,-0.4664145506933189,0.0
2019-01-23,1.0,-0.0,-0.8762804344469037,-0.0,-0.22141864415504195,-0.47601276573840534,0.0
2019-01-24,1.0,-0.0,-0.8622588114226911,-0.0,-0.24350398765114484,-0.4669153588886031,0.0
2019-01-25,1.0,-0.0,-0.8940309735661107,-0.0,-0.20641261770733352,-0.4936314820099094,0.0
2019-01-28,1.0,-0.0,-0.8859258492129245,-0.0,-0.21232912178956087,-0.4908088235294117,0.0
2019-01-29,1.0,-0.0,-0.8845765214913076,-0.0,-0.20843588879964764,-0.497862528175765,0.0
2019-01-30,1.0,-0.0,-0.8786440677966101,-0.0,-0.20860495436766624,-0.5203129074315515,0.0
2019-01-31,1.0,-0.0,-0.8908616187989556,-0.0,-0.18655352480417753,-0.5335509138381201,0.0
2019-02-01,1.0,-0.0,-0.8883419284263165,-0.0,-0.16966192634265773,-0.5465697765275824,0.0
2019-02-04,1.0,-0.0,-0.886140936099239,-0.0,-0.167908891900344,-0.5520170957990201,0.0
2019-02-05,1.0,-0.0,-0.8836178808810115,-0.0,-0.16791346279160696,-0.5550110778052914,0.0
2019-02-06,1.0,-0.0,-0.8628633834312758,-0.0,-0.17327994175464145,-0.5640958968225077,0.0
2019-02-07,1.0,-0.0,-0.8512605910312048,-0.0,-0.16992147137838398,-0.5619962802231866,0.0
2019-02-08,1.0,-0.0,-0.8605513628465469,-0.0,-0.1922249020980835,-0.5406779221452839,0.0
2019-02-11,1.0,-0.0,-0.8499233108898536,-0.0,-0.1920867236852367,-0.5576208178438662,0.0
2019-02-12,1.0,-0.0,-0.8545516145005343,-0.0,-0.1979880639024263,-0.5536212243621486,0.0
2019-02-13,1.0,-0.0,-0.8559222694000885,-0.0,-0.19859855687827244,-0.5503920393862826,0.0
2019-02-14,1.0,-0.0,-0.8135959769665703,-0.0,-0.22921389301440892,-0.562755673675708,0.0
2019-02-15,1.0,-0.0,-0.807205046660758,-0.0,-0.23319952035868827,-0.5663416922996716,0.0
2019-02-19,1.0,-0.0,-0.80487995213693,-0.0,-0.23223993965091175,-0.5641339125458471,0.0
2019-02-20,1.0,-0.0,-0.8152250581258653,-0.0,-0.22351681078398075,-0.5736565741006818,0.0
2019-02-21,1.0,-0.0,-0.7985390033915993,-0.0,-0.22444560396556223,-0.585937907644143,0.0
2019-02-22,1.0,-0.0,-0.7902927299741939,-0.0,-0.23759872794098477,-0.5788129186977035,0.0
2019-02-25,1.0,-0.0,-0.7895874007549134,-0.0,-0.2350904594559417,-0.5784719510607835,0.0
2019-02-26,1.0,-0.0,-0.7873923563233343,-0.0,-0.23878034185810548,-0.575487160808596,0.0
2019-02-27,1.0,-0.0,-0.7908163265306123,-0.0,-0.23771345272803,-0.5745783007080384,0.0
2019-02-28,1.0,-0.0,-0.7889461626575028,-0.0,-0.2362803290638342,-0.5781266270956992,0.0
2019-03-01,1.0,-0.0,-0.7989247033887353,-0.0,-0.21645513996949878,-0.5694677798743765,0.0
2019-03-04,1.0,-0.0,-0.7994418171951315,-0.0,-0.22417758482569708,-0.5605602501485903,0.0
2019-03-05,1.0,-0.0,-0.7949554588771492,-0.0,-0.23246840687797804,-0.5621762999792832,0.0
2019-03-06,1.0,-0.0,-0.7906128782001551,-0.0,-0.2342901474010861,-0.5610550814584949,0.0
2019-03-07,1.0,-0.0,-0.7775109734056288,-0.0,-0.24805060676478186,-0.5564162148205526,0.0
2019-03-08,1.0,-0.0,-0.7832086364460094,-0.0,-0.24335309498537291,-0.5623268698060941,0.0
