Date,INSM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9551357733175916,-2.1330647961664004,-0.2584901729286756,-1.3124522536287242,-1.285783734981596,0.0
2018-09-25,1.0,-0.986333215921099,-2.153786544557943,-0.28270517787953503,-1.3292708700246567,-1.29256780556534,0.0
2018-09-26,1.0,-0.9938733347581392,-2.1741112773384628,-0.27014319298995515,-1.354349219918786,-1.3316235662890932,0.0
2018-09-27,1.0,-1.0004272895598918,-2.1587380714997866,-0.2748896168636947,-1.3554336989032902,-1.3318615581825952,0.0
2018-09-28,1.0,-0.9994304022783909,-2.158348166607334,-0.27582769668921325,-1.3548593805624778,-1.3315058739765042,0.0
2018-10-01,1.0,-1.0184918693337173,-2.1734781983019142,-0.27557922003165924,-1.378759533745863,-1.3488991221758526,0.0
2018-10-02,1.0,-1.191202054510811,-2.622815011183829,-0.323585452737967,-1.5963880374451165,-1.5502443873746996,0.0
2018-10-03,1.0,-1.1948645504404187,-2.6027089911916237,-0.3206747548612265,-1.6151736745886653,-1.576366960279209,0.0
2018-10-04,1.0,-1.2108433734939759,-2.674529102324792,-0.3273375190904463,-1.641523841846258,-1.630408959782793,0.0
2018-10-05,1.0,-1.1883038929857659,-2.688989881666952,-0.2879437489281427,-1.7065683416223631,-1.7030526496312812,0.0
2018-10-08,1.0,-1.184557438794727,-2.6873822975517894,-0.2818010614620784,-1.7058722821434689,-1.7004793699708953,0.0
2018-10-09,1.0,-1.1853754602277593,-2.6892713417244627,-0.28221594314581727,-1.7057111054028598,-1.6997174415617775,0.0
2018-10-10,1.0,-1.1851534373392765,-2.6956111777815877,-0.27833019029658834,-1.7082118978227327,-1.7046974112806446,0.0
2018-10-11,1.0,-1.0539264413518887,-2.7109840954274356,-0.08913187541418159,-1.678098078197482,-1.7514910536779325,0.0
2018-10-12,1.0,-1.117912317327766,-2.7574112734864302,-0.08050104384133612,-1.6674739039665971,-1.7275156576200419,0.0
2018-10-15,1.0,-1.0954004824087167,-2.7853281211012226,-0.04765865424602844,-1.6620643766114946,-1.7269400316060883,0.0
2018-10-16,1.0,-1.096771509402563,-2.7833250124812783,-0.04984190381095024,-1.6630054917623567,-1.72790813779331,0.0
2018-10-17,1.0,-1.048359659781288,-2.685135682462535,-0.012393681652490886,-1.6328068043742405,-1.7216686917780477,0.0
2018-10-18,1.0,-1.0465078593420838,-2.681899205963377,-0.014422297844757737,-1.6369308053800031,-1.7226543509965968,0.0
2018-10-19,1.0,-1.0085004009623095,-2.658299919807538,-0.0,-1.635204490777867,-1.717161186848436,0.0
2018-10-22,1.0,-1.009783480352847,-2.6571772253408175,-0.0,-1.635204490777867,-1.7170809943865277,0.0
2018-10-23,1.0,-1.0113035113035114,-2.65664582331249,-0.0,-1.6331569664902998,-1.7156485489818822,0.0
2018-10-24,1.0,-1.0062515027650876,-2.6606556063156206,-0.0,-1.632363548930031,-1.7154764767171595,0.0
2018-10-25,1.0,-0.9034038638454461,-2.53311867525299,-0.0,-1.6129254829806807,-1.6168353265869366,0.0
2018-10-26,1.0,-0.8709068960313868,-2.4920778632865552,-0.0,-1.5967255168251095,-1.585181831899804,0.0
2018-10-29,1.0,-0.8164590411476028,-2.5375613439033597,-0.0,-1.581804454511136,-1.6141940354850886,0.0
2018-10-30,1.0,-0.8193217010348213,-2.539089055064582,-0.0,-1.5825968728755948,-1.6124329632147443,0.0
2018-10-31,1.0,-0.8801559454191032,-2.547992202729045,-0.0,-1.6814814814814816,-1.6876413255360623,0.0
2018-11-01,1.0,-0.8700661736084079,-2.5521214480342542,-0.0,-1.6779291553133513,-1.6849357726741923,0.0
2018-11-02,1.0,-0.8686634161442613,-2.525191548641746,-0.0,-1.6727033511338132,-1.6727033511338132,0.0
2018-11-05,1.0,-0.8588509316770186,-2.5705745341614907,-0.0,-1.682919254658385,-1.6515527950310558,0.0
2018-11-06,1.0,-0.8534415483065397,-2.5733572654908694,-0.0,-1.7025909161854222,-1.6746527235835804,0.0
2018-11-07,1.0,-0.8535001955416504,-2.582088384825968,-0.0,-1.705592491200626,-1.6804849432929216,0.0
2018-11-08,1.0,-0.7794517356527142,-2.5966451813310556,-0.0,-1.6872718800962958,-1.702415158810282,0.0
2018-11-09,1.0,-0.7797047105694866,-2.610967893133349,-0.0,-1.706663541910788,-1.7144754316069055,0.0
2018-11-12,1.0,-0.7724625300924128,-2.587403898423546,-0.0,-1.703191737205871,-1.7026481323289586,0.0
2018-11-13,1.0,-0.7079680049223197,-2.584910013844024,-0.0,-1.70504537763421,-1.6932010459929243,0.0
2018-11-14,1.0,-0.709243309750846,-2.5834358658874197,-0.0,-1.7049369424792373,-1.6923254383266688,0.0
2018-11-15,1.0,-0.7161910669975187,-2.6132909429280398,-0.0,-1.742478287841191,-1.6823821339950373,0.0
2018-11-16,1.0,-0.7064142194744978,-2.589721792890263,-0.0,-1.7387171561051007,-1.6931221020092737,0.0
2018-11-19,1.0,-0.7032023514851485,-2.593517945544554,-0.0,-1.742651608910891,-1.695776608910891,0.0
2018-11-20,1.0,-0.5996770969477974,-2.5799185054201583,-0.0,-1.7565157223033754,-1.7520565849158147,0.0
2018-11-21,1.0,-0.608579904160645,-2.5662128242184528,-0.0,-1.7459496463071422,-1.6855556400699778,0.0
2018-11-23,1.0,-0.6099597661884156,-2.543839672056479,-0.0,-1.7518408866621118,-1.6856448796781294,0.0
2018-11-26,1.0,-0.6083358639538415,-2.5549650774369876,-0.0,-1.7475706043121773,-1.6809899787427878,0.0
2018-11-27,1.0,-0.5904431715405488,-2.551025022610793,-0.0,-1.7307808260476336,-1.664681941513416,0.0
2018-11-28,1.0,-0.588919082125604,-2.567632850241546,-0.0,-1.7277324879227056,-1.663949275362319,0.0
2018-11-29,1.0,-0.5127307921381775,-2.536405598570578,-0.0,-1.7199225729600953,-1.6758487194758784,0.0
2018-11-30,1.0,-0.5111673615247171,-2.5375223347230493,-0.0,-1.7202948183442526,-1.67592316855271,0.0
2018-12-03,1.0,-0.5083674228337672,-2.536853849014504,-0.0,-1.7184827073261437,-1.67400520639643,0.0
2018-12-04,1.0,-0.49485147047929473,-2.5378176161197126,-0.0,-1.708719164382547,-1.666493814356619,0.0
2018-12-06,1.0,-0.4620532535953296,-2.4018937775879254,-0.0,-1.6717214865442118,-1.5837249038872276,0.0
2018-12-07,1.0,-0.47249144811858607,-2.402793614595211,-0.0,-1.6736031927023944,-1.577608323831243,0.0
2018-12-10,1.0,-0.432027568746044,-2.399395175469442,-0.0,-1.6561642872213236,-1.5452563471411491,0.0
2018-12-11,1.0,-0.44850404787046816,-2.3954241464273145,-0.0,-1.6628651883139738,-1.533051742344245,0.0
2018-12-12,1.0,-0.44554106450475855,-2.3992245329573496,-0.0,-1.6651392315826576,-1.5398660556926331,0.0
2018-12-13,1.0,-0.4448511297247836,-2.3903709439008938,-0.0,-1.6685436756528473,-1.5350179488984304,0.0
2018-12-14,1.0,-0.44517219522501583,-2.394393971406437,-0.0,-1.6671596591309248,-1.5360236636382842,0.0
2018-12-17,1.0,-0.41161227062613814,-2.3931222860344588,-0.0,-1.6412662837932483,-1.5577812018489987,0.0
2018-12-18,1.0,-0.3831321958662782,-2.3707171591066722,-0.0,-1.6272021084755168,-1.5546539048411707,0.0
2018-12-19,1.0,-0.37648365377941273,-2.374262511279239,-0.0,-1.6324009162212814,-1.5579232317623377,0.0
2018-12-20,1.0,-0.3719344171948195,-2.344860843207495,-0.0,-1.6304767153485809,-1.5416781482502064,0.0
2018-12-21,1.0,-0.36048027444253866,-2.354030874785592,-0.0,-1.6416466552315612,-1.5049056603773587,0.0
2018-12-24,1.0,-0.33924309580634165,-2.3401295601772927,-0.0,-1.631708148653256,-1.5078758949880668,0.0
2018-12-26,1.0,-0.3371637150196026,-2.3675138569690417,-0.0,-1.5789509260511019,-1.475868595376504,0.0
2018-12-27,1.0,-0.2894296382129522,-2.263293420883224,-0.0,-1.4449594438006952,-1.4398738251577186,0.0
2018-12-28,1.0,-0.2788405797101449,-2.277487922705314,-0.0,-1.4472141706924315,-1.4376811594202898,0.0
2018-12-31,1.0,-0.2792270531400966,-2.277423510466989,-0.0,-1.4470209339774556,-1.4375523349436392,0.0
2019-01-02,1.0,-0.2728267164275143,-2.2771378933144586,-0.0,-1.4439868734315682,-1.44064088539991,0.0
2019-01-03,1.0,-0.25808329022245213,-2.291645111226073,-0.0,-1.444774961200207,-1.4721934816347646,0.0
2019-01-04,1.0,-0.18348682939395894,-2.325626328331294,-0.0,-1.429638693888066,-1.5016423005087913,0.0
2019-01-07,1.0,-0.1442767295597484,-2.2727044025157235,-0.0,-1.4123899371069182,-1.459937106918239,0.0
2019-01-08,1.0,-0.758413176023438,-2.3803151476759834,-0.1888510570908227,-1.7305408187504947,-1.8602422994694747,0.0
2019-01-09,1.0,-0.7531800584656713,-2.3662795291143244,-0.18479892549577312,-1.7301098206526035,-1.8664770482736828,0.0
2019-01-10,1.0,-0.7618820537275474,-2.369734541408361,-0.18717215069146403,-1.751629311715149,-1.8774439675727232,0.0
2019-01-11,1.0,-0.7699575626551365,-2.3698454640083275,-0.1834414284570422,-1.773400592521419,-1.9103210825526462,0.0
2019-01-14,1.0,-0.7735894357743096,-2.3649459783913565,-0.18935574229691876,-1.7719887955182072,-1.9033213285314126,0.0
2019-01-15,1.0,-0.7738190552441954,-2.3578062449959964,-0.19647718174539633,-1.7713370696557245,-1.9069655724579664,0.0
2019-01-16,1.0,-0.7688494443111857,-2.356840169505077,-0.19293195810346206,-1.7711681458383306,-1.9057327896378031,0.0
2019-01-17,1.0,-0.7758262813348236,-2.337857256905636,-0.20134121028261215,-1.7661663739422002,-1.9022034168928628,0.0
2019-01-18,1.0,-0.7683864765261977,-2.320221118410511,-0.21775356513379265,-1.7683864765261978,-1.9367889761256207,0.0
2019-01-22,1.0,-0.6896409068343538,-2.498593413867285,-0.11178222737051134,-1.9320701638259143,-2.0419493628992225,0.0
2019-01-23,1.0,-0.67877534133223,-2.453206454282168,-0.13818783616052957,-1.9355399255275134,-2.0689284236657013,0.0
2019-01-24,1.0,-0.6857119232677361,-2.444352571523069,-0.13791962956838102,-1.9371589217793945,-2.0633371919960313,0.0
2019-01-25,1.0,-0.7124872405580129,-2.4553419530452536,-0.1566859476012249,-2.0318135420210957,-2.1499659748213675,0.0
2019-01-28,1.0,-0.7096993375233566,-2.4281467640563954,-0.18056735179208427,-2.0360964837778157,-2.1388652964158315,0.0
2019-01-29,1.0,-0.7095375722543353,-2.4098945936756206,-0.189901394083645,-2.0401224073444406,-2.151054063243795,0.0
2019-01-30,1.0,-0.7072631399897942,-2.4098486137098143,-0.1895730566422861,-2.0419288994726994,-2.156149004932812,0.0
2019-01-31,1.0,-0.6860722809410161,-2.429849982952608,-0.19365837026934882,-2.030855779065803,-2.183344698261166,0.0
2019-02-01,1.0,-0.6859440499615023,-2.4345966293096075,-0.1961673368123877,-2.0453417743177345,-2.192916417144324,0.0
