Date,CGBD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.18588656059425007,-0.4041909303498556,-0.0,-0.3535467009032968,-0.3490072905681141,0.0
2018-09-25,1.0,-0.18509256922618092,-0.4049645552777077,-0.0,-0.35412604097364014,-0.34995067562917254,0.0
2018-09-26,1.0,-0.18571199155750304,-0.40551515290554957,-0.0,-0.35410309940581336,-0.34882653880566195,0.0
2018-09-27,1.0,-0.18674339691856198,-0.4031318782098312,-0.0,-0.3541131694790903,-0.34874816581071166,0.0
2018-09-28,1.0,-0.18899807144825054,-0.4026081366516668,-0.0,-0.3549453577004316,-0.3493663329966021,0.0
2018-10-01,1.0,-0.19038974170420075,-0.4018292122437724,-0.0,-0.356121886202776,-0.34966449122161963,0.0
2018-10-02,1.0,-0.19284367382605896,-0.390884422572782,-0.0018396725382881847,-0.3601618911833694,-0.3538610127397323,0.0
2018-10-03,1.0,-0.19338352096139239,-0.39427216428390544,-0.0023712503165504066,-0.3596473052927228,-0.3525105324953381,0.0
2018-10-04,1.0,-0.1958062882658933,-0.3903236201261336,-0.002808083598029738,-0.3627951940339732,-0.34999769829213273,0.0
2018-10-05,1.0,-0.2094562979599476,-0.40913344562979603,-0.005895564289724874,-0.36582912221598357,-0.3491952086842598,0.0
2018-10-08,1.0,-0.20846394984326017,-0.40754690497356477,-0.0016141861226781453,-0.37149674823375284,-0.3502549946193796,0.0
2018-10-09,1.0,-0.21437139833000118,-0.41126661178407625,-0.010631541808773374,-0.36998706338939197,-0.34585440432788433,0.0
2018-10-10,1.0,-0.21383944359306847,-0.4144288577154308,-0.008511139926912648,-0.37097724861487674,-0.3498762230343039,0.0
2018-10-11,1.0,-0.18043972706595907,-0.4051967744158798,-0.0,-0.3582603901026949,-0.35352769545339674,0.0
2018-10-12,1.0,-0.1870999954609414,-0.3995960237846671,-0.0,-0.3447415006127729,-0.33806908447188055,0.0
2018-10-15,1.0,-0.17369552914544428,-0.410752688172043,-0.0,-0.34152801358234297,-0.3377475947934352,0.0
2018-10-16,1.0,-0.1662346521145975,-0.42787630741246013,-0.0,-0.3418599363346976,-0.3377899045020464,0.0
2018-10-17,1.0,-0.1514961195101162,-0.4017989323045176,-0.0,-0.3417298461262393,-0.3480328383652595,0.0
2018-10-18,1.0,-0.1506629983763305,-0.40172289373985204,-0.0,-0.3505096518130976,-0.3522009742016959,0.0
2018-10-19,1.0,-0.1401047261009667,-0.39283476548514146,-0.0,-0.35239885427855355,-0.35239885427855355,0.0
2018-10-22,1.0,-0.13996061229970458,-0.38680512040103837,-0.0,-0.35574254766806906,-0.3554292364157192,0.0
2018-10-23,1.0,-0.13807165744247013,-0.3875731026910753,-0.0,-0.35808554975464385,-0.3569652019987004,0.0
2018-10-24,1.0,-0.1369556460636441,-0.3855793760909457,-0.0,-0.3579868415163586,-0.35733786868370404,0.0
2018-10-25,1.0,-0.11635856903346616,-0.3573497071439458,-0.0,-0.36433905981231085,-0.3393428702070677,0.0
2018-10-26,1.0,-0.10942531716700167,-0.35120707168946813,-0.0,-0.3656876094145108,-0.3349542890488232,0.0
2018-10-29,1.0,-0.10419494538168186,-0.3517333505698835,-0.0,-0.3633895675780493,-0.33525089953245857,0.0
2018-10-30,1.0,-0.09398982495472967,-0.3526989738725532,-0.0,-0.36462016038630685,-0.3444209709407605,0.0
2018-10-31,1.0,-0.09811401628804114,-0.3385983711958851,-0.0,-0.3645306472353193,-0.3419202743249035,0.0
2018-11-01,1.0,-0.10929350403034613,-0.3336350704771757,-0.0,-0.36792534160955215,-0.3443898443898444,0.0
2018-11-02,1.0,-0.11379916784626604,-0.31403079826706126,-0.0,-0.3752412816883284,-0.34165487067301503,0.0
2018-11-05,1.0,-0.11361784259060691,-0.3145185502895132,-0.0,-0.3752305382800772,-0.3411752090928587,0.0
2018-11-06,1.0,-0.1126585266410592,-0.3138988433724598,-0.0,-0.37645114911697175,-0.3428896375614257,0.0
2018-11-07,1.0,-0.11253405410043547,-0.3138125576506425,-0.0,-0.37606452581676214,-0.3427290473432439,0.0
2018-11-08,1.0,-0.09597615499254844,-0.31486054928677876,-0.0,-0.37096018735363,-0.3472429210134128,0.0
2018-11-09,1.0,-0.09617800489726393,-0.3149153625039923,-0.0,-0.3708932183540935,-0.34727988927925046,0.0
2018-11-12,1.0,-0.09594823928722954,-0.3050700042426814,-0.0,-0.3747560458209589,-0.3455663979635129,0.0
2018-11-13,1.0,-0.088428200856233,-0.3018748550098066,-0.0,-0.37480228609992194,-0.3438429255330367,0.0
2018-11-14,1.0,-0.08972140143520473,-0.3015196285352469,-0.0,-0.3755804136766568,-0.3437737441958632,0.0
2018-11-15,1.0,-0.0892646065518406,-0.30148176291793316,-0.0,-0.3756754474839581,-0.34437267814927386,0.0
2018-11-16,1.0,-0.08623451066340723,-0.2952035741380764,-0.0,-0.3759377897665009,-0.35001685914186964,0.0
2018-11-19,1.0,-0.08956105380834863,-0.29492290493366236,-0.0,-0.37482334577822773,-0.3499968360437891,0.0
2018-11-20,1.0,-0.05512125415038036,-0.29012734837977555,-0.0,-0.3833270289580969,-0.37288278064977093,0.0
2018-11-21,1.0,-0.05677311625965351,-0.2861824253809226,-0.0,-0.3816739720308912,-0.3626174076393237,0.0
2018-11-23,1.0,-0.0581567686045298,-0.2751696065128901,-0.0,-0.3888320634589291,-0.3653272101033295,0.0
2018-11-26,1.0,-0.05758473868759392,-0.2785314743696778,-0.0,-0.38733511437635665,-0.3637084655201202,0.0
2018-11-27,1.0,-0.0531227268003741,-0.279517821885067,-0.0,-0.38470331497454013,-0.3610100800166268,0.0
2018-11-28,1.0,-0.052664407343493355,-0.28253321412977944,-0.0,-0.38353743476724117,-0.3603966983387737,0.0
2018-11-29,1.0,-0.04389750366500795,-0.2778592223988767,-0.0,-0.38163572918172245,-0.36138010778220564,0.0
2018-11-30,1.0,-0.043726000247739386,-0.277798422725959,-0.0,-0.3817663817663818,-0.36120401337792646,0.0
2018-12-03,1.0,-0.04329611820789566,-0.277813319025115,-0.0,-0.38159605423365045,-0.3609798377943331,0.0
2018-12-04,1.0,-0.04175597691673537,-0.27792662819455893,-0.0,-0.3808120362737015,-0.36051112943116237,0.0
2018-12-06,1.0,-0.0386228697643316,-0.2567022634703844,-0.0,-0.3796226873898154,-0.35143569271920405,0.0
2018-12-07,1.0,-0.02861983791618184,-0.26276359034029434,-0.0,-0.386469879764019,-0.3635250168412027,0.0
2018-12-10,1.0,-0.02044168643913123,-0.2622741376163534,-0.0,-0.38646549451440854,-0.3587637646772526,0.0
2018-12-11,1.0,-0.004921882977637087,-0.2722965383437149,-0.0,-0.3873991626672113,-0.37767793321760446,0.0
2018-12-12,1.0,-0.0022527596305474207,-0.2748366749267853,-0.0,-0.38862151590243504,-0.3822318704048823,0.0
2018-12-13,1.0,-0.0021077618842981973,-0.2726993676714347,-0.0,-0.39054985982360285,-0.3809933083676101,0.0
2018-12-14,1.0,-0.0,-0.2863133659499239,-0.0,-0.3863832586440817,-0.38299140730995357,0.0
2018-12-17,1.0,-0.0,-0.28379402905559087,-0.0,-0.37862426490174783,-0.3866155769112554,0.0
2018-12-18,1.0,-0.0,-0.29854384100993686,-0.0,-0.39193383746849153,-0.39270462262775246,0.0
2018-12-19,1.0,-0.008087555667590958,-0.30167632972019154,-0.0,-0.3942945970926813,-0.3966263339215192,0.0
2018-12-20,1.0,-0.007978055113493593,-0.2969888600385292,-0.0,-0.3949032582293325,-0.39412848647290394,0.0
2018-12-21,1.0,-0.005848702185792349,-0.305754781420765,-0.0,-0.40560963114754095,-0.41732838114754095,0.0
2018-12-24,1.0,-0.0,-0.2869408139411327,-0.0,-0.4012113484220593,-0.4370205079162682,0.0
2018-12-26,1.0,-0.0,-0.2957072038814471,-0.0,-0.38487501318426326,-0.4288999050733045,0.0
2018-12-27,1.0,-0.0,-0.2783528491758072,-0.0,-0.3519848537855247,-0.4275924515876772,0.0
2018-12-28,1.0,-0.0,-0.2777640161836348,-0.0,-0.35515234084716374,-0.43132276442903145,0.0
2018-12-31,1.0,-0.0,-0.27499534537330106,-0.0,-0.35882000041374457,-0.4349076315190633,0.0
2019-01-02,1.0,-0.0,-0.27915842099781274,-0.0,-0.35996250390584317,-0.4439954171440475,0.0
2019-01-03,1.0,-0.0,-0.28736819907212147,-0.0,-0.35075917334458034,-0.47070856178827497,0.0
2019-01-04,1.0,-0.0,-0.302814513394371,-0.0,-0.32932773821634453,-0.48722024415055953,0.0
2019-01-07,1.0,-0.0,-0.3005814568136167,-0.0,-0.3279839306480601,-0.4858230256898192,0.0
2019-01-08,1.0,-0.0,-0.32914583692466814,-0.0,-0.32632304775038784,-0.49935355973108086,0.0
2019-01-09,1.0,-0.0,-0.3256915294370896,-0.0,-0.3259498439349908,-0.5010009686793672,0.0
2019-01-10,1.0,-0.0,-0.3232597184553791,-0.0,-0.3292220930733135,-0.5,0.0
2019-01-11,1.0,-0.0,-0.3132055148642826,-0.0,-0.33192589401120204,-0.5091339939681172,0.0
2019-01-14,1.0,-0.0,-0.3133060168212206,-0.0,-0.3318309251671339,-0.5114513694198836,0.0
2019-01-15,1.0,-0.0,-0.3087539687682239,-0.0,-0.3322101989243828,-0.518888096935139,0.0
2019-01-16,1.0,-0.0,-0.308706725373392,-0.0,-0.3273547440214107,-0.5222524389191056,0.0
2019-01-17,1.0,-0.0,-0.30815371005674586,-0.0,-0.32744298444343756,-0.5220402615055991,0.0
2019-01-18,1.0,-0.0,-0.3082876281731666,-0.0,-0.33193869366342216,-0.5276073619631902,0.0
2019-01-22,1.0,-0.0,-0.2624396343566747,-0.0,-0.28104518799586065,-0.612409451535012,0.0
