Date,IWF,IWM,MTUM,SPY,VLUE,VTA,VXX
2018-09-24,-0.09725634017230045,-0.25464484655572084,-0.0,-0.19482406670587826,-0.18319897588485623,1.0,0.0
2018-09-25,-0.09968340743560021,-0.2540525578257184,-0.0,-0.1944189747936958,-0.18185907305849178,1.0,0.0
2018-09-26,-0.09928366266394435,-0.2537979721078313,-0.0,-0.19451846212409593,-0.18268332352839395,1.0,0.0
2018-09-27,-0.10165357871795759,-0.2498010862420867,-0.0,-0.19517763863424084,-0.18305254782578614,1.0,0.0
2018-09-28,-0.10144451172043942,-0.25013407144710664,-0.0,-0.195225326528847,-0.18315024651846729,1.0,0.0
2018-10-01,-0.10288308268071246,-0.24958417076720496,-0.0,-0.19656594358583407,-0.1835886062790214,1.0,0.0
2018-10-02,-0.1041677497617191,-0.24500476561823067,-0.0,-0.1983536955203189,-0.18542587297461227,1.0,0.0
2018-10-03,-0.10406667475265538,-0.2437752326165682,-0.0,-0.19872472406563513,-0.18614523590872073,1.0,0.0
2018-10-04,-0.10583669721591794,-0.24112541362762252,-0.0,-0.20098404393548275,-0.18450823790301624,1.0,0.0
2018-10-05,-0.10103604613077281,-0.23744591356513645,-0.0,-0.20065851850574912,-0.18472995569652986,1.0,0.0
2018-10-08,-0.10232204298286564,-0.23998478482632224,-0.0,-0.20077113266594046,-0.18593633833013468,1.0,0.0
2018-10-09,-0.10299457104325875,-0.24010166326636467,-0.0,-0.20050831633182337,-0.18536256440402504,1.0,0.0
2018-10-10,-0.10267980636237897,-0.24023167358229597,-0.0,-0.2003630705394191,-0.18561549100968186,1.0,0.0
2018-10-11,-0.07453771473760368,-0.23202597883330808,-0.0,-0.18851479817609745,-0.18747160668315582,1.0,0.0
2018-10-12,-0.07681445919231857,-0.22693821951260032,-0.0,-0.17964350382909447,-0.1778161702410419,1.0,0.0
2018-10-15,-0.06393344823014717,-0.23849927084714304,-0.0,-0.17683613946705556,-0.1779132970966459,1.0,0.0
2018-10-16,-0.05975599634824466,-0.24652668271225828,-0.0,-0.1763299858909453,-0.17727612249979252,1.0,0.0
2018-10-17,-0.058195717642386735,-0.24377006320945166,-0.0,-0.17549723665486316,-0.17723466922593242,1.0,0.0
2018-10-18,-0.057953511456696166,-0.24332864587641653,-0.0,-0.17587889817189178,-0.17723550335015303,1.0,0.0
2018-10-19,-0.05331558885383807,-0.2390082807570978,-0.0,-0.17493099369085174,-0.17575249737118823,1.0,0.0
2018-10-22,-0.05399976951317891,-0.24326237631912548,-0.0,-0.1740504766138193,-0.175021813931282,1.0,0.0
2018-10-23,-0.05414526537600422,-0.24325036217568816,-0.0,-0.17392664296062163,-0.17494731989990783,1.0,0.0
2018-10-24,-0.05336510806146766,-0.2411208809269455,-0.0,-0.17370367326814035,-0.17533075848467417,1.0,0.0
2018-10-25,-0.042731468823879445,-0.2257514594959713,-0.0,-0.1749947731549237,-0.1647823220058219,1.0,0.0
2018-10-26,-0.035938473333652785,-0.22130113246122637,-0.0,-0.17814301915121314,-0.16186688389477213,1.0,0.0
2018-10-29,-0.03028809463240906,-0.2225578733146782,-0.0,-0.17470109386924448,-0.16237916560671586,1.0,0.0
2018-10-30,-0.028629109175303622,-0.22253131557194636,-0.0,-0.1747472499523113,-0.16373116296814397,1.0,0.0
2018-10-31,-0.031182795698924737,-0.2136464263124605,-0.0,-0.17444655281467428,-0.16200189753320685,1.0,0.0
2018-11-01,-0.02726956741555282,-0.21651341359370557,-0.0,-0.17418712674187128,-0.16195847947672767,1.0,0.0
2018-11-02,-0.027378432177951915,-0.21626275711712853,-0.0,-0.17425511074599512,-0.16193244652279692,1.0,0.0
2018-11-05,-0.02599658854002148,-0.2200391686145682,-0.0,-0.17458462316002277,-0.15875923937077516,1.0,0.0
2018-11-06,-0.024633968946652752,-0.21920753881668406,-0.0,-0.1762641115643677,-0.1610378521961863,1.0,0.0
2018-11-07,-0.024400265495116785,-0.2192705205600683,-0.0,-0.1757640886247985,-0.16090900470937766,1.0,0.0
2018-11-08,-0.020462773492838027,-0.218762789233433,-0.0,-0.17379190933417282,-0.16105776798362978,1.0,0.0
2018-11-09,-0.020149864618097098,-0.21879919400541528,-0.0,-0.174280586864807,-0.1609942698822492,1.0,0.0
2018-11-12,-0.0199079238879374,-0.21633172540577908,-0.0,-0.17475606115362255,-0.16026900051851733,1.0,0.0
2018-11-13,-0.00992088213306753,-0.21394530276601045,-0.0,-0.17525853476202344,-0.15832918016446548,1.0,0.0
2018-11-14,-0.00976665939748902,-0.2141343967101779,-0.0,-0.17531698806816412,-0.15844730365431947,1.0,0.0
2018-11-15,-0.009550177315995768,-0.21449013874198966,-0.0,-0.1766627263112051,-0.1547004292913582,1.0,0.0
2018-11-16,-0.008885989032328222,-0.21247145453698094,-0.0,-0.1763216355191002,-0.15581550698295815,1.0,0.0
2018-11-19,-0.014212310047009949,-0.21379374970716394,-0.0,-0.17642005966046634,-0.1573505755204673,1.0,0.0
2018-11-20,-0.008027505094976586,-0.21193546881563186,-0.0,-0.1763095256615691,-0.15946109927036822,1.0,0.0
2018-11-21,-0.008743693707635643,-0.2100343557522672,-0.0,-0.17495125197313444,-0.15382710699805008,1.0,0.0
2018-11-23,-0.009293479101269542,-0.20543073188080843,-0.0,-0.1771482472281928,-0.15446349873973622,1.0,0.0
2018-11-26,-0.00898157308929013,-0.20714815730892902,-0.0,-0.17623052188968588,-0.15350605985654217,1.0,0.0
2018-11-27,-0.007214206437291899,-0.20733136021704282,-0.0,-0.1748520162782094,-0.15209951905290417,1.0,0.0
2018-11-28,-0.006448626966985498,-0.2112773835236038,-0.0,-0.17354211663066957,-0.15145016970070965,1.0,0.0
2018-11-29,-0.0011053625435620308,-0.20872929364263015,-0.0,-0.17289712452216097,-0.15249397423891184,1.0,0.0
2018-11-30,-0.0013048817930610991,-0.2090574147988947,-0.0,-0.17376420018421862,-0.1510439054344489,1.0,0.0
2018-12-03,-0.0005217204499071645,-0.20930196872746243,-0.0,-0.17376359925731558,-0.15089996777608986,1.0,0.0
2018-12-04,-0.0009367465716611127,-0.2091401894992245,-0.0,-0.17438842734071466,-0.1511693975644589,1.0,0.0
2018-12-06,-0.0,-0.19237150096525096,-0.0,-0.17309664575289577,-0.14273648648648649,1.0,0.0
2018-12-07,-0.0,-0.19323700733792268,-0.0,-0.1730690672516832,-0.14666767531583325,1.0,0.0
2018-12-10,-0.0,-0.19317872172938935,-0.0,-0.1732416966907869,-0.14740076902116322,1.0,0.0
2018-12-11,-0.0013642978413776375,-0.19289655590589375,-0.0,-0.17867754062575794,-0.14294809604656802,1.0,0.0
2018-12-12,-0.001000712628690128,-0.19309205039952693,-0.0,-0.17862720422118783,-0.1435264506542538,1.0,0.0
2018-12-13,-0.0008182810037580313,-0.1915989816947509,-0.0,-0.18015820099405988,-0.14275972845193358,1.0,0.0
2018-12-14,-0.0015757575757575756,-0.1897121212121212,-0.0,-0.18113636363636362,-0.14274242424242423,1.0,0.0
2018-12-17,-0.004043290569708762,-0.19077947346020552,-0.0,-0.18542895360856082,-0.13978233112421717,1.0,0.0
2018-12-18,-0.003065622533843259,-0.19014447884416927,-0.0,-0.1850755782189037,-0.13933406179809388,1.0,0.0
2018-12-19,-0.0,-0.19320953774850594,-0.0,-0.18956580070740336,-0.1418008293694353,1.0,0.0
2018-12-20,-0.0,-0.19643458301453715,-0.0,-0.1899617444529457,-0.14384085692425402,1.0,0.0
2018-12-21,-0.0,-0.19760055371837268,-0.0,-0.19097131431208184,-0.14955010382219489,1.0,0.0
2018-12-24,-0.0,-0.18834128732256486,-0.0,-0.18623042094958395,-0.1550416054821341,1.0,0.0
2018-12-26,-0.0,-0.1982109442745653,-0.0,-0.17396132840430226,-0.14914882935511845,1.0,0.0
2018-12-27,-0.0,-0.20350321409897582,-0.0,-0.18308061390828287,-0.15126257189431921,1.0,0.0
2018-12-28,-0.0,-0.20526890149244556,-0.0,-0.18210602357787306,-0.14964418007715835,1.0,0.0
2018-12-31,-0.0,-0.20918163057874148,-0.0,-0.18176918101456863,-0.14907444482089505,1.0,0.0
2019-01-02,-0.0,-0.2087898559645451,-0.0,-0.18070601994337068,-0.14934445401945096,1.0,0.0
2019-01-03,-0.0,-0.21003100942624847,-0.0,-0.17647603326185224,-0.15625048211172649,1.0,0.0
2019-01-04,-0.0,-0.21184202444567285,-0.0,-0.1657914133038511,-0.1578834223942018,1.0,0.0
2019-01-07,-0.0,-0.2100975452888841,-0.0,-0.16484694424452168,-0.1563787268578779,1.0,0.0
2019-01-08,-0.0,-0.2155829389711757,-0.0,-0.1626513428799705,-0.1582416569356524,1.0,0.0
2019-01-09,-0.0,-0.21540730725501642,-0.0,-0.1626617091233138,-0.15837507298036446,1.0,0.0
2019-01-10,-0.0,-0.21545458736036632,-0.0,-0.1626742059894593,-0.1584179714509611,1.0,0.0
2019-01-11,-0.0,-0.21349178286469783,-0.0,-0.1634049225944317,-0.16045321075530003,1.0,0.0
2019-01-14,-0.0,-0.21680066537288606,-0.0,-0.1685149246834858,-0.15489942395958478,1.0,0.0
2019-01-15,-0.0,-0.2160132931257308,-0.0,-0.16902578620222783,-0.15353252507846638,1.0,0.0
2019-01-16,-0.0,-0.2119440992835995,-0.0,-0.17176737693098318,-0.15032138309785695,1.0,0.0
2019-01-17,-0.0,-0.2110986701842109,-0.0,-0.17180238354525512,-0.1509118517723208,1.0,0.0
2019-01-18,-0.0,-0.21032646445936556,-0.0,-0.17412981400015434,-0.15909546963031565,1.0,0.0
2019-01-22,-0.0,-0.2098325772464646,-0.0,-0.1516409794157197,-0.11622064929883409,1.0,0.0
2019-01-23,-0.0,-0.2104762329571643,-0.0,-0.1521477318346046,-0.1241952510519351,1.0,0.0
2019-01-24,-0.0,-0.2076321579354225,-0.0,-0.15677588154843314,-0.12218291015044301,1.0,0.0
2019-01-25,-0.0,-0.20362624090494008,-0.0,-0.16985300615665597,-0.09939022594043656,1.0,0.0
2019-01-28,-0.0,-0.20163793868077937,-0.0,-0.17677320166750438,-0.09987286757531857,1.0,0.0
2019-01-29,-0.0,-0.20681143663130674,-0.0,-0.16743557344773882,-0.09500161617348887,1.0,0.0
2019-01-30,-0.0,-0.2062829686880115,-0.0,-0.16669850272565642,-0.09638979091056027,1.0,0.0
2019-01-31,-0.0,-0.20925547402320488,-0.0,-0.16184580092054762,-0.09942208431980942,1.0,0.0
2019-02-01,-0.0,-0.20999793613821974,-0.0,-0.16668632249314502,-0.09750272724592388,1.0,0.0
2019-02-04,-0.0,-0.21173176123802506,-0.0,-0.16613117170228445,-0.09597641857037582,1.0,0.0
2019-02-05,-0.0,-0.20464430519719867,-0.0,-0.163007740508662,-0.10674530040545523,1.0,0.0
2019-02-06,-0.0,-0.20257571510761652,-0.0,-0.1606797763582988,-0.11193886733444466,1.0,0.0
2019-02-07,-0.0,-0.20413764608664856,-0.0,-0.16391217093613505,-0.10758765198913943,1.0,0.0
2019-02-08,-0.0,-0.2043290171123153,-0.0,-0.16691520618937236,-0.10522818881129208,1.0,0.0
2019-02-11,-0.0,-0.1954368457677559,-0.0,-0.1641373388016168,-0.12102278615951792,1.0,0.0
2019-02-12,-0.0,-0.20741380080060717,-0.0,-0.16131192428458757,-0.11939165761395258,1.0,0.0
2019-02-13,-0.0,-0.21136438323424847,-0.0,-0.16163773787828994,-0.12073910315776894,1.0,0.0
2019-02-14,-0.0,-0.19442864413376046,-0.0,-0.1746549711103793,-0.1277879232404275,1.0,0.0
2019-02-15,-0.0,-0.21016162825501347,-0.0,-0.16604310086800358,-0.12035318766836277,1.0,0.0
2019-02-19,-0.0,-0.20732528389963642,-0.0,-0.16896329877163846,-0.11990364618399989,1.0,0.0
2019-02-20,-0.0,-0.20854470632248412,-0.0,-0.16791619902731014,-0.11998503554059109,1.0,0.0
2019-02-21,-0.0,-0.21207673760352239,-0.0,-0.16696868494750872,-0.11858086352268131,1.0,0.0
2019-02-22,-0.0,-0.21322395700791882,-0.0,-0.16675897789021452,-0.11695582533718546,1.0,0.0
2019-02-25,-0.0,-0.2152563218046015,-0.0,-0.16828148903620602,-0.11631220565737768,1.0,0.0
2019-02-26,-0.0,-0.21448300708538492,-0.0,-0.16761738921580402,-0.1190404707577759,1.0,0.0
2019-02-27,-0.0,-0.21578876222232235,-0.0,-0.17000856125805433,-0.11617777377251086,1.0,0.0
2019-02-28,-0.0,-0.21733579657249283,-0.0,-0.1715555956082248,-0.1130837050721699,1.0,0.0
2019-03-01,-0.0,-0.21744027150000753,-0.0,-0.17330650368657366,-0.11089754178367095,1.0,0.0
2019-03-04,-0.0,-0.21741741741741744,-0.0,-0.17226726726726727,-0.11181681681681681,1.0,0.0
2019-03-05,-0.0,-0.21567979822243577,-0.0,-0.17473877011770356,-0.11091760749459524,1.0,0.0
2019-03-06,-0.0,-0.21516479558143722,-0.0,-0.17797322447019273,-0.10774749354625685,1.0,0.0
2019-03-07,-0.0,-0.20466127098321343,-0.0,-0.18917865707434053,-0.10496103117505995,1.0,0.0
2019-03-08,-0.0,-0.20387170297950186,-0.0,-0.19399001334552926,-0.10163595195609472,1.0,0.0
2019-03-11,-0.0,-0.20221990981616372,-0.0,-0.19460405073217812,-0.1112820280806527,1.0,0.0
2019-03-12,-0.0,-0.19220696649964425,-0.0,-0.19917043854735916,-0.12242086619537079,1.0,0.0
2019-03-13,-0.0,-0.1958224940288744,-0.0,-0.20406797194711943,-0.12143063605799219,1.0,0.0
2019-03-14,-0.0,-0.19682549335603733,-0.0,-0.20179706266913977,-0.12173503207954511,1.0,0.0
2019-03-15,-0.0,-0.19867519484662952,-0.0,-0.19995138329712403,-0.12064538673067866,1.0,0.0
2019-03-18,-0.0,-0.2018825255180001,-0.0,-0.20179084408043518,-0.12435058981724832,1.0,0.0
2019-03-19,-0.0,-0.20255432535489504,-0.0,-0.20044103459365095,-0.12837475689499395,1.0,0.0
2019-03-20,-0.0,-0.2014913922729923,-0.0,-0.1989903949427686,-0.1338724031055329,1.0,0.0
2019-03-21,-0.0,-0.20121147063333844,-0.0,-0.20202422941266676,-0.13027143076215303,1.0,0.0
2019-03-22,-0.0,-0.19902942535818827,-0.0,-0.2198582652904021,-0.12170697889385303,1.0,0.0
2019-03-25,-0.0,-0.1836672086388318,-0.0,-0.2276436481884836,-0.12257262938307206,1.0,0.0
2019-03-26,-0.0,-0.18997815989418315,-0.0,-0.2277676950998185,-0.12027438555476946,1.0,0.0
2019-03-27,-0.0,-0.18137918307086615,-0.0,-0.23594365157480313,-0.12057086614173228,1.0,0.0
2019-03-28,-0.0,-0.1799015081563558,-0.0,-0.23348722683902737,-0.1255463219452139,1.0,0.0
2019-03-29,-0.0,-0.17490377213240957,-0.0,-0.23474980754426483,-0.1299923017705928,1.0,0.0
2019-04-01,-0.0,-0.1792095373051568,-0.0,-0.23549072761998643,-0.125562195798164,1.0,0.0
2019-04-02,-0.0,-0.1747667606856151,-0.0,-0.23207699222019032,-0.142919133372594,1.0,0.0
2019-04-03,-0.0,-0.1752216229619986,-0.0,-0.23051887669704296,-0.1440549252991135,1.0,0.0
2019-04-04,-0.0,-0.17453480625319556,-0.0,-0.23550191345304683,-0.13931797406380245,1.0,0.0
2019-04-05,-0.0,-0.1727751129325199,-0.0,-0.23499278163274806,-0.1445691488535991,1.0,0.0
2019-04-08,-0.0,-0.17390359050813764,-0.0,-0.23456329978879364,-0.1445210585165859,1.0,0.0
2019-04-09,-0.0,-0.16869194504519924,-0.0,-0.24919481570226074,-0.13800936658835244,1.0,0.0
2019-04-10,-0.0,-0.1629317450196725,-0.0,-0.25613112918526354,-0.13607452218403496,1.0,0.0
2019-04-11,-0.0,-0.16557876414273281,-0.0,-0.2502952878279249,-0.138272410791993,1.0,0.0
2019-04-12,-0.0,-0.16529850746268657,-0.0,-0.2492848258706468,-0.14014303482587065,1.0,0.0
2019-04-15,-0.0,-0.1658447801129381,-0.0,-0.24810603114353716,-0.1416704260846569,1.0,0.0
2019-04-16,-0.0,-0.16586792805128522,-0.0,-0.2477127030559532,-0.14240368457085953,1.0,0.0
2019-04-17,-0.0,-0.1703784287823452,-0.0,-0.24191467868521252,-0.1418292019581941,1.0,0.0
