Date,IWF,IWM,MTUM,SPY,VLGEA,VLUE,VXX
2018-09-24,-0.31884707287933095,-1.0356182795698925,-0.0,-0.6919802867383512,1.0,-0.687126642771804,0.0
2018-09-25,-0.31706858988806247,-1.0445120576966418,-0.0,-0.699008338967771,1.0,-0.6957028021936744,0.0
2018-09-26,-0.31609022556390975,-1.0444360902255638,-0.0,-0.6999248120300752,1.0,-0.6989473684210527,0.0
2018-09-27,-0.3176117161096508,-1.0397296282388284,-0.0,-0.6994742771310553,1.0,-0.6983477281261735,0.0
2018-09-28,-0.316196627736678,-1.041158135866912,-0.0,-0.6994629914754591,1.0,-0.69848661233993,0.0
2018-10-01,-0.31780266025400167,-1.0401668294882394,-0.0,-0.7006462763958818,1.0,-0.6988051401517998,0.0
2018-10-02,-0.3188699800894098,-1.0370036440136745,-0.0,-0.7013035801495173,1.0,-0.6995379240392201,0.0
2018-10-03,-0.31805555555555554,-1.0292417417417417,-0.0,-0.703078078078078,1.0,-0.7033783783783782,0.0
2018-10-04,-0.3416991366796547,-1.031935212774085,-0.0,-0.7384826953930781,1.0,-0.7079226831690733,0.0
2018-10-05,-0.31884168123432394,-1.0211674393858783,-0.0,-0.7438625826556207,1.0,-0.7163487117123964,0.0
2018-10-08,-0.3168057663125948,-1.0186267071320183,-0.0,-0.7433611532625191,1.0,-0.7147951441578149,0.0
2018-10-09,-0.3098221426667174,-1.022508283505351,-0.0,-0.7508854781582054,1.0,-0.7253303880869862,0.0
2018-10-10,-0.3112569994207376,-1.0427495655531955,-0.0,-0.7620003861749371,1.0,-0.7457424213168565,0.0
2018-10-11,-0.2093743008427176,-1.0301663062122457,-0.0,-0.729398165411291,1.0,-0.7599373555074951,0.0
2018-10-12,-0.21353422046262696,-1.0196121558708164,-0.0,-0.7024451042926795,1.0,-0.7302320466292753,0.0
2018-10-15,-0.16294452082791422,-1.0966147671955704,-0.0,-0.7082605625952212,1.0,-0.7481327338263164,0.0
2018-10-16,-0.15254683620495074,-1.1382514483485064,-0.0,-0.7161236927244,1.0,-0.7550221954706192,0.0
2018-10-17,-0.1298882681564246,-1.092105263157895,-0.0,-0.7011908262275802,1.0,-0.7522052337547781,0.0
2018-10-18,-0.12906545147183124,-1.0908088640623275,-0.0,-0.7026937635515048,1.0,-0.7524163022307155,0.0
2018-10-19,-0.10747255942429308,-1.076942647379516,-0.0,-0.7010612778948899,1.0,-0.7490368539652541,0.0
2018-10-22,-0.1077772530785717,-1.0691997529877584,-0.0,-0.7039485633332123,1.0,-0.7516073958371173,0.0
2018-10-23,-0.11132500363213714,-1.0693738195554265,-0.0,-0.7012567194537265,1.0,-0.7501816068574749,0.0
2018-10-24,-0.10810026480937351,-1.0650778104255085,-0.0,-0.7017811151013893,1.0,-0.7525301991511589,0.0
2018-10-25,-0.05754915730337078,-1.0104634831460673,-0.0,-0.7253862359550561,1.0,-0.7178019662921349,0.0
2018-10-26,-0.03152431378013098,-0.9980841577260694,-0.0,-0.7429288003344016,1.0,-0.7108123171241465,0.0
2018-10-29,-0.0,-1.0171228118921922,-0.0,-0.7326687968880244,1.0,-0.7233953876076687,0.0
2018-10-30,-0.0,-1.0159016734948962,-0.0,-0.7310950628428582,1.0,-0.7249843760849941,0.0
2018-10-31,-0.0,-0.9979354483517996,-0.0,-0.7252769940128002,1.0,-0.7177069713027321,0.0
2018-11-01,-0.0,-1.0657391673746812,-0.0,-0.7381053525913338,1.0,-0.7362291135655621,0.0
2018-11-02,-0.0,-1.0397669439472115,-0.0,-0.7410059316977291,1.0,-0.7291425362395143,0.0
2018-11-05,-0.0,-1.0609035254380412,-0.0,-0.7431918936035466,1.0,-0.7142706354232637,0.0
2018-11-06,-0.0,-1.068100232279862,-0.0,-0.7418526078693601,1.0,-0.7094742028577461,0.0
2018-11-07,-0.0,-1.0975302872344253,-0.0,-0.7647841248157603,1.0,-0.7325736060682317,0.0
2018-11-08,-0.0724368499257058,-1.2458312696054152,-0.0,-0.9483655274888559,1.0,-0.8608221892025756,0.0
2018-11-09,-0.0727580372250423,-1.2453881391605794,-0.0,-0.9482068424745161,1.0,-0.860591803887582,0.0
2018-11-12,-0.07093333333333333,-1.2292102564102565,-0.0,-0.9480615384615384,1.0,-0.8543589743589743,0.0
2018-11-13,-0.028809427062169848,-1.2279967492889068,-0.0,-0.9554652580251929,1.0,-0.8511174319382365,0.0
2018-11-14,-0.028057173107464268,-1.2317872704320558,-0.0,-0.9580567658915992,1.0,-0.8542574418699352,0.0
2018-11-15,-0.026491413689265077,-1.2319524700903395,-0.0,-0.9582892487995444,1.0,-0.8525677545373159,0.0
2018-11-16,-0.022251043650954483,-1.2189032545697727,-0.0,-0.9547683702833056,1.0,-0.8570907469703725,0.0
2018-11-19,-0.020083580151742608,-1.221041100336755,-0.0,-0.9573984663447885,1.0,-0.8587657727106747,0.0
2018-11-20,-0.0,-1.2019714343190506,-0.0,-0.9482196741098371,1.0,-0.8731442365721183,0.0
2018-11-21,-0.0,-1.2021489055759704,-0.0,-0.956262981306918,1.0,-0.835796453107525,0.0
2018-11-23,-0.0,-1.1867597208374878,-0.0,-0.9634297108673978,1.0,-0.8378863409770689,0.0
2018-11-26,-0.0,-1.1874825592983853,-0.0,-0.9622084911301574,1.0,-0.8367550328881801,0.0
2018-11-27,-0.0,-1.183678315589504,-0.0,-0.9490244192029129,1.0,-0.8250286935528555,0.0
2018-11-28,-0.0,-1.1768526953697467,-0.0,-0.954964946330257,1.0,-0.8290489959203072,0.0
2018-11-29,-0.0,-1.148664977587215,-0.0,-0.9307737283180667,1.0,-0.8184369518612356,0.0
2018-11-30,-0.0,-1.1488772805239358,-0.0,-0.9307656323093715,1.0,-0.8187275845937938,0.0
2018-12-03,-0.0,-1.1545770930278028,-0.0,-0.9343839205411957,1.0,-0.8214132092441246,0.0
2018-12-04,-0.0,-1.194905118800829,-0.0,-0.9500478392600861,1.0,-0.8416520491149737,0.0
2018-12-06,-0.0,-1.1081651446550533,-0.0,-0.9349627810605479,1.0,-0.79387614150871,0.0
2018-12-07,-0.0,-1.114637904468413,-0.0,-0.9451078582434516,1.0,-0.7923728813559322,0.0
2018-12-10,-0.0,-1.1188640354225514,-0.0,-0.9371707763951447,1.0,-0.7610504618673182,0.0
2018-12-11,-0.0,-1.1284018194433738,-0.0,-0.9719373988127361,1.0,-0.7544136920823376,0.0
2018-12-12,-0.0,-1.1295724648865566,-0.0,-0.975304830992437,1.0,-0.753781447754283,0.0
2018-12-13,-0.0,-1.1346927720167157,-0.0,-0.9765516173966878,1.0,-0.7581256771397616,0.0
2018-12-14,-0.0,-1.15003885003885,-0.0,-0.9731934731934732,1.0,-0.7618104118104118,0.0
2018-12-17,-0.0,-1.144110711662608,-0.0,-0.9466156403417217,1.0,-0.7749429819475049,0.0
2018-12-18,-0.0,-1.1270333371607915,-0.0,-0.9323688138707085,1.0,-0.7680560339878286,0.0
2018-12-19,-0.0,-1.1324490580545943,-0.0,-0.939446366782007,1.0,-0.7728181468665898,0.0
2018-12-20,-0.0,-1.1123350545037292,-0.0,-0.9473321858864028,1.0,-0.7651176133103843,0.0
2018-12-21,-0.0,-1.109470487758588,-0.0,-0.944201935851205,1.0,-0.7421522110457391,0.0
2018-12-24,-0.0,-1.0741313032335869,-0.0,-0.9288460088942488,1.0,-0.7658099042737618,0.0
2018-12-26,-0.0,-1.0726305138102912,-0.0,-0.9176629314544841,1.0,-0.7574110857100026,0.0
2018-12-27,-0.0,-1.008264168418053,-0.0,-0.810779040359064,1.0,-0.743098350728458,0.0
2018-12-28,-0.0,-1.0141778284411513,-0.0,-0.8088486748361357,1.0,-0.7392775719578226,0.0
2018-12-31,-0.0,-1.0487751769188896,-0.0,-0.8262384322264562,1.0,-0.7540918163672654,0.0
2019-01-02,-0.0,-1.0471462221416925,-0.0,-0.8225403152745063,1.0,-0.7541583620221055,0.0
2019-01-03,-0.0,-1.0499200697573028,-0.0,-0.8185583490771691,1.0,-0.7646780991135009,0.0
2019-01-04,-0.0,-1.0494033153179296,-0.0,-0.8146106133700897,1.0,-0.7632485762994669,0.0
2019-01-07,-0.0,-1.0111488638776809,-0.0,-0.7954271961492178,1.0,-0.7327104126849295,0.0
2019-01-08,-0.0,-0.9943867824613428,-0.0,-0.8063616465438113,1.0,-0.7295417637506177,0.0
2019-01-09,-0.0,-0.9801910401466285,-0.0,-0.8062105671284057,1.0,-0.7383243452821542,0.0
2019-01-10,-0.0,-0.9764270613107824,-0.0,-0.810324171952079,1.0,-0.7368217054263566,0.0
2019-01-11,-0.0,-0.9636524196397032,-0.0,-0.8170964323560579,1.0,-0.7515718827269515,0.0
2019-01-14,-0.0,-0.9750985755390573,-0.0,-0.8358495257717311,1.0,-0.7412880537103478,0.0
2019-01-15,-0.0,-0.9693258144463202,-0.0,-0.8516935454904637,1.0,-0.7708056463489099,0.0
2019-01-16,-0.0,-0.9670913332137089,-0.0,-0.8398708056701956,1.0,-0.7817692445720438,0.0
2019-01-17,-0.0,-0.9638562865654499,-0.0,-0.8426474283047988,1.0,-0.7827070097986433,0.0
2019-01-18,-0.0,-0.9597980825101686,-0.0,-0.8563698431144683,1.0,-0.8154416037187682,0.0
2019-01-22,-0.0,-1.0244856887298748,-0.0,-0.9336612999403697,1.0,-0.7687462731067383,0.0
2019-01-23,-0.0,-1.000635419002766,-0.0,-0.945204455408537,1.0,-0.7919563429767512,0.0
2019-01-24,-0.0,-0.9868416105868641,-0.0,-0.9830820707545397,1.0,-0.7896161509831197,0.0
2019-01-25,-0.0,-0.9370351816885668,-0.0,-1.105352394898077,1.0,-0.8110670109051674,0.0
2019-01-28,-0.0,-0.9161611868794189,-0.0,-1.1369624850287834,1.0,-0.8104161032337828,0.0
2019-01-29,-0.0,-0.8962498062916472,-0.0,-1.1466759646675966,1.0,-0.8312800247946691,0.0
2019-01-30,-0.0,-0.8894740859476377,-0.0,-1.1262880696130066,1.0,-0.8007404014960691,0.0
2019-01-31,-0.0,-0.9132627906094739,-0.0,-1.0556756551750293,1.0,-0.8236431903515757,0.0
2019-02-01,-0.0,-0.9114859742228962,-0.0,-1.0528430629264596,1.0,-0.8264215314632298,0.0
2019-02-04,-0.0,-0.9177672658467362,-0.0,-1.0414001892147589,1.0,-0.8251655629139073,0.0
2019-02-05,-0.0,-0.8998609179415855,-0.0,-1.0319512836898095,1.0,-0.8271623501108898,0.0
2019-02-06,-0.0,-0.8756606814859242,-0.0,-1.036098511826667,1.0,-0.8368257300296135,0.0
2019-02-07,-0.0,-0.8758812059397031,-0.0,-1.0429353532323384,1.0,-0.83099595020249,0.0
2019-02-08,-0.0,-0.8772715301553857,-0.0,-1.0656533353399298,1.0,-0.8194439218932239,0.0
2019-02-11,-0.0,-0.8747550128147142,-0.0,-1.0709709030604553,1.0,-0.8233077039047189,0.0
2019-02-12,-0.0,-0.8719433719433719,-0.0,-1.0862290862290862,1.0,-0.827087591793474,0.0
2019-02-13,-0.0,-0.8804610733182162,-0.0,-1.080801209372638,1.0,-0.8180272108843537,0.0
2019-02-14,-0.0,-0.8627919320594479,-0.0,-1.10092508340916,1.0,-0.8275705186533212,0.0
2019-02-15,-0.0,-0.8672586520947178,-0.0,-1.1003718882817244,1.0,-0.8271857923497269,0.0
2019-02-19,-0.0,-0.8569100761681003,-0.0,-1.1082648073060744,1.0,-0.8242449505475766,0.0
