Date,CNK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.30700100553041726,-0.7874245852187027,-0.0,-0.5453431372549019,-0.5025138260432378,0.0
2018-09-25,1.0,-0.3130464867585079,-0.7869409322513681,-0.0,-0.5451657545448827,-0.5000943574259294,0.0
2018-09-26,1.0,-0.3199317276692585,-0.7961312345913142,-0.0,-0.549086541500727,-0.49563815664707,0.0
2018-09-27,1.0,-0.3235312697409981,-0.7892608970309539,-0.0,-0.5498104864181933,-0.4959570435881238,0.0
2018-09-28,1.0,-0.32531529538198944,-0.7886651705281791,-0.0,-0.5504314568385119,-0.49647564560482976,0.0
2018-10-01,1.0,-0.3254204071311165,-0.788595271210014,-0.0,-0.5504172461752435,-0.4965229485396384,0.0
2018-10-02,1.0,-0.3242643328259767,-0.8040969051243025,-0.0,-0.5483574327752411,-0.4942288178589549,0.0
2018-10-03,1.0,-0.32639043469965334,-0.8128597322479092,-0.0,-0.5483511940725665,-0.492320412121983,0.0
2018-10-04,1.0,-0.3264624487069377,-0.8134363966027294,-0.0,-0.5481439068613417,-0.4929223526417915,0.0
2018-10-05,1.0,-0.30801406977849605,-0.8051145546154578,-0.0,-0.5542985708400672,-0.5014418354089425,0.0
2018-10-08,1.0,-0.3048606938426995,-0.8013345561493944,-0.0,-0.5562442680497138,-0.5000158122766516,0.0
2018-10-09,1.0,-0.2962927514037774,-0.80895865237366,-0.0,-0.5687212863705973,-0.5164305768249107,0.0
2018-10-10,1.0,-0.29745503252965944,-0.8081069013904835,-0.0,-0.5693966067100396,-0.5142556448526597,0.0
2018-10-11,1.0,-0.23913849576663987,-0.7941103763673444,-0.0,-0.544064025709165,-0.5127309807799271,0.0
2018-10-12,1.0,-0.2435932595910656,-0.7875491361184752,-0.0,-0.5252155894810616,-0.49084316055702837,0.0
2018-10-15,1.0,-0.24207159177456208,-0.7885757806549887,-0.0,-0.5253313023610053,-0.4904798172124905,0.0
2018-10-16,1.0,-0.2355023806617019,-0.8020998657062629,-0.0,-0.5247527774386522,-0.4898058845073862,0.0
2018-10-17,1.0,-0.22118389423076923,-0.7743389423076923,-0.0,-0.5180288461538461,-0.4912560096153846,0.0
2018-10-18,1.0,-0.22044594026083295,-0.7729430855219664,-0.0,-0.5199831720656289,-0.4916160826972774,0.0
2018-10-19,1.0,-0.20074483421432004,-0.7664884670831331,-0.0,-0.534628784238347,-0.5015016818837098,0.0
2018-10-22,1.0,-0.2006666866872879,-0.7586714315745218,-0.0,-0.5385747319739331,-0.5051503048139584,0.0
2018-10-23,1.0,-0.20046851067663754,-0.7587170015316697,-0.0,-0.5387872781331652,-0.5053007778478542,0.0
2018-10-24,1.0,-0.20041010795488812,-0.7669923406308425,-0.0,-0.5416742054158374,-0.5064230142934684,0.0
2018-10-25,1.0,-0.17352932581314476,-0.7290394225430317,-0.0,-0.541044448990327,-0.478739881352465,0.0
2018-10-26,1.0,-0.16318851486294828,-0.7182841760977162,-0.0,-0.5416075718544676,-0.4713595183652204,0.0
2018-10-29,1.0,-0.161892071952032,-0.7198679141441937,-0.0,-0.5438113721287258,-0.47104828664948006,0.0
2018-10-30,1.0,-0.13864959254947615,-0.7258149010477298,-0.0,-0.5502037252619324,-0.4956926658905704,0.0
2018-10-31,1.0,-0.14129617852806844,-0.7112794126149042,-0.0,-0.547146904087414,-0.4909810949875701,0.0
2018-11-01,1.0,-0.13564705202979732,-0.7149044291736444,-0.0,-0.5462551250216551,-0.49052953744874983,0.0
2018-11-02,1.0,-0.13896066609244903,-0.6962101636520241,-0.0,-0.5497559575078955,-0.48616135515360326,0.0
2018-11-05,1.0,-0.1510583707504811,-0.6838882733687095,-0.0,-0.561432153478337,-0.5192431045542014,0.0
2018-11-06,1.0,-0.1426001828207472,-0.6848995960251232,-0.0,-0.5801020257718279,-0.5411199245127237,0.0
2018-11-07,1.0,-0.14224671420993695,-0.6846820298225968,-0.0,-0.5792420581128073,-0.5407261154004833,0.0
2018-11-08,1.0,-0.1040058910162003,-0.7006185567010308,-0.0,-0.5787923416789396,-0.5620913107511045,0.0
2018-11-09,1.0,-0.10292470074886491,-0.7015154195412466,-0.0,-0.5813137567073531,-0.5625331682292588,0.0
2018-11-12,1.0,-0.10234943843410077,-0.7015299354420306,-0.0,-0.5814639035462666,-0.5625092120390296,0.0
2018-11-13,1.0,-0.07537953023078948,-0.7003539357065551,-0.0,-0.5874747711118261,-0.5618802468774681,0.0
2018-11-14,1.0,-0.07830194214633573,-0.7013436601537288,-0.0,-0.5907997418294901,-0.5632811124801972,0.0
2018-11-15,1.0,-0.07731067818954153,-0.7013622381719643,-0.0,-0.5916507983008642,-0.5592500366193057,0.0
2018-11-16,1.0,-0.0699822380106572,-0.6966844286560094,-0.0,-0.6066903493191238,-0.5869745411486087,0.0
2018-11-19,1.0,-0.08476614163760972,-0.7078874594204642,-0.0,-0.6153961765059517,-0.5978417698689432,0.0
2018-11-20,1.0,-0.08674822224900566,-0.7120947330360371,-0.0,-0.6176328793539834,-0.5966614438953839,0.0
2018-11-21,1.0,-0.08662195341038385,-0.7079765255404515,-0.0,-0.6145876998622672,-0.5850350320378466,0.0
2018-11-23,1.0,-0.08638822115384616,-0.7182091346153847,-0.0,-0.6138221153846154,-0.5864182692307692,0.0
2018-11-26,1.0,-0.08583871452169996,-0.7207388496771286,-0.0,-0.6121639885868748,-0.5847124192821744,0.0
2018-11-27,1.0,-0.08198880474152125,-0.7205376118777502,-0.0,-0.6091238363217291,-0.5817343670488222,0.0
2018-11-28,1.0,-0.08506236507555769,-0.7112017270328617,-0.0,-0.615855121132166,-0.5862017270328616,0.0
2018-11-29,1.0,-0.0647112903704143,-0.7004359559892049,-0.0,-0.6119398558676118,-0.588570242296628,0.0
2018-11-30,1.0,-0.06451804192486732,-0.7005959616924126,-0.0,-0.6124173510837015,-0.5874818394757909,0.0
2018-12-03,1.0,-0.06010701545778835,-0.7057669441141499,-0.0,-0.6165873959571938,-0.5901902497027348,0.0
2018-12-04,1.0,-0.05282504298334025,-0.7092547578111105,-0.0,-0.6134760182605087,-0.5888421177447087,0.0
2018-12-06,1.0,-0.04698512137823023,-0.6490617477305026,-0.0,-0.6332840279590475,-0.5709852373908756,0.0
2018-12-07,1.0,-0.06162981162981162,-0.655025155025155,-0.0,-0.6418918918918919,-0.5664560664560664,0.0
2018-12-10,1.0,-0.04372249247162381,-0.6560111188325226,-0.0,-0.6410991429233264,-0.5546965485290711,0.0
2018-12-11,1.0,-0.0552366040361865,-0.6532996984458362,-0.0,-0.6459638135003479,-0.5450881466017165,0.0
2018-12-12,1.0,-0.058570473505217574,-0.6547103450280498,-0.0,-0.6498851844315903,-0.5435281806819172,0.0
2018-12-13,1.0,-0.05844947735191638,-0.6514227642276423,-0.0,-0.6519744483159118,-0.5417247386759583,0.0
2018-12-14,1.0,-0.06310961449140734,-0.6387308406874129,-0.0,-0.6592835578262889,-0.5418021365536461,0.0
2018-12-17,1.0,-0.04969500737185974,-0.6381717787863895,-0.0,-0.6491572952502096,-0.5538723945534966,0.0
2018-12-18,1.0,-0.043024659424038623,-0.6315169282060125,-0.0,-0.6461171466344772,-0.5533712709087772,0.0
2018-12-19,1.0,-0.041366027539023194,-0.6321614396182481,-0.0,-0.6471957915313191,-0.5539138183804294,0.0
2018-12-20,1.0,-0.043603216535547364,-0.6449908555171713,-0.0,-0.65149359886202,-0.5629517809968938,0.0
2018-12-21,1.0,-0.040224238571346015,-0.644252441773103,-0.0,-0.6518522799514536,-0.553343350864012,0.0
2018-12-24,1.0,-0.022904049826354005,-0.6267041703739846,-0.0,-0.6493212020320887,-0.571252260268075,0.0
2018-12-26,1.0,-0.02242356896600849,-0.6281733481494145,-0.0,-0.6360657606063196,-0.562583696612246,0.0
2018-12-27,1.0,-0.0,-0.5994994774764865,-0.0,-0.5835212584566306,-0.5671030196358836,0.0
2018-12-28,1.0,-0.0,-0.6151502561972026,-0.0,-0.5873701703365185,-0.5671513640769977,0.0
2018-12-31,1.0,-0.0,-0.6141381125176588,-0.0,-0.5880169524389907,-0.5678513060580039,0.0
2019-01-02,1.0,-0.0,-0.6133790927458416,-0.0,-0.5865046635852869,-0.5678226453737787,0.0
2019-01-03,1.0,-0.0,-0.6180644443207748,-0.0,-0.5792475930769659,-0.5852579442372976,0.0
2019-01-04,1.0,-0.0,-0.6242069978114524,-0.0,-0.5549491647505332,-0.5911571598747818,0.0
2019-01-07,1.0,-0.0,-0.6016713850174216,-0.0,-0.5458678135888502,-0.5745862369337978,0.0
2019-01-08,1.0,-0.0,-0.6066772134635318,-0.0,-0.544460204025967,-0.5764824614041787,0.0
2019-01-09,1.0,-0.0,-0.6076564162732954,-0.0,-0.5447351905918306,-0.5761958034325629,0.0
2019-01-10,1.0,-0.0,-0.6048020588074249,-0.0,-0.5557411159174287,-0.5772326561901112,0.0
2019-01-11,1.0,-0.0,-0.6004822710582561,-0.0,-0.55773551816737,-0.5819860799035458,0.0
2019-01-14,1.0,-0.0,-0.5973653283773811,-0.0,-0.5577905928011151,-0.577878597392659,0.0
2019-01-15,1.0,-0.0,-0.591727800284682,-0.0,-0.5582503011058798,-0.5873480783970219,0.0
2019-01-16,1.0,-0.0,-0.5891021434820648,-0.0,-0.5519739720034995,-0.5929297900262468,0.0
2019-01-17,1.0,-0.0,-0.5842782589688243,-0.0,-0.5534030984453128,-0.594661056313014,0.0
2019-01-18,1.0,-0.0,-0.5759441482051565,-0.0,-0.5550821834973338,-0.6176131053817823,0.0
2019-01-22,1.0,-0.0,-0.5749882072199561,-0.0,-0.5647215516523766,-0.6350620161491717,0.0
2019-01-23,1.0,-0.0,-0.5424429485209911,-0.0,-0.5680846903717773,-0.6826624954610206,0.0
2019-01-24,1.0,-0.0,-0.5363201878196707,-0.0,-0.579837334749434,-0.6788060035216188,0.0
2019-01-25,1.0,-0.0,-0.45006477778403653,-0.0,-0.6332732495916183,-0.7331155297696164,0.0
2019-01-28,1.0,-0.0,-0.43776073965497797,-0.0,-0.6506088623294621,-0.7304374788589469,0.0
2019-01-29,1.0,-0.0,-0.4355862847467193,-0.0,-0.6455481868209397,-0.7409341046987442,0.0
2019-01-30,1.0,-0.0,-0.43284129716914566,-0.0,-0.6424035449182919,-0.7471423329852389,0.0
2019-01-31,1.0,-0.0,-0.439609160995171,-0.0,-0.6044449464855554,-0.7799553810962695,0.0
2019-02-01,1.0,-0.0,-0.44035892210144933,-0.0,-0.612403759057971,-0.7778532608695652,0.0
2019-02-04,1.0,-0.0,-0.4569418521177315,-0.0,-0.6508542713567839,-0.7636755204594401,0.0
2019-02-05,1.0,-0.0,-0.45440494590417313,-0.0,-0.6343236590531799,-0.7734558360524357,0.0
2019-02-06,1.0,-0.0,-0.45055574653374586,-0.0,-0.6398533287498568,-0.7742637790764295,0.0
2019-02-07,1.0,-0.0,-0.45942600535421285,-0.0,-0.6625694464434786,-0.7566423903969601,0.0
2019-02-08,1.0,-0.0,-0.46614831864368717,-0.0,-0.6335822152360635,-0.7072082187166676,0.0
2019-02-11,1.0,-0.0,-0.4696680870150258,-0.0,-0.6341107871720117,-0.6995402556627047,0.0
2019-02-12,1.0,-0.0,-0.4403458213256484,-0.0,-0.7085590778097983,-0.7329394812680116,0.0
2019-02-13,1.0,-0.0,-0.44581954238019866,-0.0,-0.7071233270974241,-0.7251690890775652,0.0
2019-02-14,1.0,-0.0,-0.4661924757905562,-0.0,-0.6808638272345531,-0.709515239809181,0.0
2019-02-15,1.0,-0.0,-0.4610293278557571,-0.0,-0.6816729430560311,-0.710230514663928,0.0
