Date,HMTV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.31106726794438183,-0.8222472754603534,-0.0,-0.5174433170487285,-0.4808969059250908,0.0
2018-09-25,1.0,-0.31611266017105805,-0.8213603183057114,-0.0,-0.5169334878912247,-0.47849243397349545,0.0
2018-09-26,1.0,-0.3154497022876841,-0.8210592290817926,-0.0,-0.5172359761830148,-0.48006894390473204,0.0
2018-09-27,1.0,-0.3141858927953165,-0.8308835101192912,-0.0,-0.5197507160618174,-0.4826728777816247,0.0
2018-09-28,1.0,-0.31801406806926796,-0.8304576853925497,-0.0,-0.5215910166230325,-0.4841813077626723,0.0
2018-10-01,1.0,-0.31795017883708415,-0.8366410280758396,-0.0,-0.5234387364289558,-0.4872281834583611,0.0
2018-10-02,1.0,-0.3176001013684744,-0.8415167257982766,-0.0,-0.5224277749619868,-0.4862202230106436,0.0
2018-10-03,1.0,-0.31685613857310235,-0.8333069444884258,-0.0,-0.5251907913486811,-0.49130751448747584,0.0
2018-10-04,1.0,-0.32339602296152997,-0.8264882179442454,-0.0,-0.5341092892708763,-0.48748850337762845,0.0
2018-10-05,1.0,-0.3107203737609698,-0.8207904539427995,-0.0,-0.5353241997600858,-0.48992991981817036,0.0
2018-10-08,1.0,-0.30736258194654564,-0.817101613716591,-0.0,-0.5384203227433182,-0.4888741805345436,0.0
2018-10-09,1.0,-0.30421487342769776,-0.8171558273698811,-0.0,-0.5397686075470509,-0.4913464266574194,0.0
2018-10-10,1.0,-0.30275519564736025,-0.8221301363363174,-0.0,-0.5411697719292696,-0.4971688862176952,0.0
2018-10-11,1.0,-0.2581976046060531,-0.8099387296406909,-0.0,-0.5188891283598633,-0.49191785461375037,0.0
2018-10-12,1.0,-0.25964986930885664,-0.8039632849066926,-0.0,-0.5024618564221021,-0.4732539055376573,0.0
2018-10-15,1.0,-0.24510457714458925,-0.8156411033646559,-0.0,-0.4984843892088512,-0.4719915125795695,0.0
2018-10-16,1.0,-0.23766829772361187,-0.8317478649363281,-0.0,-0.49822204662188857,-0.471598334498374,0.0
2018-10-17,1.0,-0.2249423186408174,-0.8069697060498007,-0.0,-0.49195457405687226,-0.4725676445030413,0.0
2018-10-18,1.0,-0.22394598649662417,-0.8054013503375845,-0.0,-0.49701425356339085,-0.4743885971492874,0.0
2018-10-19,1.0,-0.20807647636915932,-0.7958247714345277,-0.0,-0.49980642663569497,-0.4743143035825963,0.0
2018-10-22,1.0,-0.2080128778393847,-0.7854885828414715,-0.0,-0.5067668276396591,-0.48068324092291187,0.0
2018-10-23,1.0,-0.21007927519818798,-0.7854503188889551,-0.0,-0.5050366573284855,-0.47973415986171547,0.0
2018-10-24,1.0,-0.20828744083588843,-0.7823356056321257,-0.0,-0.5052540707885571,-0.4809335278182955,0.0
2018-10-25,1.0,-0.19197365353229193,-0.7589764513872698,-0.0,-0.500990906971322,-0.4624621123805083,0.0
2018-10-26,1.0,-0.18212542245587682,-0.7488662295271382,-0.0,-0.501920910482683,-0.45567462953869264,0.0
2018-10-29,1.0,-0.17446146757286027,-0.7515263218523213,-0.0,-0.4982720884690704,-0.45556387512959334,0.0
2018-10-30,1.0,-0.166359553149833,-0.7517275135321893,-0.0,-0.4987619486352643,-0.46231141310606927,0.0
2018-10-31,1.0,-0.16852260040649245,-0.7397875933930668,-0.0,-0.4960352675120946,-0.4583058998654567,0.0
2018-11-01,1.0,-0.15646530775608222,-0.7487635438405901,-0.0,-0.49529717830698416,-0.4583321421424283,0.0
2018-11-02,1.0,-0.16180024450572883,-0.7236232337304183,-0.0,-0.5033974923947346,-0.4542404685412106,0.0
2018-11-05,1.0,-0.1635266662872104,-0.7200751323353635,-0.0,-0.5038419944219933,-0.45844954180659114,0.0
2018-11-06,1.0,-0.16164781630152988,-0.7187829406569615,-0.0,-0.5064812968291502,-0.46203811857212046,0.0
2018-11-07,1.0,-0.16384505021520804,-0.7239311334289814,-0.0,-0.5142898134863702,-0.4674031563845051,0.0
2018-11-08,1.0,-0.1403074295473954,-0.7262453743239398,-0.0,-0.5068033020210646,-0.4731853116994022,0.0
2018-11-09,1.0,-0.13976658126957017,-0.726159977227441,-0.0,-0.5076288072872188,-0.47301451750640483,0.0
2018-11-12,1.0,-0.1391220508166969,-0.715885889292196,-0.0,-0.5103788566243194,-0.47039473684210525,0.0
2018-11-13,1.0,-0.119991001377914,-0.7139000590534574,-0.0,-0.5114029414245944,-0.4667472793228537,0.0
2018-11-14,1.0,-0.12012484885976998,-0.7137755532435397,-0.0,-0.5113460619182859,-0.4666647920591626,0.0
2018-11-15,1.0,-0.11980192448370941,-0.718080018006865,-0.0,-0.5186821225592257,-0.4570086095323842,0.0
2018-11-16,1.0,-0.11522136331693604,-0.7089810260014054,-0.0,-0.5201686577652845,-0.4665917076598735,0.0
2018-11-19,1.0,-0.11343048444269398,-0.7102627581162438,-0.0,-0.5219715298486468,-0.4675912901592303,0.0
2018-11-20,1.0,-0.08089057954799732,-0.7048556724099351,-0.0,-0.5264320877153725,-0.4848679794137391,0.0
2018-11-21,1.0,-0.07626832968144277,-0.7100679813472667,-0.0,-0.530423057475139,-0.4924153042305747,0.0
2018-11-23,1.0,-0.07613070276659818,-0.7159944836902986,-0.0,-0.5294250091469421,-0.4928935295938758,0.0
2018-11-26,1.0,-0.07533629763043845,-0.7207744695221479,-0.0,-0.5274103675353183,-0.4906849777677717,0.0
2018-11-27,1.0,-0.0646193577363575,-0.7288906355266113,-0.0,-0.5256287895800584,-0.4879294857399506,0.0
2018-11-28,1.0,-0.06662359913490436,-0.7224672078195657,-0.0,-0.5293374153863438,-0.4903238491138387,0.0
