Date,DVN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5481648150752356,-1.2183940374068345,-0.05118829981718464,-0.9626869169830778,-0.9071391740495945,0.0
2018-09-25,1.0,-0.5603505135211533,-1.2205785357580325,-0.06355413172524263,-0.9635823989446904,-0.903137661358711,0.0
2018-09-26,1.0,-0.5603505135211533,-1.2206727598228586,-0.0634127956280034,-0.9636295109771035,-0.903184773391124,0.0
2018-09-27,1.0,-0.5606053418093837,-1.2417571991081169,-0.0606290620997201,-0.9708240428862849,-0.9102898619479102,0.0
2018-09-28,1.0,-0.5575015425506669,-1.2452418244814656,-0.061702026674260765,-0.9710000474630975,-0.9108168399069723,0.0
2018-10-01,1.0,-0.5570179606576071,-1.248455763565523,-0.06262472678893852,-0.9712534448351231,-0.9121448256200703,0.0
2018-10-02,1.0,-0.5595057034220533,-1.230038022813688,-0.06967680608365019,-0.9760931558935361,-0.9175380228136882,0.0
2018-10-03,1.0,-0.558943668661537,-1.2238529495582788,-0.06925049871758335,-0.9773439726417783,-0.9203476774009689,0.0
2018-10-04,1.0,-0.5587131112483961,-1.2254431402366581,-0.06999952478258803,-0.9765242598488809,-0.9215416052844176,0.0
2018-10-05,1.0,-0.5427611339864641,-1.2183255241611055,-0.051729849969236595,-0.9867007430545696,-0.9333144020067206,0.0
2018-10-08,1.0,-0.5401152901152901,-1.213995463995464,-0.045738045738045734,-0.9921564921564922,-0.932999432999433,0.0
2018-10-09,1.0,-0.5497031583946806,-1.2212301116124438,-0.059130847779624796,-0.9915459510805036,-0.9278556162431727,0.0
2018-10-10,1.0,-0.5567147825258444,-1.221999904721071,-0.06445619551236244,-0.9982373398123005,-0.9225858701348196,0.0
2018-10-11,1.0,-0.5011563367252544,-1.2114246068455132,-0.0,-0.9812210915818687,-0.9315911193339501,0.0
2018-10-12,1.0,-0.5016888807741464,-1.2004747124338142,-0.0,-0.9580518532043089,-0.9043271864159211,0.0
2018-10-15,1.0,-0.48117459594809925,-1.21584338720692,-0.0,-0.952925108126565,-0.902754381971318,0.0
2018-10-16,1.0,-0.4831716536867514,-1.2135993077378513,-0.0,-0.9538643712711208,-0.9037209090495059,0.0
2018-10-17,1.0,-0.4545820655092178,-1.1622069088956506,-0.0,-0.9457222122785036,-0.9121621621621622,0.0
2018-10-18,1.0,-0.45800395256917,-1.1722511678045275,-0.0,-0.9454725116780452,-0.9157833273445921,0.0
2018-10-19,1.0,-0.4377896613190731,-1.1586007130124778,-0.0,-0.9464349376114083,-0.9135472370766489,0.0
2018-10-22,1.0,-0.4378424123647054,-1.15063916974745,-0.0,-0.9493563761079685,-0.9163066233129927,0.0
2018-10-23,1.0,-0.44072853580334875,-1.1505610972568578,-0.0,-0.9469184182401139,-0.9149002493765586,0.0
2018-10-24,1.0,-0.43956975810050875,-1.1579041328215656,-0.0,-0.9496117111487994,-0.9160046416138534,0.0
2018-10-25,1.0,-0.39592154151905296,-1.098807569342435,-0.0,-0.9510498574267692,-0.8745787609090123,0.0
2018-10-26,1.0,-0.37483975728570207,-1.08101871634903,-0.0,-0.9550465772156226,-0.8622339970942654,0.0
2018-10-29,1.0,-0.3496342915461813,-1.0910443953053242,-0.0,-0.9439955774791631,-0.8677921415206667,0.0
2018-10-30,1.0,-0.37467899332306115,-1.0988272556069167,-0.0,-0.950693374422188,-0.8558894024995721,0.0
2018-10-31,1.0,-0.37571934012532504,-1.0883243104991687,-0.0,-0.9471844494650241,-0.8515281981329127,0.0
2018-11-01,1.0,-0.35534269902085996,-1.1039165602383993,-0.0,-0.9461047254150702,-0.8517667092379736,0.0
2018-11-02,1.0,-0.36187856991749523,-1.0689655172413792,-0.0,-0.9551935688597418,-0.8450179818066427,0.0
2018-11-05,1.0,-0.36242065171392296,-1.0677528565382985,-0.0,-0.9553533643673296,-0.8463817181548878,0.0
2018-11-06,1.0,-0.35777325186693826,-1.065767141887305,-0.0,-0.9630431093007468,-0.8564154786150713,0.0
2018-11-07,1.0,-0.3567640945149111,-1.067195520298647,-0.0,-0.9615661986170619,-0.8566580409790863,0.0
2018-11-08,1.0,-0.33044538840055515,-1.0656516801951466,-0.0,-0.9505404382386339,-0.8591075409008706,0.0
2018-11-09,1.0,-0.33458646616541354,-1.0712596096984033,-0.0,-0.9534088029061417,-0.8648306158655065,0.0
