Date,FOCS,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-03-25,1.0,-0.0,-0.6751586540656531,-0.0,-1.4746381774186184,-1.4157877916267176,0.0
2019-03-26,1.0,-0.0,-0.6998398535804164,-0.0,-1.4797529169526427,-1.396064973690231,0.0
2019-03-27,1.0,-0.0,-0.7046927425656111,-0.0,-1.4851312221354047,-1.4063979408925862,0.0
2019-03-28,1.0,-0.0,-0.7107430411778238,-0.0,-1.4824936737980217,-1.4076374511157121,0.0
2019-03-29,1.0,-0.0,-0.7011224583678352,-0.0,-1.4846812034225783,-1.414435550648634,0.0
2019-04-01,1.0,-0.0,-0.7006486635690297,-0.0,-1.485025532502185,-1.414776648111515,0.0
2019-04-02,1.0,-0.0,-0.7081100883821037,-0.0,-1.4856436323670832,-1.3855841003800888,0.0
2019-04-03,1.0,-0.0,-0.7082073829806723,-0.0,-1.4922139781991388,-1.379591462856096,0.0
2019-04-04,1.0,-0.0,-0.7007551339902385,-0.0,-1.5378487890229302,-1.3658255824661572,0.0
2019-04-05,1.0,-0.0,-0.7022070681472607,-0.0,-1.5361470764410452,-1.3693037828871584,0.0
2019-04-08,1.0,-0.0,-0.691599115696389,-0.0,-1.5428334561532793,-1.3713154016212232,0.0
2019-04-09,1.0,-0.0,-0.690486063119097,-0.0,-1.5438838977194196,-1.3728633955309837,0.0
2019-04-10,1.0,-0.0,-0.6784301095058434,-0.0,-1.559215974970093,-1.3634397717861415,0.0
2019-04-11,1.0,-0.0,-0.6758211426994205,-0.0,-1.5609531695648176,-1.3634649001748091,0.0
2019-04-12,1.0,-0.0,-0.6778202236848162,-0.0,-1.562709992175634,-1.3619919915312746,0.0
2019-04-15,1.0,-0.0,-0.6779536253220464,-0.0,-1.5599926389400074,-1.3626702245123299,0.0
2019-04-16,1.0,-0.0,-0.6774623913143488,-0.0,-1.5613930165156185,-1.3615954363527625,0.0
2019-04-17,1.0,-0.0,-0.6791151175090834,-0.0,-1.5675849698753619,-1.3524812583360162,0.0
2019-04-18,1.0,-0.0,-0.6726762636250747,-0.0,-1.5679069125695624,-1.3585981695258242,0.0
2019-04-22,1.0,-0.0,-0.6835658700557167,-0.0,-1.5656858682138417,-1.355435833678685,0.0
2019-04-23,1.0,-0.0,-0.6818684865812045,-0.0,-1.579636631928433,-1.3497187125334318,0.0
2019-04-24,1.0,-0.0,-0.6564097839605693,-0.0,-1.5824773135565895,-1.367497351328942,0.0
2019-04-25,1.0,-0.0,-0.6625990053416835,-0.0,-1.581598821145699,-1.3607017867010498,0.0
2019-04-26,1.0,-0.0,-0.6556312735979372,-0.0,-1.6038309236577954,-1.3450133529790955,0.0
2019-04-29,1.0,-0.0,-0.6432584269662922,-0.0,-1.6036102412967397,-1.3580309449254007,0.0
2019-04-30,1.0,-0.0,-0.640127095229324,-0.0,-1.6076625529563455,-1.3571099650027632,0.0
2019-05-01,1.0,-0.0,-0.6412027443937929,-0.0,-1.607220150112815,-1.3563107243173549,0.0
2019-05-02,1.0,-0.0,-0.6340846366145354,-0.0,-1.6043698252069916,-1.3613615455381785,0.0
2019-05-03,1.0,-0.0,-0.6448125143777318,-0.0,-1.5982976765585462,-1.3577639751552795,0.0
2019-05-06,1.0,-0.0,-0.6346427750976338,-0.0,-1.6011486331265794,-1.3587410980932688,0.0
2019-05-07,1.0,-0.0,-0.6267537605225632,-0.0,-1.6093656561939371,-1.3639541837251024,0.0
2019-05-08,1.0,-0.0,-0.6330275229357798,-0.0,-1.57264138025469,-1.3587110319959834,0.0
2019-05-09,1.0,-0.0,-0.6316750342309447,-0.0,-1.5788224554997718,-1.353628480146052,0.0
2019-05-10,1.0,-0.0,-0.6309411542814033,-0.0,-1.6454639758581668,-1.438749528479819,0.0
2019-05-13,1.0,-0.0,-0.6320354482888659,-0.0,-1.6411803525973416,-1.440652399358914,0.0
2019-05-14,1.0,-0.0,-0.6186986968418124,-0.0,-1.6135973658581833,-1.4053239345174606,0.0
2019-05-15,1.0,-0.0,-0.6086292301282348,-0.0,-1.629137539928707,-1.391648534790056,0.0
2019-05-16,1.0,-0.0,-0.6117233077136771,-0.0,-1.622789147143254,-1.395545883878137,0.0
2019-05-17,1.0,-0.0,-0.6108155618263403,-0.0,-1.6065133922375907,-1.4086598510431605,0.0
2019-05-20,1.0,-0.0,-0.6038825976427086,-0.0,-1.6088282874971112,-1.4094291657037208,0.0
2019-05-21,1.0,-0.0,-0.6027194524095828,-0.0,-1.611506798631024,-1.410739062066414,0.0
2019-05-22,1.0,-0.0,-0.5900572378138847,-0.0,-1.6220919497784343,-1.4038035450516986,0.0
2019-05-23,1.0,-0.0,-0.5893664115097298,-0.0,-1.6324356727842848,-1.3894217467490548,0.0
2019-05-24,1.0,-0.0,-0.5572617350926394,-0.0,-1.6411199485081145,-1.3991080869845063,0.0
2019-05-28,1.0,-0.0,-0.539067176205166,-0.0,-1.6553248307933146,-1.4098715410470095,0.0
2019-05-29,1.0,-0.0,-0.5561588367919754,-0.0,-1.666451939446924,-1.3786867896746884,0.0
2019-05-30,1.0,-0.0,-0.5503979389980218,-0.0,-1.664351106408428,-1.3856557942678382,0.0
2019-05-31,1.0,-0.0,-0.5579325925584397,-0.0,-1.6530038268246576,-1.3996956982802342,0.0
2019-06-03,1.0,-0.0,-0.5629357798165138,-0.0,-1.6564678899082568,-1.3677064220183486,0.0
2019-06-04,1.0,-0.0,-0.5611874454298975,-0.0,-1.6996002021965904,-1.3345894030605212,0.0
2019-06-05,1.0,-0.0,-0.5559737021083655,-0.0,-1.7147585581500795,-1.26338698707776,0.0
2019-06-06,1.0,-0.0,-0.5679909194097615,-0.0,-1.6765947786606128,-1.2957094211123723,0.0
2019-06-07,1.0,-0.0,-0.5990177800009095,-0.0,-1.6596789595743715,-1.2886635441771632,0.0
2019-06-10,1.0,-0.0,-0.601035093294593,-0.0,-1.6464339220048123,-1.2924592545512326,0.0
2019-06-11,1.0,-0.0,-0.6015717270827655,-0.0,-1.645816298718997,-1.2951303715817206,0.0
2019-06-12,1.0,-0.0,-0.6119368958599307,-0.0,-1.6593105963888384,-1.2883002006200988,0.0
2019-06-13,1.0,-0.0,-0.6288414996118544,-0.0,-1.668523676880223,-1.269053381432942,0.0
2019-06-14,1.0,-0.0,-0.6187802428558385,-0.0,-1.6852460513101433,-1.260978727289327,0.0
2019-06-17,1.0,-0.0,-0.6140398922817107,-0.0,-1.6913140718426216,-1.2589803277192022,0.0
2019-06-18,1.0,-0.0,-0.6099064140607168,-0.0,-1.6927185574069847,-1.2625427984478428,0.0
2019-06-19,1.0,-0.0,-0.6123907501820831,-0.0,-1.7002913328477787,-1.2394391842680264,0.0
2019-06-20,1.0,-0.0,-0.6117256133642861,-0.0,-1.7003960125631572,-1.2397469161090628,0.0
2019-06-21,1.0,-0.0,-0.6196798835940343,-0.0,-1.6826118588577663,-1.2448162968352128,0.0
2019-06-24,1.0,-0.0,-0.6080902761978433,-0.0,-1.6901760931883334,-1.2519452154525186,0.0
2019-06-25,1.0,-0.0,-0.6218383994895866,-0.0,-1.6834070090689515,-1.2519710158136994,0.0
2019-06-26,1.0,-0.0,-0.6212328143494491,-0.0,-1.6663024674496951,-1.2649549303468999,0.0
2019-06-27,1.0,-0.0,-0.6244992716678807,-0.0,-1.6696558630735616,-1.2579206117989803,0.0
2019-06-28,1.0,-0.0,-0.6192036405005689,-0.0,-1.6734926052332197,-1.257929465301479,0.0
2019-07-01,1.0,-0.0,-0.6043250625995902,-0.0,-1.7058046892783973,-1.2426132483496473,0.0
2019-07-02,1.0,-0.0,-0.6038689121529358,-0.0,-1.7053709604005463,-1.2424214838416021,0.0
2019-07-03,1.0,-0.0,-0.6029405070781556,-0.0,-1.706859665892849,-1.242113887750922,0.0
2019-07-05,1.0,-0.0,-0.6023280134588279,-0.0,-1.7006320192788615,-1.243941254035375,0.0
2019-07-08,1.0,-0.0,-0.5996451803666469,-0.0,-1.7049993176545513,-1.2443251603511805,0.0
2019-07-09,1.0,-0.0,-0.5915787559112404,-0.0,-1.706938886867952,-1.2485449254274281,0.0
2019-07-10,1.0,-0.0,-0.5918246714863821,-0.0,-1.70667939799027,-1.2483972172964126,0.0
2019-07-11,1.0,-0.0,-0.5933181818181819,-0.0,-1.7038636363636364,-1.2482727272727272,0.0
2019-07-12,1.0,-0.0,-0.5911343487156172,-0.0,-1.7047510797908616,-1.2505569447601728,0.0
2019-07-15,1.0,-0.0,-0.6445547259151339,-0.0,-1.6759242396649061,-1.2324257876525222,0.0
2019-07-16,1.0,-0.0,-0.6800807537012113,-0.0,-1.6743382682817407,-1.1318528488111261,0.0
2019-07-17,1.0,-0.0,-0.6869389587073609,-0.0,-1.6700628366247754,-1.1313285457809694,0.0
2019-07-18,1.0,-0.0,-0.6863897362282433,-0.0,-1.6684909384532567,-1.1310335546384354,0.0
2019-07-19,1.0,-0.0,-0.6960478187171024,-0.0,-1.6456865019181015,-1.1190115086091534,0.0
2019-07-22,1.0,-0.0,-0.6735086307128163,-0.0,-1.6388963420087648,-1.1594669528664698,0.0
2019-07-23,1.0,-0.0,-0.670878164203759,-0.0,-1.632796106969061,-1.1608553953301486,0.0
2019-07-24,1.0,-0.0,-0.6713208725520811,-0.0,-1.6320649507070526,-1.1575589954052727,0.0
2019-07-25,1.0,-0.0,-0.6671571250222936,-0.0,-1.6364811842339932,-1.1550740146245764,0.0
2019-07-26,1.0,-0.0,-0.6539043718279762,-0.0,-1.6392128928857628,-1.1588015314753808,0.0
2019-07-29,1.0,-0.0,-0.6341745671429206,-0.0,-1.6399163217162949,-1.1768816486402278,0.0
2019-07-30,1.0,-0.0,-0.6476730177145152,-0.0,-1.6404890455579848,-1.1739324438891614,0.0
2019-07-31,1.0,-0.0,-0.6419742067919139,-0.0,-1.6386719621580614,-1.1818465794993083,0.0
2019-08-01,1.0,-0.0,-0.66126013724267,-0.0,-1.6281525710720968,-1.1665626949469743,0.0
2019-08-02,1.0,-0.0,-0.6566200694506278,-0.0,-1.5899741786127684,-1.20541358739204,0.0
2019-08-05,1.0,-0.0,-0.6461298237787196,-0.0,-1.6043274592906536,-1.210840954717823,0.0
2019-08-06,1.0,-0.0,-0.6462362780972296,-0.0,-1.5062728698379508,-1.2036504617529187,0.0
2019-08-07,1.0,-0.0,-0.6119723450852407,-0.0,-1.4809120968780864,-1.201356980289432,0.0
2019-08-08,1.0,-0.0,-0.6026214009454233,-0.0,-1.480146110872368,-1.2146110872367857,0.0
2019-08-09,1.0,-0.0,-0.5627670133344841,-0.0,-1.4706339274155267,-1.2819660812152074,0.0
2019-08-12,1.0,-0.0,-0.5571989133715666,-0.0,-1.4987279548100556,-1.2560907248501574,0.0
2019-08-13,1.0,-0.0,-0.5445917836713469,-0.0,-1.5172906916276652,-1.2716241983012653,0.0
2019-08-14,1.0,-0.0,-0.5492314978258062,-0.0,-1.501915873767598,-1.254186937615706,0.0
2019-08-15,1.0,-0.0,-0.573368300833298,-0.0,-1.4556490842180956,-1.2009644262087051,0.0
2019-08-16,1.0,-0.0,-0.5770436255823803,-0.0,-1.4473104616687844,-1.2111393477340109,0.0
2019-08-19,1.0,-0.0,-0.5567506010375807,-0.0,-1.4608376565861065,-1.200219325994348,0.0
2019-08-20,1.0,-0.0,-0.5868626812184394,-0.0,-1.3647581039257208,-1.1207444209154587,0.0
2019-08-21,1.0,-0.0,-0.6004518315313861,-0.0,-1.360053251573342,-1.0737050185573664,0.0
2019-08-22,1.0,-0.0,-0.6040650078638545,-0.0,-1.3585917651328792,-1.0700891236843166,0.0
2019-08-23,1.0,-0.0,-0.6091624621594349,-0.0,-1.3637134207870838,-1.0634510595358224,0.0
2019-08-26,1.0,-0.0,-0.5960447463044346,-0.0,-1.3531362365161805,-1.046024770275669,0.0
2019-08-27,1.0,-0.0,-0.5910450141541407,-0.0,-1.3465571548183883,-1.04947968581795,0.0
2019-08-28,1.0,-0.0,-0.578953659799976,-0.0,-1.3652229350121527,-1.040363390046619,0.0
2019-08-29,1.0,-0.0,-0.5654792771949418,-0.0,-1.3944313694203996,-1.029119629821692,0.0
2019-08-30,1.0,-0.0,-0.5712874026641369,-0.0,-1.368314953160204,-1.0131230483418316,0.0
2019-09-03,1.0,-0.0,-0.5884371179555941,-0.0,-1.3491737981622431,-1.006073273652246,0.0
2019-09-04,1.0,-0.0,-0.5966519267214151,-0.0,-1.3513897662665824,-1.000118445988629,0.0
2019-09-05,1.0,-0.0,-0.613121993533633,-0.0,-1.359080514155035,-0.9707042031385537,0.0
2019-09-06,1.0,-0.0,-0.6114042687248957,-0.0,-1.3655587934157676,-0.9609750334724738,0.0
2019-09-09,1.0,-0.0,-0.6193058994615415,-0.0,-1.357269189954015,-0.9537790354910978,0.0
2019-09-10,1.0,-0.0,-0.625019681939852,-0.0,-1.3136907573610457,-0.997677531097465,0.0
2019-09-11,1.0,-0.0,-0.6630117535694565,-0.0,-1.2532933659383134,-1.0278457048197525,0.0
2019-09-12,1.0,-0.0,-0.6800313848568065,-0.0,-1.2305610043154178,-1.0124754805806198,0.0
2019-09-13,1.0,-0.0,-0.672378127317435,-0.0,-1.2215760508957496,-1.0090941024940479,0.0
2019-09-16,1.0,-0.0,-0.6663817221013367,-0.0,-1.2130478706869756,-1.0061781162573828,0.0
2019-09-17,1.0,-0.0,-0.6916080382477553,-0.0,-1.2070976017413613,-0.9882613596610564,0.0
2019-09-18,1.0,-0.0,-0.6755874927170324,-0.0,-1.209438725966207,-0.9991843076325501,0.0
2019-09-19,1.0,-0.0,-0.6692430186041093,-0.0,-1.2202975103895601,-0.9944071153920845,0.0
2019-09-20,1.0,-0.0,-0.6723822854698861,-0.0,-1.2239978226214085,-0.991795948520549,0.0
2019-09-23,1.0,-0.0,-0.6770788704965921,-0.0,-1.2175657254138268,-1.0002336903602727,0.0
2019-09-24,1.0,-0.0,-0.6706833553603359,-0.0,-1.2092824380004665,-1.0071522972867917,0.0
2019-09-25,1.0,-0.0,-0.6610169491525424,-0.0,-1.2059884419966644,-1.0115192180894386,0.0
2019-09-26,1.0,-0.0,-0.6443851316874044,-0.0,-1.2771911920555796,-1.0035325980295953,0.0
2019-09-27,1.0,-0.0,-0.622868447082097,-0.0,-1.3066271018793274,-1.02702274975272,0.0
2019-09-30,1.0,-0.0,-0.560071371927042,-0.0,-1.3499603489294212,-1.0551149881046789,0.0
2019-10-01,1.0,-0.0,-0.5329872805801007,-0.0,-1.3620874113404922,-1.0673614137972025,0.0
2019-10-02,1.0,-0.0,-0.5382746534968933,-0.0,-1.4075593436354945,-1.0369603313684879,0.0
2019-10-03,1.0,-0.0,-0.578278428888185,-0.0,-1.384225530566994,-0.9969116249604054,0.0
2019-10-04,1.0,-0.0,-0.6148425369271808,-0.0,-1.3701477087231755,-0.9964167695186527,0.0
2019-10-07,1.0,-0.0,-0.6307912752746377,-0.0,-1.348153160324789,-1.0013532876930424,0.0
2019-10-08,1.0,-0.0,-0.6238232008935695,-0.0,-1.3610978139460665,-1.0042284984841232,0.0
2019-10-09,1.0,-0.0,-0.6238732478259144,-0.0,-1.3555970297422866,-0.9914624945399675,0.0
2019-10-10,1.0,-0.0,-0.6517212155454215,-0.0,-1.3600225997820736,-1.0239315549457202,0.0
2019-10-11,1.0,-0.0,-0.6605195963198638,-0.0,-1.363879544441292,-1.0286142747132494,0.0
2019-10-14,1.0,-0.0,-0.6380642537616917,-0.008092720618137454,-1.405286701911346,-1.015290768605124,0.0
2019-10-15,1.0,-0.0,-0.6398779247202442,-0.019369277721261447,-1.4026042726347914,-1.0073652085452696,0.0
2019-10-16,1.0,-0.0,-0.6872703782954499,-0.025919496144374016,-1.3464814889579715,-0.9776333319875652,0.0
2019-10-17,1.0,-0.0,-0.6447805985886933,-0.08240733230594534,-1.3267904939573365,-1.001459972422743,0.0
2019-10-18,1.0,-0.0,-0.6735307258031762,-0.11478006579748995,-1.264449047561025,-1.0088136143942161,0.0
2019-10-21,1.0,-0.0,-0.6307085974321469,-0.118681943767268,-1.2590606208353647,-1.0546075085324231,0.0
2019-10-22,1.0,-0.0,-0.6288232665827207,-0.11913562695479102,-1.2593119135626953,-1.0546326008367521,0.0
2019-10-23,1.0,-0.0,-0.6269554264353338,-0.1167364186745764,-1.2727642111251067,-1.0467677054975417,0.0
2019-10-24,1.0,-0.0,-0.6150723686908033,-0.1786051088605519,-1.2617983517159377,-1.0446922793062448,0.0
2019-10-25,1.0,-0.0,-0.6179738428108729,-0.15764011315649215,-1.2706736091181174,-1.0535853388544956,0.0
2019-10-28,1.0,-0.0,-0.6330376940133038,-0.16818592428348528,-1.261640798226164,-1.0432783115709943,0.0
2019-10-29,1.0,-0.0,-0.6354846706883728,-0.1951078423270804,-1.2476654821915545,-1.0536319312453515,0.0
2019-10-30,1.0,-0.0,-0.6350697964594868,-0.1252826951571395,-1.1442330187943537,-0.9946580363409497,0.0
2019-10-31,1.0,-0.0,-0.6499476317933202,-0.10663718530586912,-1.1393382210326235,-0.9832033825982389,0.0
2019-11-01,1.0,-0.0,-0.6518279903749127,-0.1072731506636653,-1.1427850655903127,-0.9791973919118219,0.0
2019-11-04,1.0,-0.0,-0.6495093285753074,-0.10883984329545016,-1.1440207905046351,-0.9764555292657384,0.0
2019-11-05,1.0,-0.0,-0.6692509495281725,-0.19495673283997025,-1.0911155487685502,-0.9602568620541133,0.0
2019-11-06,1.0,-0.0,-0.6527816055750226,-0.19839363754478523,-1.0785857710933502,-1.0074018662152053,0.0
2019-11-07,1.0,-0.0,-0.657607836941065,-0.21500237004266076,-1.0703507663137937,-1.0071101279823038,0.0
2019-11-08,1.0,-0.0,-0.6269278350515464,-0.2542680412371134,-1.159958762886598,-1.0825567010309278,0.0
2019-11-11,1.0,-0.0,-0.6097864916507436,-0.3043117055744787,-1.1425189000581542,-1.0972418376671929,0.0
2019-11-12,1.0,-0.0,-0.5895444919652867,-0.30440559730930533,-1.1522650832537475,-1.1061329568575344,0.0
2019-11-13,1.0,-0.0,-0.5985699263932702,-0.38052576235541535,-1.1249631966351208,-1.1020820189274447,0.0
2019-11-14,1.0,-0.0,-0.6009399521631489,-0.387772229449037,-1.1261801854727036,-1.0813646091225715,0.0
2019-11-15,1.0,-0.0,-0.6020365403955749,-0.37994468655715724,-1.1292323164599396,-1.079198793161247,0.0
2019-11-18,1.0,-0.0,-0.6013607156356306,-0.38902188064340015,-1.1346436520935703,-1.0747133677711984,0.0
2019-11-19,1.0,-0.0,-0.6318222678823681,-0.39086511707546767,-1.1659603612859037,-1.0919909250460167,0.0
2019-11-20,1.0,-0.0,-0.6587889626980071,-0.4245443706353262,-1.1345597002214274,-1.040325327882814,0.0
2019-11-21,1.0,-0.0,-0.6237238276518429,-0.5027253850147084,-1.1031752898425333,-1.096340197265963,0.0
2019-11-22,1.0,-0.0,-0.6121062651436484,-0.47520768431983385,-1.1140100380754585,-1.1254326756663207,0.0
2019-11-25,1.0,-0.0,-0.6120152354570637,-0.4750259695290859,-1.1139629501385042,-1.1272506925207757,0.0
2019-11-26,1.0,-0.0,-0.6107289638762707,-0.472853125675968,-1.116071814838849,-1.1265412070084362,0.0
2019-11-27,1.0,-0.0,-0.6446284556001207,-0.44913097856557554,-1.0938456893949198,-1.125199465217579,0.0
2019-11-29,1.0,-0.0,-0.6460642413178598,-0.4920676315903856,-1.1197461642108923,-1.0886252010257749,0.0
2019-12-02,1.0,-0.0,-0.6544111179523264,-0.5421321136423608,-1.1182162019526782,-1.0832087254815728,0.0
2019-12-03,1.0,-0.0,-0.648998513076183,-0.514038310154815,-1.1234584098661768,-1.0868101110819557,0.0
2019-12-04,1.0,-0.0,-0.6683953764338768,-0.5086801740429833,-1.1266206654067596,-1.0913286160066804,0.0
2019-12-05,1.0,-0.0,-0.6773899848254932,-0.480381530457403,-1.118361153262519,-1.0594407110340343,0.0
2019-12-06,1.0,-0.0,-0.6927037877465526,-0.494414382963868,-1.1277709897015187,-1.0489177866992494,0.0
2019-12-09,1.0,-0.0,-0.6485247652529927,-0.5533799118864314,-1.166881758711228,-1.0813492946464334,0.0
2019-12-10,1.0,-0.0,-0.6387874711760184,-0.7716179861644888,-1.3347425057647961,-1.058848962336664,0.0
2019-12-11,1.0,-0.0,-0.6450197666570244,-0.7762992961141645,-1.3403721916883617,-1.0594446051489732,0.0
2019-12-12,1.0,-0.0,-0.6300987238141104,-0.7718275945099927,-1.3458222971346014,-1.068095352757043,0.0
2019-12-13,1.0,-0.0,-0.6363111282248749,-0.7881209087408548,-1.3397189064304966,-1.04909510974201,0.0
2019-12-16,1.0,-0.0,-0.6321150967991116,-0.7979046975329502,-1.3509390238014773,-1.0469753295032105,0.0
2019-12-17,1.0,-0.0,-0.6172074729596854,-0.8589970501474926,-1.3941986234021633,-1.0460176991150443,0.0
2019-12-18,1.0,-0.0,-0.6297171022231349,-0.9642142013657133,-1.4499666273039995,-1.090362992247266,0.0
2019-12-19,1.0,-0.0,-0.64611455673112,-0.9992182206702455,-1.4582269244801165,-1.108302496481993,0.0
2019-12-20,1.0,-0.0,-0.6550823099033185,-1.009197805069245,-1.4594199111575648,-1.102377841651424,0.0
2019-12-23,1.0,-0.0,-0.6704112022571712,-0.999634254663253,-1.470714248393333,-1.0841214274518,0.0
2019-12-24,1.0,-0.0,-0.6703078450844091,-1.0013589086917891,-1.470600533110333,-1.0843046046098364,0.0
2019-12-26,1.0,-0.0,-0.6602753962068069,-0.9896596518576253,-1.4398545076643283,-1.1063652896856326,0.0
2019-12-27,1.0,-0.0,-0.6671532846715328,-1.0027632950990615,-1.4402502606882168,-1.1035974973931177,0.0
2019-12-30,1.0,-0.0,-0.675309678773882,-1.033749737560361,-1.4624711316397228,-1.0772622296871721,0.0
2019-12-31,1.0,-0.0,-0.6627083333333332,-1.0319270833333334,-1.4380729166666668,-1.075625,0.0
2020-01-02,1.0,-0.0,-0.6723266836814418,-1.032085004427314,-1.4343976248762957,-1.0697432157924893,0.0
2020-01-03,1.0,-0.0,-0.6626141403600313,-1.031828854683016,-1.4304200365249153,-1.0929819984346465,0.0
2020-01-06,1.0,-0.0,-0.6826055388445181,-1.0052380458458667,-1.4088787470179442,-1.0894616741001972,0.0
