Date,EW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4106244007670182,-0.6279662032598274,-0.19783676893576224,-0.43785953978906994,-0.3218779961649089,0.0
2018-09-25,1.0,-0.45877176200497416,-0.6813340985906511,-0.22020279318920985,-0.4792742809769785,-0.34898922262610804,0.0
2018-09-26,1.0,-0.4617031474676466,-0.6857964531075251,-0.22463652340629495,-0.4797571497044256,-0.3435053522926985,0.0
2018-09-27,1.0,-0.46717195944865514,-0.6763567750807509,-0.22776551856471267,-0.48181905401515873,-0.34494227509674114,0.0
2018-09-28,1.0,-0.46840505519116943,-0.6756998880179171,-0.22780355143177092,-0.4822268437050072,-0.3453847384418493,0.0
2018-10-01,1.0,-0.46775329832201873,-0.677789163571154,-0.22819264762392727,-0.4822915332394005,-0.3462597668758806,0.0
2018-10-02,1.0,-0.46777098745577356,-0.7012222579607591,-0.2218398198777742,-0.48111933097458986,-0.344515921518173,0.0
2018-10-03,1.0,-0.4808357776093333,-0.7541113271594767,-0.22522492831954652,-0.49078864977095216,-0.34465939425897246,0.0
2018-10-04,1.0,-0.5036920185272203,-0.7534738537960664,-0.22538094918439955,-0.5261797677384709,-0.34768745384976846,0.0
2018-10-05,1.0,-0.49906310647125746,-0.7511543866693434,-0.21903232282674162,-0.5284748711771398,-0.3483236297932142,0.0
2018-10-08,1.0,-0.49782870122928913,-0.7487640299305184,-0.21679583110636022,-0.5298303046499198,-0.34724078033137357,0.0
2018-10-09,1.0,-0.5071810568093909,-0.7554740842891258,-0.2301974370186001,-0.5287746796273249,-0.3418653930241162,0.0
2018-10-10,1.0,-0.5088279804943668,-0.7541281318311753,-0.23198251219102067,-0.5296451992601311,-0.33848999495543974,0.0
2018-10-11,1.0,-0.4897346184314761,-0.7507261684710853,-0.20517560073937152,-0.5201016635859519,-0.33499471877475573,0.0
2018-10-12,1.0,-0.502889041230046,-0.7464172624294062,-0.20448535892664774,-0.5012568145464041,-0.3094048901511442,0.0
2018-10-15,1.0,-0.5021859706362154,-0.7491353996737358,-0.20176182707993476,-0.501305057096248,-0.3082544861337683,0.0
2018-10-16,1.0,-0.5030678851174935,-0.7465404699738903,-0.20394908616187987,-0.5015013054830287,-0.30864882506527413,0.0
2018-10-17,1.0,-0.49477183244045697,-0.72571483895953,-0.19770218808494158,-0.49819273220163945,-0.310882333957271,0.0
2018-10-18,1.0,-0.49315112747948575,-0.7235252309879175,-0.19926342314402018,-0.50251986819151,-0.31214059572268527,0.0
2018-10-19,1.0,-0.4855574812247256,-0.7152577187239232,-0.19073753129212398,-0.507092881442968,-0.3108030040439052,0.0
2018-10-22,1.0,-0.48513643659711075,-0.716083467094703,-0.1922632423756019,-0.5062279293739967,-0.310561797752809,0.0
2018-10-23,1.0,-0.49287004774809645,-0.7204800619434765,-0.20334881920247774,-0.5002903600464577,-0.3092657117047361,0.0
2018-10-24,1.0,-0.49384347601856626,-0.7190239814337287,-0.19984528107271787,-0.5010636926250644,-0.30953455389375967,0.0
2018-10-25,1.0,-0.48096097236729657,-0.696768271452537,-0.19915804133827114,-0.49833823948342987,-0.2900326021587061,0.0
2018-10-26,1.0,-0.47216727889234245,-0.6885812062415622,-0.18806316913126747,-0.504913503500675,-0.2858936925057298,0.0
2018-10-29,1.0,-0.46736987073147834,-0.6927290369025635,-0.18276002378791198,-0.5015493442674261,-0.2855801433534696,0.0
2018-10-30,1.0,-0.46208493725158833,-0.6935499014177073,-0.17910681313178733,-0.502926172816324,-0.29192877038149784,0.0
2018-10-31,1.0,-0.46333104866346814,-0.6831889837373045,-0.180571998255343,-0.5002180821234968,-0.28811763972833204,0.0
2018-11-01,1.0,-0.4714138351411334,-0.6763464724453753,-0.18774030195992622,-0.5013597574317776,-0.2890500453252477,0.0
2018-11-02,1.0,-0.473492286115007,-0.6667290010908524,-0.1865980988000623,-0.5031011376032414,-0.2868318528907589,0.0
2018-11-05,1.0,-0.4689760538787727,-0.6810613619356448,-0.18601895734597154,-0.5051446744824145,-0.27675230730855577,0.0
2018-11-06,1.0,-0.48321391696129656,-0.6947842683270236,-0.17781045649385188,-0.5032696098369888,-0.26973498951847563,0.0
2018-11-07,1.0,-0.48500611036254815,-0.6962053081816186,-0.1750070504183248,-0.5059066837965719,-0.2713941027167612,0.0
2018-11-08,1.0,-0.47828256056873814,-0.6968289108540426,-0.16818932992423063,-0.5026035982663466,-0.2722085373078482,0.0
2018-11-09,1.0,-0.478189018116055,-0.6966730067662373,-0.1683452340120358,-0.5025412366312245,-0.2723332605780924,0.0
2018-11-12,1.0,-0.4782581609768254,-0.6945240468477448,-0.16807874408173437,-0.5029279840518316,-0.2710877149264889,0.0
2018-11-13,1.0,-0.47628949165166656,-0.6955496244801689,-0.1620631866426665,-0.5037862330085034,-0.2657811433182298,0.0
2018-11-14,1.0,-0.4770195202184775,-0.694938398038668,-0.16212022468423176,-0.503863699841728,-0.26540049033299196,0.0
2018-11-15,1.0,-0.4780034103239808,-0.6969462098899395,-0.16013021237017516,-0.5079212525189893,-0.2572934428770733,0.0
2018-11-16,1.0,-0.4783256275793589,-0.6982033698451608,-0.1608278772457877,-0.5083315232568963,-0.25733080956961557,0.0
2018-11-19,1.0,-0.47841099981335156,-0.7032912337460336,-0.15183848690350277,-0.5153984943694394,-0.26186772848877,0.0
