Date,IWF,IWM,MTUM,PSMT,SPY,VLUE,VXX
2018-09-24,-0.2774438468838975,-0.9951843650040422,-0.0,1.0,-0.6316917993602587,-0.6107420295968223,0.0
2018-09-25,-0.27644967080942157,-0.9975002640566137,-0.0,1.0,-0.633559835228673,-0.6132802872935957,0.0
2018-09-26,-0.2752491342144321,-0.9992225598982261,-0.0,1.0,-0.6372888543359955,-0.6220580959785144,0.0
2018-09-27,-0.27693067909078073,-0.994246788084145,-0.0,1.0,-0.6368770295072709,-0.6215233658054496,0.0
2018-09-28,-0.27769540351620414,-0.9938925368919014,-0.0,1.0,-0.6370472357551366,-0.6216903198474899,0.0
2018-10-01,-0.2801838430263391,-0.9932826586529963,-0.0,1.0,-0.6393141240940428,-0.622662188439102,0.0
2018-10-02,-0.27979586773930615,-1.0051033065173476,-0.0,1.0,-0.637948754297055,-0.6210794910869334,0.0
2018-10-03,-0.27992346396428314,-1.0040039685351851,-0.0,1.0,-0.6380128977393522,-0.6213946566508397,0.0
2018-10-04,-0.28345787442008713,-0.9979813719587775,-0.0,1.0,-0.6421362042709919,-0.6178418387222439,0.0
2018-10-05,-0.26097990835389495,-0.9885089883679944,-0.0,1.0,-0.648255199154036,-0.6271060979908354,0.0
2018-10-08,-0.25781277463352903,-0.9844271803705136,-0.0,1.0,-0.6481878581221219,-0.6248813583154639,0.0
2018-10-09,-0.2516217740798195,-0.9870258073614441,-0.0,1.0,-0.6538570018333099,-0.633091242419969,0.0
2018-10-10,-0.25262527309887944,-0.9860455282260907,-0.0,1.0,-0.6544153922052294,-0.6307703150327719,0.0
2018-10-11,-0.16834264432029794,-0.9672591840189605,-0.0,1.0,-0.6189605552734044,-0.6312510580667005,0.0
2018-10-12,-0.16492957277479936,-0.95701108854184,-0.0,1.0,-0.5985481668942092,-0.6094036162631947,0.0
2018-10-15,-0.14347811660085608,-0.9736868301423498,-0.0,1.0,-0.5929256395792546,-0.6080897235955801,0.0
2018-10-16,-0.14741949420092385,-0.9702236549134292,-0.0,1.0,-0.5952610415074274,-0.6103486092187033,0.0
2018-10-17,-0.13040503111864185,-0.9354817687119164,-0.0,1.0,-0.5841832578448304,-0.6084264720258072,0.0
2018-10-18,-0.12949382353899808,-0.9339004595678106,-0.0,1.0,-0.5868452788370652,-0.6091066132133893,0.0
2018-10-19,-0.10986315517686548,-0.9219274464239607,-0.0,1.0,-0.5878840691970049,-0.60782984766331,0.0
2018-10-22,-0.11335820407094703,-0.9115779828522808,-0.0,1.0,-0.6148308135349171,-0.6327311996858432,0.0
2018-10-23,-0.12081065127566078,-0.9144749786843314,-0.0,1.0,-0.6119564504492687,-0.6321243523316062,0.0
2018-10-24,-0.11814221610821786,-0.9104516720710097,-0.0,1.0,-0.6125249746159641,-0.6342406079067178,0.0
2018-10-25,-0.07306503521014562,-0.8651499219322563,-0.0,1.0,-0.6414619379919064,-0.6067616225344932,0.0
2018-10-26,-0.05536343058350101,-0.84881161971831,-0.0,1.0,-0.6442718812877264,-0.5954476861167003,0.0
2018-10-29,-0.1956055942966224,-1.0381004324282208,-0.0,1.0,-0.8977755269001519,-0.7643071409092681,0.0
2018-10-30,-0.18574043066858767,-1.0380436898874654,-0.0,1.0,-0.8979790506600211,-0.7721661929052608,0.0
2018-10-31,-0.19608984056790407,-1.009154738352923,-0.0,1.0,-0.9031770045385779,-0.7707048372706465,0.0
2018-11-01,-0.20150790874820257,-1.007500680113482,-0.0,1.0,-0.9050561579417824,-0.7722980062959077,0.0
2018-11-02,-0.21479611650485436,-0.9634174757281553,-0.0,1.0,-0.9326601941747573,-0.7726213592233009,0.0
2018-11-05,-0.20914143573399663,-0.9816160752458315,-0.0,1.0,-0.9353647634964437,-0.7605037117649345,0.0
2018-11-06,-0.21207412299444464,-0.9831397381609106,-0.0,1.0,-0.9326366497028087,-0.7570024474573637,0.0
2018-11-07,-0.2132040951379968,-0.9850519677683055,-0.0,1.0,-0.9354198294990074,-0.7590408345984663,0.0
2018-11-08,-0.16113873986764304,-1.0158201824803226,-0.0,1.0,-0.9432979598230019,-0.795590711516623,0.0
2018-11-09,-0.16054507009162816,-1.0157020910016448,-0.0,1.0,-0.9441616414754483,-0.7953246143002585,0.0
2018-11-12,-0.15901926444833625,-0.9932671726016734,-0.0,1.0,-0.9498345981708504,-0.7896867094765518,0.0
2018-11-13,-0.12886498943729593,-0.983599001344344,-0.0,1.0,-0.9483387747263299,-0.7801805262147109,0.0
2018-11-14,-0.1283588974743398,-0.9851612655210857,-0.0,1.0,-0.9492561411601893,-0.7814169838157845,0.0
2018-11-15,-0.1267546214619928,-0.9845823425634731,-0.0,1.0,-0.9504870752473727,-0.7734141290174119,0.0
2018-11-16,-0.12150998240648664,-0.9717738851067083,-0.0,1.0,-0.9494377725082229,-0.7819934215558785,0.0
2018-11-19,-0.12016838882510525,-0.9729429774205894,-0.0,1.0,-0.95097588978186,-0.7829314963643323,0.0
2018-11-20,-0.0684432297004897,-0.9618874084196941,-0.0,1.0,-0.9574460008351364,-0.8082982196408913,0.0
2018-11-21,-0.07156506425868335,-0.9497171119187678,-0.0,1.0,-0.9497171119187678,-0.7758627149762074,0.0
2018-11-23,-0.07346007035401542,-0.9339121323254247,-0.0,1.0,-0.9568894543821569,-0.7779732055983832,0.0
2018-11-26,-0.0720984319903969,-0.9469202490809513,-0.0,1.0,-0.9559606872233477,-0.7762022657363643,0.0
2018-11-27,-0.059777140088696744,-0.9495397458353521,-0.0,1.0,-0.9489434651362129,-0.7684567510155406,0.0
2018-11-28,-0.06116059781595916,-0.9462189258693302,-0.0,1.0,-0.9502441206067609,-0.7694085199955276,0.0
2018-11-29,-0.02832403874376284,-0.9273921338420897,-0.0,1.0,-0.9417742882301143,-0.7714264749046081,0.0
2018-11-30,-0.02794791857693013,-0.9274894553456813,-0.0,1.0,-0.942417018155144,-0.7698881349715753,0.0
2018-12-03,-0.026749725174056434,-0.9270795163063394,-0.0,1.0,-0.9415170392085014,-0.7689629901062661,0.0
2018-12-04,-0.018575964380862012,-0.9286522389693809,-0.0,1.0,-0.9366446480055473,-0.7656289916426409,0.0
2018-12-06,-0.0077229608209613155,-0.8677575201890186,-0.0,1.0,-0.9214303346616357,-0.7295905772825052,0.0
2018-12-07,-0.016974926618806802,-0.8697881670615694,-0.0,1.0,-0.9248505852813239,-0.7248293666230505,0.0
2018-12-10,-0.008950595531749948,-0.8692296849672282,-0.0,1.0,-0.9249418563676087,-0.720699133131299,0.0
2018-12-11,-0.025375508040289804,-0.8668315956882842,-0.0,1.0,-0.9333097720445308,-0.7087117865347236,0.0
2018-12-12,-0.025411748073796564,-0.8668268890930939,-0.0,1.0,-0.9330600127235456,-0.7090195801229943,0.0
2018-12-13,-0.02650952077581935,-0.8692220570538685,-0.0,1.0,-0.9327174913286613,-0.7108727967721384,0.0
2018-12-14,-0.0245590375128651,-0.8808247861731199,-0.0,1.0,-0.9301558008304645,-0.7134542357241721,0.0
2018-12-17,-0.007061897531866812,-0.8794534091310335,-0.0,1.0,-0.917128632463543,-0.7272695173193036,0.0
2018-12-18,-0.0,-0.8643371378402107,-0.0,1.0,-0.9140649692712907,-0.7334503950834065,0.0
2018-12-19,-0.0,-0.8678972769225349,-0.0,1.0,-0.9185542677986401,-0.7363229647373798,0.0
2018-12-20,-0.0,-0.853014240229523,-0.0,1.0,-0.9176375914068787,-0.7281760610195585,0.0
2018-12-21,-0.0,-0.8495061213132999,-0.0,1.0,-0.9146146355036171,-0.7139329437952143,0.0
2018-12-24,-0.0,-0.8342027984107792,-0.0,1.0,-0.9047158403869408,-0.7159094835031957,0.0
2018-12-26,-0.0,-0.8446366308880836,-0.0,1.0,-0.8757434880700073,-0.6979558350994736,0.0
2018-12-27,-0.0,-0.7957372970141435,-0.0,1.0,-0.7960319539025668,-0.6821961760083813,0.0
2018-12-28,-0.0,-0.7989923444349931,-0.0,1.0,-0.79385591834064,-0.6787279984296277,0.0
2018-12-31,-0.0,-0.7973755685722701,-0.0,1.0,-0.7949867469485259,-0.6799960731699337,0.0
2019-01-02,-0.0,-0.7976825635822068,-0.0,1.0,-0.795456777192236,-0.6800759385944813,0.0
2019-01-03,-0.0,-0.7970554555864552,-0.0,1.0,-0.8042859479797154,-0.6703418943235727,0.0
2019-01-04,-0.0,-0.8055926734673924,-0.0,1.0,-0.7757390085715218,-0.6778020402177101,0.0
2019-01-07,-0.0,-0.7721607751888566,-0.0,1.0,-0.7625027890224078,-0.6528224906766965,0.0
2019-01-08,-0.0,-0.763579697239537,-0.0,1.0,-0.7663465207988805,-0.6503307467243353,0.0
2019-01-09,-0.0,-0.756619467902724,-0.0,1.0,-0.7650961965839101,-0.6530890850212713,0.0
2019-01-10,-0.0,-0.7552037060540678,-0.0,1.0,-0.7655793882472395,-0.6521766721665186,0.0
2019-01-11,-0.0,-0.7535238216723005,-0.0,1.0,-0.7724663562727214,-0.662988711014733,0.0
2019-01-14,-0.0,-0.7530418675949286,-0.0,1.0,-0.7719796889470827,-0.6685402229106122,0.0
2019-01-15,-0.0,-0.748177050019189,-0.0,1.0,-0.7703722655750288,-0.6796405270564155,0.0
2019-01-16,-0.0,-0.7437599744653686,-0.0,1.0,-0.766166613469518,-0.68190233003511,0.0
2019-01-17,-0.0,-0.7403351955307264,-0.0,1.0,-0.7687470071827615,-0.6832561851556266,0.0
2019-01-18,-0.0,-0.7350982725898286,-0.0,1.0,-0.772734583587995,-0.7089458616141796,0.0
2019-01-22,-0.0,-0.7405575392275691,-0.0,1.0,-0.8587479935794543,-0.6764831133095293,0.0
2019-01-23,-0.0,-0.7100397385792637,-0.0,1.0,-0.8709317218956287,-0.703208643962035,0.0
2019-01-24,-0.0,-0.7102272727272728,-0.0,1.0,-0.8700078822911195,-0.7040199684708356,0.0
2019-01-25,-0.0,-0.6638972047495711,-0.0,1.0,-0.9836523260116385,-0.7161357596959198,0.0
2019-01-28,-0.0,-0.6452919338508268,-0.0,1.0,-1.0132298346270672,-0.7164360445494431,0.0
