Date,IWF,IWM,MTUM,NCLH,SPY,VLUE,VXX
2018-09-24,-0.3029480580252691,-0.5745749493058806,-0.11077834971143348,1.0,-0.5432225861800032,-0.5880829823740447,0.0
2018-09-25,-0.3019351611592209,-0.5782661706318192,-0.10760621502485385,1.0,-0.5463782161503111,-0.5921155469409448,0.0
2018-09-26,-0.30148301107565234,-0.5782178837369376,-0.10550028158438145,1.0,-0.5476816219260372,-0.595832551154496,0.0
2018-09-27,-0.30845428043008055,-0.5682893953167613,-0.10908748942039433,1.0,-0.5508291276135544,-0.5980376790696216,0.0
2018-09-28,-0.30622804816859006,-0.5708416959357752,-0.10966507777220272,1.0,-0.5509596086302058,-0.5982814851981937,0.0
2018-10-01,-0.305678500800452,-0.5732178171202561,-0.11011708572684181,1.0,-0.5509935022130144,-0.5990206234108673,0.0
2018-10-02,-0.30561932014716514,-0.5850759410081444,-0.10704065909877047,1.0,-0.549636803874092,-0.5971824785384107,0.0
2018-10-03,-0.3054193386143593,-0.5823902929712058,-0.10687790770778323,1.0,-0.5502640513013957,-0.5984848484848485,0.0
2018-10-04,-0.309597912540476,-0.5763463170800717,-0.10748530290169449,1.0,-0.5557232229872049,-0.5946430255588042,0.0
2018-10-05,-0.3058022405623372,-0.5750149057018231,-0.10236294599428877,1.0,-0.5576301503122352,-0.5972636269495089,0.0
2018-10-08,-0.30519317611640745,-0.5742599096838936,-0.10144882087305569,1.0,-0.5579841946813848,-0.5970898143502258,0.0
2018-10-09,-0.30407376046664786,-0.5745915263273434,-0.09866089629002416,1.0,-0.5595070091259762,-0.5992410700285383,0.0
2018-10-10,-0.3041106198852413,-0.5742952999090709,-0.09861098046593296,1.0,-0.559621233499514,-0.5988461417865989,0.0
2018-10-11,-0.27455672127124364,-0.5679182771949199,-0.062304435854960434,1.0,-0.5527639732498926,-0.6100987790662004,0.0
2018-10-12,-0.27498174294060374,-0.5626217137293087,-0.05848344693281403,1.0,-0.544760223953262,-0.6020265335929893,0.0
2018-10-15,-0.26134257148934875,-0.5855289148205549,-0.03889749901236819,1.0,-0.5460844197283253,-0.6069833166195643,0.0
2018-10-16,-0.25990881458966564,-0.5919148936170212,-0.03422492401215805,1.0,-0.5464741641337386,-0.6069908814589665,0.0
2018-10-17,-0.25042799219101963,-0.5695750112629524,-0.02658056765280072,1.0,-0.5445562396756269,-0.612344195825199,0.0
2018-10-18,-0.25124707013642644,-0.5712482721317387,-0.02566259991586033,1.0,-0.5440531281927999,-0.6127772101688803,0.0
2018-10-19,-0.24766873557014787,-0.5700578693292556,-0.020329225510479446,1.0,-0.5457407573985789,-0.6146142544451441,0.0
2018-10-22,-0.24670331320777386,-0.5765522213210778,-0.026283379892463432,1.0,-0.5424288846835481,-0.6118770838965486,0.0
2018-10-23,-0.2455834110813495,-0.5789869684292894,-0.021518644475878052,1.0,-0.5478977939627411,-0.6156138080476721,0.0
2018-10-24,-0.24617327759901364,-0.5764291943584038,-0.01632935374251947,1.0,-0.5497849818061529,-0.6185306588879199,0.0
2018-10-25,-0.23980536151412024,-0.5682727327004597,-0.014000835870798256,1.0,-0.5493760821541585,-0.6137679861484268,0.0
2018-10-26,-0.23068037084209592,-0.5613577796866206,-0.0,1.0,-0.5599360208524629,-0.6100530197565238,0.0
2018-10-29,-0.23092667299477934,-0.5614321309919317,-0.0,1.0,-0.5630932605600381,-0.6108803986710964,0.0
2018-10-30,-0.2519056586853197,-0.566884883269064,-0.006994888350820554,1.0,-0.5667653125280244,-0.5967177831584611,0.0
2018-10-31,-0.2565238066932176,-0.5480592046602866,-0.008440825060928492,1.0,-0.5660702609522678,-0.5930571241752363,0.0
2018-11-01,-0.2726972994035309,-0.5373018013967569,-0.021131193238018164,1.0,-0.5700926175703624,-0.5961094625783053,0.0
2018-11-02,-0.2696782817389191,-0.5674879241729197,-0.022237749491144394,1.0,-0.5716499073427105,-0.6068900568095513,0.0
2018-11-05,-0.2700148877343299,-0.5667365478686234,-0.022210068969708018,1.0,-0.5716889982681616,-0.6076626257102058,0.0
2018-11-06,-0.27002309188138063,-0.5666018473505104,-0.0225753524550316,1.0,-0.5715848322800194,-0.6075899368011667,0.0
2018-11-07,-0.2699459196694416,-0.566567418119949,-0.02266512730145227,1.0,-0.5715197180531081,-0.6075530169532722,0.0
2018-11-08,-0.2645090975144561,-0.5665586872937544,-0.0173473403772214,1.0,-0.5695861463473707,-0.6094275074929612,0.0
2018-11-09,-0.262105744324242,-0.5735791558738382,-0.017248209660216365,1.0,-0.580191985372543,-0.6142922444004266,0.0
2018-11-12,-0.2618902994593938,-0.5618660025511754,-0.01667375326489704,1.0,-0.5844621271943146,-0.6122213448338699,0.0
2018-11-13,-0.24581056191310124,-0.5623962076149642,-0.0,1.0,-0.595036082007307,-0.6161719858691386,0.0
2018-11-14,-0.2492199569840356,-0.5635091333191966,-0.0,1.0,-0.5988609857320287,-0.617703189845809,0.0
2018-11-15,-0.24894029308465543,-0.5659137701344313,-0.0,1.0,-0.6041237737677122,-0.6087864841952283,0.0
2018-11-16,-0.24789890561702643,-0.5622468105689582,-0.0,1.0,-0.6030292037003446,-0.6099824656871636,0.0
2018-11-19,-0.24902512015960823,-0.5618330763882591,-0.0,1.0,-0.6023094827846801,-0.6097155466884314,0.0
2018-11-20,-0.2313111545988258,-0.5571579105825681,-0.0,1.0,-0.6039138943248532,-0.6183049826885443,0.0
2018-11-21,-0.24131736526946107,-0.5546407185628742,-0.0,1.0,-0.6072754491017964,-0.5908083832335329,0.0
2018-11-23,-0.24152796072326668,-0.5539456352532631,-0.0,1.0,-0.6073823494192312,-0.590767572745779,0.0
2018-11-26,-0.24021944419462185,-0.5639895674071409,-0.0,1.0,-0.6054201516922985,-0.5882123692178554,0.0
2018-11-27,-0.2354223921615486,-0.5646134544151034,-0.0,1.0,-0.6021926156052096,-0.5849862588122834,0.0
2018-11-28,-0.23378487485422086,-0.5735474417631052,-0.0,1.0,-0.5994138931252055,-0.5835949881881523,0.0
2018-11-29,-0.2099585062240664,-0.5651452282157676,-0.0,1.0,-0.5990515708358032,-0.5896858328393598,0.0
2018-11-30,-0.21003970840988562,-0.5653114443193268,-0.0,1.0,-0.5998636875481539,-0.5880993302909975,0.0
2018-12-03,-0.20743089093656486,-0.5667683920476431,-0.0,1.0,-0.6004859115285474,-0.5881899795561614,0.0
2018-12-04,-0.2009577864490954,-0.5700603050727208,-0.0,1.0,-0.597847936620551,-0.5872354262740924,0.0
2018-12-06,-0.19636183134781593,-0.5494335435645877,-0.0,1.0,-0.5962391964494277,-0.5778147629058631,0.0
2018-12-07,-0.2035017976674169,-0.5495308526497324,-0.0,1.0,-0.5970594253310338,-0.5729151442518488,0.0
2018-12-10,-0.19486149906890132,-0.5495519087523278,-0.0,1.0,-0.5970088454376165,-0.5682611731843575,0.0
2018-12-11,-0.1992609189047633,-0.5480839177117585,-0.0,1.0,-0.5981610265661828,-0.5642622283004045,0.0
2018-12-12,-0.1976706944242248,-0.5491046731693114,-0.0,1.0,-0.5981947881787743,-0.5666618139467171,0.0
