Date,DLX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.251672287025264,-0.647133617115374,-0.0,-0.41635800762894576,-0.4489745148985571,0.0
2018-09-25,1.0,-0.25435251202122366,-0.6461614989222351,-0.0,-0.4157132592715415,-0.447244790803073,0.0
2018-09-26,1.0,-0.2558673116793366,-0.6476848652384243,-0.0,-0.4158673116793365,-0.4449205252246026,0.0
2018-09-27,1.0,-0.2603659885006634,-0.6406457319770013,-0.0,-0.4174038036267138,-0.44584807607253424,0.0
2018-09-28,1.0,-0.2588752488387525,-0.6423357664233577,-0.0,-0.4175514266755142,-0.44611258571112583,0.0
2018-10-01,1.0,-0.2586712396968524,-0.6432759860596339,-0.0,-0.41754715937378994,-0.4464512916966311,0.0
2018-10-02,1.0,-0.2566731680133742,-0.6719699080523823,-0.0,-0.41479520757871274,-0.4428531624407913,0.0
2018-10-03,1.0,-0.2584429732674097,-0.6801586636498227,-0.0,-0.41436911645576696,-0.4404312969636024,0.0
2018-10-04,1.0,-0.25989836376835873,-0.6774166527056458,-0.0,-0.41601049868766404,-0.4388507287652873,0.0
2018-10-05,1.0,-0.24963840676457497,-0.67311971517579,-0.0,-0.4170004450378282,-0.4417000445037828,0.0
2018-10-08,1.0,-0.24666295884315909,-0.6704671857619579,-0.0,-0.4219410456062292,-0.4418242491657397,0.0
2018-10-09,1.0,-0.24031115819996657,-0.6720292198739753,-0.0,-0.4266714994702504,-0.4491440361345007,0.0
2018-10-10,1.0,-0.2403411941796287,-0.6718793555221051,-0.0,-0.426715727267659,-0.4485978703239114,0.0
2018-10-11,1.0,-0.18824392630034242,-0.6662590358171641,-0.0,-0.40771237567259094,-0.455350834284472,0.0
2018-10-12,1.0,-0.18360762410866796,-0.6683295827345932,-0.0,-0.4055526936529024,-0.45381340997207387,0.0
2018-10-15,1.0,-0.15051512762660724,-0.7066354962350831,-0.0,-0.4025335036833664,-0.4586402805338843,0.0
2018-10-16,1.0,-0.14419149283808072,-0.7193507978868253,-0.0,-0.4018571973204074,-0.45779096999074126,0.0
2018-10-17,1.0,-0.13400840245610254,-0.7009587417860607,-0.0,-0.39803942690940425,-0.460088333512873,0.0
2018-10-18,1.0,-0.13315371143742422,-0.6993937761013067,-0.0,-0.40091607166913645,-0.46086487942880244,0.0
2018-10-19,1.0,-0.12291789406030744,-0.6947672861657116,-0.0,-0.4002731508756896,-0.45999143056076275,0.0
2018-10-22,1.0,-0.12289634473148248,-0.6856040304427056,-0.0,-0.4060992603708865,-0.4651891949833851,0.0
2018-10-23,1.0,-0.1269568947029809,-0.6862266781042248,-0.0,-0.4034956036886125,-0.4639984988205018,0.0
2018-10-24,1.0,-0.12544207480441538,-0.6864483978137391,-0.0,-0.4032525988640017,-0.4640981673989926,0.0
2018-10-25,1.0,-0.10273095518097478,-0.658983405200575,-0.0,-0.40682085456683653,-0.4448190252188684,0.0
2018-10-26,1.0,-0.07851264673847272,-0.7853987655815079,-0.0,-0.6021723345032072,-0.5594517729638147,0.0
2018-10-29,1.0,-0.06422184084545209,-0.7897208924216422,-0.0,-0.5958510221901063,-0.561045373799416,0.0
2018-10-30,1.0,-0.04270043214166994,-0.7946269378380829,-0.0,-0.6012208757668248,-0.5834214741168294,0.0
2018-10-31,1.0,-0.0448860608720183,-0.8465661536532615,-0.0,-0.6299407579224525,-0.6131084850954456,0.0
2018-11-01,1.0,-0.01345051345051345,-0.8800163800163799,-0.0,-0.636080136080136,-0.6204246204246203,0.0
2018-11-02,1.0,-0.013829686463957564,-0.8851630829465441,-0.0,-0.636134002715418,-0.6223674655047204,0.0
2018-11-05,1.0,-0.006783314314695068,-0.9125459617091416,-0.0,-0.6426080892608089,-0.6078356789653862,0.0
2018-11-06,1.0,-0.028964052392752546,-0.9437131915167508,-0.0,-0.645093811347472,-0.6004569883821967,0.0
2018-11-07,1.0,-0.030528186076562755,-0.9466322080439348,-0.0,-0.6497496365692134,-0.6035858504280407,0.0
2018-11-08,1.0,-0.015520282186948852,-0.9451338784672118,-0.0,-0.6425525092191758,-0.6034952701619368,0.0
2018-11-09,1.0,-0.01695024077046549,-0.9459711075441413,-0.0,-0.6426645264847513,-0.6046548956661316,0.0
2018-11-12,1.0,-0.016150180690140393,-0.9286513799609838,-0.0,-0.6510281748696792,-0.6022258466852154,0.0
2018-11-13,1.0,-0.0,-0.9247567430509332,-0.0,-0.6491394884472758,-0.5955754175778897,0.0
2018-11-14,1.0,-0.0,-0.9266323351770613,-0.0,-0.6541102422277322,-0.5980990527051943,0.0
2018-11-15,1.0,-0.0,-0.929590442601595,-0.0,-0.6594541352905665,-0.5882820195087853,0.0
2018-11-16,1.0,-0.0,-0.9277640185432146,-0.0,-0.6588239029656443,-0.5886200546135771,0.0
2018-11-19,1.0,-0.006688102893890675,-0.9389710610932476,-0.0,-0.6692926045016078,-0.6004823151125402,0.0
2018-11-20,1.0,-0.0,-0.9271152862985685,-0.0,-0.6612666155419222,-0.6069146216768916,0.0
2018-11-21,1.0,-0.0,-0.922848007091525,-0.0,-0.6593851901098553,-0.5836578339190174,0.0
2018-11-23,1.0,-0.0,-0.9407827638959715,-0.0,-0.6592937276899541,-0.5870729219785824,0.0
2018-11-26,1.0,-0.0,-0.9430391844536476,-0.0,-0.6574068174577891,-0.5852500796431985,0.0
2018-11-27,1.0,-0.0,-0.9434865293185419,-0.0,-0.648621236133122,-0.5774643423137876,0.0
2018-11-28,1.0,-0.0,-0.9398319860516722,-0.0,-0.6511333016325883,-0.5791409098113806,0.0
2018-11-29,1.0,-0.0,-0.9241340361445783,-0.0,-0.6384600903614458,-0.5749560742971888,0.0
2018-11-30,1.0,-0.0,-0.9243004141046556,-0.0,-0.6385054586522776,-0.5743506086083574,0.0
2018-12-03,1.0,-0.0,-0.9246970933517485,-0.0,-0.6392428903258208,-0.5749890137485091,0.0
2018-12-04,1.0,-0.0,-0.926474270689871,-0.0,-0.6324652560410667,-0.571115562789533,0.0
2018-12-06,1.0,-0.0,-0.9137578275156552,-0.0,-0.6261082522165045,-0.5601091202182406,0.0
2018-12-07,1.0,-0.0,-0.914050150327,-0.0,-0.6263831633760035,-0.5590614635960699,0.0
