Date,AZRE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-31,1.0,-0.3824471840547439,-1.4131320262857763,-0.0,-1.4293705534133492,-1.2059957638624885,0.0
2018-11-01,1.0,-0.3551356326817911,-1.430559315609941,-0.0,-1.4250365477286262,-1.20374681899399,0.0
2018-11-02,1.0,-0.3677963370750309,-1.366023954025458,-0.0,-1.4442773510929694,-1.1927600837853805,0.0
2018-11-05,1.0,-0.36323570432357044,-1.4976290097629013,-0.0,-1.5156485355648535,-1.2022315202231522,0.0
2018-11-06,1.0,-0.38447683908369445,-1.5282264873079303,-0.0,-1.5188270388923284,-1.19682557550515,0.0
2018-11-07,1.0,-0.40389380530973445,-1.6225958702064895,-0.0,-1.5987610619469026,-1.2744542772861356,0.0
2018-11-08,1.0,-0.33891018938073664,-1.6182177297548506,-0.0,-1.571569652608342,-1.2805274776344835,0.0
2018-11-09,1.0,-0.33790538184354296,-1.6190282459607113,-0.0,-1.5740439381611067,-1.2808903870742765,0.0
2018-11-12,1.0,-0.3355460632648349,-1.578503809743708,-0.0,-1.5864119141075965,-1.271877164627107,0.0
2018-11-13,1.0,-0.27911851348289146,-1.5554044867437118,-0.0,-1.5801042374801721,-1.2505098572399727,0.0
2018-11-14,1.0,-0.2905461438218221,-1.6439995261224973,-0.0,-1.6607037080914584,-1.3282786399715674,0.0
2018-11-15,1.0,-0.30244798041615667,-1.7197062423500615,-0.0,-1.7468788249694005,-1.3509179926560588,0.0
2018-11-16,1.0,-0.29402821697883724,-1.6935660423254684,-0.0,-1.7372901970323522,-1.3564217951836537,0.0
2018-11-19,1.0,-0.3024390243902439,-1.6967073170731708,-0.0,-1.738719512195122,-1.3597560975609755,0.0
2018-11-20,1.0,-0.19218122031421261,-1.6908415540129094,-0.0,-1.7727438801607598,-1.4336865180854952,0.0
2018-11-21,1.0,-0.1993916259095789,-1.657580818322796,-0.0,-1.749194798997972,-1.358284623643087,0.0
2018-11-23,1.0,-0.20302813543156892,-1.629887935145446,-0.0,-1.7641869337148308,-1.3637935145445876,0.0
2018-11-26,1.0,-0.20355587808417996,-1.679789550072569,-0.0,-1.7845307208514756,-1.3794750846637638,0.0
2018-11-27,1.0,-0.17827560240963855,-1.788152610441767,-0.0,-1.8646460843373496,-1.4440888554216866,0.0
2018-11-28,1.0,-0.17804433837844627,-1.7958299315455628,-0.0,-1.86265151039377,-1.4436977956415247,0.0
2018-11-29,1.0,-0.07193333333333334,-1.9231333333333334,-0.0,-2.0404,-1.6312000000000002,0.0
2018-11-30,1.0,-0.07145237619142839,-1.9239485436246087,-0.0,-2.042991401719656,-1.6269412784109845,0.0
2018-12-03,1.0,-0.08496378038047525,-1.9532191456231804,-0.0,-2.074470245751811,-1.6573691693182586,0.0
2018-12-04,1.0,-0.06389840757911712,-1.9528320903043743,-0.0,-2.0574480951421084,-1.6448968621917626,0.0
2018-12-06,1.0,-0.03202779532533165,-1.7413771320277955,-0.0,-2.015855969677827,-1.5278584965255844,0.0
2018-12-07,1.0,-0.036070751737207835,-1.7410612760581177,-0.0,-2.0166140240050536,-1.5233733417561592,0.0
2018-12-10,1.0,-0.0,-1.7567753645865931,-0.0,-2.0229705201226764,-1.4792514239218877,0.0
2018-12-11,1.0,-0.0,-1.7577484190094546,-0.0,-2.02128858556133,-1.4823116899380129,0.0
2018-12-12,1.0,-0.0,-1.7602181544633901,-0.0,-2.026078234704112,-1.482510030090271,0.0
2018-12-13,1.0,-0.0,-1.7540520165849984,-0.0,-2.04554592285463,-1.4825354944088456,0.0
2018-12-14,1.0,-0.0,-1.728838056934582,-0.0,-2.068057562998806,-1.48727455539496,0.0
2018-12-17,1.0,-0.0,-1.7786446579405504,-0.0,-2.074279450641563,-1.594944870720227,0.0
2018-12-18,1.0,-0.0,-1.7188562791283537,-0.0,-2.019586849729185,-1.5595792921022797,0.0
2018-12-19,1.0,-0.0,-1.7188562791283537,-0.0,-2.0195238695049755,-1.5596422723264893,0.0
2018-12-20,1.0,-0.0,-1.6706144974266757,-0.0,-2.002294289080424,-1.5279345197494885,0.0
2018-12-21,1.0,-0.0,-1.6477730323367907,-0.0,-1.978706528370958,-1.474862721171446,0.0
2018-12-24,1.0,-0.0,-1.5794001672840243,-0.0,-1.9263950292747043,-1.4686342454295616,0.0
2018-12-26,1.0,-0.0,-1.6016039627314542,-0.0,-1.8653143059323032,-1.430003538153084,0.0
2018-12-27,1.0,-0.0,-1.4986527450319973,-0.0,-1.6664982597956666,-1.4483552262265635,0.0
2018-12-28,1.0,-0.0,-1.50162483191394,-0.0,-1.6606342447333033,-1.440609592111161,0.0
2018-12-31,1.0,-0.0,-1.5012886597938147,-0.0,-1.660690273419991,-1.4408897355445989,0.0
2019-01-02,1.0,-0.0,-1.4958386862537005,-0.0,-1.6526280511646094,-1.4372451544433893,0.0
2019-01-03,1.0,-0.0,-1.5017097370928865,-0.0,-1.687370368294187,-1.4166152811256236,0.0
2019-01-04,1.0,-0.0,-1.4849269771286857,-0.0,-1.6292642601267566,-1.3970239735464314,0.0
2019-01-07,1.0,-0.0,-1.3971801010907157,-0.0,-1.5921255653099229,-1.3312583133812184,0.0
2019-01-08,1.0,-0.0,-1.3674187870059211,-0.0,-1.6312476662932738,-1.3355203499226542,0.0
2019-01-09,1.0,-0.0,-1.343357726617168,-0.0,-1.6380001068319,-1.360237166818012,0.0
2019-01-10,1.0,-0.0,-1.3410534180052298,-0.0,-1.6370670793532205,-1.3583435615561128,0.0
2019-01-11,1.0,-0.0,-1.338879017929252,-0.0,-1.6575674366015185,-1.3876595057341303,0.0
2019-01-14,1.0,-0.0,-1.3403200603480792,-0.0,-1.6590872353036263,-1.3888140524812758,0.0
2019-01-15,1.0,-0.0,-1.3266792554626383,-0.0,-1.653574318856218,-1.414890747234961,0.0
2019-01-16,1.0,-0.0,-1.327709804344311,-0.0,-1.6230259257262976,-1.4391742575324746,0.0
2019-01-17,1.0,-0.0,-1.312395805324012,-0.0,-1.6242538316751816,-1.441086313525141,0.0
2019-01-18,1.0,-0.0,-1.3015735214324473,-0.0,-1.6275094953879545,-1.496852957135106,0.0
2019-01-22,1.0,-0.0,-1.2949582252953038,-0.0,-1.9302218380870066,-1.5367905502736963,0.0
2019-01-23,1.0,-0.0,-1.2036811946518493,-0.0,-1.9678763674249002,-1.6165422237657,0.0
2019-01-24,1.0,-0.0,-1.1930607043558852,-0.0,-1.9882414272474516,-1.6110982391102875,0.0
2019-01-25,1.0,-0.0,-1.0229684108994455,-0.0,-2.2664576802507836,-1.7390282131661443,0.0
2019-01-28,1.0,-0.0,-0.9827419744146754,-0.0,-2.320299300024137,-1.7312937484914313,0.0
2019-01-29,1.0,-0.0,-1.1638631903560415,-0.0,-2.656924586487244,-2.187902999719652,0.0
2019-01-30,1.0,-0.0,-1.161578503095104,-0.0,-2.6627743387732132,-2.2099746764209343,0.0
2019-01-31,1.0,-0.0,-1.2169925346605048,-0.0,-2.5657305367934593,-2.327195165303946,0.0
2019-02-01,1.0,-0.0,-1.1985185185185188,-0.0,-2.5673368606701943,-2.288747795414462,0.0
2019-02-04,1.0,-0.0,-1.1973888496824276,-0.0,-2.5663373323923784,-2.2935074100211716,0.0
2019-02-05,1.0,-0.0,-1.178183854932437,-0.0,-2.5188685850311554,-2.304347826086956,0.0
2019-02-06,1.0,-0.0,-1.1678473732201726,-0.0,-2.5176404573192115,-2.3286806481026865,0.0
2019-02-07,1.0,-0.0,-1.1611457384970936,-0.0,-2.517823376987184,-2.324252398627355,0.0
2019-02-08,1.0,-0.0,-1.156919188373236,-0.0,-2.5536754897142453,-2.310398090289967,0.0
2019-02-11,1.0,-0.0,-1.1327959270258805,-0.0,-2.577287512374488,-2.361052184980908,0.0
2019-02-12,1.0,-0.0,-1.1622891308989962,-0.0,-2.5977649654779698,-2.357890241298313,0.0
2019-02-13,1.0,-0.0,-1.2024656569214514,-0.0,-2.5444170482564283,-2.297851356111307,0.0
2019-02-14,1.0,-0.0,-1.1444656893987677,-0.0,-2.6095885560512713,-2.3275971956660295,0.0
2019-02-15,1.0,-0.0,-1.2097391550893108,-0.0,-2.578395236745109,-2.300042529061525,0.0
2019-02-19,1.0,-0.0,-1.1731275339640088,-0.0,-2.6307703250586814,-2.308983569243901,0.0
2019-02-20,1.0,-0.0,-1.2002554640931027,-0.0,-2.6034629577065003,-2.292506386602328,0.0
2019-02-21,1.0,-0.0,-1.2026537997587454,-0.0,-2.604981196338608,-2.288086283970766,0.0
2019-02-22,1.0,-0.0,-1.1962968217934167,-0.0,-2.619821225879682,-2.278022133938706,0.0
2019-02-25,1.0,-0.0,-1.1858850475985971,-0.0,-2.6612268269987833,-2.310571898933505,0.0
2019-02-26,1.0,-0.0,-1.1221210498125336,-0.0,-2.4299678628816284,-2.1431440814140332,0.0
2019-02-27,1.0,-0.0,-1.0904311251314407,-0.0,-2.4185725552050474,-2.0630914826498423,0.0
2019-02-28,1.0,-0.0,-1.0885992627698788,-0.0,-2.419036334913112,-2.0747761979989465,0.0
2019-03-01,1.0,-0.0,-1.0988706162076483,-0.0,-2.4433656957928807,-2.062347269004689,0.0
2019-03-04,1.0,-0.0,-1.0873440285204992,-0.0,-2.432164785105962,-2.082458572654651,0.0
2019-03-05,1.0,-0.0,-1.0738232755759147,-0.0,-2.474407488548098,-2.090553010688442,0.0
2019-03-06,1.0,-0.0,-1.069498838367076,-0.0,-2.4827746432127444,-2.0856289412545634,0.0
2019-03-07,1.0,-0.0,-0.9830441118028878,-0.0,-2.5674261491588286,-2.0729235660352368,0.0
2019-03-08,1.0,-0.0,-0.9572951320524135,-0.0,-2.707787358272795,-2.1241767940797067,0.0
2019-03-11,1.0,-0.0,-0.9711079943899017,-0.0,-2.778681626928471,-2.2628330995792427,0.0
2019-03-12,1.0,-0.0,-0.8750544188071397,-0.0,-2.9169206210999854,-2.4638659120592075,0.0
2019-03-13,1.0,-0.0,-0.9247908801539715,-0.0,-2.9777925827226297,-2.4998889629136136,0.0
2019-03-14,1.0,-0.0,-0.9254493010871977,-0.0,-2.974114340655277,-2.4963390281783893,0.0
2019-03-15,1.0,-0.0,-0.8969779184565528,-0.0,-3.0575024493179592,-2.5818825834652195,0.0
2019-03-18,1.0,-0.0,-0.9317210918832813,-0.0,-2.875606400695098,-2.4332054159727754,0.0
2019-03-19,1.0,-0.0,-0.9175975627448135,-0.0,-2.8977948643551428,-2.4383432467720874,0.0
2019-03-20,1.0,-0.0,-0.912617839013778,-0.0,-2.877737490935461,-2.461276287164612,0.0
2019-03-21,1.0,-0.0,-0.9151497570527231,-0.0,-2.9329900645442017,-2.403945173689172,0.0
2019-03-22,1.0,-0.0,-0.9293400556851531,-0.0,-3.1443298969072164,-2.4513507412145383,0.0
2019-03-25,1.0,-0.0,-0.672762271414822,-0.0,-3.2645295032205524,-2.466276745391279,0.0
2019-03-26,1.0,-0.0,-0.7091471231430511,-0.0,-3.300052786366036,-2.5317095241686145,0.0
2019-03-27,1.0,-0.0,-0.6726042841037204,-0.0,-3.316497557309282,-2.526869597895528,0.0
2019-03-28,1.0,-0.0,-0.6586134453781511,-0.0,-3.290816326530612,-2.553646458583433,0.0
2019-03-29,1.0,-0.0,-0.6330062176942094,-0.0,-3.293804779384224,-2.5643868454565886,0.0
2019-04-01,1.0,-0.0,-0.6408340183842762,-0.0,-3.2666467379119646,-2.56580225693147,0.0
2019-04-02,1.0,-0.0,-0.6798433574700754,-0.0,-3.2752327471553127,-2.4337963647110983,0.0
2019-04-03,1.0,-0.0,-0.6832676726380732,-0.0,-3.317624321712629,-2.4323942615030103,0.0
2019-04-04,1.0,-0.0,-0.6720923350103581,-0.0,-3.2863273157738977,-2.4401450133175495,0.0
2019-04-05,1.0,-0.0,-0.6535286681044099,-0.0,-3.3221536402171488,-2.4609206514464192,0.0
2019-04-08,1.0,-0.0,-0.6459074733096085,-0.0,-3.3176897983392646,-2.4504003558718863,0.0
2019-04-09,1.0,-0.0,-0.6124729900901572,-0.0,-3.4068251248044112,-2.431711496907831,0.0
2019-04-10,1.0,-0.0,-0.5739352129574085,-0.0,-3.484628074385123,-2.4399370125974804,0.0
2019-04-11,1.0,-0.0,-0.5342352499060504,-0.0,-3.5579105599398724,-2.423825629462608,0.0
2019-04-12,1.0,-0.0,-0.5333633904418394,-0.0,-3.557859933874361,-2.4231289449954914,0.0
2019-04-15,1.0,-0.0,-0.5382472519198916,-0.0,-3.5494654419515137,-2.4411986146664657,0.0
2019-04-16,1.0,-0.0,-0.5096611177170035,-0.0,-3.5074316290130794,-2.4145362663495837,0.0
2019-04-17,1.0,-0.0,-0.4825080530376807,-0.0,-3.597497939920593,-2.4111918495767473,0.0
2019-04-18,1.0,-0.0,-0.511092727682936,-0.0,-3.5911107768669623,-2.4183650447469356,0.0
2019-04-22,1.0,-0.0,-0.5192220372332375,-0.0,-3.60829423338883,-2.440214923565915,0.0
2019-04-23,1.0,-0.0,-0.5169568508705527,-0.0,-3.61665404996215,-2.436336109008327,0.0
2019-04-24,1.0,-0.0,-0.49834387232761207,-0.0,-3.5971845829569404,-2.432324601023788,0.0
2019-04-25,1.0,-0.0,-0.4848829279381678,-0.0,-3.6384784420701672,-2.454118360233386,0.0
2019-04-26,1.0,-0.0,-0.42798507462686564,-0.0,-3.627985074626866,-2.406716417910448,0.0
2019-04-29,1.0,-0.0,-0.41075958812117597,-0.0,-3.6275928965825996,-2.423220414863453,0.0
2019-04-30,1.0,-0.0,-0.41308397287832505,-0.0,-3.635720140078981,-2.4022054988450936,0.0
2019-05-01,1.0,-0.0,-0.4001941602568889,-0.0,-3.6582032708535586,-2.4093047569262938,0.0
2019-05-02,1.0,-0.0,-0.394357787894619,-0.0,-3.639376072841257,-2.429509664900366,0.0
2019-05-03,1.0,-0.0,-0.4131343283582089,-0.0,-3.6264179104477607,-2.4231343283582087,0.0
2019-05-06,1.0,-0.0,-0.3073192908016366,-0.0,-3.7435217457190486,-2.526140324291559,0.0
2019-05-07,1.0,-0.0,-0.3066262779250284,-0.0,-3.7388110564180232,-2.5274517228322604,0.0
2019-05-08,1.0,-0.0,-0.3229618548990277,-0.0,-3.6398653702318624,-2.5166043380703065,0.0
2019-05-09,1.0,-0.0,-0.32346564999626226,-0.0,-3.6416984376168053,-2.510353591986245,0.0
2019-05-10,1.0,-0.0,-0.3248445809302674,-0.0,-3.6611489776046744,-2.5041569919856195,0.0
2019-05-13,1.0,-0.0,-0.319257262653489,-0.0,-3.658730158730158,-2.5092842168313862,0.0
2019-05-14,1.0,-0.0,-0.1711936573190427,-0.0,-3.6838937013654385,-2.4859051534282774,0.0
2019-05-15,1.0,-0.0,-0.18692618435549027,-0.0,-3.7188395152405436,-2.439074550128535,0.0
2019-05-16,1.0,-0.0,-0.1957472030821664,-0.0,-3.7557234941098017,-2.4575831666296213,0.0
2019-05-17,1.0,-0.0,-0.17563996073397267,-0.0,-3.7791285962395227,-2.596390545948803,0.0
2019-05-20,1.0,-0.0,-0.14320096269554755,-0.0,-3.780761131167268,-2.597096871239471,0.0
2019-05-21,1.0,-0.0,-0.15053353658536583,-0.0,-3.828963414634146,-2.6424542682926826,0.0
2019-05-22,1.0,-0.0,-0.12100213219616207,-0.0,-3.857066707279927,-2.6369174535485835,0.0
2019-05-23,1.0,-0.0,-0.11569745343975674,-0.0,-3.8864310148232613,-2.5994678829342455,0.0
2019-05-24,1.0,-0.0,-0.0344488188976378,-0.0,-3.9142186553603873,-2.622501514233798,0.0
2019-05-28,1.0,-0.0,-0.0226928895612708,-0.0,-3.9137670196671706,-2.6278366111951583,0.0
2019-05-29,1.0,-0.0,-0.04134405773133879,-0.0,-3.908065849808313,-2.56769149815831,0.0
2019-05-30,1.0,-0.0,-0.04092779648335204,-0.0,-3.8867938645716427,-2.5544332210998877,0.0
2019-05-31,1.0,-0.0,-0.04080857207994528,-0.0,-3.985029257542366,-2.57359981761532,0.0
2019-06-03,1.0,-0.0,-0.06571168713051387,-0.0,-4.047900560860997,-2.4656662119145065,0.0
2019-06-04,1.0,-0.0,-0.0,-0.0,-3.920257046881846,-2.3822111873813347,0.0
2019-06-05,1.0,-0.0,-0.0,-0.0,-3.9851474492358467,-2.190069598909378,0.0
2019-06-06,1.0,-0.0,-0.03129375525063008,-0.0,-3.8416409969196303,-2.127905348641837,0.0
2019-06-07,1.0,-0.0,-0.09809015587698357,-0.0,-3.80248560595422,-2.1209801994101953,0.0
2019-06-10,1.0,-0.0,-0.09572685379136993,-0.0,-3.768328445747801,-2.1182097472420054,0.0
2019-06-11,1.0,-0.0,-0.106503559333748,-0.0,-3.7335683184739783,-2.0711866749602597,0.0
2019-06-12,1.0,-0.0,-0.13444792755137583,-0.0,-3.76433298502264,-2.0674329501915705,0.0
2019-06-13,1.0,-0.0,-0.20072585147962035,-0.005094919039642658,-3.7456728084868796,-2.0279173646007815,0.0
2019-06-14,1.0,-0.0,-0.18576773835920177,-0.04095066518847007,-3.7229767184035474,-1.9793514412416853,0.0
2019-06-17,1.0,-0.0,-0.19423811176674766,-0.0419993057965984,-3.7157237070461644,-1.9900728913571673,0.0
2019-06-18,1.0,-0.0,-0.1680235822571589,-0.05453396967995508,-3.75765019651881,-2.0383211678832116,0.0
2019-06-19,1.0,-0.0,-0.14241012446978654,-0.08601627146929978,-3.717752590223211,-2.0075099089075867,0.0
2019-06-20,1.0,-0.0,-0.16011726111537655,-0.0654707894185803,-3.7340685419138686,-2.020171703776087,0.0
2019-06-21,1.0,-0.0,-0.17983404225646746,-0.06533714524789065,-3.705041489435883,-2.0226622969109544,0.0
2019-06-24,1.0,-0.0,-0.16046788541010015,-0.08909434755200672,-3.6783638019191702,-2.076346571408559,0.0
2019-06-25,1.0,-0.0,-0.1415259581027114,-0.09500455405310726,-3.688642892174035,-2.0810621453093257,0.0
2019-06-26,1.0,-0.0,-0.13717218589608382,-0.0650355058707727,-3.651479997187654,-2.1771778105884834,0.0
2019-06-27,1.0,-0.0,-0.12571428571428572,-0.10250440917107584,-3.660670194003528,-2.165714285714286,0.0
2019-06-28,1.0,-0.0,-0.0789250952179433,-0.1144731273804486,-3.690929609253774,-2.1688531527719004,0.0
2019-07-01,1.0,-0.0,-0.06345856198114536,-0.12297734627831715,-3.708034332348389,-2.1408470522020546,0.0
2019-07-02,1.0,-0.0,-0.0800309162450815,-0.10905002810567735,-3.6970207982012364,-2.140387858347386,0.0
2019-07-03,1.0,-0.0,-0.08140025305778152,-0.10719808800787291,-3.697877126388303,-2.1429073527344302,0.0
2019-07-05,1.0,-0.0,-0.06357690414234474,-0.10809480272874322,-3.700752514241507,-2.160419157465363,0.0
2019-07-08,1.0,-0.0,-0.0750475653583257,-0.09590585582411387,-3.7046719751955464,-2.1710943555774787,0.0
2019-07-09,1.0,-0.0,-0.06252195293291184,-0.09378292939936776,-3.697576396206533,-2.1711275026343517,0.0
2019-07-10,1.0,-0.0,-0.03775309336332958,-0.08696569178852644,-3.7246906636670416,-2.180961754780652,0.0
2019-07-11,1.0,-0.0,-0.029523675310033824,-0.10005636978579482,-3.737528184892897,-2.1791149943630215,0.0
2019-07-12,1.0,-0.0,-0.026047883170680335,-0.1059467808748157,-3.7369936108965804,-2.152004493435372,0.0
2019-07-15,1.0,-0.0,-0.12055038335158819,-0.17312431544359258,-3.570098576122673,-1.9818592552026288,0.0
2019-07-16,1.0,-0.0,-0.12047120060269846,-0.18443942195740018,-3.5655092116978286,-1.9784946236559142,0.0
2019-07-17,1.0,-0.0,-0.13924660836030575,-0.17478135114661525,-3.583499758969768,-1.9890503408856137,0.0
2019-07-18,1.0,-0.0,-0.13874147081122062,-0.18409263215934937,-3.5934936935695085,-1.975945964573713,0.0
2019-07-19,1.0,-0.0,-0.14594818081587652,-0.19521775082690188,-3.5835859977949283,-1.9660970231532526,0.0
2019-07-22,1.0,-0.0,-0.1213418001104362,-0.1775952512424075,-3.595182219768084,-2.008213694091662,0.0
2019-07-23,1.0,-0.0,-0.11437371663244351,-0.1700205338809035,-3.565229295003422,-1.9950034223134838,0.0
2019-07-24,1.0,-0.0,-0.1136626916524702,-0.1826916524701874,-3.5433049403747874,-1.9746507666098807,0.0
2019-07-25,1.0,-0.0,-0.07366557734204793,-0.2022739651416122,-3.5795887799564263,-1.9527505446623095,0.0
2019-07-26,1.0,-0.0,-0.04236252545824848,-0.20339443312966737,-3.588187372708758,-1.954921928038018,0.0
2019-07-29,1.0,-0.0,-0.0015605916677975302,-0.20864432080336542,-3.5770796580268693,-1.9978965938390554,0.0
2019-07-30,1.0,-0.0,-0.007180112443270337,-0.2202126938969044,-3.547111020795231,-1.9991871570818938,0.0
2019-07-31,1.0,-0.0,-0.06655866072633995,-0.214324287835831,-3.5018226002430133,-1.9676657216146891,0.0
2019-08-01,1.0,-0.0,-0.11547032210142481,-0.20257951245864,-3.4955770139779863,-1.9390910932541023,0.0
2019-08-02,1.0,-0.0,-0.08793208004851426,-0.22047031871167713,-3.488578936729331,-1.9411090896839838,0.0
2019-08-05,1.0,-0.0,-0.07582906443785387,-0.1884605014828795,-3.5179967646265844,-1.9580075492046376,0.0
2019-08-06,1.0,-0.0,-0.09297269646396829,-0.19413005946671782,-3.2421510326747236,-1.8650169448174434,0.0
2019-08-07,1.0,-0.0,-0.14399180117858057,-0.14219830899308225,-3.223738150140917,-1.8954009736100434,0.0
2019-08-08,1.0,-0.0,-0.13622629379620702,-0.14091931854709097,-3.2423657987785277,-1.9092896174863387,0.0
2019-08-09,1.0,-0.0,-0.09277629403535546,-0.11522319725295688,-3.200178049090678,-1.9507185552588069,0.0
2019-08-12,1.0,-0.0,-0.07665461006409036,-0.14302938003680438,-3.215559362903737,-1.9104004061171393,0.0
2019-08-13,1.0,-0.0,-0.036708860759493665,-0.13018987341772154,-3.238544303797468,-1.9236708860759493,0.0
2019-08-14,1.0,-0.0,-0.059636774963866025,-0.12304405203292906,-3.1964431596807645,-1.9049833469490356,0.0
2019-08-15,1.0,-0.0,-0.12742993806340835,-0.16391733611332557,-3.120377751885693,-1.7206107806463482,0.0
2019-08-16,1.0,-0.0,-0.1294067067927773,-0.1658272939442329,-3.1131310649797324,-1.7334479793637145,0.0
2019-08-19,1.0,-0.0,-0.07141108799412556,-0.18137314894137804,-3.14979806633215,-1.7166197527842368,0.0
2019-08-20,1.0,-0.0,-0.07043704916045342,-0.19015578590046675,-3.1145662847790505,-1.6866096866096865,0.0
2019-08-21,1.0,-0.0,-0.07677427155120299,-0.21539112561963486,-3.0964816829887556,-1.6566316044009188,0.0
2019-08-22,1.0,-0.0,-0.08309731846941851,-0.20379632419403437,-3.0879180476047003,-1.6510394697197954,0.0
2019-08-23,1.0,-0.0,-0.0848710705054998,-0.19919456632806398,-3.0804832602031613,-1.6461501472621267,0.0
2019-08-26,1.0,-0.0,-0.03878067439533926,-0.1995527570175955,-3.0588477608426996,-1.5876537397752015,0.0
2019-08-27,1.0,-0.0,-0.03362966428822085,-0.18627909697040593,-3.0373727921394313,-1.5913557141186103,0.0
2019-08-28,1.0,-0.0,-0.012143858010275572,-0.2000233535730967,-3.0447804764128916,-1.5814455861746848,0.0
2019-08-29,1.0,-0.0,-0.0,-0.2167435882456038,-3.0602909388327397,-1.5651691301045745,0.0
2019-08-30,1.0,-0.0,-0.0,-0.2192621764058609,-3.0440725082527367,-1.5281172178143279,0.0
2019-09-03,1.0,-0.0,-0.0,-0.22645570356581932,-3.0388575417369554,-1.5517421906811704,0.0
2019-09-04,1.0,-0.0,-0.0,-0.21937885308828659,-3.045713621030592,-1.5508898452948703,0.0
2019-09-05,1.0,-0.0,-0.0,-0.22665897287939987,-3.0466820542411996,-1.496999422965955,0.0
2019-09-06,1.0,-0.0,-0.0,-0.24725999885235556,-3.0598496585757733,-1.431112641303724,0.0
2019-09-09,1.0,-0.0,-0.0,-0.24612579762989972,-3.0352666362807654,-1.4159639927073837,0.0
2019-09-10,1.0,-0.0,-0.0,-0.2848519362186788,-3.035763097949886,-1.3742027334851936,0.0
2019-09-11,1.0,-0.0,-0.0,-0.30954682435890146,-3.028373230226872,-1.3480980269517258,0.0
2019-09-12,1.0,-0.0,-0.0,-0.3111098534155866,-3.0140358820533133,-1.334484124738242,0.0
2019-09-13,1.0,-0.0,-0.0,-0.3091422121896163,-3.004119638826185,-1.3300790067720092,0.0
2019-09-16,1.0,-0.0,-0.0,-0.30323526096268744,-3.0045654379438624,-1.3285988050952544,0.0
2019-09-17,1.0,-0.0,-0.0,-0.30333857913669066,-2.999156924460432,-1.3179518884892087,0.0
