Date,HBI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5561571782178217,-1.4276505775577557,-0.013871699669966996,-1.0517739273927393,-1.107312293729373,0.0
2018-09-25,1.0,-0.5561361754966887,-1.4349130794701985,-0.010088990066225165,-1.0579987582781456,-1.1147040562913908,0.0
2018-09-26,1.0,-0.5557971014492753,-1.4351449275362318,-0.008488612836438923,-1.0590579710144927,-1.1174430641821946,0.0
2018-09-27,1.0,-0.5641198424217292,-1.4230769230769231,-0.013425253991291726,-1.0627721335268505,-1.1200497615591953,0.0
2018-09-28,1.0,-0.5631510754081368,-1.4233739310702254,-0.014252396994039905,-1.0622959315884943,-1.119668307851775,0.0
2018-10-01,1.0,-0.5631456008305217,-1.4273553075525565,-0.015572281339216197,-1.0631715546327538,-1.1214637944458863,0.0
2018-10-02,1.0,-0.5639078187587785,-1.4434271445664046,-0.012693128023721582,-1.0621651147063413,-1.1199604640274672,0.0
2018-10-03,1.0,-0.5632082337041273,-1.4359080985549433,-0.012059465640919014,-1.0636760578022664,-1.1231936791766295,0.0
2018-10-04,1.0,-0.5668865915112473,-1.4283858901761133,-0.0132474414255286,-1.06789963114967,-1.1186035638214973,0.0
2018-10-05,1.0,-0.5556993477585672,-1.4269075473651518,-0.0,-1.0708665493322291,-1.1230458639610728,0.0
2018-10-08,1.0,-0.5504340636626706,-1.4211967755270773,-0.0,-1.0744625878462175,-1.121331128565523,0.0
2018-10-09,1.0,-0.5445278137128072,-1.4226649417852522,-0.0,-1.0789650711513583,-1.1284346701164296,0.0
2018-10-10,1.0,-0.5465080186239006,-1.4213657527159855,-0.0,-1.080237972064149,-1.1251939989653388,0.0
2018-10-11,1.0,-0.4380577296973927,-1.3938381773767388,-0.0,-1.0328032304701131,-1.1205443940375892,0.0
2018-10-12,1.0,-0.43505792263891613,-1.3811604162576085,-0.0,-1.003190653838602,-1.089338307480856,0.0
2018-10-15,1.0,-0.40965800675179803,-1.3991878271931113,-0.0,-0.9960859141836685,-1.0876755222858263,0.0
2018-10-16,1.0,-0.4013338564142801,-1.4192820714005494,-0.0,-0.9959297763828953,-1.0873872106708513,0.0
2018-10-17,1.0,-0.367905031960398,-1.3624741673475274,-0.0,-0.9832748594223097,-1.0923727591675878,0.0
2018-10-18,1.0,-0.367730462366625,-1.3629722195520524,-0.0,-0.9831779294434297,-1.0924733250024032,0.0
2018-10-19,1.0,-0.3414146225291736,-1.34760657299357,-0.0,-0.9828054298642533,-1.0912121933793761,0.0
2018-10-22,1.0,-0.3420776994858122,-1.3440773186059798,-0.0,-0.9833365073319368,-1.0915063797371929,0.0
2018-10-23,1.0,-0.3524386751932805,-1.3483821704686456,-0.0,-0.9803378829817695,-1.091199770926792,0.0
2018-10-24,1.0,-0.34972077705121474,-1.343181709703594,-0.0,-0.9831511622356928,-1.0970359410052026,0.0
2018-10-25,1.0,-0.2896093641135213,-1.2826420177435087,-0.0,-1.0117980398532211,-1.0608481582981095,0.0
2018-10-26,1.0,-0.26438890162806694,-1.2610869066727814,-0.0,-1.0150882825040128,-1.045585874799358,0.0
2018-10-29,1.0,-0.24249886000911994,-1.2657090743274053,-0.0,-1.0046511627906975,-1.0470588235294118,0.0
2018-10-30,1.0,-0.21903716911260457,-1.2708819092031272,-0.0,-1.0102409363141773,-1.071686554199241,0.0
2018-10-31,1.0,-0.21969110210032347,-1.2623354139140734,-0.0,-1.0065151031937674,-1.0674746002095767,0.0
2018-11-01,1.0,-0.18367253601646466,-1.3014406585867824,-0.0,-1.012714383718271,-1.0756917447976218,0.0
2018-11-02,1.0,-0.21911902530459232,-1.2636832239925024,-0.0,-1.0944704779756325,-1.108762886597938,0.0
2018-11-05,1.0,-0.21856259370314843,-1.2647113943028487,-0.0,-1.0943122188905547,-1.1075712143928036,0.0
2018-11-06,1.0,-0.2142722562411682,-1.2648610456900613,-0.0,-1.1075836081017427,-1.1235986811116345,0.0
2018-11-07,1.0,-0.21287012192251567,-1.2655462976039167,-0.0,-1.1057760203361107,-1.123240596902509,0.0
2018-11-08,1.0,-0.1785814018430606,-1.2612864190635764,-0.0,-1.090105184771479,-1.124266964535046,0.0
2018-11-09,1.0,-0.17924967417613108,-1.2612176503444423,-0.0,-1.0899273878234965,-1.124231986594675,0.0
2018-11-12,1.0,-0.17818704768973836,-1.2357116348116532,-0.0,-1.1031731304509187,-1.121961402857673,0.0
2018-11-13,1.0,-0.1408444240477283,-1.2284534189995409,-0.0,-1.1032124827902707,-1.1167049105094078,0.0
2018-11-14,1.0,-0.1399871276204487,-1.2321165869805077,-0.0,-1.105553512320706,-1.1196211842589188,0.0
2018-11-15,1.0,-0.1387344331602408,-1.2360185653232847,-0.0,-1.1127245990533523,-1.107899453150131,0.0
2018-11-16,1.0,-0.13227051364513462,-1.223008361664982,-0.0,-1.1160525590370303,-1.1230359275934945,0.0
2018-11-19,1.0,-0.1525392170553461,-1.2374901084578502,-0.0,-1.1277754503560955,-1.1370851370851371,0.0
2018-11-20,1.0,-0.08429438191839193,-1.2285211430688712,-0.0,-1.1409846695382337,-1.1777592515399937,0.0
2018-11-21,1.0,-0.08911617667293491,-1.219648672201073,-0.0,-1.1379168004403064,-1.1398431408521763,0.0
2018-11-23,1.0,-0.09289770082844642,-1.2619380061435352,-0.0,-1.1461416736479568,-1.1532625895932236,0.0
2018-11-26,1.0,-0.09357379188219395,-1.261009366699287,-0.0,-1.149261382170651,-1.1562048557714713,0.0
2018-11-27,1.0,-0.08192090395480227,-1.2599796239696213,-0.0,-1.1408261554135408,-1.1481430026859314,0.0
2018-11-28,1.0,-0.08211754897874114,-1.2623315270251494,-0.0,-1.1396415172988745,-1.1474225371682645,0.0
2018-11-29,1.0,-0.04243365459279221,-1.2423148951719727,-0.0,-1.132005663910839,-1.1509614945416342,0.0
2018-11-30,1.0,-0.04156200045672528,-1.2425667960721627,-0.0,-1.1324046585978533,-1.1506736697876228,0.0
2018-12-03,1.0,-0.04085825154074412,-1.2422734535494178,-0.0,-1.1318876968728602,-1.1501483679525222,0.0
2018-12-04,1.0,-0.031069462766683348,-1.244097711868262,-0.0,-1.1267342946822545,-1.147068189055179,0.0
2018-12-06,1.0,-0.00871785840084537,-1.1639221556886228,-0.0,-1.1202007749207468,-1.1100739697076436,0.0
2018-12-07,1.0,-0.018395976707252515,-1.1653873301570497,-0.0,-1.1228604199752956,-1.1049055937886008,0.0
2018-12-10,1.0,-0.0,-1.1616769076567741,-0.0,-1.1133917287662876,-1.0827994944872967,0.0
2018-12-11,1.0,-0.0,-1.1624307947164219,-0.0,-1.111251580278129,-1.0857055669384017,0.0
2018-12-12,1.0,-0.0,-1.1624814717935303,-0.0,-1.1112128345976109,-1.0858836864591508,0.0
2018-12-13,1.0,-0.0,-1.15625,-0.0,-1.1188981868898187,-1.0832897489539748,0.0
2018-12-14,1.0,-0.0,-1.2044018208335174,-0.0,-1.1176470588235294,-1.0974499491757634,0.0
2018-12-17,1.0,-0.0,-1.1974314993182917,-0.0,-1.0946035096978493,-1.1060825966486345,0.0
2018-12-18,1.0,-0.0,-1.1840380919098374,-0.0,-1.0833042110781057,-1.1009959811287784,0.0
2018-12-19,1.0,-0.0,-1.1850848050358456,-0.0,-1.0846738940374192,-1.1016349012065048,0.0
2018-12-20,1.0,-0.0,-1.1785371807165896,-0.0,-1.0827739517042978,-1.0975067561677274,0.0
2018-12-21,1.0,-0.0,-1.1807568787431646,-0.0,-1.087015016057634,-1.0721291554552557,0.0
2018-12-24,1.0,-0.0,-1.1474033244337267,-0.0,-1.0701059340280767,-1.0887520454741193,0.0
2018-12-26,1.0,-0.0,-1.1544098849595228,-0.0,-1.0376224968044312,-1.0687260332339157,0.0
2018-12-27,1.0,-0.0,-1.09486246781379,-0.0,-0.943842726938325,-1.0483917112845875,0.0
2018-12-28,1.0,-0.0,-1.1002737710946757,-0.0,-0.9414456748253177,-1.0444162955093368,0.0
2018-12-31,1.0,-0.0,-1.0984959947686774,-0.0,-0.9427824096779467,-1.0457332025502697,0.0
2019-01-02,1.0,-0.0,-1.0994642345916323,-0.0,-0.944092266164983,-1.0462557768598422,0.0
2019-01-03,1.0,-0.0,-1.0987613947594326,-0.0,-0.9470220332747414,-1.0420226464456528,0.0
2019-01-04,1.0,-0.0,-1.1015193370165746,-0.0,-0.9173708157296068,-1.0435082872928176,0.0
2019-01-07,1.0,-0.0,-1.0623134773785365,-0.0,-0.9014762643746768,-1.0153595161354503,0.0
2019-01-08,1.0,-0.0,-1.0589591698803325,-0.0,-0.902476841728621,-1.0141931379954678,0.0
2019-01-09,1.0,-0.0,-1.0602131721285395,-0.0,-0.9029191854915686,-1.0139595927457843,0.0
2019-01-10,1.0,-0.0,-1.0572688975439153,-0.0,-0.9046578173436134,-1.0123201653286702,0.0
2019-01-11,1.0,-0.0,-1.0386223372486563,-0.0,-0.912203862233725,-1.0308580529564007,0.0
2019-01-14,1.0,-0.0,-1.0387572196773551,-0.0,-0.9152360087631946,-1.029277036446923,0.0
2019-01-15,1.0,-0.0,-1.0321488327623296,-0.0,-0.918970599952195,-1.0325870448569834,0.0
2019-01-16,1.0,-0.0,-1.0316866366784763,-0.0,-0.9048604752995503,-1.0442259464193304,0.0
2019-01-17,1.0,-0.0,-1.0312238972196808,-0.0,-0.9040610954218208,-1.0423213078238733,0.0
2019-01-18,1.0,-0.0,-1.0311055740867259,-0.0,-0.9160471004300125,-1.0716553470240726,0.0
2019-01-22,1.0,-0.0,-1.048279256737356,-0.0,-0.9384716354239304,-1.1150990606669673,0.0
2019-01-23,1.0,-0.0,-1.031648947087558,-0.0,-0.9455687369155618,-1.1277041172365667,0.0
2019-01-24,1.0,-0.0,-1.019050747249138,-0.0,-0.9655526359008046,-1.1211200525537857,0.0
2019-01-25,1.0,-0.0,-1.0115008625646924,-0.0,-0.9574057340014787,-1.1385853939045427,0.0
2019-01-28,1.0,-0.0,-0.9893577680075605,-0.0,-0.986810206681185,-1.132801906562025,0.0
2019-01-29,1.0,-0.0,-0.9847416388304672,-0.0,-0.9846179223885521,-1.154521835951998,0.0
2019-01-30,1.0,-0.0,-0.9858156028368793,-0.0,-0.985444499422728,-1.1521111660893946,0.0
2019-01-31,1.0,-0.0,-0.9837304847986852,-0.0,-0.9293344289235826,-1.1954396055875103,0.0
2019-02-01,1.0,-0.0,-0.9779999180630095,-0.0,-0.9398172805112868,-1.1790732926379615,0.0
2019-02-04,1.0,-0.0,-0.9796687981636333,-0.0,-0.9369978685030332,-1.1823659616330544,0.0
2019-02-05,1.0,-0.0,-0.9724860792662954,-0.0,-0.9346953815918768,-1.1871519816573861,0.0
2019-02-06,1.0,-0.0,-0.9632726676504344,-0.0,-0.9441711756025577,-1.191588785046729,0.0
2019-02-07,1.0,-0.0,-0.9657871015324101,-0.0,-0.9435794476768008,-1.1879865606817994,0.0
2019-02-08,1.0,-0.0,-1.2005277044854883,-0.0,-1.4077263902026187,-1.3700901080300694,0.0
2019-02-11,1.0,-0.0,-1.1897376504355708,-0.0,-1.4171408429427466,-1.4286721385769678,0.0
2019-02-12,1.0,-0.0,-1.2154757684711601,-0.0,-1.422190712513293,-1.4263938826150806,0.0
2019-02-13,1.0,-0.0,-1.22759004451639,-0.0,-1.4164811817078105,-1.4146600566572238,0.0
2019-02-14,1.0,-0.0,-1.1835090208797892,-0.0,-1.4502838029596594,-1.4341171700790594,0.0
