Date,IWF,IWM,MTUM,ODT,SPY,VLUE,VXX
2018-11-14,-0.8052502497956219,-2.8595694431828504,-0.0,1.0,-2.4051230811154514,-2.013534380961032,0.0
2018-11-15,-0.7995112237509052,-2.854724837074584,-0.0,1.0,-2.4022447501810285,-1.9949312092686462,0.0
2018-11-16,-0.787448300665348,-2.8237727027513038,-0.0,1.0,-2.387070670742672,-1.9928070490918899,0.0
2018-11-19,-0.7908837543828104,-2.8225298930144747,-0.0,1.0,-2.385057987952891,-1.9919086577362224,0.0
2018-11-20,-0.6928394186458703,-2.785271180432471,-0.0,1.0,-2.3723856788372917,-2.011520737327189,0.0
2018-11-21,-0.6866359447004609,-2.7441092078949656,-0.0,1.0,-2.335536040344318,-1.9286149030519086,0.0
2018-11-23,-0.6862048036070407,-2.7211480100580943,-0.0,1.0,-2.337726523887974,-1.9256914939738143,0.0
2018-11-26,-0.6857690297857516,-2.753004703013412,-0.0,1.0,-2.3422748650060967,-1.9282354990419788,0.0
2018-11-27,-0.6562934631432544,-2.776338664812239,-0.0,1.0,-2.3384040333796943,-1.9215924895688457,0.0
2018-11-28,-0.6569590541597844,-2.77892723637312,-0.0,1.0,-2.3364339737459794,-1.9209771363992003,0.0
2018-11-29,-0.5848592743302814,-2.7129535435740935,-0.0,1.0,-2.287385554425229,-1.8921668362156665,0.0
2018-11-30,-0.5861191243848634,-2.7169523163074834,-0.0,1.0,-2.293398947904293,-1.8880875615136603,0.0
2018-12-03,-0.5817575083426029,-2.7451869598699408,-0.0,1.0,-2.319158038846582,-1.910413279712501,0.0
2018-12-04,-0.556806550665302,-2.7575059706584786,-0.0,1.0,-2.3097065847833504,-1.905493005800068,0.0
2018-12-06,-0.5177602368031573,-2.5774543660582143,-0.0,1.0,-2.309735240914323,-1.817382009537905,0.0
2018-12-07,-0.5062340021468087,-2.5907852365618034,-0.0,1.0,-2.3236726942449013,-1.8362645528858064,0.0
2018-12-10,-0.4194430631526604,-2.658296038455163,-0.0,1.0,-2.3819824299685064,-1.8280291728824796,0.0
2018-12-11,-0.430821520351488,-2.654646439525823,-0.0,1.0,-2.385227555334494,-1.8191163060598523,0.0
2018-12-12,-0.43304866926457175,-2.6543404361164082,-0.0,1.0,-2.385871818257193,-1.8180084570101982,0.0
2018-12-13,-0.43178621659634314,-2.64540415322247,-0.0,1.0,-2.3843799123024736,-1.8116985190700752,0.0
2018-12-14,-0.4355518809425382,-2.638197602315006,-0.0,1.0,-2.3836295990078544,-1.8104175279040926,0.0
2018-12-17,-0.38597792057999675,-2.6426099851705387,-0.0,1.0,-2.355165595650025,-1.854836052067886,0.0
2018-12-18,-0.3466644945833673,-2.606988678015802,-0.0,1.0,-2.339415166571638,-1.8521625804349597,0.0
2018-12-19,-0.33286965060142376,-2.622780459864168,-0.0,1.0,-2.359790524506996,-1.8672776368545945,0.0
2018-12-20,-0.330176461065242,-2.5838594787113487,-0.0,1.0,-2.3401327505261458,-1.8403755868544602,0.0
2018-12-21,-0.31567471533554065,-2.5989663248001293,-0.0,1.0,-2.3618670758297666,-1.7990793830251153,0.0
2018-12-24,-0.2587529976019185,-2.5425259792166273,-0.0,1.0,-2.3498001598721023,-1.842446043165468,0.0
2018-12-26,-0.25560146194184014,-2.585412362942953,-0.0,1.0,-2.294533608771651,-1.8097886540600667,0.0
2018-12-27,-0.07098815511926011,-2.6618529936719133,-0.0,1.0,-2.3112120720428364,-2.0687976634755803,0.0
2018-12-28,-0.05706389205007316,-2.6834661030726714,-0.0,1.0,-2.318403511624126,-2.0697447569500893,0.0
2018-12-31,-0.047215699429721564,-2.7906742703790677,-0.0,1.0,-2.4022978866152296,-2.146259644414626,0.0
2019-01-02,-0.043076664707364175,-2.796036610966496,-0.0,1.0,-2.4083466286002184,-2.149550759929465,0.0
2019-01-03,-0.055173570350494715,-2.788613114204259,-0.0,1.0,-2.4132148247526413,-2.1280395773939293,0.0
2019-01-04,-0.0,-2.782461360443012,-0.0,1.0,-2.3677989916522026,-2.114885527729564,0.0
2019-01-07,-0.0,-2.6739462063428343,-0.0,1.0,-2.32179847450823,-2.033079084704938,0.0
2019-01-08,-0.0,-2.6371334984421186,-0.0,1.0,-2.331788767276504,-2.02021251098506,0.0
2019-01-09,-0.0,-2.607549573942821,-0.0,1.0,-2.3264314724854667,-2.029784184120411,0.0
2019-01-10,-0.0,-2.5996659242761693,-0.0,1.0,-2.3293827553293034,-2.0251352211263125,0.0
2019-01-11,-0.0,-2.56809307514543,-0.0,1.0,-2.3425770977767155,-2.058092278269185,0.0
2019-01-14,-0.0,-2.566539318688316,-0.0,1.0,-2.347580388411334,-2.0451289398280803,0.0
2019-01-15,-0.0,-2.561087061087061,-0.0,1.0,-2.3674843674843675,-2.0881032547699214,0.0
2019-01-16,-0.0,-2.5647880539499033,-0.0,1.0,-2.3768464996788694,-2.086544637122672,0.0
2019-01-17,-0.0,-2.555909779230095,-0.0,1.0,-2.3543476528253766,-2.0597752450785047,0.0
2019-01-18,-0.0,-2.5588544616131386,-0.0,1.0,-2.386133807944341,-2.144972089636761,0.0
2019-01-22,-0.0,-2.7644896563515133,-0.0,1.0,-2.673790391519918,-2.1101897760300905,0.0
2019-01-23,-0.0,-2.621939855993223,-0.0,1.0,-2.673274036425244,-2.175772977551885,0.0
2019-01-24,-0.0,-2.622935625210651,-0.0,1.0,-2.6358274351196496,-2.1671722278395684,0.0
2019-01-25,-0.0,-2.599099099099099,-0.0,1.0,-2.931195901784137,-2.302066772655008,0.0
2019-01-28,-0.0,-2.5261262843593575,-0.0,1.0,-2.9805919030473347,-2.2752261350663034,0.0
2019-01-29,-0.0,-2.514902807775378,-0.0,1.0,-2.915766738660907,-2.2086393088552914,0.0
2019-01-30,-0.0,-2.5159395248380125,-0.0,1.0,-2.915939524838013,-2.2074298056155506,0.0
2019-01-31,-0.0,-2.482823129251701,-0.0,1.0,-2.8194727891156464,-2.201105442176871,0.0
2019-02-01,-0.0,-2.476166242578456,-0.0,1.0,-2.8056827820186596,-2.1999151823579304,0.0
2019-02-04,-0.0,-2.41414309484193,-0.0,1.0,-2.742096505823627,-2.1632279534109813,0.0
2019-02-05,-0.0,-2.364126880313931,-0.0,1.0,-2.65148790058862,-2.1596631785480707,0.0
2019-02-06,-0.0,-2.3058861630637195,-0.0,1.0,-2.629260788600113,-2.1613634523520364,0.0
2019-02-07,-0.0,-2.3067271108232816,-0.0,1.0,-2.6282684368169678,-2.160203999028576,0.0
2019-02-08,-0.0,-2.299245803260076,-0.0,1.0,-2.6567188386992133,-2.1537588192360717,0.0
2019-02-11,-0.0,-2.2484102396869394,-0.0,1.0,-2.6651720202184896,-2.2390347301483775,0.0
2019-02-12,-0.0,-2.265498321185816,-0.0,1.0,-2.685693227417902,-2.238064040619114,0.0
2019-02-13,-0.0,-2.300919521523314,-0.0,1.0,-2.6439091870778744,-2.1924485312067703,0.0
2019-02-14,-0.0,-2.2154484779423735,-0.0,1.0,-2.7049487221227415,-2.2189483965489174,0.0
2019-02-15,-0.0,-2.2756743581410466,-0.0,1.0,-2.6655833604159898,-2.183539161520962,0.0
2019-02-19,-0.0,-2.2064994478624387,-0.0,1.0,-2.5926802334753116,-2.0884997633696165,0.0
2019-02-20,-0.0,-2.2412954830614806,-0.0,1.0,-2.5441499372647427,-2.056461731493099,0.0
2019-02-21,-0.0,-2.23508194150396,-0.0,1.0,-2.5471653728534465,-2.0590449306045633,0.0
2019-02-22,-0.0,-2.2140287769784175,-0.0,1.0,-2.5638880200187675,-2.0418360963403193,0.0
2019-02-25,-0.0,-2.197401976410583,-0.0,1.0,-2.6487886515779406,-2.1232068855594517,0.0
2019-02-26,-0.0,-2.198326693227092,-0.0,1.0,-2.647011952191235,-2.122788844621514,0.0
2019-02-27,-0.0,-2.179767161782417,-0.0,1.0,-2.7031714171015655,-2.1459654757125657,0.0
2019-02-28,-0.0,-2.1579070858751757,-0.0,1.0,-2.628108869075551,-2.0350383231659626,0.0
2019-03-01,-0.0,-2.159987476518472,-0.0,1.0,-2.646368190356919,-2.020742016280526,0.0
2019-03-04,-0.0,-2.1554953560371515,-0.0,1.0,-2.572755417956656,-2.0116873065015475,0.0
2019-03-05,-0.0,-2.0955129685215117,-0.0,1.0,-2.6070961286846766,-1.9938428384514741,0.0
2019-03-06,-0.0,-2.081996161228407,-0.0,1.0,-2.611362763915547,-1.9841842610364684,0.0
2019-03-07,-0.0,-2.062576499388005,-0.0,1.0,-2.619186046511628,-1.9680997552019583,0.0
2019-03-08,-0.0,-2.1137305910088613,-0.0,1.0,-2.8839931712868876,-2.1316153158279816,0.0
2019-03-11,-0.0,-1.9773152654039083,-0.0,1.0,-2.516732799281276,-1.9926630231339375,0.0
2019-03-12,-0.0,-1.7741492666714833,-0.0,1.0,-2.4173108879416225,-2.033451340221082,0.0
2019-03-13,-0.0,-1.802209475249628,-0.0,1.0,-2.342964379293251,-1.936477586573189,0.0
2019-03-14,-0.0,-1.8012589928057556,-0.0,1.0,-2.2381710016602105,-1.8781128942999448,0.0
2019-03-15,-0.0,-1.7871491768801218,-0.0,1.0,-2.432663717455943,-2.032344622525201,0.0
2019-03-18,-0.0,-1.8316891332178629,-0.0,1.0,-2.5382935462007685,-2.160704872354846,0.0
2019-03-19,-0.0,-1.8354362621396345,-0.0,1.0,-2.597308251127935,-2.214269327827483,0.0
2019-03-20,-0.0,-1.8655558968058967,-0.0,1.0,-2.5874539312039313,-2.22512285012285,0.0
2019-03-21,-0.0,-1.865735767991407,-0.0,1.0,-2.6073346631885834,-2.199171397882461,0.0
2019-03-22,-0.0,-1.8697354000313138,-0.0,1.0,-2.741427900422734,-2.217316423986222,0.0
2019-03-25,-0.0,-1.6238054541216689,-0.0,1.0,-2.8866443943749514,-2.2588765441690626,0.0
2019-03-26,-0.0,-1.6589745609199023,-0.0,1.0,-2.919902339135229,-2.2969992911711428,0.0
2019-03-27,-0.0,-1.6451917775852563,-0.0,1.0,-2.9395132708513825,-2.2911711427896355,0.0
2019-03-28,-0.0,-1.6288092994030792,-0.0,1.0,-2.907005969211436,-2.3184103047439524,0.0
2019-03-29,-0.0,-1.622038007351216,-0.0,1.0,-2.885899741925393,-2.3125048877766483,0.0
2019-04-01,-0.0,-1.6274998054626097,-0.0,1.0,-2.8522293984903895,-2.301766399501984,0.0
2019-04-02,-0.0,-1.634263194498107,-0.0,1.0,-2.83733869098215,-2.2557762151302065,0.0
2019-04-03,-0.0,-1.6382418942969899,-0.0,1.0,-2.8582372514122105,-2.241584771337924,0.0
2019-04-04,-0.0,-1.6361169264169961,-0.0,1.0,-2.864774753818718,-2.252849499883694,0.0
2019-04-05,-0.0,-1.630343213728549,-0.0,1.0,-2.9073322932917316,-2.262636505460218,0.0
2019-04-08,-0.0,-1.6298751950078,-0.0,1.0,-2.9090483619344774,-2.2613884555382215,0.0
2019-04-09,-0.0,-1.5872074882995317,-0.0,1.0,-2.9870514820592824,-2.2261310452418095,0.0
2019-04-10,-0.0,-1.5567306944552453,-0.0,1.0,-2.998755735282681,-2.2212458200482152,0.0
2019-04-11,-0.0,-1.5261969637991435,-0.0,1.0,-3.0356558972362784,-2.223277539898793,0.0
2019-04-12,-0.0,-1.5250252977348797,-0.0,1.0,-3.0359617031213513,-2.2230092628629254,0.0
2019-04-15,-0.0,-1.532047778905457,-0.0,1.0,-3.0327113748145833,-2.2422515418846123,0.0
2019-04-16,-0.0,-1.5410500077893752,-0.0,1.0,-3.0225112945941737,-2.225891883470946,0.0
2019-04-17,-0.0,-1.4646597874156257,-0.0,1.0,-3.1015594693149198,-2.192334548840096,0.0
2019-04-18,-0.0,-1.5080632534836387,-0.0,1.0,-3.1326131204008143,-2.1877250665414123,0.0
2019-04-22,-0.0,-1.5229880571383967,-0.0,1.0,-3.1095152603231595,-2.173210522207478,0.0
2019-04-23,-0.0,-1.4700177045646987,-0.0,1.0,-3.0687398968516666,-2.1588792240782078,0.0
2019-04-24,-0.0,-1.4412825036434762,-0.0,1.0,-3.0626677916698624,-2.1665260412671623,0.0
2019-04-25,-0.0,-1.4591427690410115,-0.0,1.0,-3.091504779525131,-2.158263953129818,0.0
2019-04-26,-0.0,-1.4322824327449317,-0.0,1.0,-3.0995143760117165,-2.1765204655823633,0.0
2019-04-29,-0.0,-1.39699038163202,-0.0,1.0,-3.1221687868445542,-2.2375116351225564,0.0
2019-04-30,-0.0,-1.3850117096018735,-0.0,1.0,-3.1685402029664327,-2.252849336455894,0.0
2019-05-01,-0.0,-1.4077080706179066,-0.0,1.0,-3.2284047919293823,-2.2454287515762927,0.0
2019-05-02,-0.0,-1.463540824575586,-0.0,1.0,-3.304527081649151,-2.316006467259499,0.0
2019-05-03,-0.0,-1.4755052546483427,-0.0,1.0,-3.300080840743735,-2.308569118835893,0.0
2019-05-06,-0.0,-1.462843295638126,-0.0,1.0,-3.3027463651050084,-2.3119547657512114,0.0
2019-05-07,-0.0,-1.4785731579372126,-0.0,1.0,-3.28480348640142,-2.3069970139617464,0.0
2019-05-08,-0.0,-1.4788506300666184,-0.0,1.0,-3.227305562244161,-2.3202504213821333,0.0
2019-05-09,-0.0,-1.4743620703533769,-0.0,1.0,-3.2646703694759722,-2.3105530065201645,0.0
2019-05-10,-0.0,-1.4755272902914185,-0.0,1.0,-3.2723393978425377,-2.3023667686362903,0.0
2019-05-13,-0.0,-1.4711359404096835,-0.0,1.0,-3.3072625698324023,-2.3180309286697436,0.0
2019-05-14,-0.0,-1.3407653640343764,-0.0,1.0,-3.4156802335008916,-2.351305334846765,0.0
2019-05-15,-0.0,-1.3503459503459505,-0.0,1.0,-3.464468864468864,-2.3252747252747255,0.0
2019-05-16,-0.0,-1.3625213223946064,-0.0,1.0,-3.442937210624645,-2.317358459913898,0.0
2019-05-17,-0.0,-1.3649830014570181,-0.0,1.0,-3.402379796017484,-2.327181479682694,0.0
2019-05-20,-0.0,-1.3312803889789304,-0.0,1.0,-3.4284440842787682,-2.344003241491086,0.0
2019-05-21,-0.0,-1.3287449392712551,-0.0,1.0,-3.4242105263157896,-2.3441295546558703,0.0
2019-05-22,-0.0,-1.309098261221189,-0.0,1.0,-3.440274969672463,-2.338050950262839,0.0
2019-05-23,-0.0,-1.3095545513234346,-0.0,1.0,-3.4555358295674625,-2.3046320206584894,0.0
2019-05-24,-0.0,-1.2468868000321363,-0.0,1.0,-3.47039447256367,-2.316783160600948,0.0
2019-05-28,-0.0,-1.2379307574905614,-0.0,1.0,-3.4744156157121053,-2.320427343561732,0.0
2019-05-29,-0.0,-1.278448414614518,-0.0,1.0,-3.5052309673265736,-2.2639626589409305,0.0
2019-05-30,-0.0,-1.2818041946716332,-0.0,1.0,-3.538424163899911,-2.277512349178071,0.0
2019-05-31,-0.0,-1.286096473449534,-0.0,1.0,-3.5607620591811915,-2.2601540332387513,0.0
2019-06-03,-0.0,-1.3025048169556839,-0.00995504174694926,1.0,-3.5602922286448293,-2.155587668593449,0.0
2019-06-04,-0.0,-1.3337202553685432,-0.0,1.0,-3.5788077273857892,-2.378741397894039,0.0
2019-06-05,-0.0,-1.3155638246238472,-0.01682575635010516,1.0,-3.5573531790972335,-2.1995631774793725,0.0
2019-06-06,-0.0,-1.3135056070209654,-0.04379977246871444,1.0,-3.584592881521209,-2.184219080123517,0.0
2019-06-07,-0.0,-1.3071206924710108,-0.0641025641025641,1.0,-3.5926016658500735,-2.202188469704393,0.0
2019-06-10,-0.0,-1.3275446614042377,-0.025592023265475695,1.0,-3.658579144162858,-2.2974657249688413,0.0
2019-06-11,-0.0,-1.3231016404532385,-0.11068831388466091,1.0,-3.71748689328598,-2.30466768138001,0.0
2019-06-12,-0.0,-1.331274849843499,-0.1172489637086541,1.0,-3.7134760172574235,-2.2974367650790963,0.0
2019-06-13,-0.0,-1.3593829462620783,-0.14926258687913205,1.0,-3.6894388879471096,-2.2780132225800984,0.0
2019-06-14,-0.0,-1.3308238876670613,-0.19683640669937402,1.0,-3.6985281678227033,-2.2326171544577904,0.0
2019-06-17,-0.0,-1.3088532883642496,-0.20084317032040475,1.0,-3.721922428330523,-2.2000843170320405,0.0
2019-06-18,-0.0,-1.3612203042215005,-0.1845838318236199,1.0,-3.7904631686891133,-2.209365920355495,0.0
2019-06-19,-0.0,-1.326506229732036,-0.23783922171018942,1.0,-3.793480116060761,-2.17605393411845,0.0
2019-06-20,-0.0,-1.3448925421697062,-0.21525815566401232,1.0,-3.8111139652367494,-2.1911122527613665,0.0
2019-06-21,-0.0,-1.3582599777796769,-0.21451158020681993,1.0,-3.787624989317152,-2.185881548585591,0.0
2019-06-24,-0.0,-1.2957040366496673,-0.21393378857291037,1.0,-3.8425965943469618,-2.2915550177197685,0.0
2019-06-25,-0.0,-1.2572341712015205,-0.2218191241254211,1.0,-3.859203593331606,-2.2996458495292393,0.0
2019-06-26,-0.0,-1.2458297506448839,-0.17919174548581257,1.0,-3.78134135855546,-2.3920894239036974,0.0
2019-06-27,-0.0,-1.2003945126871693,-0.18282076571326097,1.0,-3.928091096565946,-2.654891060701156,0.0
2019-06-28,-0.0,-1.2598767669445452,-0.17044218919898516,1.0,-3.945179412830736,-2.685665096049293,0.0
2019-07-01,-0.0,-1.248259651026128,-0.1715938884368502,1.0,-3.9524455293373113,-2.668565229183618,0.0
2019-07-02,-0.0,-1.2642575322812053,-0.16257173601147779,1.0,-3.905308464849355,-2.634774031563845,0.0
2019-07-03,-0.0,-1.270330852685376,-0.1591500044830987,1.0,-3.89832332107953,-2.6383932574195286,0.0
2019-07-05,-0.0,-1.2470862470862472,-0.15985296754527523,1.0,-3.9018289402904784,-2.6566254258561948,0.0
2019-07-08,-0.0,-1.2520376175548589,-0.15181370353784146,1.0,-3.8932377966860727,-2.659561128526646,0.0
2019-07-09,-0.0,-1.2334766254701772,-0.15323302883754256,1.0,-3.8976356797420744,-2.6715027762851515,0.0
2019-07-10,-0.0,-1.150177619893428,-0.13463587921847245,1.0,-3.933658969804618,-2.6625222024866786,0.0
2019-07-11,-0.0,-1.1252203031371166,-0.1795029961226648,1.0,-3.8971624955939372,-2.6102396898131826,0.0
2019-07-12,-0.0,-1.1721547733426503,-0.1625469473316447,1.0,-3.809153637872303,-2.5905319241855187,0.0
2019-07-15,-0.0,-1.2311204776958202,-0.22725676150333685,1.0,-3.8199859501229367,-2.5027221636810677,0.0
2019-07-16,-0.0,-1.2455616101248024,-0.25725083494462997,1.0,-3.8127966250659164,-2.4731938829319735,0.0
2019-07-17,-0.0,-1.2814276966144695,-0.2400489895897122,1.0,-3.7890823200069987,-2.4374945324118626,0.0
2019-07-18,-0.0,-1.280279232111693,-0.24109947643979057,1.0,-3.7840314136125657,-2.4206806282722515,0.0
2019-07-19,-0.0,-1.2893153074574792,-0.2552987352812909,1.0,-3.770693414740515,-2.4069777583951155,0.0
2019-07-22,-0.0,-1.23503345208098,-0.22373794421756885,1.0,-3.765227213485099,-2.464853592840386,0.0
2019-07-23,-0.0,-1.2293626373626372,-0.24290109890109887,1.0,-3.8329670329670327,-2.485978021978022,0.0
2019-07-24,-0.0,-1.2361813503682015,-0.30121550882796555,1.0,-3.8601721231479016,-2.4747582290834886,0.0
2019-07-25,-0.0,-1.1627471940138965,-0.3466951719223232,1.0,-3.944058435774096,-2.454480669873508,0.0
2019-07-26,-0.0,-1.0867592340502767,-0.3793447681277793,1.0,-4.076594972320537,-2.532534712768854,0.0
2019-07-29,-0.0,-1.0756623873258673,-0.37931348447600843,1.0,-4.096968041518711,-2.5531275607757444,0.0
2019-07-30,-0.0,-1.0583828232069437,-0.39415258108725443,1.0,-4.102695294655093,-2.581452718136135,0.0
2019-07-31,-0.0,-1.0770497803806736,-0.39687042459736455,1.0,-4.095717423133236,-2.581167642752562,0.0
2019-08-01,-0.0,-1.147752394988946,-0.3775792188651437,1.0,-4.121960206337509,-2.564112011790715,0.0
2019-08-02,-0.0,-1.103679552864462,-0.47452258965999067,1.0,-4.170470423847228,-2.566651141127154,0.0
2019-08-05,-0.0,-1.0925207756232687,-0.43148661126500465,1.0,-4.145429362880887,-2.564173591874423,0.0
2019-08-06,-0.0,-1.0905448717948718,-0.422809829059829,1.0,-3.890402421652422,-2.4993767806267804,0.0
2019-08-07,-0.0,-1.1317129836475741,-0.36725940487892056,1.0,-3.8866053078366547,-2.5501742471628988,0.0
2019-08-08,-0.0,-1.1150938361647247,-0.34981766432446854,1.0,-3.8722760828960245,-2.557235613270479,0.0
2019-08-09,-0.0,-1.043446312115367,-0.34812161293285576,1.0,-3.99687700927712,-2.7968218976761277,0.0
2019-08-12,-0.0,-1.0286630036630036,-0.3741758241758242,1.0,-3.9995421245421245,-2.75503663003663,0.0
2019-08-13,-0.0,-0.9749156252850497,-0.36468120040135,1.0,-4.008118215816839,-2.7738757639332294,0.0
2019-08-14,-0.0,-1.0203203661327231,-0.3648512585812357,1.0,-3.9911212814645305,-2.777116704805492,0.0
2019-08-15,-0.0,-1.0916961130742049,-0.4048586572438163,1.0,-3.8153710247349824,-2.52208480565371,0.0
2019-08-16,-0.0,-1.1073089409493726,-0.4020356234096692,1.0,-3.767482670878301,-2.4974115995437396,0.0
2019-08-19,-0.0,-1.0313440765007968,-0.44917655392243666,1.0,-3.8699309367805914,-2.503807331326368,0.0
2019-08-20,-0.0,-1.0263734338035573,-0.46438272145798654,1.0,-3.8160869184263557,-2.4550074476474197,0.0
2019-08-21,-0.0,-1.0400280898876406,-0.5189606741573034,1.0,-3.805301966292135,-2.413799157303371,0.0
2019-08-22,-0.0,-1.047351806383725,-0.5095580498070852,1.0,-3.809891266222378,-2.4020519116099615,0.0
2019-08-23,-0.0,-1.048256428319831,-0.5175237759774569,1.0,-3.8338323353293413,-2.406305036984854,0.0
2019-08-26,-0.0,-0.9843858431644692,-0.5219465648854962,1.0,-3.8195697432338656,-2.3488029146426097,0.0
2019-08-27,-0.0,-0.9723252004483146,-0.5143546857487714,1.0,-3.791792395896198,-2.342874385722907,0.0
2019-08-28,-0.0,-1.011801730920535,-0.4893784421715185,1.0,-3.8360870705481243,-2.40475566045983,0.0
2019-08-29,-0.0,-0.9816737935247405,-0.5015271838729383,1.0,-3.8444017802600574,-2.399162230561131,0.0
2019-08-30,-0.0,-0.9476012839420491,-0.5135768196408432,1.0,-3.848616292183569,-2.3654029669471677,0.0
2019-09-03,-0.0,-0.9774095071958134,-0.5462712603576102,1.0,-3.8702136938508502,-2.3283035324901875,0.0
2019-09-04,-0.0,-0.9921799490378702,-0.5505667340304015,1.0,-3.9080924347596873,-2.335734996924699,0.0
2019-09-05,-0.0,-1.0353198948290974,-0.5444347063978966,1.0,-3.9193689745836986,-2.2651183172655567,0.0
2019-09-06,-0.0,-1.0172353760445683,-0.5667653203342619,1.0,-3.9179143454039,-2.2028203342618387,0.0
2019-09-09,-0.0,-1.0215483534625076,-0.5634720653401686,1.0,-3.9053783995134244,-2.1984533843079332,0.0
2019-09-10,-0.0,-1.0017220595832617,-0.6487859479938006,1.0,-3.852505596693646,-2.107284312037197,0.0
2019-09-11,-0.0,-0.9508994525071696,-0.7916920135569653,1.0,-3.91978795515773,-2.027982966889719,0.0
2019-09-12,-0.0,-0.9304362910920289,-0.7960794518171567,1.0,-3.921415560759823,-2.0258478619134355,0.0
