Date,IWF,IWM,MTUM,MYI,SPY,VLUE,VXX
2018-09-24,-0.10812496921738274,-0.23163303836745414,-0.0,1.0,-0.1654873503964801,-0.13647781188947808,0.0
2018-09-25,-0.10674628633469871,-0.23324943657569625,-0.0,1.0,-0.16670779252825346,-0.1383309480333613,0.0
2018-09-26,-0.10736201365468453,-0.23382413424364565,-0.0,1.0,-0.16670231142551617,-0.13723780537961666,0.0
2018-09-27,-0.11026834926537124,-0.22938844008621395,-0.0,1.0,-0.16773885717106235,-0.13790947531219663,0.0
2018-09-28,-0.11547194828872129,-0.2302809314659816,-0.0,1.0,-0.17106157288472693,-0.14059832601309355,0.0
2018-10-01,-0.11660167593130341,-0.22973533560109513,-0.0,1.0,-0.17207334273624822,-0.14092756989961006,0.0
2018-10-02,-0.11690402682335758,-0.22916044218703316,-0.0,1.0,-0.17245958237891312,-0.14133718421139993,0.0
2018-10-03,-0.11782713584560352,-0.2339738790450046,-0.0,1.0,-0.17211546460361035,-0.13985525330671325,0.0
2018-10-04,-0.11961603087723968,-0.23129647806484882,-0.0,1.0,-0.17449965895290223,-0.1382322114824735,0.0
2018-10-05,-0.12178153554249954,-0.23364345988049867,-0.0,1.0,-0.17317710500474345,-0.13577883927233994,0.0
2018-10-08,-0.12148631116729317,-0.23325903995209743,-0.0,1.0,-0.17306476830444764,-0.13547453511193905,0.0
2018-10-09,-0.12329223037625016,-0.23380427004809215,-0.0,1.0,-0.1726490606227015,-0.13432512938279,0.0
2018-10-10,-0.12377546777546779,-0.2332972972972973,-0.0,1.0,-0.17280665280665283,-0.13333887733887737,0.0
2018-10-11,-0.1014853888223682,-0.22442639396783273,-0.0,1.0,-0.1607714960680884,-0.13138733374324454,0.0
2018-10-12,-0.1047248240756993,-0.21916737142765963,-0.0,1.0,-0.15123904960985496,-0.12053806507204519,0.0
2018-10-15,-0.09753420299077314,-0.22461024498886414,-0.0,1.0,-0.14896595609290486,-0.11971046770601335,0.0
2018-10-16,-0.09662281469226731,-0.22603121072809124,-0.0,1.0,-0.14868841767017163,-0.11941841782924772,0.0
2018-10-17,-0.09012167133021032,-0.21316062501964975,-0.0,1.0,-0.14682302637784134,-0.12187568774169208,0.0
2018-10-18,-0.08937913646391427,-0.21216514339741568,-0.0,1.0,-0.15085092971950834,-0.12340056728647968,0.0
2018-10-19,-0.0850604895432805,-0.20703991997249052,-0.0,1.0,-0.14967645128012755,-0.12124480290099722,0.0
2018-10-22,-0.08547102186468002,-0.20956912337814781,-0.0,1.0,-0.14918692188502652,-0.1208896123205985,0.0
2018-10-23,-0.08726817434854056,-0.20971907034979265,-0.0,1.0,-0.1478519445966038,-0.12022849988261992,0.0
2018-10-24,-0.08673636832481597,-0.20680763280041256,-0.0,1.0,-0.14803006860768592,-0.12125900573554003,0.0
2018-10-25,-0.07476806361683652,-0.18879393080754994,-0.0,1.0,-0.15096811541215363,-0.1088463354813156,0.0
2018-10-26,-0.06872030744091749,-0.1846461100856356,-0.0,1.0,-0.15344811934517505,-0.10618210427572852,0.0
2018-10-29,-0.06337953974202677,-0.18571364067368043,-0.0,1.0,-0.1496967234087386,-0.10630484188979697,0.0
2018-10-30,-0.06215105867481302,-0.18570074190004662,-0.0,1.0,-0.14971934207160162,-0.10729710613835758,0.0
2018-10-31,-0.06380175189039455,-0.17906715579845772,-0.0,1.0,-0.14889571011454666,-0.10557759976042524,0.0
2018-11-01,-0.06270488735873063,-0.179836838559988,-0.0,1.0,-0.1487912581393608,-0.10556096100591272,0.0
2018-11-02,-0.0651098327918691,-0.16892193973354,-0.0,1.0,-0.15242466692497988,-0.1038121069416709,0.0
2018-11-05,-0.06542348627135318,-0.16821691560087054,-0.0,1.0,-0.15244611394329666,-0.10455236562024862,0.0
2018-11-06,-0.06553955332915884,-0.1683215552971345,-0.0,1.0,-0.1524435697885917,-0.10457107075767062,0.0
2018-11-07,-0.06551683014817687,-0.16831638889717063,-0.0,1.0,-0.15235085417846814,-0.10454369279389404,0.0
2018-11-08,-0.062141860396069004,-0.16760191205724295,-0.0,1.0,-0.1503815207386954,-0.10439119978622961,0.0
2018-11-09,-0.06113920285544319,-0.16859012492563952,-0.0,1.0,-0.15254312908982748,-0.10495240928019035,0.0
2018-11-12,-0.061038922510976625,-0.16506467307464104,-0.0,1.0,-0.15330188679245282,-0.10392191764566275,0.0
2018-11-13,-0.05281172875778588,-0.1620049359501704,-0.0,1.0,-0.1531613585615231,-0.10106945587025502,0.0
2018-11-14,-0.05322071244950422,-0.16168931325743666,-0.0,1.0,-0.15319867792875505,-0.10087403598971723,0.0
2018-11-15,-0.05310707947728906,-0.16165319801123446,-0.0,1.0,-0.1538506665884458,-0.09804496722056819,0.0
2018-11-16,-0.053196795868665825,-0.161747014465538,-0.0,1.0,-0.15394207916434377,-0.09819254129867082,0.0
2018-11-19,-0.05261381314391382,-0.1620975079984737,-0.0,1.0,-0.15445126067686166,-0.098461944876574,0.0
2018-11-20,-0.04660404096480591,-0.15978319624830165,-0.0,1.0,-0.15421700828353957,-0.10033747753802101,0.0
2018-11-21,-0.049555033771052553,-0.15692668927732847,-0.0,1.0,-0.15278140128127085,-0.09013827289329507,0.0
2018-11-23,-0.04997972424979724,-0.15312536206696792,-0.0,1.0,-0.1545301819024447,-0.09063260340632603,0.0
2018-11-26,-0.05003404169020614,-0.15278200281025017,-0.0,1.0,-0.15483899004823778,-0.09092752741442499,0.0
2018-11-27,-0.047574384577645665,-0.15337219705059016,-0.0,1.0,-0.153040316296788,-0.08898733081296356,0.0
2018-11-28,-0.048257643560354536,-0.15089355313681901,-0.0,1.0,-0.15445910442590294,-0.08993273089470798,0.0
2018-11-29,-0.04518180640890974,-0.14933018691454308,-0.0,1.0,-0.1539059239967193,-0.09050750392103256,0.0
2018-11-30,-0.045493796954606945,-0.14980858351803344,-0.0,1.0,-0.15506174260959674,-0.08885754583921016,0.0
2018-12-03,-0.04479737603038281,-0.15000071928991698,-0.0,1.0,-0.15505013450721447,-0.08873160416037287,0.0
2018-12-04,-0.0431237438989377,-0.1505311513063451,-0.0,1.0,-0.15390467987367212,-0.087984496124031,0.0
2018-12-06,-0.04390702372101506,-0.12340258392133209,-0.0,1.0,-0.15834584145776928,-0.07712486147544433,0.0
2018-12-07,-0.04545135821167628,-0.12310151878497202,-0.0,1.0,-0.15816119034596884,-0.07567279509725554,0.0
2018-12-10,-0.040770590609818906,-0.1227432802995504,-0.0,1.0,-0.15750059158419288,-0.07094834426024137,0.0
2018-12-11,-0.042963746728295366,-0.1220693879824024,-0.0,1.0,-0.15819736036086204,-0.06897031798184552,0.0
2018-12-12,-0.041434229610621445,-0.1232288296329354,-0.0,1.0,-0.15859645208077652,-0.07136282494700436,0.0
2018-12-13,-0.04105445116681072,-0.12140686424847354,-0.0,1.0,-0.16103939554465108,-0.07053837789611621,0.0
2018-12-14,-0.0407961170465006,-0.1224999302630478,-0.0,1.0,-0.1606599905157745,-0.07078300649948395,0.0
2018-12-17,-0.03766213905378915,-0.1218284697409946,-0.0,1.0,-0.1573913164370421,-0.07337791433218868,0.0
2018-12-18,-0.037443404349879174,-0.12152440209994166,-0.0,1.0,-0.15725952056887307,-0.07263687119802227,0.0
2018-12-19,-0.036245675942262544,-0.12197663272252401,-0.0,1.0,-0.15801392034008974,-0.07301926897375698,0.0
2018-12-20,-0.03570192081319503,-0.11817086512761567,-0.0,1.0,-0.15949535376476615,-0.07150078245094102,0.0
2018-12-21,-0.03519029233314948,-0.11760893546607834,-0.0,1.0,-0.15956977385548815,-0.06658852730281302,0.0
2018-12-24,-0.029404104237206817,-0.1103921918052338,-0.0,1.0,-0.15806933611152998,-0.07295507820532153,0.0
2018-12-26,-0.03051834912338016,-0.11197321136883372,-0.0,1.0,-0.15053631710769902,-0.06816944353697049,0.0
2018-12-27,-0.029209855103923592,-0.1107071145601563,-0.0,1.0,-0.14751451674173766,-0.06927334889021546,0.0
2018-12-28,-0.02826888659905635,-0.11167904984001302,-0.0,1.0,-0.14735072400889418,-0.06852323878735289,0.0
2018-12-31,-0.027680956966351564,-0.11275819510938115,-0.0,1.0,-0.14738312560183364,-0.06843611408731504,0.0
2019-01-02,-0.027865961199294534,-0.11284764618097952,-0.0,1.0,-0.14761904761904762,-0.06833536833536834,0.0
2019-01-03,-0.023490343917144142,-0.11535582563251084,-0.0,1.0,-0.14575989765504851,-0.07635042258121588,0.0
2019-01-04,-0.014010840108401085,-0.11871273712737127,-0.0,1.0,-0.14280487804878048,-0.07948509485094851,0.0
2019-01-07,-0.0100575867148788,-0.11169144234632382,-0.0,1.0,-0.1426677380474086,-0.07480916030534351,0.0
2019-01-08,-0.008892948778227052,-0.11634717427224245,-0.0,1.0,-0.1415080399242353,-0.0766110073749681,0.0
2019-01-09,-0.008852053837681005,-0.11607070897026033,-0.0,1.0,-0.14149853585148967,-0.0768207828493136,0.0
2019-01-10,-0.009024979854955682,-0.11571313456889605,-0.0,1.0,-0.14164652162234756,-0.07661831856030082,0.0
2019-01-11,-0.010211896859841717,-0.10562594896738912,-0.0,1.0,-0.14340996734880349,-0.08442282627682303,0.0
2019-01-14,-0.009430428850424034,-0.10377484683913427,-0.0,1.0,-0.13850022740041198,-0.08593060274485674,0.0
2019-01-15,-0.01051618851637559,-0.1036118497534642,-0.0,1.0,-0.13823376137472107,-0.08388898539492498,0.0
2019-01-16,-0.009103650804244811,-0.10270306347193485,-0.0,1.0,-0.13735566975906027,-0.0856971234065274,0.0
2019-01-17,-0.010964678262725428,-0.09996265073097856,-0.0,1.0,-0.13697844413616478,-0.08599669192188666,0.0
2019-01-18,-0.011550095023956746,-0.10025696619288527,-0.0,1.0,-0.13795872480526783,-0.08858641826601354,0.0
2019-01-22,-0.0,-0.07904041981633035,-0.0,1.0,-0.13572811894796027,-0.03467233085525083,0.0
2019-01-23,-0.0,-0.07978346969941522,-0.0,1.0,-0.13612604447313859,-0.02566331028146456,0.0
2019-01-24,-0.0,-0.07307138244498536,-0.0,1.0,-0.14754607322040633,-0.021235904823406686,0.0
2019-01-25,-0.0,-0.06669855051136782,-0.0,1.0,-0.14886076570279352,-0.010754666078041842,0.0
2019-01-28,-0.0,-0.05649988323931025,-0.0,1.0,-0.16414094858842473,-0.008406769661885624,0.0
2019-01-29,-0.0,-0.056207383745930345,-0.0,1.0,-0.16251612506910745,-0.009853185085078936,0.0
2019-01-30,-0.0,-0.05836633298079052,-0.0,1.0,-0.16526059473153454,-0.00617359864230022,0.0
2019-01-31,-0.0,-0.06073153899240855,-0.0,1.0,-0.16670363797692989,-0.0049418318051858414,0.0
2019-02-01,-0.0,-0.06221814757916646,-0.0,1.0,-0.17328658506368005,-0.0034070072848010305,0.0
2019-02-04,-0.0,-0.06101430235728627,-0.0,1.0,-0.1721364301117914,-0.006221649356765734,0.0
2019-02-05,-0.0,-0.058482430490162066,-0.0,1.0,-0.1708752540020816,-0.009664469445408138,0.0
2019-02-06,-0.0,-0.06285424349677005,-0.0,1.0,-0.16625003093829666,-0.008439967329158726,0.0
2019-02-07,-0.0,-0.06212633220691448,-0.0,1.0,-0.16450666567640831,-0.011177540940992981,0.0
2019-02-08,-0.0,-0.06262071014708068,-0.0,1.0,-0.16714950725498934,-0.008294953696825633,0.0
2019-02-11,-0.0,-0.06263079037630481,-0.0,1.0,-0.16749835931598955,-0.008122933666835894,0.0
2019-02-12,-0.0,-0.06458692390670916,-0.0,1.0,-0.1662967601145677,-0.009026546478034992,0.0
2019-02-13,-0.0,-0.06732272715991164,-0.0,1.0,-0.1652105929363878,-0.008438609118661736,0.0
2019-02-14,-0.0,-0.06912859980139027,-0.0,1.0,-0.16294687189672294,-0.009222939424031778,0.0
2019-02-15,-0.0,-0.07196630888491354,-0.0,1.0,-0.1620204730669847,-0.008310971973762672,0.0
2019-02-19,-0.0,-0.07068751551253413,-0.0,1.0,-0.16259617771159096,-0.00771903698188136,0.0
2019-02-20,-0.0,-0.07045539148777764,-0.0,1.0,-0.1636679488770319,-0.006725400173718824,0.0
2019-02-21,-0.0,-0.07427848540847586,-0.0,1.0,-0.1631422937156606,-0.0028277666844435624,0.0
2019-02-22,-0.0,-0.07414712814787247,-0.0,1.0,-0.1628209899516189,-0.0035603523136087333,0.0
2019-02-25,-0.0,-0.07283435216937528,-0.0,1.0,-0.16480294219969188,-0.004845683614134486,0.0
2019-02-26,-0.0,-0.07273563561323686,-0.0,1.0,-0.16372044454389498,-0.006675617214887745,0.0
2019-02-27,-0.0,-0.07074538873894604,-0.0,1.0,-0.1673113518488576,-0.005708884217857987,0.0
2019-02-28,-0.0,-0.07043164572708048,-0.0,1.0,-0.166873989302152,-0.006630177882821247,0.0
2019-03-01,-0.0,-0.06972522690538356,-0.0,1.0,-0.16945169712793734,-0.004140246176799702,0.0
2019-03-04,-0.0,-0.07063649925410244,-0.0,1.0,-0.1667702635504724,-0.005755842864246643,0.0
2019-03-05,-0.0,-0.0701948406978478,-0.0,1.0,-0.16706844276554497,-0.005355633977831899,0.0
2019-03-06,-0.0,-0.06997751077867376,-0.0,1.0,-0.16737696159437396,-0.005143943441472111,0.0
2019-03-07,-0.0,-0.061867308455736396,-0.0,1.0,-0.17717844382691544,-0.0015259031361651448,0.0
2019-03-08,-0.0,-0.05842077844757014,-0.0,1.0,-0.1819230482994716,-0.0,0.0
