Date,ASTE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4803507054163514,-1.3661934220481553,-0.12661889714718055,-0.735680270595042,-0.7417775601940452,0.0
2018-09-25,1.0,-0.4797143494755635,-1.3719705422896675,-0.12278509261325597,-0.7407721490738675,-0.7480473108681098,0.0
2018-09-26,1.0,-0.4793480687653494,-1.3720919848180397,-0.1211431123018531,-0.7418173699486492,-0.750926546104041,0.0
2018-09-27,1.0,-0.4812865236204666,-1.3652139001650532,-0.12289780077619664,-0.7413123968416826,-0.7501895882589106,0.0
2018-09-28,1.0,-0.48401500267904984,-1.3642614752634399,-0.12328094302554028,-0.7424540096445794,-0.7511162707626362,0.0
2018-10-01,1.0,-0.48603726375050266,-1.3630758232429292,-0.12314016353156695,-0.7441133103972118,-0.75166435816094,0.0
2018-10-02,1.0,-0.4870454748503529,-1.3537032073617439,-0.12664165103189493,-0.7459572947377825,-0.7537300098275708,0.0
2018-10-03,1.0,-0.4887783900013439,-1.33902253281369,-0.12395287371769027,-0.7576042646597679,-0.7703713658558438,0.0
2018-10-04,1.0,-0.4884993050262297,-1.341254539748016,-0.1246469084876474,-0.7569833654665292,-0.7723176254315562,0.0
2018-10-05,1.0,-0.47240085744908894,-1.3369506966773848,-0.1073597713469096,-0.7654966059306896,-0.7837173990710968,0.0
2018-10-08,1.0,-0.47002985872810726,-1.3337492758144303,-0.10397076518561434,-0.7666117028388074,-0.7822095458799412,0.0
2018-10-09,1.0,-0.46720872051465334,-1.338277340957827,-0.09270014295925662,-0.7755986418870621,-0.7936919228020014,0.0
2018-10-10,1.0,-0.4678456591639871,-1.3373972847445517,-0.09347088245802072,-0.7758127902822437,-0.7913540550196498,0.0
2018-10-11,1.0,-0.4045348131448886,-1.3482181565941211,-0.006806555102748634,-0.7618139252579553,-0.8140119656637476,0.0
2018-10-12,1.0,-0.41382559534007196,-1.346967620352921,-0.0,-0.7366369710467706,-0.7855490834332705,0.0
2018-10-15,1.0,-0.36975006441638747,-1.4001975435884222,-0.0,-0.7324143262045865,-0.7920639010564287,0.0
2018-10-16,1.0,-0.36439403703226364,-1.4097177471323623,-0.0,-0.731150921510504,-0.7907805988744254,0.0
2018-10-17,1.0,-0.3435308036846108,-1.3725597904166313,-0.0,-0.7195977351474689,-0.7897828107834023,0.0
2018-10-18,1.0,-0.3449428692340245,-1.3771053745239101,-0.0,-0.7188319932289463,-0.791070672873466,0.0
2018-10-19,1.0,-0.32380592629900107,-1.367665575421808,-0.0,-0.7172836397213128,-0.78834046839587,0.0
2018-10-22,1.0,-0.3281731134264141,-1.3843168684354832,-0.0,-0.7172143248829459,-0.788459104905724,0.0
2018-10-23,1.0,-0.33424784737464125,-1.3856153976025665,-0.0,-0.7139118689853116,-0.7870167145027858,0.0
2018-10-24,1.0,-0.5908468386213193,-1.8139694133759414,-0.04171422049760328,-1.1102488016434604,-1.1496804382561059,0.0
2018-10-25,1.0,-0.5367510132544638,-1.7384708073173405,-0.026070763500931102,-1.0868660313287326,-1.0889473107678826,0.0
2018-10-26,1.0,-0.5201859157974382,-1.7153975031076043,-0.011565692049937848,-1.0841485164567908,-1.0732313678862888,0.0
2018-10-29,1.0,-0.49123467412346744,-1.7335986233598624,-0.0,-1.0712518821251882,-1.0814691331469135,0.0
2018-10-30,1.0,-0.47032848680667744,-1.736995153473344,-0.0,-1.0752827140549273,-1.1024232633279483,0.0
2018-10-31,1.0,-0.47058823529411764,-1.710259421372905,-0.0,-1.0662431941923776,-1.0908508594000215,0.0
2018-11-01,1.0,-0.49536837570012926,-1.7076691081430415,-0.0,-1.0802455838000862,-1.1023804394657475,0.0
2018-11-02,1.0,-0.4962931127108628,-1.698130439454174,-0.0,-1.07902653916407,-1.098796604706135,0.0
2018-11-05,1.0,-0.4933426393213787,-1.7044453989047565,-0.0,-1.0784924299366476,-1.092505100397294,0.0
2018-11-06,1.0,-0.510660117666109,-1.7253198035299833,-0.0,-1.077292599989205,-1.0842554110217522,0.0
2018-11-07,1.0,-0.5109678817093647,-1.7340085576558524,-0.0,-1.0811352434598929,-1.0900720359638196,0.0
2018-11-08,1.0,-0.4830858306974749,-1.7287835736878785,-0.0,-1.0640647617005308,-1.085133758644722,0.0
2018-11-09,1.0,-0.4859767891682785,-1.732054588437567,-0.0,-1.066140124650763,-1.0887062110466366,0.0
2018-11-12,1.0,-0.4826277528330126,-1.7129035706649562,-0.0,-1.0676715843489417,-1.0820504596963867,0.0
2018-11-13,1.0,-0.44865894302491666,-1.7100989260963868,-0.0,-1.0604136909485267,-1.0709411204570702,0.0
2018-11-14,1.0,-0.45005819490001064,-1.709131308856206,-0.0,-1.0607343138292245,-1.0705216379219131,0.0
2018-11-15,1.0,-0.4479826784959865,-1.7100232361639205,-0.0,-1.062103929024081,-1.0608365019011408,0.0
2018-11-16,1.0,-0.4414338429098576,-1.6957301001581444,-0.0,-1.0626251976805483,-1.0716921454928836,0.0
2018-11-19,1.0,-0.44247087967111154,-1.6953038528435143,-0.0,-1.0617192853001634,-1.0712064512728614,0.0
2018-11-20,1.0,-0.3777312025150642,-1.687450877652607,-0.0,-1.0692690594707885,-1.1052659156405553,0.0
2018-11-21,1.0,-0.38409976617303193,-1.6821512081060015,-0.0,-1.0651597817614964,-1.0646921278254091,0.0
2018-11-23,1.0,-0.384659297316934,-1.6741398100576055,-0.0,-1.0665836317401007,-1.0643001712595361,0.0
2018-11-26,1.0,-0.38366182572614105,-1.6770746887966805,-0.0,-1.0641597510373444,-1.0618775933609959,0.0
2018-11-27,1.0,-0.36785345717234263,-1.6828173374613002,-0.0,-1.0558307533539733,-1.053405572755418,0.0
2018-11-28,1.0,-0.3663049095607235,-1.6959173126614986,-0.0,-1.0532299741602067,-1.0525064599483205,0.0
2018-11-29,1.0,-0.34499846735465417,-1.6764585674874835,-0.0,-1.0406661898436702,-1.0466435066925512,0.0
2018-11-30,1.0,-0.3446215139442231,-1.6770354479517826,-0.0,-1.0411686586985391,-1.044948411482276,0.0
2018-12-03,1.0,-0.3425363613166624,-1.676805307476397,-0.0,-1.0401633069660627,-1.043837713702475,0.0
2018-12-04,1.0,-0.32951653944020354,-1.683765903307888,-0.0,-1.0346564885496183,-1.0411704834605597,0.0
2018-12-06,1.0,-0.3070387750061744,-1.6071622622869846,-0.0,-1.0266732526549767,-0.9986169424549272,0.0
2018-12-07,1.0,-0.3031336496638988,-1.6094306049822065,-0.0,-1.028173190984579,-1.0018782127323052,0.0
2018-12-10,1.0,-0.2661814273850813,-1.6160910556396855,-0.0,-1.0234966538029409,-0.979190073762884,0.0
2018-12-11,1.0,-0.2598151860362783,-1.6195179191316678,-0.0,-1.0228328362587396,-0.9870923580892779,0.0
2018-12-12,1.0,-0.25986407861927346,-1.619322348799687,-0.0,-1.0226861585097542,-0.9873368210042538,0.0
2018-12-13,1.0,-0.2594979978513527,-1.613780642640883,-0.0,-1.0254419376892276,-0.9845199726535796,0.0
2018-12-14,1.0,-0.25911623814644635,-1.6193665069899303,-0.0,-1.023853749144589,-0.985726855020041,0.0
2018-12-17,1.0,-0.22888389805683038,-1.6264036715164536,-0.0,-1.0084952641343619,-1.0185528756957327,0.0
2018-12-18,1.0,-0.20518810531951137,-1.616197011729206,-0.0,-1.0127025843188786,-1.0328515111695138,0.0
2018-12-19,1.0,-0.20704760050618126,-1.6155456049839385,-0.0,-1.0119731334566338,-1.0325124111749244,0.0
2018-12-20,1.0,-0.2073147070236709,-1.6064221963523475,-0.0,-1.0095071788901824,-1.0273088863019013,0.0
2018-12-21,1.0,-0.19911953945140537,-1.6155967297179623,-0.0,-1.0198829277732089,-1.003096125006047,0.0
2018-12-24,1.0,-0.16749975968470635,-1.5892531000672883,-0.0,-1.0163895030279726,-1.03316351052581,0.0
2018-12-26,1.0,-0.16304399524375743,-1.5980023781212842,-0.0,-0.9836385255648038,-1.0116052318668252,0.0
2018-12-27,1.0,-0.10842604413642166,-1.5435436804668978,-0.0,-0.9021977019879628,-1.0053802662775853,0.0
2018-12-28,1.0,-0.10698500934068438,-1.5445846812776234,-0.0,-0.9011710028705519,-1.0037362737503988,0.0
2018-12-31,1.0,-0.10771403836515242,-1.5436733949970383,-0.0,-0.901216567184581,-1.0038274023784572,0.0
2019-01-02,1.0,-0.10202687314962423,-1.5447506262810295,-0.0,-0.9000683215668414,-1.0079708494648143,0.0
