Date,IWF,IWM,MTUM,PDT,SPY,VLUE,VXX
2018-09-24,-0.13612959442332065,-0.35783032319391633,-0.0,1.0,-0.27572480988593157,-0.21067015209125478,0.0
2018-09-25,-0.13619170214872758,-0.357817605703535,-0.0,1.0,-0.2757104663828102,-0.2106743241905139,0.0
2018-09-26,-0.13507724649465525,-0.3575550839894493,-0.0,1.0,-0.27658013208258136,-0.21400947980088456,0.0
2018-09-27,-0.1406622674511051,-0.35134759103196056,-0.0,1.0,-0.2794363173795516,-0.21615121640960405,0.0
2018-09-28,-0.14072439567430026,-0.35144322519083965,-0.0,1.0,-0.27948075699745545,-0.2162651081424936,0.0
2018-10-01,-0.1417374525055203,-0.3507927350852414,-0.0,1.0,-0.28029202888460086,-0.2164753625494838,0.0
2018-10-02,-0.14120693089026093,-0.35566620195180243,-0.0,1.0,-0.27926707827126074,-0.21547500497908784,0.0
2018-10-03,-0.1408719888512841,-0.35235914791957,-0.0,1.0,-0.2802110292653792,-0.2173800517618953,0.0
2018-10-04,-0.14351132879385178,-0.3486839485525425,-0.0,1.0,-0.28363795643690515,-0.21516744315693065,0.0
2018-10-05,-0.1392507981835128,-0.3461637614769865,-0.0,1.0,-0.28326095147440855,-0.21436928629504037,0.0
2018-10-08,-0.13919682697074864,-0.3464154685176004,-0.0,1.0,-0.2831928606841845,-0.2143182944967774,0.0
2018-10-09,-0.13682164392256424,-0.34629879403364006,-0.0,1.0,-0.28421532846715325,-0.216161536020311,0.0
2018-10-10,-0.1407039172797773,-0.3465698946112547,-0.0,1.0,-0.28767150526943724,-0.2135016901968582,0.0
2018-10-11,-0.11170439156509962,-0.3368156316502225,-0.0,1.0,-0.27473399110079316,-0.2113561617334107,0.0
2018-10-12,-0.10616593473680065,-0.34908131314125923,-0.0,1.0,-0.2893322042576656,-0.22473857303215897,0.0
2018-10-15,-0.09541857313983859,-0.3575790899986254,-0.0,1.0,-0.28674665671700417,-0.2240048700979911,0.0
2018-10-16,-0.09006969327085877,-0.368724652518014,-0.0,1.0,-0.2864117809190062,-0.22355002559357406,0.0
2018-10-17,-0.08469582861825418,-0.3582744761384477,-0.0,1.0,-0.28401685722089987,-0.22406056112693643,0.0
2018-10-18,-0.08493861857641939,-0.35911548295177315,-0.0,1.0,-0.2835450943654,-0.22411538536604408,0.0
2018-10-19,-0.07923518461061123,-0.35487123797704,-0.0,1.0,-0.2831213155445237,-0.22197874650946323,0.0
2018-10-22,-0.07912634565310327,-0.3469938984104777,-0.0,1.0,-0.28932027515448294,-0.22772142551785785,0.0
2018-10-23,-0.07716409777362604,-0.3478320099641912,-0.0,1.0,-0.291802895843064,-0.22935154912034875,0.0
2018-10-24,-0.07608590030123409,-0.3449810514041396,-0.0,1.0,-0.2921387620250705,-0.23025945000485865,0.0
2018-10-25,-0.05530843633472772,-0.31981223145501697,-0.0,1.0,-0.3036096231379304,-0.21407885521758063,0.0
2018-10-26,-0.0471237608891559,-0.3137203364373686,-0.0,1.0,-0.3065109642535296,-0.2100856112946831,0.0
2018-10-29,-0.0470431369603185,-0.31347067550564334,-0.0,1.0,-0.30828747957708125,-0.20914946759563557,0.0
2018-10-30,-0.03249566724436742,-0.31629116117850953,-0.0,1.0,-0.31141210157486254,-0.2235890287092156,0.0
2018-10-31,-0.03561530971462812,-0.3048648041345218,-0.0,1.0,-0.31083813946520866,-0.2212006591266572,0.0
2018-11-01,-0.032725843873961526,-0.3068445475638051,-0.0,1.0,-0.31047451538058524,-0.22105381333732502,0.0
2018-11-02,-0.03503380454824831,-0.2953940138943212,-0.0,1.0,-0.31331135572069807,-0.21875174610269876,0.0
2018-11-05,-0.035166800156462466,-0.29509937228751837,-0.0,1.0,-0.3133160727922961,-0.21906606813567533,0.0
2018-11-06,-0.03515603167210061,-0.29497904052165813,-0.0,1.0,-0.31347927340475085,-0.2194317652538426,0.0
2018-11-07,-0.03517466231951561,-0.29497904052165813,-0.0,1.0,-0.31346064275733587,-0.2194317652538426,0.0
2018-11-08,-0.0352835921045274,-0.2951669120799239,-0.0,1.0,-0.31430914614825445,-0.21911986729045121,0.0
2018-11-09,-0.03676140613313388,-0.2970830216903515,-0.0,1.0,-0.3149027673896784,-0.22111069558713534,0.0
2018-11-12,-0.036571960875640436,-0.28775034932463905,-0.0,1.0,-0.3191616208663251,-0.21958081043316258,0.0
2018-11-13,-0.024373580515907455,-0.28461694702439205,-0.0,1.0,-0.32080802112376977,-0.21670328858688628,0.0
2018-11-14,-0.024666740519183192,-0.2843321886193272,-0.0,1.0,-0.32077840552416825,-0.21653557844983568,0.0
2018-11-15,-0.024200247355693795,-0.2843113728241005,-0.0,1.0,-0.3209163236298525,-0.21651006959186309,0.0
2018-11-16,-0.0204862009088558,-0.2783278531052573,-0.0,1.0,-0.3231979901725348,-0.22525584660287434,0.0
2018-11-19,-0.02140825298311722,-0.27801174775573534,-0.0,1.0,-0.32263844249879936,-0.2250544903764454,0.0
2018-11-20,-0.00560157211335378,-0.27398115667872686,-0.0,1.0,-0.32457896380098805,-0.23243769398887032,0.0
2018-11-21,-0.007673380114827304,-0.27053677207691607,-0.0,1.0,-0.32335733163218816,-0.22108812539870593,0.0
2018-11-23,-0.008820849280116639,-0.26129032258064516,-0.0,1.0,-0.32910515764534354,-0.22327319117915073,0.0
2018-11-26,-0.008096427724794398,-0.26608800306351316,-0.0,1.0,-0.3277047356808111,-0.2216123561698791,0.0
2018-11-27,-0.002742363154262468,-0.2686607823907595,-0.0,1.0,-0.3256874069231048,-0.21904398677854053,0.0
2018-11-28,-0.003396726790547291,-0.2668519426734238,-0.0,1.0,-0.3265217154378508,-0.2196610538935208,0.0
2018-11-29,-0.00019906259613818562,-0.2645360936679998,-0.0,1.0,-0.3248158670985722,-0.22012703812953544,0.0
2018-11-30,-0.0,-0.2648236381093861,-0.0,1.0,-0.3250783528687114,-0.22172503125056614,0.0
2018-12-03,-0.0004356744785521085,-0.26559805398732916,-0.0,1.0,-0.3263383375388023,-0.22292010819249553,0.0
2018-12-04,-0.0,-0.26552955464119343,-0.0,1.0,-0.32511011618843916,-0.22195435842592762,0.0
2018-12-06,-0.0,-0.23608061202805133,-0.0,1.0,-0.3264680881207056,-0.20834809095416876,0.0
2018-12-07,-0.0,-0.2375829139473263,-0.0,1.0,-0.3270855191791297,-0.21362900787793646,0.0
2018-12-10,-0.0,-0.23564667101482487,-0.0,1.0,-0.3232209275679106,-0.20389924024749248,0.0
2018-12-11,-0.0,-0.2375483665789148,-0.0,1.0,-0.31915758228943975,-0.21009205109630913,0.0
2018-12-12,-0.0,-0.23759629655806064,-0.0,1.0,-0.31920983815110604,-0.21010318750441728,0.0
2018-12-13,-0.0,-0.23457423291184012,-0.0,1.0,-0.32494473428242987,-0.2089839950481917,0.0
2018-12-14,-0.0,-0.23756925636804557,-0.0,1.0,-0.3233143929336378,-0.2092471633653727,0.0
2018-12-17,-0.0,-0.23578728135976135,-0.0,1.0,-0.31824840708120794,-0.21097128333656917,0.0
2018-12-18,-0.0,-0.23970708181141173,-0.0,1.0,-0.32181992269229404,-0.21160324834213978,0.0
2018-12-19,-0.0,-0.24058882022870942,-0.0,1.0,-0.32299879252787844,-0.2121244406562966,0.0
