Date,ATCO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9517566472711203,-2.1806731973189954,-0.05155778154231421,-1.6849083008028283,-1.4965014362524858,0.0
2018-09-25,1.0,-0.9558271368622543,-2.1763233453581683,-0.05852904365751307,-1.6810719281454758,-1.4903924022675403,0.0
2018-09-26,1.0,-0.9561984687868081,-2.1768256772673737,-0.05948174322732627,-1.68065371024735,-1.488442285041225,0.0
2018-09-27,1.0,-0.9671236915818959,-2.160916998378299,-0.06582633053221289,-1.6855373728438743,-1.4919652071354856,0.0
2018-09-28,1.0,-0.9911979710577352,-2.1793972847978513,-0.06840220796658211,-1.7079665821274055,-1.5123825152916603,0.0
2018-10-01,1.0,-1.0036030626032129,-2.1882600210178653,-0.06875844467797627,-1.7226392433568534,-1.5231196517039483,0.0
2018-10-02,1.0,-1.0079633385921418,-2.163098189467358,-0.07925775674254376,-1.7305236270753512,-1.5318157914506798,0.0
2018-10-03,1.0,-1.0070559975979583,-2.1576339888905567,-0.07994295150878246,-1.729620177150578,-1.5322023720162137,0.0
2018-10-04,1.0,-1.0120725854829034,-2.1450209958008397,-0.08173365326934613,-1.7350779844031194,-1.5245200959808036,0.0
2018-10-05,1.0,-0.9808741128128502,-2.1327605528576767,-0.04370564064251028,-1.7608516996638028,-1.552708255509899,0.0
2018-10-08,1.0,-0.9739641449081305,-2.120731979468869,-0.035631927397158376,-1.761585955515882,-1.5468273450866623,0.0
2018-10-09,1.0,-0.9711817707945493,-2.1245066646809145,-0.025392806612554917,-1.769081837813687,-1.5563333085114306,0.0
2018-10-10,1.0,-0.9712754874237237,-2.1226372972168477,-0.02559904747730317,-1.768938830183063,-1.553058490846852,0.0
2018-10-11,1.0,-0.7792019697298864,-2.126873777970889,-0.0,-1.7328553841697445,-1.6027952784415962,0.0
2018-10-12,1.0,-0.8113465974625144,-2.138480392156863,-0.0,-1.7016291810841984,-1.5573817762399076,0.0
2018-10-15,1.0,-0.7428095341592407,-2.2283561544591755,-0.0,-1.701224371513439,-1.5724117945374194,0.0
2018-10-16,1.0,-0.7341551849166063,-2.246265409717186,-0.0,-1.699927483683829,-1.5712835387962294,0.0
2018-10-17,1.0,-0.6669711234455139,-2.1223916250966064,-0.0,-1.666057753108972,-1.5705051640553642,0.0
2018-10-18,1.0,-0.6656129258868985,-2.1200561995082543,-0.0,-1.6684931506849314,-1.5707060063224447,0.0
2018-10-19,1.0,-0.618941504178273,-2.0926880222841224,-0.0,-1.679108635097493,-1.573050139275766,0.0
2018-10-22,1.0,-0.6194456052374983,-2.075428332636857,-0.0,-1.6882574174676137,-1.581626967544226,0.0
2018-10-23,1.0,-0.6311235170969993,-2.080669923237962,-0.0,-1.6849965108164688,-1.5815771109560361,0.0
2018-10-24,1.0,-0.6254441580157459,-2.0771964049327667,-0.0,-1.6839685083257856,-1.5805754894447155,0.0
2018-10-25,1.0,-0.5756918425031224,-1.9275619535923225,-0.0,-1.6000131466508907,-1.4700585025964636,0.0
2018-10-26,1.0,-0.5300454250486698,-1.8959117456197274,-0.0,-1.6142764438676187,-1.4491239454899418,0.0
2018-10-29,1.0,-0.47564302416212,-1.9383606131462714,-0.0,-1.6034034814237463,-1.4777214861002856,0.0
2018-10-30,1.0,-0.4700460829493087,-1.937171415590316,-0.0,-1.602453430258973,-1.480950217433634,0.0
2018-10-31,1.0,-0.47550968072829847,-1.8842159251186048,-0.0,-1.589434542890114,-1.4619823054237722,0.0
2018-11-01,1.0,-0.7883075080470096,-2.0778501384834196,-0.0,-1.8785837263268212,-1.740848865933079,0.0
2018-11-02,1.0,-0.7880656907185852,-2.048301998959649,-0.0,-1.8687671843650144,-1.7259418889797131,0.0
2018-11-05,1.0,-0.7853589724552676,-2.0525651496027915,-0.0,-1.8671022347613035,-1.7195040463286064,0.0
2018-11-06,1.0,-0.785894580549369,-2.0521900519673353,-0.0,-1.866666666666667,-1.7191536748329623,0.0
2018-11-07,1.0,-0.784213262047969,-2.0555431796242667,-0.0,-1.8654488750278457,-1.7202792010098757,0.0
2018-11-08,1.0,-0.7086573354069465,-2.0822039546767384,-0.0,-1.8595867584981114,-1.7552395763904316,0.0
2018-11-09,1.0,-0.7092188078489449,-2.081525360977416,-0.0,-1.859089226212514,-1.7548315438726398,0.0
2018-11-12,1.0,-0.7037608344351403,-2.0390774203026294,-0.0,-1.8618334067871305,-1.7407080946084912,0.0
2018-11-13,1.0,-0.6367022053454068,-2.0413319702059294,-0.0,-1.8808237184168248,-1.7436103402950196,0.0
2018-11-14,1.0,-0.6389802030827672,-2.040616553437066,-0.0,-1.8820220615092411,-1.7435166922346408,0.0
2018-11-15,1.0,-0.6361449296493403,-2.0415542757162646,-0.0,-1.886564117518408,-1.7259604869869505,0.0
2018-11-16,1.0,-0.6263704349088798,-2.017788426631816,-0.0,-1.8813620852392365,-1.735133957743411,0.0
2018-11-19,1.0,-0.6312922205273481,-2.0173603544708363,-0.0,-1.8800029054986565,-1.7350911600203387,0.0
2018-11-20,1.0,-0.5234233581927448,-2.00731301136775,-0.0,-1.9057273188038517,-1.8041416262399534,0.0
2018-11-21,1.0,-0.5203043880236113,-1.9733304885854488,-0.0,-1.8771780100988549,-1.7411279425360926,0.0
2018-11-23,1.0,-0.5210328438674895,-1.9526849684329999,-0.0,-1.8803291480456832,-1.7395899836844717,0.0
2018-11-26,1.0,-0.5205615428247305,-1.952992058990357,-0.0,-1.87861599546228,-1.7380175836642087,0.0
2018-11-27,1.0,-0.4975424799887657,-1.947268642044657,-0.0,-1.8585170622103637,-1.718157562140149,0.0
2018-11-28,1.0,-0.5027783639305058,-1.9359921221073364,-0.0,-1.8691707111204896,-1.7258915382992195,0.0
2018-11-29,1.0,-0.42370287939908197,-1.912783419112533,-0.0,-1.8709834469328144,-1.7476005007650577,0.0
2018-11-30,1.0,-0.42480155967135497,-1.9166550619690852,-0.0,-1.8768973680545886,-1.7444645592535857,0.0
2018-12-03,1.0,-0.41930534244664525,-1.9242572185799969,-0.0,-1.8824103780164594,-1.7484307434788675,0.0
2018-12-04,1.0,-0.40098494832489423,-1.9250190747034752,-0.0,-1.870361378927655,-1.7398904071582162,0.0
2018-12-06,1.0,-0.3713265031005662,-1.7819493124831491,-0.0,-1.896872472364519,-1.6901455918037205,0.0
2018-12-07,1.0,-0.3640724226455884,-1.788001621402513,-0.0,-1.9035265504661532,-1.700243210376976,0.0
2018-12-10,1.0,-0.2921529175050302,-1.8150234741784037,-0.0,-1.9243460764587523,-1.6753185781354796,0.0
2018-12-11,1.0,-0.2870183917304336,-1.81876761981474,-0.0,-1.9236139079071015,-1.68297758088334,0.0
2018-12-12,1.0,-0.2897723457121752,-1.8190181989120948,-0.0,-1.9251897119065209,-1.6814854610167216,0.0
2018-12-13,1.0,-0.28950542822677927,-1.8114193807800563,-0.0,-1.924339900817585,-1.6762498324621367,0.0
2018-12-14,1.0,-0.29208816239029944,-1.8086018623969984,-0.0,-1.9232263683258524,-1.6752863937830775,0.0
2018-12-17,1.0,-0.2577148177706837,-1.801808991753126,-0.0,-1.8955174248470337,-1.695730247406225,0.0
2018-12-18,1.0,-0.24107318997829943,-1.7765502729006377,-0.0,-1.8757808903794304,-1.6825146314197406,0.0
