Date,IWF,IWM,MTUM,NEXA,SPY,VLUE,VXX
2018-09-24,-0.6906474820143885,-1.160899018011868,-0.013443259990547709,1.0,-1.1863676941658354,-1.1999159796250591,0.0
2018-09-25,-0.7027552674230146,-1.2189627228525122,-0.0,1.0,-1.2324689357104268,-1.2482441923284713,0.0
2018-09-26,-0.7028092922744463,-1.2190707725553755,-0.0,1.0,-1.2325229605618586,-1.2480821177741763,0.0
2018-09-27,-0.7052921184657711,-1.2104979230727733,-0.0,1.0,-1.2315369261477045,-1.246857636079193,0.0
2018-09-28,-0.7042071197411003,-1.2108953613807982,-0.0013484358144552318,1.0,-1.2309061488673139,-1.2463861920172599,0.0
2018-10-01,-0.704894953432965,-1.22119341563786,-0.002978124323153563,1.0,-1.2343513103747021,-1.2513536928741607,0.0
2018-10-02,-0.7056722234249837,-1.211788265858411,-0.006982030742584975,1.0,-1.2353323230136393,-1.252706213466118,0.0
2018-10-03,-0.719680704651803,-1.2041288191577209,-0.001541425818882466,1.0,-1.2769611890999173,-1.3028351224883017,0.0
2018-10-04,-0.72228332600088,-1.196821381434228,-0.0028046634403871536,1.0,-1.2795314562252529,-1.2978992520897492,0.0
2018-10-05,-0.6959326481521977,-1.1786026678329324,-0.0,1.0,-1.2848239667614259,-1.3075661491362345,0.0
2018-10-08,-0.6905542800918334,-1.1734995080354216,-0.0,1.0,-1.2940308297802559,-1.3081338143653658,0.0
2018-10-09,-0.6817906836055656,-1.1826431281966674,-0.0,1.0,-1.3083099598526096,-1.3269537480063796,0.0
2018-10-10,-0.6812883266117894,-1.192586044969891,-0.0,1.0,-1.312966134467709,-1.3376609027125574,0.0
2018-10-11,-0.563586410947324,-1.1352565118613622,-0.0,1.0,-1.2550324932635917,-1.3295820785121784,0.0
2018-10-12,-0.6152157618588714,-1.171645786486776,-0.0,1.0,-1.251525859299711,-1.3155048720419746,0.0
2018-10-15,-0.5779982927870252,-1.199530516431925,-0.0,1.0,-1.2425842936406317,-1.3148740930431073,0.0
2018-10-16,-0.5673344761088494,-1.2288943646882364,-0.0,1.0,-1.244321834154703,-1.3162095564602527,0.0
2018-10-17,-0.5238120296795243,-1.1537651949692154,-0.0,1.0,-1.2421196653160027,-1.3426301110350995,0.0
2018-10-18,-0.5230704477297837,-1.152417530383543,-0.0,1.0,-1.2430683432419636,-1.3426632293365601,0.0
2018-10-19,-0.4944363560732113,-1.1247400166389352,-0.0,1.0,-1.2411085690515808,-1.3393302828618967,0.0
2018-10-22,-0.4965904950288897,-1.1302899380563218,-0.0,1.0,-1.240122846285982,-1.3383478215605642,0.0
2018-10-23,-0.5017437926188122,-1.1307063661443963,-0.0,1.0,-1.2364791005153297,-1.3364218416532196,0.0
2018-10-24,-0.4980763231777061,-1.126806696474992,-0.0,1.0,-1.2365082666112093,-1.3376832692107725,0.0
2018-10-25,-0.4282277465918204,-1.0378909382518042,-0.0,1.0,-1.260224538893344,-1.2856856455493184,0.0
2018-10-26,-0.3962170971405995,-1.011161044989876,-0.0,1.0,-1.2650501259321447,-1.2660378290285939,0.0
2018-10-29,-0.36292300147130946,-1.0185875429131928,-0.0,1.0,-1.2496321726336441,-1.2732221677292792,0.0
2018-10-30,-0.36385932211703537,-1.0187864815813998,-0.0,1.0,-1.2497179575219504,-1.2727228135576591,0.0
2018-10-31,-0.372647244783814,-0.9802052429356549,-0.0,1.0,-1.2467778804532856,-1.2639463061135159,0.0
2018-11-01,-0.3509657381345239,-0.9949529263321364,-0.0,1.0,-1.244152188682908,-1.2628845967194022,0.0
2018-11-02,-0.39315601513778586,-1.2142209903523267,-0.0,1.0,-1.3394275358456373,-1.383401737647247,0.0
2018-11-05,-0.38493991989319093,-1.2444325767690254,-0.0,1.0,-1.3451001335113484,-1.366034712950601,0.0
2018-11-06,-0.389185438240632,-1.2469840930927725,-0.0,1.0,-1.3411444432582469,-1.3605743567844562,0.0
2018-11-07,-0.3884028592766457,-1.2462925424090474,-0.0,1.0,-1.3399658593833352,-1.3598100928198018,0.0
2018-11-08,-0.33551520270270274,-1.2482580236486487,-0.0,1.0,-1.3231630067567568,-1.3717799831081081,0.0
2018-11-09,-0.3346531517263225,-1.2484426142962728,-0.0,1.0,-1.3247281174110441,-1.3714496885228593,0.0
2018-11-12,-0.33209072771185555,-1.230127060800168,-0.0,1.0,-1.3237425181140399,-1.3644859813084114,0.0
2018-11-13,-0.2882850178914069,-1.2161489394803713,-0.0,1.0,-1.3234973811128974,-1.357983716226728,0.0
2018-11-14,-0.2886549828891424,-1.215596805973245,-0.0,1.0,-1.323291506792492,-1.357565073110028,0.0
2018-11-15,-0.28697183098591544,-1.2176367025683512,-0.0,1.0,-1.3292771333885665,-1.344241922120961,0.0
2018-11-16,-0.28204599360627,-1.2024853047334227,-0.0,1.0,-1.3240692997834382,-1.347633288645973,0.0
2018-11-19,-0.283843695226312,-1.2016187235797504,-0.0,1.0,-1.3227136818228682,-1.3469945355191257,0.0
2018-11-20,-0.2100870455709165,-1.1870967741935483,-0.0,1.0,-1.334306195596518,-1.3888376856118791,0.0
2018-11-21,-0.21628048163513106,-1.171708995244359,-0.0,1.0,-1.32717798239401,-1.3440250935950622,0.0
2018-11-23,-0.21718268599424212,-1.1612707712510733,-0.0,1.0,-1.328956007879186,-1.3433506742764785,0.0
2018-11-26,-0.21566149335220663,-1.1732470552550427,-0.0,1.0,-1.3263232394722206,-1.3400738081997874,0.0
2018-11-27,-0.19566972847481576,-1.1891591803775108,-0.0,1.0,-1.325022711214293,-1.3370848894720904,0.0
2018-11-28,-0.1982127530670975,-1.1823597717978493,-0.0,1.0,-1.3287221689301763,-1.3394254556469933,0.0
2018-11-29,-0.14463591991234187,-1.161171431417472,-0.0,1.0,-1.3247335391971313,-1.3499850582727364,0.0
2018-11-30,-0.14440792749726122,-1.1615376954486605,-0.0,1.0,-1.3262623244696745,-1.3473757593865152,0.0
2018-12-03,-0.14005379021814923,-1.1646080286881164,-0.0,1.0,-1.3278713019225024,-1.3479928279709135,0.0
2018-12-04,-0.12110329692253978,-1.1837498129582524,-0.0,1.0,-1.3295426205795802,-1.3533842086887127,0.0
2018-12-06,-0.10230561450897163,-1.0715801659270692,-0.0,1.0,-1.337111711364075,-1.3124638240401312,0.0
2018-12-07,-0.1047072441400598,-1.07104273174496,-0.0,1.0,-1.3373203433973186,-1.3098774959004533,0.0
2018-12-10,-0.04241663851758915,-1.108333735463012,-0.0,1.0,-1.3740771123872026,-1.3007286589779472,0.0
2018-12-11,-0.04107341087890342,-1.1093682127515807,-0.0,1.0,-1.373135769100825,-1.3029103721222066,0.0
2018-12-12,-0.04036307454615681,-1.110129393588258,-0.0,1.0,-1.3730204712244112,-1.304606025492468,0.0
2018-12-13,-0.04049168474331164,-1.1046035189202217,-0.0,1.0,-1.374403470715835,-1.3009881899252833,0.0
2018-12-14,-0.04397456892399576,-1.0970523070995086,-0.0,1.0,-1.3759271746459878,-1.2995857817165977,0.0
2018-12-17,-0.013862240982348428,-1.097323484267076,-0.0,1.0,-1.3571565617805066,-1.3283288564850346,0.0
2018-12-18,-0.0,-1.07633624183474,-0.0,1.0,-1.3536451628283983,-1.3380536880751441,0.0
2018-12-19,-0.0,-1.0763839221856673,-0.0,1.0,-1.3535021217756162,-1.3381490487769991,0.0
2018-12-20,-0.0,-1.0519683547302099,-0.0,1.0,-1.3588043014827798,-1.3265905537922213,0.0
2018-12-21,-0.0,-1.050430851815228,-0.0,1.0,-1.36158591138108,-1.2967462447615012,0.0
2018-12-24,-0.0,-1.0044926993635341,-0.0,1.0,-1.3449082740546612,-1.3304473979782852,0.0
2018-12-26,-0.0,-1.0250023193246127,-0.0,1.0,-1.3049448000742185,-1.3087484924390018,0.0
2018-12-27,-0.0,-0.9577006990516052,-0.0,1.0,-1.1706665479317866,-1.3241907475844872,0.0
2018-12-28,-0.0,-0.9603291082944185,-0.0,1.0,-1.1673115410273516,-1.3197687347120304,0.0
2018-12-31,-0.0,-0.9620123659979537,-0.0,1.0,-1.1669409723766737,-1.3192473644410836,0.0
2019-01-02,-0.0,-0.9595416796198427,-0.0,1.0,-1.1621885686370297,-1.3194031176444465,0.0
2019-01-03,-0.0,-0.9586809870406534,-0.0,1.0,-1.1651872891887094,-1.3143085389668028,0.0
2019-01-04,-0.0,-0.9614927082874388,-0.0,1.0,-1.1267127814248579,-1.3176631272855444,0.0
2019-01-07,-0.0,-0.9066763923453188,-0.0,1.0,-1.1046511627906979,-1.2794559340942249,0.0
2019-01-08,-0.0,-0.8906423744760927,-0.0,1.0,-1.111496022581473,-1.2746984860148831,0.0
2019-01-09,-0.0,-0.8697368985793381,-0.0,1.0,-1.1211210781578609,-1.3011717241083307,0.0
2019-01-10,-0.0,-0.8914520112914609,-0.0,1.0,-1.1847653493295696,-1.3345536344389555,0.0
2019-01-11,-0.0,-0.883130712574319,-0.0,1.0,-1.1985535539976928,-1.3552666607507322,0.0
2019-01-14,-0.0,-0.9183149357963505,-0.0,1.0,-1.2477585041676054,-1.3394458211308853,0.0
2019-01-15,-0.0,-0.9153912140502958,-0.0,1.0,-1.2472346381326471,-1.3522506659442866,0.0
2019-01-16,-0.0,-0.9148475554753743,-0.0,1.0,-1.2276745444705033,-1.3676709363160744,0.0
2019-01-17,-0.0,-0.9104881236760264,-0.0,1.0,-1.2280164060035155,-1.368684364718078,0.0
2019-01-18,-0.0,-0.9225025043256534,-0.0,1.0,-1.2410982606320007,-1.3897641380566432,0.0
2019-01-22,-0.0,-0.8484519026234933,-0.0,1.0,-1.3776884897187427,-1.5008744977546682,0.0
2019-01-23,-0.0,-0.8023974883455428,-0.0,1.0,-1.3929692702882694,-1.5615545618875464,0.0
2019-01-24,-0.0,-0.8300822336966914,-0.0,1.0,-1.3708644100210363,-1.5800822336966915,0.0
2019-01-25,-0.0,-0.6904997037329645,-0.0,1.0,-1.5193067351372704,-1.7279281058660871,0.0
2019-01-28,-0.0,-0.6542553191489362,-0.0,1.0,-1.5568853427895981,-1.7139972419227738,0.0
2019-01-29,-0.0,-0.6329478334243311,-0.0,1.0,-1.5905097533131483,-1.7400605549213282,0.0
2019-01-30,-0.0,-0.6494313342351822,-0.0,1.0,-1.6168645723733654,-1.743975149055564,0.0
2019-01-31,-0.0,-0.6708937198067633,-0.0,1.0,-1.5565116747181962,-1.8048510466988725,0.0
2019-02-01,-0.0,-0.6755456525041778,-0.0,1.0,-1.5831771914721224,-1.8053375196232337,0.0
