Date,IWF,IWM,JRO,MTUM,SPY,VLUE,VXX
2018-09-24,-0.09440201426772975,-0.19733109525807804,1.0,-0.0,-0.19766680654637012,-0.18915652538816619,0.0
2018-09-25,-0.09437794826167972,-0.1974013329080562,1.0,-0.0,-0.19772029075525857,-0.1892259396666051,0.0
2018-09-26,-0.09462340321957935,-0.19758951202726066,1.0,-0.0,-0.19767344266698003,-0.1887264364728988,0.0
2018-09-27,-0.09821443569112928,-0.19266625233064014,1.0,-0.0,-0.19915005123208976,-0.18972670619656323,0.0
2018-09-28,-0.09892603237029193,-0.19249063009462344,1.0,-0.0,-0.19938150221012116,-0.18990235130002184,0.0
2018-10-01,-0.09861856606821356,-0.1940401473978227,1.0,-0.0,-0.19949184768891656,-0.19045615924349246,0.0
2018-10-02,-0.10036530141575342,-0.18800397286332343,1.0,-0.0,-0.2020268336615996,-0.19302055451744862,0.0
2018-10-03,-0.10036361187798801,-0.1874452898794694,1.0,-0.0,-0.20220860548111239,-0.1933708167800148,0.0
2018-10-04,-0.10383130783622972,-0.1836600536012271,1.0,-0.0,-0.2070389535961704,-0.19102600839415446,0.0
2018-10-05,-0.09790877710379035,-0.178474479707765,1.0,-0.0,-0.20724555112436743,-0.19204732062066424,0.0
2018-10-08,-0.09831776327927141,-0.17930999781963336,1.0,-0.0,-0.20713483051842407,-0.19242574174395785,0.0
2018-10-09,-0.09870704834733612,-0.1793027116768124,1.0,-0.0,-0.2069393436299911,-0.19203099059214168,0.0
2018-10-10,-0.09847417840375586,-0.17929242119382963,1.0,-0.0,-0.20684104627766597,-0.19213615023474176,0.0
2018-10-11,-0.0610301073164367,-0.17279903447825945,1.0,-0.0,-0.1959585086603386,-0.20114492611801546,0.0
2018-10-12,-0.06042954189727784,-0.16762138350572023,1.0,-0.0,-0.19027641069498005,-0.19526245300372744,0.0
2018-10-15,-0.039208394638555195,-0.1911429449142266,1.0,-0.0,-0.18831347313618654,-0.1981762033339262,0.0
2018-10-16,-0.03365751489665698,-0.20348752252764205,1.0,-0.0,-0.1884203860953711,-0.1980484161646994,0.0
2018-10-17,-0.030401264434552606,-0.19711631507644667,1.0,-0.0,-0.1868911683117218,-0.19839042642410165,0.0
2018-10-18,-0.029748837809917356,-0.1959581611570248,1.0,-0.0,-0.18934013429752067,-0.1991219008264463,0.0
2018-10-19,-0.024127055282496278,-0.1902467139495045,1.0,-0.0,-0.18869374489681562,-0.19794751925201326,0.0
2018-10-22,-0.024054322411197593,-0.18606066429646714,1.0,-0.0,-0.1911854200698248,-0.2001697575349925,0.0
2018-10-23,-0.02376910016977929,-0.1861165390652529,1.0,-0.0,-0.19146618829483933,-0.200339558573854,0.0
2018-10-24,-0.022872680742162508,-0.18301343570057582,1.0,-0.0,-0.19185860524632117,-0.20174344209852846,0.0
2018-10-25,-0.01570392283362968,-0.17217667699957515,1.0,-0.0,-0.19099620777013737,-0.1946625544838004,0.0
2018-10-26,-0.00748238749082275,-0.16753362388115656,1.0,-0.0,-0.19549494665479483,-0.19155849227548932,0.0
2018-10-29,-0.0,-0.17006136875631164,1.0,-0.0,-0.19005670783811074,-0.19350578730676607,0.0
2018-10-30,-0.007944931789092499,-0.17254081728217774,1.0,-0.0,-0.19239534230324976,-0.18800924047076453,0.0
2018-10-31,-0.007823357641437248,-0.17301956620184575,1.0,-0.0,-0.192523306110339,-0.18818220147097864,0.0
2018-11-01,-0.0,-0.18109719923814283,1.0,-0.0,-0.1918069129172261,-0.1882630280700659,0.0
2018-11-02,-0.0,-0.17818402842715542,1.0,-0.0,-0.19261579702013593,-0.1876909170251231,0.0
2018-11-05,-0.0,-0.1820065753595413,1.0,-0.0,-0.19235263871359792,-0.18378285732093053,0.0
2018-11-06,-0.00021827593196027374,-0.18615818768611922,1.0,-0.0,-0.19163067712312323,-0.18110665897503858,0.0
2018-11-07,-0.00024946598687185245,-0.1861639927031199,1.0,-0.0,-0.19165224441430065,-0.18111230646896487,0.0
2018-11-08,-0.0,-0.1845145661221194,1.0,-0.0,-0.18816386110938568,-0.18019752779675757,0.0
2018-11-09,-0.0,-0.18472535156553493,1.0,-0.0,-0.1890451402377438,-0.18011032553803125,0.0
2018-11-12,-0.0,-0.1791234319343348,1.0,-0.0,-0.19072324608951524,-0.1788601517732693,0.0
2018-11-13,-0.0,-0.17385831606416458,1.0,-0.0,-0.18675262875124723,-0.17442627983728606,0.0
2018-11-14,-0.0,-0.17442396313364053,1.0,-0.0,-0.18686635944700458,-0.1748079877112135,0.0
2018-11-15,-0.0,-0.17438115395233272,1.0,-0.0,-0.1876016073126591,-0.17169718720284652,0.0
2018-11-16,-0.0,-0.17161276491485974,1.0,-0.0,-0.18678794560823228,-0.17289905671934339,0.0
2018-11-19,-0.0,-0.17573053827511154,1.0,-0.0,-0.19065775458853676,-0.17728963739368023,0.0
2018-11-20,-0.0,-0.17476461251598785,1.0,-0.0,-0.18977393555545283,-0.176459710600527,0.0
2018-11-21,-0.0,-0.172775912554232,1.0,-0.0,-0.18868908001042478,-0.17161078661331616,0.0
2018-11-23,-0.0,-0.16442474346979155,1.0,-0.0,-0.1951316778379373,-0.174256484194058,0.0
2018-11-26,-0.0,-0.16774312320697116,1.0,-0.0,-0.19367012871454212,-0.17272908580458093,0.0
2018-11-27,-0.0,-0.16730131057790829,1.0,-0.0,-0.19128014558578396,-0.17066568793870718,0.0
