Date,EVA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3284524744697565,-0.7368106834249805,-0.006095836606441477,-0.5757423409269443,-0.49508248232521607,0.0
2018-09-25,1.0,-0.3406819984139572,-0.742141157811261,-0.016367961934972246,-0.579095955590801,-0.493735130848533,0.0
2018-09-26,1.0,-0.3405976398934145,-0.7421329780484709,-0.01605126253013577,-0.57924121304403,-0.4941631772617688,0.0
2018-09-27,1.0,-0.3405564897363495,-0.7424727941876328,-0.016117262603508993,-0.5792696468796598,-0.49424156857768325,0.0
2018-09-28,1.0,-0.34345905754504147,-0.742048234882908,-0.016141844873057736,-0.5805344602967812,-0.4953449207206635,0.0
2018-10-01,1.0,-0.3457096497088862,-0.7413699850466101,-0.015812414495243548,-0.5825140784575737,-0.49616620533867845,0.0
2018-10-02,1.0,-0.3487793995793231,-0.7233411944674613,-0.02278666581681433,-0.588947670342278,-0.5030913378800433,0.0
2018-10-03,1.0,-0.3483979871329384,-0.7188037454614944,-0.022421810306388946,-0.589973883686859,-0.5053506592776611,0.0
2018-10-04,1.0,-0.3490496959663812,-0.7169144567189838,-0.02295374231956958,-0.5904619400846837,-0.5042182674859126,0.0
2018-10-05,1.0,-0.3367256356603893,-0.7101959292372075,-0.009669646820112867,-0.5995498066070637,-0.5142349882696089,0.0
2018-10-08,1.0,-0.3348731253559451,-0.7069227361893311,-0.00604315636271594,-0.6025754603556287,-0.5135417325824211,0.0
2018-10-09,1.0,-0.3375895063684177,-0.7081933971231227,-0.010677396869653381,-0.6012293264051708,-0.5106773968696533,0.0
2018-10-10,1.0,-0.3372502937720329,-0.7121986851716582,-0.008320894337345572,-0.6027884523771716,-0.5153555435576588,0.0
2018-10-11,1.0,-0.29974951294183133,-0.6974672975229613,-0.0,-0.5848099700034017,-0.5104060364288586,0.0
2018-10-12,1.0,-0.3138299500933835,-0.6948654358409112,-0.0,-0.5664247879734239,-0.48660481920333115,0.0
2018-10-15,1.0,-0.28402203856749314,-0.725925925925926,-0.0,-0.5622589531680441,-0.4887052341597796,0.0
2018-10-16,1.0,-0.27573698933325136,-0.746119086409886,-0.0,-0.5629707048661277,-0.4891641818573053,0.0
2018-10-17,1.0,-0.25431412251805735,-0.7076369790564839,-0.0,-0.5600955000151108,-0.5001057753331922,0.0
2018-10-18,1.0,-0.2557540884312538,-0.7119927316777711,-0.0,-0.559357964869776,-0.5013628104179285,0.0
2018-10-19,1.0,-0.23700887198986056,-0.7025771018166456,-0.0,-0.5704025589957149,-0.507695093246424,0.0
2018-10-22,1.0,-0.23709750566893426,-0.6917309145880575,-0.0,-0.5789569160997733,-0.5156160241874528,0.0
2018-10-23,1.0,-0.23893725063474788,-0.6916334179663886,-0.0,-0.5773485672832789,-0.5147201063958409,0.0
2018-10-24,1.0,-0.2372753360519559,-0.6872073704878418,-0.0,-0.578734330161607,-0.5174444947893068,0.0
2018-10-25,1.0,-0.21557237575544214,-0.6526433139705451,-0.0,-0.5734612450859591,-0.4920788593557472,0.0
2018-10-26,1.0,-0.1947541556286571,-0.6429798259148206,-0.0,-0.5869115891822655,-0.486506943029315,0.0
2018-10-29,1.0,-0.16953780902303694,-0.659007059233652,-0.0,-0.5789443104900793,-0.4975452459111641,0.0
2018-10-30,1.0,-0.17674107272780185,-0.6603707691859957,-0.0,-0.5800180437123482,-0.49314629958383044,0.0
2018-10-31,1.0,-0.18163960945173033,-0.6403027326824196,-0.0,-0.5783118608816222,-0.48844531746490266,0.0
2018-11-01,1.0,-0.16324527212357443,-0.6557239786343295,-0.0,-0.5786054569077522,-0.4897069438429335,0.0
2018-11-02,1.0,-0.167517640984453,-0.6325225173541392,-0.0,-0.5837014514370948,-0.4846824622798463,0.0
2018-11-05,1.0,-0.1630743621387366,-0.6462417128261057,-0.0,-0.5856556553683666,-0.4750452027666963,0.0
2018-11-06,1.0,-0.1690982194141298,-0.651694428489374,-0.0,-0.5820505456634117,-0.4690407811602527,0.0
2018-11-07,1.0,-0.16967239048523025,-0.6526878936922945,-0.0,-0.5837719676704922,-0.4701584836195243,0.0
2018-11-08,1.0,-0.14245371823031064,-0.6559602932367288,-0.0,-0.5763470918789401,-0.4777647830675757,0.0
2018-11-09,1.0,-0.14278378455481697,-0.6559495620916898,-0.0,-0.5762131629247139,-0.477876358656891,0.0
2018-11-12,1.0,-0.14266211604095563,-0.6387087599544937,-0.0,-0.5864050056882821,-0.47636518771331055,0.0
2018-11-13,1.0,-0.1243978703625454,-0.63421504831122,-0.0,-0.5870024507732612,-0.47136539057438237,0.0
2018-11-14,1.0,-0.12442253521126762,-0.6341690140845071,-0.0,-0.5869577464788732,-0.47135211267605637,0.0
2018-11-15,1.0,-0.12363441829034802,-0.6342775087284604,-0.0,-0.5873127604459962,-0.47046401621804257,0.0
2018-11-16,1.0,-0.1212589140322309,-0.6272109607501825,-0.0,-0.5855747094165872,-0.4735246223819417,0.0
