Date,DDS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9765681851258916,-2.1511424828991412,-0.22311162858390338,-1.479333430359482,-1.4468781836704994,0.0
2018-09-25,1.0,-0.9770165102916576,-2.1490290202923847,-0.22481635028002037,-1.477634737071787,-1.4448323514437413,0.0
2018-09-26,1.0,-0.980049512159604,-2.1534876947720987,-0.22921217416630263,-1.4783748361730014,-1.440002912479977,0.0
2018-09-27,1.0,-0.9907387150878729,-2.1388463501786625,-0.23546999197841464,-1.483555750018231,-1.4437395172464085,0.0
2018-09-28,1.0,-0.9879985364068788,-2.152652762532016,-0.23783388218075377,-1.4894987193560192,-1.4499817050859862,0.0
2018-10-01,1.0,-0.9915750915750915,-2.152014652014652,-0.238021978021978,-1.4927472527472525,-1.4516483516483514,0.0
2018-10-02,1.0,-0.9963326976675957,-2.1279888514009095,-0.24820302185712192,-1.5013935748863136,-1.460686518996626,0.0
2018-10-03,1.0,-0.9949450549450548,-2.1195604395604395,-0.24798534798534796,-1.5012454212454212,-1.4622710622710622,0.0
2018-10-04,1.0,-0.9953879941434847,-2.115226939970717,-0.2493411420204978,-1.500805270863836,-1.459809663250366,0.0
2018-10-05,1.0,-0.9731163263823294,-2.102303276901838,-0.22560488265639758,-1.5017074765676088,-1.4631984305747294,0.0
2018-10-08,1.0,-0.967828418230563,-2.0939786971958556,-0.21665096732120862,-1.5067748713861315,-1.4606187957394392,0.0
2018-10-09,1.0,-0.9674661256430693,-2.0947032823708427,-0.21520179697123398,-1.5072820810086227,-1.461198463879429,0.0
2018-10-10,1.0,-0.967575801537792,-2.09865080516466,-0.21325982881183808,-1.5092122443058174,-1.4650369940519368,0.0
2018-10-11,1.0,-0.8450782997762863,-2.1092701342281877,-0.03642337807606264,-1.4871364653243848,-1.5131431767337806,0.0
2018-10-12,1.0,-0.8584289739536801,-2.0947701188921726,-0.020273520720225414,-1.4401072091265203,-1.4588000824685587,0.0
2018-10-15,1.0,-0.8454003698883484,-2.1080895951777516,-0.0015754503733132405,-1.4369477361463112,-1.4577710802109733,0.0
2018-10-16,1.0,-0.8474773786673978,-2.1048807238826432,-0.0053468604332327935,-1.438168357554154,-1.4590759528379489,0.0
2018-10-17,1.0,-0.7958769854680635,-2.022034471105103,-0.0,-1.4427847245691112,-1.498411625549172,0.0
2018-10-18,1.0,-0.7961460446247464,-2.023529411764706,-0.0,-1.4427315753887762,-1.4988505747126435,0.0
2018-10-19,1.0,-0.7556924725421912,-1.9974551299223144,-0.0,-1.4458880257165818,-1.4979908920439324,0.0
2018-10-22,1.0,-0.7562738405942582,-1.9916348792076555,-0.0,-1.4460951616141338,-1.4980927524593455,0.0
2018-10-23,1.0,-0.7700570661295737,-1.999462907015777,-0.0,-1.4443773078214166,-1.4996978851963747,0.0
2018-10-24,1.0,-0.7670450728823806,-1.9933499025995836,-0.0,-1.4489151608786188,-1.5079599650701954,0.0
2018-10-25,1.0,-0.6772703616965912,-1.8966302367941712,-0.0,-1.4849076242518866,-1.4465261514441843,0.0
2018-10-26,1.0,-0.6335570469798657,-1.8561840843720037,-0.0,-1.4847555129434322,-1.4173857462448065,0.0
2018-10-29,1.0,-0.5863777876612237,-1.876294554927251,-0.0,-1.4632441705318,-1.4276637651693247,0.0
2018-10-30,1.0,-0.5471491932891945,-1.9026804653853568,-0.0,-1.489490261618564,-1.488654624927685,0.0
2018-10-31,1.0,-0.5608086494786002,-1.8578465869106262,-0.0,-1.4945301004414304,-1.4842940310920605,0.0
2018-11-01,1.0,-0.506440281030445,-1.950104085349987,-0.0,-1.5286234712464222,-1.5201665365599792,0.0
2018-11-02,1.0,-0.5088327873064816,-1.8950343675724288,-0.0,-1.5217447163872293,-1.4982334425387036,0.0
2018-11-05,1.0,-0.5045241609446192,-1.903869601488802,-0.0,-1.52050311236604,-1.4882885195405249,0.0
2018-11-06,1.0,-0.5027976075631874,-1.9037880249533734,-0.0,-1.527686667952923,-1.4970737668017235,0.0
2018-11-07,1.0,-0.5007063053807628,-1.901951971234108,-0.0,-1.5237575446256582,-1.494606395274175,0.0
2018-11-08,1.0,-0.45058964495175635,-1.8833953459040174,-0.0,-1.488617014567699,-1.4837611149649996,0.0
2018-11-09,1.0,-0.45152948596657205,-1.88319142226427,-0.0,-1.488489435509303,-1.4838852097130244,0.0
2018-11-12,1.0,-0.45339143615005684,-1.8512694202349373,-0.0,-1.5212833143867626,-1.4895162308955412,0.0
