Date,IWF,IWM,MTUM,SANM,SPY,VLUE,VXX
2019-01-07,-0.0,-0.9152621722846441,-0.0,1.0,-0.4983458177278402,-0.7074906367041198,0.0
2019-01-08,-0.0,-0.9053300520233014,-0.0,1.0,-0.504501417401327,-0.7053674340363228,0.0
2019-01-09,-0.0,-0.8952247627935915,-0.0,1.0,-0.5042463835744284,-0.7114014621247472,0.0
2019-01-10,-0.0,-0.900964449577078,-0.0,1.0,-0.5044164923998876,-0.7158151003464527,0.0
2019-01-11,-0.0,-0.9067176950122904,-0.0,1.0,-0.49883319331653125,-0.7059647157658919,0.0
2019-01-14,-0.0,-0.90457528537215,-0.0,1.0,-0.5020372616714877,-0.7037417187645796,0.0
2019-01-15,-0.0,-0.8962440594818336,-0.0,1.0,-0.4947723440134908,-0.6750268281465583,0.0
2019-01-16,-0.0,-0.8927062281829874,-0.0,1.0,-0.48769061179496603,-0.6816706473145937,0.0
2019-01-17,-0.0,-0.8761223558058134,-0.0,1.0,-0.48525338609039714,-0.6823010196317151,0.0
2019-01-18,-0.0,-0.8652662522583212,-0.0,1.0,-0.49284992497779956,-0.7040144532565759,0.0
2019-01-22,-0.0,-0.9507756839280757,-0.0,1.0,-0.3870092218486877,-0.746445424544305,0.0
2019-01-23,-0.0,-0.9272440555332241,-0.0,1.0,-0.38860888655267306,-0.7761973964936149,0.0
2019-01-24,-0.0,-0.9193807552067239,-0.0,1.0,-0.40022248315926084,-0.7704406402570916,0.0
2019-01-25,-0.0,-0.91507090526051,-0.0,1.0,-0.35550105335974597,-0.8737854919347233,0.0
2019-01-28,-0.0,-0.90785736825497,-0.0,1.0,-0.3735247712212054,-0.8741558851372672,0.0
2019-01-29,-0.0,-0.8947634707816847,-0.0,1.0,-0.3763281052365292,-0.891095370604604,0.0
2019-01-30,-0.0,-0.9379430005906675,-0.0,1.0,-0.630685174246899,-1.1230434140578853,0.0
2019-01-31,-0.0,-0.9553508674582917,-0.0,1.0,-0.5802907557429808,-1.1635408574704988,0.0
2019-02-01,-0.0,-0.9541560031156113,-0.0,1.0,-0.5806906272022551,-1.1742146062831496,0.0
2019-02-04,-0.0,-0.9603259862937581,-0.0,1.0,-0.5787738470087053,-1.1653269123911836,0.0
2019-02-05,-0.0,-0.9621970202357127,-0.0,1.0,-0.5743458602030983,-1.1696316062560224,0.0
2019-02-06,-0.0,-0.9565813867259918,-0.0,1.0,-0.5783463107156099,-1.1728958101594364,0.0
2019-02-07,-0.0,-0.9525628662562123,-0.0,1.0,-0.5748831689043838,-1.1814776351902676,0.0
2019-02-08,-0.0,-0.9561044565136524,-0.0,1.0,-0.596607395283089,-1.1672866602187337,0.0
2019-02-11,-0.0,-0.9572681331747919,-0.0,1.0,-0.5883249108204518,-1.1701843043995241,0.0
2019-02-12,-0.0,-0.9513205013428827,-0.0,1.0,-0.6124291256341391,-1.166480155177559,0.0
2019-02-13,-0.0,-0.9682107852271455,-0.0,1.0,-0.6063429359370924,-1.1522006484552603,0.0
2019-02-14,-0.0,-0.9398909145248058,-0.0,1.0,-0.6361326957561267,-1.1597803347280335,0.0
2019-02-15,-0.0,-0.9368700067199284,-0.0,1.0,-0.6367132083924438,-1.1596729634883896,0.0
2019-02-19,-0.0,-0.9089116279069768,-0.0,1.0,-0.6577860465116279,-1.1542325581395347,0.0
2019-02-20,-0.0,-0.9068935980037987,-0.0,1.0,-0.6678336002383524,-1.1494916390451007,0.0
2019-02-21,-0.0,-0.9197305745757666,-0.0,1.0,-0.6629577255135457,-1.1386573384935992,0.0
2019-02-22,-0.0,-0.9222896274517102,-0.0,1.0,-0.6669023782053668,-1.1325691317131268,0.0
2019-02-25,-0.0,-0.9168348658144577,-0.0,1.0,-0.6802347312551394,-1.140689242730059,0.0
2019-02-26,-0.0,-0.9163863347536817,-0.0,1.0,-0.6814308140838753,-1.1399043133737012,0.0
2019-02-27,-0.0,-0.914386122326903,-0.0,1.0,-0.6859952145954837,-1.1381785554060115,0.0
2019-02-28,-0.0,-0.9086281115478196,-0.0,1.0,-0.6841474826876286,-1.1504398278120906,0.0
2019-03-01,-0.0,-0.9115302571011564,-0.0,1.0,-0.6852288462258149,-1.1456158077916245,0.0
2019-03-04,-0.0,-0.9013805230274233,-0.0,1.0,-0.684275506004714,-1.1555987878334393,0.0
2019-03-05,-0.0,-0.8878178681269221,-0.0,1.0,-0.7084239741954841,-1.1544145225414446,0.0
2019-03-06,-0.0,-0.8868795257569505,-0.0,1.0,-0.7051739016245826,-1.1599069523130605,0.0
2019-03-07,-0.0,-0.8722615436467812,-0.0,1.0,-0.7179343144964985,-1.1546642699322174,0.0
2019-03-08,-0.0,-0.867873884772418,-0.0,1.0,-0.7407379404203842,-1.1717828519582643,0.0
2019-03-11,-0.0,-0.8664197907917844,-0.0,1.0,-0.7504772085210354,-1.200771168969993,0.0
2019-03-12,-0.0,-0.8228097259745272,-0.0,1.0,-0.7744114241605558,-1.2622925511385565,0.0
2019-03-13,-0.0,-0.8387347176402096,-0.0,1.0,-0.7856006209974773,-1.256860081505919,0.0
2019-03-14,-0.0,-0.8393092743500195,-0.0,1.0,-0.7842452464105549,-1.2569266589057042,0.0
2019-03-15,-0.0,-0.8326516302442445,-0.0,1.0,-0.7873865451287445,-1.2754080479918974,0.0
2019-03-18,-0.0,-0.8552683271784396,-0.0,1.0,-0.7942955920484011,-1.2790524082658916,0.0
2019-03-19,-0.0,-0.8541839270919637,-0.0,1.0,-0.8001735905629859,-1.2908430978025014,0.0
2019-03-20,-0.0,-0.858922638822971,-0.0,1.0,-0.7979750039550704,-1.2981727574750832,0.0
2019-03-21,-0.0,-0.8603290098070231,-0.0,1.0,-0.8228804175893705,-1.271235368554255,0.0
2019-03-22,-0.0,-0.8557489346449482,-0.0,1.0,-0.8590943486399301,-1.2677525986697997,0.0
2019-03-25,-0.0,-0.8000947044432168,-0.0,1.0,-0.8783442506510931,-1.2675795122721176,0.0
2019-03-26,-0.0,-0.8048121972524419,-0.0,1.0,-0.8754069721273725,-1.2902803144604147,0.0
2019-03-27,-0.0,-0.7729273224693708,-0.0,1.0,-0.8971492010626065,-1.2948336703540702,0.0
2019-03-28,-0.0,-0.7687112664865724,-0.0,1.0,-0.8974257111075798,-1.3065707929445416,0.0
2019-03-29,-0.0,-0.7737102862535389,-0.0,1.0,-0.8684334696445424,-1.2899496697074553,0.0
2019-04-01,-0.0,-0.7836500706769279,-0.0,1.0,-0.8596277681796765,-1.2832181561174807,0.0
2019-04-02,-0.0,-0.7924150913797161,-0.0,1.0,-0.8706957408424191,-1.2587653933641856,0.0
2019-04-03,-0.0,-0.7894220583042335,-0.0,1.0,-0.8888452936791306,-1.2453015262682938,0.0
2019-04-04,-0.0,-0.7898473971205522,-0.0,1.0,-0.8885096700796359,-1.2445961319681453,0.0
2019-04-05,-0.0,-0.7907104468243693,-0.0,1.0,-0.8884704405476441,-1.2437723117963202,0.0
2019-04-08,-0.0,-0.7877362189288794,-0.0,1.0,-0.8901434956480827,-1.2427664079040224,0.0
2019-04-09,-0.0,-0.6622066622759887,-0.0,1.0,-0.8134770702624007,-0.9906409234288882,0.0
2019-04-10,-0.0,-0.6375396715882433,-0.0,1.0,-0.809645370498137,-1.0025182834276252,0.0
2019-04-11,-0.0,-0.6268322124504225,-0.0,1.0,-0.8353509225728575,-0.986652871184687,0.0
2019-04-12,-0.0,-0.618600653257693,-0.0,1.0,-0.8331786144060512,-0.9864191163830153,0.0
2019-04-15,-0.0,-0.618698347107438,-0.0,1.0,-0.8355371900826446,-0.9892906336088154,0.0
2019-04-16,-0.0,-0.6092387947010778,-0.0,1.0,-0.8301873841718719,-0.9924840414578902,0.0
2019-04-17,-0.0,-0.5983984052790762,-0.0,1.0,-0.8332760516909541,-1.0052240857849877,0.0
2019-04-18,-0.0,-0.5989279087347948,-0.0,1.0,-0.8341007490894097,-1.003161294756374,0.0
2019-04-22,-0.0,-0.6013843928645223,-0.0,1.0,-0.8367311798333218,-1.005647771885116,0.0
2019-04-23,-0.0,-0.613593237881663,-0.0,1.0,-0.830360531309298,-1.0061066068656201,0.0
2019-04-24,-0.0,-0.599676353119405,-0.0,1.0,-0.833321856493596,-1.010019281090759,0.0
2019-04-25,-0.0,-0.5973542786275321,-0.0,1.0,-0.8353314041614993,-1.0122640209452942,0.0
2019-04-26,-0.0,-0.6024823065927554,-0.0,1.0,-0.8168950249276575,-1.067008332461737,0.0
2019-04-29,-0.0,-0.5831674524183691,-0.0,1.0,-0.8179849834119085,-1.09107735288982,0.0
2019-04-30,-0.0,-0.5752864728898827,-0.0,1.0,-0.823504751257686,-1.0947806036892118,0.0
2019-05-01,-0.0,-0.5185419968304279,-0.0,1.0,-1.0997226624405705,-1.3437004754358162,0.0
2019-05-02,-0.0,-0.5189336924661332,-0.0,1.0,-1.0880931632733897,-1.3539966727402362,0.0
2019-05-03,-0.0,-0.520821787665268,-0.0,1.0,-1.0839600981711661,-1.3537328794236403,0.0
2019-05-06,-0.0,-0.5134269329642079,-0.0,1.0,-1.0852283962823808,-1.3562191022345262,0.0
2019-05-07,-0.0,-0.5161864809244894,-0.0,1.0,-1.0835444039892352,-1.3578439132499605,0.0
2019-05-08,-0.0,-0.5211433971178834,-0.0,1.0,-1.0722497834475158,-1.3439640916607607,0.0
2019-05-09,-0.0,-0.5251875246742992,-0.0,1.0,-1.072759573628109,-1.3499407816818,0.0
2019-05-10,-0.0,-0.5273559228432804,-0.0,1.0,-1.0708058853694133,-1.3464952072896532,0.0
2019-05-13,-0.0,-0.5258447344557031,-0.0,1.0,-1.0656073808303435,-1.3512991365374756,0.0
2019-05-14,-0.0,-0.475187265917603,-0.0,1.0,-1.0788857677902621,-1.3472612359550564,0.0
2019-05-15,-0.0,-0.4821958456973293,-0.0,1.0,-1.0988989536154925,-1.323364048102452,0.0
2019-05-16,-0.0,-0.4796994822686753,-0.0,1.0,-1.0923741679317995,-1.320643076803301,0.0
2019-05-17,-0.0,-0.47623685235683677,-0.0,1.0,-1.087261394624075,-1.3320997273081419,0.0
2019-05-20,-0.0,-0.496501572327044,-0.0,1.0,-1.0945361635220123,-1.339819182389937,0.0
2019-05-21,-0.0,-0.4895253040408003,-0.0,1.0,-1.0954884268340526,-1.3380541388779912,0.0
2019-05-22,-0.0,-0.47754109293476127,-0.0,1.0,-1.1092934761288298,-1.3361186301047427,0.0
2019-05-23,-0.0,-0.47854035197742323,-0.0,1.0,-1.1215850742758593,-1.3194449888292241,0.0
2019-05-24,-0.0,-0.47624460995687967,-0.0,1.0,-1.1230889847118777,-1.3206977655821246,0.0
2019-05-28,-0.0,-0.4696589572716582,-0.0,1.0,-1.1270874166993337,-1.32328498627989,0.0
2019-05-29,-0.0,-0.48008607198748043,-0.0,1.0,-1.1300469483568074,-1.3022300469483568,0.0
2019-05-30,-0.0,-0.47996086105675145,-0.0,1.0,-1.130880626223092,-1.3030528375733854,0.0
2019-05-31,-0.0,-0.48003601346590463,-0.0,1.0,-1.1337978548500742,-1.3007124403037658,0.0
2019-06-03,-0.0,-0.4832604963321367,-0.0,1.0,-1.1325893553925395,-1.28613235523646,0.0
2019-06-04,-0.0,-0.47107018844368154,-0.0,1.0,-1.1271897311848933,-1.3032655768405448,0.0
2019-06-05,-0.0,-0.4693048624811419,-0.0,1.0,-1.13214189006228,-1.2668755560713318,0.0
2019-06-06,-0.0,-0.4855330341946464,-0.0,1.0,-1.0987544483985765,-1.283885192634999,0.0
2019-06-07,-0.0,-0.4976594839258772,-0.0,1.0,-1.0921118805369647,-1.2788115594413711,0.0
2019-06-10,-0.0,-0.5054186432180184,-0.0,1.0,-1.07107871495237,-1.2801496393998997,0.0
2019-06-11,-0.0,-0.5049432300919132,-0.0,1.0,-1.0734146906619293,-1.2835019695682397,0.0
2019-06-12,-0.0,-0.4955073078554626,-0.0,1.0,-1.071805946550461,-1.289074852493155,0.0
2019-06-13,-0.0,-0.5114149959439102,-0.0,1.0,-1.067949163672886,-1.2835400007725886,0.0
2019-06-14,-0.0,-0.5084334565619224,-0.0,1.0,-1.081253850893407,-1.261206099815157,0.0
2019-06-17,-0.0,-0.5165322736216675,-0.0,1.0,-1.075272965778001,-1.2663683012461902,0.0
2019-06-18,-0.0,-0.5169926320256143,-0.0,1.0,-1.075299926706014,-1.265247077884504,0.0
2019-06-19,-0.0,-0.518618352651238,-0.0,1.0,-1.0753975894335555,-1.256729177095768,0.0
2019-06-20,-0.0,-0.5207273848050546,-0.0,1.0,-1.0753968253968254,-1.2565495453844968,0.0
2019-06-21,-0.0,-0.5219152712400648,-0.0,1.0,-1.0809861872058026,-1.2554209429739949,0.0
2019-06-24,-0.0,-0.5162946945710094,-0.0,1.0,-1.0829407676268439,-1.2621051818673257,0.0
2019-06-25,-0.0,-0.518010887610517,-0.0,1.0,-1.0816570788772635,-1.2611868267634454,0.0
2019-06-26,-0.0,-0.5206239168110919,-0.0,1.0,-1.0680531484690932,-1.2626612747929904,0.0
2019-06-27,-0.0,-0.5142923272769355,-0.0,1.0,-1.0682405585773251,-1.2750453265439956,0.0
2019-06-28,-0.0,-0.49951802583381527,-0.0,1.0,-1.0804318488529014,-1.275843454790823,0.0
2019-07-01,-0.0,-0.4927759583895204,-0.0,1.0,-1.0934694663841265,-1.2665767674821806,0.0
2019-07-02,-0.0,-0.4936640603936371,-0.0,1.0,-1.0912067172514732,-1.266764241420483,0.0
2019-07-03,-0.0,-0.4996728378430391,-0.0,1.0,-1.0829452292059583,-1.2663484854316618,0.0
2019-07-05,-0.0,-0.496133871898442,-0.0,1.0,-1.082708213117907,-1.2680515483746873,0.0
2019-07-08,-0.0,-0.4920946335833814,-0.0,1.0,-1.0886324293133296,-1.2661665704943257,0.0
2019-07-09,-0.0,-0.4869073710923981,-0.0,1.0,-1.0882454723728225,-1.269965778444265,0.0
2019-07-10,-0.0,-0.4768260317704527,-0.0,1.0,-1.0976960652332781,-1.2717796838339936,0.0
2019-07-11,-0.0,-0.46718131889234554,-0.0,1.0,-1.113530744709452,-1.259976187732842,0.0
2019-07-12,-0.0,-0.4957710578148535,-0.0,1.0,-1.120109682153478,-1.2462055381763413,0.0
2019-07-15,-0.0,-0.49369285962272885,-0.0,1.0,-1.1280715966516222,-1.2358523319060293,0.0
2019-07-16,-0.0,-0.4904561755292484,-0.0,1.0,-1.1244360467358192,-1.2412370338950371,0.0
2019-07-17,-0.0,-0.5054070755445698,-0.0,1.0,-1.1188784180441838,-1.2379113239610693,0.0
2019-07-18,-0.0,-0.505245699298002,-0.0,1.0,-1.1203810846254725,-1.231543624161074,0.0
2019-07-19,-0.0,-0.5077932098765432,-0.0,1.0,-1.1197530864197531,-1.2304398148148148,0.0
2019-07-22,-0.0,-0.48778511057080004,-0.0,1.0,-1.113812666435105,-1.2577669715564819,0.0
2019-07-23,-0.0,-0.4857275111865453,-0.0,1.0,-1.1134469989199198,-1.2582548989353493,0.0
2019-07-24,-0.0,-0.48730280877260485,-0.0,1.0,-1.1092727972297036,-1.2510965756060022,0.0
2019-07-25,-0.0,-0.48375062497596244,-0.0,1.0,-1.113303334487135,-1.248990423445252,0.0
2019-07-26,-0.0,-0.48120098416115636,-0.0,1.0,-1.1141011840688912,-1.2491157927110563,0.0
2019-07-29,-0.0,-0.4831542874744908,-0.0,1.0,-1.1187863386084478,-1.248507951176312,0.0
2019-07-30,-0.0,-0.4739625554912179,-0.0,1.0,-1.1255742134723026,-1.2607218683651804,0.0
2019-07-31,-0.0,-0.4845125907616253,-0.0,1.0,-1.1206550285802563,-1.2570291982079407,0.0
2019-08-01,-0.0,-0.4873770618756293,-0.0,1.0,-1.1240610237744908,-1.2606288236660732,0.0
2019-08-02,-0.0,-0.4765220081998917,-0.0,1.0,-1.1208710450994044,-1.270519068616075,0.0
2019-08-05,-0.0,-0.4733547165436488,-0.0,1.0,-1.1208409011863818,-1.270239981450709,0.0
2019-08-06,-0.0,-0.47314081072843645,-0.0,1.0,-1.0722721731179519,-1.2644010972264554,0.0
2019-08-07,-0.0,-0.480868075385494,-0.0,1.0,-1.0480106605749095,-1.2784694460308395,0.0
2019-08-08,-0.0,-0.47743458887153895,-0.0,1.0,-1.0475682675096165,-1.283505350954031,0.0
2019-08-09,-0.0,-0.467402434861759,-0.0,1.0,-1.034323207039102,-1.290931846626465,0.0
2019-08-12,-0.0,-0.4630920803334596,-0.0,1.0,-1.0521030693444486,-1.2741568776051533,0.0
2019-08-13,-0.0,-0.4533035646711572,-0.0,1.0,-1.0514266252932718,-1.2794217815787483,0.0
2019-08-14,-0.0,-0.4578713132684619,-0.0,1.0,-1.0397148676171082,-1.2740061854114808,0.0
2019-08-15,-0.0,-0.48446904956528203,-0.0,1.0,-1.0225161625919597,-1.2085531693542395,0.0
2019-08-16,-0.0,-0.48762357838400355,-0.0,1.0,-1.0175425555638147,-1.2114769939790382,0.0
2019-08-19,-0.0,-0.4793054938545831,-0.0,1.0,-1.0203613208944171,-1.2023915296905079,0.0
2019-08-20,-0.0,-0.48116444674021325,-0.0,1.0,-1.0159391949230712,-1.1925617090359002,0.0
2019-08-21,-0.0,-0.48091462290245246,-0.0,1.0,-1.0142725428729484,-1.1927715286741656,0.0
2019-08-22,-0.0,-0.4817066430861059,-0.0,1.0,-1.0142588703437605,-1.1884971076968425,0.0
2019-08-23,-0.0,-0.479585820620532,-0.0,1.0,-1.0141499005085122,-1.1911342029626353,0.0
2019-08-26,-0.0,-0.4740371578291619,-0.0,1.0,-1.0064494851405328,-1.1839935505148593,0.0
2019-08-27,-0.0,-0.4701555352241537,-0.0,1.0,-1.0000731930466606,-1.1894602012808781,0.0
2019-08-28,-0.0,-0.47489923048735805,-0.0,1.0,-0.9935873946500551,-1.1958592891168927,0.0
2019-08-29,-0.0,-0.4626007326007326,-0.0,1.0,-1.0076556776556775,-1.1927472527472527,0.0
2019-08-30,-0.0,-0.4619098123834253,-0.0,1.0,-1.004864133416231,-1.1904692242987236,0.0
2019-09-03,-0.0,-0.4604056276265302,-0.0,1.0,-1.0046775077653938,-1.1892198063219441,0.0
2019-09-04,-0.0,-0.45708131001496943,-0.0,1.0,-1.0023732155244807,-1.191646281353828,0.0
2019-09-05,-0.0,-0.466173631097672,-0.0,1.0,-1.0018579911836498,-1.175124776858902,0.0
2019-09-06,-0.0,-0.4677466433158202,-0.0,1.0,-1.0012040280210157,-1.1796555750145943,0.0
2019-09-09,-0.0,-0.47873039036847864,-0.0,1.0,-1.0002188982123312,-1.1693542502736227,0.0
2019-09-10,-0.0,-0.4846345211092412,-0.0,1.0,-0.9691227043242847,-1.2046901295090364,0.0
2019-09-11,-0.0,-0.49528902470078934,-0.0,1.0,-0.9787915166066427,-1.1637382225617519,0.0
2019-09-12,-0.0,-0.4948007562536358,-0.0,1.0,-0.9766942990110529,-1.1643397324025597,0.0
2019-09-13,-0.0,-0.4932184284207848,-0.0,1.0,-0.9737827715355806,-1.1692302098105525,0.0
2019-09-16,-0.0,-0.4931820661066871,-0.0,1.0,-0.9740009454201666,-1.1690847605541619,0.0
2019-09-17,-0.0,-0.46515008358165566,-0.0,1.0,-0.9853550403372339,-1.1834799040627955,0.0
2019-09-18,-0.0,-0.46454918777483006,-0.0,1.0,-0.9865174255914524,-1.1830504778863973,0.0
2019-09-19,-0.0,-0.4676211934006832,-0.0,1.0,-0.9820481139617705,-1.1843157206192312,0.0
2019-09-20,-0.0,-0.4673226345218212,-0.0,1.0,-0.9794858761164768,-1.1840098758260111,0.0
