Date,IWF,IWM,MTUM,OCUL,SPY,VLUE,VXX
2018-09-24,-0.8618538324420677,-2.3266145619086798,-0.0,1.0,-1.3399149869738105,-1.327574386397916,0.0
2018-09-25,-0.8666575304919831,-2.3237631903522,-0.0,1.0,-1.3380156228587092,-1.3236946690420721,0.0
2018-09-26,-0.8768828667721301,-2.336749432560699,-0.0,1.0,-1.344590411995323,-1.3198294243070363,0.0
2018-09-27,-0.9165151727031184,-2.341211019437841,-0.0,1.0,-1.3822542301775975,-1.3520486645224443,0.0
2018-09-28,-0.9154840964697657,-2.341279272981475,-0.0,1.0,-1.3818944425026214,-1.351904928346732,0.0
2018-10-01,-0.9199047819085626,-2.3409647833088285,-0.0,1.0,-1.3861933767415808,-1.3541972974865224,0.0
2018-10-02,-0.9423565979090138,-2.309409437694264,-0.003673354054817745,1.0,-1.4208109635490254,-1.3878214184797966,0.0
2018-10-03,-0.9476558621178807,-2.326547982126392,-0.007589190722746293,1.0,-1.4235761401517837,-1.3873324349244627,0.0
2018-10-04,-0.9505490612823239,-2.3166843783209354,-0.009280906836698547,1.0,-1.4265674814027631,-1.381579879560751,0.0
2018-10-05,-0.9334320569776461,-2.31401170580354,-0.0,1.0,-1.4242296029899162,-1.380015513715535,0.0
2018-10-08,-0.9344956589256724,-2.3171454789299077,-0.0,1.0,-1.4254252841109623,-1.3816616079621657,0.0
2018-10-09,-0.9349099894105188,-2.318319802329686,-0.0,1.0,-1.4253441581362514,-1.3810801270737734,0.0
2018-10-10,-0.942861183791811,-2.3197086486104235,-0.0,1.0,-1.4323598048228554,-1.3767060321052258,0.0
2018-10-11,-0.7822634907818597,-2.2638944960301437,-0.0,1.0,-1.338177903377742,-1.3441663302381914,0.0
2018-10-12,-0.8332203389830508,-2.3058305084745765,-0.0,1.0,-1.3235254237288137,-1.3171525423728814,0.0
2018-10-15,-0.7820590819982424,-2.352531602785101,-0.0,1.0,-1.3102818900831474,-1.3150138579057662,0.0
2018-10-16,-0.7739448051948051,-2.367965367965368,-0.0,1.0,-1.3087121212121213,-1.3135146103896105,0.0
2018-10-17,-0.7217511338986393,-2.2708210083481233,-0.0,1.0,-1.2755538026687703,-1.305199500427266,0.0
2018-10-18,-0.7216488067845639,-2.271842745381632,-0.0,1.0,-1.275327065939123,-1.3053053711130105,0.0
2018-10-19,-0.6848016620138935,-2.2481984029085242,-0.0,1.0,-1.2661819126144258,-1.2930597935467119,0.0
2018-10-22,-0.6849039460020768,-2.232736240913811,-0.0,1.0,-1.2731048805815162,-1.29932502596054,0.0
2018-10-23,-0.6823560005200884,-2.2359251072682356,-0.0,1.0,-1.2789624236120138,-1.3038616564816017,0.0
2018-10-24,-0.6780772978239687,-2.2367651835011366,-0.0,1.0,-1.2777525170509905,-1.3030204611886975,0.0
2018-10-25,-0.6114818934618712,-2.122110987516994,-0.0,1.0,-1.2324187368681252,-1.2136942281547398,0.0
2018-10-26,-0.572464651389566,-2.0903217942467087,-0.0,1.0,-1.2395173086299367,-1.1922842515845928,0.0
2018-10-29,-0.5356926799758016,-2.102964307320024,-0.0,1.0,-1.2177253478523895,-1.1932244404113732,0.0
2018-10-30,-0.5413866182258553,-2.1044504995458677,-0.0,1.0,-1.21895246745383,-1.190311837723282,0.0
2018-10-31,-0.5791718170580964,-2.091532756489493,-0.0,1.0,-1.2781829419035846,-1.2316440049443758,0.0
2018-11-01,-0.562480734849886,-2.1000554836323286,-0.0,1.0,-1.273719252820418,-1.228592565193268,0.0
2018-11-02,-0.5672853828306265,-2.050006105751618,-0.0,1.0,-1.2755525705214312,-1.2129686164366833,0.0
2018-11-05,-0.5592298288508558,-2.0779339853300733,-0.0,1.0,-1.2798288508557458,-1.195476772616137,0.0
2018-11-06,-0.5695761208636614,-2.0869166309866047,-0.0,1.0,-1.2742675392990397,-1.1858217627989478,0.0
2018-11-07,-0.5680249251634186,-2.08583297696866,-0.0,1.0,-1.2712444254383286,-1.1840063534730283,0.0
2018-11-08,-0.5195853923104737,-2.080028926117874,-0.0,1.0,-1.2447872725081355,-1.1818127033867663,0.0
2018-11-09,-0.5200243457090687,-2.0987218502738894,-0.0,1.0,-1.2696287279367011,-1.1981132075471699,0.0
2018-11-12,-0.5171516728174723,-2.066549700526348,-0.0,1.0,-1.2769072539173574,-1.1893641478613346,0.0
2018-11-13,-0.47715463178641826,-2.0588902825061224,-0.0,1.0,-1.2654840829003167,-1.1711162874036911,0.0
2018-11-14,-0.47829202747088684,-2.057748581666169,-0.0,1.0,-1.2654523738429384,-1.1703792176769185,0.0
2018-11-15,-0.4767344497607656,-2.0617822966507178,-0.0,1.0,-1.2673444976076556,-1.175,0.0
2018-11-16,-0.4787367665530235,-2.0601112506728874,-0.0,1.0,-1.2671212393085711,-1.1752497158920987,0.0
2018-11-19,-0.4826534274434741,-2.0589783466921885,-0.0,1.0,-1.2652829285799736,-1.174662040913985,0.0
2018-11-20,-0.4028025175157345,-2.0475596722479517,-0.0,1.0,-1.2731267070419192,-1.2140482128013301,0.0
2018-11-21,-0.4083870967741935,-2.034838709677419,-0.0,1.0,-1.2605865102639295,-1.161231671554252,0.0
2018-11-23,-0.40919472913616395,-2.025241581259151,-0.0,1.0,-1.261727672035139,-1.1604099560761347,0.0
2018-11-26,-0.4141511132449139,-2.1010022204885077,-0.0,1.0,-1.2973654203924865,-1.1888015363379942,0.0
2018-11-27,-0.3923891581403698,-2.1167354753784475,-0.0,1.0,-1.2921677735894215,-1.1820738347394244,0.0
2018-11-28,-0.3896283804131783,-2.154429922303198,-0.0,1.0,-1.2927181834608201,-1.186231403963139,0.0
2018-11-29,-0.3479753729576131,-2.120885626331992,-0.0,1.0,-1.2720814586786644,-1.1790788538953352,0.0
2018-11-30,-0.3583630108046115,-2.1593529305245367,-0.0,1.0,-1.3210599384318222,-1.1972596124826462,0.0
2018-12-03,-0.37652947719688545,-2.196205660610555,-0.0,1.0,-1.3671981213694229,-1.2397725868248672,0.0
2018-12-04,-0.36989984539893794,-2.3975263830073263,-0.0,1.0,-1.542649727767695,-1.4117093500033608,0.0
2018-12-06,-0.3437764606265876,-2.2656809744023967,-0.0,1.0,-1.553507457825832,-1.350420113332899,0.0
2018-12-07,-0.38581890812250336,-2.3026631158455393,-0.0,1.0,-1.6019307589880158,-1.3674434087882823,0.0
2018-12-10,-0.3316760434384404,-2.301648567316499,-0.0,1.0,-1.5853722360329714,-1.3231715295041213,0.0
