Date,IWF,IWM,MTUM,MUR,SPY,VLUE,VXX
2018-11-02,-0.36149000770381107,-1.0769021615987673,-0.0,1.0,-1.0532469298046856,-1.0399691847555173,0.0
2018-11-05,-0.36795414221373,-1.0683317410490878,-0.0,1.0,-1.0575042081797916,-1.0555934670852098,0.0
2018-11-06,-0.36971847000500296,-1.0689953154136536,-0.0,1.0,-1.0558966662118525,-1.0534861509073543,0.0
2018-11-07,-0.3693398799781779,-1.0686943080560103,-0.0,1.0,-1.0551918530641935,-1.0530551009274414,0.0
2018-11-08,-0.3339182075853691,-1.0666756647320825,-0.0,1.0,-1.0407612363341883,-1.0577225896432267,0.0
2018-11-09,-0.33694181326116374,-1.0701849345963013,-0.0,1.0,-1.0423545331529092,-1.0611186287776273,0.0
2018-11-12,-0.3370998964570297,-1.0435330662224824,-0.0,1.0,-1.060460090937739,-1.0607752217170126,0.0
2018-11-13,-0.3012037449843959,-1.0359786000891662,-0.0,1.0,-1.0637984841729826,-1.057378510922871,0.0
2018-11-14,-0.300156284885019,-1.0392944853762,-0.0,1.0,-1.0658629158294262,-1.0599687430229963,0.0
2018-11-15,-0.3038763892653836,-1.0646516671184603,-0.0,1.0,-1.098536188669016,-1.050871961687901,0.0
2018-11-16,-0.30234339792699416,-1.057548445245606,-0.0,1.0,-1.095268138801262,-1.0513744930148716,0.0
2018-11-19,-0.31036351320839917,-1.058342741025062,-0.0,1.0,-1.0943779634228945,-1.0525626552269134,0.0
2018-11-20,-0.23368193292463035,-1.0521547060944825,-0.0,1.0,-1.1160295708618824,-1.105887125856473,0.0
2018-11-21,-0.2368315418580795,-1.0402747424289729,-0.0,1.0,-1.1095847642834842,-1.0734133178716383,0.0
2018-11-23,-0.23726924105948455,-1.039106394363685,-0.0,1.0,-1.1095603317577811,-1.0731739944707037,0.0
2018-11-26,-0.24134671647837241,-1.040374488004681,-0.0,1.0,-1.1286852410316424,-1.0906062924787323,0.0
2018-11-27,-0.22809451355947374,-1.042915958113309,-0.0,1.0,-1.1211402488141053,-1.082923118231451,0.0
2018-11-28,-0.22949205638845377,-1.0396956813604832,-0.0,1.0,-1.1223539941821437,-1.0836876258670842,0.0
2018-11-29,-0.2111529099358265,-1.0235007745076343,-0.0,1.0,-1.1114405842000443,-1.0796636423987607,0.0
2018-11-30,-0.21079646017699116,-1.0236283185840707,-0.0,1.0,-1.1122566371681415,-1.078141592920354,0.0
2018-12-03,-0.2077215637714488,-1.0247213868742262,-0.0,1.0,-1.11228551211746,-1.077657880771272,0.0
2018-12-04,-0.19527149221472365,-1.031273433020158,-0.0,1.0,-1.1080675753164837,-1.076308940937762,0.0
2018-12-06,-0.1812852986479548,-0.945789833989389,-0.0,1.0,-1.1099606366592503,-1.041588225226767,0.0
2018-12-07,-0.17334248220259027,-0.9500385967921777,-0.0,1.0,-1.1147611287417447,-1.0504331417788833,0.0
2018-12-10,-0.13177899520108718,-0.9601223085743407,-0.0,1.0,-1.1229880664203507,-1.0319785959994903,0.0
2018-12-11,-0.1072132271052857,-0.9808960849824382,-0.0,1.0,-1.1280733316199776,-1.0672063736828579,0.0
2018-12-12,-0.10441611947985066,-0.9843354362473714,-0.0,1.0,-1.1297798377752026,-1.0731299085876143,0.0
2018-12-13,-0.1042479317587552,-0.9791246945861375,-0.0,1.0,-1.133010416220155,-1.0701273093574521,0.0
2018-12-14,-0.11317516838989232,-0.9564545883564288,-0.0,1.0,-1.1488266334892103,-1.0717319490325625,0.0
2018-12-17,-0.10329783138714231,-0.95431797767227,-0.0,1.0,-1.1429060267761666,-1.076821078745883,0.0
2018-12-18,-0.08656539081727914,-0.93885258423152,-0.0,1.0,-1.13846219129254,-1.0795213443095986,0.0
2018-12-19,-0.07464974662521824,-0.9469829238172294,-0.0,1.0,-1.1500234211983138,-1.0867436017544605,0.0
2018-12-20,-0.0736022347314513,-0.9305032378211368,-0.0,1.0,-1.150505777288695,-1.0778346806619545,0.0
2018-12-21,-0.06745362563237774,-0.9284148397976392,-0.0,1.0,-1.1510118043844857,-1.0690134907251265,0.0
2018-12-24,-0.05473074987418219,-0.9158278812279819,-0.0,1.0,-1.147458480120785,-1.0759520214729072,0.0
2018-12-26,-0.051721983925373756,-0.9155457460542206,-0.0,1.0,-1.1318036063798775,-1.065339607712489,0.0
2018-12-27,-0.021576097854421498,-0.8726689392420293,-0.0,1.0,-1.0587527571686386,-1.0574694204932826,0.0
2018-12-28,-0.014718857784551216,-0.8806047966631908,-0.0,1.0,-1.0598379722467313,-1.0553862196197963,0.0
2018-12-31,-0.019041497609769815,-0.8757883742417547,-0.0,1.0,-1.0630297674044913,-1.0593741212389025,0.0
2019-01-02,-0.016453308720253624,-0.8749949837473414,-0.0,1.0,-1.0613989325414344,-1.0601549018820982,0.0
2019-01-03,-0.01137642707830841,-0.8786782440906897,-0.0,1.0,-1.0593342981186684,-1.070590127030069,0.0
2019-01-04,-0.0,-0.9013806706114398,-0.0,1.0,-1.0306726240792174,-1.0932254558628185,0.0
2019-01-07,-0.0,-0.8636471238065178,-0.0,1.0,-1.0153870433204448,-1.0663615560640731,0.0
2019-01-08,-0.0,-0.8520982599795291,-0.0,1.0,-1.0212188016691597,-1.0633808361546335,0.0
2019-01-09,-0.0,-0.8460782386475328,-0.0,1.0,-1.0200117947709848,-1.0655002948692744,0.0
2019-01-10,-0.0,-0.8528715683180813,-0.0,1.0,-1.0208267592300408,-1.0707636478384346,0.0
2019-01-11,-0.0,-0.8453001579778832,-0.0,1.0,-1.0247630331753554,-1.0794233807266984,0.0
2019-01-14,-0.0,-0.8563964534515517,-0.0,1.0,-1.0373258391386955,-1.0644791006966436,0.0
2019-01-15,-0.0,-0.8522223979753243,-0.0,1.0,-1.0376067700094906,-1.0646156279658336,0.0
2019-01-16,-0.0,-0.847857847976308,-0.0,1.0,-1.0331293188548865,-1.0676801579466932,0.0
2019-01-17,-0.0,-0.8578593996840442,-0.0,1.0,-1.0289889415481832,-1.0626382306477096,0.0
2019-01-18,-0.0,-0.8579610538373424,-0.0,1.0,-1.0291108741162065,-1.0628431488722991,0.0
2019-01-22,-0.0,-0.8228134729691481,-0.0,1.0,-1.119404795600663,-1.1012898790991064,0.0
2019-01-23,-0.0,-0.796276013143483,-0.0,1.0,-1.129731045393696,-1.1306235041174801,0.0
2019-01-24,-0.0,-0.808397781107017,-0.0,1.0,-1.1054379074381504,-1.1352390978661377,0.0
2019-01-25,-0.0,-0.7437626711903679,-0.0,1.0,-1.1910298316024661,-1.202739045885225,0.0
2019-01-28,-0.0,-0.7123972404676333,-0.0,1.0,-1.2263394885776842,-1.1922997480067747,0.0
2019-01-29,-0.0,-0.7089178564038898,-0.0,1.0,-1.2324436168011585,-1.1968135733498864,0.0
2019-01-30,-0.0,-0.694178152643489,-0.0,1.0,-1.210121374202839,-1.2100802304052665,0.0
2019-01-31,-0.0,-0.6990542763157894,-0.0,1.0,-1.1777549342105265,-1.235032894736842,0.0
2019-02-01,-0.0,-0.6967409240924093,-0.0,1.0,-1.1910066006600661,-1.23766501650165,0.0
2019-02-04,-0.0,-0.7006319441576143,-0.0,1.0,-1.1848746437569702,-1.2448886869604725,0.0
2019-02-05,-0.0,-0.6880062820300876,-0.0,1.0,-1.177426020829889,-1.2675235576128285,0.0
2019-02-06,-0.0,-0.7069828505784852,-0.0,1.0,-1.1517190448838928,-1.2439894970050052,0.0
2019-02-07,-0.0,-0.713103054524693,-0.0,1.0,-1.1362097793727826,-1.2288242730720604,0.0
2019-02-08,-0.0,-0.6998103718360953,-0.0,1.0,-1.149641355429137,-1.2728584384532937,0.0
2019-02-11,-0.0,-0.6803454830977766,-0.0,1.0,-1.152781221588561,-1.2994462352260516,0.0
2019-02-12,-0.0,-0.6980803515900328,-0.0,1.0,-1.1524524234006386,-1.295576101828434,0.0
2019-02-13,-0.0,-0.7121544900750073,-0.0,1.0,-1.1466578260329037,-1.2852347602668768,0.0
2019-02-14,-0.0,-0.6475498338870432,-0.0,1.0,-1.1851744186046511,-1.3200996677740864,0.0
2019-02-15,-0.0,-0.6631846179457299,-0.0,1.0,-1.1818295322124188,-1.3167554519726985,0.0
2019-02-19,-0.0,-0.6477192398852343,-0.0,1.0,-1.195683812216724,-1.3147324213064993,0.0
2019-02-20,-0.0,-0.6708309122603138,-0.0,1.0,-1.1758114053291275,-1.303727068979829,0.0
2019-02-21,-0.0,-0.709069882702792,-0.0,1.0,-1.1553774987609449,-1.2657359986783414,0.0
2019-02-22,-0.0,-0.6922569473076605,-0.0,1.0,-1.1687144388554465,-1.2620598664137874,0.0
2019-02-25,-0.0,-0.686345181870909,-0.0,1.0,-1.1825751926423067,-1.2738835031899907,0.0
2019-02-26,-0.0,-0.685926110006627,-0.0,1.0,-1.1849734923790591,-1.270916169648774,0.0
2019-02-27,-0.0,-0.6909656029838376,-0.0,1.0,-1.1929962702030668,-1.2602569415665148,0.0
2019-02-28,-0.0,-0.6934112866442758,-0.0,1.0,-1.1943027739768628,-1.2587386490857073,0.0
2019-03-01,-0.0,-0.689365053050398,-0.0,1.0,-1.1946700928381964,-1.2605271883289126,0.0
2019-03-04,-0.0,-0.6956467558361719,-0.0,1.0,-1.2103098778765473,-1.24790230123785,0.0
2019-03-05,-0.0,-0.6881336214060162,-0.0,1.0,-1.224530496925378,-1.2422303473491774,0.0
2019-03-06,-0.0,-0.6855492290428495,-0.0,1.0,-1.2335314409209925,-1.2369810066082043,0.0
2019-03-07,-0.0,-0.6090191749458277,-0.0,1.0,-1.2507870313586,-1.2286274990800932,0.0
2019-03-08,-0.0,-0.5956559441714497,-0.0,1.0,-1.2895486641615395,-1.2441260271709955,0.0
2019-03-11,-0.0,-0.5876185304315134,-0.0,1.0,-1.2941643343498057,-1.2955428380467022,0.0
2019-03-12,-0.0,-0.5251495492459348,-0.0,1.0,-1.3170865279299013,-1.3704187378886172,0.0
2019-03-13,-0.0,-0.5438209866078996,-0.0,1.0,-1.328699779623665,-1.365443295473809,0.0
2019-03-14,-0.0,-0.5470667908236688,-0.0,1.0,-1.321721831880132,-1.363836451367138,0.0
2019-03-15,-0.0,-0.5436150314572351,-0.0,1.0,-1.3251147763985716,-1.382205407243666,0.0
2019-03-18,-0.0,-0.5729525120440468,-0.0,1.0,-1.3395560908465243,-1.388936682725396,0.0
2019-03-19,-0.0,-0.5776405561792901,-0.0,1.0,-1.3389325503065894,-1.401589083685983,0.0
2019-03-20,-0.0,-0.5841957133578698,-0.0,1.0,-1.3366096557696472,-1.409136176661615,0.0
2019-03-21,-0.0,-0.5799298367187837,-0.0,1.0,-1.388453376066525,-1.3626835289531811,0.0
2019-03-22,-0.0,-0.5753412708796721,-0.0,1.0,-1.4349949845174232,-1.3509965545815343,0.0
2019-03-25,-0.0,-0.5802049269675169,-0.0,1.0,-1.430913451057336,-1.3490298670154786,0.0
2019-03-26,-0.0,-0.5811632894218565,-0.0,1.0,-1.4345485579237605,-1.3608473018512846,0.0
2019-03-27,-0.0,-0.5571834681828123,-0.0,1.0,-1.4463590640717254,-1.3699540782855895,0.0
2019-03-28,-0.0,-0.548518227117755,-0.0,1.0,-1.4337791765014423,-1.3887140484308067,0.0
2019-03-29,-0.0,-0.5501986986331281,-0.0,1.0,-1.4287523472640729,-1.3880082099655007,0.0
2019-04-01,-0.0,-0.5658843582011276,-0.0,1.0,-1.4272103491980246,-1.3773873519514006,0.0
2019-04-02,-0.0,-0.5843906692827556,-0.0,1.0,-1.4474384129060387,-1.3282755613690866,0.0
2019-04-03,-0.0,-0.5682917433548773,-0.0,1.0,-1.4168557120232845,-1.295167572657621,0.0
2019-04-04,-0.0,-0.5634412324736022,-0.0,1.0,-1.471698113207547,-1.2923662800761642,0.0
2019-04-05,-0.0,-0.5558396533044421,-0.0,1.0,-1.4781798483206934,-1.2996749729144095,0.0
2019-04-08,-0.0,-0.5628391578033427,-0.0,1.0,-1.4789667896678966,-1.2994139353158236,0.0
2019-04-09,-0.0,-0.5531905632454079,-0.0,1.0,-1.5047880212414033,-1.294767998607121,0.0
2019-04-10,-0.0,-0.5531296119454813,-0.0,1.0,-1.510851636426773,-1.2767167288827155,0.0
2019-04-11,-0.0,-0.5323644251626898,-0.0,1.0,-1.5480260303687636,-1.2580043383947939,0.0
2019-04-12,-0.0,-0.5293149022836591,-0.0,1.0,-1.54851150496165,-1.2554924816917277,0.0
2019-04-15,-0.0,-0.5284658843980878,-0.0,1.0,-1.5577574967405474,-1.2597131681877445,0.0
2019-04-16,-0.0,-0.541936887921654,-0.0,1.0,-1.5524700761697496,-1.2581501632208922,0.0
2019-04-17,-0.0,-0.5216424741728782,-0.0,1.0,-1.589555817096029,-1.2478095985353734,0.0
2019-04-18,-0.0,-0.5206929324347676,-0.0,1.0,-1.5820373250388802,-1.2172973907033005,0.0
2019-04-22,-0.0,-0.5336542631624599,-0.0,1.0,-1.5841356579061496,-1.2190996617226126,0.0
2019-04-23,-0.0,-0.5323012148589975,-0.0,1.0,-1.6376036138765844,-1.2158677250997763,0.0
2019-04-24,-0.0,-0.5191768826619966,-0.0,1.0,-1.6384851138353766,-1.2206654991243433,0.0
2019-04-25,-0.0,-0.5088874259381172,-0.0,1.0,-1.6478823787579548,-1.2320386219003732,0.0
2019-04-26,-0.0,-0.4951439244122171,-0.0,1.0,-1.6682487365414194,-1.2312458800263677,0.0
2019-04-29,-0.0,-0.4657861023987278,-0.0,1.0,-1.677430754958696,-1.2743296373194328,0.0
2019-04-30,-0.0,-0.46981465136804945,-0.0,1.0,-1.6828773168578994,-1.2603706972639013,0.0
2019-05-01,-0.0,-0.4636223251709685,-0.0,1.0,-1.698698433708361,-1.2497242444297376,0.0
2019-05-02,-0.0,-0.47457099671023384,-0.0,1.0,-1.7151240330754867,-1.2558904596781362,0.0
2019-05-03,-0.0,-0.4530715586549993,-0.0,1.0,-1.728690090170124,-1.2600719584240216,0.0
2019-05-06,-0.0,-0.45164869302800337,-0.0,1.0,-1.7302179026316957,-1.256068876758532,0.0
2019-05-07,-0.0,-0.4669331556739951,-0.0,1.0,-1.725116588940706,-1.249478125693982,0.0
2019-05-08,-0.0,-0.46231467138747506,-0.0,1.0,-1.6968355830936048,-1.2666076565611861,0.0
2019-05-09,-0.0,-0.4595552405422167,-0.0,1.0,-1.711615132453265,-1.2586604057765571,0.0
2019-05-10,-0.0,-0.46481933052538243,-0.0,1.0,-1.7164265129682996,-1.2523608955885612,0.0
2019-05-13,-0.0,-0.4685886779245778,-0.0,1.0,-1.683174380960714,-1.223072884766821,0.0
2019-05-14,-0.0,-0.38771094764171354,-0.0,1.0,-1.7153180441367373,-1.2241021202942448,0.0
2019-05-15,-0.0,-0.38275386075403334,-0.0,1.0,-1.7143042015356742,-1.2166335950306273,0.0
2019-05-16,-0.0,-0.3864675929921464,-0.0,1.0,-1.7117027703460777,-1.2170104427375508,0.0
2019-05-17,-0.0,-0.3854427645788337,-0.0,1.0,-1.6938660907127427,-1.2403023758099352,0.0
2019-05-20,-0.0,-0.39072847682119205,-0.0,1.0,-1.695450807254469,-1.2422629095788424,0.0
2019-05-21,-0.0,-0.38344075788380844,-0.0,1.0,-1.698533546740494,-1.243846519877147,0.0
2019-05-22,-0.0,-0.37801400051853773,-0.0,1.0,-1.7024457695964048,-1.240687926713335,0.0
2019-05-23,-0.0,-0.39012175114411535,-0.0,1.0,-1.6938951731284002,-1.2334427078836026,0.0
2019-05-24,-0.0,-0.3880048430338148,-0.0,1.0,-1.7024561100060538,-1.2337196229352245,0.0
2019-05-28,-0.0,-0.3875701337936988,-0.0,1.0,-1.7008200258955546,-1.2275356063875702,0.0
2019-05-29,-0.0,-0.41368983957219246,-0.0,1.0,-1.687187165775401,-1.1771978609625668,0.0
2019-05-30,-0.0,-0.40905789361247596,-0.0,1.0,-1.6820764793847467,-1.181456953642384,0.0
2019-05-31,-0.0,-0.41924295623875996,-0.0,1.0,-1.6717906996660101,-1.19088807056607,0.0
2019-06-03,-0.0,-0.43652381155041065,-0.0,1.0,-1.6856194407796738,-1.1337191981955144,0.0
2019-06-04,-0.0,-0.40760201703462007,-0.0,1.0,-1.708080850883512,-1.1217848213907369,0.0
2019-06-05,-0.0,-0.393087828202332,-0.0,1.0,-1.7533344518077343,-1.0478147806392082,0.0
2019-06-06,-0.0,-0.3898361891993799,-0.0,1.0,-1.7175415811303363,-1.0821986677280153,0.0
2019-06-07,-0.0,-0.40276150627615065,-0.0,1.0,-1.7026778242677827,-1.078619246861925,0.0
2019-06-10,-0.0,-0.4055627696560969,-0.0,1.0,-1.6883089682905374,-1.0949189460897248,0.0
2019-06-11,-0.0,-0.4021415074532857,-0.0,1.0,-1.7113583875708587,-1.085534327104766,0.0
2019-06-12,-0.0,-0.3964323189926548,-0.0,1.0,-1.7102623294858343,-1.0905771248688354,0.0
2019-06-13,-0.0,-0.4310171619924655,-0.0,1.0,-1.6843449141900377,-1.0705316031812473,0.0
2019-06-14,-0.0,-0.43729282927033947,-0.0,1.0,-1.6869047119540135,-1.071623379347963,0.0
2019-06-17,-0.0,-0.44551874894904997,-0.0,1.0,-1.6790398520262315,-1.0791995964351775,0.0
2019-06-18,-0.0,-0.4682349981129702,-0.0,1.0,-1.6611733132050153,-1.063991277728855,0.0
2019-06-19,-0.0,-0.44612555379085517,-0.0,1.0,-1.6657610967148708,-1.0676669731672659,0.0
2019-06-20,-0.0,-0.4588171414251107,-0.0,1.0,-1.6529529696767187,-1.0649903934508396,0.0
2019-06-21,-0.0,-0.460839717024572,-0.0,1.0,-1.6621038971911761,-1.0630834275189418,0.0
2019-06-24,-0.0,-0.4539170506912443,-0.0,1.0,-1.664516129032258,-1.0709258483452033,0.0
2019-06-25,-0.0,-0.449112079075222,-0.0,1.0,-1.6678254313955436,-1.0713268554196684,0.0
2019-06-26,-0.0,-0.4491830749895266,-0.0,1.0,-1.6661499790532048,-1.0740259740259739,0.0
2019-06-27,-0.0,-0.4311040161317426,-0.0,1.0,-1.6683330532683582,-1.1014955469668963,0.0
2019-06-28,-0.0,-0.37806936123533874,-0.0,1.0,-1.7272382077461816,-1.1137456754704245,0.0
2019-07-01,-0.0,-0.36582299698290316,-0.0,1.0,-1.7191166610794504,-1.1054726785115656,0.0
2019-07-02,-0.0,-0.36850479420508314,-0.0,1.0,-1.7144412343507935,-1.1041326466524306,0.0
2019-07-03,-0.0,-0.38550067204301075,-0.0,1.0,-1.700478830645161,-1.114289314516129,0.0
2019-07-05,-0.0,-0.3845056236360584,-0.0,1.0,-1.696533490011751,-1.1157042135303004,0.0
2019-07-08,-0.0,-0.3893671523957502,-0.0,1.0,-1.6934027631965731,-1.1166169739218075,0.0
2019-07-09,-0.0,-0.3846702766234311,-0.0,1.0,-1.6942450572975696,-1.1186668345716326,0.0
2019-07-10,-0.0,-0.406766885808802,-0.0,1.0,-1.671956785729241,-1.1087056655918932,0.0
2019-07-11,-0.0,-0.4046521374685666,-0.0,1.0,-1.6776194467728416,-1.1088432523051133,0.0
2019-07-12,-0.0,-0.44249512670565305,-0.0,1.0,-1.6986609034663955,-1.0964912280701753,0.0
2019-07-15,-0.0,-0.45180697368978523,-0.0,1.0,-1.7071135025208661,-1.077786722026861,0.0
2019-07-16,-0.0,-0.47009847428257473,-0.0,1.0,-1.7169603989687672,-1.0393051857487003,0.0
2019-07-17,-0.0,-0.4661117717003567,-0.0,1.0,-1.735051809070834,-1.0454815695600475,0.0
2019-07-18,-0.0,-0.4640670182003742,-0.0,1.0,-1.7379656404150365,-1.0504337472359244,0.0
2019-07-19,-0.0,-0.4688740026453898,-0.0,1.0,-1.7524853863549088,-1.0453983018304391,0.0
2019-07-22,-0.0,-0.45807333960167534,-0.0,1.0,-1.7454910676126165,-1.070305154286691,0.0
2019-07-23,-0.0,-0.456852574270159,-0.0,1.0,-1.7595918892270759,-1.07039053457367,0.0
2019-07-24,-0.0,-0.4585580957273739,-0.0,1.0,-1.7599537631646545,-1.062676599023889,0.0
2019-07-25,-0.0,-0.4474065859068418,-0.0,1.0,-1.7626258317693224,-1.0554086333390207,0.0
2019-07-26,-0.0,-0.4708992506244796,-0.0,1.0,-1.692173189009159,-1.0001248959200666,0.0
2019-07-29,-0.0,-0.4245127188635613,-0.0,1.0,-1.6754625041295013,-1.0295259332672615,0.0
2019-07-30,-0.0,-0.42413479805071447,-0.0,1.0,-1.6721731229867018,-1.0334930205666142,0.0
2019-07-31,-0.0,-0.515339220692253,-0.0,1.0,-1.6606118946971917,-1.0093751307914451,0.0
2019-08-01,-0.0,-0.5426063584057789,-0.0,1.0,-1.6619629582965858,-0.9951702994414346,0.0
2019-08-02,-0.0,-0.536846975687726,-0.0,1.0,-1.6577353411289644,-1.0116934466223606,0.0
2019-08-05,-0.0,-0.53156592138932,-0.0,1.0,-1.6452871345274551,-1.0179118251604513,0.0
2019-08-06,-0.0,-0.5304512985672406,-0.0,1.0,-1.5825178578801768,-1.0160204797885959,0.0
2019-08-07,-0.0,-0.5408648872336024,-0.0,1.0,-1.5582040140699358,-1.0391475274156838,0.0
2019-08-08,-0.0,-0.5294361011129038,-0.0,1.0,-1.5548384427619875,-1.0529146497869348,0.0
2019-08-09,-0.0,-0.4751475746428266,-0.0,1.0,-1.6079219779279665,-1.1944135512019847,0.0
2019-08-12,-0.0,-0.4644233239147187,-0.0,1.0,-1.6483859919513655,-1.1683791420498328,0.0
2019-08-13,-0.0,-0.43993478633945426,-0.0,1.0,-1.6633773811566843,-1.1870173331045135,0.0
2019-08-14,-0.0,-0.44896481213257217,-0.0,1.0,-1.6326574081963021,-1.178410155917185,0.0
2019-08-15,-0.0,-0.47060795240289943,-0.0,1.0,-1.5871705702434322,-1.1321070934763482,0.0
2019-08-16,-0.0,-0.4609388097233864,-0.0,1.0,-1.598742665549036,-1.1314333612740988,0.0
2019-08-19,-0.0,-0.46153846153846156,-0.0,1.0,-1.591661455076089,-1.116072545340838,0.0
2019-08-20,-0.0,-0.45329326321061864,-0.0,1.0,-1.597003088738626,-1.1237165038817933,0.0
2019-08-21,-0.0,-0.46019579254322013,-0.0,1.0,-1.6003749218912726,-1.1052280774838574,0.0
2019-08-22,-0.0,-0.463107928047968,-0.0,1.0,-1.6068454363757496,-1.0939373750832777,0.0
2019-08-23,-0.0,-0.4669781801493596,-0.0,1.0,-1.6152113146147107,-1.089866077016146,0.0
2019-08-26,-0.0,-0.4601407284768212,-0.0,1.0,-1.6026490066225165,-1.0762831125827814,0.0
2019-08-27,-0.0,-0.45332014344008903,-0.0,1.0,-1.5778821977659618,-1.0906805160545732,0.0
2019-08-28,-0.0,-0.4449703654922621,-0.0,1.0,-1.5899736582153439,-1.080918669739875,0.0
2019-08-29,-0.0,-0.42930104205280284,-0.0,1.0,-1.591334074714774,-1.098150665183904,0.0
2019-08-30,-0.0,-0.4216471554734032,-0.0,1.0,-1.5950297802423494,-1.0909426987060997,0.0
2019-09-03,-0.0,-0.44064940402794905,-0.0,1.0,-1.602137279079326,-1.0673653925195232,0.0
2019-09-04,-0.0,-0.42525148840073906,-0.0,1.0,-1.6064463149250667,-1.0742352699650994,0.0
2019-09-05,-0.0,-0.4287355378682202,-0.0,1.0,-1.6065479609419873,-1.0674489209813736,0.0
2019-09-06,-0.0,-0.4302521008403361,-0.0,1.0,-1.605861856937897,-1.0631276901004305,0.0
2019-09-09,-0.0,-0.44196903923335246,-0.0,1.0,-1.6012777459251373,-1.052133671881399,0.0
2019-09-10,-0.0,-0.45442171258868175,-0.0,1.0,-1.540009899356542,-1.130341527800693,0.0
2019-09-11,-0.0,-0.4506577590828488,-0.0,1.0,-1.5509917934760196,-1.1222318446121489,0.0
2019-09-12,-0.0,-0.45143210385328664,-0.0,1.0,-1.5497630331753554,-1.1199258190809809,0.0
2019-09-13,-0.0,-0.44964744919120697,-0.0,1.0,-1.5424720033181252,-1.1555371215263377,0.0
2019-09-16,-0.0,-0.4479127803341209,-0.0,1.0,-1.541557849355387,-1.1559922066078017,0.0
2019-09-17,-0.0,-0.6861062633313942,-0.0,1.0,-1.9022202831103356,-1.2594531704479348,0.0
2019-09-18,-0.0,-0.7012967875036841,-0.0,1.0,-1.9107967383829452,-1.2999803517044894,0.0
