Date,IWF,IWM,MTUM,SPY,UNP,VLUE,VXX
2018-09-24,-0.27024338871986897,-0.5324128247133162,-0.09709220688041188,-0.4923941025040955,1.0,-0.533202667914814,0.0
2018-09-25,-0.2694098696734515,-0.5344852833504173,-0.09503587640943037,-0.494186557329038,1.0,-0.5355981842143799,0.0
2018-09-26,-0.26948983775552043,-0.534586774439173,-0.09523809523809525,-0.4940842265565513,1.0,-0.5352017805892345,0.0
2018-09-27,-0.2705827260221852,-0.5312143296162964,-0.09620393947376125,-0.4938976205110195,1.0,-0.5349313665232535,0.0
2018-09-28,-0.27102420747592426,-0.5309545414629863,-0.09639083218686884,-0.4938969060094254,1.0,-0.5348769136199982,0.0
2018-10-01,-0.2727006444053896,-0.5299941417691857,-0.09610427650849444,-0.49519625073227885,1.0,-0.535120093731693,0.0
2018-10-02,-0.27435469221528813,-0.5173595851278896,-0.10072954205853916,-0.49863760217983655,1.0,-0.5388356625941226,0.0
2018-10-03,-0.2745281913023092,-0.5182276403704138,-0.10101394912671434,-0.498388231156957,1.0,-0.5383307935763686,0.0
2018-10-04,-0.27728950606433467,-0.5135934845022558,-0.10154098552762643,-0.5018749633796215,1.0,-0.5353313411847426,0.0
2018-10-05,-0.2640538169055279,-0.5068733547821,-0.08818367943843229,-0.5146826557472945,1.0,-0.5510383152968705,0.0
2018-10-08,-0.26275517654274116,-0.5046581583481792,-0.08592038783914022,-0.5164568791799306,1.0,-0.5506848514938232,0.0
2018-10-09,-0.2612975783600619,-0.5052142669354132,-0.08202611515204626,-0.5187684398095405,1.0,-0.5538515467531329,0.0
2018-10-10,-0.2605413313825896,-0.5082077542062912,-0.07985369422092173,-0.5195903438185808,1.0,-0.5578931967812728,0.0
2018-10-11,-0.2485284310029866,-0.5057557920375794,-0.06387914286542755,-0.5187461942181112,1.0,-0.562762780178038,0.0
2018-10-12,-0.25229054772094095,-0.49972714478559327,-0.061320619237728705,-0.5078266364132464,1.0,-0.5510239250940633,0.0
2018-10-15,-0.23988870403304458,-0.5204233836268717,-0.043629166427628936,-0.5090356261832368,1.0,-0.5554471917847513,0.0
2018-10-16,-0.23942288385967933,-0.5223015804721338,-0.04225109715170811,-0.5090497088603964,1.0,-0.5553452083871153,0.0
2018-10-17,-0.22784487157679878,-0.494897091342065,-0.028349492544083463,-0.513267562510631,1.0,-0.5706185859273118,0.0
2018-10-18,-0.23239516864175022,-0.5043299908842297,-0.02435619872379216,-0.5133603008204193,1.0,-0.5742365542388331,0.0
2018-10-19,-0.22416381092639268,-0.49655895097567193,-0.016539692429692145,-0.517658387379988,1.0,-0.5772465943527146,0.0
2018-10-22,-0.2259224648146575,-0.4923682496531023,-0.012261773284626057,-0.5211678418712655,1.0,-0.5800979809135446,0.0
2018-10-23,-0.2249071159136674,-0.4942284239484954,-0.008253211945886156,-0.5256530247596358,1.0,-0.5831135312969739,0.0
2018-10-24,-0.22388993120700437,-0.49903348683836496,-0.009579851043265678,-0.5268065268065268,1.0,-0.5833759736198761,0.0
2018-10-25,-0.20322966174713028,-0.4700797687539954,-0.005614386169710109,-0.5339225659412434,1.0,-0.5665805052947552,0.0
2018-10-26,-0.19970676109328317,-0.46577957286710187,-0.0019364833462432222,-0.5355206373796614,1.0,-0.5634613256611707,0.0
2018-10-29,-0.1882528044982222,-0.46983269479893053,-0.0,-0.5307461205589703,1.0,-0.5674319891954466,0.0
2018-10-30,-0.19102765599580884,-0.47004163564673124,-0.0,-0.5308407091846582,1.0,-0.5654175972647311,0.0
2018-10-31,-0.1903946059467227,-0.47399690505139824,-0.0,-0.532027191334144,1.0,-0.5669282635127667,0.0
2018-11-01,-0.1753920918930859,-0.4862215595316987,-0.0,-0.531974817760106,1.0,-0.5676220455047494,0.0
2018-11-02,-0.17979659153380978,-0.46586036283672344,-0.0,-0.5387300714678395,1.0,-0.5643760307861462,0.0
2018-11-05,-0.174636803874092,-0.4822529165749505,-0.0,-0.5413548316090689,1.0,-0.5532412502751486,0.0
2018-11-06,-0.1778266850068776,-0.48473177441540577,-0.0,-0.5389270976616231,1.0,-0.5495460797799174,0.0
2018-11-07,-0.1778217930730929,-0.48471843965778105,-0.0,-0.5388847624549531,1.0,-0.5495309620092982,0.0
2018-11-08,-0.16431912042228483,-0.4843967945737494,-0.0,-0.5340371413724256,1.0,-0.5522522768919399,0.0
2018-11-09,-0.16445587068894785,-0.4843694445204168,-0.0,-0.5340097913190931,1.0,-0.552170226731942,0.0
2018-11-12,-0.16386061614866154,-0.478320189920048,-0.0,-0.5357055147761072,1.0,-0.5508772887275902,0.0
2018-11-13,-0.15027396517116043,-0.4749091303640211,-0.0,-0.5372429881191342,1.0,-0.550100363478544,0.0
2018-11-14,-0.15141074335322843,-0.4742539338035811,-0.0,-0.5375746066196418,1.0,-0.549755832881172,0.0
2018-11-15,-0.1508590320307842,-0.47504200314346107,-0.0,-0.5402688201181507,1.0,-0.5437103680017343,0.0
2018-11-16,-0.1512031216128333,-0.47482657706481685,-0.0,-0.5400498590938652,1.0,-0.5436538044656406,0.0
2018-11-19,-0.15265396808193568,-0.47435445850380686,-0.0,-0.5391931069986724,1.0,-0.543311566911426,0.0
2018-11-20,-0.12365489899943365,-0.46864802179131043,-0.0,-0.5442433722592303,1.0,-0.5604250384314572,0.0
2018-11-21,-0.11458848075550432,-0.4835557019711195,-0.0,-0.557788392906166,1.0,-0.5893867018064021,0.0
2018-11-23,-0.11448200054960155,-0.4874141247595493,-0.0,-0.5567738389667491,1.0,-0.5893652102225886,0.0
2018-11-26,-0.11417582417582418,-0.4887637362637363,-0.0,-0.5558516483516484,1.0,-0.5884615384615385,0.0
2018-11-27,-0.10438476294875308,-0.49583447519868457,-0.0,-0.5542066319539599,1.0,-0.586078377637709,0.0
2018-11-28,-0.11099447513812155,-0.4784254143646409,-0.0,-0.5736740331491713,1.0,-0.5993370165745856,0.0
2018-11-29,-0.10408645913540865,-0.47434275657243424,-0.0,-0.5717742822571774,1.0,-0.5997415025849742,0.0
2018-11-30,-0.10375075620084695,-0.4743441676291041,-0.0,-0.5719353242039268,1.0,-0.5997910135841171,0.0
2018-12-03,-0.10555325892241973,-0.4753479399200771,-0.0,-0.5735979054705801,1.0,-0.6014606586743834,0.0
2018-12-04,-0.10459893637540987,-0.4753795706924582,-0.0,-0.5738612879226255,1.0,-0.6016918795293599,0.0
2018-12-06,-0.09950773558368496,-0.43898085037325546,-0.0,-0.5769501244184788,1.0,-0.5893108298171589,0.0
2018-12-07,-0.09641977647281683,-0.439774849132682,-0.0,-0.5779503693881417,1.0,-0.5919952371931914,0.0
2018-12-10,-0.08658300118496176,-0.43972853603360984,-0.0,-0.5787460950123883,1.0,-0.5880372724334806,0.0
2018-12-11,-0.09119310530568274,-0.4382978723404255,-0.0,-0.5799353622407756,1.0,-0.5837866953945596,0.0
2018-12-12,-0.09116862829594118,-0.4383635433219316,-0.0,-0.579789382962105,1.0,-0.583990950469983,0.0
2018-12-13,-0.09056644410941203,-0.4346058582812836,-0.0,-0.5849127719147104,1.0,-0.5821397803144519,0.0
2018-12-14,-0.09040719594958528,-0.436685338791339,-0.0,-0.5838091134331574,1.0,-0.5821663255413121,0.0
2018-12-17,-0.08765036734034824,-0.43631421728248876,-0.0,-0.5833849134799107,1.0,-0.583761672811432,0.0
2018-12-18,-0.08226083226083225,-0.43157443157443154,-0.0,-0.5824217074217074,1.0,-0.58499570999571,0.0
2018-12-19,-0.08309202059202059,-0.43135993135993134,-0.0,-0.5819658944658944,1.0,-0.5848080223080223,0.0
2018-12-20,-0.08326644191148926,-0.4275432118585112,-0.0,-0.5821961791619843,1.0,-0.5826242842617863,0.0
2018-12-21,-0.08046406187491666,-0.42704360581410855,-0.0,-0.5837044939325243,1.0,-0.5758101080144019,0.0
2018-12-24,-0.07063197026022304,-0.4167817312798725,-0.0,-0.5822357939458311,1.0,-0.5856877323420074,0.0
2018-12-26,-0.06913541004450095,-0.4171699512608603,-0.0,-0.5788302606484425,1.0,-0.58375715193897,0.0
2018-12-27,-0.06299850937524516,-0.40816966970893587,-0.0,-0.5603964538821622,1.0,-0.5835403645492822,0.0
2018-12-28,-0.06192816437496732,-0.40910754430909185,-0.0,-0.5602028546034401,1.0,-0.5828410100904481,0.0
2018-12-31,-0.06279246072203487,-0.4080202859906413,-0.0,-0.5602697827621363,1.0,-0.5830915222335503,0.0
2019-01-02,-0.062062297480924004,-0.40780809031044213,-0.0,-0.559867252012125,1.0,-0.5834117278143618,0.0
2019-01-03,-0.06901596092056111,-0.40571040463937724,-0.0,-0.5652934876309397,1.0,-0.5722682270578093,0.0
2019-01-04,-0.07089230125304104,-0.4048447432443038,-0.0,-0.5680539932508437,1.0,-0.572134878489026,0.0
2019-01-07,-0.06503980705894558,-0.39501050283965666,-0.0,-0.5672570732086823,1.0,-0.566012292212339,0.0
2019-01-08,-0.06701017581108723,-0.38637010952590556,-0.0,-0.5719427254602418,1.0,-0.5639418968954714,0.0
2019-01-09,-0.06729732643380767,-0.45140685640362227,-0.0,-0.6063227684346701,1.0,-0.5701002587322122,0.0
2019-01-10,-0.06859575385278587,-0.44835111542192047,-0.0,-0.6087940510830908,1.0,-0.5685418687358552,0.0
2019-01-11,-0.07079813731860515,-0.44531080788390726,-0.0,-0.6133853151397011,1.0,-0.5778914879792072,0.0
2019-01-14,-0.08110521757956267,-0.44565923360034637,-0.0,-0.6152305693873132,1.0,-0.5642184455509851,0.0
2019-01-15,-0.07803397729428022,-0.4409732571056981,-0.0,-0.6162516595767741,1.0,-0.5742271113880836,0.0
2019-01-16,-0.06729675567350919,-0.4391214862156746,-0.0,-0.6127119103071007,1.0,-0.588988788387586,0.0
2019-01-17,-0.06755988631749898,-0.4377588306942753,-0.0,-0.6131817566653133,1.0,-0.5881986737041548,0.0
2019-01-18,-0.0711061561888188,-0.4380574287578856,-0.0,-0.6127637589732434,1.0,-0.5972373286926257,0.0
2019-01-22,-0.0,-0.40140208669934546,-0.0,-0.7099433140728975,1.0,-0.6271325683928033,0.0
2019-01-23,-0.0,-0.4128191935876953,-0.0,-0.701102114869073,1.0,-0.5939505537653335,0.0
2019-01-24,-0.0,-0.4198188454778964,-0.0,-0.686440448830607,1.0,-0.5975395430579965,0.0
2019-01-25,-0.0,-0.38436544868794226,-0.0,-0.7124211801635598,1.0,-0.6567172398601205,0.0
2019-01-28,-0.0,-0.3763763488218454,-0.0,-0.7218674300814798,1.0,-0.6544538647874917,0.0
2019-01-29,-0.0,-0.3680567047272326,-0.0,-0.7262948866457059,1.0,-0.6636328534392409,0.0
2019-01-30,-0.0,-0.36640926640926647,-0.0,-0.7240209597352455,1.0,-0.6674020959735245,0.0
2019-01-31,-0.0,-0.3608162593598288,-0.0,-0.6994432101812995,1.0,-0.6825475191310787,0.0
2019-02-01,-0.0,-0.3590730406575584,-0.0,-0.7034114962751189,1.0,-0.6865052093355692,0.0
2019-02-04,-0.0,-0.35899057096517034,-0.0,-0.7034664760700443,1.0,-0.6865052093355692,0.0
2019-02-05,-0.0,-0.35282048476226957,-0.0,-0.7022760846966133,1.0,-0.6805547956447995,0.0
2019-02-06,-0.0,-0.334907978810551,-0.0,-0.7030473485882802,1.0,-0.6926437660422697,0.0
2019-02-07,-0.0,-0.33814736957055885,-0.0,-0.7053427612001419,1.0,-0.6865871304157908,0.0
2019-02-08,-0.0,-0.34186701676649983,-0.0,-0.7209047892563114,1.0,-0.6723831405049095,0.0
2019-02-11,-0.0,-0.34684352738884794,-0.0,-0.7182510439695406,1.0,-0.6642375610688065,0.0
2019-02-12,-0.0,-0.35332734057911797,-0.0,-0.7070360382446679,1.0,-0.6635885701833238,0.0
2019-02-13,-0.0,-0.3484198523023458,-0.0,-0.7053920503909644,1.0,-0.6612185056472633,0.0
2019-02-14,-0.0,-0.3432292091455292,-0.0,-0.7093494277247642,1.0,-0.6660685642824131,0.0
2019-02-15,-0.0,-0.3627536310721862,-0.0,-0.6995865745525758,1.0,-0.6575640537453082,0.0
2019-02-19,-0.0,-0.35177436008912555,-0.0,-0.7097983805227976,1.0,-0.6556980598880495,0.0
2019-02-20,-0.0,-0.35326249422507267,-0.0,-0.7086719026007554,1.0,-0.6556784520477212,0.0
2019-02-21,-0.0,-0.35520952225664437,-0.0,-0.7093592043045818,1.0,-0.6529702701233763,0.0
2019-02-22,-0.0,-0.35755419134025096,-0.0,-0.7067148367468897,1.0,-0.6520888792307273,0.0
2019-02-25,-0.0,-0.3526991174400347,-0.0,-0.7017434620174346,1.0,-0.65282365044128,0.0
2019-02-26,-0.0,-0.3559634020897623,-0.0,-0.7003140057387255,1.0,-0.6506686156678035,0.0
2019-02-27,-0.0,-0.35190099653379553,-0.0,-0.7088929809358753,1.0,-0.6471782928942807,0.0
2019-02-28,-0.0,-0.353047807148075,-0.0,-0.7087741132545115,1.0,-0.6437055274478505,0.0
2019-03-01,-0.0,-0.35791352316054187,-0.0,-0.7010627078770179,1.0,-0.6451150590843947,0.0
2019-03-04,-0.0,-0.3512665927708237,-0.0,-0.699072697288383,1.0,-0.6531401227391928,0.0
2019-03-05,-0.0,-0.340835229119272,-0.0,-0.7145488029465931,1.0,-0.652881594626801,0.0
2019-03-06,-0.0,-0.34106847905553594,-0.0,-0.7147112182177574,1.0,-0.6519725975467764,0.0
2019-03-07,-0.0,-0.319210490739489,-0.0,-0.7359199675544139,1.0,-0.648668379072597,0.0
2019-03-08,-0.0,-0.31012675406454415,-0.0,-0.7523545856743479,1.0,-0.651738457780311,0.0
2019-03-11,-0.0,-0.3098045638170106,-0.0,-0.753057102303745,1.0,-0.6666939622229501,0.0
2019-03-12,-0.0,-0.27251725750116884,-0.0,-0.7674156376337284,1.0,-0.7102939963147329,0.0
2019-03-13,-0.0,-0.2839905014358295,-0.0,-0.7682792136072454,1.0,-0.708940799646565,0.0
2019-03-14,-0.0,-0.28419948086375435,-0.0,-0.7679074391119456,1.0,-0.7092560888054343,0.0
2019-03-15,-0.0,-0.2879690949227373,-0.0,-0.7641004415011037,1.0,-0.7073123620309051,0.0
2019-03-18,-0.0,-0.30257051549256636,-0.0,-0.7665694039182992,1.0,-0.7097957482284285,0.0
2019-03-19,-0.0,-0.30424850257696057,-0.0,-0.7637832567209918,1.0,-0.7178437108232345,0.0
2019-03-20,-0.0,-0.3329402184595513,-0.0,-0.7577008395810519,1.0,-0.7173223261168675,0.0
2019-03-21,-0.0,-0.3339136294715561,-0.0,-0.7812377155051383,1.0,-0.6927331948110294,0.0
2019-03-22,-0.0,-0.3322719715968328,-0.0,-0.7990926766040182,1.0,-0.6864098734819241,0.0
2019-03-25,-0.0,-0.27533717611505965,-0.0,-0.8314958867312104,1.0,-0.6913089708433601,0.0
2019-03-26,-0.0,-0.28835027804302643,-0.0,-0.8225860809975847,1.0,-0.6975790597090378,0.0
2019-03-27,-0.0,-0.2711636128959848,-0.0,-0.8348999691349365,1.0,-0.6998512865119673,0.0
2019-03-28,-0.0,-0.2756070918410218,-0.0,-0.8318068509649049,1.0,-0.693443128028457,0.0
2019-03-29,-0.0,-0.28028030833917306,-0.0,-0.8315346881569727,1.0,-0.6912683952347582,0.0
2019-04-01,-0.0,-0.2807494118964938,-0.0,-0.831102274000224,1.0,-0.6886131959224824,0.0
2019-04-02,-0.0,-0.2858743766459349,-0.0,-0.8381240544629349,1.0,-0.6776208886647617,0.0
2019-04-03,-0.0,-0.2852620668403507,-0.0,-0.8369050620500322,1.0,-0.6791607137854722,0.0
