Date,BIT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.11782445923460898,-0.23708749306711036,-0.0,-0.20152176927343315,-0.17678868552412644,0.0
2018-09-25,1.0,-0.11793049657682643,-0.23705693734292402,-0.0,-0.20150792962995062,-0.17675708466938211,0.0
2018-09-26,1.0,-0.11692750806815423,-0.23666585695943368,-0.0,-0.20208557448728184,-0.1793906374709373,0.0
2018-09-27,1.0,-0.11602719006971365,-0.24003407451191738,-0.0,-0.20251734149267223,-0.17991689991481372,0.0
2018-09-28,1.0,-0.11435235144637447,-0.24259407526020815,-0.0,-0.20303199081003934,-0.18054443554843874,0.0
2018-10-01,1.0,-0.11508523865080886,-0.2420464241558849,-0.0,-0.20358019746808995,-0.18062932070280532,0.0
2018-10-02,1.0,-0.11725243513565317,-0.2345222952133684,-0.0,-0.20681663733468086,-0.183920263465124,0.0
2018-10-03,1.0,-0.11678577653826043,-0.22870838417291267,-0.0,-0.20936029283597699,-0.1882342687815932,0.0
2018-10-04,1.0,-0.11792485710302522,-0.22687508713230167,-0.0,-0.21075561132022863,-0.18709047818207164,0.0
2018-10-05,1.0,-0.12130792475240608,-0.23065099299575556,-0.0,-0.2098827968070427,-0.18485266632897243,0.0
2018-10-08,1.0,-0.12101532767710625,-0.230299221395901,-0.0,-0.2098041269508746,-0.1846304249153312,0.0
2018-10-09,1.0,-0.12419808764661669,-0.2314926495009352,-0.0,-0.20939745136084745,-0.18294963903018863,0.0
2018-10-10,1.0,-0.1251092084571029,-0.23082299493272757,-0.0,-0.20987244452210377,-0.18154813908789097,0.0
2018-10-11,1.0,-0.09460263493412664,-0.2227114322141946,-0.0,-0.19792605184870377,-0.18470038249043771,0.0
2018-10-12,1.0,-0.09657106394411606,-0.2174570123589468,-0.0,-0.18966617409994624,-0.1755104782375067,0.0
2018-10-15,1.0,-0.08847957133288681,-0.22364367046215677,-0.0,-0.18740790354989956,-0.1749497655726725,0.0
2018-10-16,1.0,-0.08932998324958125,-0.22261306532663316,-0.0,-0.18777219430485764,-0.17532663316582917,0.0
2018-10-17,1.0,-0.08440254286520492,-0.21279067837402696,-0.0,-0.18600096270353714,-0.1766560990588743,0.0
2018-10-18,1.0,-0.0841396020379375,-0.21222430588977212,-0.0,-0.18651774897522277,-0.17667656869741274,0.0
2018-10-19,1.0,-0.07736870690080809,-0.20534553414196607,-0.0,-0.1870772370434983,-0.17600105330722007,0.0
2018-10-22,1.0,-0.07762481886444474,-0.20613226188907918,-0.0,-0.18696482676854168,-0.17596495850349095,0.0
2018-10-23,1.0,-0.07574957944387638,-0.206847643236468,-0.0,-0.1892337632351486,-0.17740871458257743,0.0
2018-10-24,1.0,-0.07506380176175188,-0.2047089816415576,-0.0,-0.1890343294640652,-0.17768996460031286,0.0
2018-10-25,1.0,-0.06407263712027304,-0.188161050920038,-0.0,-0.1909461178099393,-0.16670154708050935,0.0
2018-10-26,1.0,-0.0577276725033981,-0.18391300871511954,-0.0,-0.1936195730390981,-0.16384424722155594,0.0
2018-10-29,1.0,-0.052500039796876743,-0.1847052643308553,-0.0,-0.19043601458157564,-0.1642337509352266,0.0
2018-10-30,1.0,-0.054580493087851185,-0.18487609097279736,-0.0,-0.19051411097661974,-0.16270624960183475,0.0
2018-10-31,1.0,-0.05673949899386815,-0.17685738278959962,-0.0,-0.18992917465498393,-0.16093356360813144,0.0
2018-11-01,1.0,-0.052223330325624095,-0.18020927324246885,-0.0,-0.18965981225562362,-0.16091244400120308,0.0
2018-11-02,1.0,-0.0534854725944163,-0.1739500970597983,-0.0,-0.19115256537727066,-0.15960418540788787,0.0
2018-11-05,1.0,-0.0523484215010334,-0.17698752031301768,-0.0,-0.19137623653029992,-0.1569979331997539,0.0
2018-11-06,1.0,-0.049519048221744084,-0.17572142766738388,-0.0,-0.19503860270851792,-0.16178331856727,0.0
2018-11-07,1.0,-0.04978300123546742,-0.17605410713720024,-0.0,-0.1958691038109418,-0.16222637564545253,0.0
2018-11-08,1.0,-0.0454344740577196,-0.17536666140987225,-0.0,-0.19375492824475635,-0.16248225831887714,0.0
2018-11-09,1.0,-0.04504660809766407,-0.17545464582577563,-0.0,-0.19431870159776662,-0.16242646015047082,0.0
2018-11-12,1.0,-0.04493216155454589,-0.1695725313251686,-0.0,-0.19640920024525602,-0.16122439354159132,0.0
2018-11-13,1.0,-0.04002623647181922,-0.1668827011072416,-0.0,-0.19568035231833586,-0.15910546124654476,0.0
2018-11-14,1.0,-0.03944097922431178,-0.16784692585471087,-0.0,-0.19614188122371773,-0.1598274164048211,0.0
2018-11-15,1.0,-0.03921354280538464,-0.1676453134272418,-0.0,-0.19633319798856858,-0.1584783083986632,0.0
2018-11-16,1.0,-0.03805915462213699,-0.16477228432885854,-0.0,-0.19597112431201957,-0.16034426306188315,0.0
2018-11-19,1.0,-0.03960890108690567,-0.16442372167729663,-0.0,-0.19520638732515166,-0.16015095045768551,0.0
2018-11-20,1.0,-0.03870646301399723,-0.16377847322777025,-0.0,-0.19496473445747114,-0.15952792439316799,0.0
2018-11-21,1.0,-0.04048514100957596,-0.16110518092232481,-0.0,-0.19363871227239676,-0.15176126606952245,0.0
2018-11-23,1.0,-0.04112045510759337,-0.15551570615879295,-0.0,-0.19655886717783824,-0.1526867425179322,0.0
2018-11-26,1.0,-0.041051639128889164,-0.15582930184392343,-0.0,-0.19630906196386347,-0.15242894016909073,0.0
2018-11-27,1.0,-0.04023272323219852,-0.15565295225161271,-0.0,-0.19565418685761907,-0.1517022130312664,0.0
2018-11-28,1.0,-0.03953423726719585,-0.1591870772461933,-0.0,-0.19445902955801958,-0.15111035611699664,0.0
2018-11-29,1.0,-0.035997352909491055,-0.1574403250380904,-0.0,-0.19383781953614357,-0.15171522230943257,0.0
2018-11-30,1.0,-0.035786298080623065,-0.15742892764241406,-0.0,-0.19372316027643954,-0.15227262232757163,0.0
2018-12-03,1.0,-0.03472681673410983,-0.15787854076592864,-0.0,-0.19383625928946197,-0.15218561998984506,0.0
2018-12-04,1.0,-0.03670858696659766,-0.15788091338874644,-0.0,-0.19659796681395422,-0.1537867317615796,0.0
2018-12-06,1.0,-0.03655696049367778,-0.13402202190090146,-0.0,-0.1981366083852623,-0.14379272793272432,0.0
2018-12-07,1.0,-0.034058914353183374,-0.13472192788592535,-0.0,-0.198919197117859,-0.14602948745118222,0.0
2018-12-10,1.0,-0.0259289843104872,-0.13557540725170783,-0.0,-0.19950454170107348,-0.14037985136251033,0.0
2018-12-11,1.0,-0.01974060365321537,-0.13874093466943516,-0.0,-0.19885047094580363,-0.14728717161686378,0.0
2018-12-12,1.0,-0.019757433489827853,-0.13878355603707718,-0.0,-0.19883832912001925,-0.14736065968460335,0.0
2018-12-13,1.0,-0.019003448327786897,-0.13639717508169075,-0.0,-0.2039030854251683,-0.1465313436431809,0.0
2018-12-14,1.0,-0.020700349271347705,-0.13162411176683125,-0.0,-0.20664217752619532,-0.14651330844273153,0.0
2018-12-17,1.0,-0.018796484110885733,-0.13101945759146572,-0.0,-0.2050033806626099,-0.1477124183006536,0.0
2018-12-18,1.0,-0.02097381690055282,-0.13809914342992527,-0.0,-0.2105431018771642,-0.14914039244274344,0.0
2018-12-19,1.0,-0.026654285844762763,-0.13760979099751874,-0.0,-0.20892636962842312,-0.14904175482928164,0.0
2018-12-20,1.0,-0.026099359655245666,-0.1333950411216655,-0.0,-0.21061576279930805,-0.14727929349640373,0.0
2018-12-21,1.0,-0.024744186046511626,-0.1401550387596899,-0.0,-0.21875968992248063,-0.16671317829457363,0.0
2018-12-24,1.0,-0.025427675494427024,-0.14204104442857587,-0.0,-0.21986090844173992,-0.16501598931975536,0.0
2018-12-26,1.0,-0.02686001356099365,-0.14627380878998952,-0.0,-0.20894717376564134,-0.15892559945756024,0.0
2018-12-27,1.0,-0.02536926545699955,-0.14434713253677314,-0.0,-0.20450327469055324,-0.15960857094651593,0.0
2018-12-28,1.0,-0.023166674332674057,-0.14686536957821628,-0.0,-0.20462106925471077,-0.15853303282584366,0.0
2018-12-31,1.0,-0.011572476949131282,-0.17107821614501664,-0.0,-0.2178699115599323,-0.16756570281628302,0.0
2019-01-02,1.0,-0.007011696641931834,-0.17331153314048547,-0.0,-0.2190919381209911,-0.17271412400955855,0.0
2019-01-03,1.0,-0.0,-0.17800053757490475,-0.0,-0.21627903299761253,-0.1868230904232612,0.0
2019-01-04,1.0,-0.0,-0.17964533538936003,-0.0,-0.20535615942599086,-0.18848834830771166,0.0
2019-01-07,1.0,-0.0,-0.16934932571002423,-0.0,-0.2027997016966006,-0.18151451121745077,0.0
2019-01-08,1.0,-0.0,-0.1796841989953209,-0.0,-0.19974648284064414,-0.18549005492871787,0.0
2019-01-09,1.0,-0.0,-0.17872786433890245,-0.0,-0.19962768287341218,-0.18598648394969025,0.0
2019-01-10,1.0,-0.0,-0.17767005473025801,-0.0,-0.20060985144644253,-0.18544175136825647,0.0
2019-01-11,1.0,-0.0,-0.1741948615177467,-0.0,-0.20232969579308296,-0.18913121761049617,0.0
2019-01-14,1.0,-0.0,-0.17509276800951948,-0.0,-0.20289968529333482,-0.1877280057617937,0.0
2019-01-15,1.0,-0.0,-0.17195754753954445,-0.0,-0.20445531361206482,-0.19127122231105675,0.0
2019-01-16,1.0,-0.0,-0.16934272300469483,-0.0,-0.20305164319248828,-0.1925508607198748,0.0
2019-01-17,1.0,-0.0,-0.16688051574137822,-0.0,-0.204293672153721,-0.19355949176941856,0.0
2019-01-18,1.0,-0.0,-0.16784937080140033,-0.0,-0.2068312990822216,-0.20225817642791813,0.0
2019-01-22,1.0,-0.0,-0.1414813254281157,-0.0,-0.18835585517801787,-0.17496313239233152,0.0
2019-01-23,1.0,-0.0,-0.14176331325481736,-0.0,-0.18776409242110942,-0.16886930983847284,0.0
2019-01-24,1.0,-0.0,-0.14343131373725257,-0.0,-0.18614277144571087,-0.170125974805039,0.0
2019-01-25,1.0,-0.0,-0.12457892383365628,-0.0,-0.19840512744075123,-0.167565956178268,0.0
2019-01-28,1.0,-0.0,-0.1206795985821755,-0.0,-0.20776812287812393,-0.16713279392190003,0.0
2019-01-29,1.0,-0.0,-0.12031729402080371,-0.0,-0.20294843972161938,-0.17340417570904737,0.0
2019-01-30,1.0,-0.0,-0.11976352615430666,-0.0,-0.202559305545162,-0.17434707775200178,0.0
2019-01-31,1.0,-0.0,-0.12469316145354878,-0.0,-0.21229462524283543,-0.16898332906645785,0.0
2019-02-01,1.0,-0.0,-0.12579158165193077,-0.0,-0.21855966145242953,-0.16702183934104134,0.0
2019-02-04,1.0,-0.0,-0.12913751498687226,-0.0,-0.22918152706742956,-0.15933890819687058,0.0
2019-02-05,1.0,-0.0,-0.1283413530867196,-0.0,-0.22837322970901197,-0.1612198120797219,0.0
2019-02-06,1.0,-0.0,-0.1244434990047559,-0.0,-0.23268959020254357,-0.16230835853098932,0.0
2019-02-07,1.0,-0.0,-0.12526794265647093,-0.0,-0.23738579181805747,-0.15760349047568373,0.0
2019-02-08,1.0,-0.0,-0.12421026991642183,-0.0,-0.23943854948467735,-0.15872242605081677,0.0
2019-02-11,1.0,-0.0,-0.11877458903900698,-0.0,-0.24076672054652473,-0.1653450852420019,0.0
2019-02-12,1.0,-0.0,-0.12590995289655593,-0.0,-0.23940172508717197,-0.1640209212699578,0.0
2019-02-13,1.0,-0.0,-0.1289824732973733,-0.0,-0.2383600996286845,-0.16070473541860858,0.0
2019-02-14,1.0,-0.0,-0.12410647319036905,-0.0,-0.24354441230043933,-0.16301602608256419,0.0
2019-02-15,1.0,-0.0,-0.13686341261443621,-0.0,-0.2382573492202236,-0.15836285289291685,0.0
2019-02-19,1.0,-0.0,-0.13014423003234063,-0.0,-0.2452370369235014,-0.15735021381604158,0.0
2019-02-20,1.0,-0.0,-0.13004553049930248,-0.0,-0.24796492465238923,-0.15500298937621684,0.0
2019-02-21,1.0,-0.0,-0.12588366993298677,-0.0,-0.2501418472343623,-0.15745809756022758,0.0
2019-02-22,1.0,-0.0,-0.1264189728170829,-0.0,-0.2541725470945573,-0.1534178069583359,0.0
2019-02-25,1.0,-0.0,-0.12795530107129663,-0.0,-0.257603743381357,-0.1536756557074252,0.0
2019-02-26,1.0,-0.0,-0.12603617762164493,-0.0,-0.25840497981572214,-0.15632800221872975,0.0
2019-02-27,1.0,-0.0,-0.12483242160412975,-0.0,-0.2594498805763156,-0.15666846444256105,0.0
2019-02-28,1.0,-0.0,-0.12600403928279605,-0.0,-0.260456654795492,-0.15525029677936572,0.0
2019-03-01,1.0,-0.0,-0.1257689994911883,-0.0,-0.2666173273509413,-0.14945187103936353,0.0
2019-03-04,1.0,-0.0,-0.12826156738661898,-0.0,-0.24036624325522388,-0.15993335473318965,0.0
2019-03-05,1.0,-0.0,-0.12636708010020162,-0.0,-0.24312641290401418,-0.15795503146575426,0.0
2019-03-06,1.0,-0.0,-0.12470602608350387,-0.0,-0.24564002321248588,-0.1568064506276534,0.0
2019-03-07,1.0,-0.0,-0.12222205274477205,-0.0,-0.24914202040847455,-0.15393297844755266,0.0
2019-03-08,1.0,-0.0,-0.1178036096665647,-0.0,-0.25969715509330066,-0.15201896604466197,0.0
2019-03-11,1.0,-0.0,-0.1159623472862007,-0.0,-0.261643223589949,-0.16301283335130723,0.0
2019-03-12,1.0,-0.0,-0.10527543624996112,-0.0,-0.26882640206538305,-0.18117204267628853,0.0
2019-03-13,1.0,-0.0,-0.1091338041372414,-0.0,-0.27246734579088805,-0.18080119992500468,0.0
2019-03-14,1.0,-0.0,-0.11041344516814271,-0.0,-0.27141808412601726,-0.18010714899333052,0.0
2019-03-15,1.0,-0.0,-0.10995616781465246,-0.0,-0.27074201628052597,-0.18473700688791483,0.0
2019-03-18,1.0,-0.0,-0.11600529517445708,-0.0,-0.27248085227093644,-0.18745863144955402,0.0
2019-03-19,1.0,-0.0,-0.11680434679597544,-0.0,-0.2711851021149564,-0.19151490262355675,0.0
2019-03-20,1.0,-0.0,-0.11872153340080971,-0.0,-0.27048013663967607,-0.1922918775303644,0.0
2019-03-21,1.0,-0.0,-0.11925546383274821,-0.0,-0.27686054970427304,-0.18531169940222034,0.0
2019-03-22,1.0,-0.0,-0.11848423855333849,-0.0,-0.2837852829770036,-0.18259188233988938,0.0
2019-03-25,1.0,-0.0,-0.08332810047095762,-0.0,-0.3003453689167975,-0.18620094191522762,0.0
2019-03-26,1.0,-0.0,-0.08563100677485426,-0.0,-0.29810934299669134,-0.1918071529856625,0.0
2019-03-27,1.0,-0.0,-0.0773772040302267,-0.0,-0.30414042821158693,-0.1927896725440806,0.0
2019-03-28,1.0,-0.0,-0.07520671589976646,-0.0,-0.3054819163037304,-0.19729533547939154,0.0
2019-03-29,1.0,-0.0,-0.06966451409670814,-0.0,-0.30603244605449675,-0.19935422901244287,0.0
2019-04-01,1.0,-0.0,-0.07218113586760248,-0.0,-0.3062634446590356,-0.1917188751236516,0.0
2019-04-02,1.0,-0.0,-0.0701304457953394,-0.0,-0.30819402228976694,-0.20473974164133737,0.0
2019-04-03,1.0,-0.0,-0.0709448769065249,-0.0,-0.3080817669767736,-0.2031516992595405,0.0
2019-04-04,1.0,-0.0,-0.07044148607791302,-0.0,-0.30843873173665964,-0.2040745255093157,0.0
2019-04-05,1.0,-0.0,-0.0707310510738648,-0.0,-0.30954528908092366,-0.20241204121361758,0.0
2019-04-08,1.0,-0.0,-0.07288864981172674,-0.0,-0.3093851849507958,-0.1998544441983356,0.0
2019-04-09,1.0,-0.0,-0.06792129754411555,-0.0,-0.3205174956003361,-0.19702566866963678,0.0
2019-04-10,1.0,-0.0,-0.06568671026731857,-0.0,-0.3154803479586006,-0.206219442504286,0.0
2019-04-11,1.0,-0.0,-0.06151647479158395,-0.0,-0.32174672489082967,-0.20466851925367208,0.0
2019-04-12,1.0,-0.0,-0.06261805368168759,-0.0,-0.32043935810542695,-0.20421898065110078,0.0
2019-04-15,1.0,-0.0,-0.06336954450161997,-0.0,-0.31829299282129475,-0.206546598056032,0.0
2019-04-16,1.0,-0.0,-0.06434086359736918,-0.0,-0.31771677310710766,-0.20660566199599656,0.0
2019-04-17,1.0,-0.0,-0.0583504204218524,-0.0,-0.32686408214518464,-0.20428210385770826,0.0
2019-04-18,1.0,-0.0,-0.06309675366008911,-0.0,-0.32665499681731386,-0.20159134309357096,0.0
2019-04-22,1.0,-0.0,-0.06291876714951185,-0.0,-0.32847297555995153,-0.20391168400229723,0.0
2019-04-23,1.0,-0.0,-0.06560515651424742,-0.0,-0.3277545550272823,-0.20209642936915664,0.0
2019-04-24,1.0,-0.0,-0.0652430655303393,-0.0,-0.3295828146445785,-0.20113951929522167,0.0
2019-04-25,1.0,-0.0,-0.062988226648988,-0.0,-0.3331363120816626,-0.20134506941005448,0.0
2019-04-26,1.0,-0.0,-0.0613935487997953,-0.0,-0.3336265212454622,-0.20417073131726662,0.0
2019-04-29,1.0,-0.0,-0.06386586887658785,-0.0,-0.3346238761078937,-0.2013566697597031,0.0
2019-04-30,1.0,-0.0,-0.062212055285385204,-0.0,-0.335567571026363,-0.2019132326593294,0.0
2019-05-01,1.0,-0.0,-0.050231690050199514,-0.0,-0.3447354871926889,-0.21400759428497876,0.0
2019-05-02,1.0,-0.0,-0.04763740942465577,-0.0,-0.34576886618145597,-0.21325171510740507,0.0
