Date,IWF,IWM,MTUM,NVEE,SPY,VLUE,VXX
2018-10-17,-0.48646190068493156,-1.561697345890411,-0.0,1.0,-1.1210402397260275,-1.1818814212328768,0.0
2018-10-18,-0.48555377207062594,-1.5600856072766185,-0.0,1.0,-1.1227394328517923,-1.182075976457999,0.0
2018-10-19,-0.45556793463844236,-1.5424690965037933,-0.0,1.0,-1.1253116876226856,-1.1819725184359913,0.0
2018-10-22,-0.455967340013785,-1.5352844493929272,-0.0,1.0,-1.1271406606224486,-1.1836063835427602,0.0
2018-10-23,-0.45684902459711624,-1.5350932994062765,-0.0,1.0,-1.1261662425784562,-1.1829410517387615,0.0
2018-10-24,-0.4531638866825523,-1.5298914482393435,-0.0,1.0,-1.1266613714588298,-1.1854911305268732,0.0
2018-10-25,-0.400438194232141,-1.4555691429736064,-0.0,1.0,-1.108835218587588,-1.130388260470804,0.0
2018-10-26,-0.3686680121089808,-1.4362260343087792,-0.0,1.0,-1.122452068617558,-1.1181130171543896,0.0
2018-10-29,-0.33960276858260613,-1.4455311465543186,-0.0,1.0,-1.1084361520714214,-1.1219781322098505,0.0
2018-10-30,-0.354802999043929,-1.4498565893423239,-0.0,1.0,-1.1122628692195442,-1.1150304433150506,0.0
2018-10-31,-0.36049530657080087,-1.4169662472538445,-0.0,1.0,-1.108897543439185,-1.1067006191332136,0.0
2018-11-01,-0.35579945123472184,-1.4192566724869047,-0.0,1.0,-1.1077575455225743,-1.1059116986779745,0.0
2018-11-02,-0.3565104943797871,-1.4083855565502834,-0.0,1.0,-1.106933253755098,-1.1018601412513678,0.0
2018-11-05,-0.35069392627965973,-1.4261553002039498,-0.0,1.0,-1.1085907575983684,-1.0889419489628414,0.0
2018-11-06,-0.3556793316093097,-1.4295802665605728,-0.0,1.0,-1.1046847026059279,-1.0831509846827132,0.0
2018-11-07,-0.3588358835883589,-1.436893689368937,-0.0,1.0,-1.1144614461446145,-1.0903590359035904,0.0
2018-11-08,-0.30787209707096325,-1.4498483266199214,-0.0,1.0,-1.1057238052613259,-1.1095032075190214,0.0
2018-11-09,-0.30658754301102076,-1.4542462474442726,-0.0,1.0,-1.1131501520969431,-1.1127512092953673,0.0
2018-11-12,-0.30473490500348155,-1.4464836367253555,-0.0,1.0,-1.11285188500945,-1.109569282801154,0.0
2018-11-13,-0.28399703190699976,-1.4461043779371754,-0.0,1.0,-1.1112045510759336,-1.1055651743754638,0.0
2018-11-14,-0.2834472778082739,-1.462797544787664,-0.0,1.0,-1.1244573082489147,-1.1196167473426817,0.0
2018-11-15,-0.28151029976557435,-1.4633647563469498,-0.0,1.0,-1.12479425407751,-1.1181106289590503,0.0
2018-11-16,-0.27404255319148935,-1.4519148936170212,-0.0,1.0,-1.1359198998748434,-1.1443304130162704,0.0
2018-11-19,-0.2783954326923077,-1.451221955128205,-0.0,1.0,-1.134364983974359,-1.1440304487179487,0.0
2018-11-20,-0.21902819913462976,-1.4404933605212116,-0.0,1.0,-1.1402993982195255,-1.1735713930471976,0.0
2018-11-21,-0.2162908875622872,-1.4326311115496573,-0.0,1.0,-1.1329123291726282,-1.1518081799792788,0.0
2018-11-23,-0.21711498669819687,-1.421470095575919,-0.0,1.0,-1.1360232535225145,-1.151985417282491,0.0
2018-11-26,-0.2196171538803977,-1.4201414651036257,-0.0,1.0,-1.1456200227531286,-1.1609536528663997,0.0
2018-11-27,-0.20635389003639223,-1.421510770138684,-0.0,1.0,-1.1372577948263993,-1.1527490901937643,0.0
2018-11-28,-0.20540460720614295,-1.4313349084465445,-0.0,1.0,-1.1342291789722385,-1.1512600905690096,0.0
2018-11-29,-0.1762504253147329,-1.4118504836436105,-0.0,1.0,-1.1234627910367958,-1.1492247120011667,0.0
2018-11-30,-0.17719178748662062,-1.4144692030748272,-0.0,1.0,-1.1278096720832926,-1.145713729687652,0.0
2018-12-03,-0.17536098011570808,-1.4143614176673636,-0.0,1.0,-1.127084447469493,-1.1448295979386454,0.0
2018-12-04,-0.16088496433943042,-1.4235602348260639,-0.0,1.0,-1.1231381301246908,-1.1441948474115764,0.0
2018-12-06,-0.14481094127111827,-1.3675642421087502,-0.0,1.0,-1.1080876437461549,-1.1119208745445082,0.0
2018-12-07,-0.1464464843380335,-1.3674174316267627,-0.0,1.0,-1.1079776663196745,-1.1098703510930255,0.0
2018-12-10,-0.11543862934182193,-1.3696283119558095,-0.0,1.0,-1.1042037262428612,-1.0919389570264957,0.0
2018-12-11,-0.12607718246534283,-1.366476208317722,-0.0,1.0,-1.1077650805545147,-1.0830835518920945,0.0
2018-12-12,-0.12427921803947306,-1.36833716187708,-0.0,1.0,-1.108433734939759,-1.0870095166658853,0.0
2018-12-13,-0.12367077341078372,-1.3619243921862556,-0.0,1.0,-1.1147702253244016,-1.0840867569213473,0.0
2018-12-14,-0.12817751977903658,-1.3502645007256215,-0.0,1.0,-1.1195636908384439,-1.0833762464304106,0.0
2018-12-17,-0.10426186701482794,-1.3509279119649351,-0.0,1.0,-1.1036090646274364,-1.1041219807889582,0.0
2018-12-18,-0.08659230804831768,-1.3373443791363908,-0.0,1.0,-1.0981163511824872,-1.1060767343916322,0.0
2018-12-19,-0.08237636599370253,-1.3392757918132987,-0.0,1.0,-1.1010835339877754,-1.1077514354510094,0.0
2018-12-20,-0.08496762257169288,-1.3354764107308048,-0.0,1.0,-1.0993524514338575,-1.1055041628122109,0.0
2018-12-21,-0.0776600644864118,-1.3352832795946568,-0.0,1.0,-1.0987563334868724,-1.0944725932749886,0.0
2018-12-24,-0.05044822539334065,-1.3104189535309183,-0.0,1.0,-1.0940358580314673,-1.1188254665203075,0.0
2018-12-26,-0.052176696542893725,-1.3497805011889517,-0.0,1.0,-1.0642034022315712,-1.1067770257911103,0.0
2018-12-27,-0.0,-1.3015119549929677,-0.0,1.0,-0.9837816455696202,-1.1099244022503516,0.0
2018-12-28,-0.0,-1.307567235014941,-0.0,1.0,-0.9812357180523816,-1.1056424679205483,0.0
2018-12-31,-0.0,-1.3051257253384914,-0.0,1.0,-0.983207314928785,-1.1076138561631794,0.0
2019-01-02,-0.0,-1.3075331308061464,-0.0,1.0,-0.9863954563465857,-1.1088363492273148,0.0
2019-01-03,-0.0018922724872381623,-1.3061520859003697,-0.0,1.0,-0.9951593029396234,-1.0973860235873967,0.0
2019-01-04,-0.0,-1.3058473389355743,-0.0,1.0,-0.9754901960784313,-1.0953693977591037,0.0
2019-01-07,-0.0,-1.2707823173089317,-0.0,1.0,-0.9573398633844568,-1.067921123856167,0.0
2019-01-08,-0.0,-1.268936791480591,-0.0,1.0,-0.9578753005839917,-1.0672878735829612,0.0
2019-01-09,-0.0,-1.2594640943193995,-0.0,1.0,-0.9565273311897106,-1.0712540192926046,0.0
2019-01-10,-0.0,-1.2673177867653387,-0.0,1.0,-0.957834953962654,-1.0774460029257378,0.0
2019-01-11,-0.0,-1.2419167348344597,-0.0,1.0,-0.9647393120075773,-1.0987213157101647,0.0
2019-01-14,-0.0,-1.2507448508139383,-0.0,1.0,-0.9816486031348504,-1.0856254587849217,0.0
2019-01-15,-0.0,-1.2461511849161047,-0.0,1.0,-0.9747016087182149,-1.1036585365853657,0.0
2019-01-16,-0.0,-1.2498056827014423,-0.0,1.0,-0.9625183521893081,-1.1057949736592105,0.0
2019-01-17,-0.0,-1.2431135135135134,-0.0,1.0,-0.9697729729729728,-1.111481081081081,0.0
2019-01-18,-0.0,-1.2342824799721352,-0.0,1.0,-0.9780999651689306,-1.141501219087426,0.0
2019-01-22,-0.0,-1.3037168929445804,-0.0,1.0,-0.9693300689962164,-1.178366347651903,0.0
2019-01-23,-0.0,-1.2416155146339294,-0.0,1.0,-0.9766479850547104,-1.229739347033182,0.0
2019-01-24,-0.0,-1.245667958483674,-0.0,1.0,-0.9761236580694017,-1.2327497884092833,0.0
2019-01-25,-0.0,-1.2514099683616855,-0.0,1.0,-0.9751937273602641,-1.3587051217387316,0.0
2019-01-28,-0.0,-1.2113219684786107,-0.0,1.0,-1.0291779625970685,-1.3544088590727383,0.0
2019-01-29,-0.0,-1.1633882524759254,-0.0,1.0,-1.024188763634704,-1.3763406508146594,0.0
2019-01-30,-0.0,-1.1624700510826815,-0.0,1.0,-1.012612449708422,-1.3455087925500657,0.0
2019-01-31,-0.0,-1.1745665263253204,-0.0,1.0,-0.9679931187468876,-1.3845352890579021,0.0
2019-02-01,-0.0,-1.1730089698287578,-0.0,1.0,-0.9807918818519525,-1.3764156926701097,0.0
2019-02-04,-0.0,-1.1676405308692306,-0.0,1.0,-0.9791185396566562,-1.3828418716311093,0.0
2019-02-05,-0.0,-1.1422769730607822,-0.0,1.0,-0.9731510310906547,-1.397003745318352,0.0
2019-02-06,-0.0,-1.1373099203475743,-0.0,1.0,-0.9903149891383055,-1.3980811006517015,0.0
2019-02-07,-0.0,-1.1424753103198335,-0.0,1.0,-1.0003171151581047,-1.387424118872882,0.0
2019-02-08,-0.0,-1.1280115716674952,-0.0,1.0,-1.0094019798399856,-1.3827690638701804,0.0
2019-02-11,-0.0,-1.1234142805364262,-0.0,1.0,-1.021339253352664,-1.3858735048930773,0.0
2019-02-12,-0.0,-1.138761415784452,-0.0,1.0,-1.027307010768322,-1.3775273751647052,0.0
2019-02-13,-0.0,-1.1559137343927355,-0.0,1.0,-1.0201135073779795,-1.36422247446084,0.0
2019-02-14,-0.0,-1.0748622029456945,-0.0,1.0,-1.0631607481702359,-1.3798680762627633,0.0
2019-02-15,-0.0,-1.1081093291167834,-0.0,1.0,-1.0453128529478202,-1.3642647391009715,0.0
2019-02-19,-0.0,-1.0768711766822598,-0.0,1.0,-1.064366678661389,-1.356783015473192,0.0
2019-02-20,-0.0,-1.0655855532096492,-0.0,1.0,-1.0677867121872333,-1.358788913346211,0.0
2019-02-21,-0.0,-1.0581944007549544,-0.0,1.0,-1.069159214487934,-1.3664225048308094,0.0
2019-02-22,-0.0,-1.0638718075317564,-0.0,1.0,-1.0614480003590825,-1.3632119933569729,0.0
2019-02-25,-0.0,-1.0027727939977165,-0.0,1.0,-0.8260887294079269,-1.248776708530419,0.0
2019-02-26,-0.0,-1.009858412105968,-0.0,1.0,-0.805793338472149,-1.2413079638119195,0.0
2019-02-27,-0.0,-1.0122079818299805,-0.0,1.0,-0.8171641791044776,-1.2263951979234262,0.0
2019-02-28,-0.0,-1.0102082151826945,-0.0,1.0,-0.8126063355748198,-1.2280644899943287,0.0
2019-03-01,-0.0,-1.0214429665457476,-0.0,1.0,-0.7903264812575574,-1.218863361547763,0.0
2019-03-04,-0.0,-1.0228306825045301,-0.0,1.0,-0.7742299174552044,-1.2295147976645864,0.0
2019-03-05,-0.0,-1.020831647924925,-0.0,1.0,-0.785130652859801,-1.239017878812394,0.0
2019-03-06,-0.0,-1.0186435879807498,-0.0,1.0,-0.7867108828406196,-1.2388077809681723,0.0
2019-03-07,-0.0,-0.9930577978689054,-0.0,1.0,-0.81607200516629,-1.227034226670972,0.0
2019-03-08,-0.0,-0.980695609676631,-0.0,1.0,-0.8503298851510955,-1.2416306915370203,0.0
2019-03-11,-0.0,-1.3467918442575741,-0.0,1.0,-1.6833314134316324,-1.729581845409515,0.0
2019-03-12,-0.001363043735925092,-1.353798743629252,-0.0,1.0,-1.752222353917269,-1.8188337086642172,0.0
2019-03-13,-0.0489556135770235,-1.35782103014479,-0.0,1.0,-1.7310111559458818,-1.7962259672442442,0.0
2019-03-14,-0.04955142296952053,-1.3581486542689085,-0.0,1.0,-1.7345374606381083,-1.7992394985443527,0.0
2019-03-15,-0.05748639109888138,-1.3576000478554764,-0.0,1.0,-1.7417598851468563,-1.825088233534725,0.0
2019-03-18,-0.0795364921434205,-1.3799065704058728,-0.0,1.0,-1.757083055269065,-1.8503913122611175,0.0
2019-03-19,-0.07847916158908116,-1.3884962222763833,-0.0,1.0,-1.7620034121374604,-1.8641238118449917,0.0
2019-03-20,-0.08526894865525673,-1.3896088019559902,-0.0,1.0,-1.764669926650367,-1.8728606356968216,0.0
2019-03-21,-0.0825542315918118,-1.3926061717079132,-0.0,1.0,-1.769569202566453,-1.8658722884204095,0.0
2019-03-22,-0.09993849938499386,-1.3896678966789668,-0.0,1.0,-1.7980934809348095,-1.8623616236162361,0.0
2019-03-25,-0.07255520504731862,-1.2962266440184422,-0.03724824071827226,1.0,-1.8056903664159187,-1.8548289250181997,0.0
2019-03-26,-0.061587340380032995,-1.3062870409971283,-0.057188244638602066,1.0,-1.8084560395918614,-1.8763976293761837,0.0
2019-03-27,-0.06743150057972784,-1.295661194849576,-0.05644718374321108,1.0,-1.8096051748337099,-1.8731311405382316,0.0
2019-03-28,-0.07746906090754672,-1.297561271536035,-0.04464935695219607,1.0,-1.7945280271778696,-1.8522809997573406,0.0
2019-03-29,-0.080135576806682,-1.2807166202638907,-0.0375257232780535,1.0,-1.7966347899770003,-1.8575233022636484,0.0
2019-04-01,-0.07974346563407551,-1.2863020329138433,-0.04108180058083252,1.0,-1.7936834462729911,-1.84952807357212,0.0
2019-04-02,-0.09078836170469637,-1.2843172763491488,-0.09766992635518532,1.0,-1.7730290957382588,-1.7907159241820598,0.0
2019-04-03,-0.0968033775633293,-1.2808805790108564,-0.09390832328106152,1.0,-1.775934861278649,-1.7838359469240048,0.0
2019-04-04,-0.10692925753639823,-1.2827886183773334,-0.08167703739503414,1.0,-1.7736966108862442,-1.7961094665619526,0.0
2019-04-05,-0.1230247623660471,-1.2722649391535992,-0.08827268874492945,1.0,-1.7759278319307379,-1.794938548162499,0.0
2019-04-08,-0.12310949788263763,-1.267211131276467,-0.08935269207501513,1.0,-1.7761040532365397,-1.7938898971566848,0.0
2019-04-09,-0.14144477467095287,-1.253047855886456,-0.0996542730636259,1.0,-1.7852247225086433,-1.7860132225389702,0.0
2019-04-10,-0.13956869396656169,-1.244366367821662,-0.10328325660285921,1.0,-1.7871940877150474,-1.7831960261691302,0.0
2019-04-11,-0.17966365431803222,-1.1869052606379795,-0.13453827278712072,1.0,-1.763480758872464,-1.7202705128972409,0.0
2019-04-12,-0.1798067748091603,-1.186665076335878,-0.13173902671755724,1.0,-1.7514909351145038,-1.714038645038168,0.0
2019-04-15,-0.17605928404948304,-1.1897448156337775,-0.12920576107093767,1.0,-1.7603537919082053,-1.7208510129683856,0.0
2019-04-16,-0.17853087083856317,-1.192038730500269,-0.13089474627936168,1.0,-1.7573366804136037,-1.7181280258203335,0.0
2019-04-17,-0.17885693831285052,-1.1513542536690133,-0.1699081255220141,1.0,-1.7656007636320248,-1.7001551127550414,0.0
2019-04-18,-0.18003458763193989,-1.1526626513208897,-0.16142882700220645,1.0,-1.7619416780964876,-1.7072574393225595,0.0
2019-04-22,-0.18926334625708321,-1.145660602445571,-0.1710706829704742,1.0,-1.7543692215926037,-1.704384133611691,0.0
2019-04-23,-0.1848882125716961,-1.1565023996254242,-0.18880955167973776,1.0,-1.691677396699052,-1.630867376799719,0.0
2019-04-24,-0.1808777979077786,-1.1347086669393955,-0.19373502425340422,1.0,-1.694056454912045,-1.6408158494535678,0.0
2019-04-25,-0.16942727166686108,-1.1291846494809286,-0.22635016913565845,1.0,-1.6869823865624636,-1.620202962790155,0.0
2019-04-26,-0.1741743493989964,-1.1176333294433423,-0.2281479752596569,1.0,-1.6927296067219046,-1.622301318706967,0.0
2019-04-29,-0.17220861043052155,-1.1155641115389103,-0.2245362268113406,1.0,-1.6953097654882745,-1.6260063003150158,0.0
2019-04-30,-0.17207867783985104,-1.1042248603351956,-0.22480214152700187,1.0,-1.6892458100558658,-1.6290153631284918,0.0
2019-05-01,-0.18194517199231713,-1.0965601536581109,-0.23077818520458646,1.0,-1.6873872300797395,-1.6237122402654096,0.0
2019-05-02,-0.180040733197556,-1.0958975851032877,-0.22729124236252543,1.0,-1.6843759092231596,-1.631364562118126,0.0
2019-05-03,-0.18071727992547743,-1.0930367955286446,-0.22636236609222168,1.0,-1.6878784350256173,-1.6340242198416397,0.0
2019-05-06,-0.17088313798305677,-1.0693977022165486,-0.22774747591969363,1.0,-1.6891609608912614,-1.6453522107461993,0.0
2019-05-07,-0.16475919363271946,-1.0740719223842443,-0.23534537849299947,1.0,-1.6883750653575784,-1.6470109800732002,0.0
2019-05-08,-0.1488181240247356,-1.057966826561868,-0.24614228746460154,1.0,-1.6795931341385888,-1.6468242501300352,0.0
2019-05-09,-0.15627177700348432,-1.0544134727061558,-0.2541811846689896,1.0,-1.6975609756097563,-1.6447154471544718,0.0
2019-05-10,-0.17426173453528132,-1.1183089835250235,-0.30979173142679517,1.0,-1.857382654647187,-1.75728940006217,0.0
2019-05-13,-0.17381574039537484,-1.118550292179535,-0.3017530772099963,1.0,-1.8601268183513613,-1.7623399229143355,0.0
2019-05-14,-0.10016541077007904,-1.036145316424677,-0.3950866874961711,1.0,-1.8518654659070024,-1.7430619371439076,0.0
2019-05-15,-0.09351063177890802,-1.0351737238801397,-0.40952264231876956,1.0,-1.8557509651326674,-1.7338684968441693,0.0
2019-05-16,-0.08346109032930644,-1.0389403323726007,-0.41748942172073344,1.0,-1.8565033421230148,-1.7359416201631201,0.0
2019-05-17,-0.08290346352247605,-1.0295381970031932,-0.4291943011545074,1.0,-1.8498526160648487,-1.7494473102431836,0.0
2019-05-20,-0.08003437058859633,-1.0143619959491808,-0.4419689437181612,1.0,-1.8503651875038363,-1.7508746087276748,0.0
2019-05-21,-0.06863346418056919,-1.0158243375858684,-0.4509936211972522,1.0,-1.8474607458292442,-1.7504906771344455,0.0
2019-05-22,-0.06282947161946795,-1.0081525070491602,-0.458808385435822,1.0,-1.849515753340689,-1.7503984307956355,0.0
2019-05-23,-0.06504413928396273,-0.9994482589504661,-0.47970819028935757,1.0,-1.8555664541441885,-1.7306890632663072,0.0
2019-05-24,-0.04734270006108735,-0.9769089798411729,-0.4913866829566279,1.0,-1.8594379963347585,-1.7335980452046424,0.0
2019-05-28,-0.05074809160305343,-0.969526717557252,-0.4903206106870229,1.0,-1.8602748091603052,-1.73612213740458,0.0
2019-05-29,-0.06586423901753528,-0.9784322111565955,-0.49013258385776254,1.0,-1.8614284841449256,-1.7139976782550252,0.0
2019-05-30,-0.06617826617826618,-0.9755189255189254,-0.4855921855921856,1.0,-1.8608058608058609,-1.7169108669108668,0.0
2019-05-31,-0.06916356082360847,-0.9723223559601637,-0.4917211462088348,1.0,-1.863017046495998,-1.7136921854952036,0.0
2019-06-03,-0.05745669623996621,-0.957631721890277,-0.5070915565212143,1.0,-1.842114792685135,-1.6710121310881767,0.0
2019-06-04,-0.06619599324161236,-0.9522085445329471,-0.50724112961622,1.0,-1.8435916002896453,-1.6650374125030172,0.0
2019-06-05,-0.05615834028854179,-0.9295338023131037,-0.5335638488136402,1.0,-1.843746273995469,-1.5985453678311672,0.0
2019-06-06,-0.05610600453623016,-0.929091560224424,-0.541781067207831,1.0,-1.8474394174525488,-1.5943058374119614,0.0
2019-06-07,-0.062014577607838454,-0.9498147926872984,-0.5405066316166806,1.0,-1.8336121400406262,-1.5884813000358466,0.0
2019-06-10,-0.04366760126469009,-0.9586589512617074,-0.5447115671419197,1.0,-1.823301318379765,-1.595239515599833,0.0
2019-06-11,-0.05205217183199712,-0.959734354433409,-0.5898647840134019,1.0,-1.8014837860476245,-1.5799329903075268,0.0
2019-06-12,-0.04544905842588122,-0.9782110091743119,-0.6098503138580397,1.0,-1.8202559150169002,-1.5819652341863835,0.0
2019-06-13,-0.05407201546640889,-0.9972812953117448,-0.6231875302078299,1.0,-1.8025012083131948,-1.5645239246012568,0.0
2019-06-14,-0.0597078000482975,-0.9849070272880946,-0.638553489495291,1.0,-1.804998792562183,-1.5490219753682684,0.0
2019-06-17,-0.06299402642852833,-0.9789416520847162,-0.6390514692572257,1.0,-1.8050443492427446,-1.547879080432028,0.0
2019-06-18,-0.06260565080898334,-0.9766964501328181,-0.6424172905095388,1.0,-1.8045761893262497,-1.5508935039845448,0.0
2019-06-19,-0.06723650153494251,-0.9594293625474026,-0.6549690001805815,1.0,-1.7984108830433996,-1.5393366640582677,0.0
2019-06-20,-0.07271522380866317,-0.9615037050424724,-0.6504006265437677,1.0,-1.7986625700343395,-1.5411771793481535,0.0
2019-06-21,-0.07861919392734502,-0.9670462076028676,-0.6482318211940479,1.0,-1.78998734863546,-1.540514488824628,0.0
2019-06-24,-0.08081539111030697,-0.947650925758398,-0.6515288583318255,1.0,-1.7865026234847112,-1.564441227911465,0.0
2019-06-25,-0.07986488116781276,-0.9289419712872481,-0.6587646278200023,1.0,-1.7958740499457109,-1.568645192423694,0.0
2019-06-26,-0.05276184726833685,-0.9343193480229399,-0.6508904316329611,1.0,-1.7893751886507698,-1.609477814669484,0.0
2019-06-27,-0.06038442940038685,-0.9255923597678916,-0.663745164410058,1.0,-1.78838249516441,-1.6063829787234043,0.0
2019-06-28,-0.0646817248459959,-0.8998067399444378,-0.671518299311511,1.0,-1.7981036357047953,-1.6052663365140716,0.0
2019-07-01,-0.07341604432666828,-0.8853288364249579,-0.67423512406649,1.0,-1.7961936882678873,-1.593471452662009,0.0
2019-07-02,-0.06301155512758787,-0.891911410688493,-0.6715816080885892,1.0,-1.7957992296581606,-1.5959918151179584,0.0
2019-07-03,-0.05778259299386059,-0.8997231250752377,-0.6678102804863367,1.0,-1.7934874202479836,-1.6002768749247622,0.0
2019-07-05,-0.058933189007156175,-0.8947621624872212,-0.6674484334596188,1.0,-1.7916290817246978,-1.600697576522942,0.0
2019-07-08,-0.05948514375075183,-0.8932395043907134,-0.6689522434740768,1.0,-1.7923132443161314,-1.600685673042223,0.0
2019-07-09,-0.057781248123010394,-0.887440687128356,-0.6680281097963842,1.0,-1.792419965163073,-1.600636674875368,0.0
2019-07-10,-0.05700726857692077,-0.8847840451733044,-0.6672673755030936,1.0,-1.795218357662041,-1.602871388238121,0.0
2019-07-11,-0.06329646549651358,-0.8788170233229141,-0.6742005289733108,1.0,-1.796345275306564,-1.5984611685501322,0.0
2019-07-12,-0.08225835483290334,-0.867222655546889,-0.6708465830683387,1.0,-1.7942641147177054,-1.5852282954340913,0.0
2019-07-15,-0.09058689253318916,-0.8794377365291043,-0.6865501291523998,1.0,-1.789872049017841,-1.5606415570373038,0.0
2019-07-16,-0.10138830458561211,-0.8770358795600697,-0.699020373820542,1.0,-1.7846024400504836,-1.547929563074704,0.0
2019-07-17,-0.10184461935949048,-0.8768851769512708,-0.6990326263293878,1.0,-1.7833323319113141,-1.5474373610526948,0.0
2019-07-18,-0.10229456991830851,-0.8768020182604517,-0.7030874579529073,1.0,-1.7841182123978858,-1.5405454108601633,0.0
2019-07-19,-0.11455574283650373,-0.8788225379243921,-0.6976884180110764,1.0,-1.791476041415844,-1.5371418251866122,0.0
2019-07-22,-0.11182184316512676,-0.8972992181947406,-0.6909500118455343,1.0,-1.7380360104240702,-1.484719260838664,0.0
2019-07-23,-0.11445605336166696,-0.8905613600141669,-0.6878578596304822,1.0,-1.729472876453574,-1.480491116226905,0.0
2019-07-24,-0.11492220650636492,-0.8893210749646394,-0.6926567656765676,1.0,-1.7245403111739745,-1.472006129184347,0.0
2019-07-25,-0.11604256069602022,-0.8748456880841808,-0.6988419258127093,1.0,-1.7254717535712185,-1.4632884604079712,0.0
2019-07-26,-0.11823461091753774,-0.8831010452961674,-0.6887921022067364,1.0,-1.6871660859465738,-1.4299651567944252,0.0
2019-07-29,-0.11518385338127828,-0.8559911843173647,-0.688087228859761,1.0,-1.6895371766616403,-1.4509337663844102,0.0
2019-07-30,-0.12113656132212235,-0.8568280661061177,-0.689069295447956,1.0,-1.683328501014787,-1.4484198318353148,0.0
2019-07-31,-0.12390509890364872,-0.8611288357793376,-0.6898311967051454,1.0,-1.6793317477811938,-1.4466616393062244,0.0
2019-08-01,-0.12669368847712797,-0.871685002895194,-0.6828604516502605,1.0,-1.6723219455703533,-1.436826867400116,0.0
2019-08-02,-0.11990504863362667,-0.8619731357109773,-0.695576655859194,1.0,-1.6747915701713756,-1.437413154238073,0.0
2019-08-05,-0.11319882060472913,-0.8607272937503614,-0.6890212175521766,1.0,-1.6766491299069202,-1.4416950916343874,0.0
2019-08-06,-0.07375135258272111,-0.8527250982402187,-0.6725326043624352,1.0,-1.6564724642633408,-1.4396605729255654,0.0
2019-08-07,-0.06229061382090739,-0.8591789222644939,-0.6561240134007155,1.0,-1.6534552268468572,-1.4471637045028676,0.0
2019-08-08,-0.0634785568413887,-0.8619809394145678,-0.6596324029952348,1.0,-1.6482300884955752,-1.4394712956659859,0.0
2019-08-09,-0.031248139991667166,-0.8595321707041249,-0.6961490387476936,1.0,-1.7573358728647106,-1.6077614427712639,0.0
2019-08-12,-0.03185924869234427,-0.8470637184973847,-0.7256300523062291,1.0,-1.7604018069424632,-1.5789348549690916,0.0
2019-08-13,-0.01837690438081688,-0.8419586223249748,-0.7210860157685696,1.0,-1.7672061177307485,-1.5793467306894302,0.0
2019-08-14,-0.0,-0.8475555817656424,-0.7182284602229168,1.0,-1.7570324939552986,-1.5744530282479212,0.0
2019-08-15,-0.0,-0.8505727178063172,-0.7090709244475297,1.0,-1.7260210575031818,-1.499421497165336,0.0
2019-08-16,-0.0,-0.8660178332070635,-0.7052275773646484,1.0,-1.7315694387784837,-1.5250305961885893,0.0
2019-08-19,-0.0,-0.8440994148658826,-0.7089392271594925,1.0,-1.7312438445049532,-1.5091246161867793,0.0
2019-08-20,-0.0,-0.8468775251067759,-0.6999884566547385,1.0,-1.728096502366386,-1.4967101466004848,0.0
2019-08-21,-0.0,-0.8473823800738006,-0.7144257380073801,1.0,-1.7209986162361621,-1.482875922509225,0.0
