Date,GIB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22707744362575963,-0.3481512810809608,-0.12082897402221579,-0.29806557887941587,-0.2319079313491975,0.0
2018-09-25,1.0,-0.227314206859712,-0.347837699481404,-0.1212802421598522,-0.29778094326604193,-0.23152084399830844,0.0
2018-09-26,1.0,-0.22712196424993877,-0.34768381452707964,-0.12067315183758875,-0.29806557887941587,-0.23248669946352649,0.0
2018-09-27,1.0,-0.227314206859712,-0.3471032072826014,-0.1208573527120568,-0.2980035166596185,-0.2324556522513299,0.0
2018-09-28,1.0,-0.2242579781298817,-0.35259986610131666,-0.12124525775496542,-0.29946440526668155,-0.23409953135460834,0.0
2018-10-01,1.0,-0.2268447068822832,-0.35216623051287216,-0.12053501532129997,-0.30197499384911314,-0.23518754613165133,0.0
2018-10-02,1.0,-0.2296982198107708,-0.3352091834446886,-0.12669835433388635,-0.3083942424106542,-0.24202950540334514,0.0
2018-10-03,1.0,-0.23319988238221256,-0.35393906493858995,-0.12813553188120602,-0.3085205039469815,-0.23806292551627423,0.0
2018-10-04,1.0,-0.23382555799280885,-0.35266050066710386,-0.12833269261210736,-0.30924221523710455,-0.23733067999366816,0.0
2018-10-05,1.0,-0.23213520160653445,-0.35154222793835604,-0.1263566416209752,-0.3095512082853855,-0.2368058846093098,0.0
2018-10-08,1.0,-0.23172656355683816,-0.3508139062993191,-0.1257834693601479,-0.309825494882085,-0.23643865265815936,0.0
2018-10-09,1.0,-0.23397964020495227,-0.351443468839582,-0.13014919982845408,-0.3081281177346907,-0.23346048800306976,0.0
2018-10-10,1.0,-0.23351579712449178,-0.3586208462988621,-0.12614986258432326,-0.3109682694710064,-0.2420560110841075,0.0
2018-10-11,1.0,-0.22482099167246525,-0.3555924670602231,-0.11591210073847949,-0.3073556149132455,-0.24093735269690916,0.0
2018-10-12,1.0,-0.2333947724900624,-0.3510914703204459,-0.11674180009326908,-0.2944860207412672,-0.22497834824898402,0.0
2018-10-15,1.0,-0.23269128350789986,-0.35185513935735846,-0.11556896857802237,-0.2943813243387183,-0.22452511982957574,0.0
2018-10-16,1.0,-0.23082905584072175,-0.3620425304979668,-0.1083705530742395,-0.29564695686954207,-0.22516276692664935,0.0
2018-10-17,1.0,-0.22891993004670932,-0.3573594846479091,-0.1070550992849711,-0.2948442653797622,-0.22551081398180328,0.0
2018-10-18,1.0,-0.23226035923884047,-0.3641739285079139,-0.10403699093010849,-0.2945936332918371,-0.22796994486928684,0.0
2018-10-19,1.0,-0.23106430155210642,-0.3630820399113082,-0.10223946784922394,-0.2945232815964523,-0.22638580931263858,0.0
2018-10-22,1.0,-0.23186927698822696,-0.3608629137751369,-0.10001552003192692,-0.29634392390750064,-0.22805578342904018,0.0
2018-10-23,1.0,-0.2400483048573218,-0.36687091868682353,-0.11007245728598264,-0.29159584936040794,-0.22777082028804008,0.0
2018-10-24,1.0,-0.24085699604566477,-0.3648265230892965,-0.10692343781416858,-0.29250910390741935,-0.2289716494269565,0.0
2018-10-25,1.0,-0.23299559471365638,-0.35187224669603523,-0.106784140969163,-0.29218061674008805,-0.2188325991189427,0.0
2018-10-26,1.0,-0.22483949427000025,-0.349124613800206,-0.09043100992615641,-0.30768893660845364,-0.21912045051164628,0.0
2018-10-29,1.0,-0.22374898803142027,-0.34969258035577533,-0.08894383300877404,-0.30713519900225367,-0.21851957201934227,0.0
2018-10-30,1.0,-0.2261722341403616,-0.3496344293157042,-0.09038570990762226,-0.3068385797469462,-0.2159931701764371,0.0
2018-10-31,1.0,-0.22564870699149744,-0.3585620511916825,-0.08850610159037843,-0.3102119036080885,-0.21981144543812503,0.0
2018-11-01,1.0,-0.24046548885229851,-0.34827110497975167,-0.09988429531396022,-0.3137822081794313,-0.2226870188242624,0.0
2018-11-02,1.0,-0.24168868951120387,-0.34322325612383126,-0.0992471518354838,-0.31495258611117277,-0.22165715427835392,0.0
2018-11-05,1.0,-0.24795049925168092,-0.33357160408336495,-0.09746018272388143,-0.31809145129224653,-0.23669220631268567,0.0
2018-11-06,1.0,-0.25445440522232904,-0.3389595582481948,-0.0939616820549507,-0.3159777335628535,-0.2322326797970088,0.0
2018-11-07,1.0,-0.25137577737014005,-0.34009663997136597,-0.09912308174130913,-0.31423649948548166,-0.23218200527940583,0.0
2018-11-08,1.0,-0.253586478974267,-0.34058100959383125,-0.10006276338204967,-0.31574464269703223,-0.23155204877611404,0.0
2018-11-09,1.0,-0.2524885660478881,-0.34066451439332796,-0.10073087615460496,-0.31665321495829973,-0.2314142229396467,0.0
2018-11-12,1.0,-0.25244889743704435,-0.33515230129266,-0.10075144250123004,-0.3181553875743615,-0.2299279867602988,0.0
2018-11-13,1.0,-0.24972720187061576,-0.33379356419107004,-0.09718294176595034,-0.31865048435586235,-0.22756931299409866,0.0
2018-11-14,1.0,-0.2521645987681871,-0.33403998928858336,-0.09626885655627956,-0.3208069267160582,-0.22826475051325537,0.0
2018-11-15,1.0,-0.25242393848211303,-0.3343363423604146,-0.09562019391507857,-0.32214421040900476,-0.22436197481332887,0.0
2018-11-16,1.0,-0.25141865278055947,-0.3308187017379887,-0.094421078398647,-0.32189509758105794,-0.22678416449696243,0.0
2018-11-19,1.0,-0.2516935321603434,-0.33723087929531176,-0.08345815913613092,-0.33083681727738157,-0.23246663238614768,0.0
2018-11-20,1.0,-0.25411064629426633,-0.3381803539070714,-0.0842934162546699,-0.3307084852687859,-0.22979351692355876,0.0
2018-11-21,1.0,-0.25777866613365313,-0.33368867568347876,-0.08954627223665801,-0.3283585404312968,-0.2114953250272059,0.0
2018-11-23,1.0,-0.25825043950419474,-0.33969779914101966,-0.08745577141331197,-0.32772548234194543,-0.21218594921779382,0.0
2018-11-26,1.0,-0.2582418805511653,-0.34490127551588273,-0.08585802372949268,-0.32649199741780377,-0.21056029205529458,0.0
2018-11-27,1.0,-0.2575515280739161,-0.34563788201847906,-0.0832000710732054,-0.3255597014925373,-0.20908848614072495,0.0
2018-11-28,1.0,-0.25710031556958085,-0.3502377883461487,-0.08209253744610871,-0.3243255255789146,-0.20858704831325836,0.0
2018-11-29,1.0,-0.2469702655570517,-0.34681353612503035,-0.07220591156928104,-0.32701264872740116,-0.2144544270545904,0.0
2018-11-30,1.0,-0.24663766259579073,-0.3469888032508116,-0.07232614120712882,-0.32684790530244473,-0.21563128022791017,0.0
2018-12-03,1.0,-0.24658895217909657,-0.34724246037002693,-0.07126771757848722,-0.32704110919768625,-0.2156577030070208,0.0
2018-12-04,1.0,-0.24316404098270356,-0.3481546766552826,-0.07282141676765452,-0.32490911093973784,-0.21432191252616503,0.0
2018-12-06,1.0,-0.23272664538945914,-0.31161045458466313,-0.09855084965065125,-0.3193521952902614,-0.1942335892348831,0.0
2018-12-07,1.0,-0.23234850118611172,-0.3118395514341169,-0.09799439292646107,-0.3196678887211559,-0.19471641147293509,0.0
2018-12-10,1.0,-0.226637217480808,-0.31247587597032206,-0.09681777244070851,-0.3197238066646653,-0.18868207745421797,0.0
2018-12-11,1.0,-0.2276996311862081,-0.3117763101466678,-0.09777854018354919,-0.3198387511793464,-0.1871515567372845,0.0
2018-12-12,1.0,-0.22807393747051508,-0.3115966891109491,-0.09814727452073595,-0.3199596860659605,-0.18658060642449717,0.0
2018-12-13,1.0,-0.22941125876231025,-0.315615189437922,-0.09594460929772503,-0.31974368898636735,-0.18954543499763474,0.0
2018-12-14,1.0,-0.2293946887431459,-0.3152994301687991,-0.09622621223524351,-0.31975056445543487,-0.18963552306203635,0.0
2018-12-17,1.0,-0.22741419648414862,-0.31513876666165835,-0.0943355727746893,-0.3173495889587671,-0.19219128978943525,0.0
2018-12-18,1.0,-0.22657672127636794,-0.3133311917764215,-0.09317914123567834,-0.3168005139736589,-0.19164792804368777,0.0
2018-12-19,1.0,-0.2282618007367429,-0.31296581855564126,-0.09297095862246209,-0.3160712755932494,-0.1914246551871841,0.0
2018-12-20,1.0,-0.22695869783757192,-0.310760806793147,-0.09543772592133125,-0.3154877761854854,-0.19027655979295446,0.0
2018-12-21,1.0,-0.22751958785016638,-0.31226789739186434,-0.09389288397552861,-0.3172909734893206,-0.19564237415477084,0.0
2018-12-24,1.0,-0.23026471410446636,-0.31565705438358815,-0.09137044921833,-0.31952777240178054,-0.19357890888759866,0.0
2018-12-26,1.0,-0.23731678613458862,-0.32938910880496414,-0.08297849577404516,-0.30420455761206805,-0.18583502728148069,0.0
2018-12-27,1.0,-0.2206749019525597,-0.3177156519368302,-0.08575742958411108,-0.2818103647155051,-0.19129212894024872,0.0
2018-12-28,1.0,-0.21753819036427732,-0.3236738291086117,-0.08332633876112137,-0.28351099546751724,-0.1903223098875273,0.0
2018-12-31,1.0,-0.21595465519051119,-0.3259997900703265,-0.08374094678282776,-0.2835310171092684,-0.19004933347328645,0.0
2019-01-02,1.0,-0.21612753964581669,-0.32675724561477304,-0.0857275059941951,-0.28490304126530097,-0.18968998443612503,0.0
2019-01-03,1.0,-0.21658434051497635,-0.3252128218602207,-0.08960588544403573,-0.2853809774040988,-0.1851602732527588,0.0
2019-01-04,1.0,-0.2185902694516312,-0.32494057760669737,-0.08901790033865506,-0.286573694284933,-0.18430407437790539,0.0
2019-01-07,1.0,-0.20680693583932805,-0.3129444051727722,-0.10206245581936879,-0.28213231319389576,-0.17516320844941577,0.0
2019-01-08,1.0,-0.20675816177999584,-0.3133499688084841,-0.10195466833021417,-0.2820128924932418,-0.17535870243293825,0.0
2019-01-09,1.0,-0.20766986244268446,-0.31848686952897043,-0.10164651938307628,-0.2829512296790329,-0.17344726969570654,0.0
2019-01-10,1.0,-0.20614907742894842,-0.32527698075271744,-0.09937797139087272,-0.2846042683309946,-0.17898506712463608,0.0
2019-01-11,1.0,-0.20767800822942126,-0.33291559621530176,-0.09543204461432421,-0.2819098941036406,-0.1707291601395242,0.0
2019-01-14,1.0,-0.21106977133062998,-0.3334308766355921,-0.09591990301408804,-0.28372559675598846,-0.16606747209564818,0.0
2019-01-15,1.0,-0.20853666198923493,-0.33459693802752005,-0.09860305359499025,-0.28313820763608183,-0.16949756005612918,0.0
2019-01-16,1.0,-0.2086329431438127,-0.34088628762541806,-0.08938127090301004,-0.2790551839464883,-0.17232441471571908,0.0
2019-01-17,1.0,-0.2150295759393485,-0.3316254269765892,-0.08914438057152378,-0.27516037657252357,-0.17187369824210613,0.0
2019-01-18,1.0,-0.21239788563190773,-0.329085097047824,-0.09157386707895451,-0.27674821887470485,-0.17947057225832064,0.0
2019-01-22,1.0,-0.2176759410801964,-0.36659139406244173,-0.043609770245913525,-0.33613706519712444,-0.1077088814767242,0.0
2019-01-23,1.0,-0.2191669784262377,-0.3475911377145945,-0.04992309930581535,-0.33397763644677225,-0.12771750426071413,0.0
2019-01-24,1.0,-0.21312292358803986,-0.3498754152823921,-0.054879568106312296,-0.32886212624584715,-0.129671926910299,0.0
2019-01-25,1.0,-0.22036905606813342,-0.3474512587149835,-0.0332943681376028,-0.3952114557675448,-0.09109506116144116,0.0
2019-01-28,1.0,-0.22124375091513795,-0.3444893007300186,-0.03574790302675341,-0.3990210638609409,-0.09124186834563976,0.0
2019-01-29,1.0,-0.21822667307812924,-0.34632351403901235,-0.03495640902343668,-0.398549058142209,-0.09261775835755054,0.0
2019-01-30,1.0,-0.22621262870611586,-0.3452632014224869,-0.038001902162676265,-0.3869040234875739,-0.07116569490964728,0.0
2019-01-31,1.0,-0.20862579456280927,-0.35581920202082945,-0.04391577116591092,-0.37780814543346375,-0.08437377062757521,0.0
2019-02-01,1.0,-0.2040495867768595,-0.3552272727272727,-0.04793388429752066,-0.37235537190082646,-0.0865495867768595,0.0
2019-02-04,1.0,-0.1974639554847651,-0.3570527273855574,-0.050348550979459276,-0.3715532755517862,-0.09211261196036655,0.0
2019-02-05,1.0,-0.20611351900624209,-0.3643848115966073,-0.03656083449119678,-0.3787976192944982,-0.08792849588353621,0.0
2019-02-06,1.0,-0.20106949654900821,-0.3682923290567289,-0.0403548407154849,-0.37527721930897256,-0.0876738450059071,0.0
2019-02-07,1.0,-0.2089341952594066,-0.36602850986242336,-0.036217470578485,-0.379371788496602,-0.08138571191778551,0.0
2019-02-08,1.0,-0.20359504903281986,-0.36603570169800764,-0.04229469450376299,-0.3834096987539652,-0.07793419443119856,0.0
2019-02-11,1.0,-0.20164856840313103,-0.36453294022382327,-0.04538753815169321,-0.3895936714905633,-0.07511990532151236,0.0
2019-02-12,1.0,-0.20992676973148902,-0.35411320439798877,-0.03655254428240596,-0.40600029208654104,-0.07973962571196093,0.0
2019-02-13,1.0,-0.20170993639870713,-0.3603169638202482,-0.04314461474298822,-0.4038369304556355,-0.07625899280575539,0.0
2019-02-14,1.0,-0.1992538402217637,-0.3702244732070281,-0.048021009191521295,-0.4019675274599304,-0.06477834052397924,0.0
2019-02-15,1.0,-0.1987745915305102,-0.371853117705902,-0.048995498499499836,-0.4005918639546516,-0.06381293764588196,0.0
2019-02-19,1.0,-0.20890396703159472,-0.3628605919327311,-0.04801648420263914,-0.4000749281938143,-0.06148274570203555,0.0
2019-02-20,1.0,-0.2083237908850534,-0.3652641002685766,-0.04740688305469384,-0.39934625554329495,-0.061647685869542584,0.0
2019-02-21,1.0,-0.2086560079940045,-0.3633108501956866,-0.04756849029894246,-0.39953368307103004,-0.06268215505037888,0.0
2019-02-22,1.0,-0.20811305831911084,-0.3624859509636598,-0.04907796694834118,-0.40022062190400864,-0.06144111892769429,0.0
2019-02-25,1.0,-0.20407822511635673,-0.3630538684699351,-0.05080040907478137,-0.4063406591113059,-0.06288481205518336,0.0
2019-02-26,1.0,-0.20533628170894527,-0.36417306408544725,-0.05110981308411215,-0.401952603471295,-0.06354305740987984,0.0
2019-02-27,1.0,-0.2051314116592676,-0.3630338272994435,-0.05168928072698472,-0.3974655578482253,-0.06694595552220764,0.0
2019-02-28,1.0,-0.2027613247684992,-0.3643739050638191,-0.05176441144573287,-0.3997247017602402,-0.06696838241428213,0.0
