Date,GRWG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-08,1.0,-3.4784461152882207,-7.275438596491228,-0.0,-7.044862155388472,-6.263909774436091,0.0
2018-10-09,1.0,-3.4604767879548306,-7.283061480552071,-0.0,-7.062233375156839,-6.288331242158093,0.0
2018-10-10,1.0,-3.458270864567716,-7.24487756121939,-0.0,-7.040979510244877,-6.2433783108445775,0.0
2018-10-11,1.0,-2.6210169491525424,-6.674124293785311,-0.0,-6.344406779661017,-5.959322033898305,0.0
2018-10-12,1.0,-2.704635761589404,-6.568432671081677,-0.0,-6.113907284768212,-5.687858719646799,0.0
2018-10-15,1.0,-2.4897869536569295,-6.74236766966835,-0.0,-6.057544476169558,-5.673841423237426,0.0
2018-10-16,1.0,-2.4680329694809533,-6.925818667854756,-0.0,-6.13544219202495,-5.747159723769213,0.0
2018-10-17,1.0,-2.304153640017865,-6.716391246092006,-0.0,-6.277132648503796,-6.033720410897722,0.0
2018-10-18,1.0,-2.2985940638250386,-6.702298594063825,-0.0,-6.284088373130998,-6.031466190582459,0.0
2018-10-19,1.0,-2.075806107196242,-6.360239162929746,-0.0,-6.097587016869529,-5.820200726030324,0.0
2018-10-22,1.0,-2.0666666666666664,-6.290233545647557,-0.0,-6.076008492569001,-5.798513800424629,0.0
2018-10-23,1.0,-2.0621662038026063,-6.333475753044222,-0.0,-6.124973296304209,-5.8423413800469985,0.0
2018-10-24,1.0,-2.053510273972603,-6.313784246575343,-0.0,-6.153681506849315,-5.883133561643835,0.0
2018-10-25,1.0,-1.5497596581805235,-5.1002314402706075,-0.0,-5.353213459141891,-4.799893181413567,0.0
2018-10-26,1.0,-1.3616124135604655,-4.810760667903525,-0.0,-5.1652892561983474,-4.528756957328386,0.0
2018-10-29,1.0,-1.2049647769204965,-4.8881247903388125,-0.0,-5.101476014760148,-4.578497148607849,0.0
2018-10-30,1.0,-1.1889447236180903,-4.883082077051926,-0.0,-5.097654941373534,-4.58073701842546,0.0
2018-10-31,1.0,-1.2259774685222002,-4.722498343273692,-0.0,-5.081179589131875,-4.537607687210073,0.0
2018-11-01,1.0,-1.1445447087776868,-4.729122231337162,-0.0,-5.037079573420837,-4.496308449548811,0.0
2018-11-02,1.0,-1.169671603348358,-4.48422408242112,-0.0,-5.036864133934321,-4.407276239536381,0.0
2018-11-05,1.0,-1.140691229214216,-4.649820671666123,-0.0,-5.119171829149006,-4.392729051190089,0.0
2018-11-06,1.0,-1.1322570123939988,-4.653294194390084,-0.0,-5.126223091976517,-4.396281800391389,0.0
2018-11-07,1.0,-1.130250040856349,-4.671514953423761,-0.0,-5.132374571008334,-4.4084000653701585,0.0
2018-11-08,1.0,-0.9575823492852703,-4.478868862647608,-0.0,-4.87041640770665,-4.230577998756992,0.0
2018-11-09,1.0,-0.9554347826086957,-4.475621118012422,-0.0,-4.870341614906832,-4.226552795031056,0.0
2018-11-12,1.0,-0.9319872476089267,-4.311522696219827,-0.0,-4.811598603309549,-4.126613025656597,0.0
2018-11-13,1.0,-0.7919999999999999,-4.1408,-0.0,-4.65730909090909,-3.9553454545454545,0.0
2018-11-14,1.0,-0.7922361151497529,-4.138266938063391,-0.0,-4.655423088107008,-3.95303867403315,0.0
2018-11-15,1.0,-0.7791720755805567,-4.113803548247512,-0.0,-4.636665224289629,-3.8941295254579544,0.0
2018-11-16,1.0,-0.7489665003563792,-4.048182466143977,-0.0,-4.591446899501069,-3.8667141838916606,0.0
2018-11-19,1.0,-0.778672032193159,-4.076171313595861,-0.0,-4.618568554182236,-3.8983903420523136,0.0
2018-11-20,1.0,-0.5769770050476725,-3.964245653393158,-0.0,-4.560712282669658,-3.9193774537296693,0.0
2018-11-21,1.0,-0.6339933073061906,-3.9594255437813715,-0.0,-4.588678192972671,-3.76101505856107,0.0
2018-11-23,1.0,-0.629665602886083,-3.908561121132233,-0.0,-4.588594422089635,-3.748439017621757,0.0
2018-11-26,1.0,-0.625968992248062,-3.9137596899224802,-0.0,-4.571290143964563,-3.7317275747508303,0.0
2018-11-27,1.0,-0.5682007208206266,-3.9778209037981704,-0.0,-4.582339894649293,-3.7335736068755203,0.0
2018-11-28,1.0,-0.5679800221975582,-3.9938956714761376,-0.0,-4.578523862375138,-3.733213096559378,0.0
2018-11-29,1.0,-0.3782234957020058,-3.928776094965207,-0.0,-4.565697912402784,-3.7715923045435944,0.0
2018-11-30,1.0,-0.3789848132439458,-3.9439047749350116,-0.0,-4.589957586537146,-3.76877821863456,0.0
2018-12-03,1.0,-0.3670227334976719,-3.955902492467817,-0.0,-4.598055327307587,-3.774034511092851,0.0
2018-12-04,1.0,-0.3180949781659389,-3.983078602620087,-0.0,-4.579694323144105,-3.76528384279476,0.0
2018-12-06,1.0,-0.3194551529169879,-3.531097404266255,-0.0,-4.487663839629915,-3.5119506553585196,0.0
2018-12-07,1.0,-0.32699717441561776,-3.528255843822245,-0.0,-4.48574364243514,-3.5025687130747496,0.0
2018-12-10,1.0,-0.16049698988087613,-3.619444088638401,-0.0,-4.5712821826565895,-3.4577942871781735,0.0
2018-12-11,1.0,-0.18556965269768036,-3.612713059079841,-0.0,-4.580417788030244,-3.437011405869537,0.0
2018-12-12,1.0,-0.1905311778290993,-3.615601744931999,-0.0,-4.588529638183219,-3.435719784449577,0.0
2018-12-13,1.0,-0.1888433981576254,-3.5907113613101336,-0.0,-4.595957011258956,-3.4187563971340844,0.0
2018-12-14,1.0,-0.18973899692937565,-3.5903275332650972,-0.0,-4.59557318321392,-3.4186284544524055,0.0
2018-12-17,1.0,-0.07416978937847267,-3.6531851660421246,-0.0,-4.596459490890296,-3.597751647499677,0.0
2018-12-18,1.0,-0.017347580138277814,-3.5348837209302326,-0.0,-4.49164047768699,-3.5269641734758013,0.0
2018-12-19,1.0,-0.0,-3.5621758380771666,-0.0,-4.532321315623023,-3.555724225173941,0.0
2018-12-20,1.0,-0.0,-3.505444416307926,-0.0,-4.603570524183338,-3.5525449480881237,0.0
2018-12-21,1.0,-0.0,-3.4432198142414863,-0.0,-4.52656346749226,-3.4141176470588235,0.0
2018-12-24,1.0,-0.0,-3.283456910173818,-0.0,-4.422997447429196,-3.448766257444998,0.0
2018-12-26,1.0,-0.0,-3.423509286412512,-0.0,-4.36119257086999,-3.434261974584555,0.0
2018-12-27,1.0,-0.0,-3.2903914590747334,-0.0,-3.9957295373665476,-3.5762752075919337,0.0
2018-12-28,1.0,-0.0,-3.32369391883851,-0.0,-4.002261097227181,-3.574437700821136,0.0
2018-12-31,1.0,-0.0,-3.320833333333333,-0.0,-4.005714285714285,-3.578333333333333,0.0
2019-01-02,1.0,-0.0,-3.3065338550930865,-0.0,-3.9857701885450014,-3.565872168860429,0.0
2019-01-03,1.0,-0.0,-3.303353477900225,-0.0,-3.9879132598649125,-3.5584784927124065,0.0
2019-01-04,1.0,-0.0,-3.446857558844941,-0.0,-3.965299684542587,-3.7208201892744484,0.0
2019-01-07,1.0,-0.0,-3.226988175284025,-0.0,-3.840598191514027,-3.5252724321817763,0.0
2019-01-08,1.0,-0.0,-3.15507898074484,-0.0,-3.8724778046811945,-3.502478957684769,0.0
2019-01-09,1.0,-0.0,-3.136928029432053,-0.0,-3.862842032651184,-3.4971257760404693,0.0
2019-01-10,1.0,-0.0,-3.1336873701223737,-0.0,-3.902447471715539,-3.50854306164858,0.0
2019-01-11,1.0,-0.0,-3.1286077118448397,-0.0,-3.9042946201800968,-3.511891018240591,0.0
2019-01-14,1.0,-0.0,-3.1519925857275255,-0.0,-3.9384847080630214,-3.494323447636701,0.0
2019-01-15,1.0,-0.0,-3.135260652502032,-0.0,-3.958086613259027,-3.517009172181586,0.0
2019-01-16,1.0,-0.0,-3.1259276437847867,-0.0,-3.9131493506493507,-3.5564703153988866,0.0
2019-01-17,1.0,-0.0,-3.1119229877058685,-0.0,-3.922755741127349,-3.563674321503131,0.0
2019-01-18,1.0,-0.0,-3.09578278451762,-0.0,-3.9097631426920856,-3.548469093009821,0.0
2019-01-22,1.0,-0.0,-3.084086488960073,-0.0,-3.86900812264043,-3.4872440224230634,0.0
2019-01-23,1.0,-0.0,-3.1357142857142852,-0.0,-4.012529274004684,-3.56135831381733,0.0
2019-01-24,1.0,-0.0,-3.139025532911689,-0.0,-4.0100726165378315,-3.563246661981729,0.0
2019-01-25,1.0,-0.0,-3.0282297830374754,-0.0,-4.470537475345168,-3.8286489151873773,0.0
2019-01-28,1.0,-0.0,-2.9676543209876542,-0.0,-4.548148148148148,-3.8298765432098762,0.0
2019-01-29,1.0,-0.0,-2.876760994732329,-0.0,-4.52639960798726,-3.847237535219895,0.0
2019-01-30,1.0,-0.0,-2.874616987375904,-0.0,-4.525799730359113,-3.8559872533398702,0.0
2019-01-31,1.0,-0.0,-2.9457259158751694,-0.0,-4.42568150980634,-3.963611693598125,0.0
2019-02-01,1.0,-0.0,-2.913373302336963,-0.0,-4.412700354826869,-3.9093356172763984,0.0
