Date,IWF,IWM,MTUM,SPY,TGT,VLUE,VXX
2018-09-24,-0.2934617647969771,-0.6262582463530213,-0.0,-0.5394740917397095,1.0,-0.6380276891628209,0.0
2018-09-25,-0.2950464396284829,-0.625077399380805,-0.00108359133126935,-0.5384829721362229,1.0,-0.6362848297213622,0.0
2018-09-26,-0.2953159344911922,-0.6253985944707594,-0.0017336924553419397,-0.5382495897959815,1.0,-0.6351815733259032,0.0
2018-09-27,-0.2993437345220406,-0.6171371966319961,-0.00433382862803368,-0.5391901931649331,1.0,-0.6355869242199109,0.0
2018-09-28,-0.29710728444003964,-0.6197658572844401,-0.005017343904856293,-0.5393644697720515,1.0,-0.6358399405351833,0.0
2018-10-01,-0.29670602088562487,-0.6211459204858851,-0.005453813020978588,-0.5392767500232406,1.0,-0.6361748938675591,0.0
2018-10-02,-0.29752757466848434,-0.6136448134837031,-0.008396331639608378,-0.5408662783492378,1.0,-0.6378423596480357,0.0
2018-10-03,-0.30029263433161074,-0.627794035240645,-0.010024282423261317,-0.5406574933067679,1.0,-0.6343627420459498,0.0
2018-10-04,-0.3057676128750818,-0.6211323341538653,-0.010750007789860717,-0.5480946000685508,1.0,-0.6301997320287914,0.0
2018-10-05,-0.2996428016772791,-0.617859916136046,-0.0029507687529119427,-0.5508308743593725,1.0,-0.6347569498369312,0.0
2018-10-08,-0.29807155701618404,-0.6151175048056055,-0.0,-0.5528306566627395,1.0,-0.634246915111304,0.0
2018-10-09,-0.2930970265069216,-0.6156496368489663,-0.0,-0.5558383512322304,1.0,-0.6392699733068471,0.0
2018-10-10,-0.29494460478540174,-0.6145920615709275,-0.0,-0.5570555193495329,1.0,-0.6367811811439035,0.0
2018-10-11,-0.2272878334692891,-0.6044593492250521,-0.0,-0.5365721018761896,1.0,-0.6529200277954017,0.0
2018-10-12,-0.22455215385537114,-0.5986160206099096,-0.0,-0.5272602001078426,1.0,-0.6452279671679348,0.0
2018-10-15,-0.22454605381434653,-0.5976808293881465,-0.0,-0.5279558938095523,1.0,-0.6461616827470487,0.0
2018-10-16,-0.22233207501947388,-0.601114506561208,-0.0,-0.5271735873928936,1.0,-0.6453652106177721,0.0
2018-10-17,-0.20567836378124724,-0.5703154974470973,-0.0,-0.523094177020925,1.0,-0.6522444883865065,0.0
2018-10-18,-0.20763652508509695,-0.5761432588426817,-0.0,-0.5221548024271127,1.0,-0.6539884564155691,0.0
2018-10-19,-0.1955090524335763,-0.5665118739713144,-0.0,-0.5222490007053844,1.0,-0.6548318833764402,0.0
2018-10-22,-0.19715986093924928,-0.5747156914736904,-0.0,-0.5208885746273054,1.0,-0.6534382181368216,0.0
2018-10-23,-0.20535767026995097,-0.5778841041998937,-0.0,-0.5176324650008861,1.0,-0.6526670210880737,0.0
2018-10-24,-0.20370042492917845,-0.5761921624173748,-0.0,-0.5174398016997167,1.0,-0.6535646836638338,0.0
2018-10-25,-0.17125057418465778,-0.5364607257694074,-0.0,-0.5321830500689021,1.0,-0.6310289389067524,0.0
2018-10-26,-0.16156670746634025,-0.5273405254618428,-0.0,-0.5334604765022345,1.0,-0.6241211465657112,0.0
2018-10-29,-0.15653508397987892,-0.5276664677295592,-0.0,-0.5322988603745701,1.0,-0.6254582658368147,0.0
2018-10-30,-0.12837180001145412,-0.5367103831395682,-0.0,-0.5416642803963118,1.0,-0.6567779623160186,0.0
2018-10-31,-0.1300928827853439,-0.5264402530058693,-0.0,-0.5392330047296142,1.0,-0.6533990540771554,0.0
2018-11-01,-0.09513414143735278,-0.5660079278451198,-0.0,-0.5482851726316998,1.0,-0.6629804101798127,0.0
2018-11-02,-0.09977719378427789,-0.5431901279707495,-0.0,-0.5547589122486288,1.0,-0.6587637111517367,0.0
2018-11-05,-0.09650149935741825,-0.5524203912608882,-0.0,-0.55561902041982,1.0,-0.6514065400542624,0.0
2018-11-06,-0.09580273722106344,-0.551758621674905,-0.0,-0.5567587645361296,1.0,-0.6529043686962483,0.0
2018-11-07,-0.09525169174542444,-0.5518088113525398,-0.0,-0.5556348685149759,1.0,-0.6525426148530965,0.0
2018-11-08,-0.07742648308686044,-0.551051051051051,-0.0,-0.5486146523882373,1.0,-0.6559295144200805,0.0
2018-11-09,-0.0763057902795894,-0.5519764078716044,-0.0,-0.5510973742414791,1.0,-0.6562127828503375,0.0
2018-11-12,-0.07556070278515338,-0.5406474210496581,-0.0,-0.554516693972092,1.0,-0.654002598723236,0.0
2018-11-13,-0.059534492428491306,-0.5363993269770051,-0.0,-0.5547672462142457,1.0,-0.6535333707234998,0.0
2018-11-14,-0.058453414229937356,-0.5388612679419118,-0.0,-0.5561922417909609,1.0,-0.6554029381197157,0.0
2018-11-15,-0.05751031984499173,-0.5388784364381792,-0.0,-0.5564572744376738,1.0,-0.6553312178821151,0.0
2018-11-16,-0.050358285892315974,-0.5330670971761974,-0.0,-0.5690373013849945,1.0,-0.6798085365508256,0.0
2018-11-19,-0.056280865073508546,-0.5334619969347789,-0.0,-0.568030879264347,1.0,-0.6803939376738378,0.0
2018-11-20,-0.04594089673913044,-0.5309952445652174,-0.0,-0.5686707427536232,1.0,-0.6850090579710145,0.0
2018-11-21,-0.03248535871156662,-0.60035383113714,-0.0,-0.6344863347974622,1.0,-0.7829123962908736,0.0
2018-11-23,-0.033604484660146844,-0.5914145568656124,-0.0,-0.638028211924565,1.0,-0.783596868049843,0.0
2018-11-26,-0.03501576321508371,-0.5892687704692234,-0.0,-0.6458326956628202,1.0,-0.7907012335098406,0.0
2018-11-27,-0.03264657333251819,-0.5890138778504616,-0.0,-0.6449226630800269,1.0,-0.7902121415907564,0.0
2018-11-28,-0.03939263274608845,-0.5730257484292226,-0.0,-0.6642232351854133,1.0,-0.8033140322779351,0.0
2018-11-29,-0.011953041622198506,-0.5633480713523402,-0.0,-0.6638511968287848,1.0,-0.8100930019820095,0.0
2018-11-30,-0.011285304703226988,-0.5635332153968158,-0.0,-0.6639419264320138,1.0,-0.811352406514976,0.0
