Date,CNO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23837305665130773,-0.7051413796532635,-0.03454105479497464,-0.600059667848974,-0.7367321908045216,0.0
2018-09-25,1.0,-0.23836361225301683,-0.7052778146134465,-0.034445033815143876,-0.6001856517703222,-0.7369049197719135,0.0
2018-09-26,1.0,-0.2386540692855959,-0.7056853969832588,-0.035239515995358864,-0.5999336979943644,-0.7355876015249462,0.0
2018-09-27,1.0,-0.2378466449424752,-0.7141717097825364,-0.033650329188002925,-0.6019485269668151,-0.7374808804947794,0.0
2018-09-28,1.0,-0.23901546648927324,-0.7136204889406287,-0.033926492599368044,-0.6020954598370198,-0.7374688175619492,0.0
2018-10-01,1.0,-0.23987093340429777,-0.7128268245625707,-0.03396314283813452,-0.6025214556583062,-0.7373095602421662,0.0
2018-10-02,1.0,-0.24016101666722112,-0.713164110582521,-0.034332479457067765,-0.6022489104760637,-0.7368841278818323,0.0
2018-10-03,1.0,-0.24028609447771127,-0.7128077178975383,-0.034564204923486365,-0.6021956087824352,-0.7368263473053892,0.0
2018-10-04,1.0,-0.2392783298872807,-0.7192689921963583,-0.03468285199759888,-0.6007136663776429,-0.7409124257987061,0.0
2018-10-05,1.0,-0.22440971067509144,-0.7125706684403058,-0.0202527435982707,-0.6119720651812437,-0.756401729298304,0.0
2018-10-08,1.0,-0.2225728235958415,-0.7097020626432391,-0.01577706181286744,-0.6166672202477829,-0.7567675291460457,0.0
2018-10-09,1.0,-0.21982959462158022,-0.7127737469213872,-0.00622379018837782,-0.6236770285562138,-0.7657924515742528,0.0
2018-10-10,1.0,-0.2209097261504675,-0.7114763917079826,-0.007553322463647555,-0.6243968988120986,-0.7631517652147871,0.0
2018-10-11,1.0,-0.15876308709604228,-0.7003662766198827,-0.0,-0.6053288386113902,-0.7769602281935756,0.0
2018-10-12,1.0,-0.15029501394021913,-0.7027491408934707,-0.0,-0.6070803345652597,-0.781786941580756,0.0
2018-10-15,1.0,-0.11607084928307274,-0.7389216894829042,-0.0,-0.6029325893726075,-0.7861221047167976,0.0
2018-10-16,1.0,-0.11318000454147338,-0.7436338274888896,-0.0,-0.6019722970123593,-0.7851234307587505,0.0
2018-10-17,1.0,-0.09380995012149893,-0.710193119324722,-0.0,-0.5987658268320757,-0.7945709169970585,0.0
2018-10-18,1.0,-0.09280000000000001,-0.708288,-0.0,-0.602976,-0.795904,0.0
2018-10-19,1.0,-0.08035913273265624,-0.7026011652711006,-0.0,-0.6029163615524213,-0.7979241618644338,0.0
2018-10-22,1.0,-0.08056705957311246,-0.6922586811086333,-0.0,-0.6094297546989487,-0.803472443453329,0.0
2018-10-23,1.0,-0.08028545941123996,-0.6923027908754938,-0.0,-0.6096916018860712,-0.803651076844654,0.0
2018-10-24,1.0,-0.07782448095783977,-0.6918226977455102,-0.0,-0.6098267736594065,-0.8048337791364157,0.0
2018-10-25,1.0,-0.05686286748642407,-0.6660008738530679,-0.0,-0.6084201984894826,-0.789619873915486,0.0
2018-10-26,1.0,-0.043807814868669366,-0.6555703369117966,-0.0,-0.6124740896575194,-0.7819199950499645,0.0
2018-10-29,1.0,-0.03328603158933859,-0.6575148075024679,-0.0,-0.6090819348469891,-0.7849827245804541,0.0
2018-10-30,1.0,-0.025413274117937337,-0.6576918332099679,-0.0,-0.6094867999013077,-0.7915433012583272,0.0
2018-10-31,1.0,-0.027135709242717257,-0.6470209043189981,-0.0,-0.6072382355649691,-0.7882248211928662,0.0
2018-11-01,1.0,-0.0192861961120991,-0.6525418531918808,-0.0,-0.6064266879254309,-0.787913166124977,0.0
2018-11-02,1.0,-0.02890438612589466,-0.6185232764421607,-0.0,-0.6249770600110112,-0.7862298892763198,0.0
2018-11-05,1.0,-0.030704708259352235,-0.6147676483193535,-0.0,-0.6253290883487418,-0.7904855201126554,0.0
2018-11-06,1.0,-0.026973946665848344,-0.6128824377819376,-0.0,-0.6310798784791481,-0.7977721177156535,0.0
2018-11-07,1.0,-0.02796062749923101,-0.614457090126115,-0.0,-0.634020301445709,-0.7995386035066133,0.0
2018-11-08,1.0,-0.0,-0.6196532852294615,-0.0,-0.6269605894762589,-0.8108356009416944,0.0
2018-11-09,1.0,-0.0,-0.620687544004653,-0.0,-0.6295956163712615,-0.8109100927541556,0.0
2018-11-12,1.0,-0.0,-0.6085895558809175,-0.0,-0.633022205954124,-0.8086566617862372,0.0
2018-11-13,1.0,-0.0,-0.6001395885173272,-0.0,-0.6293924864963283,-0.8050009103598956,0.0
2018-11-14,1.0,-0.0,-0.6011311116516662,-0.0,-0.6330576502067623,-0.8064339576745317,0.0
2018-11-15,1.0,-0.0,-0.605059496497507,-0.0,-0.6350983451102751,-0.8188186350983451,0.0
2018-11-16,1.0,-0.0,-0.5985593065136438,-0.0,-0.632989438984189,-0.8207679628838287,0.0
2018-11-19,1.0,-0.0,-0.601438628711356,-0.0,-0.6355065809611264,-0.8239669421487603,0.0
2018-11-20,1.0,-0.0,-0.5842850616719963,-0.0,-0.6249733516065175,-0.836302725749962,0.0
2018-11-21,1.0,-0.0,-0.5802109858130229,-0.0,-0.6224687765247968,-0.8286952831332606,0.0
2018-11-23,1.0,-0.0,-0.5815695312026199,-0.0,-0.6221723573291285,-0.8286130147370975,0.0
2018-11-26,1.0,-0.0,-0.5813191811978772,-0.0,-0.6224109173616377,-0.8288703563305535,0.0
2018-11-27,1.0,-0.0,-0.5803463308307096,-0.0,-0.6197021070477113,-0.8273492371034148,0.0
2018-11-28,1.0,-0.0,-0.5920118881543034,-0.0,-0.6156668890641112,-0.8250136471159095,0.0
2018-11-29,1.0,-0.0,-0.5833684971969377,-0.0,-0.6085056362649948,-0.8221713183434807,0.0
2018-11-30,1.0,-0.0,-0.5844128393272336,-0.0,-0.608569616813117,-0.826614729595072,0.0
2018-12-03,1.0,-0.0,-0.584319526627219,-0.0,-0.6083202511773941,-0.8263494747011232,0.0
2018-12-04,1.0,-0.0,-0.5876148862437849,-0.0,-0.6018381799005575,-0.8239566069007083,0.0
2018-12-06,1.0,-0.0,-0.5667759237187127,-0.0,-0.5955601907032181,-0.8174016686531586,0.0
2018-12-07,1.0,-0.0,-0.5677475217962499,-0.0,-0.5954257733190015,-0.8226143556670249,0.0
2018-12-10,1.0,-0.0,-0.5667929891046897,-0.0,-0.5878434391283752,-0.8060457129322596,0.0
2018-12-11,1.0,-0.0,-0.569212976691774,-0.0,-0.5826463436332364,-0.8135638455607614,0.0
2018-12-12,1.0,-0.0,-0.569259511876872,-0.0,-0.5826043118531479,-0.8136472821090714,0.0
2018-12-13,1.0,-0.0,-0.5648474787300269,-0.0,-0.5882963270388046,-0.8113420093083923,0.0
2018-12-14,1.0,-0.0,-0.5603034433710662,-0.0,-0.5916553072956795,-0.8113257867599123,0.0
2018-12-17,1.0,-0.0,-0.5564842434803154,-0.0,-0.5783395847485159,-0.8186006674739361,0.0
2018-12-18,1.0,-0.0,-0.5442907895123168,-0.0,-0.571067852843595,-0.8207228632666843,0.0
2018-12-19,1.0,-0.0,-0.5443840845690794,-0.0,-0.5711349287916605,-0.8208779914843636,0.0
2018-12-20,1.0,-0.0,-0.5382138570968592,-0.0,-0.5717589204695138,-0.8171706231888299,0.0
2018-12-21,1.0,-0.0,-0.5364871959400338,-0.0,-0.5703494137548853,-0.8097765851951234,0.0
2018-12-24,1.0,-0.0,-0.5301544817152999,-0.0,-0.5660547522764962,-0.8130509411456667,0.0
2018-12-26,1.0,-0.0,-0.5297482505299225,-0.0,-0.5618339673045094,-0.8121025581462876,0.0
2018-12-27,1.0,-0.0,-0.5180546798876597,-0.0,-0.5412678397432225,-0.8064996847595576,0.0
2018-12-28,1.0,-0.0,-0.5208225926562411,-0.0,-0.5394397662828665,-0.8039181990032651,0.0
2018-12-31,1.0,-0.0,-0.5211525792684674,-0.0,-0.539426574628362,-0.8036834416979349,0.0
2019-01-02,1.0,-0.0,-0.5206412825651302,-0.0,-0.5384196965359289,-0.8038362439164042,0.0
2019-01-03,1.0,-0.0,-0.5208452640018326,-0.0,-0.5378249914099187,-0.8046615507960142,0.0
2019-01-04,1.0,-0.0,-0.5231961700672518,-0.0,-0.5183517610851476,-0.8081329077852502,0.0
2019-01-07,1.0,-0.0,-0.5100888951601523,-0.0,-0.5124594327642161,-0.7995202483420347,0.0
2019-01-08,1.0,-0.0,-0.5033110716600445,-0.0,-0.5166680756333305,-0.7979541804040915,0.0
2019-01-09,1.0,-0.0,-0.5042703723539195,-0.0,-0.5168982721199651,-0.797530794599318,0.0
2019-01-10,1.0,-0.0,-0.5085756265717273,-0.0,-0.5164307309768019,-0.8005425108078326,0.0
2019-01-11,1.0,-0.0,-0.5022205878192979,-0.0,-0.5189952193714463,-0.8075584849084892,0.0
2019-01-14,1.0,-0.0,-0.5033243740274438,-0.0,-0.5206394115150658,-0.8052907058989957,0.0
2019-01-15,1.0,-0.0,-0.49781857329027135,-0.0,-0.5247039492322512,-0.8104708482066972,0.0
2019-01-16,1.0,-0.0,-0.49445419048157996,-0.0,-0.5209099654801652,-0.814130496293362,0.0
2019-01-17,1.0,-0.0,-0.5014739229024943,-0.0,-0.519812925170068,-0.8131802721088435,0.0
2019-01-18,1.0,-0.0,-0.5029767839339127,-0.0,-0.5256231306081754,-0.8199971514029342,0.0
2019-01-22,1.0,-0.0,-0.45212933528080884,-0.0,-0.4579144829166309,-0.953890654981814,0.0
2019-01-23,1.0,-0.0,-0.42130931206609673,-0.0,-0.46365253313443117,-0.9838200699982788,0.0
2019-01-24,1.0,-0.0,-0.4185792976818912,-0.0,-0.46970392471884326,-0.98066330043608,0.0
2019-01-25,1.0,-0.0,-0.35781997390926223,-0.0,-0.44713726627047395,-1.0940136251630672,0.0
2019-01-28,1.0,-0.0,-0.3467444628291097,-0.0,-0.4652094400418009,-1.0908879793317658,0.0
2019-01-29,1.0,-0.0,-0.3459249150721524,-0.0,-0.4581167794198775,-1.0995034987369705,0.0
2019-01-30,1.0,-0.0,-0.3464889353545914,-0.0,-0.4585874426438985,-1.0990300284602428,0.0
2019-01-31,1.0,-0.0,-0.3523839962809077,-0.0,-0.4355115204695354,-1.1176453496818433,0.0
2019-02-01,1.0,-0.0,-0.3498069049623973,-0.0,-0.4479514503905456,-1.1059264206277768,0.0
2019-02-04,1.0,-0.0,-0.34636595843492396,-0.0,-0.4478985254847324,-1.1083246255660049,0.0
2019-02-05,1.0,-0.0,-0.3401747612273928,-0.0,-0.4414027346358173,-1.1214329259442042,0.0
2019-02-06,1.0,-0.0,-0.32782033426183843,-0.0,-0.44365134633240483,-1.1301357938718664,0.0
2019-02-07,1.0,-0.0,-0.31791606367583214,-0.0,-0.43930535455861075,-1.1371345875542693,0.0
2019-02-08,1.0,-0.0,-0.31985049111928837,-0.0,-0.44925100686697766,-1.1283574305334223,0.0
2019-02-11,1.0,-0.0,-0.31267777326290125,-0.0,-0.4501944621814593,-1.1395774075579033,0.0
2019-02-12,1.0,-0.0,-0.3335081585081585,-0.0,-0.45180652680652683,-1.1284382284382284,0.0
2019-02-13,1.0,-0.0,-0.32533859226820566,-0.0,-0.45158203068356484,-1.1231982831124387,0.0
2019-02-14,1.0,-0.0,-0.3614581138436531,-0.0,-0.5385448963005328,-1.110141175762319,0.0
2019-02-15,1.0,-0.0,-0.38678024260301597,-0.0,-0.5245462480811486,-1.0986364867712126,0.0
2019-02-19,1.0,-0.0,-0.38555016132436754,-0.0,-0.5295057745077346,-1.1003829569098094,0.0
2019-02-20,1.0,-0.0,-0.3892593151304872,-0.0,-0.5260521949011917,-1.101734801629205,0.0
2019-02-21,1.0,-0.0,-0.3699101164263739,-0.0,-0.5320624962297159,-1.114254690233456,0.0
2019-02-22,1.0,-0.0,-0.36187720408716884,-0.0,-0.5426650993157911,-1.109593995840492,0.0
2019-02-25,1.0,-0.0,-0.35625415232228064,-0.0,-0.5474421694751465,-1.116174427734493,0.0
2019-02-26,1.0,-0.0,-0.36136610701775573,-0.0,-0.5463220195675806,-1.112030438458751,0.0
2019-02-27,1.0,-0.0,-0.35573098710377243,-0.0,-0.5630348318669398,-1.094401590936483,0.0
2019-02-28,1.0,-0.0,-0.356745040190264,-0.0,-0.5632959027004244,-1.0904657253815817,0.0
2019-03-01,1.0,-0.0,-0.3620440592271578,-0.0,-0.5656976044299987,-1.0817984832069338,0.0
2019-03-04,1.0,-0.0,-0.35756137135302424,-0.0,-0.5723686187314083,-1.0747874162435023,0.0
2019-03-05,1.0,-0.0,-0.34411259455712606,-0.0,-0.5993188873150297,-1.070341460474368,0.0
2019-03-06,1.0,-0.0,-0.34449097646952487,-0.0,-0.5991081919797536,-1.069295893465096,0.0
2019-03-07,1.0,-0.0,-0.340011448196909,-0.0,-0.6003374205404755,-1.0723345283644141,0.0
2019-03-08,1.0,-0.0,-0.3302491533623609,-0.0,-0.6038642960812772,-1.089592404450895,0.0
