Date,FNKO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.489264305177112,-3.4202724795640327,-0.09689373297002725,-2.541907356948229,-2.3508446866485015,0.0
2018-09-25,1.0,-1.5066754213175748,-3.4268986649157362,-0.11337272926242065,-2.5468373823593784,-2.349638870650033,0.0
2018-09-26,1.0,-1.5076703922857768,-3.4304185842647383,-0.11023449484987946,-2.5516107823800134,-2.3577690116151655,0.0
2018-09-27,1.0,-1.529275808936826,-3.4174554259300023,-0.12095531587057011,-2.5674664318732114,-2.37079022672243,0.0
2018-09-28,1.0,-1.556012447210491,-3.4410980217826186,-0.12691709268726384,-2.594132029339853,-2.395421204712158,0.0
2018-10-01,1.0,-1.5579556842222468,-3.448836432468545,-0.12971829417659503,-2.597706268789667,-2.400289500055673,0.0
2018-10-02,1.0,-1.6078926236090398,-3.6164965010898245,-0.12619020305150855,-2.6621544109211883,-2.459217620741081,0.0
2018-10-03,1.0,-1.61812521618817,-3.642684192320996,-0.13155770782889425,-2.6719704831084976,-2.465582843306814,0.0
2018-10-04,1.0,-1.6261951388088929,-3.6234304803594055,-0.13443151710632414,-2.681142725492455,-2.454210344430365,0.0
2018-10-05,1.0,-1.571558485847448,-3.5792883937706033,-0.08343753552347391,-2.6775036944412864,-2.4558372172331477,0.0
2018-10-08,1.0,-1.5566346696781477,-3.554037267080745,-0.07001693958215696,-2.671485036702428,-2.4407679277244494,0.0
2018-10-09,1.0,-1.5629773167673542,-3.589308104411262,-0.045252479197537894,-2.713552946540522,-2.487404536646529,0.0
2018-10-10,1.0,-1.5721501549764663,-3.6186430949374353,-0.0406382734473654,-2.73401446447021,-2.5142922741361495,0.0
2018-10-11,1.0,-1.2618848167539267,-3.372146596858639,-0.0,-2.477068062827225,-2.3601047120418848,0.0
2018-10-12,1.0,-1.2516826432796249,-3.315827044666531,-0.0,-2.379665510911687,-2.250662859473792,0.0
2018-10-15,1.0,-1.218955904713634,-3.320628484541307,-0.0,-2.3610745058286873,-2.236188545362392,0.0
2018-10-16,1.0,-1.208485586682907,-3.3455136012992286,-0.0,-2.36043442955745,-2.235789687373122,0.0
2018-10-17,1.0,-1.109076666993048,-3.1668461764417897,-0.0,-2.2987369039459513,-2.2166846176441792,0.0
2018-10-18,1.0,-1.114999017102418,-3.1837035580892468,-0.0,-2.3045016709258896,-2.225771574601927,0.0
2018-10-19,1.0,-1.0486700077101003,-3.121048573631457,-0.0,-2.276503469545104,-2.191403238242097,0.0
2018-10-22,1.0,-1.0481278275098662,-3.101934738665897,-0.0,-2.2803927230724805,-2.1951102127249977,0.0
2018-10-23,1.0,-1.1335264156596425,-3.217017876760212,-0.0,-2.35663637271547,-2.2798362129232,0.0
2018-10-24,1.0,-1.1268716310640847,-3.219205430225594,-0.0,-2.3566580155719703,-2.2791974445997205,0.0
2018-10-25,1.0,-0.9640334572490706,-2.970446096654275,-0.0,-2.270910780669145,-2.088197026022305,0.0
2018-10-26,1.0,-0.8984573502722323,-2.89546279491833,-0.0,-2.2490018148820328,-2.031488203266788,0.0
2018-10-29,1.0,-0.8479118121527155,-2.888600107546155,-0.0,-2.210073489872737,-2.015504570711597,0.0
2018-10-30,1.0,-0.8222062908862802,-2.889864683215342,-0.0,-2.2119365534546107,-2.037368939869164,0.0
2018-10-31,1.0,-0.8202643171806168,-2.811894273127753,-0.0,-2.17920704845815,-1.9991189427312774,0.0
2018-11-01,1.0,-0.7711342021838675,-2.8538217682282494,-0.0,-2.178584008453681,-2.0023775977456855,0.0
2018-11-02,1.0,-0.7790444695848926,-2.7625968148986164,-0.0,-2.185014359063615,-1.9757201287964494,0.0
2018-11-05,1.0,-0.7710917568399754,-2.8471892319873318,-0.0,-2.217823524236826,-1.9612914577285125,0.0
2018-11-06,1.0,-0.8105986261040236,-2.90891248104202,-0.0,-2.236774020876082,-1.9652065304665896,0.0
2018-11-07,1.0,-0.807195654109894,-2.9062249532460593,-0.0,-2.23074182919227,-1.9613500756968563,0.0
2018-11-08,1.0,-0.7320027889140666,-2.8729301028412064,-0.0,-2.173348439951194,-1.9370751263726689,0.0
2018-11-09,1.0,-0.7400525854513585,-2.8878177037686243,-0.0,-2.185100788781771,-1.9513584574934268,0.0
2018-11-12,1.0,-0.8779189239678685,-3.047823650289557,-0.0,-2.305155987296843,-2.1095647300579112,0.0
2018-11-13,1.0,-0.7955939765755717,-3.0582822085889574,-0.0,-2.3285926752184425,-2.1129392080312326,0.0
2018-11-14,1.0,-0.7950171981035604,-3.059031328437297,-0.0,-2.3289950729757365,-2.1132285953332715,0.0
2018-11-15,1.0,-0.8110586011342155,-3.11984877126654,-0.0,-2.398298676748582,-2.122778827977316,0.0
2018-11-16,1.0,-0.7982142857142858,-3.086466165413534,-0.0,-2.386278195488722,-2.1274436090225564,0.0
2018-11-19,1.0,-0.821103526734926,-3.107129313613955,-0.0,-2.4044368600682593,-2.1477057262040193,0.0
2018-11-20,1.0,-0.7297322511428305,-3.0656777684485497,-0.0,-2.3806325216904565,-2.153279223808191,0.0
2018-11-21,1.0,-0.7410722524683954,-3.0477992064224417,-0.0,-2.3701208821629605,-2.068653686444588,0.0
2018-11-23,1.0,-0.7415823367065317,-3.0206071757129713,-0.0,-2.372217111315547,-2.065317387304508,0.0
2018-11-26,1.0,-0.7391783843396746,-3.0256410256410255,-0.0,-2.3662347210734302,-2.059277639922801,0.0
2018-11-27,1.0,-0.707228146932823,-3.027891714520098,-0.0,-2.343724364232978,-2.036095159967186,0.0
2018-11-28,1.0,-0.7059145673603505,-3.0434465133260313,-0.0,-2.3418218327856883,-2.0362358525009125,0.0
2018-11-29,1.0,-0.610438525692763,-2.994978028876334,-0.0,-2.321316473858847,-2.041072549547126,0.0
2018-11-30,1.0,-0.6112506728871343,-2.9979364794545127,-0.0,-2.3258568096178003,-2.0367844966804234,0.0
2018-12-03,1.0,-0.6084177850817128,-3.055692504336711,-0.0,-2.3811741075504425,-2.084725645941751,0.0
2018-12-04,1.0,-0.580565468020862,-3.0888461890383385,-0.0,-2.386037148869979,-2.0946106688626593,0.0
2018-12-06,1.0,-0.5440114153215019,-2.918130741104076,-0.0,-2.425131543743869,-2.0310354053330957,0.0
2018-12-07,1.0,-0.5472623506331371,-2.91804886748707,-0.0,-2.425182807205279,-2.0268414481897628,0.0
2018-12-10,1.0,-0.46351481254915666,-2.91191121209473,-0.0,-2.4014681464650875,-1.962072882985231,0.0
2018-12-11,1.0,-0.4846335697399527,-2.909377462568952,-0.0,-2.4122230978022943,-1.9494790298572802,0.0
2018-12-12,1.0,-0.48007757404795487,-2.9299188998589565,-0.0,-2.4307122708039492,-1.9746121297602257,0.0
2018-12-13,1.0,-0.4788918205804749,-2.916094986807388,-0.0,-2.433509234828496,-1.9665787159190853,0.0
2018-12-14,1.0,-0.4807032967032967,-2.911824175824176,-0.0,-2.4331428571428573,-1.9655384615384615,0.0
2018-12-17,1.0,-0.43501002528114374,-2.902449655653387,-0.0,-2.393949960770639,-1.9861389591142882,0.0
2018-12-18,1.0,-0.3908616187989556,-2.8865100087032203,-0.0,-2.409225413402959,-2.0166231505657093,0.0
2018-12-19,1.0,-0.37887385421213443,-2.898559580969009,-0.0,-2.4246180707114795,-2.0277608031427325,0.0
2018-12-20,1.0,-0.3707216139322355,-2.8486076385895336,-0.0,-2.407362703681352,-1.9946547116130702,0.0
2018-12-21,1.0,-0.3531780023984924,-2.853092341956484,-0.0,-2.4147678602021587,-1.9449203357889326,0.0
2018-12-24,1.0,-0.30933917734322325,-2.7961901550910317,-0.0,-2.3784558327714094,-1.9449595414699934,0.0
2018-12-26,1.0,-0.30418791273092033,-2.8340717211401825,-0.0,-2.315389116442364,-1.9055420881049903,0.0
2018-12-27,1.0,-0.17867949414229187,-2.663977034680735,-0.0,-2.075335557452091,-1.8404065482194119,0.0
2018-12-28,1.0,-0.17318565564247543,-2.666873208891643,-0.0,-2.071102160948029,-1.8341724111222988,0.0
2018-12-31,1.0,-0.17380528231740378,-2.6667957555572768,-0.0,-2.070714894276198,-1.8340175044535667,0.0
2019-01-02,1.0,-0.16474502824421572,-2.6670277799272615,-0.0,-2.0675539735355564,-1.8388918981660602,0.0
2019-01-03,1.0,-0.15436659149233997,-2.6818570650905977,-0.0,-2.0720895870596467,-1.8683412395987244,0.0
2019-01-04,1.0,-0.08330128451657565,-2.6951003768940853,-0.0,-2.039304668871625,-1.8740096915621878,0.0
2019-01-07,1.0,-0.018778637422068655,-2.6250281679561334,-0.0,-2.0380830766919553,-1.829565086757305,0.0
2019-01-08,1.0,-0.02059308072487644,-2.60970495731616,-0.0,-2.0366931256552343,-1.8214018271678898,0.0
2019-01-09,1.0,-0.011607009135839449,-2.583420697918227,-0.0,-2.0456791972442714,-1.847686086565823,0.0
2019-01-10,1.0,-0.008445181722213844,-2.604735334037099,-0.0,-2.0597194993213694,-1.8674408083245364,0.0
2019-01-11,1.0,-0.01111699311805188,-2.580806171065568,-0.0,-2.073810784239583,-1.8967707781895182,0.0
2019-01-14,1.0,-0.030467982157707716,-2.5744310879262113,-0.0,-2.0722764043244877,-1.883117864973161,0.0
2019-01-15,1.0,-0.020705811229502002,-2.5573943928058642,-0.0,-2.0658958663946194,-1.9128693417970226,0.0
2019-01-16,1.0,-0.0,-2.559178743961353,-0.0,-2.054876207729469,-1.9342542270531402,0.0
2019-01-17,1.0,-0.008393194706994329,-2.547296786389414,-0.0,-2.063364839319471,-1.9423818525519847,0.0
2019-01-18,1.0,-0.02423226396403261,-2.5209174731387636,-0.0,-2.0714013563971654,-2.003657700220986,0.0
2019-01-22,1.0,-0.0,-2.7104168302064524,-0.0,-2.2066881230865847,-1.932726273647853,0.0
2019-01-23,1.0,-0.0,-2.609403113510131,-0.0,-2.215677071110068,-1.9978095908628648,0.0
2019-01-24,1.0,-0.0,-2.6050696291660147,-0.0,-2.2218745110311375,-1.9966358942262559,0.0
2019-01-25,1.0,-0.0,-2.5753701755805487,-0.0,-2.3886236750546157,-2.1272756695525525,0.0
2019-01-28,1.0,-0.0,-2.5403238866396762,-0.0,-2.431578947368421,-2.125182186234818,0.0
2019-01-29,1.0,-0.0,-2.495507164251599,-0.0,-2.446612158989719,-2.1530802234275073,0.0
2019-01-30,1.0,-0.0,-2.487962514137987,-0.0,-2.4352076264339955,-2.1556794312489904,0.0
2019-01-31,1.0,-0.0,-2.535332252836305,-0.0,-2.3369529983792545,-2.2314424635332255,0.0
2019-02-01,1.0,-0.0,-2.533885236587939,-0.0,-2.353705056407759,-2.2285528772015257,0.0
2019-02-04,1.0,-0.0,-2.5381369685167154,-0.0,-2.348588120740019,-2.2275235313209993,0.0
2019-02-05,1.0,-0.0,-2.5180889033095393,-0.0,-2.333630759247242,-2.2598961713173265,0.0
2019-02-06,1.0,-0.0,-2.507767385115901,-0.0,-2.3337128914192764,-2.2919072793818622,0.0
2019-02-07,1.0,-0.0,-2.5083821614583335,-0.0,-2.345703125,-2.283935546875,0.0
2019-02-08,1.0,-0.0,-2.5102474075283743,-0.0,-2.382542663509431,-2.2724748918102393,0.0
2019-02-11,1.0,-0.0,-2.4902876813375956,-0.0,-2.4035734775838047,-2.3022703057126463,0.0
2019-02-12,1.0,-0.0,-2.494197450147107,-0.0,-2.406096763648251,-2.2722294867603794,0.0
2019-02-13,1.0,-0.0,-2.5162001142577326,-0.0,-2.392556924834734,-2.2525095894882887,0.0
2019-02-14,1.0,-0.0,-2.4520166898470093,-0.0,-2.4447353350241343,-2.2845455289208867,0.0
2019-02-15,1.0,-0.0,-2.4851663661694805,-0.0,-2.434518931322734,-2.275610555646615,0.0
2019-02-19,1.0,-0.0,-2.4520797155379146,-0.0,-2.51112213677334,-2.3060448193169605,0.0
2019-02-20,1.0,-0.0,-2.483092186854072,-0.0,-2.4851591566763127,-2.299545266639107,0.0
2019-02-21,1.0,-0.0,-2.4946716232961585,-0.0,-2.479966955803387,-2.2864105741429164,0.0
2019-02-22,1.0,-0.0,-2.492775163074891,-0.0,-2.48509619354306,-2.279085129221369,0.0
2019-02-25,1.0,-0.0,-2.495003331112591,-0.0,-2.5219853431045967,-2.3107928047968023,0.0
2019-02-26,1.0,-0.0,-2.4786034168187094,-0.0,-2.517332891026704,-2.2973129872283957,0.0
2019-02-27,1.0,-0.0,-2.470920102878951,-0.0,-2.5348875798556376,-2.290881938106695,0.0
2019-02-28,1.0,-0.0,-2.4749563917268875,-0.0,-2.539330509178503,-2.292050834786943,0.0
2019-03-01,1.0,-0.0,-2.4725703377873685,-0.0,-2.5412067391484774,-2.285749854759731,0.0
2019-03-04,1.0,-0.0,-2.480222240650137,-0.0,-2.521933825358653,-2.290405506260884,0.0
2019-03-05,1.0,-0.0,-2.470279283034598,-0.0,-2.555147978324302,-2.311463109629012,0.0
2019-03-06,1.0,-0.0,-2.4766605320394848,-0.0,-2.559310690982098,-2.3294294796720765,0.0
2019-03-07,1.0,-0.0,-2.4146076794657763,-0.0,-2.6217863105175288,-2.310851419031719,0.0
2019-03-08,1.0,-0.0,-2.4056731583403894,-0.0,-2.7181202370872146,-2.343607112616427,0.0
