Date,IWF,IWM,MTUM,PRIM,SPY,VLUE,VXX
2018-09-24,-0.28818820454174154,-0.8883515765397811,-0.0,1.0,-0.5358274791700702,-0.5550400261395196,0.0
2018-09-25,-0.29406186645739324,-0.887679026878556,-0.0,1.0,-0.535576482898437,-0.5525799489896017,0.0
2018-09-26,-0.2926693514062142,-0.8875028648135416,-0.0,1.0,-0.5368169465998756,-0.5570507153848673,0.0
2018-09-27,-0.29594974808610874,-0.8810115814957796,-0.0,1.0,-0.5374272067002552,-0.5572531571026631,0.0
2018-09-28,-0.29591703199633584,-0.8810115814957796,-0.0,1.0,-0.5374272067002552,-0.5572531571026631,0.0
2018-10-01,-0.29747602055848366,-0.8799882148819851,-0.0,1.0,-0.5386453661570694,-0.5575670278587095,0.0
2018-10-02,-0.296863220688977,-0.8878363761512997,-0.0,1.0,-0.537152971254384,-0.555901537251303,0.0
2018-10-03,-0.29632784092770337,-0.8825629770367216,-0.0,1.0,-0.5384086218757166,-0.5585219641628723,0.0
2018-10-04,-0.2992043482531679,-0.8776071510428604,-0.0,1.0,-0.5418290167316067,-0.5556137651026489,0.0
2018-10-05,-0.29143808777429464,-0.8768612852664576,-0.0,1.0,-0.5412748171368861,-0.555871212121212,0.0
2018-10-08,-0.29182599601268094,-0.8785175017158544,-0.0,1.0,-0.5414256299637219,-0.5565251495244631,0.0
2018-10-09,-0.28776978417266186,-0.8787442773054284,-0.0,1.0,-0.5434597776324395,-0.5601373446697188,0.0
2018-10-10,-0.2893059142773074,-0.8779219930035637,-0.0,1.0,-0.5444142936541668,-0.5577206002550104,0.0
2018-10-11,-0.22611566050910936,-0.8687234177616961,-0.0,1.0,-0.518599631816162,-0.5605598933536469,0.0
2018-10-12,-0.23388639713954143,-0.8657278173321206,-0.0,1.0,-0.49854154251481986,-0.538311953078443,0.0
2018-10-15,-0.19936529881229187,-0.9051404512034186,-0.0,1.0,-0.49481555960535417,-0.5427323571922328,0.0
2018-10-16,-0.19547454431175362,-0.9117536140791955,-0.0,1.0,-0.49377749842866125,-0.5416719044626022,0.0
2018-10-17,-0.17704532805639725,-0.8789190526250696,-0.0,1.0,-0.4884051697483149,-0.5475851833529157,0.0
2018-10-18,-0.17789815817984833,-0.8818139606872002,-0.0,1.0,-0.4875406283856988,-0.5482123510292525,0.0
2018-10-19,-0.16451612903225807,-0.8751766513056836,-0.0,1.0,-0.4861751152073733,-0.5463287250384024,0.0
2018-10-22,-0.1647575469090686,-0.8706507385683138,-0.0,1.0,-0.4878543131775328,-0.5477382305070172,0.0
2018-10-23,-0.16513648785580495,-0.8705745079374827,-0.0,1.0,-0.48742592194552764,-0.5474867196855712,0.0
2018-10-24,-0.1631845375057524,-0.8701641356036202,-0.0,1.0,-0.4869765301426599,-0.5476300046019328,0.0
2018-10-25,-0.1463201900809047,-0.8487774068393035,-0.0,1.0,-0.4819994586303348,-0.5305121958555145,0.0
2018-10-26,-0.13867000955109837,-0.8396310888252149,-0.0,1.0,-0.4820916905444126,-0.5243553008595988,0.0
2018-10-29,-0.11758761109294652,-0.8511726064857474,-0.0,1.0,-0.4726689058645186,-0.5309574057010373,0.0
2018-10-30,-0.11136532461744168,-0.851136532461744,-0.0,1.0,-0.4728569306195216,-0.5359976229386421,0.0
2018-10-31,-0.1125314395620654,-0.8429649356413672,-0.0,1.0,-0.4705429797307294,-0.5329782512205948,0.0
2018-11-01,-0.07774926904946597,-0.8825705591025719,-0.0,1.0,-0.4799510710662928,-0.5432006682976311,0.0
2018-11-02,-0.07857334406006972,-0.8788474717678256,-0.0,1.0,-0.4801108429427013,-0.5421173385775155,0.0
2018-11-05,-0.07101123595505618,-0.909932584269663,-0.0,1.0,-0.48835955056179775,-0.5269513108614232,0.0
2018-11-06,-0.06848945046369939,-0.9082505477355263,-0.0,1.0,-0.4923617155376812,-0.5321588282961673,0.0
2018-11-07,-0.07345682773749314,-0.9201754920480165,-0.0,1.0,-0.5089574066175127,-0.5441776856986167,0.0
2018-11-08,-0.060946441006388324,-0.9195858185231162,-0.0,1.0,-0.5027400163492689,-0.5444003754276545,0.0
2018-11-09,-0.060728990070234926,-0.9192903850811334,-0.0,1.0,-0.5031787357713732,-0.5441692903850811,0.0
2018-11-12,-0.05998371482855334,-0.9044904852377937,-0.0,1.0,-0.5095147622063392,-0.5417533701257577,0.0
2018-11-13,-0.045319665497707044,-0.905464136918143,-0.0,1.0,-0.5078679974822409,-0.5386506009651411,0.0
2018-11-14,-0.04463509014008459,-0.906830248672646,-0.0,1.0,-0.5085640579536251,-0.5396706362300147,0.0
2018-11-15,-0.043525147530180025,-0.9074079621364167,-0.0,1.0,-0.5094808734984873,-0.5350927118593296,0.0
2018-11-16,-0.04582307368926791,-0.9108762236502312,-0.0,1.0,-0.5112906131763858,-0.5348327427782115,0.0
2018-11-19,-0.04750180158539515,-0.9103110737448955,-0.0,1.0,-0.5103290895988469,-0.5344703338938266,0.0
2018-11-20,-0.017373652944864024,-0.9060867488581749,-0.0,1.0,-0.5127615749723873,-0.5489119078181438,0.0
2018-11-21,-0.02054713405968735,-0.9027119848413074,-0.0,1.0,-0.5097702510658456,-0.5276527711984841,0.0
2018-11-23,-0.021529543975867985,-0.8945407227775478,-0.0,1.0,-0.5129236410954043,-0.5283610338912876,0.0
2018-11-26,-0.020843804511722793,-0.8985010200159655,-0.0,1.0,-0.5109540844987139,-0.5262691068208024,0.0
2018-11-27,-0.017040596715705063,-0.899142073763967,-0.0,1.0,-0.5082991833485657,-0.5237182699961673,0.0
2018-11-28,-0.016546232119156467,-0.9032886005014008,-0.0,1.0,-0.506709924789854,-0.5229022268102049,0.0
2018-11-29,-0.0026613634369607813,-0.8946568010996403,-0.0,1.0,-0.5032901471061328,-0.5239376480566198,0.0
2018-11-30,-0.002135002339728591,-0.8950339260645765,-0.0,1.0,-0.5033048666354702,-0.5241869443144596,0.0
2018-12-03,-0.0019298245614035087,-0.8949122807017543,-0.0,1.0,-0.5031286549707602,-0.5240058479532164,0.0
2018-12-04,-0.00187337177648333,-0.8958229663671223,-0.0,1.0,-0.5045809794221819,-0.5248953546234231,0.0
2018-12-06,-0.0,-0.8738191244239631,-0.0,1.0,-0.4969182027649769,-0.509447004608295,0.0
2018-12-07,-0.0,-0.8740567939634813,-0.0,1.0,-0.4967455791717067,-0.5092160589827776,0.0
2018-12-10,-0.0,-0.8736402152753922,-0.0,1.0,-0.48983739837398377,-0.49922706973548603,0.0
2018-12-11,-0.0,-0.8734648306661704,-0.0,1.0,-0.48999456070539066,-0.49932724514041965,0.0
2018-12-12,-0.0,-0.8770986660533578,-0.0,1.0,-0.49131784728610856,-0.5064684912603495,0.0
2018-12-13,-0.0,-0.8787303231747676,-0.0,1.0,-0.4911796022907134,-0.5078707300929522,0.0
2018-12-14,-0.0,-0.8693976180887175,-0.0,1.0,-0.4984753466428859,-0.5088314826534722,0.0
2018-12-17,-0.0,-0.8673759068620424,-0.0,1.0,-0.48751182863533393,-0.5126602242422504,0.0
2018-12-18,-0.0,-0.8607371063441351,-0.0,1.0,-0.48100182565038796,-0.5108397991784573,0.0
2018-12-19,-0.0,-0.8646573458629383,-0.0,1.0,-0.4863912445564978,-0.5139525555810222,0.0
2018-12-20,-0.0,-0.8660604148139648,-0.0,1.0,-0.48716256920737827,-0.515447947445423,0.0
2018-12-21,-0.0,-0.8694738054779527,-0.0,1.0,-0.4884939949886236,-0.5221335791019844,0.0
2018-12-24,-0.0,-0.8997538533669343,-0.0,1.0,-0.5106077477583074,-0.5199554591806833,0.0
