Date,IWF,IWM,MTUM,SPY,STNE,VLUE,VXX
2019-08-02,-0.0,-0.9873674911660777,-1.6251766784452297,-2.883833922261484,1.0,-2.3375441696113075,0.0
2019-08-05,-0.0,-0.9735815602836879,-1.614982269503546,-2.928989361702128,1.0,-2.3477836879432625,0.0
2019-08-06,-0.0,-0.962056828912353,-1.5415915529229975,-2.7866769679800845,1.0,-2.2941024980685034,0.0
2019-08-07,-0.0,-0.974315214608755,-1.498762693062548,-2.7627783940609265,1.0,-2.297294991040191,0.0
2019-08-08,-0.0,-0.9748250554702167,-1.4973544973544972,-2.763099505034989,1.0,-2.2986004437617336,0.0
2019-08-09,-0.0,-0.9418712562220536,-1.4653674175314269,-2.72842318400405,1.0,-2.3011052054332235,0.0
2019-08-12,-0.0,-0.9301600673967986,-1.4652064026958718,-2.736057287278854,1.0,-2.2930918281381634,0.0
2019-08-13,-0.0,-0.9174557948546048,-1.4489231542780523,-2.731919886030336,1.0,-2.2819073158468113,0.0
2019-08-14,-0.0,-0.9410147463134216,-1.4367241522952594,-2.694326418395401,1.0,-2.2591852036990754,0.0
2019-08-15,-0.0,-0.9927794905078696,-1.4323381470063283,-2.604494564335551,1.0,-2.0832386824598412,0.0
2019-08-16,-0.0,-1.0333140925208213,-1.4313515296445947,-2.630246557268904,1.0,-2.1511503257194686,0.0
2019-08-19,-0.0,-0.9888679708602767,-1.4377506752885323,-2.634034542031595,1.0,-2.124662355733814,0.0
2019-08-20,-0.0,-0.9976347769349971,-1.4462115651251939,-2.617078541717641,1.0,-2.0949351602642525,0.0
2019-08-21,-0.0,-1.00146484375,-1.4480794270833333,-2.6103515625,1.0,-2.0781249999999996,0.0
2019-08-22,-0.0,-1.0030856678846936,-1.4423873325213157,-2.612017864393017,1.0,-2.0626877791311413,0.0
2019-08-23,-0.0,-1.0000812281699294,-1.4417187880757047,-2.6127853139468766,1.0,-2.0682316627406387,0.0
2019-08-26,-0.0,-0.9474186619998409,-1.417548325511097,-2.5774401400047733,1.0,-2.012489062127118,0.0
2019-08-27,-0.0,-0.9404468474198935,-1.4030372902918027,-2.5746203387135247,1.0,-2.032917229864038,0.0
2019-08-28,-0.0,-0.911381338419965,-1.4276744555714516,-2.5872675250357657,1.0,-2.0215387060880627,0.0
2019-08-29,-0.0,-0.898952214637244,-1.4434037148753769,-2.5930306397840925,1.0,-2.0023813303698996,0.0
2019-08-30,-0.0,-0.8675176405296123,-1.4643621660191866,-2.6132561642749548,1.0,-1.983271228097994,0.0
2019-09-03,-0.0,-0.8741769139230464,-1.469416898056327,-2.6196747322491074,1.0,-1.970011900039667,0.0
2019-09-04,-0.0,-0.8356077435734687,-1.4751666137734052,-2.630910821961282,1.0,-1.9922246905744205,0.0
2019-09-05,-0.0,-0.8343499960389764,-1.4693020676542818,-2.6342390873801786,1.0,-1.984155905886081,0.0
2019-09-06,-0.0,-0.8160403371937289,-1.4841251083274247,-2.635862286299535,1.0,-1.942330418340818,0.0
2019-09-09,-0.0,-0.8220926567916798,-1.485581468641664,-2.6340214308225653,1.0,-1.9372045382918373,0.0
2019-09-10,-0.0,-0.777592504367159,-1.634429093218993,-2.6780212799745913,1.0,-1.8502461489598223,0.0
2019-09-11,-0.0,-0.7558065542475342,-1.6880369074132993,-2.6907413299395486,1.0,-1.8195195672923958,0.0
2019-09-12,-0.0,-0.7208674239415362,-1.6998173008181747,-2.6979903089999207,1.0,-1.8247676543013742,0.0
2019-09-13,-0.0,-0.7198505445583909,-1.7081644009857697,-2.701566102233882,1.0,-1.820176484617219,0.0
2019-09-16,-0.0,-0.7236883942766296,-1.7016693163751988,-2.702225755166932,1.0,-1.8215421303656598,0.0
2019-09-17,-0.0,-0.7526445557941621,-1.694663167104112,-2.7020599697765046,1.0,-1.8041835679630955,0.0
2019-09-18,-0.0,-0.7298957407257738,-1.7779843206982946,-2.762547482421401,1.0,-1.8116867372504646,0.0
2019-09-19,-0.0,-0.7295134960400841,-1.7790528527557783,-2.762324228220462,1.0,-1.8104897365443673,0.0
2019-09-20,-0.0,-0.7215302491103203,-1.7846975088967971,-2.7677127143319313,1.0,-1.8140569395017794,0.0
2019-09-23,-0.0,-0.7159854309995953,-1.7841359773371104,-2.778794010522056,1.0,-1.8149736948603805,0.0
2019-09-24,-0.0,-0.7166680158665911,-1.7840200760948757,-2.7790820043714075,1.0,-1.8154294503359507,0.0
2019-09-25,-0.0,-0.6924319521847992,-1.7866892819643,-2.7897585009288424,1.0,-1.808012276875858,0.0
2019-09-26,-0.0,-0.6806587019696481,-1.7995640942847917,-2.7897158540523086,1.0,-1.802308685824992,0.0
2019-09-27,-0.0,-0.6566995312752545,-1.8186520122838208,-2.7982867302408274,1.0,-1.8077420397607886,0.0
2019-09-30,-0.0,-0.6507308406686586,-1.8113542760235808,-2.804247759024469,1.0,-1.8091738673988533,0.0
2019-10-01,-0.0,-0.6557178597369058,-1.807602291986119,-2.8019530304253086,1.0,-1.8050197724154626,0.0
2019-10-02,-0.0,-0.6185500723356373,-1.8158656164603761,-2.82092911107539,1.0,-1.7818678669024273,0.0
2019-10-03,-0.0,-0.6794269797055312,-1.7864703541583764,-2.7848786311181852,1.0,-1.7078392359729406,0.0
2019-10-04,-0.0,-0.6832776982991576,-1.777857256398029,-2.7806390081068195,1.0,-1.7060880623112384,0.0
2019-10-07,-0.0,-0.698162521780453,-1.749801995881514,-2.7633454775859336,1.0,-1.7088547441786788,0.0
2019-10-08,-0.0,-0.7037682077264092,-1.7450918302723244,-2.759420519316023,1.0,-1.7081222292590248,0.0
2019-10-09,-0.0,-0.6998428908091123,-1.7124901806755695,-2.762765121759623,1.0,-1.6803613511390416,0.0
2019-10-10,-0.0,-0.706468051744414,-1.7041944335554686,-2.7573500588004705,1.0,-1.672050176401411,0.0
2019-10-11,-0.0,-0.7171274179653849,-1.7116453911817684,-2.7506460960137833,1.0,-1.65212624324536,0.0
2019-10-14,-0.0,-0.6548881036513546,-1.7930113859442482,-2.7979583824106795,1.0,-1.6065959952885749,0.0
2019-10-15,-0.0,-0.6506581009088059,-1.7735819492322156,-2.788780946411783,1.0,-1.6215136320902537,0.0
2019-10-16,-0.0,-0.7029664017625304,-1.8296482807459278,-2.7626878589975603,1.0,-1.573137146903769,0.0
2019-10-17,-0.0,-0.6511866277694551,-1.9011274934952298,-2.7492706772845543,1.0,-1.5830639438618623,0.0
2019-10-18,-0.0,-0.7178370675322618,-1.9369804449370593,-2.688069036497506,1.0,-1.5741429815533212,0.0
2019-10-21,-0.0,-0.6438117833135626,-1.9433768287860813,-2.683115856069593,1.0,-1.6379596678529063,0.0
2019-10-22,-0.0,-0.6268290753776794,-1.9527010994226055,-2.687257771098632,1.0,-1.6426481056711226,0.0
2019-10-23,-0.0,-0.6172908366533865,-2.001035856573705,-2.735856573705179,1.0,-1.6139442231075698,0.0
2019-10-24,-0.0,-0.5734966592427617,-2.1349825007954184,-2.6977410117721923,1.0,-1.5479637289214128,0.0
2019-10-25,-0.0,-0.5750138548016784,-2.1254849180587443,-2.6805478584435116,1.0,-1.535982899216214,0.0
2019-10-28,-0.0,-0.6026183443761476,-2.1510337670631436,-2.647162129799633,1.0,-1.5819430031132755,0.0
2019-10-29,-0.0,-0.6033084657800842,-2.241728835549789,-2.6755595199481026,1.0,-1.5883068439831332,0.0
2019-10-30,-0.0,-0.6033252230332522,-2.2418491484184915,-2.675831305758313,1.0,-1.589375506893755,0.0
2019-10-31,-0.0,-0.6008615084525357,-2.256827048114434,-2.6778283485045513,1.0,-1.5918400520156049,0.0
2019-11-01,-0.0,-0.6115096185197262,-2.2707857841538965,-2.690984675578741,1.0,-1.5780078252363874,0.0
2019-11-04,-0.0,-0.5879629629629629,-2.3098602988953867,-2.6741390513320336,1.0,-1.550276153346329,0.0
2019-11-05,-0.0,-0.5985455139728714,-2.3627226671024677,-2.673394345481288,1.0,-1.5366072887726752,0.0
2019-11-06,-0.0,-0.5788066187531339,-2.4398295169647333,-2.725305030920943,1.0,-1.613070366037105,0.0
2019-11-07,-0.0,-0.5760334029227557,-2.4304801670146134,-2.7291022964509395,1.0,-1.615114822546973,0.0
2019-11-08,-0.0,-0.5670292887029289,-2.444100418410042,-2.7369874476987452,1.0,-1.6200836820083682,0.0
2019-11-11,-0.0,-0.5254279959718026,-2.5276938569989933,-2.704431017119839,1.0,-1.6346089291708628,0.0
2019-11-12,-0.0,-0.5590669676448458,-2.515425131677954,-2.673438675696012,1.0,-1.6125741994816487,0.0
2019-11-13,-0.0,-0.5801826406076641,-2.7086284885209526,-2.644789621916873,1.0,-1.601007083724503,0.0
2019-11-14,-0.0,-0.5797967722653915,-2.707198360515754,-2.6405943130390233,1.0,-1.6114763897190674,0.0
2019-11-15,-0.0,-0.5706475311805912,-2.733897146762344,-2.627541431744405,1.0,-1.6105416025969588,0.0
2019-11-18,-0.0,-0.5385331190254631,-2.71068437526436,-2.619321546400474,1.0,-1.5909821504102868,0.0
2019-11-19,-0.0,-0.7059843885516045,-2.702601908065915,-2.6357328707718994,1.0,-1.628707718993929,0.0
2019-11-20,-0.0,-0.6949770104970938,-2.6968855730025156,-2.63815389954021,1.0,-1.645267632514965,0.0
2019-11-21,-0.0,-0.6527211487324942,-2.8410742776103524,-2.6337528806949124,1.0,-1.735596525438752,0.0
2019-11-22,-0.033862433862433865,-0.6381834215167549,-2.840917107583774,-2.616137566137566,1.0,-1.6894179894179895,0.0
2019-11-25,-0.08153657847660295,-0.7032294510874683,-2.9849355051313435,-2.767818472836833,1.0,-1.8778834384709537,0.0
2019-11-26,-0.09544346521657603,-0.6407275454715919,-2.9852803300206263,-2.7556722295143445,1.0,-1.8983686480405024,0.0
2019-11-27,-0.10122670662047009,-0.589193744732653,-2.964790710740706,-2.7729188126229047,1.0,-1.9360427006273995,0.0
2019-11-29,-0.1500806375106726,-0.5882743572716062,-3.0375675932074753,-2.8162413433260602,1.0,-1.8946020301679156,0.0
2019-12-02,-0.18766165341507807,-0.6147140530702175,-3.1349746144266692,-2.783695756298496,1.0,-1.8584155570456942,0.0
2019-12-03,-0.13372148515796506,-0.6123890426648849,-3.137253030447647,-2.8033788298176963,1.0,-1.8579746110527822,0.0
2019-12-04,-0.15545734050730206,-0.671598770176787,-3.151806302843966,-2.788816295157571,1.0,-1.8404112221368176,0.0
2019-12-05,-0.17266815490633797,-0.6430165971076386,-3.214403571775211,-2.7588081141415124,1.0,-1.9169174026982434,0.0
2019-12-06,-0.27740536277602523,-0.7270307570977917,-3.229889589905363,-2.779179810725552,1.0,-1.8444400630914826,0.0
2019-12-09,-0.23349743795840452,-0.6204159549884457,-3.3671254898020697,-2.899527780568673,1.0,-1.9267557520345626,0.0
2019-12-10,-0.44974684907896156,-0.6015296779058494,-3.8041581385328023,-3.118927070989982,1.0,-1.7979101583539805,0.0
2019-12-11,-0.46902559690255974,-0.5689395568939558,-3.8081307808130784,-3.102495160249516,1.0,-1.8064099806409981,0.0
2019-12-12,-0.47931664338669816,-0.5540990652197271,-3.7989685183195445,-3.101751369936607,1.0,-1.810465241216289,0.0
2019-12-13,-0.4990289167026327,-0.5649546827794562,-3.865343116098403,-3.0925766076823478,1.0,-1.768018990073371,0.0
2019-12-16,-0.5129282482223658,-0.5562378797672916,-3.8911872441284205,-3.088989441930618,1.0,-1.724305106658048,0.0
2019-12-17,-0.7263308718174804,-0.46214041662074284,-4.015540615011572,-3.1476909511738125,1.0,-1.669899702413755,0.0
2019-12-18,-0.9183010328420566,-0.5195543692700476,-4.178020192642451,-3.2410351630497853,1.0,-1.748056168039921,0.0
2019-12-19,-0.9198135198135199,-0.5616550116550116,-4.196503496503496,-3.223076923076923,1.0,-1.754079254079254,0.0
2019-12-20,-0.9291983616149795,-0.6100643651258046,-4.2214160327677,-3.2202457577530725,1.0,-1.7217086015213576,0.0
2019-12-23,-0.9377568995889607,-0.6562536699941279,-4.220669406928948,-3.2400469759248387,1.0,-1.6892542571931883,0.0
2019-12-24,-0.9438637698179683,-0.6587199060481503,-4.210569583088667,-3.243100411039342,1.0,-1.6877275396359366,0.0
2019-12-26,-0.9301561216105177,-0.6564150721915717,-4.214227021950933,-3.2381734945416127,1.0,-1.6996126305904449,0.0
2019-12-27,-0.9242905922524431,-0.688331567172966,-4.2443188508183205,-3.225244318850818,1.0,-1.6923348640056515,0.0
2019-12-30,-0.9836181496758988,-0.678609310548026,-4.28898055391868,-3.232174425456688,1.0,-1.6022392457277548,0.0
2019-12-31,-0.9635465663217309,-0.690733772342427,-4.28610065851364,-3.2257761053621823,1.0,-1.5928974600188146,0.0
2020-01-02,-0.9578228086710651,-0.6969839773798303,-4.299363807728557,-3.2310320452403394,1.0,-1.5960179076343073,0.0
2020-01-03,-0.9793004996431122,-0.6788008565310493,-4.329050678087081,-3.277896740423507,1.0,-1.631215798239353,0.0
2020-01-06,-1.0269408011343495,-0.6965615030131159,-4.26302729528536,-3.2200165425971874,1.0,-1.609476544960416,0.0
2020-01-07,-1.0009451795841209,-0.6870274102079394,-4.283790170132325,-3.2171550094517953,1.0,-1.625827032136106,0.0
2020-01-08,-0.9954036535061874,-0.6771950500883913,-4.284384207424868,-3.212610489098409,1.0,-1.6160282852091927,0.0
2020-01-09,-1.0154462917108833,-0.7006249263058602,-4.261643674095036,-3.196557009786582,1.0,-1.6167904728216012,0.0
2020-01-10,-1.0374363227105792,-0.7183982940409904,-4.267740789006042,-3.1926312048335506,1.0,-1.6307309560478616,0.0
2020-01-13,-1.0473702956191382,-0.7188650124658673,-4.291345126439511,-3.1907871304760773,1.0,-1.6238869761367685,0.0
2020-01-14,-1.1769879947699988,-0.6604065137287531,-4.335433258053014,-3.181742541305123,1.0,-1.5319148936170213,0.0
2020-01-15,-1.2001670046522726,-0.6674221639031372,-4.345341763091971,-3.1869259215078136,1.0,-1.5290468805916735,0.0
2020-01-16,-1.2093466857415356,-0.6509298998569385,-4.312827849308537,-3.194206008583691,1.0,-1.5544825941821652,0.0
2020-01-17,-1.2238254233245884,-0.6305747674695922,-4.305866921058907,-3.205938468876699,1.0,-1.5584307178631052,0.0
2020-01-21,-1.2522864948331156,-0.6239458367977194,-4.264164390070079,-3.1980045136001896,1.0,-1.5393752227105355,0.0
2020-01-22,-1.2319216704022649,-0.6127167630057804,-4.24395422909048,-3.156305296685148,1.0,-1.5517282057331603,0.0
2020-01-23,-1.2586165913952934,-0.580936534347516,-4.241026859995245,-3.175421915854528,1.0,-1.6288328975516995,0.0
2020-01-24,-1.259237257930379,-0.5836996554591898,-4.24367351788048,-3.174884163003446,1.0,-1.6191041938933115,0.0
2020-01-27,-1.2323901977033265,-0.5596069610512607,-4.258198176867527,-3.1639635373505386,1.0,-1.6243636794128091,0.0
2020-01-28,-1.1770576494070684,-0.6060819537395797,-4.279206293295761,-3.1288012210872376,1.0,-1.5499589057179757,0.0
2020-01-29,-1.1479144759901858,-0.6026404953849749,-4.269423998130623,-3.1167192429022084,1.0,-1.5469096857109474,0.0
2020-01-30,-1.1757561602242206,-0.5951185332243373,-4.2544668924442375,-3.1323134415508584,1.0,-1.520495153567675,0.0
2020-01-31,-1.1473523541152988,-0.6375484325466714,-4.2745098039215685,-3.147352354115299,1.0,-1.5343430785487848,0.0
2020-02-03,-1.1503915246430216,-0.5898203592814372,-4.200483648088438,-3.0791110087517275,1.0,-1.4955089820359282,0.0
2020-02-04,-1.1377034255149652,-0.5520655513827244,-4.152611812905429,-3.0394901559121426,1.0,-1.4984636394673951,0.0
2020-02-05,-1.0346420323325636,-0.5949191685912241,-4.312355658198615,-3.1237875288683603,1.0,-1.4815242494226328,0.0
2020-02-06,-1.1076176164605247,-0.5818980464686163,-4.382614726621199,-3.0877355219049822,1.0,-1.3993757947058143,0.0
2020-02-07,-1.0544348022089485,-0.5991209286599797,-4.294038093091401,-2.9861377211766027,1.0,-1.3365265411923812,0.0
2020-02-10,-1.0543062738925117,-0.5866876545986057,-4.29042050820778,-2.9830222621992353,1.0,-1.329098268495615,0.0
2020-02-11,-1.0065294378043383,-0.5472554227534308,-4.2151394422310755,-2.912350597609562,1.0,-1.3855688357680391,0.0
2020-02-12,-1.006276150627615,-0.5456947808852676,-4.2050209205020925,-2.8951772737282537,1.0,-1.3587315569257872,0.0
2020-02-13,-1.0008810572687223,-0.5569383259911893,-4.214757709251101,-2.896916299559471,1.0,-1.343612334801762,0.0
2020-02-14,-0.9804524489347682,-0.5851087195255875,-4.237865143861191,-2.838787612563145,1.0,-1.3396661541840544,0.0
2020-02-18,-0.9728720483250961,-0.5935200439319055,-4.225480505216914,-2.832509610104338,1.0,-1.3585941790225151,0.0
2020-02-19,-0.9745370370370371,-0.6425264550264551,-4.2309303350970024,-2.817901234567901,1.0,-1.3571428571428572,0.0
2020-02-20,-1.0032150776053215,-0.6511086474501108,-4.233259423503326,-2.8314855875831486,1.0,-1.3674057649667406,0.0
2020-02-21,-0.981780035335689,-0.6544832155477032,-4.226921378091873,-2.819787985865724,1.0,-1.3594302120141342,0.0
2020-02-24,-0.9357063403781981,-0.6924360400444939,-4.272636262513904,-2.8501668520578423,1.0,-1.3724137931034484,0.0
2020-02-25,-0.7988886514212438,-0.784676212865997,-4.224193203675999,-2.6356058986963027,1.0,-1.2426800598418466,0.0
2020-02-26,-0.8051934616180426,-0.6840471756672875,-4.145251396648045,-2.5979722739499276,1.0,-1.1129733085040348,0.0
2020-02-27,-0.8569802338818172,-0.6548690882748629,-4.127082686536273,-2.6219600538135155,1.0,-1.0879644002897653,0.0
2020-02-28,-0.7443923836108065,-0.9285215830924135,-3.913966703220018,-2.360681886152926,1.0,-1.021533246934503,0.0
2020-03-02,-0.7500247304382234,-0.8895044020180037,-3.893263428627955,-2.34810564843209,1.0,-1.0112770798298547,0.0
2020-03-03,-0.5549554183813443,-1.0258058984910838,-3.2374828532235944,-1.9675068587105624,1.0,-0.7877229080932785,0.0
2020-03-04,-0.4504016913319239,-1.1513742071881607,-3.3373361522198732,-1.8848202959830866,1.0,-0.6326427061310783,0.0
2020-03-05,-0.36435803969218306,-1.385176184690158,-3.0861887403807207,-1.7482381530984203,1.0,-0.5164034021871203,0.0
2020-03-06,-0.3863420050761422,-1.5122937817258884,-2.9571700507614214,-1.6378489847715736,1.0,-0.43781725888324874,0.0
2020-03-09,-0.37088428974600185,-1.5041549074945124,-2.954766384446535,-1.614769520225776,1.0,-0.39487300094073374,0.0
2020-03-10,-0.8745892294279392,-0.8836429481590772,-2.418885386627322,-1.3392797263765006,1.0,-0.1899939641875126,0.0
2020-03-11,-0.7560271864580662,-0.9990382149269045,-2.347268530392409,-1.2040907925109003,1.0,-0.10541164401128496,0.0
2020-03-12,-0.7968778584060003,-0.8341362278187694,-2.2044027074821635,-1.1825721080553693,1.0,-0.07988291969022501,0.0
2020-03-13,-0.9022129346835986,-0.6074586079408455,-1.792530675668435,-1.0292557466645236,1.0,-0.026790976799014096,0.0
2020-03-16,-0.7085085085085084,-0.7658158158158158,-1.6773773773773772,-0.8532532532532532,1.0,-0.0,0.0
2020-03-17,-0.7366525894643253,-0.6005779062013781,-1.1523449655478994,-0.8729495443431873,1.0,-0.08290731273616359,0.0
2020-03-18,-0.7224941011972384,-0.6791925194442017,-0.9896006292056279,-0.8759940575024031,1.0,-0.10220221969763174,0.0
2020-03-19,-0.723706896551724,-0.6345689655172413,-0.9717241379310344,-0.8735344827586207,1.0,-0.10676724137931035,0.0
2020-03-20,-0.7253027681660901,-0.7211072664359862,-0.9437716262975779,-0.8682525951557094,1.0,-0.06678200692041524,0.0
2020-03-23,-0.7165139569571702,-0.7643298529725123,-0.8779032601747283,-0.8480289793309184,1.0,-0.05493287875559344,0.0
2020-03-24,-0.7125021378484694,-0.7579527963057979,-0.8854113220454933,-0.8469300495980845,1.0,-0.0729006328031469,0.0
2020-03-25,-0.6978866869500864,-0.7516651591152044,-0.7868596332538442,-0.8117342323822054,1.0,-0.06335827645752817,0.0
2020-03-26,-0.6896083034721364,-0.751101775196672,-0.7948432802009968,-0.8142839490918077,1.0,-0.0689896618476873,0.0
2020-03-27,-0.6855835054887188,-0.7394580143395308,-0.763154696803986,-0.8131405193016568,1.0,-0.049418722404504394,0.0
2020-03-30,-0.6984198093996905,-0.7513236132605685,-0.7537672069723873,-0.8245499714914066,1.0,-0.044554858678830335,0.0
2020-03-31,-0.6785772490221643,-0.7821056062581486,-0.7543595176010431,-0.8116443937418514,1.0,-0.04758800521512386,0.0
2020-04-01,-0.6772588211299205,-0.768264327962472,-0.7630838262288394,-0.8111768305119315,1.0,-0.05939220885172343,0.0
2020-04-02,-0.630089506760617,-0.6786897733764996,-0.7063416492096743,-0.7406589221100742,1.0,-0.053056560655113306,0.0
2020-04-03,-0.629019995438303,-0.6833422032996275,-0.7066828860336045,-0.7297574697787577,1.0,-0.05264958564586025,0.0
2020-04-06,-0.6333447972792235,-0.7149680920172724,-0.7070961825060187,-0.7244449539531508,1.0,-0.041461270969467695,0.0
2020-04-07,-0.648073139682907,-0.7109130887628746,-0.7059753886510048,-0.7272306446013193,1.0,-0.06538595070015044,0.0
2020-04-08,-0.6429096821648407,-0.7143354883666911,-0.6873136928496768,-0.732027408927258,1.0,-0.09473113700592312,0.0
2020-04-09,-0.6448984320692052,-0.7107824206379856,-0.6929404495249865,-0.729280914497567,1.0,-0.08399629257743106,0.0
2020-04-13,-0.6734835622781293,-0.6374826362092916,-0.7185908319185059,-0.735761691619077,1.0,-0.09330143540669857,0.0
2020-04-14,-0.6714191623726319,-0.6731626050908527,-0.6893572507845492,-0.7439076362791057,1.0,-0.09643175390337452,0.0
2020-04-15,-0.6604340953776167,-0.6742357068506881,-0.6786306334091522,-0.7378464859863526,1.0,-0.10405181387100505,0.0
2020-04-16,-0.6724151204865655,-0.6619062283470628,-0.6885441527446301,-0.739202402032489,1.0,-0.0873816306105166,0.0
2020-04-17,-0.6602282365641144,-0.6807772380291464,-0.669442516770761,-0.7437736140026217,1.0,-0.10116431490477291,0.0
2020-04-20,-0.6690533933864573,-0.66685914462794,-0.676213573545829,-0.7420025407090888,1.0,-0.09546906879162335,0.0
2020-04-21,-0.6735427048325414,-0.6647738246996562,-0.6724224514234944,-0.7512651137636651,1.0,-0.10097732452582378,0.0
2020-04-22,-0.6661661083516229,-0.675792229794771,-0.6628932270609527,-0.7523776519964576,1.0,-0.09321936005544645,0.0
2020-04-23,-0.6731488984064513,-0.6716055098969788,-0.6667052513794034,-0.756684801481653,1.0,-0.09032681251688081,0.0
2020-04-24,-0.6721203935944434,-0.6723905074281304,-0.6672197568975498,-0.7566660235384912,1.0,-0.09041095890410959,0.0
2020-04-27,-0.6787874089006047,-0.6676616529694526,-0.6641727399596836,-0.7658939370445029,1.0,-0.10001550628004341,0.0
2020-04-28,-0.6757648703214785,-0.6831417922037583,-0.6580990837086504,-0.764171455194906,1.0,-0.10137443702438267,0.0
2020-04-29,-0.6534957957022735,-0.7127063220180629,-0.6369900342572408,-0.7597321706633448,1.0,-0.12994394269697915,0.0
2020-04-30,-0.6548779536769865,-0.721438041020042,-0.635459720814162,-0.7598845823910161,1.0,-0.12762224128519067,0.0
2020-05-01,-0.646194041491187,-0.7274216190921854,-0.6368741226017781,-0.756902199344876,1.0,-0.1321556699422867,0.0
2020-05-04,-0.6593760926148944,-0.7181150693446252,-0.6327260013208499,-0.7618196651256749,1.0,-0.1128161299094829,0.0
2020-05-05,-0.6578641228478362,-0.713393826586009,-0.6421591437878083,-0.7561656584457888,1.0,-0.10815107802078487,0.0
2020-05-06,-0.6547102572048342,-0.7120777812209482,-0.6431670281995662,-0.7567012705299039,1.0,-0.10691044313603966,0.0
2020-05-07,-0.6561145510835913,-0.706656346749226,-0.649032507739938,-0.7512383900928792,1.0,-0.10692724458204333,0.0
2020-05-08,-0.6521200866604766,-0.7071727019498608,-0.6544800371402043,-0.7491875580315691,1.0,-0.10581089445991954,0.0
2020-05-11,-0.6525823411164372,-0.6963816298128962,-0.6584583268903664,-0.7529766506881088,1.0,-0.1053811659192825,0.0
2020-05-12,-0.6456391413653065,-0.6991297621349836,-0.6416167085670084,-0.7579191645716495,1.0,-0.12341906787855347,0.0
2020-05-13,-0.6519842660746972,-0.7216964598668069,-0.6424037075982397,-0.7658604977216964,1.0,-0.11262998013786658,0.0
2020-05-14,-0.6530716188685158,-0.7382071775583764,-0.6258423444601159,-0.7725669957686883,1.0,-0.128193073186021,0.0
