Date,IWF,IWM,MTUM,SPY,VLUE,VXX,YY
2018-09-24,-1.1664668864249328,-2.040830086904405,-0.3828288882229548,-1.5687743482169616,-1.332858855259215,0.0,1.0
2018-09-25,-1.1662916291629162,-2.044779477947795,-0.3805880588058806,-1.5721572157215722,-1.336858685868587,0.0,1.0
2018-09-26,-1.1684803001876172,-2.047579737335835,-0.3845403377110694,-1.5719324577861162,-1.332157598499062,0.0,1.0
2018-09-27,-1.1961929318974671,-2.0417867435158503,-0.39655695434551796,-1.5960867586834522,-1.3531017746094343,0.0,1.0
2018-09-28,-1.1922872138130371,-2.055297786567278,-0.39857001597322583,-1.6012017950863315,-1.3588651403361984,0.0,1.0
2018-10-01,-1.192038362003349,-2.0579235804536458,-0.3997564317247678,-1.601537524737403,-1.3602527020855535,0.0,1.0
2018-10-02,-1.192650758557597,-2.0735686513684533,-0.3971944804452237,-1.6008233589997711,-1.3595334299001294,0.0,1.0
2018-10-03,-1.1930119011290814,-2.055080866646323,-0.39456820262435155,-1.6108483368935003,-1.3754195910894111,0.0,1.0
2018-10-04,-1.1928806049957985,-2.060117638071958,-0.39576808494385457,-1.6105721488045222,-1.3794973646016346,0.0,1.0
2018-10-05,-1.1665906672746618,-2.046055631554948,-0.36517707858337134,-1.6257789937680498,-1.3963368293053655,0.0,1.0
2018-10-08,-1.1623425883780913,-2.0389167045971783,-0.3555606129570627,-1.633894704900622,-1.3953876498255198,0.0,1.0
2018-10-09,-1.160306501782869,-2.0400576587512327,-0.3496699795159699,-1.6370533343448903,-1.399590319399135,0.0,1.0
2018-10-10,-1.1602306350049314,-2.0408921933085504,-0.3485319778469008,-1.6375844017904557,-1.3994385858432592,0.0,1.0
2018-10-11,-1.0432941520040884,-2.0338760312477184,-0.18376286778126596,-1.6091844929546615,-1.4306782507118345,0.0,1.0
2018-10-12,-1.070907646761499,-2.028882951837678,-0.17127590439742943,-1.570510506173731,-1.379088742869521,0.0,1.0
2018-10-15,-1.0804581037982024,-2.031530878515512,-0.17193389388228472,-1.5802406494636128,-1.3843142939982604,0.0,1.0
2018-10-16,-1.097812568585851,-2.0259711756529373,-0.1915282756602531,-1.5980686224303167,-1.4024434852586143,0.0,1.0
2018-10-17,-1.0599913681484678,-1.9416630700618616,-0.14386419220256078,-1.6063156380376924,-1.441303409581355,0.0,1.0
2018-10-18,-1.1198434206564287,-2.070686540198735,-0.12496236073471845,-1.6812707015959047,-1.5311653116531163,0.0,1.0
2018-10-19,-1.0961956929541532,-2.0576273730021764,-0.08816687926765214,-1.7113378854956103,-1.5502363622720794,0.0,1.0
2018-10-22,-1.0970910181436497,-2.050157444894287,-0.0853951117109012,-1.7128505023241865,-1.5518818413555255,0.0,1.0
2018-10-23,-1.1153933348447065,-2.0670293962064537,-0.10541827250056676,-1.7116300158694173,-1.5574699614599865,0.0,1.0
2018-10-24,-1.116612574533927,-2.0619669409012,-0.0918559891312552,-1.7153747452637935,-1.5618537248094195,0.0,1.0
2018-10-25,-1.0277099784637473,-1.9226848528356066,-0.06949030868628858,-1.698205312275664,-1.460588657573582,0.0,1.0
2018-10-26,-0.9970382906706156,-1.883576616599676,-0.04202806572174036,-1.6959311755165363,-1.4331147309780692,0.0,1.0
2018-10-29,-0.9619860356865787,-1.9303194865646378,-0.0,-1.6934198462514987,-1.4670287044220327,0.0,1.0
2018-10-30,-0.953273662696455,-1.9293114384382268,-0.0,-1.6925787581929665,-1.4725491577982945,0.0,1.0
2018-10-31,-0.9548175995544417,-1.8805346700083545,-0.0,-1.6755082149818992,-1.45098858256753,0.0,1.0
2018-11-01,-0.961836321774925,-1.8786715970138839,-0.003209376962254936,-1.6792716109676966,-1.4539175329658827,0.0,1.0
2018-11-02,-0.9619153520050039,-1.8621863923830706,-0.003961359371742303,-1.6752380290499687,-1.4464521509486414,0.0,1.0
2018-11-05,-0.9556157532819339,-1.8787941932347019,-0.003611863582690838,-1.6754879488782386,-1.4323122872820728,0.0,1.0
2018-11-06,-0.9623663380086098,-1.883280099986113,-0.0011803916122760728,-1.6710873489793083,-1.4255658936258853,0.0,1.0
2018-11-07,-0.9569952139834919,-1.881736838454602,-0.009641395574668794,-1.665325657210238,-1.4225567038912394,0.0,1.0
2018-11-08,-0.9019110898006713,-1.8790328104664702,-0.0,-1.6414822933077606,-1.427358038221796,0.0,1.0
2018-11-09,-0.9051345414607359,-1.883374519494783,-0.0,-1.6440142778693025,-1.431836902800659,0.0,1.0
2018-11-12,-0.9010569382884419,-1.8535969996590522,-0.0,-1.6441186498465734,-1.42018411183089,0.0,1.0
2018-11-13,-0.8583254812222373,-1.8366536545968504,-0.0,-1.6350114416475974,-1.4003903620944946,0.0,1.0
2018-11-14,-0.8586810228802152,-1.8360026917900403,-0.0,-1.6347913862718708,-1.3999327052489905,0.0,1.0
2018-11-15,-0.8810535851160197,-1.9250923280607624,-0.0,-1.736464357884468,-1.4255452581701624,0.0,1.0
2018-11-16,-0.877630390999375,-1.9129106187929719,-0.0,-1.729911799430516,-1.4244739218001248,0.0,1.0
2018-11-19,-0.8838243468593664,-1.9121039466370207,-0.0,-1.727904391328516,-1.4244719288493608,0.0,1.0
2018-11-20,-0.7905708566300822,-1.8955615379305586,-0.0,-1.7419065368951476,-1.474701456478222,0.0,1.0
2018-11-21,-0.8039898886383823,-1.8809865409578466,-0.0,-1.7360114777618363,-1.411081505773041,0.0,1.0
2018-11-23,-0.8040955631399318,-1.8754948805460752,-0.0,-1.7361774744027305,-1.4101706484641638,0.0,1.0
2018-11-26,-0.8039737812371978,-1.875460876689881,-0.0,-1.7372661477536528,-1.4110337293458965,0.0,1.0
2018-11-27,-0.7837581344902386,-1.8768980477223427,-0.0,-1.7226816702819956,-1.3954040130151844,0.0,1.0
2018-11-28,-0.7877739331026529,-1.8657982224031484,-0.0,-1.7303073478526358,-1.4007734581721962,0.0,1.0
2018-11-29,-0.6932012299282542,-1.8826785104202253,-0.0,-1.782849333788862,-1.4742056713358387,0.0,1.0
2018-11-30,-0.6937269372693727,-1.883968839688397,-0.0,-1.7855678556785566,-1.4701380347136805,0.0,1.0
2018-12-03,-0.6938063986874488,-1.8848099535138092,-0.0,-1.7867104183757176,-1.4709461307082308,0.0,1.0
2018-12-04,-0.6755449591280653,-1.8923705722070843,-0.0,-1.778201634877384,-1.4659400544959127,0.0,1.0
2018-12-06,-0.6553129931614939,-1.746186217780116,-0.0,-1.7777485533929511,-1.3962388216728039,0.0,1.0
2018-12-07,-0.6519536903039075,-1.747796342586502,-0.0,-1.7796342586501777,-1.3986975397973953,0.0,1.0
2018-12-10,-0.5953693495038589,-1.7523834230494844,-0.0,-1.7774174719501916,-1.3602697970036968,0.0,1.0
2018-12-11,-0.6025940337224384,-1.749610894941634,-0.0,-1.778793774319066,-1.3540856031128405,0.0,1.0
2018-12-12,-0.6046571966011546,-1.7494324447038982,-0.0,-1.7793993643380686,-1.352857235519232,0.0,1.0
2018-12-13,-0.605225622406639,-1.7476659751037347,-0.0,-1.7785918049792533,-1.3518542531120332,0.0,1.0
2018-12-14,-0.614467202488981,-1.722517500648172,-0.0,-1.792325641690433,-1.35241120041483,0.0,1.0
2018-12-17,-0.5731478485926885,-1.7292785506308639,-0.0,-1.770689097379489,-1.3972824328696216,0.0,1.0
2018-12-18,-0.5615434083601286,-1.7168488745980706,-0.0,-1.762508038585209,-1.390032154340836,0.0,1.0
2018-12-19,-0.5716953190393406,-1.716244929495847,-0.0,-1.760414654561844,-1.390316141909729,0.0,1.0
2018-12-20,-0.5666687983628572,-1.685169789601586,-0.0,-1.766771119780009,-1.3764788642322694,0.0,1.0
2018-12-21,-0.5567285677944545,-1.6883744594250827,-0.0,-1.7754388196387687,-1.3391630628338846,0.0,1.0
2018-12-24,-0.5122151379332113,-1.6444037623887382,-0.0,-1.7719840919133893,-1.3841929171138185,0.0,1.0
2018-12-26,-0.5149164301482183,-1.6944181646168401,-0.0,-1.7318826868495742,-1.3658782718385367,0.0,1.0
2018-12-27,-0.39072046458169496,-1.634323392414252,-0.0,-1.6120621861956324,-1.412074284677273,0.0,1.0
2018-12-28,-0.38463862702441387,-1.6401982112642013,-0.0,-1.6104060913705585,-1.4077229876722264,0.0,1.0
2018-12-31,-0.3851592241223035,-1.6399178198078435,-0.0,-1.6100066469273069,-1.407577497129736,0.0,1.0
2019-01-02,-0.3765943299280663,-1.6425678534727681,-0.0,-1.6098651997823854,-1.4158254246509099,0.0,1.0
2019-01-03,-0.3750226791654067,-1.6439068642273964,-0.0,-1.6092530994859389,-1.4195343211369822,0.0,1.0
2019-01-04,-0.3200791651673264,-1.6580304665946983,-0.0,-1.5886409979608973,-1.430610531366199,0.0,1.0
2019-01-07,-0.2892114005945095,-1.5947426706300636,-0.0,-1.5632686367080493,-1.3812438071923996,0.0,1.0
2019-01-08,-0.29258656751103884,-1.5768068789216825,-0.0,-1.5663490587961888,-1.374157564489891,0.0,1.0
2019-01-09,-0.2867335692325541,-1.5561227449388018,-0.0,-1.5688264980567321,-1.3891176982423574,0.0,1.0
2019-01-10,-0.2864353678347644,-1.5567417034114643,-0.0,-1.5690415409607796,-1.3895915525644,0.0,1.0
