Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WAFD
2018-09-24,-0.13751936803068404,-0.6412151692956387,-0.017247072569788413,-0.3563209631943915,-0.38776702481647995,0.0,1.0
2018-09-25,-0.1363671108619767,-0.6454760873442557,-0.013478737228323186,-0.36010395699034325,-0.3925395571636049,0.0,1.0
2018-09-26,-0.136389115368936,-0.6455615572768039,-0.01355483081940481,-0.3600438238891154,-0.3923512026090501,0.0,1.0
2018-09-27,-0.13555339905000258,-0.6511568517288931,-0.012360181827468205,-0.361203330098575,-0.3935083507840033,0.0,1.0
2018-09-28,-0.13310152634673894,-0.6545649783959299,-0.012936875207731445,-0.36182343466366684,-0.39426789047119887,0.0,1.0
2018-10-01,-0.1328422721808742,-0.655310877516049,-0.013222844574030026,-0.3617228062098775,-0.39448579247551085,0.0,1.0
2018-10-02,-0.1329997433923531,-0.6714908904285348,-0.00880164228894021,-0.36032845778804207,-0.39245573518090837,0.0,1.0
2018-10-03,-0.1328082912187989,-0.6654267463636131,-0.007952592288550832,-0.3626895154049409,-0.39647520586952617,0.0,1.0
2018-10-04,-0.13149965232171829,-0.6732081691519225,-0.007751937984496124,-0.3610960879754822,-0.40183883180097346,0.0,1.0
2018-10-05,-0.11944052354677274,-0.6691389708712948,-0.0,-0.36735531887591427,-0.41047093545489544,0.0,1.0
2018-10-08,-0.11859755315601837,-0.6687270768678345,-0.0,-0.36736002462232936,-0.4101413219113083,0.0,1.0
2018-10-09,-0.11404071782495956,-0.6690970706785448,-0.0,-0.36982362455392676,-0.4143667685040178,0.0,1.0
2018-10-10,-0.11474694589877836,-0.6685658556616364,-0.0,-0.3702648598706499,-0.4128939533928755,0.0,1.0
2018-10-11,-0.0669222289035879,-0.6656143515734617,-0.0,-0.35380336740829826,-0.41914712367207857,0.0,1.0
2018-10-12,-0.05948972929536437,-0.6719903570890462,-0.0,-0.35666214655215706,-0.4230324946009743,0.0,1.0
2018-10-15,-0.013133687653311528,-0.741823385118561,-0.0,-0.36132972199509406,-0.43890535568274736,0.0,1.0
2018-10-16,-0.009762829687180535,-0.7475720711510938,-0.0,-0.36045798405234103,-0.4379472500511143,0.0,1.0
2018-10-17,-0.0,-0.7265611191071384,-0.0,-0.35661439789914906,-0.4419109663409338,0.0,1.0
2018-10-18,-0.0,-0.7276401202293451,-0.0,-0.35611628905559345,-0.4420701674623021,0.0,1.0
2018-10-19,-0.0,-0.722645159669355,-0.0,-0.3511972061003492,-0.438657320167835,0.0,1.0
2018-10-22,-0.0,-0.716076677637364,-0.0,-0.3546466346757782,-0.44165012687485866,0.0,1.0
2018-10-23,-0.0,-0.7317587190624276,-0.0,-0.37829293993677554,-0.460047803850009,0.0,1.0
2018-10-24,-0.0,-0.7290885750962773,-0.0,-0.37750962772785623,-0.460821566110398,0.0,1.0
2018-10-25,-0.0,-0.7089367714588485,-0.0,-0.3703133673108947,-0.4438361003179089,0.0,1.0
2018-10-26,-0.0,-0.710119288313789,-0.0,-0.37166397088556413,-0.4455115244642135,0.0,1.0
2018-10-29,-0.0,-0.713235664300458,-0.0,-0.35903438554095557,-0.44499823792981924,0.0,1.0
2018-10-30,-0.0,-0.7117531188443861,-0.0,-0.3551947068033739,-0.4584322440527299,0.0,1.0
2018-10-31,-0.0,-0.7021485111194873,-0.0,-0.35451689910792816,-0.45621309209699706,0.0,1.0
2018-11-01,-0.0,-0.7073458525808395,-0.0,-0.34976902992568787,-0.45342940349467764,0.0,1.0
2018-11-02,-0.0,-0.681323083857075,-0.0,-0.36830508050179034,-0.4542905075493903,0.0,1.0
2018-11-05,-0.0,-0.6878958568031043,-0.0,-0.3678558017273751,-0.4476655401176618,0.0,1.0
2018-11-06,-0.0,-0.6894428592881814,-0.0,-0.3673224207839015,-0.44613805876758267,0.0,1.0
2018-11-07,-0.0,-0.6893169877408055,-0.0,-0.3667000250187641,-0.44585939454590945,0.0,1.0
2018-11-08,-0.0,-0.686655069582505,-0.0,-0.3533797216699801,-0.4450546719681909,0.0,1.0
2018-11-09,-0.0,-0.686901594091169,-0.0,-0.35502723135460446,-0.4449528735918032,0.0,1.0
2018-11-12,-0.0,-0.6841909208304361,-0.0,-0.3551703585973975,-0.44400019866891827,0.0,1.0
2018-11-13,-0.0,-0.6797296964017068,-0.0,-0.3488544158630725,-0.4376649320541594,0.0,1.0
2018-11-14,-0.0,-0.679383477188656,-0.0,-0.349173859432799,-0.4375339087546239,0.0,1.0
2018-11-15,-0.0,-0.680104673266349,-0.0,-0.34868047497963317,-0.4399239637593502,0.0,1.0
2018-11-16,-0.0,-0.6803062106432893,-0.0,-0.3491542165699469,-0.43995555006790965,0.0,1.0
2018-11-19,-0.0,-0.6801817373697466,-0.0,-0.34898019655291623,-0.44009580720035557,0.0,1.0
2018-11-20,-0.0,-0.6674861104282414,-0.0,-0.3396922169231526,-0.4511529573725355,0.0,1.0
2018-11-21,-0.0,-0.6664953122322588,-0.0,-0.3372255269148858,-0.44419965239529025,0.0,1.0
2018-11-23,-0.0,-0.6626467710371821,-0.0,-0.3389432485322896,-0.44459393346379644,0.0,1.0
2018-11-26,-0.0,-0.6656232422782519,-0.0,-0.3371157467413367,-0.44278692132743147,0.0,1.0
2018-11-27,-0.0,-0.6660633041436328,-0.0,-0.3370187368524045,-0.4430067022161342,0.0,1.0
2018-11-28,-0.0,-0.6665035837471562,-0.0,-0.33689669512463616,-0.44286797622251034,0.0,1.0
2018-11-29,-0.0,-0.6595791266269311,-0.0,-0.33178445444593113,-0.44143048290962167,0.0,1.0
2018-11-30,-0.0,-0.6603571602355116,-0.0,-0.33319546494087876,-0.43941900637438563,0.0,1.0
2018-12-03,-0.0,-0.6617076799258591,-0.0,-0.33560958954222864,-0.4415286686340024,0.0,1.0
2018-12-04,-0.0,-0.663738349597255,-0.0,-0.33056724989657604,-0.4392232253668508,0.0,1.0
2018-12-06,-0.0,-0.6542236369336131,-0.0,-0.3247968361908896,-0.4324193976223203,0.0,1.0
2018-12-07,-0.0,-0.6550418445360925,-0.0,-0.3261944384149724,-0.4305525408195259,0.0,1.0
2018-12-10,-0.0,-0.6563165323062937,-0.0,-0.31942683539458894,-0.4164055211348468,0.0,1.0
2018-12-11,-0.0,-0.6575896920055563,-0.0,-0.3155146812281458,-0.421875748431288,0.0,1.0
2018-12-12,-0.0,-0.6575493389538226,-0.0,-0.3155297949798812,-0.42201571182218817,0.0,1.0
2018-12-13,-0.0,-0.6564594905190576,-0.0,-0.3162468875694312,-0.42147098257038884,0.0,1.0
2018-12-14,-0.0,-0.656020303110111,-0.0,-0.31666147915818704,-0.42155290061531836,0.0,1.0
2018-12-17,-0.0,-0.6543731500047741,-0.0,-0.30669340208154305,-0.4260001909672491,0.0,1.0
2018-12-18,-0.0,-0.6476007312961511,-0.0,-0.30080490063394827,-0.42595626469121733,0.0,1.0
2018-12-19,-0.0,-0.6478006840205206,-0.0,-0.3012540376211286,-0.42601653049591487,0.0,1.0
2018-12-20,-0.0,-0.6562387888354739,-0.0,-0.3037956518619502,-0.43168065819999524,0.0,1.0
2018-12-21,-0.0,-0.661011286897177,-0.0,-0.30963800797002883,-0.41558689479084643,0.0,1.0
2018-12-24,-0.0,-0.6436928918950992,-0.0,-0.30062893081761005,-0.42900201732526405,0.0,1.0
2018-12-26,-0.0,-0.6477109229426611,-0.0,-0.28836946010330916,-0.4225534825577281,0.0,1.0
2018-12-27,-0.0,-0.6297289177509187,-0.0,-0.25952716600032355,-0.4217836426243905,0.0,1.0
2018-12-28,-0.0,-0.6303132507854371,-0.0,-0.2588015154315284,-0.42097116983921645,0.0,1.0
2018-12-31,-0.0,-0.636123715158811,-0.0,-0.25863505880174087,-0.42024724511528844,0.0,1.0
2019-01-02,-0.0,-0.6370547199110019,-0.0,-0.2601571372285443,-0.42044638097666115,0.0,1.0
2019-01-03,-0.0,-0.6387843301268646,-0.0,-0.25461220316929223,-0.4301547469677959,0.0,1.0
2019-01-04,-0.0,-0.6396859584520254,-0.0,-0.24599921258018942,-0.4302786076564997,0.0,1.0
