Date,GBLI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41006329621023957,-1.1017947279865394,-0.0,-0.7777021072029484,-0.7165291242688887,0.0
2018-09-25,1.0,-0.4091036695408061,-1.1035893322638861,-0.0,-0.7791457790254663,-0.7185883296571085,0.0
2018-09-26,1.0,-0.4169386357226319,-1.113944961521415,-0.0,-0.783875256859664,-0.7144123453805552,0.0
2018-09-27,1.0,-0.4259827266123174,-1.1037614012430381,-0.0,-0.7883606425054485,-0.7177334732423925,0.0
2018-09-28,1.0,-0.42306757413709284,-1.113919948144547,-0.0,-0.7923351158645277,-0.7218441095446443,0.0
2018-10-01,1.0,-0.4242436581294027,-1.1239464147563012,-0.0,-0.7963272120200333,-0.7273097438820799,0.0
2018-10-02,1.0,-0.4248310122974184,-1.1234221027770992,-0.0,-0.7962781985503706,-0.7274615196677254,0.0
2018-10-03,1.0,-0.42418934332735864,-1.111129216229428,-0.0,-0.8017353755906795,-0.7365976861658791,0.0
2018-10-04,1.0,-0.42546002279759,-1.1080035824784238,-0.0,-0.802638006839277,-0.7348558866634098,0.0
2018-10-05,1.0,-0.399813266217423,-1.0977104814484047,-0.0,-0.8131850288219534,-0.7487212795323536,0.0
2018-10-08,1.0,-0.39907475042610174,-1.097475854232611,-0.0,-0.8131239347455563,-0.748397045694343,0.0
2018-10-09,1.0,-0.3913167666381034,-1.1033582241808462,-0.0,-0.8234382013302322,-0.7623536132533562,0.0
2018-10-10,1.0,-0.3955482948744129,-1.103001837859914,-0.0,-0.8269144374106596,-0.7586685725954666,0.0
2018-10-11,1.0,-0.29424525697156156,-1.0886285646669036,-0.0,-0.7929633573936024,-0.7684692146885971,0.0
2018-10-12,1.0,-0.2919317300232739,-1.076144297905353,-0.0,-0.7691233514352213,-0.7417765709852601,0.0
2018-10-15,1.0,-0.2385978731784167,-1.1610870421425759,-0.0,-0.7765655769988185,-0.7623079952737297,0.0
2018-10-16,1.0,-0.2294387714715428,-1.1864165281405843,-0.0,-0.7782791102667617,-0.7637536610464656,0.0
2018-10-17,1.0,-0.20282562415328043,-1.1361718598800077,-0.0,-0.7658215598993613,-0.7658989742597251,0.0
2018-10-18,1.0,-0.20268648627724228,-1.1366469244764448,-0.0,-0.7657260093678628,-0.7659582704292958,0.0
2018-10-19,1.0,-0.1849777504986957,-1.1267454350161115,-0.0,-0.7630428111094061,-0.7613932791161576,0.0
2018-10-22,1.0,-0.1852164244910478,-1.119119733159529,-0.0,-0.7657094659356669,-0.7638691868266687,0.0
2018-10-23,1.0,-0.18852301912830147,-1.1192164679725534,-0.0,-0.7631387281021199,-0.7624487292521179,0.0
2018-10-24,1.0,-0.18534680753330268,-1.1165977645077323,-0.0,-0.7629000153115908,-0.7630531312203337,0.0
2018-10-25,1.0,-0.14071349760941526,-1.0564545788892976,-0.0,-0.7609415226186098,-0.7196763515998529,0.0
2018-10-26,1.0,-0.1294040650110897,-1.0405410318874304,-0.0,-0.757626440751918,-0.7083954477693343,0.0
2018-10-29,1.0,-0.10383600274774937,-1.0513395278209623,-0.0,-0.7463755016450342,-0.713944828084891,0.0
2018-10-30,1.0,-0.07975460122699386,-1.057501724325698,-0.0,-0.7530402584673468,-0.7398627799760409,0.0
2018-10-31,1.0,-0.0890069384215091,-1.0304278693263949,-0.0,-0.7566493206128939,-0.7376770742989303,0.0
2018-11-01,1.0,-0.07831042816434008,-1.0371532662410274,-0.0,-0.7548966562060383,-0.736716805540526,0.0
2018-11-02,1.0,-0.08816980318919694,-0.9974141646315184,-0.0,-0.7727697169946847,-0.7330843269645165,0.0
2018-11-05,1.0,-0.08930175728608905,-0.995364214611708,-0.0,-0.7731699428612498,-0.7357961691881985,0.0
2018-11-06,1.0,-0.09783390903857225,-1.0034182498560738,-0.0,-0.7688543465745539,-0.7280512377662637,0.0
2018-11-07,1.0,-0.09901882981025899,-1.0055912271841858,-0.0,-0.7722747276531274,-0.7303585599884568,0.0
2018-11-08,1.0,-0.0689507494646681,-1.0051391862955033,-0.0,-0.7602783725910064,-0.734475374732334,0.0
2018-11-09,1.0,-0.0762693476059598,-1.0201070446983944,-0.0,-0.7713727759294083,-0.7486619412700709,0.0
2018-11-12,1.0,-0.07494153624752654,-1.0011872638963843,-0.0,-0.7771541644180608,-0.7444504407267495,0.0
2018-11-13,1.0,-0.0421045132333559,-0.9983257934670324,-0.0,-0.7807858084280269,-0.7409254443771596,0.0
2018-11-14,1.0,-0.04413861950941243,-0.998003422703936,-0.0,-0.782123502567028,-0.7410510553337136,0.0
2018-11-15,1.0,-0.04263193480659051,-0.9986121490338422,-0.0,-0.7844204832568236,-0.7329276538201488,0.0
2018-11-16,1.0,-0.03822130740293846,-0.9871885868407978,-0.0,-0.7833061253460147,-0.7401164028674854,0.0
2018-11-19,1.0,-0.03800972424317706,-0.9873300919189409,-0.0,-0.7834758845867197,-0.7402136494303865,0.0
2018-11-20,1.0,-0.0,-0.9766302432146633,-0.0,-0.7857596052167783,-0.7624603454353189,0.0
2018-11-21,1.0,-0.0,-0.9692506369760219,-0.0,-0.780042581410771,-0.7409863530068759,0.0
2018-11-23,1.0,-0.0,-0.9715004191114837,-0.0,-0.7797918412964514,-0.7413034367141659,0.0
2018-11-26,1.0,-0.0,-0.9753176930596287,-0.0,-0.777126099706745,-0.7386887306242146,0.0
2018-11-27,1.0,-0.0,-0.982857740148427,-0.0,-0.7695550677676737,-0.7318211908992719,0.0
2018-11-28,1.0,-0.0,-0.9942751422487521,-0.0,-0.7661535239292073,-0.7303382553146925,0.0
2018-11-29,1.0,-0.0,-0.9813084112149533,-0.0,-0.7551055728625823,-0.7250259605399793,0.0
2018-11-30,1.0,-0.0,-0.9822417612849625,-0.0,-0.7569579063971199,-0.7224453060094156,0.0
2018-12-03,1.0,-0.0,-0.9819445885649061,-0.0,-0.7556985230535092,-0.7212479679014909,0.0
2018-12-04,1.0,-0.0,-0.9872574072795082,-0.0,-0.7480834311761861,-0.7179708543407695,0.0
2018-12-06,1.0,-0.0,-0.9230692009101861,-0.0,-0.7389907642885826,-0.6842457502342391,0.0
