Date,ASA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28314363460806974,-0.6710945957807882,-0.0,-0.5199403107352898,-0.45176580741434297,0.0
2018-09-25,1.0,-0.29437203965755643,-0.6742667176605572,-0.0,-0.5227266041010856,-0.4505898620223,0.0
2018-09-26,1.0,-0.29456931042598256,-0.6744822311132032,-0.0,-0.5226818074841139,-0.4501059072722994,0.0
2018-09-27,1.0,-0.2933841562509234,-0.6838341754572584,-0.0,-0.5250421061962591,-0.45256035221463814,0.0
2018-09-28,1.0,-0.2944810665405422,-0.683407727098052,-0.0,-0.5253185137012623,-0.45283632386414024,0.0
2018-10-01,1.0,-0.294283258749963,-0.6879352754645408,-0.0,-0.5264202945796165,-0.4549388021219216,0.0
2018-10-02,1.0,-0.29655642484589856,-0.6793800379326695,-0.0,-0.5293978188715031,-0.4581258890469417,0.0
2018-10-03,1.0,-0.3001711660310501,-0.6677276958649891,-0.0,-0.550043542235969,-0.48497042130866946,0.0
2018-10-04,1.0,-0.3040958500990932,-0.6621223950513483,-0.0,-0.5549816827818149,-0.48162272536184014,0.0
2018-10-05,1.0,-0.291395279354646,-0.6547355841051689,-0.0,-0.5570361517777114,-0.4845832088437407,0.0
2018-10-08,1.0,-0.2899164677804296,-0.6528042959427207,-0.0,-0.5570704057279237,-0.48350238663484485,0.0
2018-10-09,1.0,-0.28833934910360054,-0.652656385168392,-0.0,-0.5575873281030934,-0.48444351639173105,0.0
2018-10-10,1.0,-0.2871192419215018,-0.6556960511762772,-0.0,-0.558275789914208,-0.48814755029444296,0.0
2018-10-11,1.0,-0.20531883632089334,-0.6638848075227741,-0.0,-0.5484866294446078,-0.5209227152512489,0.0
2018-10-12,1.0,-0.27559154751360243,-0.7539225610527647,-0.0,-0.5877514867771731,-0.5460900923699861,0.0
2018-10-15,1.0,-0.24763949853159442,-0.780528626014463,-0.0,-0.5827201818928222,-0.5469416111409353,0.0
2018-10-16,1.0,-0.24124291997595168,-0.7941967534727716,-0.0,-0.5823814194854919,-0.5464354649875013,0.0
2018-10-17,1.0,-0.21615482746818507,-0.7506145181866268,-0.0,-0.581816484644824,-0.5628986589501851,0.0
2018-10-18,1.0,-0.2162263094015498,-0.7512526063548377,-0.0,-0.5815827965020384,-0.5630037655992282,0.0
2018-10-19,1.0,-0.19565082516441248,-0.7417793770939323,-0.0,-0.5938702072217397,-0.57085246308475,0.0
2018-10-22,1.0,-0.19560160054592265,-0.7335215112131269,-0.0,-0.5980334377617171,-0.5747076522224634,0.0
2018-10-23,1.0,-0.1959245704360772,-0.7334222442776503,-0.0,-0.5976986539296569,-0.574468085106383,0.0
2018-10-24,1.0,-0.19380517268081152,-0.729038253058696,-0.0,-0.5982344742140313,-0.5763357596407,0.0
2018-10-25,1.0,-0.1573090541224077,-0.6764557112678151,-0.0,-0.6011782558243328,-0.5404504745752625,0.0
2018-10-26,1.0,-0.12835885138043412,-0.7055586300190617,-0.0,-0.6716780421816393,-0.568837237901986,0.0
2018-10-29,1.0,-0.10904872389791183,-0.7105263157894737,-0.0,-0.6619855904261814,-0.5713151788985223,0.0
2018-10-30,1.0,-0.09556105459322396,-0.7120031772217639,-0.0,-0.6637949469953869,-0.5836617480829743,0.0
2018-10-31,1.0,-0.10164818517845241,-0.6877537417439253,-0.0,-0.6620917408955947,-0.5782282009331636,0.0
2018-11-01,1.0,-0.0754367309737202,-0.7137475315205833,-0.0,-0.665897007443415,-0.5830472428983746,0.0
2018-11-02,1.0,-0.07585092106868366,-0.7209954861534708,-0.0,-0.6668293278028546,-0.586220568500671,0.0
2018-11-05,1.0,-0.07348593373769392,-0.7269042031149989,-0.0,-0.6668901825718553,-0.5806333627967936,0.0
2018-11-06,1.0,-0.07544180377818403,-0.7277879341864717,-0.0,-0.6652041438147471,-0.5784582571602681,0.0
2018-11-07,1.0,-0.074627774563834,-0.7282221477940505,-0.0,-0.6637639679688213,-0.5781749535669701,0.0
2018-11-08,1.0,-0.04154213084563596,-0.7331461522205114,-0.0,-0.6558282764242369,-0.5885336473145548,0.0
2018-11-09,1.0,-0.041294373339773,-0.7328845689446993,-0.0,-0.6561820816227963,-0.5882335184737986,0.0
2018-11-12,1.0,-0.040475831953019126,-0.7286252070471314,-0.0,-0.6560156602921247,-0.586447824122873,0.0
2018-11-13,1.0,-0.021987844118698606,-0.7226790608985818,-0.0,-0.6541532594446431,-0.5805625074484567,0.0
2018-11-14,1.0,-0.022046774914345302,-0.7225979442872039,-0.0,-0.6541337702964397,-0.5805154178459705,0.0
2018-11-15,1.0,-0.022551643263072435,-0.7374688035601528,-0.0,-0.6744444778542864,-0.5724208437321467,0.0
2018-11-16,1.0,-0.02208287077320052,-0.733235320591677,-0.0,-0.6723574064628403,-0.5727144528788742,0.0
2018-11-19,1.0,-0.019569530451512055,-0.7358864907112367,-0.0,-0.6757650453916912,-0.5748511994228341,0.0
2018-11-20,1.0,-0.0,-0.7220084131388168,-0.0,-0.6718875861451714,-0.5895163936871625,0.0
2018-11-21,1.0,-0.0,-0.7159332232184993,-0.0,-0.6709532798489853,-0.5626179801793298,0.0
2018-11-23,1.0,-0.0,-0.7309701935637098,-0.0,-0.6717432608953806,-0.5660254126588291,0.0
2018-11-26,1.0,-0.0,-0.7304067756173207,-0.0,-0.679172134080878,-0.5726768459978528,0.0
2018-11-27,1.0,-0.0,-0.7316407640289477,-0.0,-0.6699193261359592,-0.5644204531972951,0.0
2018-11-28,1.0,-0.0,-0.7529548710601719,-0.0,-0.6672934574976122,-0.5644699140401146,0.0
2018-11-29,1.0,-0.0,-0.7375966019703852,-0.0,-0.6537077458557018,-0.5583741372190432,0.0
2018-11-30,1.0,-0.0,-0.7383652256083155,-0.0,-0.6539392865579967,-0.5606839121190645,0.0
2018-12-03,1.0,-0.0,-0.7384978604102111,-0.0,-0.6529732920171167,-0.5597166888003542,0.0
2018-12-04,1.0,-0.0,-0.7379338794271907,-0.0,-0.6506570805586658,-0.5579291649478461,0.0
2018-12-06,1.0,-0.0,-0.6717050269094239,-0.0,-0.6597102942860413,-0.5313179892362303,0.0
2018-12-07,1.0,-0.0,-0.6722874320068709,-0.0,-0.6612081305468079,-0.5293730317778413,0.0
2018-12-10,1.0,-0.0,-0.6830354593730371,-0.0,-0.6638497116427796,-0.5081082624336207,0.0
2018-12-11,1.0,-0.0,-0.6835461114443206,-0.0,-0.6622397395253191,-0.5102676148858996,0.0
2018-12-12,1.0,-0.0,-0.683691833061959,-0.0,-0.6631245179535522,-0.5097551918187792,0.0
2018-12-13,1.0,-0.0,-0.682751334837107,-0.0,-0.6631927590440568,-0.5093224452502642,0.0
2018-12-14,1.0,-0.0,-0.6686858873617739,-0.0,-0.6767151470126012,-0.5119867417207189,0.0
2018-12-17,1.0,-0.0,-0.6644673226778909,-0.0,-0.6649507991581821,-0.5145611739946534,0.0
2018-12-18,1.0,-0.0,-0.650172482044902,-0.0,-0.6592772719561161,-0.5181247525872307,0.0
2018-12-19,1.0,-0.0,-0.6560177671478602,-0.0,-0.6662395717661798,-0.5250419976652145,0.0
2018-12-20,1.0,-0.0,-0.6721954596590417,-0.0,-0.6747915885424179,-0.5376005999942309,0.0
2018-12-21,1.0,-0.0,-0.7173932530552484,-0.0,-0.7372635730719813,-0.5333612215017778,0.0
2018-12-24,1.0,-0.0,-0.6969481691975253,-0.0,-0.7245064085486783,-0.5386140958470237,0.0
2018-12-26,1.0,-0.0,-0.7343192097119734,-0.0,-0.7072125684360867,-0.5339502499404903,0.0
2018-12-27,1.0,-0.0,-0.6975141308109355,-0.0,-0.622303610566386,-0.5640212250547929,0.0
2018-12-28,1.0,-0.0,-0.6978633590655449,-0.0,-0.6256686038106803,-0.567698846387371,0.0
2018-12-31,1.0,-0.0,-0.6960685046431568,-0.0,-0.6273902855324442,-0.5694737755662915,0.0
2019-01-02,1.0,-0.0,-0.6969161719994209,-0.0,-0.6287244824091501,-0.5699435355436514,0.0
2019-01-03,1.0,-0.0,-0.6961717642292891,-0.0,-0.635753349344599,-0.5616771318614543,0.0
2019-01-04,1.0,-0.0,-0.7110544759477541,-0.0,-0.6088505314373426,-0.5762402618089143,0.0
2019-01-07,1.0,-0.0,-0.6782141639195179,-0.0,-0.6069967034216209,-0.5566670455837217,0.0
2019-01-08,1.0,-0.0,-0.6628111356806713,-0.0,-0.6181039859386517,-0.554034132789023,0.0
2019-01-09,1.0,-0.0,-0.6518430507227927,-0.0,-0.6171603157090724,-0.5599309740020934,0.0
2019-01-10,1.0,-0.0,-0.65248768891153,-0.0,-0.6171676006113093,-0.5604799909435672,0.0
2019-01-11,1.0,-0.0,-0.6459740112353175,-0.0,-0.6218294274527606,-0.5693979458661976,0.0
2019-01-14,1.0,-0.0,-0.6412926898108947,-0.0,-0.6133502681343495,-0.5678238780694327,0.0
2019-01-15,1.0,-0.0,-0.6400542802216442,-0.0,-0.6135644012213051,-0.5734761958611332,0.0
2019-01-16,1.0,-0.0,-0.6416367795317839,-0.0,-0.5930078224280592,-0.5893366468046652,0.0
