Date,BCO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5948651000870322,-1.1577893820713665,-0.0,-0.8675805047867711,-0.7313751087902524,0.0
2018-09-25,1.0,-0.5946463547334058,-1.1581284004352557,-0.0,-0.8678563656147987,-0.7319260065288357,0.0
2018-09-26,1.0,-0.5962559860687854,-1.159730082716587,-0.0,-0.8680452764475404,-0.7294732259468872,0.0
2018-09-27,1.0,-0.5974076812665826,-1.1556696098473316,-0.0,-0.8675133747988343,-0.7289374102909834,0.0
2018-09-28,1.0,-0.5954670030887024,-1.1578283377561231,-0.0,-0.8676208291643103,-0.7293687736546745,0.0
2018-10-01,1.0,-0.596119545830252,-1.1569147779179536,-0.0,-0.8678818462609301,-0.7293687736546745,0.0
2018-10-02,1.0,-0.5970162237397242,-1.1535818363707537,-0.0,-0.8685572615371232,-0.7303292592753686,0.0
2018-10-03,1.0,-0.5959925240144304,-1.1444777676359368,-0.0,-0.8708653887947148,-0.7351675576998306,0.0
2018-10-04,1.0,-0.597420083391244,-1.1406358582348854,-0.0,-0.8722202918693537,-0.7330177206393329,0.0
2018-10-05,1.0,-0.5806144937556718,-1.1316278466790544,-0.0,-0.8739034613888769,-0.7352318395920661,0.0
2018-10-08,1.0,-0.5790495921274116,-1.1296560058699123,-0.0,-0.8735379170443264,-0.7338685312270705,0.0
2018-10-09,1.0,-0.5800811604213434,-1.1303747193921603,-0.0,-0.873424279053704,-0.7331635296149197,0.0
2018-10-10,1.0,-0.5792066372828624,-1.1325295998617233,-0.0,-0.8739089102065509,-0.7355457609541095,0.0
2018-10-11,1.0,-0.472218711824424,-1.1321032899448165,-0.0,-0.8483929398879482,-0.7597202915034332,0.0
2018-10-12,1.0,-0.4787044332932443,-1.1209306183386554,-0.0,-0.820843528387177,-0.7266619665740471,0.0
2018-10-15,1.0,-0.4635679430981722,-1.1313373583657265,-0.0,-0.8162682987345959,-0.7241750062029608,0.0
2018-10-16,1.0,-0.47558642488770586,-1.1249376143736483,-0.0,-0.8254450174679755,-0.7330311096323407,0.0
2018-10-17,1.0,-0.44978005865102644,-1.0752688172043012,-0.0,-0.8131720430107527,-0.7347670250896058,0.0
2018-10-18,1.0,-0.4488265971316819,-1.0733784224250327,-0.0,-0.8164520860495438,-0.735617666232073,0.0
2018-10-19,1.0,-0.43039916051176497,-1.058844896476571,-0.0,-0.815675828389232,-0.7310812447027485,0.0
2018-10-22,1.0,-0.4307673686758654,-1.0560396998305495,-0.0,-0.8161058662147986,-0.7316630355846042,0.0
2018-10-23,1.0,-0.4332042594385285,-1.0559051306873186,-0.0,-0.813972249112617,-0.7304775734107777,0.0
2018-10-24,1.0,-0.4312207708434123,-1.0506773101112723,-0.0,-0.8157555233026931,-0.7339542009353329,0.0
2018-10-25,1.0,-0.38009067612852354,-1.0003153952296473,-0.0,-0.8573625073920758,-0.7046717918391485,0.0
2018-10-26,1.0,-0.3905920712553183,-1.0098612270865641,-0.0,-0.8616644797009821,-0.714183466539425,0.0
2018-10-29,1.0,-0.35826224955366004,-1.0307081928188853,-0.0,-0.8510216226939099,-0.7275143820670502,0.0
2018-10-30,1.0,-0.37286920503425197,-1.0348494503743826,-0.0,-0.8545881790664329,-0.7204476660825234,0.0
2018-10-31,1.0,-0.37651470298006706,-1.0101045983816854,-0.0,-0.8487073218867178,-0.7118215906848233,0.0
2018-11-01,1.0,-0.34462159275230453,-1.0415001780274558,-0.0,-0.8526328282628476,-0.7174110851762472,0.0
2018-11-02,1.0,-0.3463794936409813,-1.0264598180887508,-0.0,-0.8523053904004412,-0.7123282277434343,0.0
2018-11-05,1.0,-0.340426370335343,-1.0454348425739843,-0.0,-0.8551050163533909,-0.6996098829648895,0.0
2018-11-06,1.0,-0.3435358071377925,-1.047270148900969,-0.0,-0.8523989600567242,-0.6959741589852676,0.0
2018-11-07,1.0,-0.3424657534246575,-1.0477090222012282,-0.0,-0.8506534404030861,-0.6955597543693907,0.0
2018-11-08,1.0,-0.301184565463857,-1.0564134641698268,-0.0,-0.8422143164314476,-0.7096446303608428,0.0
2018-11-09,1.0,-0.30064107575639126,-1.0561332186693768,-0.0,-0.8428582597138614,-0.709365960440935,0.0
2018-11-12,1.0,-0.30027655513574575,-1.0333034705721964,-0.0,-0.854866980874849,-0.7067347018268219,0.0
2018-11-13,1.0,-0.27447579401788463,-1.027482269503546,-0.0,-0.8540703052728954,-0.6984659266111626,0.0
2018-11-14,1.0,-0.27481886850624326,-1.026977030985047,-0.0,-0.8539386465238169,-0.6981270232773239,0.0
2018-11-15,1.0,-0.273657485767041,-1.0270426219418372,-0.0,-0.8553623634405293,-0.6906831820280042,0.0
2018-11-16,1.0,-0.2726086288960541,-1.0216106249040382,-0.0,-0.8529863350222633,-0.6912713035467527,0.0
2018-11-19,1.0,-0.2749011630138564,-1.0208805128008291,-0.0,-0.8517253291367597,-0.6908225540244886,0.0
2018-11-20,1.0,-0.2469879518072289,-1.0134207716943724,-0.0,-0.8520283666310813,-0.7002821412231203,0.0
2018-11-21,1.0,-0.25301886792452827,-1.0052830188679245,-0.0,-0.8475094339622642,-0.6677735849056604,0.0
2018-11-23,1.0,-0.2537594693400671,-0.9983039987939547,-0.0,-0.8490935815776579,-0.6677345192778803,0.0
2018-11-26,1.0,-0.252994801476682,-1.0016575001883525,-0.0,-0.8469072553303699,-0.6654486551646199,0.0
2018-11-27,1.0,-0.24533603056866712,-1.00157338727804,-0.0,-0.8405634224919457,-0.6586873454708922,0.0
2018-11-28,1.0,-0.2502537498590279,-0.988459080485696,-0.0,-0.8530882297657981,-0.6674937032442388,0.0
