Date,ISBC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.12145436433818951,-0.5945212302328476,-0.018827045199850578,-0.3603287261860292,-0.3952434317021541,0.0
2018-09-25,1.0,-0.1207678883071553,-0.5961854899027674,-0.017102966841186736,-0.3618299675891299,-0.3972575417601596,0.0
2018-09-26,1.0,-0.12062431435125162,-0.5961154881819088,-0.016704896778697517,-0.36199760646255114,-0.3978258701505934,0.0
2018-09-27,1.0,-0.11993205265918912,-0.6007843920961254,-0.01571282256251405,-0.362893757338063,-0.3987409757437986,0.0
2018-09-28,1.0,-0.11991306302930377,-0.6007644457768119,-0.015963426515776064,-0.3628619251042994,-0.398710934572435,0.0
2018-10-01,1.0,-0.12019086639352453,-0.6004296992105526,-0.01606375537124013,-0.3629209553312681,-0.39867093034875584,0.0
2018-10-02,1.0,-0.12023607082124636,-0.6063819145743723,-0.014529358807642292,-0.3620586175852756,-0.3975442632789837,0.0
2018-10-03,1.0,-0.1208972786220364,-0.6100943844979095,-0.015146583882031895,-0.3614400520742057,-0.3959892847307413,0.0
2018-10-04,1.0,-0.12013721255240757,-0.6331088807013086,-0.013772074704611868,-0.36206327023249907,-0.4118663448100623,0.0
2018-10-05,1.0,-0.114193074448413,-0.6324695392253717,-0.008561947463079768,-0.36350279909820904,-0.41439319097195837,0.0
2018-10-08,1.0,-0.11377563940238035,-0.6325145606482654,-0.00807799442896936,-0.36356039503671816,-0.41435806533299574,0.0
2018-10-09,1.0,-0.11023301908367851,-0.6359616801768607,-0.0,-0.3709755291845603,-0.4239321017457373,0.0
2018-10-10,1.0,-0.10967955071027419,-0.636349775101014,-0.0,-0.3708673223043886,-0.42433483265990696,0.0
2018-10-11,1.0,-0.06341608591056769,-0.6320775774410357,-0.0,-0.35450509659978674,-0.4301232608318246,0.0
2018-10-12,1.0,-0.05742833823856751,-0.6343828061237108,-0.0,-0.3523606954715208,-0.4290554744886602,0.0
2018-10-15,1.0,-0.026844805790347766,-0.6690875740524999,-0.0,-0.3494286493319783,-0.4333837344768609,0.0
2018-10-16,1.0,-0.025602894886856523,-0.6710288249436142,-0.0,-0.3489478771655885,-0.4328946390066176,0.0
2018-10-17,1.0,-0.010691393061603953,-0.6459852228800704,-0.0,-0.3479228849635465,-0.4419435337867593,0.0
2018-10-18,1.0,-0.00981640146878825,-0.6444553243574052,-0.0,-0.3508935128518972,-0.4428151774785802,0.0
2018-10-19,1.0,-0.0,-0.637466569414053,-0.0,-0.35093605640651593,-0.4428884026258205,0.0
2018-10-22,1.0,-0.0,-0.6492821564605918,-0.0,-0.3502783474948726,-0.4420841879089755,0.0
2018-10-23,1.0,-0.0,-0.6586858998190696,-0.0,-0.3659008104691799,-0.4539123107046373,0.0
2018-10-24,1.0,-0.0,-0.6579983654060481,-0.0,-0.3649107164970156,-0.45374842113084185,0.0
2018-10-25,1.0,-0.0,-0.6493579828631755,-0.0,-0.359971520463529,-0.44580295106921014,0.0
2018-10-26,1.0,-0.0,-0.6561194472597829,-0.0,-0.3639285096284577,-0.4519318715546437,0.0
2018-10-29,1.0,-0.0,-0.6713343908000396,-0.0,-0.3466342817487856,-0.4604937047685139,0.0
2018-10-30,1.0,-0.0,-0.6735613762708469,-0.0,-0.34514448840586975,-0.48542595282215656,0.0
2018-10-31,1.0,-0.0,-0.6624081683476528,-0.0,-0.3447889428464699,-0.48315278296600667,0.0
2018-11-01,1.0,-0.0,-0.6722119838621308,-0.0,-0.33842207501120686,-0.4797778552572595,0.0
2018-11-02,1.0,-0.0,-0.6605645681401001,-0.0,-0.3421640125018604,-0.4777744704073027,0.0
2018-11-05,1.0,-0.0,-0.6679481137925047,-0.0,-0.3417743495622411,-0.470497780202882,0.0
2018-11-06,1.0,-0.0,-0.6691216584833606,-0.0,-0.34139264990328816,-0.4692754054456182,0.0
2018-11-07,1.0,-0.0,-0.7588054918644161,-0.0,-0.45133843476339125,-0.552363324953728,0.0
2018-11-08,1.0,-0.0,-0.7565921251200439,-0.0,-0.434078748799561,-0.5531622993551928,0.0
2018-11-09,1.0,-0.0,-0.7574874979392208,-0.0,-0.4367478155739958,-0.5534703522558664,0.0
2018-11-12,1.0,-0.0,-0.7463932765747762,-0.0,-0.44003394563223736,-0.5510963891702483,0.0
2018-11-13,1.0,-0.0,-0.7432281599651539,-0.0,-0.43296218658971497,-0.5461574061470612,0.0
2018-11-14,1.0,-0.0,-0.7429201612024834,-0.0,-0.4338579675416621,-0.5462095632284064,0.0
2018-11-15,1.0,-0.0,-0.7442291950886767,-0.0,-0.4337244201909959,-0.5505866302864939,0.0
2018-11-16,1.0,-0.0,-0.7451537159394965,-0.0,-0.4345819909354011,-0.5505651722819855,0.0
2018-11-19,1.0,-0.0,-0.745887753429149,-0.0,-0.43551560194546146,-0.5509863926990546,0.0
2018-11-20,1.0,-0.0,-0.7338497078407392,-0.0,-0.42560130452507133,-0.558309552928387,0.0
2018-11-21,1.0,-0.0,-0.7322671125734936,-0.0,-0.42634446302389556,-0.5384055234910189,0.0
2018-11-23,1.0,-0.0,-0.7217386617801612,-0.0,-0.43253658142229656,-0.5404888302029157,0.0
2018-11-26,1.0,-0.0,-0.7245299283443779,-0.0,-0.4306610635202845,-0.5386563223964226,0.0
2018-11-27,1.0,-0.0,-0.7242767430626376,-0.0,-0.42509795502120123,-0.5343245129085932,0.0
2018-11-28,1.0,-0.0,-0.7396526188232126,-0.0,-0.42089672815403256,-0.5323549212333378,0.0
2018-11-29,1.0,-0.0,-0.726928209234054,-0.0,-0.41139578329330134,-0.530477715505738,0.0
2018-11-30,1.0,-0.0,-0.7270858912080286,-0.0,-0.41111941493620885,-0.5308813324080499,0.0
2018-12-03,1.0,-0.0,-0.7279360667129952,-0.0,-0.41265301758699957,-0.5322071951675843,0.0
2018-12-04,1.0,-0.0,-0.7290566842638512,-0.0,-0.40753479443289076,-0.5296485895590038,0.0
2018-12-06,1.0,-0.0,-0.7059348037030237,-0.0,-0.3998846083239359,-0.5167449057197556,0.0
2018-12-07,1.0,-0.0,-0.7085062785688016,-0.0,-0.40445541953449277,-0.5140545368570377,0.0
2018-12-10,1.0,-0.0,-0.7075892275204003,-0.0,-0.3967463565972313,-0.502776546653805,0.0
2018-12-11,1.0,-0.0,-0.7097852776761925,-0.0,-0.39177681416853877,-0.5106055065043624,0.0
2018-12-12,1.0,-0.0,-0.7099817089103737,-0.0,-0.3914031878756206,-0.5116540371047819,0.0
2018-12-13,1.0,-0.0,-0.7074227826949688,-0.0,-0.3932273308790893,-0.5102477742095506,0.0
2018-12-14,1.0,-0.0,-0.7209832542781519,-0.0,-0.38795565921538827,-0.5116748342461805,0.0
2018-12-17,1.0,-0.0,-0.7187108232344337,-0.0,-0.3759141245298788,-0.5171333054743,0.0
2018-12-18,1.0,-0.0,-0.7113471677531622,-0.0,-0.3692699270186739,-0.5166090953951641,0.0
2018-12-19,1.0,-0.0,-0.7159797314945411,-0.0,-0.3756725696076896,-0.5202685054589146,0.0
2018-12-20,1.0,-0.0,-0.7140806847241793,-0.0,-0.3760242158551224,-0.51936224622932,0.0
2018-12-21,1.0,-0.0,-0.7152171654197839,-0.0,-0.37635078969243557,-0.5061045303408146,0.0
2018-12-24,1.0,-0.0,-0.7023766468612762,-0.0,-0.3677086024283131,-0.5132523895634203,0.0
2018-12-26,1.0,-0.0,-0.7065041693393201,-0.0,-0.3535343168697883,-0.5057087876844131,0.0
2018-12-27,1.0,-0.0,-0.6799082317149199,-0.0,-0.30704969950874045,-0.5067454676940725,0.0
2018-12-28,1.0,-0.0,-0.6816018340850756,-0.0,-0.30556455431234275,-0.5048219492137855,0.0
2018-12-31,1.0,-0.0,-0.6840281240650244,-0.0,-0.30512615936970183,-0.504088959808517,0.0
2019-01-02,1.0,-0.0,-0.6837121212121211,-0.0,-0.3041517145135566,-0.5041367623604466,0.0
2019-01-03,1.0,-0.0,-0.6842840396079115,-0.0,-0.3015987828299204,-0.5082932182675279,0.0
2019-01-04,1.0,-0.0,-0.6952286034633114,-0.0,-0.27736389684813756,-0.5190232963747353,0.0
2019-01-07,1.0,-0.0,-0.6833596214511042,-0.0,-0.27121944006309145,-0.5099319794952681,0.0
2019-01-08,1.0,-0.0,-0.6802915394464691,-0.0,-0.2729242588397518,-0.509110607702157,0.0
2019-01-09,1.0,-0.0,-0.677912298833604,-0.0,-0.2726758206604656,-0.5101629017176041,0.0
2019-01-10,1.0,-0.0,-0.6747118510491577,-0.0,-0.27864249827603194,-0.5094325682198798,0.0
2019-01-11,1.0,-0.0,-0.6410833007430583,-0.0,-0.2767158779820102,-0.5264470082127493,0.0
2019-01-14,1.0,-0.0,-0.640085996286524,-0.0,-0.2811003615752956,-0.5218899638424704,0.0
2019-01-15,1.0,-0.0,-0.6343278102743583,-0.0,-0.28568981130228344,-0.527423578648523,0.0
