Date,IWF,IWM,MTUM,PEP,SPY,VLUE,VXX
2018-09-24,-0.26417696944926944,-0.3860733626238888,-0.0,1.0,-0.49581076938796365,-0.40834780831715545,0.0
2018-09-25,-0.26098490702106836,-0.39509606964405297,-0.0,1.0,-0.5025498377375985,-0.416962859939216,0.0
2018-09-26,-0.26083037140060783,-0.3949930458970793,-0.0,1.0,-0.5025755936743419,-0.4171946633699068,0.0
2018-09-27,-0.26173131869546196,-0.3928029035496409,-0.0,1.0,-0.5024839764215295,-0.4170506319338979,0.0
2018-09-28,-0.2601395720134937,-0.3949475961167049,-0.0,1.0,-0.5026395076352587,-0.41742847578090797,0.0
2018-10-01,-0.25982060006186203,-0.39689658727703886,-0.0,1.0,-0.5027322404371584,-0.4181358902979688,0.0
2018-10-02,-0.25873024072734785,-0.4072993077797293,-0.0,1.0,-0.5007748734373385,-0.416132864965389,0.0
2018-10-03,-0.2614857498831958,-0.4198463375382859,-0.0,1.0,-0.5008306079011577,-0.4134869957950475,0.0
2018-10-04,-0.2671138496737124,-0.4142162597821282,-0.0,1.0,-0.50846267841822,-0.41013441489223407,0.0
2018-10-05,-0.2587894164552374,-0.40806710505876875,-0.0,1.0,-0.5103039403510589,-0.41174338528452337,0.0
2018-10-08,-0.25647320274949614,-0.4050080107499096,-0.0,1.0,-0.5119386014781125,-0.4106930590728203,0.0
2018-10-09,-0.24961055145913388,-0.4080122546474193,-0.0,1.0,-0.518537750545228,-0.4201630491224426,0.0
2018-10-10,-0.250421738340557,-0.4071786353844956,-0.0,1.0,-0.5190625729931744,-0.4186499182476448,0.0
2018-10-11,-0.19932415393150754,-0.3935290260755535,-0.0,1.0,-0.5041357744489837,-0.42484995208553994,0.0
2018-10-12,-0.1978757965762839,-0.3869049106585031,-0.0,1.0,-0.4981132075471698,-0.416193927277271,0.0
2018-10-15,-0.18248211570577533,-0.3991126398963085,-0.0,1.0,-0.4950771454921608,-0.4158877339913757,0.0
2018-10-16,-0.1786239744644772,-0.40592503927582857,-0.0,1.0,-0.49417720256352715,-0.41497718261389993,0.0
2018-10-17,-0.168903775583085,-0.3867694505332119,-0.0,1.0,-0.4904563702189494,-0.4167179765041992,0.0
2018-10-18,-0.16804339785476513,-0.38525459252866473,-0.0,1.0,-0.49441499198619154,-0.4180495623227715,0.0
2018-10-19,-0.1566070511095344,-0.3748929611234801,-0.0,1.0,-0.4972965038044675,-0.41780637584713626,0.0
2018-10-22,-0.15732912671612728,-0.3637327154864312,-0.0,1.0,-0.5121392127381627,-0.4316137142293756,0.0
2018-10-23,-0.1562307331870083,-0.36410269057190064,-0.0,1.0,-0.5134035364620583,-0.4324397642358628,0.0
2018-10-24,-0.15495180099109981,-0.3595572101279554,-0.0,1.0,-0.5153472547521017,-0.4355661842656739,0.0
2018-10-25,-0.12221383157535748,-0.3326837348663857,-0.0,1.0,-0.5566246863657403,-0.42449635818859466,0.0
2018-10-26,-0.10831422710269097,-0.3240014480511645,-0.0,1.0,-0.5625678773983348,-0.4185591890913479,0.0
2018-10-29,-0.10585341147529122,-0.32310734872054603,-0.0,1.0,-0.5644068205387937,-0.4184212430359598,0.0
2018-10-30,-0.08152200340384147,-0.3313153415998055,-0.0,1.0,-0.5726233892535862,-0.4458546073425723,0.0
2018-10-31,-0.08389699487873224,-0.3192095854671949,-0.0,1.0,-0.5704174316359069,-0.44216832544207174,0.0
2018-11-01,-0.06219134308124334,-0.34007940350537424,-0.0,1.0,-0.5729640747554953,-0.44562796552725864,0.0
2018-11-02,-0.0684211794760562,-0.314775986310944,-0.0,1.0,-0.5838816185862675,-0.44294218301882243,0.0
2018-11-05,-0.06687384066873842,-0.31880706318807067,-0.0,1.0,-0.5840138758401388,-0.43928115439281157,0.0
2018-11-06,-0.05953134895503483,-0.3197008817654796,-0.0,1.0,-0.5991377210503239,-0.4574219320894432,0.0
2018-11-07,-0.05946814728229106,-0.3196230274693162,-0.0,1.0,-0.5988700564971752,-0.4572861874147672,0.0
2018-11-08,-0.040828645242291815,-0.3193133254460729,-0.0,1.0,-0.5931139387208152,-0.4612115797860782,0.0
2018-11-09,-0.040256948972445604,-0.3195682098094617,-0.0,1.0,-0.5940013040643338,-0.46113163804969937,0.0
2018-11-12,-0.04037042396180004,-0.30388752230743266,-0.0,1.0,-0.6060627984372738,-0.4612694737857522,0.0
2018-11-13,-0.02267405743775983,-0.2975342858508147,-0.0,1.0,-0.6101447890285276,-0.45890476418024556,0.0
2018-11-14,-0.02324581312564207,-0.2970590343311752,-0.0,1.0,-0.6101727309649522,-0.45860907375110493,0.0
2018-11-15,-0.022422594341873003,-0.2966461523782262,-0.0,1.0,-0.6115404799389342,-0.4547731501359668,0.0
2018-11-16,-0.02034358047016275,-0.2908537165699058,-0.0,1.0,-0.6102360331207766,-0.45790901303892645,0.0
2018-11-19,-0.017504531145664408,-0.2935705427835543,-0.0,1.0,-0.613731756176667,-0.4600066774778212,0.0
2018-11-20,-0.0,-0.2821564953392946,-0.0,1.0,-0.6142406489409644,-0.47546310571381134,0.0
2018-11-21,-0.0,-0.2794093286319426,-0.0,1.0,-0.6144307452019784,-0.4726080886007052,0.0
2018-11-23,-0.0,-0.26937993662204984,-0.0,1.0,-0.6206072931939649,-0.47488530482902136,0.0
2018-11-26,-0.0,-0.2723769445363847,-0.0,1.0,-0.6187763014799754,-0.47304837108137493,0.0
2018-11-27,-0.0,-0.27168133264316974,-0.0,1.0,-0.6132417298009505,-0.4679309208978401,0.0
2018-11-28,-0.0,-0.2691266796884193,-0.0,1.0,-0.6150424775845434,-0.46915962629138924,0.0
2018-11-29,-0.0,-0.261405844838461,-0.0,1.0,-0.6078678720769968,-0.4667928142593501,0.0
2018-11-30,-0.0,-0.2612046616997921,-0.0,1.0,-0.6082163626596913,-0.4660999135857253,0.0
2018-12-03,-0.0,-0.26915989415989416,-0.0,1.0,-0.6183849933849933,-0.4749810999811,0.0
2018-12-04,-0.0,-0.2833004117185083,-0.0,1.0,-0.6180537375948975,-0.47852162117137487,0.0
2018-12-06,-0.0,-0.23910775152456698,-0.0,1.0,-0.6193567834535211,-0.4602916966169685,0.0
2018-12-07,-0.0,-0.2389243074069781,-0.0,1.0,-0.6199374058189405,-0.4594412889764692,0.0
