Date,IWF,IWM,LVGO,MTUM,SPY,VLUE,VXX
2020-04-29,-0.9884965578503221,-0.4424605818343327,1.0,-0.7770819453697535,-1.1603819675771707,-0.07310681767710416,0.0
2020-04-30,-0.9983573806881243,-0.3853940066592675,1.0,-0.8050610432852386,-1.194628190899001,-0.056071032186459493,0.0
2020-05-01,-1.0027960234333393,-0.38034794958281554,1.0,-0.805476655423398,-1.1980738505236999,-0.051437954908574474,0.0
2020-05-04,-1.0065891301463759,-0.3681510635475169,1.0,-0.8082076681554858,-1.2078450448856852,-0.031486313182682524,0.0
2020-05-05,-1.0063680183964976,-0.36823950824746826,1.0,-0.808030778755583,-1.2076239331358067,-0.031972759032414984,0.0
2020-05-06,-1.0327773293874989,-0.3736436194063313,1.0,-0.8377275580665411,-1.2280064568200162,-0.011702986279257465,0.0
2020-05-07,-1.0544282106782106,-0.37432359307359303,1.0,-0.8527236652236652,-1.2279040404040402,-0.0,0.0
2020-05-08,-1.0727562642369022,-0.38282460136674257,1.0,-0.8513439635535308,-1.248883826879271,-0.0,0.0
2020-05-11,-1.0779309403575816,-0.3639051908466403,1.0,-0.8563304672216915,-1.251216960101906,-0.0,0.0
2020-05-12,-1.0757610228875643,-0.37020521454247624,1.0,-0.8479319288346908,-1.2562679164581154,-0.0,0.0
2020-05-13,-1.0971890501561639,-0.3231214403821422,1.0,-0.8791107844938453,-1.2936340253536653,-0.0,0.0
2020-05-14,-1.100316499243154,-0.30053667262969586,1.0,-0.8886748314297509,-1.2974175496536855,-0.0,0.0
2020-05-15,-1.104629246540707,-0.29646485542224066,1.0,-0.8895784489495702,-1.306394520296051,-0.0,0.0
2020-05-18,-1.111868465896007,-0.2849445032929582,1.0,-0.8847234375719615,-1.3239994473356977,-0.0,0.0
2020-05-19,-1.129403108617677,-0.20817621631564426,1.0,-0.943667800974892,-1.3172997332842822,-0.0,0.0
2020-05-20,-1.137759565357521,-0.1943920069984806,1.0,-0.9533127676228188,-1.31879920806667,-0.0,0.0
2020-05-21,-1.1374281113411548,-0.17520128824476652,1.0,-0.9674718196457327,-1.3208189556015644,-0.0,0.0
2020-05-22,-1.1409872332580542,-0.1691017191316772,1.0,-0.972208139374107,-1.326635018666175,-0.0,0.0
2020-05-26,-1.1408424739607337,-0.16918610010139182,1.0,-0.9719789842381786,-1.3267121393676837,-0.0,0.0
2020-05-27,-1.1625688753067558,-0.1343242116960689,1.0,-1.0148631754410335,-1.3185627633467614,-0.0,0.0
2020-05-28,-1.1810972499188426,-0.10703519918378705,1.0,-1.029912349858554,-1.3195288225200577,-0.0,0.0
2020-05-29,-1.2048935375420247,-0.07204893537542024,1.0,-1.0513634665670528,-1.3411468061262606,-0.0,0.0
2020-06-01,-1.2050623453042544,-0.07154532293466587,1.0,-1.0523046747303042,-1.3411012002054827,-0.0,0.0
2020-06-02,-1.2053162664673456,-0.06867233485938522,1.0,-1.0530225170512941,-1.3445295711482763,-0.0,0.0
2020-06-03,-1.2053750876372984,-0.06735218508997429,1.0,-1.0602009815377424,-1.341014255667212,-0.0,0.0
2020-06-04,-1.2073439183176433,-0.07564048522317456,1.0,-1.0516135075640485,-1.3490703011568546,-0.0,0.0
2020-06-05,-1.2203310137295467,-0.0716099304118864,1.0,-1.0624882452510813,-1.347470378032725,-0.0,0.0
2020-06-08,-1.2202554230444174,-0.04460512724199455,1.0,-1.090994459573669,-1.3394684946943374,-0.0,0.0
2020-06-09,-1.2202976106651646,-0.04445383279350326,1.0,-1.0911608693611228,-1.3383561000798008,-0.0,0.0
2020-06-10,-1.223698417914652,-0.03840195295995493,1.0,-1.0952537439556829,-1.3372611614478194,-0.0,0.0
2020-06-11,-1.238952228399133,-0.012343352492226515,1.0,-1.1251766701215489,-1.3346838782625081,-0.0,0.0
2020-06-12,-1.2103044062456563,-0.0,1.0,-1.1369133114024927,-1.2860584719455126,-0.0,0.0
2020-06-15,-1.2090125972582437,-0.0,1.0,-1.1389866617265654,-1.2833456835865136,-0.0,0.0
2020-06-16,-1.2091279392705054,-0.0,1.0,-1.1358544713941863,-1.283743751157193,-0.0,0.0
2020-06-17,-1.2106921152598908,-0.0,1.0,-1.1366163253960901,-1.2853238209950892,-0.0,0.0
2020-06-18,-1.2108774205503567,-0.0,1.0,-1.1375891781710368,-1.2841656629296767,-0.0,0.0
2020-06-19,-1.2147299053276406,-0.0,1.0,-1.1391776498979023,-1.2868943753480602,-0.0,0.0
2020-06-22,-1.2143586411731948,-0.0,1.0,-1.1404306664191572,-1.2860126229812512,-0.0,0.0
2020-06-23,-1.2199590773809523,-0.0,1.0,-1.1432291666666667,-1.287109375,-0.0,0.0
2020-06-24,-1.2206874098879124,-0.0,1.0,-1.1428770754848612,-1.2873354727687083,-0.0,0.0
2020-06-25,-1.2137358560563904,-0.0,1.0,-1.1451029493600446,-1.278519755147468,-0.0,0.0
2020-06-26,-1.2171165729684525,-0.0,1.0,-1.1458439808576872,-1.2831854295404914,-0.0,0.0
2020-06-29,-1.2133140780769591,-0.0,1.0,-1.1627690300941023,-1.2824000745364765,-0.0,0.0
2020-06-30,-1.2219313826306442,-0.0,1.0,-1.179115639899037,-1.2731606992614752,-0.0,0.0
2020-07-01,-1.2202400410965304,-0.0,1.0,-1.1759211693830853,-1.2739457338999673,-0.0,0.0
2020-07-02,-1.2151165506609987,-0.0,1.0,-1.172186667912365,-1.2840659597327977,-0.0,0.0
2020-07-06,-1.2195258802076028,-0.0,1.0,-1.1703838780567632,-1.2858278393416562,-0.0,0.0
2020-07-07,-1.2184987848195923,-0.0,1.0,-1.1695176668536176,-1.2857543466068424,-0.0,0.0
2020-07-08,-1.2774061233458665,-0.0,1.0,-1.2642707163435714,-1.3414229210410664,-0.0,0.0
2020-07-09,-1.2754917752721238,-0.0,1.0,-1.2634841606872653,-1.3421682042270708,-0.0,0.0
2020-07-10,-1.3033574914953407,-0.0,1.0,-1.295321204949958,-1.3315584479613467,-0.0,0.0
2020-07-13,-1.3058547092226356,-0.0,1.0,-1.2824065008811436,-1.3069806148423733,-0.0,0.0
2020-07-14,-1.3107995489975,-0.0,1.0,-1.2868768076866515,-1.3045737536153734,-0.0,0.0
2020-07-15,-1.295282101167315,-0.0,1.0,-1.2883268482490273,-1.280204280155642,-0.0,0.0
2020-07-16,-1.2900655817342725,-0.0,1.0,-1.288705367986398,-1.279135292688851,-0.0,0.0
2020-07-17,-1.2843796892395567,-0.0,1.0,-1.2817174112977396,-1.2744082482211143,-0.0,0.0
2020-07-20,-1.2879581151832462,-0.0,1.0,-1.2826740352918364,-1.2771475664145822,-0.0,0.0
2020-07-21,-1.2903648360178537,-0.0,1.0,-1.2917232679992237,-1.2694546865903358,-0.0,0.0
2020-07-22,-1.2873981373690335,-0.0,1.0,-1.2885137757081877,-1.274641055490881,-0.0,0.0
2020-07-23,-1.293651565234299,-0.0,1.0,-1.2926793700174997,-1.2746451487458683,-0.0,0.0
2020-07-24,-1.2642833277647845,-0.0,1.0,-1.2476731420934561,-1.2610853897188679,-0.0,0.0
2020-07-27,-1.2657973921765295,-0.0,1.0,-1.247838754358313,-1.262597315756794,-0.0,0.0
2020-07-28,-1.2654765882296786,-0.0,1.0,-1.2367428762350245,-1.2708223951124051,-0.0,0.0
2020-07-29,-1.2699112922560538,-0.0,1.0,-1.2400383601054903,-1.2851114840565812,-0.0,0.0
2020-07-30,-1.2753079291762897,-0.0,1.0,-1.2442263279445727,-1.2918591224018476,-0.0,0.0
2020-07-31,-1.275032416078375,-0.0,1.0,-1.24208807568554,-1.2852614896988905,-0.0,0.0
2020-08-03,-1.2736175115207373,-0.0,1.0,-1.2398233486943164,-1.286818356374808,-0.0,0.0
2020-08-04,-1.2776896833405413,-0.0,1.0,-1.2436692133967613,-1.2837922252654848,-0.0,0.0
2020-08-05,-1.2801906779661016,-0.0,1.0,-1.2473998459167952,-1.287557781201849,-0.0,0.0
2020-08-06,-1.2980054751662105,-0.0,1.0,-1.282459913961674,-1.3080269847477513,-0.0,0.0
2020-08-07,-1.309948415622697,-0.0,1.0,-1.2861704740849913,-1.3166298206828788,-0.0,0.0
2020-08-10,-1.316587584992418,-0.0,1.0,-1.2910042557354595,-1.2840581128014479,-0.0,0.0
2020-08-11,-1.3089002682272617,-0.0,1.0,-1.2894415996098514,-1.278566203365033,-0.0,0.0
2020-08-12,-1.3081386843516847,-0.0,1.0,-1.2881942751255668,-1.2800019505534694,-0.0,0.0
2020-08-13,-1.3091033271538688,-0.0,1.0,-1.2684164308713046,-1.30105376134257,-0.0,0.0
2020-08-14,-1.3127258521339975,-0.0,1.0,-1.272243383142885,-1.2983201484519973,-0.0,0.0
2020-08-17,-1.3148971515121906,-0.0,1.0,-1.2724874187716813,-1.2984804807739287,-0.0,0.0
2020-08-18,-1.3200923107139348,-0.0,1.0,-1.2933320239615045,-1.2967200235686929,-0.0,0.0
2020-08-19,-1.2911710345481258,-0.0,1.0,-1.224159992417421,-1.2237808634661864,-0.0,0.0
2020-08-20,-1.2913587265491757,-0.0,1.0,-1.223564525298465,-1.2226170172446467,-0.0,0.0
2020-08-21,-1.2765797509983556,-0.0,1.0,-1.1883486023020906,-1.2332158797275077,-0.0,0.0
2020-08-24,-1.2762687969924813,-0.0,1.0,-1.1927631578947369,-1.230216165413534,-0.0,0.0
2020-08-25,-1.2802640886583354,-0.0,1.0,-1.2141947653855223,-1.2214100448007545,-0.0,0.0
2020-08-26,-1.2792033523235558,-0.0,1.0,-1.2074956448043694,-1.2216206036065729,-0.0,0.0
2020-08-27,-1.2679520338584527,-0.0,1.0,-1.2010815894662592,-1.2334822478250644,-0.0,0.0
2020-08-28,-1.2643457044996012,-0.0,1.0,-1.196734387463051,-1.2309388636043732,-0.0,0.0
2020-08-31,-1.2622305529522024,-0.0,1.0,-1.2042642924086222,-1.2195876288659793,-0.0,0.0
2020-09-01,-1.2622328458942633,-0.0,1.0,-1.2074896887889015,-1.2171447319085114,-0.0,0.0
2020-09-02,-1.2595437725420393,-0.0,1.0,-1.207035458335285,-1.2174809124549157,-0.0,0.0
2020-09-03,-1.2655840509172593,-0.0,1.0,-1.2083021340321976,-1.2060557843504305,-0.0,0.0
2020-09-04,-1.2325914296268932,-0.0,1.0,-1.1789804211304027,-1.2061322497229405,-0.0,0.0
2020-09-08,-1.1951849836779107,-0.0,1.0,-1.1623141095393543,-1.1763692419296337,-0.0,0.0
2020-09-09,-1.1811757292041771,-0.0,1.0,-1.1283759452646742,-1.1917086784299604,-0.0,0.0
2020-09-10,-1.1650728393958352,-0.0,1.0,-1.1165877200822236,-1.1870587183841272,-0.0,0.0
2020-09-11,-1.1561108141813647,-0.0,1.0,-1.1124621414573312,-1.1853732406912525,-0.0,0.0
2020-09-14,-1.16201865155504,-0.0,1.0,-1.1155682477354871,-1.1845076078711345,-0.0,0.0
2020-09-15,-1.1566681435533894,-0.0,1.0,-1.0992024811696943,-1.1747452370403189,-0.0,0.0
2020-09-16,-1.1528580887221365,-0.0,1.0,-1.0892076804237476,-1.1719708673581992,-0.0,0.0
2020-09-17,-1.1483262029726988,-0.0,1.0,-1.085961275525956,-1.1762448727561416,-0.0,0.0
2020-09-18,-1.1399224122729676,-0.0,1.0,-1.0902839005466407,-1.1782313524951507,-0.0,0.0
2020-09-21,-1.0929488546687711,-0.0,1.0,-1.0685492471100115,-1.104167555347012,-0.0,0.0
2020-09-22,-1.090076660988075,-0.0,1.0,-1.063458262350937,-1.1054088586030664,-0.0,0.0
2020-09-23,-1.0946452933151432,-0.0,1.0,-1.0631394952251023,-1.1055167121418827,-0.0,0.0
2020-09-24,-1.086963906581741,-0.0,1.0,-1.0535031847133758,-1.105859872611465,-0.0,0.0
2020-09-25,-1.080054044924844,-0.0,1.0,-1.0435314980577606,-1.098674210437426,-0.0,0.0
2020-09-28,-1.0766669476523645,-0.0,1.0,-1.0425271853662648,-1.0955491865464049,-0.0,0.0
2020-09-29,-1.0732498840982845,-0.0,1.0,-1.0497323724027479,-1.091625574240317,-0.0,0.0
2020-09-30,-1.0713083718973495,-0.0,1.0,-1.0524190155658393,-1.0832562053007992,-0.0,0.0
2020-10-01,-1.0703302243508948,-0.0,1.0,-1.0503319048819426,-1.080665490294933,-0.0,0.0
2020-10-02,-1.0657010915197314,-0.0,1.0,-1.0477329974811083,-1.084718723761545,-0.0,0.0
2020-10-05,-1.055292788079193,-0.0,1.0,-1.0332761290862666,-1.0971076974592944,-0.0,0.0
2020-10-06,-1.0558288859239493,-0.0,1.0,-1.0341477651767845,-1.0795113408939292,-0.0,0.0
2020-10-07,-1.0544121323223066,-0.0,1.0,-1.0336638613448879,-1.078243479710024,-0.0,0.0
2020-10-08,-1.0526206409243941,-0.0,1.0,-1.0374080385718443,-1.0664200507086745,-0.0,0.0
2020-10-09,-1.0554238908985074,-0.0,1.0,-1.0392083489252006,-1.0631990353831442,-0.0,0.0
2020-10-12,-1.042717319177173,-0.0,1.0,-1.0395653616456535,-1.0650298606502986,-0.0,0.0
2020-10-13,-1.0276812313803376,-0.0,1.0,-1.0416252896391924,-1.0683962264150944,-0.0,0.0
2020-10-14,-1.031331592689295,-0.0,1.0,-1.0526752041112355,-1.060383770566538,-0.0,0.0
2020-10-15,-1.0302477832104087,-0.0,1.0,-1.0530786442363471,-1.060205519184553,-0.0,0.0
2020-10-16,-1.0305340348842027,-0.0,1.0,-1.0558478684177819,-1.0566350416373202,-0.0,0.0
2020-10-19,-1.0280110885845504,-0.0,1.0,-1.0624767263850388,-1.0470851090239564,-0.0,0.0
2020-10-20,-1.0250577939233818,-0.0,1.0,-1.057422391017173,-1.0456571994715984,-0.0,0.0
2020-10-21,-1.0139937623112278,-0.0,1.0,-1.058806631648063,-1.0309422193040052,-0.0,0.0
2020-10-22,-0.9892728003214142,-0.0,1.0,-1.0462434712736037,-0.9821615106468461,-0.0,0.0
2020-10-23,-0.9911230719794345,-0.0,1.0,-1.0459511568123394,-0.9796754498714654,-0.0,0.0
2020-10-26,-0.990443302280758,-0.0,1.0,-1.045173466109862,-0.9798024413748795,-0.0,0.0
2020-10-27,-0.9874123070755663,-0.0,1.0,-1.0477049508919625,-0.9737021447183803,-0.0,0.0
2020-10-28,-0.9960704118048037,-0.0,1.0,-1.0432655679858855,-0.9704879906973014,-0.0,0.0
2020-10-29,-0.9779423475075649,-0.0,1.0,-1.0393772893772895,-0.9642060837713011,-0.0,0.0
2020-10-30,-0.9745996245856464,-0.0,1.0,-1.0512400654978233,-0.9678900914573266,-0.0,0.0
2020-11-02,-0.9615016356818,-0.0,1.0,-1.050067820952685,-0.9779382430383786,-0.0,0.0
