Date,IWF,IWM,MTUM,RFP,SPY,VLUE,VXX
2018-09-24,-1.3494048645851302,-2.2238226668966705,-0.4911160945316543,1.0,-1.7989477315853029,-1.7618595825426946,0.0
2018-09-25,-1.3518103448275862,-2.220172413793103,-0.4956896551724138,1.0,-1.7958620689655171,-1.757155172413793,0.0
2018-09-26,-1.3518103448275862,-2.220258620689655,-0.4954310344827586,1.0,-1.7959482758620688,-1.7572413793103447,0.0
2018-09-27,-1.3597308488612838,-2.2074706694271913,-0.5009489302967564,1.0,-1.7991718426501035,-1.7593167701863355,0.0
2018-09-28,-1.3613160864658391,-2.230488757704662,-0.5054258182133866,1.0,-1.8118760309054607,-1.7722024481291778,0.0
2018-10-01,-1.3749016866206414,-2.242506335751114,-0.508170934195578,1.0,-1.8282792973870488,-1.7851088001398234,0.0
2018-10-02,-1.375294837075216,-2.2349960688389974,-0.5111382895081681,1.0,-1.828688739407705,-1.7857954049095832,0.0
2018-10-03,-1.3732332926190893,-2.225353341476182,-0.5097714186005933,1.0,-1.8285639504449485,-1.7875588902460302,0.0
2018-10-04,-1.3923432225972643,-2.2817551963048497,-0.5230058624977794,1.0,-1.8546811156510927,-1.830698170190087,0.0
2018-10-05,-1.3691629955947138,-2.265374449339207,-0.49488986784140965,1.0,-1.8512775330396476,-1.8298678414096916,0.0
2018-10-08,-1.3613791893314617,-2.2532900508861204,-0.4855237761010704,1.0,-1.8498859449026146,-1.823302333742762,0.0
2018-10-09,-1.3620886353663888,-2.2546731022378235,-0.4855638437911365,1.0,-1.8502852128126372,-1.8232558139534885,0.0
2018-10-10,-1.3637480259694683,-2.2525004386734517,-0.48727846990700124,1.0,-1.8510264958764695,-1.8189155992279349,0.0
2018-10-11,-1.2236776238945437,-2.213332220924412,-0.29818121141331555,1.0,-1.7890872684798933,-1.8187885866844653,0.0
2018-10-12,-1.2316342444389723,-2.1937125502749732,-0.2748912418944431,1.0,-1.742838381351063,-1.7651645735861445,0.0
2018-10-15,-1.1957628510428642,-2.2691739201839383,-0.21243225488585976,1.0,-1.7504516340942684,-1.7837904417802595,0.0
2018-10-16,-1.1932704144439885,-2.274107509232663,-0.20755026672137875,1.0,-1.7492819039803038,-1.7825194911776776,0.0
2018-10-17,-1.147939924504056,-2.1855272668861936,-0.1556501485824432,1.0,-1.7409846598666774,-1.8014617299815276,0.0
2018-10-18,-1.146791937685698,-2.1835702240423993,-0.15610696217778847,1.0,-1.7423110896972616,-1.8014133140608688,0.0
2018-10-19,-1.1207240251973527,-2.166174946176541,-0.11904951758232997,1.0,-1.7569571804481303,-1.8110198548760068,0.0
2018-10-22,-1.1219531623386967,-2.1565238171100845,-0.11327067070256491,1.0,-1.760156125537677,-1.8136848813127289,0.0
2018-10-23,-1.125408333997291,-2.1561628555493586,-0.12038881364034737,1.0,-1.7550792765516692,-1.8105330252569514,0.0
2018-10-24,-1.1252187748607796,-2.150994431185362,-0.10692124105011933,1.0,-1.7575974542561652,-1.8147175815433572,0.0
2018-10-25,-1.03289124668435,-2.0210685865858276,-0.06312997347480107,1.0,-1.738992042440318,-1.722546419098143,0.0
2018-10-26,-0.9979946524064169,-1.9778669043374923,-0.030748663101604273,1.0,-1.7300207961972667,-1.6905822935234698,0.0
2018-10-29,-0.9704973513831665,-1.9821218363743376,-0.0030164802825191285,1.0,-1.7117422012948793,-1.6899646851088874,0.0
2018-10-30,-0.9622932745314223,-1.9811098860712972,-0.0,1.0,-1.711135611907387,-1.6957001102535831,0.0
2018-10-31,-0.9676172416308074,-1.9355262198234993,-0.0,1.0,-1.706440084603603,-1.683830501057545,0.0
2018-11-01,-0.9381045894246856,-1.9534511600843696,-0.0,1.0,-1.7007782384173393,-1.6808495163284602,0.0
2018-11-02,-1.0187157400156617,-2.137196554424432,-0.05787000783085356,1.0,-1.8056382145653875,-1.8115113547376664,0.0
2018-11-05,-1.012911808435715,-2.151576805696847,-0.05712497065498084,1.0,-1.8049143125440177,-1.7988888019406841,0.0
2018-11-06,-1.0212116468378207,-2.158656856606136,-0.05369442705072009,1.0,-1.8014245460237943,-1.7921884783969941,0.0
2018-11-07,-1.0199764058198977,-2.1714510420762876,-0.06519858434919386,1.0,-1.8074714903657096,-1.8007864726700746,0.0
2018-11-08,-0.9742792757790038,-2.1779470044292486,-0.011422798974279275,1.0,-1.7934571450773176,-1.813583028984381,0.0
2018-11-09,-0.9805772230889234,-2.1868174726989076,-0.010218408736349454,1.0,-1.8005460218408735,-1.8221528861154446,0.0
2018-11-12,-0.9735355567592664,-2.1547628259692018,-0.006267894451752688,1.0,-1.7957904511336376,-1.8077845701462507,0.0
2018-11-13,-0.9186010995723886,-2.1391264508246794,-0.0,1.0,-1.7864996945632254,-1.7916921197312157,0.0
2018-11-14,-0.9196762617393296,-2.1380468809651063,-0.0,1.0,-1.786515996029625,-1.7910971978315646,0.0
2018-11-15,-0.9195753456045215,-2.144581073856259,-0.0,1.0,-1.7959214847628504,-1.777667455892462,0.0
2018-11-16,-0.9111653819735938,-2.1278333206136,-0.0,1.0,-1.7989010150347249,-1.7939403190109133,0.0
2018-11-19,-0.9193819795013003,-2.131023405231758,-0.0,1.0,-1.8009790423741778,-1.7973841211564938,0.0
2018-11-20,-0.8479032867397054,-2.1041934265205895,-0.0,1.0,-1.790479788439743,-1.8131469588213072,0.0
2018-11-21,-0.8447787874273798,-2.0790257708922986,-0.0,1.0,-1.768732310442425,-1.7556978995977957,0.0
2018-11-23,-0.846125241707571,-2.057191729882493,-0.0,1.0,-1.7764390896921016,-1.757399970251376,0.0
2018-11-26,-0.8468696493709521,-2.057470408695005,-0.0,1.0,-1.7796471376460954,-1.7603662621901288,0.0
2018-11-27,-0.8233643479545119,-2.055309407768424,-0.0,1.0,-1.762295081967213,-1.7434647762516613,0.0
2018-11-28,-0.8243981686604637,-2.052651011667405,-0.0,1.0,-1.7633289026731649,-1.7440555309407766,0.0
2018-11-29,-0.7578970299905599,-2.016992230048653,-0.0,1.0,-1.7448987001670178,-1.7418488127223877,0.0
2018-11-30,-0.7598342179888024,-2.0210863084417943,-0.0,1.0,-1.7505998691194646,-1.7396204464480474,0.0
2018-12-03,-0.7566164643953793,-2.0377248135692354,-0.0,1.0,-1.7648779061266266,-1.7517911975435003,0.0
2018-12-04,-0.7408538802822023,-2.0361480834969816,-0.0,1.0,-1.7532911484471598,-1.7429631245908792,0.0
2018-12-06,-0.7021500843170321,-1.9032462057335582,-0.0,1.0,-1.7412872400224846,-1.6797358066329398,0.0
2018-12-07,-0.8349648210461915,-2.068140104007342,-0.0,1.0,-1.930024472315693,-1.8145457326399512,0.0
2018-12-10,-0.7725047080979284,-2.0677212806026364,-0.0,1.0,-1.91834274952919,-1.7744632768361581,0.0
2018-12-11,-0.7636226415094339,-2.075698113207547,-0.0,1.0,-1.9196981132075468,-1.7882264150943397,0.0
2018-12-12,-0.7636048003622915,-2.075854781492943,-0.0,1.0,-1.9195410974413163,-1.7888142501320854,0.0
