Date,HSII,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6797621823268828,-1.8369083702494753,-0.06330146887386337,-1.1184425273956633,-1.130508276987643,0.0
2018-09-25,1.0,-0.68006993006993,-1.8358391608391607,-0.06433566433566433,-1.1177156177156178,-1.1295454545454546,0.0
2018-09-26,1.0,-0.6800256679500641,-1.8366584995916464,-0.06171975265429939,-1.1201726753004317,-1.1351650915879128,0.0
2018-09-27,1.0,-0.6827079934747146,-1.826089489629457,-0.064378932649732,-1.1191447215101376,-1.1338266138429272,0.0
2018-09-28,1.0,-0.6796122174852538,-1.8346668224026164,-0.0663435145710448,-1.1222332535186592,-1.1371839046895988,0.0
2018-10-01,1.0,-0.6803714302400281,-1.8334404017987502,-0.06663551947672722,-1.1225252584243415,-1.1370087017461894,0.0
2018-10-02,1.0,-0.6865900383141763,-1.8798113763631008,-0.06018272914824639,-1.1275567344532862,-1.1404067197170646,0.0
2018-10-03,1.0,-0.6879867831012509,-1.8834670757611518,-0.06201321689874912,-1.1275076705215956,-1.139485485012981,0.0
2018-10-04,1.0,-0.6926751592356688,-1.8742038216560513,-0.06339938664779429,-1.1332271762208068,-1.1341707949988207,0.0
2018-10-05,1.0,-0.669602222353567,-1.8751699273006677,-0.03203499024765057,-1.1639576807139902,-1.169749985223713,0.0
2018-10-08,1.0,-0.6660968996817164,-1.8698573617823884,-0.02835081928563008,-1.1631498290699045,-1.1666273723918423,0.0
2018-10-09,1.0,-0.6660379582694801,-1.870505717316987,-0.027879287987740184,-1.1632087704821408,-1.16650948956737,0.0
2018-10-10,1.0,-0.6682187905222209,-1.8690911234233172,-0.030060120240480964,-1.1646823057880467,-1.1620888836496521,0.0
2018-10-11,1.0,-0.5308213330297683,-1.8652740622687687,-0.0,-1.1183903466332745,-1.1774147646422675,0.0
2018-10-12,1.0,-0.523586222296656,-1.848210796628147,-0.0,-1.0770390219393735,-1.1337576062077819,0.0
2018-10-15,1.0,-0.476145304391496,-1.8982757658612799,-0.0,-1.0689135650912338,-1.1367111210311924,0.0
2018-10-16,1.0,-0.46743873783148704,-1.9207228376412666,-0.0,-1.0694304576479803,-1.1371265525344074,0.0
2018-10-17,1.0,-0.42391957602578817,-1.848166967163853,-0.0,-1.050920614106977,-1.1405780473146478,0.0
2018-10-18,1.0,-0.42356861888111885,-1.848175262237762,-0.0,-1.050972465034965,-1.1405157342657342,0.0
2018-10-19,1.0,-0.39909125331313894,-1.8363715043003193,-0.0,-1.0422999945907936,-1.1314978092713799,0.0
2018-10-22,1.0,-0.400865566675683,-1.8354341357857724,-0.0,-1.0421963754395456,-1.131295645117663,0.0
2018-10-23,1.0,-0.4121508001084893,-1.8408462164361268,-0.0,-1.0397613235692973,-1.1317602386764305,0.0
2018-10-24,1.0,-0.40765814558058927,-1.8370883882149047,-0.0,-1.0386698440207973,-1.132582322357019,0.0
2018-10-25,1.0,-0.33678729223648224,-1.7683568272669892,-0.0,-1.0680096780980433,-1.0866820955186198,0.0
2018-10-26,1.0,-0.3176141369124734,-1.74011504378919,-0.0,-1.0582473959682852,-1.066176089547598,0.0
2018-10-29,1.0,-0.3013825835740817,-1.7440156830375568,-0.0,-1.0496285596368138,-1.0638671068922823,0.0
2018-10-30,1.0,-0.28035741955477506,-1.7471721501988533,-0.0,-1.0533030318681886,-1.0842415164505965,0.0
2018-10-31,1.0,-0.46959521902532186,-2.022426221428131,-0.0,-1.3210523073131661,-1.3480377056250383,0.0
2018-11-01,1.0,-0.4246326977180368,-2.1005939356048766,-0.0,-1.3484213816817756,-1.3783057205376679,0.0
2018-11-02,1.0,-0.43294614572333684,-2.045965587924716,-0.0,-1.3637493011988322,-1.3689049009255234,0.0
2018-11-05,1.0,-0.4287487586891757,-2.0553003972194634,-0.0,-1.3628972194637536,-1.3595456802383314,0.0
2018-11-06,1.0,-0.4433239962651728,-2.0703392468098354,-0.0,-1.359975101151572,-1.3510737628384688,0.0
2018-11-07,1.0,-0.4476948133299925,-2.0818717113505385,-0.0,-1.373089451265347,-1.3615008769731896,0.0
2018-11-08,1.0,-0.3912935785497554,-2.0835345841847794,-0.0,-1.3512911016161993,-1.3662146262926498,0.0
2018-11-09,1.0,-0.392629296995974,-2.0832455868689994,-0.0,-1.3513161969650045,-1.3666150510994115,0.0
2018-11-12,1.0,-0.3881983755845434,-2.0554393305439334,-0.0,-1.352510460251046,-1.3568791533349742,0.0
2018-11-13,1.0,-0.3324560866638105,-2.0637125895097617,-0.0,-1.3652610318868963,-1.3588958932615214,0.0
2018-11-14,1.0,-0.3333333333333333,-2.0627256593843706,-0.0,-1.3651551312649164,-1.3583012055565755,0.0
2018-11-15,1.0,-0.3305850738976426,-2.063759618908025,-0.0,-1.367533895199707,-1.345303529986564,0.0
2018-11-16,1.0,-0.32358306981269763,-2.0463390902456826,-0.0,-1.3621989783507662,-1.3491243006567744,0.0
2018-11-19,1.0,-0.3265417832380489,-2.04585816810607,-0.0,-1.3609049993918012,-1.3486802092202894,0.0
2018-11-20,1.0,-0.23601993678580113,-2.0449185509360563,-0.0,-1.385971310478969,-1.411378555798687,0.0
2018-11-21,1.0,-0.233061518167646,-2.0283007554862693,-0.0,-1.3691689651037293,-1.3653915337570453,0.0
2018-11-23,1.0,-0.2359745864301127,-2.006173579477344,-0.0,-1.3814432989690721,-1.3701750179812995,0.0
2018-11-26,1.0,-0.23454643563762817,-2.0156484201690748,-0.0,-1.378499910066551,-1.3668085616643684,0.0
2018-11-27,1.0,-0.21323133926970658,-2.0291639275682782,-0.0,-1.3732146058686427,-1.3606047929241618,0.0
2018-11-28,1.0,-0.2129596358845371,-2.0444364594562225,-0.0,-1.3710025152712901,-1.36034255599473,0.0
2018-11-29,1.0,-0.16802917132270778,-2.0118214432747163,-0.0,-1.349879433041228,-1.3515850144092219,0.0
2018-11-30,1.0,-0.16720635855166324,-2.0138946128937296,-0.0,-1.351192228436856,-1.3551957609655578,0.0
2018-12-03,1.0,-0.16909724272303242,-2.0187164196729057,-0.0,-1.3563795241187933,-1.36004014878668,0.0
2018-12-04,1.0,-0.15046612433940978,-2.048868832017101,-0.0,-1.3655364883320469,-1.3730182293212991,0.0
2018-12-06,1.0,-0.11646609251126447,-1.950778531911253,-0.0,-1.3280670735185078,-1.308161752124565,0.0
2018-12-07,1.0,-0.11577506558685981,-1.9514657237367399,-0.0,-1.328219459336147,-1.3077449526633969,0.0
2018-12-10,1.0,-0.06449071468767585,-1.9599324704558243,-0.0,-1.323804164321891,-1.27923466516601,0.0
2018-12-11,1.0,-0.0813782991202346,-1.957534401082788,-0.0,-1.33244980825626,-1.2681028648770585,0.0
2018-12-12,1.0,-0.08533830339997742,-1.9589404721563313,-0.0,-1.3363831469558343,-1.2671410821190559,0.0
2018-12-13,1.0,-0.08480884177286568,-1.9530844705086274,-0.0,-1.3374309236494868,-1.2636179091011617,0.0
2018-12-14,1.0,-0.09141118124436429,-1.9356965734896305,-0.0,-1.3452998196573491,-1.2632439134355276,0.0
