Date,IWF,IWM,MTUM,SPY,TFSL,VLUE,VXX
2018-09-24,-0.17255631328786938,-0.5976441413515189,-0.04156333953296135,-0.3927980987807398,1.0,-0.3786164496796859,0.0
2018-09-25,-0.1720268872802482,-0.5989400206825233,-0.040227507755946225,-0.39395036194415717,1.0,-0.3801706308169597,0.0
2018-09-26,-0.17188065566988986,-0.5988675732974817,-0.03981591602461348,-0.39412585966182323,1.0,-0.38075908785356016,0.0
2018-09-27,-0.17100536262820848,-0.6125631280262405,-0.03704378611964388,-0.39803196751184466,1.0,-0.384573332639142,0.0
2018-09-28,-0.16825305760554932,-0.6170234959710016,-0.03763006232560566,-0.39906641979815893,1.0,-0.3857928912300832,0.0
2018-10-01,-0.1678714021032854,-0.6184076615954699,-0.03796873776780356,-0.39899793846715903,1.0,-0.3862634064873047,0.0
2018-10-02,-0.16800586280001045,-0.6330777082733531,-0.03399900541785537,-0.39772816499594316,1.0,-0.3845106917580548,0.0
2018-10-03,-0.16789638932496076,-0.6307169021454736,-0.033856619570905286,-0.3982993197278912,1.0,-0.38568812140240716,0.0
2018-10-04,-0.16711660944093518,-0.6344979424946924,-0.03388986449296255,-0.3971902602678689,1.0,-0.3883574030875685,0.0
2018-10-05,-0.15864355453453766,-0.6314415496266903,-0.02641883777998225,-0.4009554638959954,1.0,-0.3930976870464157,0.0
2018-10-08,-0.15746533208216038,-0.6298091961213638,-0.02471066624960901,-0.4020435825252841,1.0,-0.39255552080075073,0.0
2018-10-09,-0.15604630547009438,-0.630494863638734,-0.020988684361474684,-0.40423423893205407,1.0,-0.3955258903895291,0.0
2018-10-10,-0.15826136867645907,-0.6295233374207518,-0.023167836364110725,-0.40595893448824644,1.0,-0.3920530146886169,0.0
2018-10-11,-0.11729086098107064,-0.6288927335640139,-0.0,-0.39565947486260944,1.0,-0.4024272338693263,0.0
2018-10-12,-0.1181472815558407,-0.6254308501270537,-0.0,-0.38347548242634666,1.0,-0.3888595365687977,0.0
2018-10-15,-0.09460852079929623,-0.6490385823802941,-0.0,-0.37964056805328644,1.0,-0.39024758074651256,0.0
2018-10-16,-0.09092051997686756,-0.6554524653642102,-0.0,-0.3787433054235498,1.0,-0.38930376404918154,0.0
2018-10-17,-0.0780873923723977,-0.6327882682811842,-0.0,-0.37592119302250565,1.0,-0.39453115307312475,0.0
2018-10-18,-0.07713909391386466,-0.6312781132731927,-0.0,-0.3805760580531325,1.0,-0.39618280772385,0.0
2018-10-19,-0.06721817508334363,-0.6267687368810965,-0.0,-0.38041733547351525,1.0,-0.3950364242499074,0.0
2018-10-22,-0.06791511228598958,-0.6278380314746647,-0.0,-0.3800429873755466,1.0,-0.3947179879931813,0.0
2018-10-23,-0.06610119194816756,-0.6284930016321282,-0.0,-0.3822147485038825,1.0,-0.3961125673871111,0.0
2018-10-24,-0.06456159438207804,-0.6248949112308986,-0.0,-0.3837841847584194,1.0,-0.399411502893032,0.0
2018-10-25,-0.04416023166023166,-0.600530888030888,-0.0,-0.3865588803088803,1.0,-0.38187741312741313,0.0
2018-10-26,-0.0480054254365781,-0.6028774190423135,-0.0,-0.3870225494707777,1.0,-0.38416450698767163,0.0
2018-10-29,-0.04061722730675425,-0.6054912945835649,-0.0,-0.3839801019052909,1.0,-0.3847045471010119,0.0
2018-10-30,-0.022140400174410154,-0.6090305702243107,-0.0,-0.3880141466014243,1.0,-0.4032023642265394,0.0
2018-10-31,-0.02649708532061473,-0.5938478585537409,-0.0,-0.38796550561256443,1.0,-0.40053957701016524,0.0
2018-11-01,-0.00922713693745784,-0.6089187626481641,-0.0,-0.3888407054061867,1.0,-0.4021875301146767,0.0
2018-11-02,-0.011162589720815227,-0.5987229037136615,-0.0,-0.39081066807499343,1.0,-0.39986076769810597,0.0
2018-11-05,-0.006990823043290251,-0.6117810983519915,-0.0,-0.39283140344976697,1.0,-0.3907653870177293,0.0
2018-11-06,-0.010136676995508154,-0.6139895750762653,-0.0,-0.3905743316278734,1.0,-0.3873555763733756,0.0
2018-11-07,-0.010334054313866858,-0.6141792838260034,-0.0,-0.3911079067531843,1.0,-0.38764720019226145,0.0
2018-11-08,-0.0,-0.6139547092371204,-0.0,-0.38268069773546187,1.0,-0.3896007826854702,0.0
2018-11-09,-0.0,-0.6142567164179105,-0.0,-0.3842388059701492,1.0,-0.3895641791044776,0.0
2018-11-12,-0.0,-0.6026891956211327,-0.0,-0.389409804854831,1.0,-0.3877201332698715,0.0
2018-11-13,-0.0,-0.5978535801243411,-0.0,-0.3848663215374796,1.0,-0.3811550008273645,0.0
2018-11-14,-0.0,-0.5975693377154613,-0.0,-0.38569030335989407,1.0,-0.38119783415695274,0.0
2018-11-15,-0.0,-0.5977351174996454,-0.0,-0.3854082935363374,1.0,-0.38103456428199917,0.0
2018-11-16,-0.0,-0.6018823640975794,-0.0,-0.387804935871601,1.0,-0.3810483392996847,0.0
2018-11-19,-0.0,-0.6031960868119864,-0.0,-0.3894429405898276,1.0,-0.3818682623355653,0.0
2018-11-20,-0.0,-0.5944055944055944,-0.0,-0.3822528822528823,1.0,-0.38586751086751087,0.0
2018-11-21,-0.0,-0.5925526426863011,-0.0,-0.3822867326361206,1.0,-0.3700464287389204,0.0
2018-11-23,-0.0,-0.5834582942830365,-0.0,-0.38762886597938145,1.0,-0.3719306466729147,0.0
2018-11-26,-0.0,-0.5894448091531465,-0.0,-0.3854918878364438,1.0,-0.3696192441151646,0.0
2018-11-27,-0.0,-0.5899687105963667,-0.0,-0.38009620324102183,1.0,-0.3649652080511839,0.0
2018-11-28,-0.0,-0.5938186235574453,-0.0,-0.37831145166565433,1.0,-0.3640143905060038,0.0
2018-11-29,-0.0,-0.5817680709637076,-0.0,-0.3699423304073929,1.0,-0.3643374944993863,0.0
2018-11-30,-0.0,-0.5821600592812153,-0.0,-0.3707623193775472,1.0,-0.3627732493516117,0.0
2018-12-03,-0.0,-0.5847560124668559,-0.0,-0.37484300134902543,1.0,-0.3663301856072941,0.0
2018-12-04,-0.0,-0.5850147437832316,-0.0,-0.37214701989830273,1.0,-0.36469386333557774,0.0
2018-12-06,-0.0,-0.553752443292877,-0.0,-0.3703122869221328,1.0,-0.3487658529933179,0.0
2018-12-07,-0.0,-0.5578599133013917,-0.0,-0.37734428473648185,1.0,-0.34633812457221075,0.0
2018-12-10,-0.0,-0.55882286412269,-0.0,-0.3718021217399172,1.0,-0.33133524847881657,0.0
2018-12-11,-0.0,-0.5585426567096629,-0.0,-0.37673681828467975,1.0,-0.3276759447838878,0.0
2018-12-12,-0.0,-0.5616447697413284,-0.0,-0.3775969450379597,1.0,-0.33379551757057785,0.0
2018-12-13,-0.0,-0.5631299915811508,-0.0,-0.37727820883296553,1.0,-0.3349564267673895,0.0
2018-12-14,-0.0,-0.5718489120021897,-0.0,-0.3732722047351854,1.0,-0.33579672460197985,0.0
2018-12-17,-0.0,-0.5698599618077658,-0.0,-0.36348549604437574,1.0,-0.3400018186778212,0.0
2018-12-18,-0.0,-0.5610252237591538,-0.0,-0.35817285959678147,1.0,-0.34099538920531597,0.0
2018-12-19,-0.0,-0.5625948492604589,-0.0,-0.3603932138893293,1.0,-0.34206890303291126,0.0
2018-12-20,-0.0,-0.56045696188214,-0.0,-0.3605474493835539,1.0,-0.34118312408098633,0.0
2018-12-21,-0.0,-0.563617505805957,-0.0,-0.36504250186016096,1.0,-0.3260805844287615,0.0
2018-12-24,-0.0,-0.5594100586793768,-0.0,-0.3615863665999685,1.0,-0.3272330762831898,0.0
2018-12-26,-0.0,-0.5630094463922821,-0.0,-0.3500301480604747,1.0,-0.3201500703454744,0.0
2018-12-27,-0.0,-0.5418053651850402,-0.0,-0.31255575136522856,1.0,-0.3213019167591324,0.0
2018-12-28,-0.0,-0.5417536988685814,-0.0,-0.3126414273281114,1.0,-0.32140992167101823,0.0
2018-12-31,-0.0,-0.5543061309484667,-0.0,-0.3149207601762346,1.0,-0.32272418403805264,0.0
2019-01-02,-0.0,-0.5541337072989022,-0.0,-0.31439402239411,1.0,-0.32269868746850144,0.0
2019-01-03,-0.0,-0.5540703407472336,-0.0,-0.31453927906212337,1.0,-0.3226909170592747,0.0
2019-01-04,-0.0,-0.5567886967708174,-0.0,-0.29917362579857404,1.0,-0.32446634542005537,0.0
2019-01-07,-0.0,-0.5475825433501048,-0.0,-0.2948023062471658,1.0,-0.31702260899609147,0.0
2019-01-08,-0.0,-0.5404647954124089,-0.0,-0.29970249644289226,1.0,-0.31565558573707586,0.0
2019-01-09,-0.0,-0.5343539392373446,-0.0,-0.29946385892384214,1.0,-0.31933768275089897,0.0
2019-01-10,-0.0,-0.5336763028176594,-0.0,-0.2998902210646404,1.0,-0.3189831457046301,0.0
2019-01-11,-0.0,-0.5273048575492436,-0.0,-0.3024007585879919,1.0,-0.32537390629714236,0.0
2019-01-14,-0.0,-0.530926833480861,-0.0,-0.30985124894751614,1.0,-0.31816317278006867,0.0
2019-01-15,-0.0,-0.5282330331886592,-0.0,-0.31046619593617064,1.0,-0.3206365658266935,0.0
2019-01-16,-0.0,-0.5286636581521388,-0.0,-0.298490704553797,1.0,-0.3320449981646622,0.0
2019-01-17,-0.0,-0.5138713610404055,-0.0,-0.2941113559068256,1.0,-0.3310303522919296,0.0
2019-01-18,-0.0,-0.5063048717507316,-0.0,-0.29768462730246165,1.0,-0.34782234463763123,0.0
2019-01-22,-0.0,-0.5600101336373424,-0.0,-0.23535372727848503,1.0,-0.3157894736842105,0.0
2019-01-23,-0.0,-0.5432038732319922,-0.0,-0.24076618956003296,1.0,-0.330218397851963,0.0
2019-01-24,-0.0,-0.5296209029326376,-0.0,-0.2554592502208945,1.0,-0.31867715740312197,0.0
2019-01-25,-0.0,-0.5552758591994674,-0.0,-0.23545810102354997,1.0,-0.2896729633019889,0.0
2019-01-28,-0.0,-0.5526992287917738,-0.0,-0.23310390579650053,1.0,-0.2873372584791442,0.0
2019-01-29,-0.0,-0.5472783535129073,-0.0,-0.23291312745322007,1.0,-0.29660858549147473,0.0
2019-01-30,-0.0,-0.5475078525376096,-0.0,-0.23117457430980326,1.0,-0.28777483881633326,0.0
2019-01-31,-0.0,-0.5510764340413234,-0.0,-0.20585381963795488,1.0,-0.3072016843148182,0.0
2019-02-01,-0.0,-0.5506476737889957,-0.0,-0.21065017285184723,1.0,-0.32125452955141826,0.0
2019-02-04,-0.0,-0.5495219007056662,-0.0,-0.2071276462482776,1.0,-0.3311202972984258,0.0
2019-02-05,-0.0,-0.550429273985163,-0.0,-0.21017754438609654,1.0,-0.32324747853630076,0.0
2019-02-06,-0.0,-0.5532163255096512,-0.0,-0.20465252011506233,1.0,-0.3266144161420769,0.0
2019-02-07,-0.0,-0.5520325203252032,-0.0,-0.20335626433187406,1.0,-0.3292265999583072,0.0
2019-02-08,-0.0,-0.55880018381585,-0.0,-0.2177173413543886,1.0,-0.3122989514141288,0.0
2019-02-11,-0.0,-0.5531469702042182,-0.0,-0.22072731837964513,1.0,-0.3185470371610311,0.0
2019-02-12,-0.0,-0.5468106027322747,-0.0,-0.22502562815121654,1.0,-0.3202577459779493,0.0
2019-02-13,-0.0,-0.5433110263306024,-0.0,-0.22571768090562264,1.0,-0.31573790314174327,0.0
2019-02-14,-0.0,-0.5287575003658715,-0.0,-0.24490393259601512,1.0,-0.317032886621647,0.0
2019-02-15,-0.0,-0.5198237885462555,-0.0,-0.24809487024239515,1.0,-0.3198947742029772,0.0
2019-02-19,-0.0,-0.5200918722065884,-0.0,-0.23599155768912433,1.0,-0.31311041218341334,0.0
2019-02-20,-0.0,-0.5201465201465202,-0.0,-0.2354048964218456,1.0,-0.31394217834895805,0.0
2019-02-21,-0.0,-0.523651521121503,-0.0,-0.23514651293005123,1.0,-0.31496650836772355,0.0
2019-02-22,-0.0,-0.5221327132297982,-0.0,-0.23590233369321484,1.0,-0.31820446806743624,0.0
2019-02-25,-0.0,-0.5247355352932586,-0.0,-0.24220168172428905,1.0,-0.31956934504559015,0.0
