Date,IWF,IWM,LEVI,MTUM,SPY,VLUE,VXX
2020-01-07,-0.0,-0.5943003288271831,1.0,-2.4038728534892218,-2.0301790281329923,-1.2789185239313117,0.0
2020-01-08,-0.0,-0.5873445501097294,1.0,-2.408339429407462,-2.0234820775420634,-1.2961228968544258,0.0
2020-01-09,-0.0,-0.5890571282276352,1.0,-2.4065540194572455,-2.013898032331212,-1.305244678516568,0.0
2020-01-10,-0.0,-0.6077538732652911,1.0,-2.4028195902782876,-2.003083926866877,-1.329025625963727,0.0
2020-01-13,-0.0,-0.6077510275983559,1.0,-2.406635349383441,-1.9992660011743981,-1.3263358778625953,0.0
2020-01-14,-0.0,-0.6019438760596317,1.0,-2.3833674364220987,-1.9865536392867587,-1.33593978368898,0.0
2020-01-15,-0.0,-0.6067382883870496,1.0,-2.3816414528977563,-1.9789519842139882,-1.34100708908865,0.0
2020-01-16,-0.0,-0.5990073717246917,1.0,-2.3680753229691267,-1.978833661776513,-1.3528209619735785,0.0
2020-01-17,-0.0,-0.589799476896251,1.0,-2.354184829991281,-1.9688317349607671,-1.352513804126707,0.0
2020-01-21,-0.0,-0.5900174367916303,1.0,-2.3541121766928215,-1.9686864283638474,-1.352513804126707,0.0
2020-01-22,-0.0,-0.5842541436464088,1.0,-2.3640593195696424,-1.9680866530968308,-1.3530822913637686,0.0
2020-01-23,-0.0,-0.5893519528692996,1.0,-2.362717288530075,-1.9773074405411302,-1.3438068223143502,0.0
2020-01-24,-0.0,-0.5895272727272727,1.0,-2.3624727272727273,-1.9769454545454546,-1.343781818181818,0.0
2020-01-27,-0.0,-0.5520461011014662,1.0,-2.406375373842002,-1.9600992049018895,-1.3760303450288134,0.0
2020-01-28,-0.0,-0.6169624672679663,1.0,-2.473887110852488,-1.900931044515566,-1.282004655222578,0.0
2020-01-29,-0.0,-0.6326665686130314,1.0,-2.5272098838064423,-1.9071922341520815,-1.2869539638182086,0.0
2020-01-30,-0.0,-0.6367653557224922,1.0,-2.5246722639563997,-1.9535277655030192,-1.2498895271763144,0.0
2020-01-31,-0.0,-0.6421424367274867,1.0,-2.5103001765744555,-1.9521041789287816,-1.252722189523249,0.0
2020-02-03,-0.0,-0.6052936071738502,1.0,-2.4711455018802435,-1.9141596760196702,-1.2411773213769166,0.0
2020-02-04,-0.0,-0.5635302698760029,1.0,-2.488110867979577,-1.9490882567469001,-1.2932166301969366,0.0
2020-02-05,-0.0,-0.5705831408775982,1.0,-2.4795034642032334,-1.9165704387990765,-1.2504330254041571,0.0
2020-02-06,-0.0,-0.5696102401840932,1.0,-2.495325758665324,-1.9013375521357692,-1.2248669639004748,0.0
2020-02-07,-0.0,-0.5799726834878872,1.0,-2.4890374523758174,-1.8960534828552942,-1.223492200416936,0.0
2020-02-10,-0.0,-0.5661959716149381,1.0,-2.484624758081858,-1.8953480037273314,-1.2218478962081571,0.0
2020-02-11,-0.0,-0.566469033502393,1.0,-2.4686763340238587,-1.885491820844346,-1.2227301950139295,0.0
2020-02-12,-0.0,-0.5642857142857143,1.0,-2.469785714285714,-1.8909999999999996,-1.2177142857142855,0.0
2020-02-13,-0.0,-0.5633340469563975,1.0,-2.4699921501462927,-1.8878184542924425,-1.2150859915792478,0.0
2020-02-14,-0.0,-0.5610504531506457,1.0,-2.4683508170984085,-1.8901020480981943,-1.2166559623207023,0.0
2020-02-18,-0.0,-0.5640568125044607,1.0,-2.45835415031047,-1.8845906787524087,-1.2302476625508527,0.0
2020-02-19,-0.0,-0.5633430875740489,1.0,-2.459210620226964,-1.8850902862036971,-1.229605310113482,0.0
2020-02-20,-0.0,-0.5616605616605618,1.0,-2.4929253752783165,-1.8941320117790708,-1.23357035121741,0.0
2020-02-21,-0.0,-0.5973903588256615,1.0,-2.520913374411019,-1.8922798115259154,-1.2383472272562523,0.0
2020-02-24,-0.0,-0.5914844649021864,1.0,-2.503883774453395,-1.8651467203682395,-1.2317318757192175,0.0
2020-02-25,-0.0,-0.6882828282828283,1.0,-2.361818181818182,-1.585791245791246,-1.098114478114478,0.0
2020-02-26,-0.0,-0.6345472123751208,1.0,-2.2688366097325168,-1.5446986786980341,-0.9973573960683209,0.0
2020-02-27,-0.0,-0.642792384406165,1.0,-2.284548633596684,-1.5418339593316928,-1.0066053619997408,0.0
2020-02-28,-0.0,-0.812740969215256,1.0,-1.9784684738122074,-1.2248057417403169,-0.9155347292247464,0.0
2020-03-02,-0.0,-0.7938010173902758,1.0,-1.9687684845616944,-1.2345912693718206,-0.917898970779605,0.0
2020-03-03,-0.0,-0.8942007114368868,1.0,-1.6158240810606876,-1.042740109949337,-0.8369623800797672,0.0
2020-03-04,-0.0,-1.031343527235131,1.0,-1.752625564564401,-0.9398160744408772,-0.7177994231920336,0.0
2020-03-05,-0.0,-1.1709107711263989,1.0,-1.5216654687339561,-0.8063456207002773,-0.6350754697607557,0.0
2020-03-06,-0.0,-1.278219554888722,1.0,-1.4113028257064266,-0.7386346586646662,-0.5730932733183296,0.0
2020-03-09,-0.0,-1.2775384920045547,1.0,-1.4025941878310808,-0.7184514084855685,-0.5521560473290757,0.0
2020-03-10,-0.0,-0.8414849227857357,1.0,-1.26158213963092,-0.7769604680173786,-0.42160278745644597,0.0
2020-03-11,-0.0,-0.9863354037267081,1.0,-1.2236024844720497,-0.6222360248447205,-0.3086128364389234,0.0
2020-03-12,-0.0,-0.8678023315146995,1.0,-1.122384896180869,-0.6184794128037052,-0.316481532362523,0.0
2020-03-13,-0.08234553655722228,-0.7008986328193293,1.0,-0.8637364942830168,-0.5540053848036645,-0.29563970768208675,0.0
2020-03-16,-0.03601180714988521,-0.7746474253853722,1.0,-0.7455887176123319,-0.4948835683830764,-0.22863233847163003,0.0
2020-03-17,-0.17706243449618206,-0.5178320107800568,1.0,-0.47459200479113633,-0.5549932624644408,-0.2699805360083845,0.0
2020-03-18,-0.16506522245515953,-0.5595737246680642,1.0,-0.3613731656184486,-0.5439378057302585,-0.28179594689028653,0.0
2020-03-19,-0.15732946298984035,-0.5597387518142236,1.0,-0.35602322206095793,-0.5476632801161103,-0.28200290275761974,0.0
2020-03-20,-0.15638433832926688,-0.5318345532705938,1.0,-0.36815963750435693,-0.5517601951899617,-0.2964738003950273,0.0
2020-03-23,-0.15831570406004578,-0.5330512649607326,1.0,-0.36178166748775614,-0.5477439360129829,-0.29704118005042457,0.0
2020-03-24,-0.15528388386035027,-0.526595744680851,1.0,-0.39696720347948744,-0.559039614435171,-0.3008698718702245,0.0
2020-03-25,-0.18030393325387367,-0.5137663885578069,1.0,-0.4185935637663885,-0.5548271752085816,-0.3122169249106079,0.0
2020-03-26,-0.17547265613332935,-0.5139332755891401,1.0,-0.4288402377467818,-0.5567336698425973,-0.3117887757235447,0.0
2020-03-27,-0.16909569278978331,-0.5088834363082744,1.0,-0.4141661985987525,-0.5570402341324976,-0.30703284358648414,0.0
2020-03-30,-0.17611125937787267,-0.5216914272158468,1.0,-0.38635352726625743,-0.5616641461317202,-0.3195148711561842,0.0
2020-03-31,-0.16609568812758416,-0.5293561724748966,1.0,-0.382132309509746,-0.5538393384524513,-0.3219137625516834,0.0
2020-04-01,-0.16638575948431356,-0.5223690824684349,1.0,-0.3884207102516337,-0.5532688725272775,-0.32644371507140957,0.0
2020-04-02,-0.15982895759822977,-0.5509239877997727,1.0,-0.39647748340410266,-0.5568446863225883,-0.32614676155732314,0.0
2020-04-03,-0.1608592743506007,-0.5689247086316924,1.0,-0.40429037960272046,-0.5322227881475267,-0.32974803008059445,0.0
2020-04-06,-0.1638936355187817,-0.5839553916719129,1.0,-0.4007554636208292,-0.5272056839643853,-0.32206133645111973,0.0
2020-04-07,-0.1685700546973613,-0.5829777003065457,1.0,-0.40100378674039794,-0.5280699645368757,-0.324697962373024,0.0
2020-04-08,-0.16823626222913046,-0.5897412453140715,1.0,-0.37822681417817194,-0.5446344213830727,-0.3669196306116851,0.0
2020-04-09,-0.1670844286849667,-0.5955554196979886,1.0,-0.37531332151372504,-0.5476248700862016,-0.37124778382343954,0.0
2020-04-13,-0.16641706653626334,-0.5965952504660901,1.0,-0.37611173935633735,-0.5471438613649562,-0.3700602096641095,0.0
2020-04-14,-0.1642447185248504,-0.5758944926120405,1.0,-0.39708755647820243,-0.5443277567468555,-0.3713212846501404,0.0
2020-04-15,-0.142370820668693,-0.5893313069908814,1.0,-0.381306990881459,-0.5442857142857143,-0.38224924012158057,0.0
2020-04-16,-0.1364714468162744,-0.5924709602870523,1.0,-0.3786717752234994,-0.5473453749315819,-0.3858480812503801,0.0
2020-04-17,-0.12987170912628443,-0.6119657080318599,1.0,-0.3627105247157536,-0.5456618228248313,-0.38982793214568007,0.0
2020-04-20,-0.1296217465336901,-0.611803697397227,1.0,-0.36140841644368765,-0.5469168085623936,-0.39087205059596203,0.0
2020-04-21,-0.13524877365101612,-0.6121385698181043,1.0,-0.35690563968191097,-0.5507754181773864,-0.39176137229213004,0.0
2020-04-22,-0.12606318347509113,-0.6195321992709599,1.0,-0.3504860267314702,-0.5523693803159174,-0.3892162818955042,0.0
2020-04-23,-0.12051079834991509,-0.6236350400388256,1.0,-0.34712448434845916,-0.5511101674350886,-0.3908335355496239,0.0
2020-04-24,-0.1212443095599393,-0.6188467374810319,1.0,-0.35177541729893774,-0.5533232169954476,-0.38971168437025794,0.0
2020-04-27,-0.1369967157280136,-0.6218525726797226,1.0,-0.33834083444836394,-0.5530957304464177,-0.3907067266755869,0.0
2020-04-28,-0.1378545156093261,-0.6185366446788461,1.0,-0.33872389579596923,-0.5547010365686841,-0.3900051676444661,0.0
2020-04-29,-0.14176722696738503,-0.6174959725219611,1.0,-0.33687954041156265,-0.5547888993586431,-0.3887048238548284,0.0
2020-04-30,-0.1432600454890068,-0.590265352539803,1.0,-0.3495678544351782,-0.5709173616376043,-0.37858984078847613,0.0
2020-05-01,-0.14857038901185532,-0.5888541887753556,1.0,-0.34698765956156574,-0.5731178557351202,-0.3744883417725357,0.0
2020-05-04,-0.15169660678642716,-0.5816548720740338,1.0,-0.3485453335752737,-0.5804451702655296,-0.36191253855924516,0.0
2020-05-05,-0.15074419167473377,-0.5812863020329138,1.0,-0.34051306873184894,-0.5843417231364956,-0.36825387221684414,0.0
2020-05-06,-0.14676346037507562,-0.5822746521476104,1.0,-0.3278584392014519,-0.5863883847549909,-0.3815184513006654,0.0
2020-05-07,-0.14963371072228612,-0.5860023006599261,1.0,-0.3237876127626082,-0.5866985530059938,-0.3810619361869588,0.0
2020-05-08,-0.14659606656580937,-0.5866565809379728,1.0,-0.32671709531013615,-0.5852950075642965,-0.38045385779122537,0.0
2020-05-11,-0.13760603204524036,-0.6046030829102187,1.0,-0.3200267550393725,-0.5849320482806848,-0.39320786841385186,0.0
2020-05-12,-0.13267880482689443,-0.6059758655278276,1.0,-0.3073345694398006,-0.5875862488221527,-0.40603057843703455,0.0
2020-05-13,-0.1350579080159285,-0.58047846308174,1.0,-0.3213058941544822,-0.6007234702252485,-0.4022555248198924,0.0
2020-05-14,-0.12643538857748826,-0.5856991364944706,1.0,-0.3231328586577791,-0.5970004544765944,-0.3975155279503106,0.0
2020-05-15,-0.1554025487709126,-0.5760101467657184,1.0,-0.32279398441746693,-0.591381288880836,-0.37425258198949085,0.0
2020-05-18,-0.15674189552554457,-0.5668449197860963,1.0,-0.31777395087464877,-0.5928275778724433,-0.3870509683071996,0.0
2020-05-19,-0.15530428999002327,-0.5676451915228105,1.0,-0.32082716086706775,-0.5956404752547086,-0.3838014330199232,0.0
2020-05-20,-0.15214694223378825,-0.5673132205646504,1.0,-0.3199382697370412,-0.6011135655278845,-0.38548128423154904,0.0
2020-05-21,-0.1533666212740203,-0.554274474201846,1.0,-0.33200181570585563,-0.6039037675896504,-0.38266000907852926,0.0
2020-05-22,-0.15436893203883495,-0.5704186893203884,1.0,-0.3306735436893204,-0.60625,-0.37226941747572817,0.0
2020-05-26,-0.1520916002786781,-0.5660800290794535,1.0,-0.3251143488928604,-0.606033986611335,-0.3797897797837216,0.0
2020-05-27,-0.134521633150518,-0.5838208409506399,1.0,-0.2930225472273005,-0.6154174283973187,-0.42014015843997565,0.0
2020-05-28,-0.13899037876019973,-0.5787967360857386,1.0,-0.29740591888929485,-0.6174948240165631,-0.41200828157349895,0.0
2020-05-29,-0.1276751417596488,-0.5948722638863484,1.0,-0.2893116273397964,-0.6055728309249436,-0.43113224803365646,0.0
2020-06-01,-0.12565508836075565,-0.5950030469226082,1.0,-0.2853138330286411,-0.6061852528945765,-0.4347349177330896,0.0
2020-06-02,-0.12698170731707317,-0.5967682926829267,1.0,-0.28289634146341464,-0.6052743902439025,-0.43685975609756095,0.0
2020-06-03,-0.1278470591822423,-0.5960911058938319,1.0,-0.2756959478001037,-0.6090191176022197,-0.44037564411379093,0.0
2020-06-04,-0.12777607831141022,-0.6024778219639032,1.0,-0.26053839094524317,-0.618629550321199,-0.44961762006729883,0.0
2020-06-05,-0.12450302770811672,-0.6027279955960609,1.0,-0.25983240565172183,-0.6171937121536485,-0.45403388586457893,0.0
2020-06-08,-0.12002563476562499,-0.592987060546875,1.0,-0.26824951171875,-0.6174926757812499,-0.45300292968749994,0.0
2020-06-09,-0.13197798838275757,-0.5885356160195658,1.0,-0.27511464383980433,-0.621981045551819,-0.4395597676551513,0.0
2020-06-10,-0.13138106009659473,-0.5885553585620835,1.0,-0.27532554869474846,-0.6228220333802041,-0.4387418230726906,0.0
2020-06-11,-0.12441127897730749,-0.5986298856199156,1.0,-0.26102513915224174,-0.6249006055416234,-0.4493241176830387,0.0
2020-06-12,-0.12731902510003637,-0.577513035043046,1.0,-0.2813144173638899,-0.6080089729598642,-0.43728022311143444,0.0
2020-06-15,-0.12767827378246507,-0.5730520956450587,1.0,-0.2864805891444677,-0.6090250628845046,-0.4343425159863018,0.0
2020-06-16,-0.12696921958313137,-0.5735276296655357,1.0,-0.2849612215220553,-0.6089432864760059,-0.4351672321861367,0.0
2020-06-17,-0.12473150809257298,-0.5707457268189381,1.0,-0.28422326425654215,-0.6079261836333383,-0.43766449856300105,0.0
2020-06-18,-0.1253326076439284,-0.5679729075955491,1.0,-0.28592162554426703,-0.6074927431059507,-0.43698597000483796,0.0
2020-06-19,-0.12346498506471955,-0.5726699453881664,1.0,-0.28277464321274476,-0.6026310231421416,-0.43568777720785684,0.0
2020-06-22,-0.12314468444551709,-0.5723422227585375,1.0,-0.27543139857608306,-0.6073971280318571,-0.4384578255098347,0.0
2020-06-23,-0.10490253987005317,-0.5632604843473125,1.0,-0.2556704075605434,-0.5812463083284112,-0.4482870643827525,0.0
2020-06-24,-0.10326311441553078,-0.5580633740485041,1.0,-0.25494187761845755,-0.5812238154245589,-0.45291201982651796,0.0
2020-06-25,-0.0978238464030154,-0.5566123855237197,1.0,-0.25554344945375307,-0.5794929179304456,-0.4552548661621367,0.0
2020-06-26,-0.09797456429580781,-0.5534326424870466,1.0,-0.2543864813942534,-0.5803108808290155,-0.45787211493170044,0.0
2020-06-29,-0.095769423263756,-0.555215356080902,1.0,-0.25309859569582244,-0.5824771101363088,-0.45747343009391467,0.0
2020-06-30,-0.09100298031809731,-0.5736374634837262,1.0,-0.24813361267667972,-0.5830800554752279,-0.4549853934905131,0.0
2020-07-01,-0.08271495877502945,-0.5734982332155476,1.0,-0.24699646643109538,-0.5832449941107185,-0.4582155477031802,0.0
2020-07-02,-0.09510460621440585,-0.5697719023872053,1.0,-0.25480244327067775,-0.5890111835698899,-0.4420903538021187,0.0
2020-07-06,-0.10094804926312059,-0.5700699961605481,1.0,-0.25331521899642634,-0.590241885466198,-0.4388493458164742,0.0
2020-07-07,-0.11758048664264228,-0.5586860053012479,1.0,-0.2649134824433392,-0.5984751466777853,-0.43860380617684724,0.0
2020-07-08,-0.11670139922596011,-0.5553438523370051,1.0,-0.2639773742185174,-0.6018457874367372,-0.4392080976481096,0.0
2020-07-09,-0.11143492368705683,-0.5549513279653888,1.0,-0.2675159235668789,-0.61975724071626,-0.45078716500420624,0.0
2020-07-10,-0.1136220212158548,-0.5562400456771944,1.0,-0.2681431619436848,-0.6197974577035189,-0.44727589626468733,0.0
2020-07-13,-0.11828700225394441,-0.5565138993238167,1.0,-0.26864012021036815,-0.6201051840721262,-0.4417430503380917,0.0
2020-07-14,-0.10987791342952276,-0.5651978282388938,1.0,-0.26559078501364847,-0.6188919218885922,-0.4401115877253502,0.0
2020-07-15,-0.11361454458178327,-0.5579023160926436,1.0,-0.26941077643105726,-0.6173346933877355,-0.4418876755070203,0.0
2020-07-16,-0.11719031058879961,-0.5515049766159011,1.0,-0.2738337930207459,-0.6150317783906942,-0.4403705480273414,0.0
2020-07-17,-0.12062151966948087,-0.5542781869349142,1.0,-0.2742650140710137,-0.6062511226872643,-0.4383869229387462,0.0
2020-07-20,-0.13572974272661698,-0.5534683818225535,1.0,-0.27671916326039914,-0.6063657129117577,-0.433247174801635,0.0
2020-07-21,-0.11813838896734068,-0.5586936273773397,1.0,-0.2701979989784574,-0.6125649731093952,-0.44494186221194,0.0
2020-07-22,-0.11826666266542628,-0.5597935359961588,1.0,-0.26843321429643185,-0.609849053206494,-0.44455781292200575,0.0
2020-07-23,-0.12311572878505797,-0.568164074229776,1.0,-0.2698636718515405,-0.6094228574860369,-0.4322563209416852,0.0
2020-07-24,-0.11121775644871028,-0.5744451109778045,1.0,-0.2647870425914817,-0.6075884823035393,-0.4413617276544691,0.0
2020-07-27,-0.12339594290007513,-0.5773403456048084,1.0,-0.2625694966190834,-0.6216078136739294,-0.42031555221637873,0.0
2020-07-28,-0.12255329384527495,-0.5719654830271506,1.0,-0.2578550166872125,-0.6269881836495385,-0.4273730418834,0.0
2020-07-29,-0.12543333433816659,-0.5652187019564103,1.0,-0.2591866879691315,-0.6286136315678412,-0.4360172429385343,0.0
2020-07-30,-0.12580324011222735,-0.5516939692883217,1.0,-0.2620749992457839,-0.6322744139741153,-0.445017648655987,0.0
2020-07-31,-0.12603012648292933,-0.5546834908081021,1.0,-0.2619313550879947,-0.6312373592537809,-0.44477314577233074,0.0
2020-08-03,-0.12399239199347885,-0.5553240950397005,1.0,-0.26178184343205624,-0.630166349666395,-0.44778552667330856,0.0
2020-08-04,-0.12102737452087042,-0.5479431382609482,1.0,-0.2587450577973621,-0.6350164488576344,-0.45540699604623786,0.0
2020-08-05,-0.12035222098247941,-0.5481439039835951,1.0,-0.25810439974669036,-0.6345104188655348,-0.45447965984137995,0.0
2020-08-06,-0.12184899288384997,-0.5506874924617055,1.0,-0.25735737546737425,-0.6337594982511157,-0.45169460861174765,0.0
2020-08-07,-0.1241154055525313,-0.5527127563055707,1.0,-0.2629286880783887,-0.6264743240791145,-0.4580233472449041,0.0
2020-08-10,-0.11470899470899472,-0.5593046107331822,1.0,-0.2585034013605442,-0.6263945578231292,-0.4644897959183673,0.0
2020-08-11,-0.11033169050282708,-0.5582499319686752,1.0,-0.25479998790554226,-0.6267952710670335,-0.4734073110996885,0.0
2020-08-12,-0.10737586081913737,-0.557841005195119,1.0,-0.24951673311586325,-0.6284281744593452,-0.4772562522653136,0.0
2020-08-13,-0.10445779132586847,-0.5623698427549573,1.0,-0.24093803760601212,-0.6281049105121781,-0.482268433284037,0.0
2020-08-14,-0.10122690139571337,-0.5597926024176287,1.0,-0.23968287462695564,-0.6258704368010128,-0.48789678352877336,0.0
2020-08-17,-0.10428726483357455,-0.5644898697539799,1.0,-0.23857332368548,-0.6236734201640135,-0.4839302942595273,0.0
2020-08-18,-0.10463328610617066,-0.564223917040967,1.0,-0.23703011485244024,-0.6238808669701262,-0.48470141380037973,0.0
2020-08-19,-0.1000694717129308,-0.5725677349201076,1.0,-0.23378741655843177,-0.6228592140634912,-0.49119521551333556,0.0
2020-08-20,-0.0959548731561642,-0.5692739283882838,1.0,-0.23230068474555818,-0.622062682875328,-0.4969080872371873,0.0
2020-08-21,-0.10374717832957112,-0.5619864559819413,1.0,-0.2539051918735892,-0.6176072234762979,-0.47250564334085776,0.0
2020-08-24,-0.1045153521974714,-0.5606261288380493,1.0,-0.2584587597832631,-0.6180313064419024,-0.468573148705599,0.0
2020-08-25,-0.1044308563510949,-0.5579987349016536,1.0,-0.25326064038073437,-0.6218560800024097,-0.4745926082110907,0.0
2020-08-26,-0.10203221436098149,-0.5579406894475388,1.0,-0.2569923227457474,-0.6217371669426464,-0.47198554869787746,0.0
2020-08-27,-0.09037393001952244,-0.5650698303048506,1.0,-0.2485358161886169,-0.619162036341793,-0.48031235921309506,0.0
2020-08-28,-0.08900507827759248,-0.5654617025751976,1.0,-0.24802427957570844,-0.6212326091529193,-0.48117431413203526,0.0
2020-08-31,-0.08769401663214146,-0.5666636644750668,1.0,-0.24395808940526584,-0.6203128283647062,-0.4835630009907232,0.0
2020-09-01,-0.08573746844572665,-0.5723644668830388,1.0,-0.2308570741675682,-0.6282606082461835,-0.48794927274912847,0.0
2020-09-02,-0.08313560594683886,-0.5727586724733443,1.0,-0.23030485057816485,-0.6273314311458177,-0.4898933773839916,0.0
2020-09-03,-0.08329328367175298,-0.5720893908446474,1.0,-0.23041571548720413,-0.6266971044094677,-0.491199086867716,0.0
2020-09-04,-0.05432739640204064,-0.574420477937886,1.0,-0.2098212953847072,-0.6327456069691817,-0.5120379486261524,0.0
2020-09-08,-0.05709084397755761,-0.5756237316461741,1.0,-0.20908439775575982,-0.6299092753969202,-0.5126536946400859,0.0
2020-09-09,-0.037587282721735255,-0.5821126132818303,1.0,-0.18555935225077996,-0.633605704947259,-0.5324320309017976,0.0
2020-09-10,-0.03210886773992706,-0.5859942482729995,1.0,-0.1752794331287616,-0.6322452488956092,-0.5391502861039462,0.0
2020-09-11,-0.028516320474777448,-0.5936795252225519,1.0,-0.1785459940652819,-0.6302077151335311,-0.5364094955489613,0.0
2020-09-14,-0.028573971871105573,-0.5910331731054537,1.0,-0.178387039344846,-0.6300813008130082,-0.5391074713666845,0.0
2020-09-15,-0.027687924741074874,-0.5937323797370686,1.0,-0.177463869187168,-0.6281864854438081,-0.5405525714455293,0.0
2020-09-16,-0.030107782297574156,-0.5805398022506607,1.0,-0.1741144333264052,-0.6308085156922711,-0.5536684580896107,0.0
2020-09-17,-0.030460469673128876,-0.5805896149392868,1.0,-0.17424219932903837,-0.6305554730873141,-0.5530386248255796,0.0
2020-09-18,-0.03271430693804784,-0.5789927202495915,1.0,-0.17694250482840587,-0.631882335462784,-0.5507948298915466,0.0
2020-09-21,-0.03916604616530157,-0.571764705882353,1.0,-0.17367088607594938,-0.6419359642591214,-0.5518689501116902,0.0
2020-09-22,-0.041059997022480275,-0.5713562602352241,1.0,-0.17370850081881795,-0.6399285395265744,-0.5514664284650886,0.0
2020-09-23,-0.04264884209281003,-0.5616219573511578,1.0,-0.16802224128242288,-0.6323385880334802,-0.5530152908816657,0.0
2020-09-24,-0.03469200485451262,-0.5444750318207382,1.0,-0.16173815232513394,-0.6431341207116005,-0.576029363881242,0.0
2020-09-25,-0.033230751020891285,-0.5470497721489022,1.0,-0.15884476534296027,-0.6398473101734036,-0.5801325679114635,0.0
2020-09-28,-0.030642397021452637,-0.5443236215353703,1.0,-0.1537438685656876,-0.639708055079487,-0.5864606110749956,0.0
2020-09-29,-0.03183714530875522,-0.5463206793502382,1.0,-0.1526170961919697,-0.6404710477261296,-0.587596532236589,0.0
2020-09-30,-0.032195064212582114,-0.5441794401373025,1.0,-0.15363674024974847,-0.6399360833284015,-0.5891874297212523,0.0
2020-10-01,-0.029616724738675958,-0.5540364967814326,1.0,-0.15077068446229255,-0.635593220338983,-0.5827673773105769,0.0
2020-10-02,-0.03470106203591398,-0.5603348815193918,1.0,-0.15371416738159335,-0.6338194834777978,-0.5757477146998787,0.0
2020-10-05,-0.027070957827230544,-0.5662736058161184,1.0,-0.1461713508880811,-0.6341578745160623,-0.5817005053639507,0.0
