Date,IWF,IWM,MTUM,NYT,SPY,VLUE,VXX
2018-09-24,-0.5322179516165498,-1.2598688672846483,-0.0,1.0,-0.8841510287135428,-0.8455799231290978,0.0
2018-09-25,-0.5314568035536216,-1.2639379929290182,-0.0,1.0,-0.8874988668298431,-0.849832290816789,0.0
2018-09-26,-0.5309000226705962,-1.2638403990024938,-0.0,1.0,-0.8879165722058491,-0.851462253457266,0.0
2018-09-27,-0.5326662742789876,-1.2573006746049713,-0.0,1.0,-0.8871281749445374,-0.850455018789333,0.0
2018-09-28,-0.5353759688165708,-1.2570819924760912,-0.0,1.0,-0.8884104609527262,-0.8515614377011286,0.0
2018-10-01,-0.5353920101573482,-1.258332199700721,-0.0,1.0,-0.8886319321634245,-0.8522196526549676,0.0
2018-10-02,-0.5353558290567237,-1.2674962532358418,-0.0,1.0,-0.8875970752531904,-0.8511285707797811,0.0
2018-10-03,-0.5360899858827816,-1.2540643927319095,-0.0,1.0,-0.8978095541691333,-0.8659775035293046,0.0
2018-10-04,-0.5363872792809234,-1.258794543048775,-0.0,1.0,-0.8978874846009947,-0.8695989414609664,0.0
2018-10-05,-0.5082230797500918,-1.2576718118338845,-0.0,1.0,-0.9256707092980522,-0.9023337008452774,0.0
2018-10-08,-0.5042298850574712,-1.2550804597701148,-0.0,1.0,-0.9346206896551724,-0.9037701149425287,0.0
2018-10-09,-0.5000468559647643,-1.2806203729734795,-0.0,1.0,-0.9654671539687003,-0.9394620935245057,0.0
2018-10-10,-0.5042911410214322,-1.2804952398818177,-0.0,1.0,-0.9690944051024715,-0.9359377198330441,0.0
2018-10-11,-0.39514112182922473,-1.2387459807073955,-0.0,1.0,-0.9115755627009646,-0.9203733476241515,0.0
2018-10-12,-0.4048604384960817,-1.2310469314079422,-0.0,1.0,-0.8813947345249625,-0.8852689970943031,0.0
2018-10-15,-0.3761837951595931,-1.2522360575236757,-0.0,1.0,-0.873158540862855,-0.8828481234654507,0.0
2018-10-16,-0.3678439316540426,-1.2764224062004579,-0.0,1.0,-0.8750220186718336,-0.8844900475603311,0.0
2018-10-17,-0.333976833976834,-1.2129129129129128,-0.0,1.0,-0.8579150579150578,-0.8851994851994852,0.0
2018-10-18,-0.3330756677832174,-1.2114575281284892,-0.0,1.0,-0.8628360388216094,-0.8870995447908614,0.0
2018-10-19,-0.30590690345385635,-1.1956049571994378,-0.0,1.0,-0.8682338912312082,-0.8890166517609982,0.0
2018-10-22,-0.3063642951532461,-1.1835969137644402,-0.0,1.0,-0.8763374397885674,-0.8964576495161771,0.0
2018-10-23,-0.3134844410295813,-1.1861100439663637,-0.0,1.0,-0.8733512613650916,-0.8956332436931745,0.0
2018-10-24,-0.3104139136365574,-1.1839805618312802,-0.0,1.0,-0.8727567244980605,-0.8956477258195149,0.0
2018-10-25,-0.2702570578889477,-1.11386320120585,-0.0,1.0,-0.8468651973764615,-0.8428321179777569,0.0
2018-10-26,-0.25342053524856556,-1.0916021345744895,-0.0,1.0,-0.8409902499699073,-0.8263852666211933,0.0
2018-10-29,-0.24411023559057637,-1.093036278548858,-0.0,1.0,-0.8370465181392744,-0.825646974121035,0.0
2018-10-30,-0.23921647011792924,-1.0925444733160103,-0.0,1.0,-0.8367379572256647,-0.829102538476914,0.0
2018-10-31,-0.24015952143569297,-1.0872183449651047,-0.0,1.0,-0.8341774675972085,-0.8264805583250251,0.0
2018-11-01,-0.23419082510353614,-1.0901561006690028,-0.0,1.0,-0.8325103536158012,-0.8253026441541892,0.0
2018-11-02,-0.23675723615254374,-1.1168265742159156,-0.0,1.0,-0.8392324437636056,-0.8384261872127711,0.0
2018-11-05,-0.2377994676131322,-1.1151891586674196,-0.0,1.0,-0.8396386222473179,-0.8406469307090425,0.0
2018-11-06,-0.2400919243639882,-1.1161956214973994,-0.0,1.0,-0.8376002902874652,-0.8378421965084869,0.0
2018-11-07,-0.24298568507157464,-1.1386503067484661,-0.0,1.0,-0.8533742331288344,-0.8549284253578732,0.0
2018-11-08,-0.21673065265710242,-1.133117801576076,-0.0,1.0,-0.8381895332390382,-0.8532228733077389,0.0
2018-11-09,-0.21665521839266236,-1.1326922299890907,-0.0,1.0,-0.8382964968281547,-0.852882944765445,0.0
2018-11-12,-0.21532523920559624,-1.110637613572405,-0.0,1.0,-0.8457425424137655,-0.8485567258985287,0.0
2018-11-13,-0.19716006541422362,-1.106736867296877,-0.0,1.0,-0.8419688085836226,-0.8428064297395397,0.0
2018-11-14,-0.19678346236730782,-1.107789927368505,-0.0,1.0,-0.8425652486231942,-0.8436427488227312,0.0
2018-11-15,-0.19523657798311295,-1.1081328660187986,-0.0,1.0,-0.8443922255854707,-0.8349928309702086,0.0
2018-11-16,-0.1932743081748521,-1.1000516139278198,-0.0,1.0,-0.841148211378886,-0.8358280065112956,0.0
2018-11-19,-0.1974572904251093,-1.0997218911402464,-0.0,1.0,-0.8399284862932063,-0.8358363130711165,0.0
2018-11-20,-0.16621983914209118,-1.0911528150134049,-0.0,1.0,-0.8387478315723074,-0.8464753193502603,0.0
2018-11-21,-0.16638688268592622,-1.0824907280890106,-0.0,1.0,-0.8308803435487019,-0.8242436072613704,0.0
2018-11-23,-0.16684880181094372,-1.0810631488564515,-0.0,1.0,-0.8309265474982437,-0.8240574506283662,0.0
2018-11-26,-0.16555799029582094,-1.0950070433557677,-0.0,1.0,-0.8300986069807481,-0.8223509156362498,0.0
2018-11-27,-0.15588910059493719,-1.0951899521717152,-0.0,1.0,-0.8224131897188629,-0.8149473111171598,0.0
2018-11-28,-0.1569389897733017,-1.0927790955399153,-0.0,1.0,-0.8232686549753081,-0.815491698098534,0.0
2018-11-29,-0.1240699547441896,-1.0757076014420495,-0.0,1.0,-0.8168673774641405,-0.818593234639871,0.0
2018-11-30,-0.12397898531272768,-1.0763124592552824,-0.0,1.0,-0.8181155807799977,-0.8163515741841469,0.0
2018-12-03,-0.12133522400643851,-1.07714712758211,-0.0,1.0,-0.8180738129000116,-0.8158893189744376,0.0
2018-12-04,-0.11254535039144548,-1.0800840175673094,-0.0,1.0,-0.8132136719495894,-0.8131754821462669,0.0
2018-12-06,-0.09959687858278782,-1.0094678057620474,-0.0,1.0,-0.8097932615851177,-0.7795406634860756,0.0
2018-12-07,-0.09276974416017798,-1.013607712272896,-0.0,1.0,-0.8140155728587319,-0.7874675565443086,0.0
2018-12-10,-0.07133692584039006,-1.0131236482275745,-0.0,1.0,-0.8090472524652664,-0.7723157007221674,0.0
2018-12-11,-0.08626010286554005,-1.0103232916972813,-0.0,1.0,-0.8162013225569434,-0.7610213078618663,0.0
2018-12-12,-0.0875987506889583,-1.0101047216608487,-0.0,1.0,-0.8167187212934044,-0.7600220466654418,0.0
2018-12-13,-0.08647253962403245,-1.0062292664946555,-0.0,1.0,-0.832583855510505,-0.760707703649097,0.0
2018-12-14,-0.08892654534738084,-1.0003315405584619,-0.0,1.0,-0.8344139099683194,-0.7601119870330805,0.0
2018-12-17,-0.077050022003814,-0.9986430981370105,-0.0,1.0,-0.8244462373478071,-0.7671996479389761,0.0
2018-12-18,-0.07308410530555452,-0.9978396982900661,-0.0,1.0,-0.8239171029987916,-0.7667240306103767,0.0
2018-12-19,-0.07911612737733152,-0.9969584814394078,-0.0,1.0,-0.8220894866063249,-0.7663160980614899,0.0
2018-12-20,-0.07815857522671815,-0.9826273809957388,-0.0,1.0,-0.8223768073715264,-0.7588957278653896,0.0
2018-12-21,-0.0734164371648065,-0.9815552978692564,-0.0,1.0,-0.8212422090157995,-0.7474634004928251,0.0
2018-12-24,-0.05464284430384298,-0.9621454506237194,-0.0,1.0,-0.81558040047453,-0.7625552719559983,0.0
2018-12-26,-0.05404155400597695,-0.9700796926142025,-0.0,1.0,-0.7880674541055928,-0.745517290451117,0.0
2018-12-27,-0.012320398621207467,-0.9304460598614381,-0.0,1.0,-0.7214088256373503,-0.7486775195385823,0.0
