Date,IWF,IWM,MTUM,QQQX,SPY,VLUE,VXX
2018-09-24,-0.3678425504977844,-0.447200322265063,-0.2384473729642631,1.0,-0.44512861828854233,-0.3787477700408586,0.0
2018-09-25,-0.3676182801887878,-0.4475653275008633,-0.2379993093127662,1.0,-0.4454644871647289,-0.3792160699896397,0.0
2018-09-26,-0.3675137421935707,-0.44746309033873427,-0.23768958471234924,1.0,-0.4455924252453449,-0.37968745503208906,0.0
2018-09-27,-0.36913253566497933,-0.44307984353428437,-0.23892659917165213,1.0,-0.44558214450069034,-0.3795156465715601,0.0
2018-09-28,-0.36927944772040844,-0.4430030202790163,-0.23903351071479934,1.0,-0.44556306630231557,-0.3795771609377247,0.0
2018-10-01,-0.36869370017555475,-0.4444700261893113,-0.23933001410193686,1.0,-0.44541974846749355,-0.38003280858779176,0.0
2018-10-02,-0.37071597258222455,-0.42981395080928525,-0.24457116525545763,1.0,-0.4499164794654686,-0.3849720638212085,0.0
2018-10-03,-0.37059552277507274,-0.4207842346365496,-0.2429341093088248,1.0,-0.4544930709614221,-0.3922901841021061,0.0
2018-10-04,-0.3727822580645161,-0.4168490783410138,-0.24328917050691246,1.0,-0.4573732718894009,-0.3898617511520737,0.0
2018-10-05,-0.3708773039652644,-0.41498691664030823,-0.24059004514477955,1.0,-0.4586364551283894,-0.3904017022744917,0.0
2018-10-08,-0.3712025316455696,-0.4156789413118527,-0.240765247410817,1.0,-0.4585730724971231,-0.39065017261219787,0.0
2018-10-09,-0.3717705276483112,-0.4156740894182634,-0.2419874561252086,1.0,-0.4579665113067495,-0.3896369181195696,0.0
2018-10-10,-0.37284625341579175,-0.41449733927800947,-0.2433194304616712,1.0,-0.4585358837911693,-0.38728606356968215,0.0
2018-10-11,-0.3571367824238129,-0.4094117647058823,-0.2225655563430191,1.0,-0.4546846208362863,-0.391070163004961,0.0
2018-10-12,-0.3635009834223097,-0.4031750491711155,-0.22261871312166337,1.0,-0.4434953638662546,-0.37701601573475696,0.0
2018-10-15,-0.36108693821407517,-0.4064228167195351,-0.21893158914184657,1.0,-0.4435617438171968,-0.3771720517643096,0.0
2018-10-16,-0.3595136470852522,-0.4134561383803213,-0.21377625519487814,1.0,-0.4440357182972032,-0.37726047399752893,0.0
2018-10-17,-0.35257783589772124,-0.39626053810411505,-0.20722851339695614,1.0,-0.44375504298711776,-0.3825157897665618,0.0
2018-10-18,-0.3515498914797708,-0.39456842339584847,-0.20816406032611723,1.0,-0.44554510545940235,-0.38274250097389956,0.0
2018-10-19,-0.3462613847133405,-0.3873432439166182,-0.20341610608199764,1.0,-0.44832931927027103,-0.3829416161448385,0.0
2018-10-22,-0.3488314133805937,-0.38153522374833854,-0.19608440407620736,1.0,-0.4544749667700487,-0.3882365972529907,0.0
2018-10-23,-0.3490419758555765,-0.3813822128696423,-0.19667183519769632,1.0,-0.45389854911950384,-0.38788902425517774,0.0
2018-10-24,-0.349933598937583,-0.37890106241699867,-0.19314409030544488,1.0,-0.45520694997786637,-0.389497565294378,0.0
2018-10-25,-0.33867451493350775,-0.36012099411379983,-0.19168301722258557,1.0,-0.45743405275779375,-0.3771800741225202,0.0
2018-10-26,-0.3355234578627281,-0.35702649869678543,-0.18815160729800176,1.0,-0.459111642050391,-0.37524435273675066,0.0
2018-10-29,-0.3335502236681578,-0.35751660566626,-0.18573946048529213,1.0,-0.4586417242781618,-0.37568117120780803,0.0
2018-10-30,-0.3396943456662776,-0.35769157686147834,-0.18931024186324275,1.0,-0.4581829039876218,-0.3696354407014306,0.0
2018-10-31,-0.3438335809806835,-0.34215858435769286,-0.19032824530595704,1.0,-0.45824665676077264,-0.3670133729569094,0.0
2018-11-01,-0.34711704889658157,-0.3387602769363912,-0.19355798355690176,1.0,-0.45813500649069666,-0.36685958459541324,0.0
2018-11-02,-0.3477532492096517,-0.3361074333270286,-0.1931962495609176,1.0,-0.4587262557756222,-0.3662622605312222,0.0
2018-11-05,-0.34498595202074783,-0.3440404149556948,-0.19302463799438083,1.0,-0.4594769829263022,-0.36000648368273175,0.0
2018-11-06,-0.35304615883832235,-0.35099104945782966,-0.18866444931180876,1.0,-0.4568832643790054,-0.3544522863091858,0.0
2018-11-07,-0.35318297366001405,-0.35104656822975827,-0.18849045378333062,1.0,-0.45705554654118663,-0.35456217210233115,0.0
2018-11-08,-0.35191637630662015,-0.3508089565945493,-0.186775788023661,1.0,-0.45682413634767577,-0.35469843070523727,0.0
2018-11-09,-0.3519894114151428,-0.3508549201804382,-0.18681288998136195,1.0,-0.45674076875287,-0.3547716161097756,0.0
2018-11-12,-0.3521107788464129,-0.3423044801853498,-0.18653519760769416,1.0,-0.4599531237371696,-0.35313451332201834,0.0
2018-11-13,-0.34646724563096387,-0.3396054465530181,-0.17963975554840783,1.0,-0.4630642221507451,-0.3516135949394231,0.0
2018-11-14,-0.34566774894678937,-0.3414817398771031,-0.1790860546864518,1.0,-0.4640566721227896,-0.3530469316016851,0.0
2018-11-15,-0.3458537762406499,-0.3414568755194509,-0.1785034451325773,1.0,-0.46510630311804607,-0.3501166251105928,0.0
2018-11-16,-0.3440336269443924,-0.33530561430751515,-0.17461379882734063,1.0,-0.46641321517496187,-0.3569382345854194,0.0
2018-11-19,-0.344371570070941,-0.33393120064248427,-0.1789854102529782,1.0,-0.4639807254718244,-0.3557488957301566,0.0
2018-11-20,-0.33454312553373183,-0.3315275405636208,-0.167618488471392,1.0,-0.4693104184457728,-0.3656596925704526,0.0
2018-11-21,-0.3387691247050089,-0.32628006257789094,-0.17325590645135627,1.0,-0.46769018640786997,-0.34561026701667863,0.0
2018-11-23,-0.33845909115011397,-0.3121321385015112,-0.17739540802799722,1.0,-0.47507821199427325,-0.34818919348852007,0.0
2018-11-26,-0.33841706010291234,-0.3185772638056336,-0.1754283592382367,1.0,-0.47363535090976605,-0.3463211500716142,0.0
2018-11-27,-0.3381565696719139,-0.31857211003339164,-0.17416653416017386,1.0,-0.4735517040334976,-0.34568293846398473,0.0
2018-11-28,-0.33809498568854024,-0.31898653662673593,-0.1742022686314004,1.0,-0.47331177780133576,-0.34564825612212446,0.0
2018-11-29,-0.334804906418526,-0.31727820661943534,-0.17180395474251878,1.0,-0.472956540129005,-0.34670085650840643,0.0
2018-11-30,-0.33539502550683264,-0.3175270266698385,-0.17106758649855947,1.0,-0.4738720164935374,-0.34533343906113706,0.0
2018-12-03,-0.33534152463997885,-0.3182454749636676,-0.16876734046769717,1.0,-0.4744616197648302,-0.3455410225921522,0.0
2018-12-04,-0.3328847371754275,-0.31860882415030606,-0.16975406375343044,1.0,-0.47305784251636057,-0.3444954612624023,0.0
2018-12-06,-0.3238782342407806,-0.2846131886954039,-0.19087535359302418,1.0,-0.4687929826382581,-0.3270183998131472,0.0
2018-12-07,-0.31996149743749835,-0.28819688337365695,-0.18522854392674107,1.0,-0.47332136632066385,-0.3348162022945446,0.0
2018-12-10,-0.30579814996641,-0.29295643635987806,-0.180610821146194,1.0,-0.4786832721823162,-0.3257971164280916,0.0
2018-12-11,-0.30799638289626663,-0.29161607027515823,-0.1824828833484046,1.0,-0.47893037075313266,-0.3226198165611678,0.0
2018-12-12,-0.3083402232327408,-0.29149441918147995,-0.18284931789995867,1.0,-0.4789685820587019,-0.3220338983050848,0.0
2018-12-13,-0.30834819006278585,-0.2915277885435238,-0.18295739348370926,1.0,-0.4788259308063975,-0.3220680567397876,0.0
2018-12-14,-0.30862603305785125,-0.28685433884297523,-0.18548553719008265,1.0,-0.4801652892561984,-0.3215392561983471,0.0
2018-12-17,-0.308934059973655,-0.2865924529276545,-0.18513831133610556,1.0,-0.4813906036108169,-0.32078931735413385,0.0
2018-12-18,-0.3086413380136279,-0.28559260788767293,-0.1842349783192236,1.0,-0.48216498038405947,-0.3204109023332645,0.0
2018-12-19,-0.3069774645705878,-0.28614574459846664,-0.18441364000103255,1.0,-0.4830016262681019,-0.3208394641059397,0.0
2018-12-20,-0.30581773170354326,-0.2842849038114395,-0.1866264376708443,1.0,-0.48233534478312445,-0.3197431533343648,0.0
2018-12-21,-0.30696490270958354,-0.287454861922947,-0.18385160938352427,1.0,-0.4872054659288702,-0.3323980983555452,0.0
2018-12-24,-0.29814484203989755,-0.2777303423115734,-0.1881290589665968,1.0,-0.4845920981137934,-0.3387927242619473,0.0
2018-12-26,-0.3022914898541779,-0.28380011830362883,-0.18383355193786488,1.0,-0.47118277910655043,-0.3307100789548132,0.0
2018-12-27,-0.28372715338786225,-0.27211451075431686,-0.18554983338382305,1.0,-0.44655659901040085,-0.3365646773704937,0.0
2018-12-28,-0.28161195084407886,-0.2753539074919882,-0.18433470438315377,1.0,-0.44686971662166597,-0.33525953216079135,0.0
2018-12-31,-0.2765558958264787,-0.2849839285262332,-0.18453089013186202,1.0,-0.4489129609475842,-0.3359823846523753,0.0
2019-01-02,-0.27649991143500596,-0.2849262380120955,-0.18393684050709788,1.0,-0.4488726941471191,-0.3361674131430451,0.0
