Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZION
2018-09-24,-0.16050517328273695,-0.6226912928759895,-0.18608994693308828,-0.43372565296018506,-0.5615902285731226,0.0,1.0
2018-09-25,-0.15968182357829752,-0.6248070758637065,-0.18390122284221774,-0.4355930191143298,-0.564080493885789,0.0,1.0
2018-09-26,-0.15962246230559185,-0.6248367565000594,-0.18390122284221774,-0.4356226997506827,-0.564080493885789,0.0,1.0
2018-09-27,-0.15888350524657413,-0.6294699919740793,-0.18284236497131479,-0.436431735085164,-0.5649059183734134,0.0,1.0
2018-09-28,-0.1556766738146295,-0.6351262806766738,-0.18343459614010008,-0.4378127233738384,-0.5662675720752919,0.0,1.0
2018-10-01,-0.15659348842751183,-0.6342974591164993,-0.18331297846355485,-0.4383545321855173,-0.5662029728039081,0.0,1.0
2018-10-02,-0.1566451920782629,-0.6438200906704843,-0.18059532331185874,-0.4370675256502028,-0.5644237652111668,0.0,1.0
2018-10-03,-0.15649037028203447,-0.6394371236062251,-0.18004293125037266,-0.4384652077991772,-0.5669011984974063,0.0,1.0
2018-10-04,-0.1549790041991602,-0.6526394721055789,-0.17939412117576486,-0.43677264547090583,-0.5756748650269946,0.0,1.0
2018-10-05,-0.1383525030781705,-0.6480074476711012,-0.16381873329529414,-0.4546983392894681,-0.5981861317156671,0.0,1.0
2018-10-08,-0.1368638858068192,-0.6460551174018653,-0.16181365640087564,-0.456202956787717,-0.5978648754010856,0.0,1.0
2018-10-09,-0.13376889263563557,-0.651080869512856,-0.149033540073463,-0.46636960317938225,-0.61052568194135,0.0,1.0
2018-10-10,-0.13333333333333333,-0.6515808491418248,-0.14853959650707618,-0.4664257753688648,-0.6112616681722373,0.0,1.0
2018-10-11,-0.09229908083902898,-0.6547254301201979,-0.10346452981381098,-0.4612597218948856,-0.6342799905727079,0.0,1.0
2018-10-12,-0.08785347985347985,-0.6541538461538462,-0.10051282051282051,-0.4560293040293041,-0.6318241758241758,0.0,1.0
2018-10-15,-0.06523595042538785,-0.7050251700079485,-0.0639995289823074,-0.46362860254938326,-0.6459418881921752,0.0,1.0
2018-10-16,-0.06523403002649396,-0.7052693553135119,-0.06382101854577568,-0.46361495437150424,-0.6458639976449809,0.0,1.0
2018-10-17,-0.0524049233276108,-0.6770739372072047,-0.04879681089417174,-0.4685017604096953,-0.6629906596444264,0.0,1.0
2018-10-18,-0.05105367330306206,-0.6751659098847363,-0.04994760740482013,-0.4710385376644546,-0.6635231109558738,0.0,1.0
2018-10-19,-0.04267532542834778,-0.6730061171831966,-0.0450816107616038,-0.4719798219928681,-0.6663960803641319,0.0,1.0
2018-10-22,-0.043429101556837615,-0.6721653668860348,-0.044965645203374593,-0.47226973588844107,-0.6663091061954599,0.0,1.0
2018-10-23,-0.042368660083799706,-0.6841395880336372,-0.029681502534501452,-0.4926895015968824,-0.6811802279586275,0.0,1.0
2018-10-24,-0.05691857688634193,-0.6928426456542502,-0.003939828080229226,-0.519848376313276,-0.7111389684813754,0.0,1.0
2018-10-25,-0.03409422616615097,-0.6658006888901862,-0.0006713760289567401,-0.5232062583922004,-0.6952536633778972,0.0,1.0
2018-10-26,-0.03295967389721939,-0.6627165526277479,-0.0,-0.5232493812782065,-0.6927063619158539,0.0,1.0
2018-10-29,-0.019930374238468232,-0.6667536988685814,-0.0,-0.5178706121264868,-0.6965187119234116,0.0,1.0
2018-10-30,-0.0055742654743932175,-0.6682441063755661,-0.0,-0.5197712228544884,-0.7096446405760074,0.0,1.0
2018-10-31,-0.011993179782099819,-0.6488165765974048,-0.0,-0.5215443747651938,-0.7075687079154986,0.0,1.0
2018-11-01,-0.0028000692800646616,-0.6555914785520467,-0.0,-0.5208706194792448,-0.7074071935800473,0.0,1.0
2018-11-02,-0.006580081604505488,-0.6367737486351359,-0.0,-0.526119188552382,-0.703896327797253,0.0,1.0
2018-11-05,-0.0007771125949804283,-0.6564586691227262,-0.0,-0.5296741883490674,-0.6912848261570342,0.0,1.0
2018-11-06,-0.0,-0.6556678471682359,-0.0,-0.5307650226022862,-0.6926664939103395,0.0,1.0
2018-11-07,-0.0,-0.655705606265657,-0.0,-0.5308531774597599,-0.6927063837138991,0.0,1.0
2018-11-08,-0.0,-0.6518679558327135,-0.0,-0.5166199439327193,-0.6921162537902626,0.0,1.0
2018-11-09,-0.0,-0.6534812394301601,-0.0,-0.5201937684524321,-0.6927222174448935,0.0,1.0
2018-11-12,-0.0,-0.6405553651011313,-0.0,-0.5253685293109359,-0.6908639012684265,0.0,1.0
2018-11-13,-0.0,-0.6334250929420779,-0.0,-0.5182052955699975,-0.6862672758747906,0.0,1.0
2018-11-14,-0.0,-0.6333607650614377,-0.0,-0.5182042623229944,-0.6861999489202305,0.0,1.0
2018-11-15,-0.0,-0.6340409810441355,-0.0,-0.5178901298775116,-0.6899991474123967,0.0,1.0
2018-11-16,-0.0,-0.629209339272036,-0.0,-0.5163834435019432,-0.6913671309824392,0.0,1.0
2018-11-19,-0.0,-0.6291274253943039,-0.0,-0.5162260297288097,-0.6913650289345286,0.0,1.0
2018-11-20,-0.0,-0.6135747373178172,-0.0,-0.506439950288103,-0.7045249124392724,0.0,1.0
2018-11-21,-0.0,-0.6103994606438564,-0.0,-0.5042418113377155,-0.6945053092870386,0.0,1.0
2018-11-23,-0.0,-0.597669194046616,-0.0,-0.5128615557427688,-0.6976972760460545,0.0,1.0
2018-11-26,-0.0,-0.599882095334344,-0.0,-0.5112290157767672,-0.6961428330806805,0.0,1.0
2018-11-27,-0.0,-0.5993553811659194,-0.0,-0.5086883408071748,-0.694646860986547,0.0,1.0
2018-11-28,-0.0,-0.6003980043724425,-0.0,-0.5082403722181736,-0.6942093166657325,0.0,1.0
2018-11-29,-0.0,-0.5869093941078377,-0.0,-0.4986381322957198,-0.6937743190661478,0.0,1.0
2018-11-30,-0.0,-0.586989746297274,-0.0,-0.49901353266457327,-0.692777947592186,0.0,1.0
2018-12-03,-0.0,-0.5869522936289627,-0.0,-0.49887471867966987,-0.6926453835681142,0.0,1.0
2018-12-04,-0.0,-0.5908775629109675,-0.0,-0.4929944788169686,-0.6905917931359765,0.0,1.0
2018-12-06,-0.0,-0.5740608523725835,-0.0,-0.4872583479789104,-0.6847264938488576,0.0,1.0
2018-12-07,-0.0,-0.5742723778143877,-0.0,-0.48789126853377257,-0.6836079077429983,0.0,1.0
2018-12-10,-0.0,-0.5724835140879613,-0.0,-0.48051664940868716,-0.6719439751485096,0.0,1.0
2018-12-11,-0.0,-0.5752908405702113,-0.0,-0.47473919930089026,-0.6808673330056256,0.0,1.0
2018-12-12,-0.0,-0.5770577933450088,-0.0,-0.4745238616462347,-0.6848456654991244,0.0,1.0
2018-12-13,-0.0,-0.5749952145259646,-0.0,-0.476004265908283,-0.6835571112144165,0.0,1.0
2018-12-14,-0.0,-0.5907044418821721,-0.0,-0.4698017899302696,-0.6847855927085049,0.0,1.0
2018-12-17,-0.0,-0.5899067471201317,-0.0,-0.4666758091058695,-0.6861492046077894,0.0,1.0
2018-12-18,-0.0,-0.5797441422765337,-0.0,-0.4600801942118327,-0.6878426665939282,0.0,1.0
2018-12-19,-0.0,-0.5803537310988591,-0.0,-0.4609967793001801,-0.6880561166002511,0.0,1.0
2018-12-20,-0.0,-0.5729750312788989,-0.0,-0.4626829135614427,-0.6842463145297286,0.0,1.0
2018-12-21,-0.0,-0.5728486687071698,-0.0,-0.4627156748557653,-0.6730680679325008,0.0,1.0
2018-12-24,-0.0,-0.5599913739655498,-0.0,-0.4549154918187454,-0.6807019435533871,0.0,1.0
2018-12-26,-0.0,-0.5654548375006693,-0.0,-0.4386411093858757,-0.6729935214434867,0.0,1.0
2018-12-27,-0.0,-0.5491268672417421,-0.0,-0.4111350725857353,-0.66965600673259,0.0,1.0
2018-12-28,-0.0,-0.5514495229584462,-0.0,-0.40949352117118304,-0.6673850763529319,0.0,1.0
2018-12-31,-0.0,-0.5512537454660148,-0.0,-0.4097145560637123,-0.6674551858276823,0.0,1.0
2019-01-02,-0.0,-0.5507512871703268,-0.0,-0.4085058316696438,-0.6676210990858463,0.0,1.0
2019-01-03,-0.0,-0.5522486250361832,-0.0,-0.4036209573432278,-0.6756401147338227,0.0,1.0
2019-01-04,-0.0,-0.5548512154233026,-0.0,-0.3858445096395641,-0.6787772422464377,0.0,1.0
2019-01-07,-0.0,-0.5402682825771701,-0.0,-0.3801274083281541,-0.6692044748290863,0.0,1.0
2019-01-08,-0.0,-0.5307409897099126,-0.0,-0.3871710016029784,-0.6675371011944774,0.0,1.0
2019-01-09,-0.0,-0.5266570232990649,-0.0,-0.38683680322364006,-0.6695768972464742,0.0,1.0
2019-01-10,-0.0,-0.5262002530926371,-0.0,-0.3871542573797164,-0.6692492445959556,0.0,1.0
2019-01-11,-0.0,-0.5274336739960772,-0.0,-0.3860328275007742,-0.6673118612573553,0.0,1.0
2019-01-14,-0.0,-0.5274191882680987,-0.0,-0.3889806878033667,-0.6654445936176805,0.0,1.0
2019-01-15,-0.0,-0.5208058551219386,-0.0,-0.38999663796001754,-0.6753821087749243,0.0,1.0
