Date,HCAT,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-03,1.0,-0.9022646467769362,-0.3295331581388159,-0.8024810635337765,-0.8303060751275314,-0.0,0.0
2020-06-04,1.0,-0.9025050255141487,-0.3312586980052574,-0.8003711148909849,-0.8316452760167,-0.0,0.0
2020-06-05,1.0,-0.8983535595578572,-0.33400324650228025,-0.7971709051557547,-0.8353946046224008,-0.0,0.0
2020-06-08,1.0,-0.8972460078685489,-0.3205276556352696,-0.8094962585821184,-0.8298619146802438,-0.0,0.0
2020-06-09,1.0,-0.8969720347155256,-0.32108003857280615,-0.8094503375120541,-0.8297396335583415,-0.0,0.0
2020-06-10,1.0,-0.8947449708482953,-0.3268465963936832,-0.8049731649870652,-0.8345882080389204,-0.0,0.0
2020-06-11,1.0,-0.8955091323319304,-0.3249024983588833,-0.8071205158898715,-0.8338803722438893,-0.0,0.0
2020-06-12,1.0,-0.8827696526508226,-0.28648689823278484,-0.8259064594759292,-0.8134521633150518,-0.0,0.0
2020-06-15,1.0,-0.8841495925051414,-0.2780105110823368,-0.8325843552441162,-0.8136567903115242,-0.0,0.0
2020-06-16,1.0,-0.8836480391407384,-0.2869046708967204,-0.84026450577173,-0.8115205259536732,-0.0,0.0
2020-06-17,1.0,-0.8813921538696382,-0.2833155243474279,-0.8404060448786445,-0.8111357044725995,-0.0,0.0
2020-06-18,1.0,-0.8824517212426534,-0.28089458819937413,-0.841920464086711,-0.8111976185024045,-0.0,0.0
2020-06-19,1.0,-0.890589634403652,-0.2807380979782867,-0.8464341888211148,-0.8185061572102658,-0.0,0.0
2020-06-22,1.0,-0.8902443702765949,-0.28058464725515014,-0.8477001572869912,-0.8177005409137991,-0.0,0.0
2020-06-23,1.0,-0.8924553657131887,-0.28109042042618543,-0.8486081781531963,-0.8173545786139375,-0.0,0.0
2020-06-24,1.0,-0.8904593639575972,-0.2813412198494392,-0.85151328929175,-0.8175218927638656,-0.0,0.0
2020-06-25,1.0,-0.8885908097957307,-0.27501628789330473,-0.854175449354233,-0.8146629364197295,-0.0,0.0
2020-06-26,1.0,-0.8893188261435906,-0.27235460884223434,-0.8533445712972186,-0.8160677342732359,-0.0,0.0
2020-06-29,1.0,-0.8928626247122026,-0.2707981580966999,-0.8540291634689179,-0.8196085955487337,-0.0,0.0
2020-06-30,1.0,-0.9071359876899403,-0.2445085593383343,-0.8700134641277169,-0.8252356222350451,-0.0,0.0
2020-07-01,1.0,-0.9088598821762736,-0.24384890839782833,-0.8725886565784914,-0.8251511301066574,-0.0,0.0
2020-07-02,1.0,-0.8991603112240967,-0.2603420383637624,-0.866920884369463,-0.8253216239118711,-0.0,0.0
2020-07-06,1.0,-0.8997219862537648,-0.25994285272994055,-0.8723839678739671,-0.8292918372075063,-0.0,0.0
2020-07-07,1.0,-0.8996794995559332,-0.26018457736417344,-0.8723790400432484,-0.8292080163725528,-0.0,0.0
2020-07-08,1.0,-0.9002588171669178,-0.26063275002897207,-0.8716344110943718,-0.8304168115270213,-0.0,0.0
2020-07-09,1.0,-0.8994283948710027,-0.260852773057315,-0.87131160203924,-0.8306040475822648,-0.0,0.0
2020-07-10,1.0,-0.9117590193728007,-0.251034376087545,-0.8798963690499207,-0.8241753992498356,-0.0,0.0
2020-07-13,1.0,-0.900921658986175,-0.2610599078341014,-0.868279569892473,-0.8100230414746543,-0.0,0.0
2020-07-14,1.0,-0.9062176761291807,-0.2446845190208022,-0.8668735394399112,-0.813201547714822,-0.0,0.0
2020-07-15,1.0,-0.9046249424758398,-0.24194661757938332,-0.8753259702408346,-0.8130081300813008,-0.0,0.0
2020-07-16,1.0,-0.8969155531595364,-0.2735954407177789,-0.8663406369132428,-0.8139319958411954,-0.0,0.0
2020-07-17,1.0,-0.8863045141545524,-0.27260902830910483,-0.8572685539403213,-0.8093726090283091,-0.0,0.0
2020-07-20,1.0,-0.8919697377011405,-0.27673873804677596,-0.8599024540112907,-0.8117439225776719,-0.0,0.0
2020-07-21,1.0,-0.8730939120414826,-0.29160745150758594,-0.8516996351065872,-0.8245438832341079,-0.0,0.0
2020-07-22,1.0,-0.8598105755588787,-0.3024655853368611,-0.8430154530465124,-0.8291728977338086,-0.0,0.0
2020-07-23,1.0,-0.8584956295046771,-0.304707866891581,-0.8431222205183254,-0.8274804477840821,-0.0,0.0
2020-07-24,1.0,-0.8380597582300615,-0.32870827947996656,-0.8177982209381889,-0.8168478674066751,-0.0,0.0
2020-07-27,1.0,-0.8336986922669892,-0.32681986544712377,-0.8098495729080052,-0.8092070451281277,-0.0,0.0
2020-07-28,1.0,-0.8375935869318613,-0.32352718747636694,-0.8079482719503895,-0.8122211298495047,-0.0,0.0
2020-07-29,1.0,-0.8312730835908645,-0.3293133338358332,-0.8051556493555437,-0.8030074621240673,-0.0,0.0
2020-07-30,1.0,-0.8285982713265689,-0.31905298759864714,-0.8064637354378054,-0.8038707252912438,-0.0,0.0
2020-07-31,1.0,-0.8285886202098455,-0.32161257568350193,-0.8065886954232636,-0.8039186190816442,-0.0,0.0
2020-08-03,1.0,-0.8118592511923091,-0.33557399827255996,-0.8120094633670059,-0.7958616545871042,-0.0,0.0
2020-08-04,1.0,-0.8112145323524996,-0.3361732472601711,-0.8116273832757844,-0.7941750487914727,-0.0,0.0
2020-08-05,1.0,-0.8117960654752967,-0.3364243880462532,-0.8119462381739,-0.794113230214747,-0.0,0.0
2020-08-06,1.0,-0.8112145323524996,-0.33373367362257916,-0.8133538507731572,-0.794888154931692,-0.0,0.0
2020-08-07,1.0,-0.8022803738317756,-0.33854205607476634,-0.8108785046728971,-0.7866168224299065,-0.0,0.0
2020-08-10,1.0,-0.7983892016853724,-0.34009470897498045,-0.8065550542525822,-0.7836608374659756,-0.0,0.0
2020-08-11,1.0,-0.80058935432131,-0.3376105039352456,-0.8095415718601963,-0.7823492110858294,-0.0,0.0
2020-08-12,1.0,-0.7960202712773886,-0.34226412282009244,-0.8011998807571918,-0.7868534803994633,-0.0,0.0
2020-08-13,1.0,-0.7959099437148217,-0.3703939962476548,-0.7775984990619137,-0.8084427767354596,-0.0,0.0
2020-08-14,1.0,-0.795301887500469,-0.3707831438327892,-0.77698975571316,-0.8094112349431498,-0.0,0.0
2020-08-17,1.0,-0.7991203999548924,-0.3723264293500733,-0.7779197834830658,-0.8095703492087359,-0.0,0.0
2020-08-18,1.0,-0.7996162383836862,-0.37206064938485267,-0.7820083524587079,-0.8086459234734188,-0.0,0.0
2020-08-19,1.0,-0.7959891154433966,-0.38151861930145,-0.759980616543035,-0.7901368024751183,-0.0,0.0
2020-08-20,1.0,-0.7950886868385751,-0.381055298852288,-0.7596139514085557,-0.7906170815322701,-0.0,0.0
2020-08-21,1.0,-0.7874214771586812,-0.39203806266959074,-0.7448239973237186,-0.792811210645653,-0.0,0.0
2020-08-24,1.0,-0.7826280458405965,-0.4049994436820829,-0.7304825130734711,-0.7906761117086378,-0.0,0.0
2020-08-25,1.0,-0.7869096318333955,-0.3961323912235032,-0.7512086277426554,-0.7846411305317963,-0.0,0.0
2020-08-26,1.0,-0.7860250641478562,-0.3945186121750772,-0.7544159756052211,-0.7837566472053847,-0.0,0.0
2020-08-27,1.0,-0.7766817473855966,-0.4003930875917822,-0.7531335756137357,-0.7781650967885485,-0.0,0.0
2020-08-28,1.0,-0.7760934669279403,-0.3921691869708286,-0.753244352423559,-0.7757607128332163,-0.0,0.0
2020-08-31,1.0,-0.7754099571576304,-0.39326340670704685,-0.749889200768208,-0.7747451617668785,-0.0,0.0
2020-09-01,1.0,-0.7762715620729139,-0.39194030953348347,-0.7544416946773537,-0.7710634211206736,-0.0,0.0
2020-09-02,1.0,-0.7751370442588572,-0.3872558036863986,-0.7510025385379493,-0.7656451197527685,-0.0,0.0
2020-09-03,1.0,-0.7799765034143475,-0.383104486379323,-0.745172185916734,-0.763088332476687,-0.0,0.0
2020-09-04,1.0,-0.743570099595053,-0.4032322790120754,-0.7126700959468826,-0.7886614862646383,-0.0,0.0
2020-09-08,1.0,-0.7395276049059213,-0.4008079484659897,-0.7130691123485096,-0.7860028387378534,-0.0,0.0
2020-09-09,1.0,-0.7196578728932838,-0.4288137428272402,-0.6709372406077447,-0.7895268685264715,-0.0,0.0
2020-09-10,1.0,-0.7074937253495877,-0.4263893868770169,-0.6616708497669417,-0.7899964144854787,-0.0,0.0
2020-09-11,1.0,-0.698472461273666,-0.4342369477911646,-0.6613597246127366,-0.7917025243832472,-0.0,0.0
2020-09-14,1.0,-0.6932798682467509,-0.43406967169095273,-0.6593032830904729,-0.7936343131287816,-0.0,0.0
2020-09-15,1.0,-0.6907957984689336,-0.4279864696457184,-0.6555100587502226,-0.786362827131921,-0.0,0.0
2020-09-16,1.0,-0.6908630888746348,-0.4309742712565035,-0.6503812985532037,-0.7912835863445229,-0.0,0.0
2020-09-17,1.0,-0.6868229760547321,-0.43643101482326113,-0.6478050171037628,-0.7922249144811858,-0.0,0.0
2020-09-18,1.0,-0.6804215157536191,-0.4313085438546694,-0.6490562021004826,-0.7873261424921941,-0.0,0.0
2020-09-21,1.0,-0.6741660476139941,-0.4316035232940677,-0.6526937634865047,-0.7789805086844246,-0.0,0.0
2020-09-22,1.0,-0.6697130712008502,-0.4439249025859015,-0.6475735033652144,-0.7811193765497698,-0.0,0.0
2020-09-23,1.0,-0.6654522302005588,-0.440981924940752,-0.6507375048636411,-0.7800219306002617,-0.0,0.0
2020-09-24,1.0,-0.6599294532627866,-0.4355908289241623,-0.6456437389770724,-0.7861375661375662,-0.0,0.0
2020-09-25,1.0,-0.6613489570465534,-0.4346168778456217,-0.6459252461793668,-0.7875622066141954,-0.0,0.0
2020-09-28,1.0,-0.656995986198155,-0.43584958805717905,-0.6416097457925498,-0.7864234913034294,-0.0,0.0
2020-09-29,1.0,-0.6579891648490819,-0.43291352986702314,-0.6401533807078027,-0.7868852459016392,-0.0,0.0
2020-09-30,1.0,-0.6558129753601346,-0.42820090427955554,-0.6428796747397567,-0.7780309137429463,-0.0,0.0
2020-10-01,1.0,-0.6486071889272392,-0.43869190809887393,-0.6345919185580309,-0.7645295122546457,-0.0,0.0
2020-10-02,1.0,-0.6505155357391668,-0.43569736658771074,-0.6326459523477777,-0.7644907342900933,-0.0,0.0
2020-10-05,1.0,-0.6450076484494507,-0.4412460019468781,-0.6264427756918369,-0.7638367403699068,-0.0,0.0
2020-10-06,1.0,-0.646137823294567,-0.4344384655441764,-0.6194063530637043,-0.7716368685992016,-0.0,0.0
2020-10-07,1.0,-0.643637498699407,-0.43731141400478624,-0.618527381819443,-0.7687718933166858,-0.0,0.0
2020-10-08,1.0,-0.6399571171669665,-0.43636740904689447,-0.6115299488172639,-0.769228109005395,-0.0011412366855720018,0.0
2020-10-09,1.0,-0.6417662912030958,-0.4343860134061226,-0.6128463824200124,-0.7661875475088107,-0.0,0.0
2020-10-12,1.0,-0.6395509499136443,-0.4362694300518135,-0.6118134715025907,-0.7665630397236616,-0.0,0.0
2020-10-13,1.0,-0.6289336419220007,-0.44509309475284115,-0.6122145842688866,-0.7651386921828042,-0.0030052851566548066,0.0
2020-10-14,1.0,-0.6199211383507628,-0.44933996228355905,-0.5993142465283731,-0.7529230241728099,-0.00726898679924567,0.0
2020-10-15,1.0,-0.6175461469841488,-0.44561860975777123,-0.6005626844163865,-0.7533452274754683,-0.013861250257325191,0.0
2020-10-16,1.0,-0.6143081976187218,-0.4443342000821131,-0.6018201724373888,-0.7498973586971398,-0.011016833173669086,0.0
2020-10-19,1.0,-0.612951755735631,-0.4428488391971826,-0.5963346668034328,-0.7499230690327213,-0.017129962047389473,0.0
2020-10-20,1.0,-0.6118036818197343,-0.4427063765838998,-0.5970149253731344,-0.7476006694217698,-0.01629154001161242,0.0
2020-10-21,1.0,-0.61463196923922,-0.4439371051908817,-0.609928591046416,-0.749897006316946,-0.014728096676737162,0.0
2020-10-22,1.0,-0.6145124716553289,-0.4469181612038755,-0.6131038273895417,-0.7484023912595341,-0.012780869923727067,0.0
2020-10-23,1.0,-0.6089564587858103,-0.45647602302892404,-0.6083014444789189,-0.7534388251111801,-0.020236494639225017,0.0
2020-10-26,1.0,-0.6097855320322737,-0.4581408178746293,-0.6084063168057375,-0.7541204054892766,-0.017550513757671884,0.0
2020-10-27,1.0,-0.6073503627049884,-0.4567332485302712,-0.6119572317530168,-0.7521229415202667,-0.009763812012239144,0.0
2020-10-28,1.0,-0.6134206107131842,-0.4587888549984578,-0.6009116145172898,-0.74766098906748,-0.006374447376537922,0.0
2020-10-29,1.0,-0.5978700962879793,-0.4596985471743051,-0.59473988635977,-0.7408730563778028,-0.009220509679833963,0.0
2020-10-30,1.0,-0.5944731826844541,-0.45926354478627823,-0.6010754151919412,-0.7412197114075687,-0.00721481078137762,0.0
2020-11-02,1.0,-0.5812023939064199,-0.4529719804134929,-0.5986806311207834,-0.7441512513601741,-0.02339499455930359,0.0
2020-11-03,1.0,-0.5865237885313168,-0.44399606632981786,-0.591440876258944,-0.7429889111194005,-0.0261792532808844,0.0
2020-11-04,1.0,-0.5855029285303179,-0.44239428513389983,-0.5891593594474727,-0.7405626840911398,-0.027964925347868774,0.0
2020-11-05,1.0,-0.5484023508748227,-0.46686482469769647,-0.5598189556171047,-0.7457947713301358,-0.05681280821455111,0.0
2020-11-06,1.0,-0.5461076632487857,-0.4640110631408526,-0.5609821910415542,-0.7465933621154883,-0.05524824608742579,0.0
