Date,HCAT,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-23,1.0,-0.744806996888403,-0.7325288032966109,-0.8989992431250525,-0.7929526532671768,-0.035615171137835334,0.0
2020-03-24,1.0,-0.7628948252688172,-0.7535282258064516,-0.8534526209677419,-0.7808719758064515,-0.04952116935483871,0.0
2020-03-25,1.0,-0.7361955873583781,-0.7266944941363546,-0.7445438282647585,-0.7408865036772014,-0.02703239912542238,0.0
2020-03-26,1.0,-0.7750240230621396,-0.7359865470852018,-0.7194506726457398,-0.7488388853299167,-0.02454356181934657,0.0
2020-03-27,1.0,-0.7813718923604271,-0.7206571845080966,-0.6799574484850873,-0.7580079587092708,-0.0,0.0
2020-03-30,1.0,-0.7753731343283582,-0.7146897093479969,-0.6831107619795758,-0.7545561665357424,-0.0,0.0
2020-03-31,1.0,-0.7684902559286217,-0.7178915238318855,-0.6790326367691947,-0.7478672614854818,-0.0,0.0
2020-04-01,1.0,-0.7757972263574395,-0.7435947661208181,-0.645067774034318,-0.7531536472616157,-0.0,0.0
2020-04-02,1.0,-0.8244343537148672,-0.6481249510686604,-0.6474986299224927,-0.7944883739137242,-0.0,0.0
2020-04-03,1.0,-0.8211131087313375,-0.6580942703040726,-0.6493785664035019,-0.7798014539201127,-0.0,0.0
2020-04-06,1.0,-0.8207584050039092,-0.6590695856137606,-0.6499218139171227,-0.7795543393275997,-0.0,0.0
2020-04-07,1.0,-0.7899364366459863,-0.6198378563544322,-0.6271838008601986,-0.7692307692307692,-0.0,0.0
2020-04-08,1.0,-0.7926276064498914,-0.6161323523805893,-0.6351541950977776,-0.7680783745663858,-0.0,0.0
2020-04-09,1.0,-0.8392426716429515,-0.5571495218101236,-0.6907705466137937,-0.8005598320503848,-0.0,0.0
2020-04-13,1.0,-0.8414283493938453,-0.5507071806030464,-0.6926095741373951,-0.8008626049114081,-0.0,0.0
2020-04-14,1.0,-0.8570257931088305,-0.5187107347719202,-0.7233776875951144,-0.8030202520778866,-0.0,0.0
2020-04-15,1.0,-0.8324334822295592,-0.5432122742280054,-0.700407846183725,-0.808234608661876,-0.0,0.0
2020-04-16,1.0,-0.8435416343619164,-0.5176383935493875,-0.7091797177857031,-0.8062102651573886,-0.0,0.0
2020-04-17,1.0,-0.8371253300201894,-0.5369234353160428,-0.6956825594036341,-0.8128203137133095,-0.0,0.0
2020-04-20,1.0,-0.8545144672115272,-0.5007940504318859,-0.7121276678157803,-0.8059805554479605,-0.0,0.0
2020-04-21,1.0,-0.8558422439175577,-0.50418410041841,-0.7175732217573221,-0.796567487990082,-0.0,0.0
2020-04-22,1.0,-0.8403721432983323,-0.5243977764051884,-0.6966491661519457,-0.7989885731933292,-0.0,0.0
2020-04-23,1.0,-0.8270705669248855,-0.5421436004162331,-0.6868231394766255,-0.7979342505877366,-0.0,0.0
2020-04-24,1.0,-0.8258203832954151,-0.5474491960050901,-0.6851887556395326,-0.797593799406162,-0.0,0.0
2020-04-27,1.0,-0.8241910631741141,-0.5437596302003082,-0.6853235747303544,-0.7988058551617874,-0.0,0.0
2020-04-28,1.0,-0.8340579431341619,-0.5195644646223693,-0.6895463814397291,-0.8043168789196261,-0.0,0.0
2020-04-29,1.0,-0.8417382594290557,-0.5092267981661979,-0.6953422968756019,-0.8061794506298878,-0.0,0.0
2020-04-30,1.0,-0.8403054958550813,-0.48821768498618356,-0.6993398833282161,-0.8100245624808106,-0.0,0.0
2020-05-01,1.0,-0.8555585402356193,-0.4647530603630224,-0.7009094746536706,-0.8162247208258183,-0.0,0.0
2020-05-04,1.0,-0.8560275545350172,-0.4541523153463452,-0.700497512437811,-0.8163413700727135,-0.0,0.0
2020-05-05,1.0,-0.855322568301829,-0.4551159409198745,-0.6956837835769495,-0.8203107063595315,-0.0,0.0
2020-05-06,1.0,-0.8532741738066095,-0.45769583843329253,-0.6903304773561811,-0.8237071603427173,-0.0,0.0
2020-05-07,1.0,-0.8545419774335437,-0.4569516159877606,-0.6910690380569898,-0.8222604704532415,-0.0,0.0
2020-05-08,1.0,-0.8532053977598533,-0.4555984555984556,-0.6928017126036928,-0.8211705340418212,-0.0,0.0
2020-05-11,1.0,-0.8519416541584882,-0.48131470576915675,-0.6886810606935303,-0.8267328637955587,-0.0,0.0
2020-05-12,1.0,-0.8550071282703349,-0.47720880052402426,-0.6966054020729782,-0.8243363002350402,-0.0,0.0
2020-05-13,1.0,-0.864333449221617,-0.44474060339166377,-0.7124039092981034,-0.841503457333797,-0.0,0.0
2020-05-14,1.0,-0.8663833075734159,-0.44296754250386405,-0.7108964451313756,-0.843740340030912,-0.0,0.0
2020-05-15,1.0,-0.8649588501217109,-0.4479347784088714,-0.712491789343534,-0.8384529191298636,-0.0,0.0
2020-05-18,1.0,-0.8648763523956724,-0.44822256568778984,-0.7126352395672335,-0.8382534775888718,-0.0,0.0
2020-05-19,1.0,-0.8814285714285713,-0.3806177606177606,-0.7655212355212355,-0.8334362934362934,-0.0,0.0
2020-05-20,1.0,-0.8860353749903452,-0.37182358847609487,-0.7709121804278983,-0.8331273654128369,-0.0,0.0
2020-05-21,1.0,-0.8856437362552568,-0.358154249778155,-0.7806242524788766,-0.8337898838689765,-0.0,0.0
2020-05-22,1.0,-0.8855412391019212,-0.3585757271815446,-0.7800324049070287,-0.833539078774786,-0.0,0.0
2020-05-26,1.0,-0.8854685028738957,-0.35829186436755006,-0.7796551325078116,-0.8341627126489989,-0.0,0.0
2020-05-27,1.0,-0.8968462549277266,-0.3365154208858313,-0.8040117492463476,-0.8275102419417174,-0.0,0.0
2020-05-28,1.0,-0.9034226995287029,-0.32419068222205055,-0.8092405161090938,-0.8262381209920421,-0.0,0.0
2020-05-29,1.0,-0.902441851479793,-0.32744764701336837,-0.8080519279808361,-0.825708986940731,-0.0,0.0
2020-06-01,1.0,-0.9017729537641469,-0.3316080188497045,-0.8028892579860172,-0.826374135733323,-0.0,0.0
2020-06-02,1.0,-0.9019395719032532,-0.32910903330499963,-0.8034155011204699,-0.8292635808670118,-0.0,0.0
