Date,CRNX,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-03-18,1.0,-0.0,-1.120165870368701,-0.0,-3.5672946903452627,-3.327143243486884,0.0
2019-03-19,1.0,-0.0,-1.1141725193589052,-0.0,-3.5681613542229424,-3.3218080316945797,0.0
2019-03-20,1.0,-0.0,-1.1173345339936966,-0.0,-3.5672219720846465,-3.320306168392616,0.0
2019-03-21,1.0,-0.0,-1.1138262510106909,-0.0,-3.6047974126313895,-3.2653849609199534,0.0
2019-03-22,1.0,-0.0,-1.1084066822345968,-0.0,-3.6467576791808876,-3.226333752469912,0.0
2019-03-25,1.0,-0.0,-0.8974471444863585,-0.0,-3.6780419335029393,-3.1971225546100537,0.0
2019-03-26,1.0,-0.0,-0.8578531474740301,-0.0,-3.733641125810175,-3.2871348663766318,0.0
2019-03-27,1.0,-0.0,-0.8386325391905057,-0.0,-3.7413869453547073,-3.276591975910017,0.0
2019-03-28,1.0,-0.0,-0.846535530746057,-0.0,-3.736930710614921,-3.2770689349636717,0.0
2019-03-29,1.0,-0.0,-0.8320786467097689,-0.0,-3.738552829687362,-3.2859799840580997,0.0
2019-04-01,1.0,-0.0,-0.8462490059202968,-0.0,-3.733409914288239,-3.2566051073606075,0.0
2019-04-02,1.0,-0.0,-0.8828145666167005,-0.0,-3.772330482320783,-3.1624195397231287,0.0
2019-04-03,1.0,-0.0,-0.883589471824766,-0.0,-3.7959724430312667,-3.1527998586822115,0.0
2019-04-04,1.0,-0.0,-0.8805614406779662,-0.0,-3.8072916666666665,-3.139830508474576,0.0
2019-04-05,1.0,-0.0,-0.8783532536520585,-0.0,-3.8417884019477646,-3.1333333333333333,0.0
2019-04-08,1.0,-0.0,-0.8768617021276596,-0.0,-3.8499113475177307,-3.1384751773049646,0.0
2019-04-09,1.0,-0.0,-0.8845368149924505,-0.0,-3.855848654409806,-3.1413979927169375,0.0
2019-04-10,1.0,-0.0,-0.8602302922940656,-0.0,-3.8769707705934455,-3.1201948627103633,0.0
2019-04-11,1.0,-0.0,-0.8285992390053978,-0.0,-3.898504557118839,-3.121582160870719,0.0
2019-04-12,1.0,-0.0,-0.828996282527881,-0.0,-3.8978580279695523,-3.12418127102142,0.0
2019-04-15,1.0,-0.0,-0.8310494209176907,-0.0,-3.8827689859428873,-3.127132879497834,0.0
2019-04-16,1.0,-0.0,-0.8337166106492129,-0.0,-3.881832655227313,-3.1292234211922874,0.0
2019-04-17,1.0,-0.0,-0.8330531717243209,-0.0,-3.8814474033442448,-3.1327966026718572,0.0
2019-04-18,1.0,-0.0,-0.8310332625619249,-0.0,-3.881192498230715,-3.1342002830856335,0.0
2019-04-22,1.0,-0.0,-0.8266643059490085,-0.0,-3.886774079320113,-3.1392528328611893,0.0
2019-04-23,1.0,-0.0,-0.825640116948702,-0.0,-3.9000620182510852,-3.1340480198458405,0.0
2019-04-24,1.0,-0.0,-0.790268456375839,-0.0,-3.892970681737902,-3.1474743906746734,0.0
2019-04-25,1.0,-0.0,-0.7886975717439293,-0.0,-3.894569536423841,-3.1468432671081676,0.0
2019-04-26,1.0,-0.0,-0.7698871211447872,-0.0,-3.9977779752910854,-3.120522620211537,0.0
2019-04-29,1.0,-0.0,-0.7744347516467865,-0.0,-4.009346626312978,-3.1177674915435287,0.0
2019-04-30,1.0,-0.0,-0.7702919188323247,-0.0,-4.013794944820221,-3.115877536489854,0.0
2019-05-01,1.0,-0.0,-0.7796670524347904,-0.0,-4.013531558799965,-3.109142704531292,0.0
2019-05-02,1.0,-0.0,-0.7626199786704586,-0.0,-4.004177035193743,-3.1205119089939566,0.0
2019-05-03,1.0,-0.0,-0.7837693539775762,-0.0,-3.9977754048763128,-3.116835735896067,0.0
2019-05-06,1.0,-0.0,-0.7115469956510162,-0.0,-4.027513978876365,-3.1364160823644274,0.0
2019-05-07,1.0,-0.0,-0.7245785270629991,-0.0,-4.021206743566992,-3.127417923691216,0.0
2019-05-08,1.0,-0.0,-0.7575255213332169,-0.06997644184626123,-3.838844777942588,-3.0589826367681705,0.0
2019-05-09,1.0,-0.0,-0.7492526815544225,-0.08009495340249692,-3.89704589414454,-3.0655881835765784,0.0
2019-05-10,1.0,-0.0,-0.7502635277582572,-0.08547083626141955,-3.8919536191145467,-3.0566584680252986,0.0
2019-05-13,1.0,-0.0,-0.7550267802265344,-0.07568706646764421,-3.8894547370269557,-3.060145754675564,0.0
2019-05-14,1.0,-0.0,-0.6448502431948118,-0.2914924481611059,-3.682225445857155,-2.9146684870722757,0.0
2019-05-15,1.0,-0.0,-0.6202176500595137,-0.3202686617922122,-3.6789661622173098,-2.882587995238905,0.0
2019-05-16,1.0,-0.0,-0.6246598639455783,-0.32346938775510203,-3.667687074829932,-2.887670068027211,0.0
2019-05-17,1.0,-0.0,-0.6242465404533492,-0.309873503693013,-3.6510739451566345,-2.9044910433822904,0.0
2019-05-20,1.0,-0.0,-0.57232865048957,-0.3478927203065134,-3.6693912303107705,-2.9246487867177526,0.0
2019-05-21,1.0,-0.0,-0.568230186430578,-0.363156550608666,-3.6577849663743933,-2.923554950200051,0.0
2019-05-22,1.0,-0.0,-0.5345575108390718,-0.3957323811952733,-3.6637762475558957,-2.907081526821389,0.0
2019-05-23,1.0,-0.0,-0.5228952510406932,-0.4387052926684224,-3.6736895760767987,-2.8602497663749893,0.0
2019-05-24,1.0,-0.0,-0.4532015543166076,-0.4688291941206285,-3.661767190403784,-2.863659401926001,0.0
2019-05-28,1.0,-0.0,-0.4381177663259272,-0.47520486609782886,-3.6655402551322123,-2.869223620849877,0.0
2019-05-29,1.0,-0.0,-0.46872881355932206,-0.4861864406779661,-3.6950000000000003,-2.824576271186441,0.0
2019-05-30,1.0,-0.0,-0.45956473875857395,-0.48623930900160894,-3.6898975357777966,-2.8325006351088153,0.0
2019-05-31,1.0,-0.0,-0.46303666694893725,-0.48336014903886865,-3.6868490134643066,-2.834787026843933,0.0
2019-06-03,1.0,-0.0,-0.47112232030264817,-0.5416561580496007,-3.669609079445145,-2.724590163934426,0.0
2019-06-04,1.0,-0.0,-0.46885769521728166,-0.5525762797343868,-3.6787425401361684,-2.7052198033117594,0.0
2019-06-05,1.0,-0.0,-0.4379313211939802,-0.6194395942462791,-3.7240375821069263,-2.533300074831629,0.0
