Date,CAMT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6506863347674656,-1.4126715836918664,-0.05188485965990576,-0.9628662159393566,-1.0437922556853103,0.0
2018-09-25,1.0,-0.6527258766316868,-1.4098797030970054,-0.055746096749424115,-0.9604811876119784,-1.0401330944458664,0.0
2018-09-26,1.0,-0.6554428044280444,-1.4137966379663798,-0.05996309963099632,-0.9607933579335793,-1.0350553505535056,0.0
2018-09-27,1.0,-0.7073819788173932,-1.4372239076055138,-0.07456490499760499,-1.0186279205918356,-1.0845175368566715,0.0
2018-09-28,1.0,-0.7050401830858481,-1.4388738091436477,-0.07557613497259034,-1.0183618074405238,-1.0844110915961467,0.0
2018-10-01,1.0,-0.7143545537291858,-1.4439149756384857,-0.07506558869197409,-1.0293409005728973,-1.0915029180275206,0.0
2018-10-02,1.0,-0.715050310426033,-1.434971098265896,-0.07873046456861486,-1.0305073859987153,-1.0929137229715264,0.0
2018-10-03,1.0,-0.7169386002576212,-1.4189566337483899,-0.07567625590382138,-1.0437956204379562,-1.1117432374409617,0.0
2018-10-04,1.0,-0.7201458523245214,-1.4109603732103597,-0.07689420344254384,-1.047509249825728,-1.1067617566625556,0.0
2018-10-05,1.0,-0.7010776781903543,-1.4008215962441317,-0.05436406316688007,-1.0576717883055913,-1.1211587708066582,0.0
2018-10-08,1.0,-0.7063083360154491,-1.4113828988305976,-0.0568072095268748,-1.0621177985194723,-1.1276150627615062,0.0
2018-10-09,1.0,-0.7076312117634431,-1.4123644950091232,-0.058709885156166146,-1.0615004829880863,-1.1263282172373081,0.0
2018-10-10,1.0,-0.7097244732576985,-1.4272285251215562,-0.05370070232306861,-1.0698541329011346,-1.1419773095623988,0.0
2018-10-11,1.0,-0.6052385406922357,-1.4063506911963413,-0.0,-1.028531337698784,-1.1568444028687246,0.0
2018-10-12,1.0,-0.5992010652463383,-1.389941616306463,-0.0,-1.00138277168903,-1.1308511727952475,0.0
2018-10-15,1.0,-0.5771233156390363,-1.4044507962433646,-0.0,-0.9939260922825642,-1.1286239281339323,0.0
2018-10-16,1.0,-0.573586446213513,-1.4096754439681567,-0.0,-0.9925494998979384,-1.1272708716064503,0.0
2018-10-17,1.0,-0.5410163067870144,-1.3465316910188,-0.0,-0.9734703036952076,-1.1257667181967785,0.0
2018-10-18,1.0,-0.5434913017396521,-1.3537792441511698,-0.0,-0.9733053389322136,-1.1284243151369726,0.0
2018-10-19,1.0,-0.5158572844400396,-1.3345391476709614,-0.0,-0.9754212091179385,-1.129583746283449,0.0
2018-10-22,1.0,-0.5205895533535826,-1.3529353184285215,-0.0,-0.9759000149380073,-1.1299108698899567,0.0
2018-10-23,1.0,-0.5276033881415048,-1.354559043348281,-0.0,-0.9720976581963129,-1.128300946686597,0.0
2018-10-24,1.0,-0.5248481226969425,-1.3484214719649437,-0.0,-0.9734090230056767,-1.1328552932974805,0.0
2018-10-25,1.0,-0.46871716496322474,-1.2666921386951953,-0.0,-0.9646098003629764,-1.0760340051580857,0.0
2018-10-26,1.0,-0.4488574793875147,-1.2432508833922262,-0.0,-0.9607067137809188,-1.0586101295641932,0.0
2018-10-29,1.0,-0.4107940388322128,-1.2675473649569837,-0.0,-0.9472521273094824,-1.075689906445395,0.0
2018-10-30,1.0,-0.3794244128349322,-1.2773970984358016,-0.0,-0.9576579556731724,-1.111195123103823,0.0
2018-10-31,1.0,-0.3805180762540548,-1.263927412909595,-0.0,-0.9520003760989141,-1.104790559917258,0.0
2018-11-01,1.0,-0.36439127375087965,-1.2742200328407225,-0.0,-0.9494722026741731,-1.1034951911799202,0.0
2018-11-02,1.0,-0.3674448949158861,-1.2474486229554032,-0.0,-0.9501374714571974,-1.0949718067011511,0.0
2018-11-05,1.0,-0.3672242672755231,-1.2480313126135782,-0.0,-0.9500955221098737,-1.0943106099436186,0.0
2018-11-06,1.0,-0.3739515377446412,-1.2534482758620689,-0.0,-0.9455265610438024,-1.0868592730661695,0.0
2018-11-07,1.0,-0.3739232209737827,-1.2637172284644194,-0.0,-0.9503277153558052,-1.0936329588014981,0.0
2018-11-08,1.0,-0.32985483048096104,-1.2675664394044803,-0.0,-0.9360419275543806,-1.1045869857613284,0.0
2018-11-09,1.0,-0.32937253428517754,-1.2867274093556265,-0.0,-0.9608303588202143,-1.1197163253804245,0.0
2018-11-12,1.0,-0.3274323882479331,-1.2649820169087767,-0.0,-0.9645943294875987,-1.1139240506329113,0.0
2018-11-13,1.0,-0.2959608096866624,-1.2574637212311675,-0.0,-0.9601164617802015,-1.1079582216471024,0.0
2018-11-14,1.0,-0.2959145946945189,-1.2574637212311675,-0.0,-0.9601164617802015,-1.1080044366392459,0.0
2018-11-15,1.0,-0.29416378316032293,-1.2571626297577856,-0.0,-0.9605997693194925,-1.101683967704729,0.0
2018-11-16,1.0,-0.28913003494574213,-1.243516645208755,-0.0,-0.9579271657163876,-1.1075501195512232,0.0
2018-11-19,1.0,-0.29231618154228173,-1.2426541591943716,-0.0,-0.9563617970294753,-1.1070032648181358,0.0
2018-11-20,1.0,-0.2539827452412471,-1.2325284155749303,-0.0,-0.955493677819875,-1.1227005066873603,0.0
2018-11-21,1.0,-0.26509626274065684,-1.2274971687429217,-0.0,-0.9559682899207248,-1.081449603624009,0.0
2018-11-23,1.0,-0.2673213558401593,-1.2088971353577407,-0.0,-0.9650178757297371,-1.084219577318188,0.0
2018-11-26,1.0,-0.26612063894293864,-1.2160731254807908,-0.0,-0.9619892302819133,-1.0809538893162587,0.0
2018-11-27,1.0,-0.253665557254655,-1.2178645317981471,-0.0,-0.9531798146982099,-1.0729063596293964,0.0
2018-11-28,1.0,-0.2550712904241443,-1.2141411415463501,-0.0,-0.9547519453065263,-1.0738092025367696,0.0
2018-11-29,1.0,-0.23405768119806247,-1.196196062747189,-0.0,-0.943696396036084,-1.069901790872328,0.0
2018-11-30,1.0,-0.23378354362893194,-1.1965079082992713,-0.0,-0.9443753332148569,-1.0681979740536698,0.0
2018-12-03,1.0,-0.235938543754175,-1.1987530616789133,-0.0,-0.94749498997996,-1.0711200178134046,0.0
2018-12-04,1.0,-0.22761773713879888,-1.2006302987260864,-0.0,-0.9421634337964402,-1.0683119534821786,0.0
2018-12-06,1.0,-0.2153733654507915,-1.1214298004129388,-0.0,-0.9327684101858225,-1.0318737095664143,0.0
2018-12-07,1.0,-0.2086008531908476,-1.1249622958590082,-0.0,-0.9363123195587538,-1.0392123066316197,0.0
2018-12-10,1.0,-0.17606473594548552,-1.128449744463373,-0.0,-0.9339863713798977,-1.020442930153322,0.0
2018-12-11,1.0,-0.18366912297141882,-1.1259104655620396,-0.0,-0.936192869617072,-1.0137155513907228,0.0
2018-12-12,1.0,-0.18412982366470737,-1.1256921373200444,-0.0,-0.9361104012266803,-1.0134168157423973,0.0
2018-12-13,1.0,-0.1841735800893427,-1.121718783237609,-0.0,-0.9375452031482663,-1.0109763880025526,0.0
2018-12-14,1.0,-0.1896419763585339,-1.1068543243473083,-0.0,-0.9450633557275279,-1.0104600731354707,0.0
2018-12-17,1.0,-0.1668078258660117,-1.1072245278224784,-0.0,-0.9286016769712883,-1.0321419496908615,0.0
2018-12-18,1.0,-0.1546513094287276,-1.0952961452772292,-0.0,-0.9216864937576191,-1.0319475387784272,0.0
2018-12-19,1.0,-0.14821984681424122,-1.0986028112111776,-0.0,-0.9267738405858092,-1.0348034677215723,0.0
2018-12-20,1.0,-0.1450890052356021,-1.0792879581151833,-0.0,-0.9364607329842932,-1.0276439790575917,0.0
2018-12-21,1.0,-0.14025561774287862,-1.078815470720909,-0.0,-0.9357196558349344,-1.021969760253947,0.0
2018-12-24,1.0,-0.14330139519246932,-1.0926626323751891,-0.0,-0.9452428979660447,-1.0211380063876283,0.0
2018-12-26,1.0,-0.14172047490106227,-1.094688606540304,-0.0,-0.9223495105186419,-1.0069985419704228,0.0
2018-12-27,1.0,-0.09757854712827696,-1.0496698018811288,-0.0,-0.8467880728437063,-1.0084050430258156,0.0
2018-12-28,1.0,-0.08744484556758925,-1.0641395908543925,-0.0,-0.8513838748495788,-1.0082631367829924,0.0
2018-12-31,1.0,-0.08736812547635284,-1.0647839865217217,-0.0,-0.8512575715030687,-1.0079826707850295,0.0
2019-01-02,1.0,-0.08446528028208519,-1.0641102696638218,-0.0,-0.849300797371479,-1.0090555755900148,0.0
2019-01-03,1.0,-0.07919560069040261,-1.0677156504636134,-0.0,-0.8473487737325894,-1.0197085858788584,0.0
2019-01-04,1.0,-0.06000799041150619,-1.0721933679584497,-0.0,-0.8393527766679983,-1.02365161805833,0.0
2019-01-07,1.0,-0.03590185780355883,-1.0404091871129577,-0.0,-0.8387943873951557,-1.00431135846986,0.0
2019-01-08,1.0,-0.03910068426197459,-1.0258846529814272,-0.0,-0.844848484848485,-1.0002346041055719,0.0
2019-01-09,1.0,-0.03258743447304593,-1.0086847664501994,-0.0,-0.8517330412330802,-1.0190517173930052,0.0
2019-01-10,1.0,-0.03440860215053764,-1.0043010752688173,-0.0,-0.8546236559139785,-1.0167741935483872,0.0
2019-01-11,1.0,-0.0355520751761942,-0.9934220830070477,-0.0,-0.8586530931871573,-1.0277995301487861,0.0
2019-01-14,1.0,-0.05046948356807512,-0.9919014084507042,-0.0,-0.8609154929577465,-1.0090766823161188,0.0
