Date,ITW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3022257649150775,-0.5417560855969097,-0.0689190017781593,-0.5706358452388252,-0.5822245385983199,0.0
2018-09-25,1.0,-0.30116707616707616,-0.5449324324324324,-0.06603194103194103,-0.5733415233415233,-0.5857800982800984,0.0
2018-09-26,1.0,-0.3007266457294168,-0.5457848389679167,-0.06170330685387031,-0.5767596526879734,-0.5940636738715438,0.0
2018-09-27,1.0,-0.3021137811144272,-0.541583335897357,-0.06289037260391987,-0.5765668748653887,-0.5937048090827974,0.0
2018-09-28,1.0,-0.30139683711771587,-0.5421204848932374,-0.06331918035813182,-0.5763337640760569,-0.5935634730170452,0.0
2018-10-01,1.0,-0.30256678567031886,-0.5412409208420534,-0.06321556075341622,-0.5770651237227625,-0.5935922688661825,0.0
2018-10-02,1.0,-0.3059349468167103,-0.5216278711268691,-0.07072606751965468,-0.5839371049791892,-0.6008324340989671,0.0
2018-10-03,1.0,-0.3062106432892949,-0.5104333868378812,-0.06865045067292258,-0.5905358686257562,-0.6109396221755772,0.0
2018-10-04,1.0,-0.3103639899972215,-0.5045228612886297,-0.06930937606125159,-0.5959371430335588,-0.6071439597419037,0.0
2018-10-05,1.0,-0.2991013725610882,-0.49719948298147354,-0.05767218563427094,-0.6050963254754723,-0.6183910875854004,0.0
2018-10-08,1.0,-0.29898747422521776,-0.4973378881605269,-0.057243098513525985,-0.6053303788508294,-0.618656325977903,0.0
2018-10-09,1.0,-0.2985997845822434,-0.497399599938452,-0.056316356362517306,-0.6057855054623787,-0.6192645022311124,0.0
2018-10-10,1.0,-0.29828797870034984,-0.5064239497229188,-0.051577350546422714,-0.6096096096096095,-0.6300114547537227,0.0
2018-10-11,1.0,-0.2664950015146925,-0.5007270524083611,-0.008724628900333233,-0.6068161163283853,-0.6466222356861557,0.0
2018-10-12,1.0,-0.2674879807692308,-0.49450120192307695,-0.003846153846153847,-0.5999098557692307,-0.6390324519230769,0.0
2018-10-15,1.0,-0.2570931557794974,-0.5035990642432968,-0.0,-0.5985543758622758,-0.6399736068622158,0.0
2018-10-16,1.0,-0.2517482517482518,-0.5133407365167022,-0.0,-0.5974068849605331,-0.6387646688075873,0.0
2018-10-17,1.0,-0.2366572825603793,-0.4858497555193362,-0.0,-0.5949029485849755,-0.6459919988146391,0.0
2018-10-18,1.0,-0.23690529124055137,-0.4868237735289758,-0.0,-0.5943975100044465,-0.6461538461538462,0.0
2018-10-19,1.0,-0.22998729351969505,-0.4823734523211489,-0.0,-0.5953724771726604,-0.6472326467893975,0.0
2018-10-22,1.0,-0.2307169253510717,-0.4845824094604583,-0.0,-0.594589800443459,-0.6464745011086475,0.0
2018-10-23,1.0,-0.23433758093604945,-0.484965851639417,-0.0,-0.5920527451734028,-0.6452118380983355,0.0
2018-10-24,1.0,-0.23276422283925088,-0.48212914278962604,-0.0,-0.5924263011756365,-0.6465114905181072,0.0
2018-10-25,1.0,-0.22103912016103155,-0.4662621430030048,-0.0,-0.5922576504565478,-0.6376790454797399,0.0
2018-10-26,1.0,-0.21453226976069614,-0.4602175489485134,-0.0,-0.5930384336475707,-0.6328934010152284,0.0
2018-10-29,1.0,-0.18792413433095526,-0.4783945246795429,-0.0,-0.5857838872455193,-0.6479322545095992,0.0
2018-10-30,1.0,-0.1680425556653683,-0.4818905877565258,-0.0,-0.5895878146619383,-0.6672577175745597,0.0
2018-10-31,1.0,-0.1680086039008226,-0.48184751329825887,-0.0,-0.5895997442083539,-0.6672673894718484,0.0
2018-11-01,1.0,-0.14073836650252047,-0.5084938372330197,-0.0,-0.5929659955126897,-0.6716104781607856,0.0
2018-11-02,1.0,-0.14327595715654118,-0.49484775478215437,-0.0,-0.5959478679864155,-0.6686308089750661,0.0
2018-11-05,1.0,-0.13739170882028026,-0.5143322286179429,-0.0,-0.5993662422233851,-0.6560555846270132,0.0
2018-11-06,1.0,-0.1395436709780555,-0.5157680569684638,-0.0,-0.59764569103328,-0.6535677953785787,0.0
2018-11-07,1.0,-0.13927948866937828,-0.5156885531667634,-0.0,-0.5970366066240558,-0.6533120278907611,0.0
2018-11-08,1.0,-0.12371520960849983,-0.515244254532856,-0.0,-0.5915810139739,-0.656600069292066,0.0
2018-11-09,1.0,-0.12330388590565274,-0.5152145043016341,-0.0,-0.5921819966510768,-0.6563023269241873,0.0
2018-11-12,1.0,-0.12264395269200887,-0.5041293775718685,-0.0,-0.5963281632183247,-0.6545135391787288,0.0
2018-11-13,1.0,-0.1024747099502772,-0.5001714579642225,-0.0,-0.5999599931416815,-0.6550265759844546,0.0
2018-11-14,1.0,-0.1051395848246242,-0.5003579098067287,-0.0,-0.6022047244094488,-0.6555762347888332,0.0
2018-11-15,1.0,-0.1045373920009155,-0.5019740230016593,-0.0,-0.6064255879155461,-0.6479658980374206,0.0
2018-11-16,1.0,-0.10427325996855795,-0.49995712448192087,-0.0,-0.6056309847077319,-0.6484779191081892,0.0
2018-11-19,1.0,-0.10444177671068428,-0.4998856685531355,-0.0,-0.6055279254558966,-0.6484022180300691,0.0
2018-11-20,1.0,-0.07874374146563495,-0.4941112881201639,-0.0,-0.609296768320437,-0.6626365498406919,0.0
2018-11-21,1.0,-0.08518696475509453,-0.4902631355812442,-0.0,-0.6108080608236058,-0.6400893134733331,0.0
2018-11-23,1.0,-0.08606522659889877,-0.4832698009318085,-0.0,-0.6136382888606523,-0.6406889735987575,0.0
2018-11-26,1.0,-0.08531902879728967,-0.4875494071146245,-0.0,-0.6117165443252399,-0.6386504799548277,0.0
2018-11-27,1.0,-0.08015417510690975,-0.48838059869457573,-0.0,-0.6089635381498988,-0.6359441818591042,0.0
2018-11-28,1.0,-0.0806909940072588,-0.48757842613172775,-0.0,-0.6091776158455954,-0.636046478912866,0.0
2018-11-29,1.0,-0.06363915482736485,-0.4804756189466045,-0.0,-0.6076701928712982,-0.6394060345549446,0.0
2018-11-30,1.0,-0.06270783847980999,-0.48117926505519076,-0.0,-0.6079362861534162,-0.6426435657398352,0.0
2018-12-03,1.0,-0.06497911585793177,-0.48280211924985283,-0.0,-0.6104056289070166,-0.6450536820564573,0.0
2018-12-04,1.0,-0.05862937062937063,-0.485958041958042,-0.0,-0.6081678321678322,-0.6444755244755245,0.0
2018-12-06,1.0,-0.05142304504006632,-0.46532191213042273,-0.0,-0.6086487980105001,-0.6378004973749655,0.0
2018-12-07,1.0,-0.055048913944619464,-0.46490355386060905,-0.0,-0.6086884430442713,-0.6348311501685735,0.0
2018-12-10,1.0,-0.043394618957319914,-0.4650012367054167,-0.0,-0.6095858410970951,-0.630252562728447,0.0
2018-12-11,1.0,-0.053442253211211044,-0.46235938058695714,-0.0,-0.6132794234947878,-0.6213934042962841,0.0
