Date,DRD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-2.669943093636834,-5.1534747370236245,-0.33367822038282463,-4.192274530091395,-3.8951543369546475,0.0
2018-09-25,1.0,-2.702565892825973,-5.211380694711119,-0.35171932274393436,-4.241927037877466,-3.947285739221505,0.0
2018-09-26,1.0,-3.0814408770555994,-5.842599843382929,-0.5346515270164448,-4.739624119028974,-4.378621769772905,0.0
2018-09-27,1.0,-3.1472514387775354,-5.881921016074618,-0.5576503274459218,-4.813653502679103,-4.444532645366144,0.0
2018-09-28,1.0,-3.1470354158376446,-5.9046955829685634,-0.5636689216076403,-4.82491046557899,-4.456426581774772,0.0
2018-10-01,1.0,-3.1469769291964997,-5.899761336515514,-0.5648369132856007,-4.822991249005569,-4.45425616547335,0.0
2018-10-02,1.0,-3.166300658814134,-5.8710321421441405,-0.587941704931124,-4.853663405869435,-4.485126771810741,0.0
2018-10-03,1.0,-3.1500099344327435,-5.808464136697794,-0.5819590701370951,-4.842837273991655,-4.485396383866481,0.0
2018-10-04,1.0,-3.159658865529552,-5.772312574375248,-0.5858786195953987,-4.85263784212614,-4.4629115430384765,0.0
2018-10-05,1.0,-3.094822455861932,-5.764332473715532,-0.48700654632017454,-4.936123784963301,-4.555048601467962,0.0
2018-10-08,1.0,-3.1098242811501597,-5.797124600638978,-0.4616613418530352,-5.004592651757189,-4.594848242811501,0.0
2018-10-09,1.0,-3.113709032773781,-5.8011590727418065,-0.46562749800159875,-5.006994404476418,-4.59652278177458,0.0
2018-10-10,1.0,-3.112485041882729,-5.785201435979259,-0.46928599920223374,-5.000398883127244,-4.576785001994415,0.0
2018-10-11,1.0,-2.418340026773762,-4.992135207496653,-0.0030120481927710845,-4.272925033467202,-4.0471887550200805,0.0
2018-10-12,1.0,-2.8662118628008337,-5.743983323858253,-0.0,-4.811824900511654,-4.527951487587645,0.0
2018-10-15,1.0,-2.7730537759658316,-6.0695010677538335,-0.0,-4.912055911473501,-4.659095321296836,0.0
2018-10-16,1.0,-2.8555825242718447,-6.402103559870551,-0.0,-5.114279935275081,-4.854571197411003,0.0
2018-10-17,1.0,-2.473972602739726,-5.641826484018265,-0.0,-4.6577168949771695,-4.491324200913242,0.0
2018-10-18,1.0,-2.473165388828039,-5.637641474990872,-0.0,-4.6553486673968605,-4.4886820007301935,0.0
2018-10-19,1.0,-2.3484521238300937,-5.537437005039597,-0.0,-4.647408207343412,-4.4654427645788335,0.0
2018-10-22,1.0,-2.3560729110268905,-5.513445226493412,-0.0,-4.680563075257174,-4.497202670998015,0.0
2018-10-23,1.0,-2.359085179182424,-5.501530704123897,-0.0,-4.664145506933189,-4.483522420313344,0.0
2018-10-24,1.0,-2.4040868924889547,-5.605854197349043,-0.0,-4.7870029455081,-4.612665684830634,0.0
2018-10-25,1.0,-1.9113704463018453,-4.707459391263208,-0.0,-4.254691689008043,-3.896861693739158,0.0
2018-10-26,1.0,-1.7684081882065383,-4.543996333638863,-0.0,-4.194622670333027,-3.7694775435380383,0.0
2018-10-29,1.0,-1.669904409497379,-4.672987974098057,-0.0,-4.2126117792167745,-3.8623188405797104,0.0
2018-10-30,1.0,-1.6260802469135804,-4.680401234567902,-0.0,-4.220524691358025,-3.9050925925925926,0.0
2018-10-31,1.0,-1.6816835541699144,-4.647700701480905,-0.0,-4.3008573655494935,-3.958222915042868,0.0
2018-11-01,1.0,-1.6000625390869292,-4.739993746091307,-0.0,-4.315666041275797,-3.979049405878674,0.0
2018-11-02,1.0,-1.6735504368546463,-4.675297855440826,-0.0,-4.482287529785544,-4.0543288324066715,0.0
2018-11-05,1.0,-1.6599808978032473,-4.736230499840815,-0.0,-4.495383635784782,-4.027061445399554,0.0
2018-11-06,1.0,-1.723869713174526,-4.849781234807972,-0.0,-4.559552746718523,-4.071625344352617,0.0
2018-11-07,1.0,-1.7157179818887451,-4.844760672703751,-0.0,-4.546733505821474,-4.063551099611902,0.0
2018-11-08,1.0,-1.5450024065458043,-4.875501363709289,-0.0,-4.511471201668538,-4.111824161719878,0.0
2018-11-09,1.0,-1.5426878103475894,-4.866570559026109,-0.0,-4.504565112926478,-4.103956431202947,0.0
2018-11-12,1.0,-1.5352875577505176,-4.769316552493229,-0.0,-4.539111040305878,-4.087302851680739,0.0
2018-11-13,1.0,-1.3376036171816124,-4.528862094951017,-0.0,-4.332780708364732,-3.87249434815373,0.0
2018-11-14,1.0,-1.3430425596136433,-4.532447932387564,-0.0,-4.339722306067008,-3.876697856927256,0.0
2018-11-15,1.0,-1.3328826798858344,-4.52260778128286,-0.0,-4.3379900856241544,-3.8283010365029293,0.0
2018-11-16,1.0,-1.2978691920686594,-4.42335010358094,-0.0,-4.275969221663214,-3.8000887836638055,0.0
2018-11-19,1.0,-1.3037300177619895,-4.423179396092363,-0.0,-4.274570751924216,-3.8001776198934287,0.0
2018-11-20,1.0,-1.0861194029850745,-4.4574626865671645,-0.0,-4.385820895522388,-3.9959701492537314,0.0
2018-11-21,1.0,-1.0653978248425873,-4.2816256439610765,-0.0,-4.226388093875214,-3.736977676016027,0.0
2018-11-23,1.0,-1.0639658848614073,-4.2096659559346135,-0.0,-4.2208955223880595,-3.7201137171286427,0.0
2018-11-26,1.0,-1.0637842465753424,-4.249714611872146,-0.0,-4.229737442922374,-3.7261700913242004,0.0
2018-11-27,1.0,-1.0624438454627132,-4.527553159628631,-0.0,-4.459568733153639,-3.924977538185085,0.0
2018-11-28,1.0,-1.0654949677031695,-4.556256572029443,-0.0,-4.4662761003455005,-3.933753943217665,0.0
2018-11-29,1.0,-0.8697344640622829,-4.205199499513417,-0.0,-4.144863061309607,-3.682469067148617,0.0
2018-11-30,1.0,-0.8717448823283666,-4.211948196629996,-0.0,-4.151232418883164,-3.6907116000557023,0.0
2018-12-03,1.0,-0.8619007803790413,-4.221432552954291,-0.0,-4.157329988851727,-3.694676700111482,0.0
2018-12-04,1.0,-0.8162214802448525,-4.251252086811353,-0.0,-4.149972175848637,-3.694629938786867,0.0
2018-12-06,1.0,-0.8198303597543142,-4.273618016964025,-0.0,-4.609096226966949,-3.921614507165838,0.0
2018-12-07,1.0,-0.8171932402645113,-4.295958853783982,-0.0,-4.633210874357091,-3.948714180749449,0.0
2018-12-10,1.0,-0.6811795584375483,-4.632700324224178,-0.0,-4.985023930832176,-4.140342751273739,0.0
2018-12-11,1.0,-0.6749845009299442,-4.654835709857409,-0.0,-4.999070055796652,-4.17002479851209,0.0
2018-12-12,1.0,-0.68032278088144,-4.659683426443203,-0.0,-5.006207324643079,-4.172098075729361,0.0
2018-12-13,1.0,-0.6727523780300706,-4.5952746241178275,-0.0,-4.956581773550169,-4.117520711874808,0.0
2018-12-14,1.0,-0.6869273060476482,-4.532987171655467,-0.0,-4.9535736102626755,-4.098350641417227,0.0
2018-12-17,1.0,-0.5871875467744351,-4.461308187397097,-0.0,-4.8190390660080835,-4.100284388564587,0.0
2018-12-18,1.0,-0.5012579547136302,-4.389225987864437,-0.0,-4.799023235163534,-4.109960041438508,0.0
2018-12-19,1.0,-0.5015539440580139,-4.389225987864437,-0.0,-4.79872724581915,-4.109960041438508,0.0
2018-12-20,1.0,-0.4784086082401246,-4.159705507574685,-0.0,-4.60639954693473,-3.9137760158572847,0.0
2018-12-21,1.0,-0.5434608612133824,-4.763886665599488,-0.0,-5.326396670401793,-4.37409956779254,0.0
2018-12-24,1.0,-0.4342144788224692,-4.408681285671373,-0.0,-4.992940823069991,-4.1836887954340645,0.0
2018-12-26,1.0,-0.6090759978130125,-5.518133770730818,-0.0,-5.989611809732094,-5.108255877528704,0.0
2018-12-27,1.0,-0.1974900924702774,-5.0571334214002635,-0.0,-5.324471598414795,-4.9334544253632755,0.0
2018-12-28,1.0,-0.18237704918032788,-5.269296448087432,-0.0,-5.519467213114754,-5.105362021857924,0.0
2018-12-31,1.0,-0.18650725875320237,-5.266609735269001,-0.0,-5.519726729291205,-5.1065755764304015,0.0
2019-01-02,1.0,-0.1639904338913563,-5.272975743081654,-0.0,-5.5203279808677825,-5.1250427058421595,0.0
2019-01-03,1.0,-0.19703678474114442,-5.246764305177111,-0.0,-5.525885558583106,-5.060286103542235,0.0
2019-01-04,1.0,-0.0,-5.4087628865979385,-0.0,-5.557216494845361,-5.216151202749141,0.0
2019-01-07,1.0,-0.0,-5.0418362363665965,-0.0,-5.324108741657171,-4.912746215204297,0.0
2019-01-08,1.0,-0.0,-4.924266838543345,-0.0,-5.32935868514341,-4.859974218498228,0.0
2019-01-09,1.0,-0.0,-4.841742751882108,-0.0,-5.304501041166106,-4.871696299855839,0.0
2019-01-10,1.0,-0.0,-4.837881219903692,-0.0,-5.334349919743178,-4.879133226324238,0.0
2019-01-11,1.0,-0.0,-4.819954501137472,-0.0,-5.425251868703283,-5.004224894377641,0.0
2019-01-14,1.0,-0.0,-4.853176547444063,-0.0,-5.4667646578474605,-5.0117589416952475,0.0
2019-01-15,1.0,-0.0,-4.9326520355168375,-0.0,-5.609984922097504,-5.210588038197353,0.0
2019-01-16,1.0,-0.0,-4.925572838267268,-0.0,-5.546412443552434,-5.253052349891286,0.0
2019-01-17,1.0,-0.0,-4.8615945632355375,-0.0,-5.5020719376761145,-5.211834908005967,0.0
2019-01-18,1.0,-0.0,-5.19181769244572,-0.0,-5.975237753454154,-5.77678090794904,0.0
2019-01-22,1.0,-0.0,-5.824070204763895,-0.0,-7.428750522356875,-6.641454241537819,0.0
2019-01-23,1.0,-0.0,-5.695121951219512,-0.0,-7.700470688917417,-6.999358151476252,0.0
2019-01-24,1.0,-0.0,-5.696593100492821,-0.0,-7.723591172059138,-7.006856653096207,0.0
2019-01-25,1.0,-0.0,-5.41096817874069,-0.0,-8.574813811780636,-7.582261340555179,0.0
2019-01-28,1.0,-0.0,-5.259869163094969,-0.0,-8.733137829912023,-7.565080081209113,0.0
2019-01-29,1.0,-0.0,-5.242821042958879,-0.0,-8.916379508385022,-7.813232253618195,0.0
2019-01-30,1.0,-0.0,-5.2779967539995365,-0.0,-8.998840714120103,-7.908880129840019,0.0
2019-01-31,1.0,-0.0,-5.412739150723285,-0.0,-8.826878208119458,-8.092160522631826,0.0
2019-02-01,1.0,-0.0,-5.485287138111059,-0.0,-9.020882771713337,-8.224252491694353,0.0
2019-02-04,1.0,-0.0,-5.484834123222749,-0.0,-9.005687203791469,-8.205924170616113,0.0
2019-02-05,1.0,-0.0,-5.405749293119699,-0.0,-8.91258246936852,-8.244344957587181,0.0
2019-02-06,1.0,-0.0,-5.3587391202070105,-0.0,-8.897671136203247,-8.267231239708304,0.0
2019-02-07,1.0,-0.0,-5.366266760762174,-0.0,-8.901670195248178,-8.25593977887556,0.0
2019-02-08,1.0,-0.0,-5.380231733270277,-0.0,-9.022463939465595,-8.243556396311185,0.0
2019-02-11,1.0,-0.0,-5.321420061949011,-0.0,-9.12056230640934,-8.384560400285919,0.0
2019-02-12,1.0,-0.0,-5.4307506053268755,-0.0,-9.298547215496367,-8.483777239709443,0.0
2019-02-13,1.0,-0.0,-5.635984290623466,-0.0,-9.383652430044183,-8.526509572901325,0.0
2019-02-14,1.0,-0.0,-5.425006116956203,-0.0,-9.489845852703695,-8.55297284071446,0.0
2019-02-15,1.0,-0.0,-5.555772040915733,-0.0,-9.361909400876767,-8.436921578178277,0.0
2019-02-19,1.0,-0.0,-5.561688311688312,-0.0,-9.736513486513486,-8.676573426573427,0.0
2019-02-20,1.0,-0.0,-5.644165621079047,-0.0,-9.74378920953576,-8.706148055207027,0.0
2019-02-21,1.0,-0.0,-5.636659164791198,-0.0,-9.708427106776695,-8.66141535383846,0.0
2019-02-22,1.0,-0.0,-5.524630541871922,-0.0,-9.600000000000001,-8.505665024630543,0.0
2019-02-25,1.0,-0.0,-5.697537198563366,-0.0,-10.055156490507953,-8.901487942534633,0.0
2019-02-26,1.0,-0.0,-5.718139773895169,-0.0,-10.070143884892085,-8.905447070914697,0.0
2019-02-27,1.0,-0.0,-5.678910865656306,-0.0,-10.133059337272027,-8.875160544567171,0.0
2019-02-28,1.0,-0.0,-5.736240913811007,-0.0,-10.240134994807892,-8.98416407061267,0.0
2019-03-01,1.0,-0.0,-5.726920093095422,-0.0,-10.196017584690974,-8.936901991207653,0.0
2019-03-04,1.0,-0.0,-5.711134181157539,-0.0,-10.192836750583961,-9.049831300285492,0.0
2019-03-05,1.0,-0.0,-5.751465103889185,-0.0,-10.58737346830048,-9.299413958444328,0.0
2019-03-06,1.0,-0.0,-5.682405697705091,-0.0,-10.496702716961224,-9.199155895542074,0.0
2019-03-07,1.0,-0.0,-5.349948347107438,-0.0,-10.486570247933885,-8.989927685950414,0.0
2019-03-08,1.0,-0.0,-5.363901404717732,-0.0,-10.92234296315929,-9.217863768884177,0.0
2019-03-11,1.0,-0.0,-5.399462365591399,-0.0,-10.960215053763443,-9.522043010752688,0.0
2019-03-12,1.0,-0.0,-5.785804020100502,-0.0,-13.014133165829145,-11.607412060301508,0.0
2019-03-13,1.0,-0.0,-5.946888749214331,-0.0,-12.964802011313639,-11.514770584538025,0.0
2019-03-14,1.0,-0.0,-6.0113888010123375,-0.0,-13.03764631445745,-11.586839607719076,0.0
2019-03-15,1.0,-0.0,-5.946246819338422,-0.0,-13.112595419847327,-11.747773536895673,0.0
2019-03-18,1.0,-0.0,-5.899816176470588,-0.0,-12.496936274509803,-11.240502450980392,0.0
2019-03-19,1.0,-0.0,-5.926062846580407,-0.0,-12.51879235982748,-11.362292051756006,0.0
2019-03-20,1.0,-0.0,-6.051193467336684,-0.0,-12.728957286432161,-11.626884422110551,0.0
2019-03-21,1.0,-0.0,-6.20974507905776,-0.0,-13.308486608583415,-11.750242013552759,0.0
2019-03-22,1.0,-0.0,-5.872458410351201,-0.0,-12.861983980283425,-11.072704867529266,0.0
2019-03-25,1.0,-0.0,-4.769385410683515,-0.0,-12.453187823090179,-10.496553704767376,0.0
2019-03-26,1.0,-0.0,-4.904471544715448,-0.0,-12.486062717770036,-10.645470383275262,0.0
2019-03-27,1.0,-0.0,-4.717838765008577,-0.0,-12.374213836477988,-10.495711835334479,0.0
2019-03-28,1.0,-0.0,-4.606400898371701,-0.0,-12.09601347557552,-10.371701291409321,0.0
2019-03-29,1.0,-0.0,-4.610289937464468,-0.0,-12.265776009096076,-10.549175667993177,0.0
2019-04-01,1.0,-0.0,-4.589270746018441,-0.0,-12.019279128248114,-10.332215702710254,0.0
2019-04-02,1.0,-0.0,-4.632096069868996,-0.0,-11.854257641921398,-9.806222707423581,0.0
2019-04-03,1.0,-0.0,-4.63646288209607,-0.0,-11.862991266375547,-9.793122270742357,0.0
2019-04-04,1.0,-0.0,-4.632977266502328,-0.0,-11.897014516570803,-9.859764448096412,0.0
2019-04-05,1.0,-0.0,-4.731161473087819,-0.0,-12.365722379603401,-10.231728045325779,0.0
2019-04-08,1.0,-0.0,-4.635676281153739,-0.0,-12.24474936992439,-10.123214785774293,0.0
2019-04-09,1.0,-0.0,-4.539344721366564,-0.0,-12.41360963315598,-10.050406048725847,0.0
2019-04-10,1.0,-0.0,-4.438621076233184,-0.0,-12.535033632286995,-10.053251121076233,0.0
2019-04-11,1.0,-0.0,-4.288685524126456,-0.0,-12.548252911813643,-9.894620077648364,0.0
2019-04-12,1.0,-0.0,-4.296111111111111,-0.0,-12.571666666666667,-9.909722222222223,0.0
2019-04-15,1.0,-0.0,-4.4241645244215935,-0.0,-12.899171665238503,-10.240217080834048,0.0
2019-04-16,1.0,-0.0,-4.421457029026751,-0.0,-12.85088218554354,-10.185258964143427,0.0
2019-04-17,1.0,-0.0,-4.142111050027487,-0.0,-12.50797141286421,-9.83754810335349,0.0
2019-04-18,1.0,-0.0,-4.054054054054054,-0.0,-12.223243243243244,-9.750000000000002,0.0
2019-04-22,1.0,-0.0,-4.083829096809086,-0.0,-12.206327744726881,-9.751487290427258,0.0
2019-04-23,1.0,-0.0,-4.106979250875775,-0.0,-12.16410670978173,-9.675828617623283,0.0
2019-04-24,1.0,-0.0,-3.95091536216503,-0.0,-11.988591138232952,-9.592995489519765,0.0
2019-04-25,1.0,-0.0,-4.001347345728915,-0.0,-12.220964699541902,-9.724333063864188,0.0
2019-04-26,1.0,-0.0,-4.014076731990063,-0.0,-12.638145183549545,-9.94948937344742,0.0
2019-04-29,1.0,-0.0,-3.9513067400275106,-0.0,-12.59779917469051,-9.96121045392022,0.0
2019-04-30,1.0,-0.0,-3.9221886169920266,-0.0,-12.606818806708825,-9.966455870222712,0.0
2019-05-01,1.0,-0.0,-3.9262838210933184,-0.0,-12.692711209276643,-9.98978464936499,0.0
2019-05-02,1.0,-0.0,-3.8961748633879782,-0.0,-12.462021857923498,-9.963934426229509,0.0
2019-05-03,1.0,-0.0,-3.894030668127054,-0.0,-12.498083242059147,-9.99014238773275,0.0
2019-05-06,1.0,-0.0,-3.4784061696658104,-0.0,-11.759383033419024,-9.4694087403599,0.0
2019-05-07,1.0,-0.0,-3.395302348825587,-0.0,-11.393553223388306,-9.19865067466267,0.0
2019-05-08,1.0,-0.0,-3.448854961832061,-0.0,-11.572010178117049,-9.424681933842239,0.0
2019-05-09,1.0,-0.0,-3.456499488229274,-0.0,-11.675025588536336,-9.457011258955989,0.0
2019-05-10,1.0,-0.0,-3.4217446270543617,-0.0,-11.540581542351454,-9.32212389380531,0.0
