Date,AGR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.26917429723163994,-0.5961184228089378,-0.0,-0.4815665127205745,-0.3227261806241491,0.0
2018-09-25,1.0,-0.26714385287652137,-0.6008793094204063,-0.0,-0.48520186585169695,-0.32759637552946225,0.0
2018-09-26,1.0,-0.26571428571428574,-0.6029919137466307,-0.0,-0.4893530997304582,-0.3373584905660377,0.0
2018-09-27,1.0,-0.26536448497275134,-0.6050018885231749,-0.0,-0.4896940592456699,-0.33782981708304105,0.0
2018-09-28,1.0,-0.2666702661843313,-0.60458398574591,-0.0,-0.4900923276280978,-0.3382916689163652,0.0
2018-10-01,1.0,-0.26659804426145134,-0.6097732751848742,-0.0,-0.49156215293767097,-0.3408456808516402,0.0
2018-10-02,1.0,-0.26664498821234045,-0.611278215863209,-0.0,-0.4911795788960247,-0.34070400780424354,0.0
2018-10-03,1.0,-0.2666105057202642,-0.6005869724720782,-0.0,-0.4984646321910922,-0.351775863474551,0.0
2018-10-04,1.0,-0.2827190465680865,-0.5999227543588611,-0.0,-0.5230357536967557,-0.35309534319134844,0.0
2018-10-05,1.0,-0.27097163548581776,-0.5925824326548527,-0.0,-0.525072694354529,-0.3545564272782137,0.0
2018-10-08,1.0,-0.26812191103789124,-0.5905820977484898,-0.0,-0.5316584294343767,-0.3553816584294343,0.0
2018-10-09,1.0,-0.26319843737104187,-0.5917356736086276,-0.0,-0.5353104624611407,-0.3608627472557705,0.0
2018-10-10,1.0,-0.26540101802173616,-0.5909203466776722,-0.0,-0.5369376805612877,-0.3581235383133856,0.0
2018-10-11,1.0,-0.2139006188085943,-0.5733673279685549,-0.0,-0.5152843066953496,-0.35327862321727355,0.0
2018-10-12,1.0,-0.21282844705512138,-0.5660040908375727,-0.0,-0.5050348770126396,-0.33846436251114487,0.0
2018-10-15,1.0,-0.19545098039215683,-0.5803398692810458,-0.0,-0.501281045751634,-0.3373071895424836,0.0
2018-10-16,1.0,-0.1905297874568108,-0.589885875824521,-0.0,-0.5005496806617109,-0.33656161658465084,0.0
2018-10-17,1.0,-0.17826982492276003,-0.5649845520082389,-0.0,-0.4944129763130793,-0.3369979402677652,0.0
2018-10-18,1.0,-0.17745716862037872,-0.563570784490532,-0.0,-0.4974365580316888,-0.33785907509983254,0.0
2018-10-19,1.0,-0.16154319090070707,-0.5539501998155548,-0.0,-0.5057895276155344,-0.3404549646480172,0.0
2018-10-22,1.0,-0.161633281972265,-0.5442475603492553,-0.0,-0.513944530046225,-0.3482537236774525,0.0
2018-10-23,1.0,-0.16386371222430485,-0.5442781215497985,-0.0,-0.5121575474362596,-0.3472924743882712,0.0
2018-10-24,1.0,-0.16315721815143336,-0.5473711273942666,-0.0,-0.5134850237819771,-0.3470368942023396,0.0
2018-10-25,1.0,-0.12859671302149178,-0.5173198482932996,-0.0,-0.5515549936788875,-0.3309734513274336,0.0
2018-10-26,1.0,-0.10553721107442214,-0.5187198374396749,-0.0,-0.5805435610871222,-0.3352298704597409,0.0
2018-10-29,1.0,-0.09230419748100659,-0.5215931749917969,-0.0,-0.5746232868068352,-0.3355460763774957,0.0
2018-10-30,1.0,-0.08641570368875208,-0.5215723873441993,-0.0,-0.574784276126558,-0.3403138719281425,0.0
2018-10-31,1.0,-0.09202315615367267,-0.5022930606721299,-0.0,-0.574818935919605,-0.33694208455504593,0.0
2018-11-01,1.0,-0.07503820810262321,-0.5167489289204019,-0.0,-0.5753263347781424,-0.3383358805401749,0.0
2018-11-02,1.0,-0.07684638201350981,-0.5050225578902765,-0.0,-0.5758867369575513,-0.3348288840698921,0.0
2018-11-05,1.0,-0.07953920735668948,-0.5004248088360238,-0.0,-0.5771652756259683,-0.34177120295866864,0.0
2018-11-06,1.0,-0.07893684052607891,-0.49992498874831226,-0.0,-0.5781117167575136,-0.3434015102265339,0.0
2018-11-07,1.0,-0.07954602395149572,-0.5011023700957058,-0.0,-0.5800471012677256,-0.3446910858345443,0.0
2018-11-08,1.0,-0.06825183860067581,-0.49836016696481816,-0.0,-0.574214867819519,-0.3437686344663089,0.0
2018-11-09,1.0,-0.06973153359565672,-0.5001992329531304,-0.0,-0.5747870697813419,-0.3457189819196095,0.0
2018-11-12,1.0,-0.07006099838167558,-0.48390389642723763,-0.0,-0.589244366986182,-0.34652060251462713,0.0
2018-11-13,1.0,-0.04722914149012258,-0.4804794436086517,-0.0,-0.5956790884652379,-0.3428860334919969,0.0
2018-11-14,1.0,-0.05062191216266541,-0.48387497206981306,-0.0,-0.6017031207328881,-0.34648327912808163,0.0
2018-11-15,1.0,-0.04983520432185959,-0.4835576041434342,-0.0,-0.6028052437241345,-0.34195722746759843,0.0
2018-11-16,1.0,-0.04563914615422712,-0.4754841265910554,-0.0,-0.6041305532167798,-0.3511217869347729,0.0
2018-11-19,1.0,-0.043741321166435226,-0.4771622693909938,-0.0,-0.6063281095020828,-0.3524350327316009,0.0
2018-11-20,1.0,-0.0,-0.4721583747312226,-0.0,-0.6187439756802847,-0.3806381453745582,0.0
2018-11-21,1.0,-0.0032764438358843955,-0.46584185045723503,-0.0,-0.6173651523301873,-0.35859944251552645,0.0
2018-11-23,1.0,-0.006702280259187813,-0.4502646287777613,-0.0,-0.6430726616214077,-0.3731265766434189,0.0
2018-11-26,1.0,-0.006179858604835121,-0.4527117219558016,-0.0,-0.6415187620507242,-0.3715083798882682,0.0
2018-11-27,1.0,-0.0,-0.4548851846388356,-0.0,-0.6372621330579731,-0.3664257265083346,0.0
2018-11-28,1.0,-0.00041823504809703057,-0.45036534061554356,-0.0,-0.6400472359583733,-0.36937535365463625,0.0
2018-11-29,1.0,-0.0,-0.43445911445036106,-0.0,-0.6286138060155129,-0.3683954579716488,0.0
2018-11-30,1.0,-0.0,-0.4351198871650212,-0.0,-0.6303924906376149,-0.36627595934049906,0.0
2018-12-03,1.0,-0.0,-0.43704119210789455,-0.0,-0.6330756286125405,-0.368729117381655,0.0
2018-12-04,1.0,-0.0,-0.43630216947173844,-0.0,-0.6297791613970231,-0.3660618737231248,0.0
2018-12-06,1.0,-0.0,-0.3841206266933679,-0.0,-0.6314524678996348,-0.34039345034750856,0.0
2018-12-07,1.0,-0.0,-0.39016642169645827,-0.0,-0.6412450808401688,-0.33926793418993884,0.0
2018-12-10,1.0,-0.0,-0.38848128267035464,-0.0,-0.6362485642624411,-0.3193314737113523,0.0
2018-12-11,1.0,-0.0,-0.38843808630393994,-0.0,-0.6407598499061914,-0.3160178236397749,0.0
2018-12-12,1.0,-0.0,-0.3887064233097171,-0.0,-0.6417679350631071,-0.3155116595505091,0.0
2018-12-13,1.0,-0.0,-0.3849907335726183,-0.0,-0.6469843057217256,-0.31395594341614474,0.0
2018-12-14,1.0,-0.0,-0.36872891949902115,-0.0,-0.669363398353657,-0.3205651343255419,0.0
2018-12-17,1.0,-0.0,-0.36461610706738673,-0.0,-0.6539798074665414,-0.3293730922751819,0.0
2018-12-18,1.0,-0.0,-0.37029950869236583,-0.0,-0.6605961829176114,-0.3311602418745276,0.0
2018-12-19,1.0,-0.0,-0.370446491849752,-0.0,-0.660689818095913,-0.33125442948263645,0.0
2018-12-20,1.0,-0.0,-0.3612213740458015,-0.0,-0.6609747504403992,-0.3266001174398121,0.0
2018-12-21,1.0,-0.0,-0.3630685008422235,-0.0,-0.6673451244619129,-0.3090960134755755,0.0
2018-12-24,1.0,-0.0,-0.3473588934274044,-0.0,-0.6596500185666543,-0.31382287411808396,0.0
2018-12-26,1.0,-0.0,-0.34782304353912924,-0.0,-0.6678799757338186,-0.31758364832703345,0.0
2018-12-27,1.0,-0.0,-0.31604894007977413,-0.0,-0.6054094025904182,-0.31941020929502983,0.0
2018-12-28,1.0,-0.0,-0.3161525883117174,-0.0,-0.6050892637143561,-0.318750979996864,0.0
2018-12-31,1.0,-0.0,-0.3162268715559339,-0.0,-0.6049908158236638,-0.31884772187626004,0.0
2019-01-02,1.0,-0.0,-0.3154384944167208,-0.0,-0.6035983619397141,-0.3187504195851143,0.0
2019-01-03,1.0,-0.0,-0.3218933574333484,-0.0,-0.6347266154541347,-0.3027338454586534,0.0
2019-01-04,1.0,-0.0,-0.3221955433880125,-0.0,-0.6193030092228979,-0.3024930996566658,0.0
2019-01-07,1.0,-0.0,-0.30273007485689124,-0.0,-0.6116028181417877,-0.2873403786878027,0.0
2019-01-08,1.0,-0.0,-0.28769539431620256,-0.0,-0.6290759970897546,-0.28795996207862073,0.0
2019-01-09,1.0,-0.0,-0.2909131058849509,-0.0,-0.6299216075963344,-0.2874020094954179,0.0
2019-01-10,1.0,-0.0,-0.2883710657095528,-0.0,-0.6337272225289895,-0.28662617338487023,0.0
2019-01-11,1.0,-0.0,-0.2803887277798685,-0.0,-0.6373940185509043,-0.29592898412768687,0.0
2019-01-14,1.0,-0.0,-0.28228745609966205,-0.0,-0.6355885406312813,-0.29094603847767986,0.0
2019-01-15,1.0,-0.0,-0.28724067313685336,-0.0,-0.6339150565399341,-0.30480366841777223,0.0
2019-01-16,1.0,-0.0,-0.29090625487443456,-0.0,-0.6341778639392117,-0.3032288254562471,0.0
2019-01-17,1.0,-0.0,-0.29304119115549215,-0.0,-0.6335814907275321,-0.3023136590584879,0.0
2019-01-18,1.0,-0.0,-0.2898537703003212,-0.0,-0.6308991666479481,-0.3254790089624655,0.0
2019-01-22,1.0,-0.0,-0.22303065151046042,-0.0,-0.7950152594099694,-0.1934627803087266,0.0
2019-01-23,1.0,-0.0,-0.16178332823894154,-0.0,-0.7910789921837474,-0.23044845203266234,0.0
2019-01-24,1.0,-0.0,-0.14940451566548368,-0.0,-0.8067234209323086,-0.22114568137777874,0.0
2019-01-25,1.0,-0.0,-0.07809268142410773,-0.0,-0.9636491660432162,-0.1586938344408749,0.0
2019-01-28,1.0,-0.0,-0.07156325367244026,-0.0,-0.9654242490681868,-0.15551414163560623,0.0
2019-01-29,1.0,-0.0,-0.06965250626015904,-0.0,-0.9724553002679788,-0.15443922154373324,0.0
2019-01-30,1.0,-0.0,-0.06848893674056822,-0.0,-0.9716332315264441,-0.15714882116411416,0.0
2019-01-31,1.0,-0.0,-0.07263491225755377,-0.0,-0.9601970356687338,-0.1662268549061002,0.0
2019-02-01,1.0,-0.0,-0.07178689566036496,-0.0,-0.9533615194199215,-0.16550198251878465,0.0
2019-02-04,1.0,-0.0,-0.0672700640563171,-0.0,-0.9557289958680396,-0.163223366345292,0.0
2019-02-05,1.0,-0.0,-0.06169688243122368,-0.0,-0.9513057137247202,-0.16864105417021183,0.0
2019-02-06,1.0,-0.0,-0.06994131710497718,-0.0,-0.9430558574222995,-0.16042164746794174,0.0
2019-02-07,1.0,-0.0,-0.0700621712099474,-0.0,-0.9467849223946785,-0.15694969783922438,0.0
2019-02-08,1.0,-0.0,-0.07956023939630497,-0.0,-0.9574117442969903,-0.13145112325440195,0.0
2019-02-11,1.0,-0.0,-0.06982760494793365,-0.0,-0.9658905628383225,-0.13824213569860214,0.0
2019-02-12,1.0,-0.0,-0.07096114964019393,-0.0,-0.9604539426484336,-0.1426397373741766,0.0
2019-02-13,1.0,-0.0,-0.07844372515369409,-0.0,-0.9552277713814002,-0.13868311863228552,0.0
2019-02-14,1.0,-0.0,-0.06648362424004707,-0.0,-0.9653744742977927,-0.1472184088383343,0.0
2019-02-15,1.0,-0.0,-0.08423966347725638,-0.0,-0.9562999934613456,-0.13901179137333539,0.0
2019-02-19,1.0,-0.0,-0.07870802491914303,-0.0,-0.9567605114068028,-0.13518852156547786,0.0
2019-02-20,1.0,-0.0,-0.09151136018072027,-0.0,-0.9446761371041313,-0.13595290846691865,0.0
2019-02-21,1.0,-0.0,-0.0915687786294163,-0.0,-0.9990022223230078,-0.17710553766610732,0.0
2019-02-22,1.0,-0.0,-0.09314670719811256,-0.0,-1.0039926498945124,-0.17141171933486082,0.0
2019-02-25,1.0,-0.0,-0.091742700729927,-0.0,-1.0139370437956206,-0.17536496350364963,0.0
2019-02-26,1.0,-0.0,-0.08843336215134004,-0.0,-1.0160167447786321,-0.17063293443145106,0.0
2019-02-27,1.0,-0.0,-0.09491162536443148,-0.0,-1.0209320335276968,-0.16185313411078717,0.0
