Date,IWF,IWM,MORF,MTUM,SPY,VLUE,VXX
2020-02-24,-3.137046632124352,-3.8738341968911914,1.0,-8.07979274611399,-6.613730569948187,-3.2025906735751293,0.0
2020-02-25,-2.576986172955238,-3.7792359971877194,1.0,-7.629950785094915,-5.689008671197563,-2.760487461917038,0.0
2020-02-26,-2.455451983524821,-3.3370908302623024,1.0,-7.201820940819424,-5.340125731628008,-2.3433774116626926,0.0
2020-02-27,-2.5969365426695843,-3.288621444201313,1.0,-7.243544857768053,-5.45382932166302,-2.2989059080962804,0.0
2020-02-28,-2.177387135437475,-3.602876548142229,1.0,-6.45645225729125,-4.638833399920096,-2.1006791849780266,0.0
2020-03-02,-2.3488045007032348,-3.436608398633715,1.0,-6.442033353425758,-4.738798472975688,-2.1261804299778984,0.0
2020-03-03,-2.0314560180825016,-3.8532680354115656,1.0,-5.6321341118854775,-4.3271802599359575,-1.9919005462422301,0.0
2020-03-04,-1.735897435897436,-4.041575091575091,1.0,-5.771978021978021,-4.075641025641025,-1.6897435897435895,0.0
2020-03-05,-1.4367379255740302,-3.9151227236737927,1.0,-4.725257323832146,-3.3741884402216944,-1.3840063341250992,0.0
2020-03-06,-1.3451612903225805,-3.8281105990783404,1.0,-4.72442396313364,-3.186021505376344,-1.2772657450076803,0.0
2020-03-09,-1.3301088270858525,-3.726723095525998,1.0,-4.695133010882709,-3.132255139056832,-1.2308041112454657,0.0
2020-03-10,-1.849647521090951,-1.9523864555645443,1.0,-3.64012481220386,-2.4041372934242458,-0.7103894603027852,0.0
2020-03-11,-1.5102085862487584,-2.325240039730714,1.0,-3.6249862046131773,-2.1158812493102306,-0.4599933782143252,0.0
2020-03-12,-1.548798027532361,-1.8750770495171563,1.0,-3.3682966920073967,-2.072323813437436,-0.4087733716868708,0.0
2020-03-13,-1.5298315492490249,-1.2286947141316074,1.0,-2.6503194755621937,-1.7079910380881256,-0.18122977346278316,0.0
2020-03-16,-1.191435959841801,-1.5218284149680557,1.0,-2.4525403103133554,-1.4399908731365985,-0.0,0.0
2020-03-17,-1.0995526431856846,-1.0257072648226324,1.0,-1.5984500031504003,-1.382836620250772,-0.1941906622141012,0.0
2020-03-18,-1.0585574572127139,-1.0253667481662592,1.0,-1.488997555012225,-1.3387530562347187,-0.20073349633251836,0.0
2020-03-19,-1.0912944829233342,-0.8264867446859326,1.0,-1.457965130164796,-1.3412347743014092,-0.2539407690470504,0.0
2020-03-20,-1.099014659937515,-0.9009252583513578,1.0,-1.4432828646959865,-1.3460105743811583,-0.21893775534727228,0.0
2020-03-23,-1.0929529006999643,-1.016016134772808,1.0,-1.3056115790722504,-1.3222209040218293,-0.19504093012219717,0.0
2020-03-24,-1.0909252458239544,-1.0144532638312995,1.0,-1.2922639497689847,-1.3081980807961142,-0.21762824309915887,0.0
2020-03-25,-1.0690169641377023,-0.9824280267447644,1.0,-1.0602862352876168,-1.261479803282312,-0.15245620821130576,0.0
2020-03-26,-1.09674387749461,-0.9859030349936425,1.0,-1.0333904582895683,-1.2607109292940462,-0.15152855326441483,0.0
2020-03-27,-1.0954621666937097,-0.9586240467304884,1.0,-0.9723078587268106,-1.263399859375845,-0.11882741089296338,0.0
2020-03-30,-1.0739095096179898,-0.9434299647791926,1.0,-1.0421565971281497,-1.2799241397995125,-0.07911135193714441,0.0
2020-03-31,-1.0518271352456812,-0.9576449060868628,1.0,-1.0315914105807007,-1.2607502287282708,-0.08002798557666434,0.0
2020-04-01,-1.0594719578426628,-0.9846749475721891,1.0,-0.9959670914663655,-1.2647738882615476,-0.07226972092272947,0.0
2020-04-02,-1.0814587413327688,-0.9025565024082994,1.0,-0.9832742285502567,-1.281426983538877,-0.04419626316625205,0.0
2020-04-03,-1.0773822100147898,-0.9074582717092754,1.0,-0.982833298119586,-1.2701246566659625,-0.044210859919712665,0.0
2020-04-06,-1.0767649074708705,-0.8959245004481468,1.0,-0.9801760953234565,-1.2704170401223178,-0.04903253018400379,0.0
2020-04-07,-1.029985696771557,-0.8388843481814467,1.0,-0.9482018798528812,-1.261800163465468,-0.029474867184307318,0.0
2020-04-08,-1.0605605346319225,-0.8404911153706677,1.0,-0.9955447339791742,-1.2839455006993732,-0.0,0.0
2020-04-09,-1.0648448355720241,-0.7989810097267253,1.0,-1.0073593741958724,-1.2752303020945912,-0.0,0.0
2020-04-13,-1.0537701185116182,-0.8438648243026445,1.0,-0.9980334316617502,-1.27951146302334,-0.0,0.0
2020-04-14,-1.0509854771784233,-0.8639522821576763,1.0,-0.9862033195020747,-1.2855809128630706,-0.0,0.0
2020-04-15,-1.012265810992651,-0.9099989649104647,1.0,-0.951454300797019,-1.301728599523859,-0.0,0.0
2020-04-16,-1.018027790691668,-0.8901802779069167,1.0,-0.9560411178263339,-1.3012552301255231,-0.0,0.0
2020-04-17,-1.0093172524457787,-0.9180599409907344,1.0,-0.9368497334230551,-1.3120244319064132,-0.0,0.0
2020-04-20,-1.0053537686332144,-0.9676674364896074,1.0,-0.9299811043460005,-1.3457904681923158,-0.0,0.0
2020-04-21,-1.004722178498347,-0.972611364709586,1.0,-0.9357259037724959,-1.333805551183168,-0.0,0.0
2020-04-22,-0.9799435913506739,-1.0006267627702914,1.0,-0.9056722030711376,-1.3367805285699363,-0.0,0.0
2020-04-23,-0.9603609242163458,-1.027382256297919,1.0,-0.8919835184895426,-1.3358890105878058,-0.0,0.0
2020-04-24,-0.9635234566612744,-1.0211866617961698,1.0,-0.8956322079006419,-1.3380994625058706,-0.0,0.0
2020-04-27,-0.960596268112165,-1.0164703429584072,1.0,-0.895496716355676,-1.339570520170958,-0.0,0.0
2020-04-28,-0.9961850013065066,-0.9508230990331853,1.0,-0.9141363992683564,-1.3648288476613537,-0.0,0.0
2020-04-29,-1.010579793641649,-0.9328549730267638,1.0,-0.9248415649714555,-1.3692452731367517,-0.0,0.0
2020-04-30,-1.0066294304953805,-0.9123557968366655,1.0,-0.9267630631100904,-1.3742757216683197,-0.0,0.0
2020-05-01,-0.9934544692883699,-0.9391003822589935,1.0,-0.9279991621720689,-1.3758705555846467,-0.0,0.0
2020-05-04,-0.9901439299123904,-0.9149457655402585,1.0,-0.9302774301209844,-1.3795369211514392,-0.0,0.0
2020-05-05,-0.9899880064660791,-0.9150023465609844,1.0,-0.9296553162642749,-1.3798821504927778,-0.0,0.0
2020-05-06,-0.9979580082726844,-0.9129273783967746,1.0,-0.9406775223833708,-1.3843133148332374,-0.0,0.0
2020-05-07,-0.9965434167801404,-0.9138472818686498,1.0,-0.9398764009636535,-1.3870325756782236,-0.0,0.0
2020-05-08,-0.998689452715454,-0.9149716921786537,1.0,-0.9380373243866638,-1.3904906689033338,-0.0,0.0
2020-05-11,-1.0076967380491124,-0.885334310696895,1.0,-0.9478506728100948,-1.395046861092204,-0.0,0.0
2020-05-12,-1.0066488665514894,-0.8879639809434061,1.0,-0.943981990471703,-1.3967331553321816,-0.0,0.0
2020-05-13,-1.0061641331034843,-0.8632920649845897,1.0,-0.9493287363527139,-1.4050044402653712,-0.0,0.0
2020-05-14,-1.01369791394364,-0.8275213049615727,1.0,-0.975113713598578,-1.411878496366393,-0.0,0.0
2020-05-15,-1.011762245804799,-0.8342307491243662,1.0,-0.9773642114067645,-1.4043075957969575,-0.0,0.0
2020-05-18,-1.012699242226287,-0.8306245100600993,1.0,-0.974967337339953,-1.4077345178991378,-0.0,0.0
2020-05-19,-1.0116705045007328,-0.8389679715302492,1.0,-0.96786686204731,-1.4149047519363618,-0.0,0.0
2020-05-20,-1.0226486316451715,-0.8222711544510853,1.0,-0.9807591485792178,-1.4170074446891057,-0.0,0.0
2020-05-21,-1.0211116349730212,-0.816019697207816,1.0,-0.9836555084079835,-1.4178322594164179,-0.0,0.0
2020-05-22,-1.019902582098151,-0.8220290158696906,1.0,-0.9798879170376579,-1.4156497145550726,-0.0,0.0
2020-05-26,-1.0234145317093657,-0.8247585048299033,1.0,-0.985090298194036,-1.4166316673666528,-0.0,0.0
2020-05-27,-1.0191842741511614,-0.8390623357510775,1.0,-0.9721959423946178,-1.4255755282245348,-0.0,0.0
2020-05-28,-1.0283162595219333,-0.8222222222222223,1.0,-0.9793012871027056,-1.4236931967428423,-0.0,0.0
2020-05-29,-1.0221262248445897,-0.8479085449373092,1.0,-0.9736065746496682,-1.4244547466020443,-0.0,0.0
2020-06-01,-1.0216509508507612,-0.8579781910130115,1.0,-0.961333825001317,-1.4269082863614813,-0.0,0.0
2020-06-02,-1.024383807462923,-0.8517443394732676,1.0,-0.9646382012983585,-1.437166833799546,-0.0,0.0
2020-06-03,-1.0250250778733963,-0.852278126814846,1.0,-0.9631487249881211,-1.439153159812048,-0.0,0.0
2020-06-04,-1.038985313751669,-0.8839519359145528,1.0,-0.9384245660881174,-1.4790921228304406,-0.0,0.0
2020-06-05,-1.0392523364485982,-0.8839519359145528,1.0,-0.9386915887850468,-1.478558077436582,-0.0,0.0
2020-06-08,-1.0529484491748642,-0.8314787937429448,1.0,-1.0123635972692577,-1.4786862334032145,-0.0,0.0
2020-06-09,-1.05305310685874,-0.831326596430875,1.0,-1.0124166845839604,-1.478337991829714,-0.0,0.0
2020-06-10,-1.0734944960069068,-0.8087092596589682,1.0,-1.0376106194690264,-1.4762572846967406,-0.0,0.0
2020-06-11,-1.0661228458754255,-0.8326400518610555,1.0,-1.0172329965966183,-1.4861433742099293,-0.0,0.0
2020-06-12,-1.0629040805511394,-0.747800741918389,1.0,-1.0587705352411234,-1.4299417064122946,-0.0,0.0
2020-06-15,-1.0197016166761967,-0.7534438841815252,1.0,-1.0349846649685501,-1.3901855798721214,-0.0,0.0
2020-06-16,-1.031048470979821,-0.7302371541501976,1.0,-1.0324006656958602,-1.4070626170168505,-0.0,0.0
2020-06-17,-1.0289011331739266,-0.7221644661607236,1.0,-1.0370100842083378,-1.4099178708805489,-0.0,0.0
2020-06-18,-1.0405102837802656,-0.7002343139807341,1.0,-1.0529549596459256,-1.4132777922416038,-0.0,0.0
2020-06-19,-1.026969775251873,-0.6963575303539138,1.0,-1.0444846292947558,-1.3987600103332474,-0.0,0.0
2020-06-22,-1.0534552952995295,-0.6902130809496113,1.0,-1.1375244540792049,-1.4062285200655633,-0.0,0.0
2020-06-23,-1.0600295920524203,-0.686694145001057,1.0,-1.1363876558867048,-1.4011836820968084,-0.0,0.0
2020-06-24,-1.0576219026900833,-0.690136361224598,1.0,-1.1516952300100811,-1.4064307316814346,-0.0,0.0
2020-06-25,-1.0511138155457962,-0.676808296735277,1.0,-1.1615958516323617,-1.4017672892745647,-0.0,0.0
2020-06-26,-1.0460134029866497,-0.6789615323729619,1.0,-1.1543454171283838,-1.3973932773996094,-0.0,0.0
2020-06-29,-1.0405960404380792,-0.6742312552653749,1.0,-1.1554338668913227,-1.3951137320977252,-0.0,0.0
2020-06-30,-1.040166132169707,-0.6704169076284107,1.0,-1.1559329162504601,-1.3907786131118238,-0.0,0.0
2020-07-01,-1.0304938854773527,-0.6717052432687766,1.0,-1.1477982469952237,-1.3984674329501916,-0.0,0.0
2020-07-02,-1.0175991594431313,-0.696086157079065,1.0,-1.1408458103493564,-1.3989493039138432,-0.0,0.0
2020-07-06,-1.016536301118169,-0.6984618615150402,1.0,-1.1368575778256076,-1.3977111659404693,-0.0,0.0
2020-07-07,-1.0031444892825323,-0.7129081285047953,1.0,-1.1290812850479535,-1.3956815680519887,-0.0,0.0
2020-07-08,-1.002410143560725,-0.7128785497223095,1.0,-1.1304621188305564,-1.3936917112019283,-0.0,0.0
2020-07-09,-0.9934031413612565,-0.7132984293193717,1.0,-1.1297382198952879,-1.3991623036649212,-0.0,0.0
2020-07-10,-1.0022011424977726,-0.7036318851213248,1.0,-1.1382003039672974,-1.3968345474555839,-0.0,0.0
2020-07-13,-1.0099046221570067,-0.6997694162037523,1.0,-1.1381406561157112,-1.3927785347447859,-0.0,0.0
2020-07-14,-1.00732639070595,-0.6889947145324192,1.0,-1.1334449735726622,-1.4033701397247371,-0.0,0.0
2020-07-15,-1.0017178552837065,-0.6758459135866737,1.0,-1.1383654346694432,-1.3896928682977614,-0.0,0.0
2020-07-16,-1.0020817069997399,-0.6783762685402029,1.0,-1.1327088212334115,-1.3910486599011191,-0.0,0.0
2020-07-17,-1.002700597247468,-0.6808621137366917,1.0,-1.1318099195014282,-1.3780836146455464,-0.0,0.0
2020-07-20,-1.0191003026823922,-0.6831228473019517,1.0,-1.137198622273249,-1.3792401628222524,-0.0,0.0
2020-07-21,-1.0146552623344112,-0.6870240951288203,1.0,-1.134035673307604,-1.3796808177740691,-0.0,0.0
2020-07-22,-0.9243445692883894,-0.6966292134831461,1.0,-1.0634207240948814,-1.3093133583021221,-0.0,0.0
2020-07-23,-0.9209454762141226,-0.7017082133280365,1.0,-1.0544741285132586,-1.2886086006554773,-0.0,0.0
2020-07-24,-0.9188131563304933,-0.7099266891222509,1.0,-1.0419556171983357,-1.2827422231028334,-0.0,0.0
2020-07-27,-0.9176836800237167,-0.7095706309600277,1.0,-1.0366618904096052,-1.2770393794159793,-0.0,0.0
2020-07-28,-0.9287156008467484,-0.6972874513858119,1.0,-1.0310146211785556,-1.2659380692167577,-0.0,0.0
2020-07-29,-0.9382905138339921,-0.6991600790513834,1.0,-1.0337944664031622,-1.2694664031620553,-0.0,0.0
2020-07-30,-0.9334744928107149,-0.6869214102816624,1.0,-1.034469174709474,-1.269253496159149,-0.0,0.0
2020-07-31,-0.9284511784511785,-0.6956327985739751,1.0,-1.0403050108932461,-1.2870865517924341,-0.0,0.0
2020-08-03,-0.8996063972896219,-0.7306063474664939,1.0,-1.0643714812415923,-1.2877285635992228,-0.0,0.0
2020-08-04,-0.8986900433331674,-0.730587239129352,1.0,-1.062658763759526,-1.2888877820391493,-0.0,0.0
2020-08-05,-0.9036054455692415,-0.7281703485762728,1.0,-1.0638807161023287,-1.2911285094499574,-0.0,0.0
2020-08-06,-0.9008478802992518,-0.7357605985037406,1.0,-1.0599501246882792,-1.2909725685785536,-0.0,0.0
2020-08-07,-0.9074667200480432,-0.7446201581423282,1.0,-1.064157741967771,-1.2882093884496049,-0.0,0.0
2020-08-10,-0.8904143784323515,-0.7589116325511732,1.0,-1.0586120818771843,-1.2845731402895655,-0.0,0.0
2020-08-11,-0.8847023360964582,-0.7778447626224566,1.0,-1.0496357699070584,-1.3116302436573724,-0.0,0.0
2020-08-12,-0.8725323178675217,-0.7878544944383205,1.0,-1.0338210241507166,-1.3163142599458864,-0.0,0.0
2020-08-13,-0.864245028480064,-0.8065354252023583,1.0,-1.011541920655541,-1.314180073948236,-0.0,0.0
2020-08-14,-0.8777538013750189,-0.8035830782355597,1.0,-1.0241381040798916,-1.3127415064987202,-0.0,0.0
2020-08-17,-0.9083269671504967,-0.8049401578813343,1.0,-1.04288260758849,-1.336847466259231,-0.0,0.0
2020-08-18,-0.9078190975225111,-0.8063285343643486,1.0,-1.036679045632599,-1.336419596072646,-0.0,0.0
2020-08-19,-0.9083926754832147,-0.8054933875890132,1.0,-1.0372329603255341,-1.335350966429298,-0.0,0.0
2020-08-20,-0.9038909717296586,-0.8124936670382005,1.0,-1.0303475529435606,-1.3196372479481202,-0.0,0.0
2020-08-21,-0.8984458057003998,-0.819875461955146,1.0,-1.021819470460183,-1.322330785197185,-0.0,0.0
2020-08-24,-0.8976489663558979,-0.8232671260640454,1.0,-1.025486420753952,-1.3204803404945278,-0.0,0.0
2020-08-25,-0.8930270215565227,-0.8353405525756503,1.0,-1.0247950612286207,-1.3070033397429413,-0.0,0.0
2020-08-26,-0.8929366524994939,-0.8356607974094312,1.0,-1.0241347905282332,-1.3069722728192672,-0.0,0.0
2020-08-27,-0.8724760892667375,-0.8593188603815596,1.0,-1.0196852386012853,-1.3089418551692729,-0.0,0.0
2020-08-28,-0.8550107677668154,-0.8714879551259579,1.0,-1.0006009916361998,-1.2811639204687735,-0.0,0.0
2020-08-31,-0.8535950330462647,-0.8675145203284598,1.0,-1.0068095333466853,-1.279090727017825,-0.0,0.0
2020-09-01,-0.8512384288216162,-0.8679009256942707,1.0,-0.9998498874155617,-1.2847635726795095,-0.0,0.0
2020-09-02,-0.8479195839167833,-0.8671734346869374,1.0,-0.9998499699939988,-1.286007201440288,-0.0,0.0
2020-09-03,-0.8557846277021618,-0.8685948759007207,1.0,-1.0058046437149721,-1.273869095276221,-0.0,0.0
2020-09-04,-0.772493697886368,-0.8942699243746365,1.0,-0.9235505138646501,-1.257514058561179,-0.0,0.0
2020-09-08,-0.763909046927915,-0.8955974842767296,1.0,-0.9209966134494437,-1.2574262215771648,-0.0,0.0
2020-09-09,-0.74050784812557,-0.9258868141890271,1.0,-0.8736619785916575,-1.2600201603225654,-0.0,0.0
2020-09-10,-0.7283306196724452,-0.9331002777511732,1.0,-0.854420074705488,-1.2640072789962649,-0.008955080930945311,0.0
2020-09-11,-0.7207090978593272,-0.9355409021406728,1.0,-0.8513474770642202,-1.2597477064220184,-0.01099006116207951,0.0
2020-09-14,-0.7210780331628996,-0.9346299039518325,1.0,-0.8514359439957949,-1.2591389114541023,-0.012233000430066423,0.0
2020-09-15,-0.7162175076452599,-0.9432339449541284,1.0,-0.8506307339449543,-1.253822629969419,-0.014382645259938839,0.0
2020-09-16,-0.7157406521947021,-0.9403748685091328,1.0,-0.8417328105575214,-1.254183800325141,-0.029453954288993018,0.0
2020-09-17,-0.7023524911542507,-0.946925504446782,1.0,-0.8335086544898155,-1.251840872143062,-0.0468585636415798,0.0
2020-09-18,-0.6887672536887196,-0.9385054735840076,1.0,-0.8350785340314135,-1.2441218467396478,-0.05311756306520704,0.0
2020-09-21,-0.6833428354237933,-0.943462561763588,1.0,-0.8362789813759027,-1.2350817179779552,-0.052879133409350056,0.0
2020-09-22,-0.6803981331555387,-0.9515668158872272,1.0,-0.8356986379655205,-1.236165349080865,-0.05848176016763501,0.0
2020-09-23,-0.6707479752262983,-0.9475940924249642,1.0,-0.8421152929966651,-1.233968556455455,-0.06974749880895664,0.0
2020-09-24,-0.661775878442545,-0.9399335232668565,1.0,-0.832905982905983,-1.236229819563153,-0.07744539411206078,0.0
2020-09-25,-0.6473833097595473,-0.9483262611975484,1.0,-0.8157944365865157,-1.2145685997171145,-0.08868458274398869,0.0
