Date,ADUS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6567023128574981,-1.4611788112409847,-0.0019398159661775678,-0.9851280775926387,-0.8688883362347675,0.0
2018-09-25,1.0,-0.6686005801740521,-1.46518955686706,-0.013003901170351105,-0.9877463238971691,-0.8669600880264079,0.0
2018-09-26,1.0,-0.671659736486148,-1.4699664345473673,-0.01718350784028856,-0.9886779219477981,-0.8622814488252091,0.0
2018-09-27,1.0,-0.6722197208464654,-1.4639551753464404,-0.018710290659862922,-0.9870929010956025,-0.8607734253839611,0.0
2018-09-28,1.0,-0.6708579508155329,-1.4868454274604856,-0.020350451951724483,-0.9990910468110892,-0.8725445639549563,0.0
2018-10-01,1.0,-0.6710765501918804,-1.4861644112300547,-0.0207533831549182,-0.998990103009493,-0.8724500100989698,0.0
2018-10-02,1.0,-0.6711270450414057,-1.485760452433852,-0.021763280145425164,-0.9985356493637649,-0.8722985255503938,0.0
2018-10-03,1.0,-0.7015534285265966,-1.5725194832365708,-0.03028401067001412,-1.0323238663109995,-0.8937705946963753,0.0
2018-10-04,1.0,-0.7031290811262603,-1.5656898082850128,-0.03149976492712741,-1.033693778404639,-0.8897769419631197,0.0
2018-10-05,1.0,-0.6904428178373048,-1.5590510304729273,-0.016352593054041426,-1.0348336188547993,-0.8906193220163007,0.0
2018-10-08,1.0,-0.6910814753073558,-1.561783704938529,-0.005938737236924359,-1.0528755990831424,-0.8976870181287768,0.0
2018-10-09,1.0,-0.6858267716535432,-1.5740682414698164,-0.0,-1.0703937007874016,-0.9190551181102363,0.0
2018-10-10,1.0,-0.691761737027496,-1.5747857631039377,-0.0,-1.0757057988538983,-0.9151464171179223,0.0
2018-10-11,1.0,-0.55533765776638,-1.545381404937899,-0.0,-1.0161914818725801,-0.9115502589631418,0.0
2018-10-12,1.0,-0.5516190850572453,-1.5206132376787382,-0.0,-0.9753820451083486,-0.8660999459486021,0.0
2018-10-15,1.0,-0.49018525026356746,-1.6372307846779457,-0.0,-0.9933731613032782,-0.8995431497565138,0.0
2018-10-16,1.0,-0.4850143079471861,-1.6455143330488478,-0.0,-0.9917666549525579,-0.8980370500527135,0.0
2018-10-17,1.0,-0.4427760931233493,-1.5675437738432945,-0.0,-0.9753007923310183,-0.9052626430597672,0.0
2018-10-18,1.0,-0.44279215379347453,-1.5683608081005724,-0.0,-0.9751504182360711,-0.9053954898987429,0.0
2018-10-19,1.0,-0.4123875834058602,-1.5479160622763755,-0.0,-0.9749057151145925,-0.8999129677980853,0.0
2018-10-22,1.0,-0.4134313204080646,-1.546584151235314,-0.0,-0.9747618817386259,-0.9000628535512255,0.0
2018-10-23,1.0,-0.4171298757793997,-1.5464739716757698,-0.0,-0.9716274348687709,-0.8982551114118614,0.0
2018-10-24,1.0,-0.4137747960808919,-1.5447174091413678,-0.0,-0.970606689512042,-0.8973888701192142,0.0
2018-10-25,1.0,-0.3488980912942073,-1.4975486696177829,-0.0,-1.0406968442096245,-0.8727212147175021,0.0
2018-10-26,1.0,-0.3312459108327881,-1.465370595382746,-0.0,-1.0268249369099915,-0.8498925133190017,0.0
2018-10-29,1.0,-0.31420879171888777,-1.4664160051989046,-0.0,-1.015503875968992,-0.845750359745625,0.0
2018-10-30,1.0,-0.31607540861812783,-1.4666604754829122,-0.0,-1.0157875185735514,-0.8448644130757801,0.0
2018-10-31,1.0,-0.3177492759619363,-1.4422378522502644,-0.0,-1.004229301705512,-0.8328506412908564,0.0
2018-11-01,1.0,-0.28610855565777366,-1.4709751609935602,-0.0,-1.006163753449862,-0.8365685372585097,0.0
2018-11-02,1.0,-0.294270477232326,-1.422033821049273,-0.0,-1.0160900679155842,-0.8256985277359953,0.0
2018-11-05,1.0,-0.29578942566488753,-1.419825737876922,-0.0,-1.0169244103827382,-0.8292504903973359,0.0
2018-11-06,1.0,-0.3042088925408564,-1.4272801972062448,-0.0,-1.0121884415228706,-0.8212818405916187,0.0
2018-11-07,1.0,-0.3189950692650857,-1.4637708382249355,-0.0,-1.0557407842216482,-0.8574313219065508,0.0
2018-11-08,1.0,-0.31896025899685637,-1.4620654060901799,-0.0,-1.0540515178529537,-0.8568948529066767,0.0
2018-11-09,1.0,-0.31860399662257244,-1.4613941270288018,-0.0,-1.0543672014260248,-0.85650623885918,0.0
2018-11-12,1.0,-0.3170151204032108,-1.447358596229233,-0.0,-1.0524080642150457,-0.8500093335822289,0.0
2018-11-13,1.0,-0.2728742321370837,-1.4454297722968916,-0.0,-1.0580111773128262,-0.8423629393561497,0.0
2018-11-14,1.0,-0.2720204841713222,-1.4594040968342643,-0.0,-1.0695530726256983,-0.8545158286778398,0.0
2018-11-15,1.0,-0.27066269545793004,-1.4599776619508564,-0.0,-1.069806403574088,-0.8533600148920328,0.0
2018-11-16,1.0,-0.2683910443610068,-1.4488480971584852,-0.0,-1.06452510082047,-0.8536596671765633,0.0
2018-11-19,1.0,-0.26461152183010184,-1.4547356674571068,-0.0,-1.071651090342679,-0.8586041753847584,0.0
2018-11-20,1.0,-0.23472446391514873,-1.4447774959649529,-0.0,-1.0679732534009685,-0.8640534931980632,0.0
2018-11-21,1.0,-0.24215512137359388,-1.4336202577765633,-0.0,-1.0604363073279592,-0.818144555267113,0.0
2018-11-23,1.0,-0.24415643474306503,-1.4150977717144155,-0.0,-1.0680763983628923,-0.8201455206912233,0.0
2018-11-26,1.0,-0.24465179790623576,-1.4144287664997726,-0.0,-1.0703231679563041,-0.8222576240327719,0.0
2018-11-27,1.0,-0.22817424379641368,-1.422387248686832,-0.0,-1.0636207208838977,-0.8140282557507699,0.0
2018-11-28,1.0,-0.24038063715349609,-1.4084494092768813,-0.0,-1.1036178917850412,-0.8446191329931504,0.0
