Date,IWF,IWM,MTUM,SKY,SPY,VLUE,VXX
2018-09-24,-1.0461831791540144,-1.9863004025139464,-0.18614504625379563,1.0,-1.4877480403926275,-1.355271520372855,0.0
2018-09-25,-1.0505542611028738,-1.9827014050695473,-0.19310880463178703,1.0,-1.4845724775824332,-1.3497846501447432,0.0
2018-09-26,-1.0554651574106826,-1.9897417757339937,-0.19992925362575167,1.0,-1.486098337460205,-1.3434029006013442,0.0
2018-09-27,-1.0554020545518952,-1.9962451292950762,-0.19929153382925965,1.0,-1.4882040382571733,-1.3455897980871412,0.0
2018-09-28,-1.054050189461643,-2.0268821048116106,-0.20326017015800388,1.0,-1.5038964752984916,-1.3614785157646385,0.0
2018-10-01,-1.0546182442093224,-2.0255218758936233,-0.2036745782098942,1.0,-1.5039319416642836,-1.361238204175007,0.0
2018-10-02,-1.0611075291926357,-1.9957016978293576,-0.21656279103087614,1.0,-1.516226090694176,-1.374167203954438,0.0
2018-10-03,-1.0634111310592458,-1.9765170556552958,-0.2135008976660682,1.0,-1.5315619389587072,-1.3962657091561936,0.0
2018-10-04,-1.0668675563208494,-1.966996699669967,-0.21495192997560625,1.0,-1.5353709283971875,-1.390515138470369,0.0
2018-10-05,-1.0409478130145322,-1.9575488581859832,-0.18197437182332307,1.0,-1.559811010093779,-1.4184265158565394,0.0
2018-10-08,-1.0364025695931478,-1.9503211991434688,-0.1756602426837973,1.0,-1.5605995717344754,-1.414703783012134,0.0
2018-10-09,-1.0364765507887788,-1.9511028624455709,-0.17503033764008852,1.0,-1.5609251195659934,-1.4146620029980728,0.0
2018-10-10,-1.047581054616668,-1.994124900268369,-0.1661710306810764,1.0,-1.5886704866903605,-1.456589540871836,0.0
2018-10-11,-0.9474416985729203,-1.9670031326139923,-0.036268708666898714,1.0,-1.5479986077271146,-1.46265227984685,0.0
2018-10-12,-0.9593585086697278,-1.9519566856281267,-0.019258446987869233,1.0,-1.5086011925159344,-1.414296484134055,0.0
2018-10-15,-0.947958695206182,-1.9673117691308213,-0.0,1.0,-1.5083772139779799,-1.4148943445257471,0.0
2018-10-16,-0.9426364009298509,-1.9752495555859428,-0.0,1.0,-1.5062901681936278,-1.412963216190346,0.0
2018-10-17,-0.897334847371585,-1.893460690668626,-0.0,1.0,-1.4807294101930397,-1.4079887783047225,0.0
2018-10-18,-0.8961325228775633,-1.890989245875359,-0.0,1.0,-1.4838020172333177,-1.4085899405517333,0.0
2018-10-19,-0.8632094192353486,-1.8667813202804604,-0.0,1.0,-1.4825373726683422,-1.4021034528376768,0.0
2018-10-22,-0.8805348384062354,-1.9277699388564136,-0.0,1.0,-1.4949942887858632,-1.4158435799234026,0.0
2018-10-23,-0.875861128163154,-1.9590068890253054,-0.0,1.0,-1.535843394038606,-1.4501739308369144,0.0
2018-10-24,-0.8765398302764851,-1.9543525869148644,-0.0,1.0,-1.5470161511086777,-1.4658499863126198,0.0
2018-10-25,-0.7937019262375913,-1.8467556373676945,-0.0,1.0,-1.5452632962987314,-1.388468871211623,0.0
2018-10-26,-0.7629874336053893,-1.8131234615882887,-0.0,1.0,-1.538152610441767,-1.36332426480114,0.0
2018-10-29,-0.7120995979769161,-1.854428738166256,-0.0,1.0,-1.526196342886785,-1.3914537673453509,0.0
2018-10-30,-0.7028708444041216,-1.8538007906162917,-0.0,1.0,-1.525759834100188,-1.3979651351176203,0.0
2018-10-31,-0.7034159496596892,-1.8204700141261076,-0.0,1.0,-1.5139976884551176,-1.3831385642737897,0.0
2018-11-01,-0.6575898030127463,-1.8678382902021373,-0.0,1.0,-1.5198918501351872,-1.3921720097849877,0.0
2018-11-02,-0.6581174660169274,-1.8505385996409336,-0.0,1.0,-1.5180174403693256,-1.3852911002821238,0.0
2018-11-05,-0.6559635967442158,-1.854771518297763,-0.0,1.0,-1.5175286803819776,-1.3806960199961547,0.0
2018-11-06,-0.6716130275582964,-1.8712661399113508,-0.0,1.0,-1.512044709963384,-1.3689214363718123,0.0
2018-11-07,-0.6707982788517116,-1.8712349881189394,-0.0,1.0,-1.5116562841179118,-1.368505555198767,0.0
2018-11-08,-0.6037904981431681,-1.8942886413113074,-0.0,1.0,-1.5049942374183634,-1.399859136893328,0.0
2018-11-09,-0.6023208103603026,-1.8967816386716245,-0.0,1.0,-1.5103218361328374,-1.4015899474291575,0.0
2018-11-12,-0.600487366936001,-1.8989354880082083,-0.0,1.0,-1.511222264973708,-1.4021418494292677,0.0
2018-11-13,-0.563047619047619,-1.891301587301587,-0.0,1.0,-1.5055873015873016,-1.3893333333333333,0.0
2018-11-14,-0.5736225763102323,-1.9020925321558841,-0.0,1.0,-1.522429129071479,-1.4009726754975365,0.0
2018-11-15,-0.5714833269451897,-1.9034751501213747,-0.0,1.0,-1.5264469145266384,-1.3866743324389932,0.0
2018-11-16,-0.5645725924511489,-1.8853032906880531,-0.0,1.0,-1.521990961746547,-1.393100375533066,0.0
2018-11-19,-0.5625039801311852,-1.887155320639368,-0.0,1.0,-1.524167356556072,-1.3943832388715531,0.0
2018-11-20,-0.5327333798086064,-1.8816781798593065,-0.0,1.0,-1.5230369478420684,-1.4000887255212624,0.0
2018-11-21,-0.5487121355249072,-1.8776371308016881,-0.0,1.0,-1.5269853265318976,-1.344354178474715,0.0
2018-11-23,-0.5486010231794354,-1.8922503631655403,-0.0,1.0,-1.5275690014526622,-1.3474388934503885,0.0
2018-11-26,-0.5470220425693173,-1.902166361397082,-0.0,1.0,-1.5236531295395694,-1.3431440661908671,0.0
2018-11-27,-0.5255037783375315,-1.9169395465994963,-0.0,1.0,-1.5183879093198993,-1.3363350125944586,0.0
2018-11-28,-0.5229554783706978,-1.941395642563941,-0.0,1.0,-1.5148089674771077,-1.3360277865487844,0.0
2018-11-29,-0.43387957317073167,-1.953315548780488,-0.0,1.0,-1.5618013211382114,-1.4026295731707317,0.0
2018-11-30,-0.4344704910742647,-1.9549583889206532,-0.0,1.0,-1.564957753636999,-1.3984499078838701,0.0
2018-12-03,-0.43183549124143183,-1.9544935262757044,-0.0,1.0,-1.5635948210205635,-1.396864686468647,0.0
2018-12-04,-0.4096178343949045,-1.983503184713376,-0.0,1.0,-1.569108280254777,-1.4071974522292994,0.0
2018-12-06,-0.41950212659494623,-1.9240680510382788,-0.0,1.0,-1.5382787090317738,-1.372842131598699,0.0
2018-12-07,-0.4213883677298311,-1.924015009380863,-0.0,1.0,-1.5382113821138212,-1.3703564727954973,0.0
2018-12-10,-0.37072266831377393,-1.931315626930204,-0.0,1.0,-1.5352686843730698,-1.3393452748610255,0.0
2018-12-11,-0.3730467543697116,-1.9301463776171948,-0.0,1.0,-1.5351738620221111,-1.337965536409116,0.0
2018-12-12,-0.3684928111056024,-1.9379647992067426,-0.0,1.0,-1.5407164105106594,-1.3501487357461577,0.0
2018-12-13,-0.3676333602434329,-1.9312550456436688,-0.0,1.0,-1.560702974601006,-1.350493696826678,0.0
2018-12-14,-0.3665878840651822,-1.942219181490235,-0.0,1.0,-1.557905212091056,-1.3529667869137951,0.0
2018-12-17,-0.34034653465346537,-1.9405940594059405,-0.0,1.0,-1.5385519801980199,-1.3686262376237626,0.0
2018-12-18,-0.3120275336488231,-1.9216397271218735,-0.0,1.0,-1.5355540532235266,-1.3766824411529717,0.0
2018-12-19,-0.34400646605322055,-1.9340338224322307,-0.0,1.0,-1.5473141009699078,-1.3920044764983834,0.0
2018-12-20,-0.33912666996536367,-1.9064200890648195,-0.0,1.0,-1.55789213260762,-1.3816180108857001,0.0
2018-12-21,-0.328470298553401,-1.906063404124346,-0.0,1.0,-1.5560480147737765,-1.3651585103108648,0.0
2018-12-24,-0.31196764507629143,-1.8960720632391688,-0.0,1.0,-1.5511367118083217,-1.3686500398308719,0.0
2018-12-26,-0.30638710459338264,-1.9034662465155738,-0.0,1.0,-1.5101805841716154,-1.339898194158284,0.0
2018-12-27,-0.22630359212050982,-1.8319814600231747,-0.0,1.0,-1.3946697566628041,-1.3408458864426418,0.0
2018-12-28,-0.22262097707802733,-1.8352627923130356,-0.0,1.0,-1.392972910395925,-1.337520259319287,0.0
2018-12-31,-0.2229682796943737,-1.8353785598518175,-0.0,1.0,-1.3926834915489696,-1.3373466080111136,0.0
2019-01-02,-0.22195192586156964,-1.837300897770055,-0.0,1.0,-1.394787141615986,-1.3380249058789457,0.0
2019-01-03,-0.23210048040747813,-1.8328992301904266,-0.0,1.0,-1.4007640215315158,-1.3222202928749205,0.0
2019-01-04,-0.1834857109999425,-1.8484273474785808,-0.0,1.0,-1.384796733942844,-1.333390834339601,0.0
2019-01-07,-0.14793132564030398,-1.802307908809457,-0.0,1.0,-1.3779341401632423,-1.3008725021108922,0.0
2019-01-08,-0.1465998084399121,-1.8067496760380868,-0.0,1.0,-1.3779931263733167,-1.302833962476759,0.0
2019-01-09,-0.13847541723049164,-1.7838858818222825,-0.0,1.0,-1.3875732972485342,-1.3283152909336942,0.0
2019-01-10,-0.14186597472924187,-1.7772450361010832,-0.0,1.0,-1.395250451263538,-1.326432761732852,0.0
2019-01-11,-0.1505841383958661,-1.7223657605032576,-0.0,1.0,-1.3925522354527073,-1.3512693776679396,0.0
2019-01-14,-0.16899983133749366,-1.7219879687412156,-0.0,1.0,-1.3952886939899927,-1.3358070500927643,0.0
2019-01-15,-0.17008104457451598,-1.7121791985592074,-0.0,1.0,-1.399876181900045,-1.3459590274651059,0.0
2019-01-16,-0.15125625316171096,-1.7186779832499577,-0.0,1.0,-1.388454836715193,-1.3624304423584956,0.0
