Date,IART,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.40336620197211837,-0.8323359401564094,-0.1096905814348861,-0.5738524311458688,-0.4809248554913296,0.0
2018-09-25,1.0,-0.4066655330726067,-0.8303689848665193,-0.11440231253188235,-0.5719435470158136,-0.4774018024145554,0.0
2018-09-26,1.0,-0.4098237720284964,-0.8352592289600164,-0.11892831577870946,-0.572655690765927,-0.47196373180625145,0.0
2018-09-27,1.0,-0.4111296529646153,-0.8305690835405102,-0.12021932363859278,-0.5722507918128257,-0.47147771004325173,0.0
2018-09-28,1.0,-0.409991826726604,-0.8312559596785178,-0.12069200381419425,-0.5720610271080234,-0.47149570903146704,0.0
2018-10-01,1.0,-0.4096439067732896,-0.8378101291777732,-0.12138609801107239,-0.5738158704121387,-0.47471122958102663,0.0
2018-10-02,1.0,-0.41004873361246486,-0.8601139405587207,-0.11572516988125472,-0.5728945020248473,-0.47319651314434763,0.0
2018-10-03,1.0,-0.4100971273638329,-0.8599375364656622,-0.11596938600404982,-0.5728112022514328,-0.4732127535436043,0.0
2018-10-04,1.0,-0.4195659662418188,-0.8525663107130554,-0.11674130210127455,-0.5863589390285912,-0.46951429555632107,0.0
2018-10-05,1.0,-0.4136593070768808,-0.8509082168732617,-0.10912337327885178,-0.5889159770628026,-0.4711053119527521,0.0
2018-10-08,1.0,-0.41194009390314956,-0.8479385859693616,-0.10596661982932931,-0.5911785873402103,-0.4701326296308989,0.0
2018-10-09,1.0,-0.4116034405949076,-0.8481888900311847,-0.10506836640279633,-0.5915492957746479,-0.47051163428258114,0.0
2018-10-10,1.0,-0.41177881321090865,-0.8479169521721256,-0.10514595039057147,-0.591647252295464,-0.46957653830341234,0.0
2018-10-11,1.0,-0.3670379510438204,-0.8528313212832656,-0.04118588674714867,-0.585206429667178,-0.4886280264123258,0.0
2018-10-12,1.0,-0.3847705329982807,-0.8538553101441609,-0.03766036238592779,-0.5665917206718689,-0.46356302076444916,0.0
2018-10-15,1.0,-0.38291756153973244,-0.8575251941186188,-0.033537089046753676,-0.5668924500247812,-0.46324136791673554,0.0
2018-10-16,1.0,-0.38273970792308204,-0.8580915879204388,-0.03313949646467984,-0.566840679310117,-0.4632260622480671,0.0
2018-10-17,1.0,-0.3702944525784935,-0.8283064909712053,-0.023263380510818284,-0.5632666341304701,-0.46848869367170975,0.0
2018-10-18,1.0,-0.36899144075243273,-0.8264067432551176,-0.02434341133205324,-0.5657890454649006,-0.4689361148175871,0.0
2018-10-19,1.0,-0.3584381161715745,-0.8181142321492065,-0.012476969324756766,-0.5726799625044445,-0.47066619258493064,0.0
2018-10-22,1.0,-0.3578960988548877,-0.8206637769295464,-0.015818075952642816,-0.5708740376528433,-0.46952836902374323,0.0
2018-10-23,1.0,-0.3575704624146523,-0.8211824094748081,-0.014626411675241884,-0.5721450991813092,-0.470375044494062,0.0
2018-10-24,1.0,-0.35917337731638693,-0.8186992658710909,-0.007438310533294525,-0.5750137447042464,-0.47372335952912265,0.0
2018-10-25,1.0,-0.32834039880672006,-0.7772020725388601,-0.0,-0.5894802951797771,-0.44503061705134245,0.0
2018-10-26,1.0,-0.3138230082994001,-0.7649435827297877,-0.0,-0.5926766342358024,-0.4369774020080197,0.0
2018-10-29,1.0,-0.3083555610694126,-0.7668568947335773,-0.0,-0.5905340859748155,-0.4357670119719621,0.0
2018-10-30,1.0,-0.29293431019495836,-0.7686886874456723,-0.0,-0.5927604619396498,-0.45001862659878306,0.0
2018-10-31,1.0,-0.29652238253792085,-0.7514181773338267,-0.0,-0.5900234307559502,-0.44499938340115924,0.0
2018-11-01,1.0,-0.21252562907735323,-1.0742963653308482,-0.0,-0.7965703634669152,-0.6444361602982293,0.0
2018-11-02,1.0,-0.2172384441730506,-1.044705969431183,-0.0,-0.8015617482698641,-0.6373191221642426,0.0
2018-11-05,1.0,-0.21882291936738396,-1.0418904403866809,-0.0,-0.8021408200303716,-0.64098670321123,0.0
2018-11-06,1.0,-0.22086048578199055,-1.0427651066350712,-0.0,-0.8003184241706162,-0.6386626184834123,0.0
2018-11-07,1.0,-0.22274264897215715,-1.0463923274227724,-0.0,-0.8056949555778594,-0.6425411694732537,0.0
2018-11-08,1.0,-0.1949891468305066,-1.045325779036827,-0.0,-0.7939369412457231,-0.6447518487178544,0.0
2018-11-09,1.0,-0.1944301375910529,-1.0451401662865132,-0.0,-0.7947906702965197,-0.6445441836509455,0.0
2018-11-12,1.0,-0.1932043105344183,-1.0358111575397697,-0.0,-0.7953962319478044,-0.6410087237006085,0.0
2018-11-13,1.0,-0.16843289540538578,-1.0320824562676927,-0.0,-0.7952384408797271,-0.6334470494302098,0.0
2018-11-14,1.0,-0.16692798541476755,-1.0393436645396537,-0.0,-0.8005104831358251,-0.6394530537830446,0.0
2018-11-15,1.0,-0.16582329171065566,-1.04066402126033,-0.0,-0.8038152098729477,-0.630201317849212,0.0
2018-11-16,1.0,-0.1640284635492303,-1.033473714783619,-0.0,-0.8011908219575951,-0.631861748475167,0.0
